"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins","nombre_representante","cargo_representante"
"2036","CONCEJO DE SUAREZ -- SUÁREZ, TOLIMA","809005520","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","770","SUÁREZ","73","Tolima","Palacio Municipal, Suarez - Tolima","NULL","concejosuarez@hotmail.com","2883188","NO DISPONIBLE","-74.831872","4.047626","Activa","NULL","NULL"
"8313","LA COMISIÓN PARA EL ESCLARECIMIENTO DE LA VERDAD, LA CONVIVENCIA Y LA NO REPETICIÓN","NULL","Nacional","No Aplica","No Aplica","Sistema Integral de Verdad, Justicia, Reparación y","NULL","Órganos autónomos","No Aplica","001","BOGOTÁ","11","Bogotá D.C","Calle 77 11-19, piso 5","NULL","info@comisiondelaverdad.co","7954660","https://comisiondelaverdad.co/","-74.072092","4.710989","Activa","NULL","NULL"
"0144","ALCALDÍA DE BOJACÁ","800094622","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","099","BOJACÁ","25","Cundinamarca","Carrera 7 N° 6-06","091-8243013","alcaldia@bojaca-cundinamarca.gov.co","8243575","http://www.bojaca-cundinamarca.gov.co","-74.341776","4.732618","Activa","NULL","Alcalde"
"1865","CONCEJO DE LABRANZAGRANDE","800099206","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","377","LABRANZAGRANDE","15","Boyacá","Cra 9 No. 8-05 . Palacio Municipal.","6359576","concejo@labranzagrande-boyaca.gov.co","6359576","http://www.labranzagrande-boyaca.gov.co/concejo.shtml","-72.577628","5.562763","Activa","NULL","NULL"
"3558","HOSPITAL SAGRADO CORAZON DE JESUS DE LA HORMIGA","846000471-5","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","865","VALLE DEL GUAMUEZ","86","Putumayo","Barrio La Parker - La Hormiga","098-984287089","hscj@hospitalhormiga.gov.co,
siau@hospitalhormiga.gov.co
gerencia@hospitalhormiga.gov.co
jurídica@hospitalhormiga.gov.co","098 4287089 Ext. 101 - 3218516327-  3123506029","http://hospitalhormiga.gov.co/","-76.800256","0.45791","Activa","NULL","NULL"
"4177","EMPRESA DE DESARROLLO URBANO - EDU","800223337","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Industriales y Comerciales del Estado","Vinculación","001","MEDELLÍN","05","Antioquia","CRA 49 #44-94 LOCAL 194","094-5718693","contabilidad@edu.gov.co","094-5115227","http://www.edu.gov.co","-75.564574","6.2530471","Activa","NULL","NULL"
"4200","EMPRESA DE SERVICIOS PÚBLICOS DE EL BANCO MAGDALENA  S.A.","800106050","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","245","EL BANCO","47","Magdalena","Calle 2  6-50, Barrio Acuadelma","095-4292410","e.s.p.elbancomag@gmail.com","095-4294089,4292410,","http://espelbancomag.wix.com/home","-73.973864","9.003507","Activa","NULL","NULL"
"0822","INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL","800173719-0","Nacional","No Aplica","Descentralizado","Ejecutiva","Educación","Establecimiento Público","Adscripción","268","ESPINAL","73","Tolima","Calle 18 Carrera 1a.   Barrio Arkabal  - Antiguo Seminario Conciliar","098-2483502","itfip2001@yahoo.com","098-2483501","http://www.itfip.edu.co","-74.884341","4.149819","Activa","NULL","NULL"
"1019","ALCALDÍA DE SAN CRISTÓBAL - BOLÍVAR","806001278-9","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","620","SAN CRISTÓBAL","13","Bolívar","Cra 4 No 19-43 Edificio Palacio municipal","311-4069433","contactenos@sancristobal-bolivar.gov.co","(5)6611965","http://www.sancristobal-bolivar.gov.co","-75.063889","10.39432","Activa","NULL","NULL"
"2297","INSTITUTO MUNICIPAL PARA LA RECREACIÓN Y EL DEPORTE DE LOS PATIOS NORTE DE SANTANDER","9003233392","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","405","LOS PATIOS","54","Norte de Santander","Avenida 4 Calles 33 y 34","NULL","imrd@lospatios-nortedesantander.gov.co","00","http://www.lospatios-nortedesantander.gov","-72.504392","7.833199","Activa","NULL","NULL"
"1118","ALCALDÍA DE SESQUILÉ","899999415","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","736","SESQUILÉ","25","Cundinamarca","Carrera 6 No 5-19","091-8568104","sesquile@sesquile-cundinamarca.gov.co","091-8568130 -091-8568272-3208006844-3208008082","http://www.sesquile-cundinamarca.gov.co","-73.796925","5.045268","Activa","NULL","NULL"
"2957","CENTRO DE SALUD DE TOCA","820003524","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","814","TOCA","15","Boyacá","via Tuaneca abajo Toca Boyacà","098-7368347","joarquigo@hotmail.com","098 7368347","NO DISPONIBLE","-73.185051","5.566401","Activa","NULL","NULL"
"1211","ALCALDÍA DE TUNUNGUÁ","800099639","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","832","TUNUNGUÁ","15","Boyacá","Calle  2  No  2 - 15","098-7265931","tununguaboyaca@latinmail.com","7265931","http://www.tunungua-boyaca.gov.co","-73.93341","5.730498","Activa","NULL","NULL"
"5542","PERSONERÍA DE VILLETA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","875","VILLETA","25","Cundinamarca","VACIA","NULL","NULL","NULL","NO DISPONIBLE","-74.470362","5.011706","Activa","GUTIERREZ MARTINEZ, EDUARDO ANDRES","Personero"
"0808","ALCALDÍA DE NOCAIMA","899999718","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","491","NOCAIMA","25","Cundinamarca","Carrera 6 No. 6-41","091-8451055","alcaldía@nocaima-cundinamarca.gov.co","091-8451035","http://www.nocaima-cundinamarca.gov.co","-74.380305","5.069435","Activa","NULL","NULL"
"3325","HOSPITAL  TULIA DURAN DE BORRERO  -BARAYA","891180159","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","078","BARAYA","41","Huila","Avenida 2 No 8 - 10, Barrio Inmaculada","098-8788502","tics@getuliadurandeborrero.gov.co","3103310640","NO DISPONIBLE","-75.054209","3.151685","Activa","NULL","NULL"
"1241","ALCALDÍA DE VEGACHÍ","890985285","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","858","VEGACHÍ","05","Antioquia","Carrera 49 Nro 50a - 14","094-8305626","alcaldia@vegachi-antioquia.gov.co","(4)8305625","http://www.vegachi-antioquia.gov.co","-74.796476","6.772879","Activa","NULL","NULL"
"0798","ALCALDÍA DE NARIÑO - CUNDINAMARCA","890680390","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","483","NARIÑO","25","Cundinamarca","Palacio Municipal","091-8341989","alcaldia@narino-cundinamarca.gov.co","091-8385930","http://www.nariño-cundinamarca.gov.co","-74.828718","4.398278","Activa","NULL","NULL"
"0524","ALCALDÍA DE EL AGUILA","800100518-4","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","243","EL ÁGUILA","76","Valle del Cauca","Carrera 3 Nº 9-02","092-2066140","gobierno@elaguila-valle.gov.co","2066185","http://www.elaguilavalle.gov.co","-76.04299","4.90917","Activa","NULL","NULL"
"6109","PROMOTORA DE VIVIENDA Y DESARROLLO DEL QUINDÍO","801004883","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","ARMENIA","63","Quindio","Calle 20 Nº 13-22 piso 16 Edificio Centro Administrativo Departamental","096-7414018","proviquindio@hotmail.com","7414018","NO DISPONIBLE","-75.675689","4.535","Activa","NULL","NULL"
"4070","EMPRESA DE RECURSOS TECNOLOGICOS ERT S.A","800135729","Territorial","Departamental","Descentralizado","Ejecutiva","No Aplica","Sociedades Públicas por Acciones","Vinculación","001","CALI","76","Valle del Cauca","Avenida 2BN  23N  - 47 Edf. Estación Ferrocarril Piso 2","092-6202222","jasoto@ert.net.co","092-6202020","http://www.ert.com.co","-76.531985","3.451647","Activa","NULL","NULL"
"0849","ALCALDÍA DE PAMPLONA","800007652","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","518","PAMPLONA","54","Norte de Santander","CARRERA 6 CALLE 5 PALACIO MUNICIPAL","097-5682880","talentohumanopamplona@hotmail.com","5682880","http://alcaldiadepamplona.gov.co","-72.650337","7.37823","Activa","NULL","NULL"
"1259","ALCALDÍA DE VILLAMARÍA","890801152","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","873","VILLAMARÍA","17","Caldas","Caarrera  4 Calle 9 Esquina Piso 2","096-8770036","alcaldia@villamaria-caldas.gov.co","(6)8770024","http://www.villamaria-caldas.gov.co","-75.514771","5.042569","Activa","NULL","NULL"
"6396","INSTITUTO DE INVESTIGACIÓN DE RECURSOS BIOLÓGICOS ALEXANDER VON HUMBOLDT","820000142-2","Nacional","No Aplica","Descentralizado","Ejecutiva","Ambiente y Desarrollo Sostenible","Instituto Científico y Tecnológico","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Calle 28 A No.15 - 09","999-3202767","dromero@humbol.org.co","513202767","http://www.humboldt.org.co/iavh","-74.072092","4.710989","Activa","NULL","NULL"
"2948","CENTRO DE SALUD DE SACHICA","820004060","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","638","SÁCHICA","15","Boyacá","Cra 3 No 6-05","098-7342021","yennybello81@yahoo.es","7342021","NO DISPONIBLE","-73.542575","5.583059","Activa","NULL","NULL"
"2005","CONCEJO DE SANDONA","814006944","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","683","SANDONÁ","52","Nariño","Cra. 5 No. 03-12 Parque Principal","NULL","concejo@sandona-narino.gov.co","7287107","http://www.sandona-narino.gov.co","-77.472045","1.28326","Activa","NULL","NULL"
"0071","ALCALDÍA DE ALMEIDA","891801281","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","022","ALMEIDA","15","Boyacá","CALLE 4 No 3 -06","NULL","alcaldia@almeida-boyaca.gov.co","3132020942","http://www.almeida-boyaca.gov.co","-73.3799","4.97088","Activa","NULL","NULL"
"3859","EMPRESA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO DE VILLAVICENCIO","892000265","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","001","VILLAVICENCIO","50","Meta","calle 39 con cra 20 urbanización paraiso","098-6719636","servicioalcliente@eaav.gov.co","098 6829257 6829258 6717318","http://www.eaav.gov.co","-73.63769","4.151382","Activa","NULL","NULL"
"6421","FONDO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO.","800116398-7","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Carrera 13 N° 28 - 17 Pisos 2, 3, 4 y 5","3380197","finagro@finagro.com.co","3203377","http://www.finagro.com.co","-74.072092","4.710989","Activa","NULL","NULL"
"4409","GOBERNACIÓN DE GUAINIA","892099149","Territorial","Departamental","Central","Ejecutiva","No Aplica","Gobernación","Adscripción","001","INÍRIDA","94","Guainía","CLL 16 No 8 - 35 EDIFICIO GOBERNACION","578 5656037","gobernacion@guainia.gov.co","578 5656037","http://www.guainia.gov.co","-67.923917","3.868297","Activa","NULL","NULL"
"0268","CORPORACION AUTONOMA REGIONAL DEL TOLIMA","890704536","Nacional","No Aplica","No Aplica","Entes autónomos","Ambiente y Desarrollo Sostenible","Órganos autónomos","Régimen Autónomo","001","IBAGUÉ","73","Tolima","Avenida Ferrocarril con 44 Esquina","(57)8  2700120","cortolima@cortolima.gov.co;
sistemas@cortolima.gov.co;
ventanilla@cortolima.gov.co","(57-8) 2647186 - 2655446 - 2660101 - 2655444","http://www.cortolima.gov.co","-75.242438","4.444676","Activa","NULL","NULL"
"1686","CONCEJO DE PADILLA","800095978","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","513","PADILLA","19","Cauca","Cra 10 No. 9-36","092-8268124","jjairocabal@hotmail.com","032 8268124 ext 14","NO DISPONIBLE","-76.313358","3.223586","Activa","NULL","NULL"
"0355","UNIVERSIDAD DEL CAUCA","891500319","Nacional","No Aplica","No Aplica","Entes autónomos","Educación","Ente Universitario Autónomo","Régimen Autónomo","001","POPAYÁN","19","Cauca","Calle  5  No.  4 - 70","(092)8209915","rectoria@unicauca.edu.co","(092)8209900","http://www.unicauca.edu.co","-76.614739","2.444814","Activa","NULL","NULL"
"2651","CONTRALORÍA DEPARTAMENTAL DEL CESAR","892300534-5","Territorial","Departamental","No Aplica","Organismos de control y vigilancia","No Aplica","Contraloría Departamental","No Aplica","001","VALLEDUPAR","20","Cesar","Calle 16 No. 12-120 Tercer piso (Edificio Gobernación del Cesar)","5707012","walbertosanchez@contraloriacesar.gov.co
contradepcesar@gmail.com","(5) 5744060 - 5707012 - 580 6642","http://www.contraloriacesar.gov.co/","-73.243633","10.474245","Activa","NULL","NULL"
"4711","INSTITUTO MUNICIPAL DE EDUCACIÓN FÍSICA, DEPORTE Y RECREACIÓN DE RIONEGRO ANTIOQUIA","890985523","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","615","RIONEGRO","05","Antioquia","Calle 54  50 - 28 Coliseo RDQV","094-5612398","liloolano@yahoo.com","094-5612398","NO DISPONIBLE","-75.375085","6.144837","Activa","NULL","NULL"
"8458","EMPRESA MUNICIPAL DE AGUAS Y ASEO DE LA MERCED SAS E.S.P.","900.745.263-2","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","388","LA MERCED","17","Caldas","Calle 14 Nº 6-27 La Merced, Caldas","NULL","empresadeaguayaseolamerced@hotmail.com","8512371-3219965349","http://www.emaam.gov.co/menu/","-75.547035","5.398218","Activa","NULL","NULL"
"1940","CONCEJO DE PRADO","809004333","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","563","PRADO","73","Tolima","Carrera 6 No. 9-37","2277044","concejo@prado-tolima.gov.co","2277044","http://www.prado-tolima.gov.co/concejo.shtml","-74.931367","3.856684","Activa","NULL","NULL"
"6416","CORPORACIÓN DE ABASTOS DE BOGOTÁ S.A.","860028093-7","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Avenida carrera 80 No. 2-51 sur","273 35 14","atencioncliente@corabastos.com.co","4537188","http://www.corabastos.com.co","-74.072092","4.710989","Activa","NULL","NULL"
"0451","ALCALDÍA DE POTOSÍ","800037232","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","560","POTOSÍ","52","Nariño","CALLE 7 PARQUE LA INMACULADA","092-7263084","alcaldia@potosi-narino.gov.co
contactenos@potosi-narino.gov.co","7263084","http://www.alcpotosi.gov.co","-77.572656","0.806982","Activa","NULL","NULL"
"3565","HOSPITAL SAN ANTONIO DE ANOLAIMA","832001465","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","040","ANOLAIMA","25","Cundinamarca","Calle 3 No. 1-81","999-8454297","hanolaim@cundinamarca.gov.co","8454111","http://www.hospitalanolaima.es.tl/","-74.464018","4.761738","Activa","NULL","NULL"
"4777","INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE ROLDANILLO","900100412","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","622","ROLDANILLO","76","Valle del Cauca","Carrera 4 con calle 11 esquina Roldanillo Valle","092-2298513","imprede@hotmail.com","2490005 Ext 113","NO DISPONIBLE","-76.152173","4.414138","Activa","NULL","NULL"
"5703","PERSONERÍA DE LIBORINA","890983672","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","411","LIBORINA","05","Antioquia","Cra 10 Nº 7-71","8561331","personeria@liborina-antioquia.gov.co","8561331","http://www.liborina-antioquia.gov.co/Personeria.shtml","-75.811744","6.67745","Activa","NULL","NULL"
"6089","PERSONERÍA DE ZIPACON","800094778","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","898","ZIPACÓN","25","Cundinamarca","Calle 5 No. 3 -63","091-8249332","personeria@zipacon-cundinamarca.gov.co","8249331-3115761070-3208912752","http://www.zipacon-cundinamarca.gov.co/Personeria.shtml","-74.380049","4.759634","Activa","NULL","NULL"
"4652","INSTITUTO FINANCIERO PARA EL DESARROLLO DE RISARALDA -INFIDER-","800019922","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","PEREIRA","66","Risaralda","calle 19 N° 7-53 4° piso edificio Loteria del Risaralda","096-3354315","infider@risaralda.gov.co","3241812-3356752-3355827","http://www.infider.gov.co","-75.690601","4.808717","Activa","NULL","NULL"
"5299","PERSONERÍA DE LENGUAZAQUE","899999330","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","407","LENGUAZAQUE","25","Cundinamarca","Carrera 4 No.3-28 Casa Municipal, Primer Piso, Frente al Parque Principal, Lenguazaque Cundinamarca","091-8557131","municipiodelenguazaque@yahoo.es","918557274","NO DISPONIBLE","-73.711727","5.306899","Activa","NULL","NULL"
"2327","CONCEJO DE PACORA","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","513","PÁCORA","17","Caldas","CARRERA 4 NUMERO 5-76 PALACIO MUNICIPAL","NULL","concejo@pacora-caldas.gov.co","(57-6) 8670213","http://www.pacora-caldas.gov.co/concejo.shtml","-75.459881","5.527995","Activa","NULL","NULL"
"0999","ALCALDÍA DE SAN AGUSTÍN","891180056","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","668","SAN AGUSTÍN","41","Huila","Calle 3 Carrera 12 Esquina","098-373460","contactenos@sanagustin-huila.gov.co
municipiosanagustin@yahoo.es","8373062 - 3112267110","http://www.sanagustin-huila.gov.co","-76.270749","1.879826","Activa","NULL","NULL"
"3941","EMPRESA COLOMBIANA DE PROCESOS TECNOLOGICOS, TECNOLOGIA Y COMUNICACIONES S.A.","900293428","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","001","VILLAVICENCIO","50","Meta","Calle 41 No. 27-52","098-6833947","gerencia@emcoprotec.com.co","098-6833947","NO DISPONIBLE","-73.63769","4.151382","Activa","NULL","NULL"
