"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L002982112","Using Genome Data Viewer for Human Variation Analysis","https://www.nlm.nih.gov/oet/ed/ncbi/2022_03_genome.html","This workshop is designed to help beginning users of GDV take advantage of the large amount of diverse human genomic data available at NCBI to answer biological questions.","false","HTML","Webinar Source Page","91","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User; Trainer","2022-04-01T00:00:00.000","2022-03-25T00:00:00.000"
"L000790112","Using NCBI Resources and Variant Interpretation Tools for the Clinical Community","https://www.youtube.com/watch?v=fC9rYghqUTo&feature=youtu.be","Through this webinar you will learn how to use three clinical variant interpretation tools geared to clinicians. You will see an overview of NCBI variation and medical genetics databases – including ClinVar, GTR, and MedGen – followed by a demonstration using a clinical case to demonstrate a phenotype-driven whole-genome sequence analysis using tools from Golden Helix, Omicia and SimulConsult.","false","MP4 Video","YouTube Video","25","My NCBI","Training Team, NCBI","Trainer; Developer","2020-06-11T00:00:00.000","2016-06-24T00:00:00.000"
"L003122112","Using NCBI Resources to Streamline Your Genetic Cases","https://www.youtube.com/watch?v=u3C8mdLPNpA","A fictional case study on Lynch Syndrome to show how a practitioner can use NCBI's resources on medical genetics and human variation to address the case. It covers: MedGen, GeneReviews(R), GTR(R), ClinVar, dbSNP, dbGaP, and ClinicalTrials.","false","MP4 Video","YouTube Video","5","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2022-07-15T00:00:00.000","2022-06-28T00:00:00.000"
"L003062112","Using NCBI’s Genome Data Viewer to Visualize Eukaryotic Genome Data","https://www.nlm.nih.gov/oet/ed/ncbi/2022_05_genome_data.html","This workshop focuses on eukaryotic genome data other than human, and is designed to help beginning or advanced users of GDV take advantage of the large amount of diverse genomic data available at NCBI.","false","HTML","Webinar Source Page","90","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User; Trainer","2022-06-15T00:00:00.000","2022-06-15T00:00:00.000"
"L002983112","Using NCBI’s Primer-BLAST to Design and Analyze PCR Primers","https://www.nlm.nih.gov/oet/ed/ncbi/2022_03_primer.html","A webinar on using NCBI’s Primer-BLAST to Design and Analyze PCR Primers","false","HTML","Webinar Source Page","92","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User; Trainer","2022-04-01T00:00:00.000","2022-03-31T00:00:00.000"
"L002805112","Using NCBI’s Primer-BLAST to design & analyze PCR primers","https://www.nlm.nih.gov/oet/ed/ncbi/2022_06_primer.html","NCBI’s Primer-BLAST combines the primer design features of the popular Primer3 package with a specificity check that uses nucleotide BLAST to search for target and non-target matches in a background database.","false","HTML","Webinar Source Page","90","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User","2022-07-08T00:00:00.000","2022-07-08T00:00:00.000"
"L002425112","Using PubMed in Evidence-Based Practice","https://www.nlm.nih.gov/oet/ed/pubmed/pubmed_in_ebp/pubmed_in_ebp_SCORM.zip","This SCORM package is for uploading to learning management systems. Using PubMed in Evidence-Based Practice was created to help clinicians including nurses and allied health professionals develop a clinical question using the PICO framework and efficiently find relevant biomedical literature using PubMed. The tutorial was designed to be completed in less than 30 minutes. This tutorial replaces the NLM PubMed for Nurses tutorial.","false","ZIP","SCORM Package","60","PubMed; Clinical Medicine","Office of Engagement and Training","Trainer; Developer","2021-10-06T00:00:00.000","2021-10-06T00:00:00.000"
"L001481112","Using PubMed in Evidence-Based Practice","https://www.nlm.nih.gov/oet/ed/pubmed/pubmed_in_ebp/index.html","Using PubMed in Evidence-Based Practice was created to help clinicians including nurses and allied health professionals develop a clinical question using the PICO framework and efficiently find relevant biomedical literature using PubMed. The tutorial was designed to be completed in less than 30 minutes. This tutorial replaces the NLM PubMed for Nurses tutorial.","false","HTML","Tutorial","30","PubMed; Clinical Medicine; Nursing","National Library of Medicine","User","2021-10-06T00:00:00.000","2021-10-06T00:00:00.000"
"L001941112","Using PubMed to Find Human-Related Studies","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/humans/index.html","This brief tutorial for expert users of PubMed explains how to search for studies indexed as being related to humans, how to separately search non-indexed records, and how to combine these two searches into one string.","false","MP4 Video","Quick Tour","3","MEDLINE; PubMed; Clinical Medicine","Office of Engagement and Training","User","2021-03-02T00:00:00.000","2021-03-02T00:00:00.000"
"L001942112","Using PubMed to Find Human-Related Studies","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_2020_Find_Human-Related_Studies.zip","This brief tutorial for expert users of PubMed explains how to search for studies indexed as being related to humans, how to separately search non-indexed records, and how to combine these two searches into one string.","false","ZIP","SCORM Package","3","MEDLINE; PubMed; Clinical Medicine","Office of Engagement and Training","Developer","2021-03-02T00:00:00.000","2021-03-02T00:00:00.000"
"L00512080","Using RxMix to Retrieve NDCs for an Ingredient: Batch Mode","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/RxMix/RxMix_Retrieve_NDCs_Batch.html","This tutorial expands on the subject of the 'Using RxMix to Retrieve NDCs for an Ingredient: Interactive Mode' tutorial by explaining how the same workflow can be run in the batch mode, where results are downloaded through a web link that RxMix provides via e-mail.","false","MP4 Video","Video Tutorial","4","Drugs and Chemicals; RxNorm; Terminology","UMLS Team, LO/BSD/MMS","User","2021-01-25T00:00:00.000","2016-07-29T00:00:00.000"
"L00511080","Using RxMix to Retrieve NDCs for an Ingredient: Interactive Mode","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/RxMix/RxMix_Retrieve_NDCs-Interactive.html","A video tutorial that describes major interface elements and functionalities of RxMix, and the process of building a multi-step workflow that allows, as an example, to retrieve National Drug Code (NDC) identifiers for a given drug ingredient in the interactive mode.","false","MP4 Video","Video Tutorial","6","Drugs and Chemicals; RxNorm; Terminology","UMLS Team, LO/BSD/MMS","User","2021-01-25T00:00:00.000","2016-07-29T00:00:00.000"
"L00581080","Using SciENcv to Create your NIH Biosketch","https://youtu.be/V3VquWmgcco","NCBI's SciENcv is a platform for maintaining your record of research accomplishment in the form of a CV and automatically generating the NIH BioSketch, required for NIH grant applications. Through this webinar, you will learn how to use SciENcv to maintain your scientific record and generate the new NIH BioSketch.","false","MP4 Video","YouTube Video","32","My NCBI; NIH Manuscript System","Training Team, NCBI","User","2020-06-11T00:00:00.000","2015-07-30T00:00:00.000"
"L002501112","Using Web BLAST Effectively","https://www.nlm.nih.gov/oet/ed/ncbi/2021_10_blast.html","On October 14, 2021, the NCBI Education Team offered a workshop on Using Web BLAST Effectively. Training materials from this event are available on this page.  NCBI’s BLAST is the most widely used bioinformatics tool in the world. It was designed to use a nucleotide or protein sequence to search and quickly find similar sequences in very large databases. While originally designed for studying evolutionary relationships, BLAST is now often used for identification of: the gene name and/or source organism of the sequence, related sequences from other organisms (homologs), as well as the location of a sequence within a larger reference sequence, such as a chromosome or genome.","false","HTML","Webinar Source Page","127","Genetics and Molecular Biology; Bioinformatics; NCBI Workshops","Training Team, NCBI","User","2022-02-18T00:00:00.000","2021-10-14T00:00:00.000"
"L00685080","WISER (Wireless Information System for Emergency Responders) Tutorial Videos","https://wiser.nlm.nih.gov/wiserYouTube.html","The following tutorial videos introduce and demonstrate basic WISER functionality. They include a dive into the information provided by a known substance as well as a demonstration of WISER's protective distance mapping feature.","false","MP4 Video","YouTube Video","15","Disasters and Emergencies; Environmental Health","Specialized Information Services","User","2020-06-12T00:00:00.000","2017-09-25T00:00:00.000"
"L001914112","WISER Known Substance","https://youtu.be/w9HDnxzT3zs","A video that explores how to delve into WISER’s deep set of hazmat/CBRN substance information.  This video from the National Library of Medicine explores how to search known substances with WISER. It explains the sources of information that WISER draws upon, and how the information is displayed. You will see the role-based grouping of information, so the most pertinent information is displayed at the top. Whether you’re looking for PPE information, fire fighting procedures, physical properties of a substance, treatment guidelines, or clean-up and environment information, WISER has the information you need… right at your fingertips!","false","MP4 Video","YouTube Video","7","Disasters and Emergencies; Drugs and Chemicals","National Library of Medicine","User","2020-12-01T00:00:00.000","2017-04-10T00:00:00.000"
"L001913112","WISER Protective Distance","https://youtu.be/WzfZbwsR8xM","An overview video demonstrating WISER’s protective distance mapping function.  This video demonstrates WISER’s protective distance mapping feature, which uses the information you gather from the scene of an accident to walk you through the steps needed to isolate a spill, leak or fire, and determine the appropriate isolation zone. Using the ERG protective distance for a substance, WISER plots protective distances on a map so you can get a clear idea of the initial isolation zone, downwind distance, and full area of concern.","false","MP4 Video","YouTube Video","4","Disasters and Emergencies; Drugs and Chemicals","National Library of Medicine","User","2020-12-01T00:00:00.000","2019-04-10T00:00:00.000"
"L00546080","What do the Dates in MeSH Mean?","https://youtu.be/CBU7FYJ5Hnk","What does the year introduced mean in MeSH? What if there are 2 dates or no date?","false","MP4 Video","YouTube Video","2","Medical Subject Headings (MeSH); PubMed","Network of the National Library of Medicine","User","2020-06-11T00:00:00.000","2016-05-12T00:00:00.000"
"L00629080","What is Bioinformatics Librarianship?","https://www.youtube.com/watch?v=NH6inLNdGgI","A growing number of librarians are filling a special niche in the information world: Serving those who work with genetic and molecular biology information. In this one-hour Webinar, eight of your colleagues as they explain their specialized and uniquely valuable roles at their institution.","false","MP4 Video","YouTube Video","58","Bioinformatics","Network of the National Library of Medicine","User; Trainer","2020-06-11T00:00:00.000","2017-01-17T00:00:00.000"
"L002941112","What is in PubMed?","https://www.youtube.com/watch?v=TBreqy7j7CE","Describes the contents of PubMed and how it gets there, including the selection processes for MEDLINE and PubMed Central journals.","false","MP4 Video","YouTube Video","5","PubMed; PubMed Central","National Library of Medicine","User; Trainer; Developer","2022-03-28T00:00:00.000","2022-03-14T00:00:00.000"
"L001301112","What is in PubMed?","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/whatsin/","Learn what you can find in PubMed, and how it got there.","false","MP4 Video","Quick Tour","3","PubMed","National Library of Medicine","User","2022-03-15T00:00:00.000","2022-03-15T00:00:00.000"
"L001302112","What is in PubMed?","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_WhatIsInPubMed.zip","Learn what is in PubMed and how it got there.","false","ZIP","SCORM Package","3","PubMed","National Library of Medicine","User","2022-07-08T00:00:00.000","2022-03-15T00:00:00.000"
