"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Prismatic Services Inc","20460 Chartwell Center Drive, Suite 1",,"Cornelius","NC","28031-5254",,"Tatia Prieto","954-465-1175",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","20460 Chartwell Center Drive, Suite 1
Cornelius, NC 28031-5254
(35.479366, -80.877065)","Y","1"
"Profile Partners","101 North Haven Street #301",,"Baltimore","MD","21224",,"Joan Michel","443-563-1100",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","101 North Haven Street #301
Baltimore, MD 21224
(39.294244, -76.562909)","Y","1"
"Psychometric Solutions","807 East Baltimore Street Suite BB",,"Baltimore","MD","21202",,"Tameka Payton","443-327-8292",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","807 East Baltimore Street Suite BB
Baltimore, MD 21202
(39.290095, -76.605053)","Y","1"
"Rivet Education","12181 Indigo Drive",,"St. Francisville","VA","70775",,"Annie Morrison","225-240-3360",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","12181 Indigo Drive
St. Francisville, VA 70775
(30.781571, -91.30846)","Y","1"
"Social Contract LLC","112 South French Street",,"Wilmington","DE","19801",,"Ronald Berry","302-632-6028",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","112 South French Street
Wilmington, DE 19801
(39.736707, -75.55154)","Y","1"
"Solution Tree Inc","555 North Morton Street",,"Bloomington","IN","47404",,"Andrea Hulse","800-733-6786 (282)",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","555 North Morton Street
Bloomington, IN 47404
(39.171352, -86.536088)","Y","1"
"SREB (Southern Regional Education Board)","592 Tenth Street NW",,"Atlanta","GA","30318-5776",,"Dale Winkler","404-875-9211",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","592 Tenth Street NW
Atlanta, GA 30318-5776
(33.781549, -84.406872)","Y","1"
"Storyweaving Consulting (Carol Burbank)","500 Pine Road",,"Fort Washington","MD","20744",,"Carol Burbank","301-292-4947",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","500 Pine Road
Fort Washington, MD 20744
(38.70318, -76.999918)","Y","1"
"TenSquare","1101 17th Street NW, Suite 200",,"Washington","DC","20036",,"Katie Herman","202-258-2362",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","1101 17th Street NW, Suite 200
Washington, DC 20036
(38.90395, -77.038512)","Y","1"
"Thought Partners","441 Hope Drive",,"Middletown","DE","19709",,"Jenny Grady","302-593-6382",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","441 Hope Drive
Middletown, DE 19709
(39.533388, -75.665516)","Y","1"
"Tineal  De La Cruz","7001 67th Place Apt 2",,"Glendale","NY","11385",,"Tineal De La Cruz","951-445-9991",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","7001 67th Place Apt 2
Glendale, NY 11385
(40.704701, -73.886858)","Y","1"
"Western Kentucky University Training & Technical Assistance Services","1906 College Heights Blvd #11031",,"Bowling Green","KY","42101-1031",,"James Watkins","270-745-4041",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000",,"Y","1"
"Shine Early Learning","500 Seventh Avenue, 8th Floor",,"New York","NY","10018",,"Ronnell Nathaniel","212-289-2402",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","500 Seventh Avenue, 8th Floor
New York, NY 10018
(40.753144, -73.989053)","Y","1"
"Grassbusters Landscaping Company Inc","935 Rahway Drive",,"Newark","DE","19711",,,,,,"CAPITAL CITY TRAIL PHASE III, SOUTH STATE STREET TO US13","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5593","2023-06-30T00:00:00.000","935 Rahway Drive
Newark, DE 19711
(39.681195, -75.779856)","Y","1"
"Cogent Infotech Corporation","1035 Boyce Road","Suite 108","Pittsburgh","PA","15241","www.cogentinfo.com","Justin Acord","972-200-0109","412-774-1515","justin.acord@cogentinfo.com","Temporary Medical Staffing","Y","N","N","http://mmp.delaware.gov/Contracts/Details/5631","2023-06-30T00:00:00.000","1035 Boyce Road
Pittsburgh, PA 15241
(40.318714, -80.114715)","Y","1"
"Action Unlimited Resources Inc","230 Quigley Boulevard",,"New Castle","DE","19720",,"Aaron Glazar","302-323-1455",,,"Custodial Supplies  #5-22-26","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5640","2023-06-30T00:00:00.000","230 Quigley Boulevard
New Castle, DE 19720
(39.659164, -75.602134)","Y","1"
"Bennie Smith Funeral Home Inc","717 West Division Street",,"Dover","DE","19904","www.benniesmithfuneralhome.com","Bennie Smith","302-678-8747","302-736-6410","HarrisRJH@verizon.net","Indigent Burial and Cremation Services","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/5143","2023-06-30T00:00:00.000","717 West Division Street
Dover, DE 19904
(39.159346, -75.536194)","Y","1"
"Johnson Controls Fire Protection","18 Boulden Circle",,"New Castle","DE","19720",,"Thomas Maloney","000-000-0000",,"thomas.1.maloney@jci.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","18 Boulden Circle
New Castle, DE 19720
(39.687969, -75.570547)","Y","1"
"Mercer Health and Benefits LLC","2325 East Camelback Road Suite 600",,"Phoenix","AZ","85016","www.mercer-government.mercer.com","Frederick Gibison, Jr.","602-522-6525",,"fred.gibison@mercer.com","Delaware Health Care Spending and Quality Benchmarks","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5193","2023-06-30T00:00:00.000","2325 East Camelback Road Suite 600
Phoenix, AZ 85016
(33.509246, -112.03187)","Y","1"
"Language Testing International","580 White Plains Road Suite 660",,"Tarrytown","NY","10591",,"Jennifer Dobberfuhl Quinlan, PHD","914-207-2051 (170)",,"jquinlan@languagetesting.com","World Language Proficiency Assessments for DE Dual Language Immersion Learners","Y","N","N","http://mmp.delaware.gov/Contracts/Details/5207","2023-06-30T00:00:00.000","580 White Plains Road Suite 660
Tarrytown, NY 10591
(41.062592, -73.83792)","Y","1"
"Virage Simulation","85 Montpellier Boulevard",,"Montreal, Canada H4n 2G3","NA","00000",,"Danny Grenier","877-456-1556 (103)",,"danny.grenier@viragesimulation.com","School Bus Training Simulator","N","N","N","http://mmp.delaware.gov/Contracts/Details/5189","2023-06-30T00:00:00.000",,"Y","1"
"Home Care Advantage Inc dba HCA Staffing","1179 South 6th Street",,"Indiana","PA","15701","www.hcastaffing.com","Larry Manners","724-465-5863","724-465-5865","l.manners@hcastaffing.com","Temporary Medical Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/5631","2023-06-30T00:00:00.000","1179 South 6th Street
Indiana, PA 15701
(40.600075, -79.146843)","Y","1"
"RC Holloway Co LP","222 Mill Street",,"Salisbury","MD","21801",,"Ronald C Holloway Jr","410-546-9111","410-543-9331","rchparts@rcholloway.com","Auto Parts and Batteries","N","N","N","http://mmp.delaware.gov/Contracts/Details/5","2023-06-30T00:00:00.000","222 Mill Street
Salisbury, MD 21801
(38.367457, -75.602735)","Y","1"
"Parent Information Center of Delaware","6 Larch Avenue Suite 404",,"Wilmington","DE","19804","picofdel.org","Meedra Surratte","302-999-7394",,"msurratte@picofde.org","Delaware Public Education Ombudsperson Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5310","2023-06-30T00:00:00.000","6 Larch Avenue Suite 404
Wilmington, DE 19804
(39.715205, -75.602384)","Y","1"
"Consumer Wellness Solutions","11000 Optum Circle",,"Eden Prairie","MN","55344","optum.com","Jeni Klein","206-876-2251",,"jeni.klein@optum.com","Delaware Quitline and Related Tobacco Cessation Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5227","2023-06-30T00:00:00.000","11000 Optum Circle
Eden Prairie, MN 55344
(44.8907, -93.416835)","Y","1"
"Buck Simper Architect & Associates Inc","715 North Orange Street",,"Wilmington","DE","19801",,"Buck Simpers","302-658-9300","302-658-1125","bsimpers@simpers.com","DHSS - Statewide Minor Capital Improvements/Deferred Maintenance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5226","2023-06-30T00:00:00.000","715 North Orange Street
Wilmington, DE 19801
(39.743269, -75.550983)","Y","1"
"Tetra Tech Inc","240 Continental Drive","Suite 200","Newark","DE","19713","https://www.tetratech.com","Caitlin Kelly","215-605-4748",,"caitlin.kelly@tetratech.com","Office of Management and Budget ? Statewide Project Technical Assistance Svcs","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4180","2023-06-30T00:00:00.000","240 Continental Drive
Newark, DE 19713
(39.686284, -75.660651)","Y","1"
"Tetra Tech Inc","240 Continental Drive","Suite 200","Newark","DE","19713","https://www.tetratech.com","Tracy Horan","302-738-7551","302-454-5980","caitlin.kelly@tetratech.com","DEARNG ? Statewide Minor Capital Improvements Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4985","2023-06-30T00:00:00.000","240 Continental Drive
Newark, DE 19713
(39.686284, -75.660651)","Y","1"
"Davis, Bowen & Friedel Inc","1 Park Avenue",,"Milford","DE","19963","https://dbfinc.com/","Michael Wheedleton","302-424-1441","302-424-0430","mwh@dbfinc.com","DEARNG ? Statewide Minor Capital Improvements Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4985","2023-06-30T00:00:00.000","1 Park Avenue
Milford, DE 19963
(38.913607, -75.428304)","Y","1"
"Davis, Bowen & Friedel Inc","1 Park Avenue",,"Milford","DE","19963","https://dbfinc.com/","Michael Wheedleton","302-424-1441","302-424-0430","mwh@dbfinc.com","DSCYF/DSHS/Administrative Office of the Courts-MCI Deferred Maintenance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5118","2023-06-30T00:00:00.000","1 Park Avenue
Milford, DE 19963
(38.913607, -75.428304)","Y","1"
"Davis, Bowen & Friedel Inc","1 Park Avenue",,"Milford","DE","19963","https://dbfinc.com/","Michael E. Wheedleton","302-424-1441","302-424-0430","mwh@dbfinc.com","DHSS - Statewide Minor Capital Improvements/Deferred Maintenance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5226","2023-06-30T00:00:00.000","1 Park Avenue
Milford, DE 19963
(38.913607, -75.428304)","Y","1"
"Sandra Syglowski","Redacted",,"Smyrna","DE","19977",,"Sandra Syglowski",,,,"Project DelAWARE Behavioral Health Project Co-Coordinator","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4662","2023-06-30T00:00:00.000",,"Y","1"
"ADVOCATE OF HEALING","Redacted",,"Camden","DE","19934",,"Sonia Songui",,,,"Project DelAWARE Care Coordinators (3 Coordinators) - CYF19-03","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4663","2023-06-30T00:00:00.000",,"Y","1"
"ANXIETY TREATMENT SERVICES OF DELMARVA","1500 Savannah Road",,"Lewes","DE","19958",,"Catherine Rose",,,,"Project DelAWARE (3) Licensed Mental Health Professionals CYF19-04","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4664","2023-06-30T00:00:00.000","1500 Savannah Road
Lewes, DE 19958
(38.756551, -75.158121)","Y","1"
"CENTER FOR CHILD DEVELOPMENT","260 Chapman Road, Suite 100B",,"Newark","DE","19702",,"Lisa Savage","302-292-1334",,,"Project DelAWARE (3) Licensed Mental Health Professionals CYF19-04","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4664","2023-06-30T00:00:00.000","260 Chapman Road, Suite 100B
Newark, DE 19702
(39.668077, -75.673683)","Y","1"
"JESSICA SPENCE-WEIKLE","Redacted",,"Bear","DE","19701",,"JESSICA SPENCE-WEIKLE",,,,"Project DelAWARE (3) Licensed Mental Health Professionals CYF19-04","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4664","2023-06-30T00:00:00.000",,"Y","1"
"Children & Families First Delaware, Inc.","809 WASHINGTON STREET",,"Wilmington","DE","19801",,"Leslie Newman","302-658-5177",,,"Project DelAWARE CBITS and Functional Family Therapy Provider - CYF19-05","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4665","2023-06-30T00:00:00.000","809 WASHINGTON STREET
Wilmington, DE 19801
(39.74551, -75.552925)","Y","1"
"WestEd","730 Harrison Street",,"San Francisco","CA","94107",,"Terrence Hofer","415-565-3000",,"jfolsom@wested.org","Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","730 Harrison Street
San Francisco, CA 94107
(37.781886, -122.398242)","Y","1"
"Waste Management of Delaware, Inc.","300 Harvey Drive",,"Wilmington","DE","19804","https://www.wm.com","Paul Beane","302-420-0142","302-994-0784","pbeane@wm.com","Single Stream Recycling and Solid Waste Removal","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4030","2023-06-30T00:00:00.000","300 Harvey Drive
Wilmington, DE 19804
(39.713076, -75.59594)","Y","1"
"Tilson & Diaz Solutions, Inc.","7533 Carroll Ave.",,"Tacoma Park","MD","20912",,"George Tilson","240-498-1956",,"georgetilsonjr@gmail.com","Secondary Transition","N","N","N","http://mmp.delaware.gov/Contracts/Details/4351","2023-06-30T00:00:00.000","7533 Carroll Ave.
Tacoma Park, MD 20912
(38.982613, -77.000889)","Y","1"
"Malvern Glass Inc","2 Lee Boulevard",,"Malvern","PA","19355",,"Karen Province","610-644-6350 (202)","610-644-8342","karen@mavlerngass.com","Crystal Run Elementary School - Bid Package B","N","N","N","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","2 Lee Boulevard
Malvern, PA 19355
(40.064015, -75.560008)","Y","1"
"Steel Suppliers Erectors, Inc.","701 East Front Street",,"Wilmington","DE","19801",,"Mike Bloom","302-654-5243","302-655-4689","mbloom@steelsupplierserectors.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","701 East Front Street
Wilmington, DE 19801
(39.734886, -75.545204)","Y","1"
"T Frank McCalls Inc","601 Madison Street",,"Chester","PA","19013",,"Andrew S. Parker","610-876-9245",,"andy@tfrankmccalls.com","Custodial Supplies  #5-22-26","N","N","N","http://mmp.delaware.gov/Contracts/Details/5640","2023-06-30T00:00:00.000","601 Madison Street
Chester, PA 19013
(39.851369, -75.357322)","Y","1"
"ComPsych Corporation","NBC Tower","455 N. Cityfront Plaza Drive","Chicago","IL","60611","www.compsych.com","Laurene Eheman","302-760-7060",,"Laurene.eheman@delaware.gov","Employee Assistance Program - Request for Proposals","N","N","N","http://mmp.delaware.gov/Contracts/Details/4611","2023-06-30T00:00:00.000",,"Y","1"
"ALS Group USA Corp","301 Fulling Mill Road",,"Middletown","PA","17057","www.alsglobal.com","Ray Martrano","717-944-5541","717-944-1430","ray.martrano@alsglobal.com","Specialty Lab Services - Request for Proposal for Professional Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3461","2023-06-30T00:00:00.000","301 Fulling Mill Road
Middletown, PA 17057
(40.229834, -76.745025)","Y","1"
"TestAmerica Laboratories","777 New Durham Road",,"Edison","NJ","08817","www.testamericainc.com 	www.eurofinsus.com/environment-testing.com","Jules Thiessen","856-334-1030",,"jules.thiessen@eurofinset.com","Specialty Lab Services - Request for Proposal for Professional Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3461","2023-06-30T00:00:00.000","777 New Durham Road
Edison, NJ 08817
(40.540757, -74.386079)","Y","1"
"inLumon (Eduloka)","9645 Gateway Drive","Suite A","Reno","NV","89521",,"Kavitharaj Basavaraj","775-240-6318",,"kavitha@inLumon.com","Early Childhood Program Quality & Professional Registry Data System","N","N","N","http://mmp.delaware.gov/Contracts/Details/1771","2023-06-30T00:00:00.000","9645 Gateway Drive
Reno, NV 89521
(39.443065, -119.763097)","Y","1"
"New World Now","5307 S. 92nd Street","Suite 100","Hales Corners","WI","53130",,"Mr. Dale Voss","414-635-2001",,"dale.voss@newworldnow.com","Early Childhood Program Quality & Professional Registry Data System","N","N","N","http://mmp.delaware.gov/Contracts/Details/1771","2023-06-30T00:00:00.000","5307 S. 92nd Street
Hales Corners, WI 53130
(42.947545, -88.028284)","Y","1"
"Ten Bears Environmental","1080 South Chapel Street, Suite 200",,"Newark","DE","19702",,"R. Clayton Greer, P.E.","302-731-8633","302-731-8655",,"Environmental Real Property Assessment and Environmental Laboratory Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4983","2023-06-30T00:00:00.000","1080 South Chapel Street, Suite 200
Newark, DE 19702
(39.64382, -75.730496)","Y","1"
"Transforming Lives Inc","364 East Main Street Suite 1405",,"Middletown","DE","19709",,"Malik Muhammad","302-379-1043",,"mmuhammad@tliservices.org","Therapeutic Classroom & Support Services, grades 1-5 & 6-8","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5669","2023-06-30T00:00:00.000","364 East Main Street Suite 1405
Middletown, DE 19709
(39.450315, -75.704261)","Y","1"
"Old World Tileworks Inc","PO Box 15055",,"Newark","DE","19711",,"Daniel DiFrancesco","302-407-5552","302-384-8405","dan@oldworldtileworks.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000",,"Y","1"
"Flooring Solutions Inc","500 A Street",,"Wilmington","DE","19801",,"Ray Woodruff","302-655-8001 (224)",,"rwoodruff@flooringsolutions.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","500 A Street
Wilmington, DE 19801
(39.732911, -75.549618)","Y","1"
