"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"6491","Millville by the Sea - Village 7","ASF MBTS, LLC","NW corner of Endless Summer Dr. & Substation Road","2021-06-23T13:38:00.000","Residential","Sussex Conservation District","Closed","38.538806","-75.128960","7.06","Sussex","(38.538806, -75.12896)"
"1111","Fox Hollow","Topsail Enterprises, Inc","1280 ft south of Millchop Lane (County Road 368) on Peachtree Run","2004-04-02T00:00:00.000","Residential","Kent Conservation District","Closed","39.063056","-75.534444","23.40","Kent","(39.063056, -75.534444)"
"2100","Greene Hill Farm Estates","Benchmark Builders","BRENFORD ROAD","2006-07-24T00:00:00.000","Residential","Kent Conservation District","Active","39.243889","-75.622778","127.50",,"(39.243889, -75.622778)"
"3492","Delaware Hospice","Delaware Hospice","273 Polly Drummond Hill Road","2010-07-19T00:00:00.000","Commercial","New Castle County Department of Land Use","Active","39.718611","-75.713333","11.10",,"(39.718611, -75.713333)"
"3570","APPOQUINIMIK SCHOOL DISTRICT ODESSA CAMPUS","Appoquinimink School District","WEST SIDE OF OLD STATE ROAD S OF TAYLOR BRIDGE RD","2010-11-15T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Closed","39.438333","-75.651389","145.00","New Castle","(39.438333, -75.651389)"
"4785","COASTAL CLUB LAND BAY 5","COASTAL CLUB LLC","E SIDE OF BEAVER DAM RD 3700 FT SW OF JIMTOWN RD","2015-01-22T00:00:00.000","Residential","Sussex Conservation District","Active","38.724900","-75.191000","24.30",,"(38.7249, -75.191)"
"5487","SWARTZENTRUBER POULTRY FARM COMPLEX","SWARTZENTRUBER, MATTHEW","9065 CLOVER MEADOW LANE","2017-05-16T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.815852","-75.599712","18.30",,"(38.815852, -75.599712)"
"0978","Robinson Run","Robinson Investments LLC","Fieldsboro Road","2003-11-24T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.419444","-75.649444","42.80",,"(39.419444, -75.649444)"
"2988","Seaford Walk-In Clinic","Anyo Properties","East side of Route 13 North","2008-10-08T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.645600","-75.593300","0.60","Sussex","(38.6456, -75.5933)"
"1414","Lakeshore Development - Callaway Avenue","Seipp, C Stephen","SW Intersection of US Rt 13 and SCR 46","2004-12-15T00:00:00.000","Residential","Sussex Conservation District","Closed","38.679167","-75.595833","1.50","Sussex","(38.679167, -75.595833)"
"0134","Mt. Zion UAME Church","Mt Zion UAME Church","New London Road at Cleveland Ave.","2002-01-03T00:00:00.000","Other","City Of Newark","Closed","39.686389","-75.758889","1.45","New Castle","(39.686389, -75.758889)"
"3453","Bunker Hill Campus - Misc. Site Improvements","Appoquinimink School District","1070/1080 Bunker Hill Rd","2010-05-19T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.451944","-75.748333","8.00","New Castle","(39.451944, -75.748333)"
"6633","JPMC Parking Gargae","JPMorgan Chase Bank, N.A.","117 East Second Street","2022-02-03T07:54:00.000","Commercial","Wilmington (City of) Licensing & Inspections","Active","39.738171","-75.550754","1.40","New Castle","(39.738171, -75.550754)"
"4988","TWIN PONDS RESERVE","MANGO HOMES, LLC.","KIRKWOOD ST GEORGES ROAD","2015-10-22T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.565000","-75.694167","4.00",,"(39.565, -75.694167)"
"4315","BRANDYWINE SCHOOL DISTRICT TRANSPORTATION CENTER","BRANDYWINE SCHOOL DISTRICT","1409 EASTLAWN AVENUE","2013-07-08T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.750556","-75.520000","0.70",,"(39.750556, -75.52)"
"2934","St. Michaels Church Addition","St Michaels Orthodox Church","2300 W. Huntington Drive (Kirkwood hwy & w. huntington Dr.)","2008-08-13T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.716389","-75.670833","1.30","New Castle","(39.716389, -75.670833)"
"3322","Renovations to Seaford Apartments","Seaford Family LP","1200 Tull Drive","2009-11-25T00:00:00.000","Residential","Sussex Conservation District","Closed","38.647800","-75.634900","0.67","Sussex","(38.6478, -75.6349)"
"3457","Summit Aviation","Summit Aviation Inc","Middletown","2010-05-26T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.520833","-75.720833","31.20","New Castle","(39.520833, -75.720833)"
"1764","Seaford Comfort Suites","Patel, Manish","Rt 13 Stein Highway","2005-10-03T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.656111","-75.593611","2.70","Sussex","(38.656111, -75.593611)"
"4207","PAPER MILL ROAD SIDEWALK IMPROVEMENTS-T200920002","DELAWARE DEPT OF TRANSPORTATION","PAPER MILL ROAD","2013-03-12T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.743889","-75.721667","2.10","New Castle","(39.743889, -75.721667)"
"3546","Old Shellpot Interceptor Accessway","New Castle County Dept of Special Serivices","Shipley Road and side streets along Shellpot Creek","2010-09-29T00:00:00.000","County","New Castle County Department of Land Use","Closed","39.791667","-75.519722","11.50","New Castle","(39.791667, -75.519722)"
"3716","BR 1-404 ON N427","Delaware Department of Transportation","CEDAR LANE ROAD","2011-05-11T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.463056","-75.716667","0.40","New Castle","(39.463056, -75.716667)"
"4924","OLD LANCASTER PIKE PEDESTRIAN BRIDGES","DEPARTMENT OF TRANSPORATION","OLD LANCASTER PIKE","2015-07-16T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.789167","-75.699722","0.10","New Castle","(39.789167, -75.699722)"
"0475","The Refuge at Dirickson Creek","Bunting Gray","Route 54 (Lighthouse Road)","2002-10-28T00:00:00.000","Residential","Sussex Conservation District","Closed","38.479167","-75.104167","130.70",,"(38.479167, -75.104167)"
"4263","ICS RAIL SIDING","PORT PROPERTIES LLC","OFF NEW YORK AVENUE","2013-05-15T00:00:00.000","Industrial","DE DNREC - Watershed Stewardship","Closed","39.725000","-75.540556","1.80","New Castle","(39.725, -75.540556)"
"5027","DEEP BRANCH WOODS SUBDIVISION","DEEP BRANCH CREEK, LLC.","INTERSECTION OF UNION RT5 AND DRAPER STREET","2015-11-19T00:00:00.000","Residential","Sussex Conservation District","Active","38.116760","-75.307984","10.05",,"(38.11676, -75.307984)"
"6148","BAKER FARM PROJECT","BF Middletown-2017, LLC","664 SHALLCROSS LAKE ROAD","2020-02-10T15:30:00.000","Comm/Residential","New Castle County Department of Land Use","Active","39.499856","-75.658613","65.30","New Castle","(39.499856, -75.658613)"
"3003","University of Delaware Tubby Raymond Field","University of Delaware","University of Delaware Athletic Complex - Delaware Stadium","2008-10-21T00:00:00.000","Other","City Of Newark","Closed","39.661667","-75.748889","2.00","New Castle","(39.661667, -75.748889)"
"1588","Modern Maturity Center","Modern Maturity Center","1121 Forrest Ave.","2005-04-29T00:00:00.000","Commercial","Kent Conservation District","Closed","39.160278","-75.544444","1.30","Kent","(39.160278, -75.544444)"
"4311","RUTKOSKE BROS. INC BLDG A&B",,"819 MIDDLETOWN WARWICK ROAD","2013-07-01T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.444315","-75.745363","1.00",,"(39.444315, -75.745363)"
"3520","RITTENHOUSE STATION","Barigilio Corporation","250 ELKTON ROAD","2010-08-27T00:00:00.000","Commercial","City Of Newark","Closed","39.677222","-75.765278","5.10",,"(39.677222, -75.765278)"
"6332","MINOR RESUBDIVISION SUNSET MEADOWS II","NOBLE HOMES, LLC","1904 MCCOY ROAD","2020-11-24T15:26:00.000","Residential","New Castle County Department of Land Use","Active","39.577331","-75.663654","3.80","New Castle","(39.577331, -75.663654)"
"3084","US 40 Bear-Glasgow Bus Stop Imrprovements","Delaware Department of Transportation","US 40","2009-01-22T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.617500","-75.696389","0.20","New Castle","(39.6175, -75.696389)"
"3899","GENERAL'S GREEN PHASE 1","RIVERVIEW ASSOCIATES LLC","RTE 113 TO THE EAST","2012-01-10T00:00:00.000","Residential","Sussex Conservation District","Closed","38.546389","-75.255278","14.90","Sussex","(38.546389, -75.255278)"
"5924","WESTOWN APARTMENTS","ST JEANCAP LLC","731 HEDGELAWN WAY","2019-01-10T00:00:00.000","Residential","Middletown (Town Of)","Active","39.441667","-75.737500","20.90",,"(39.441667, -75.7375)"
"5081","ELLIOTT EVANS TAX DITCH MAINTENANCE DIPOUT","ELLIOTT EVANS TAX DITCH","MAIN CHANNEL","2016-01-28T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.475600","-75.518700","7.64","Sussex","(38.4756, -75.5187)"
"6053","Energy Lane Training Facility","Chesapeake Utilities","500 Energy Lane","2019-08-26T15:02:00.000","Utility","Kent Conservation District","Active","39.150000","-75.497000","2.30","Kent","(39.15, -75.497)"
"6571","Heritage Village-Harper outfall RCD project","Sussex Conservation District","Park Ave","2021-11-02T09:08:00.000","State","Sussex Conservation District","Closed","38.660608","-75.628295","1.50","Sussex","(38.660608, -75.628295)"
"6018","HICKORY RIDGE HOTEL","LIBORIO 3, LLC","S. DUPONT BLVD.","2019-06-25T08:53:00.000","State","Kent Conservation District","Active","39.246900","-75.588600","9.38","Kent","(39.2469, -75.5886)"
"0508","Property of John M. Swartzentruber, Jr.","Swartzentruber Jr, John M","East Side US Rte 113, West side Walnut Street.","2002-12-10T00:00:00.000","Commercial","Kent Conservation District","Closed","38.925000","-75.425000","0.70","Kent","(38.925, -75.425)"
"0972","Stonefield","Eastern States Group","Old State Road at Chestnut Lane","2003-11-19T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.370000","-75.680000","120.00","New Castle","(39.37, -75.68)"
"1724","Tunnell Cancer Center","Rehoboth Medical Development","De Route 24 approx 1 mile west of Route 1","2005-09-04T00:00:00.000","Other","Sussex Conservation District","Closed","38.725556","-75.139167","1.00","Sussex","(38.725556, -75.139167)"
"4722","MIREY BRANCH TAX DITCH MAINTENANCE DIPOUT","MIREY BRANCH TAX DITCH","MAIN, PRONGS 1, 2, 3, AND 4","2014-10-20T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.591100","-75.538600","37.73","Sussex","(38.5911, -75.5386)"
"6309","Mulberry Knoll Pump Station & Force Main - Sussex County Project S20-14","Sussex County Council","Mulberry Knoll Road","2020-10-21T13:31:00.000","County","Sussex Conservation District","Active","38.704847","-75.147272","2.62","Sussex","(38.704847, -75.147272)"
"5793","HIGHLAND ACRES TAX DITCH MAINTENANCE DIPOUT","HIGHLAND ACRES TAX DITCH","PRONG B- TAX DITCH STATION 15+35 TO 32+75","2018-08-02T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.774196","-75.155376","1.58",,"(38.774196, -75.155376)"
"3144","Lighthouse Farm","Elkins, Helen M","Northwest of Port Penn Road & Dutch Neck Road","2009-03-30T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.526389","-75.637778","108.30",,"(39.526389, -75.637778)"
"6533","Rehoboth Beach Country Club - Tennis Facility Improvements","Rehoboth Beach Country Club, Inc.","45 Tennis Lane","2021-09-13T08:43:00.000","Other","Sussex Conservation District","Active","38.698606","-75.113997","3.10","Sussex","(38.698606, -75.113997)"
"3122","Record Minor Re-Subdivision Plan","Hares Corner Plaza LLC","130 S. Dupont Highway","2009-02-24T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.661111","-75.606944","1.40","New Castle","(39.661111, -75.606944)"
"6618","1225 E. 8th Street","Peninsula Ventures VIII LLC","1225 E. 8th Street","2022-01-21T08:46:00.000","Commercial","Wilmington (City of) Licensing & Inspections","Active","39.739396","-75.531909","2.10","New Castle","(39.739396, -75.531909)"
"0044","Carter Road Professional Complex","Deakyne, David R","South Side of Carter Road Approximately 300' East of SR300","2001-10-04T00:00:00.000","Commercial","Kent Conservation District","Closed","39.291667","-75.620833","5.30","Kent","(39.291667, -75.620833)"
"2266","Parcel 7C","TWIN SPANS BUSINESS PARK LLC","200 Anchormill Road","2006-12-01T00:00:00.000","Industrial","New Castle Conservation District","Active","39.672778","-75.558889","4.60",,"(39.672778, -75.558889)"
"0553","Century 21 - Tom Livizos","Trifon Livizos","Kirkwood Highway & Old Possum Park Road","2003-01-23T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.683333","-75.716667","0.70","New Castle","(39.683333, -75.716667)"
"4507","LAUREL TRANSITE WATER MAIN IMPROVEMENTS","TOWN OF LAUREL","TOWN OF LAUREL - VARIOUS STREET","2014-02-03T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.555540","-75.578063","2.47","Sussex","(38.55554, -75.578063)"
"5460","CONSTRUCTION STAGING AREA AT ANSRWRF","ARTESIAN WASTEWATER MANAGEMENT, INC.","ISAACS ROAD RT 30 NORTH OF BROADKILL ROAD RT 16","2017-04-18T00:00:00.000","Utility","Sussex Conservation District","Active","38.799722","-75.341389","3.00",,"(38.799722, -75.341389)"
"0149","Indian River/Masseyss Ditch Maintenance Dredging Project","Delaware DNREC - Soil & Water Division","East end of State Road23","2002-01-16T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.627778","-75.101944","3.50","Sussex","(38.627778, -75.101944)"
"6154","Boxwood Addition","Rommar LLC","25 North Avenue","2020-02-18T12:55:00.000","Residential","New Castle County Department of Land Use","Active","39.726499","-75.601729","1.45","New Castle","(39.726499, -75.601729)"
"5887","BUNTING TAX DITCH MAINTENANCE DIPOUT","BUNTING TAX DITCH","NORTH OF LINE ROAD","2018-11-13T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.451298","-75.134036","92.80",,"(38.451298, -75.134036)"
"6279","Edge Moor Site II Ash Landfill Transmission Tower Replacement","Delmarva Power and Light","Hay Road","2020-09-11T09:28:00.000","Utility","DE DNREC - Watershed Stewardship","Active","39.740122","-75.515330","1.90","New Castle","(39.740122, -75.51533)"
"1394","Bridge I-609D on Ninth Street over CSX Wilmington","Delaware Department of Transportation","Bridge I-609D on Ninth Street over CSX Wilmington","2004-11-22T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.754167","-75.570833","0.20","New Castle","(39.754167, -75.570833)"
"3860","DELAWARE ARTHRITIS","ARTHRITIS AND HOLISTIC CENTER OF SOUTHERN DELAWARE LLC","INTERSECTION OF PLANTATIONS ROAD AND SHADY ROAD","2011-12-05T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.744300","-75.170300","0.85","Sussex","(38.7443, -75.1703)"
"3797","FED EX GROUND TRUCK TRAILER PARKING ADDITION","VORTEX ENGINEERING & ARCHITECTURE","161 VENTURE DRIVE","2011-09-08T00:00:00.000","Industrial",,"Closed","38.657227","-75.611931","0.20","Sussex","(38.657227, -75.611931)"
"4267","BR2-195A ON WEST RAILROAD AVENUE -T201107201","DELAWARE DEPT OF TRANSPORTATION","WYOMING MILL ROAD","2013-05-15T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.123333","-75.555556","0.60","Kent","(39.123333, -75.555556)"
"3208","Bethany Bay - Section 1.3","Linder and Co Inc","Pettinaro Drive, N.W. of Pinehurst Court","2009-06-18T00:00:00.000","Residential","Sussex Conservation District","Closed","38.575000","-75.108333","6.00","Sussex","(38.575, -75.108333)"
"0967","Millville Town Center","MOR Acquisition LLC","Intersection of Atlantic Avenue and Cedar Drive","2003-11-18T00:00:00.000","Residential","Sussex Conservation District","Closed","38.550000","-75.108333","28.10","Sussex","(38.55, -75.108333)"
"4054","POLICE AND FIRE ROD & GUN CLUB APARTMENT","POLICE AND FIRE ROD & GUN CLUB","100 LINSTONE AVENUE","2012-08-24T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.750000","-75.541667","0.23","New Castle","(39.75, -75.541667)"
"5625","DEL ONE FEDERAL CREDIT UNION PARKING ADDITION","DELAWARE FEDERAL CREDIT UNION","ENTERPRISE BUSINESS PARK","2017-11-29T00:00:00.000","Commercial","Kent Conservation District","Closed","39.152300","-75.545300","0.20","Kent","(39.1523, -75.5453)"
"1128","Outten LLC","Outten LLC","Grantham Lane off private street to south","2004-04-19T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.648333","-75.601111","1.07","New Castle","(39.648333, -75.601111)"
"1707","Champions Club","Champions Club Homes LP","Plaindealing Road & East of West B (n/s)","2005-08-15T00:00:00.000","Residential","Kent Conservation District","Active","39.087500","-75.480000","105.10",,"(39.0875, -75.48)"
