"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2019","12","2019-09-19T00:00:00.000","608671","TOWN EAST POOL","6080","OTHER PERSONAL SERVICES","100","GENERAL","CLAUDIA JACKSON","891.75","286270","CLEARED",,"Sept042019","60","PERSONAL SERVICES","PRINT","2131",
"2017","5","2017-02-23T00:00:00.000","410531","WATER PRODUCTION","6214","POSTAGE","4000","WATER SEWER OPERATING","UNITED PARCEL SERVICE","3.65","161915","CLEARED",,"86A89R067","62","CONTRACTUAL SERVICES","EFT","4930",
"2018","9","2018-07-03T00:00:00.000","251000","HEALTH CLINIC","6215","PRINTING AND BINDING SERVICES","100","GENERAL","ENCON SYSTEMS, INC","22.22","226773","CLEARED",,"76309","62","CONTRACTUAL SERVICES","PRINT","1152",
"2019","6","2019-03-12T00:00:00.000","501000","LIBRARY NORTH BRANCH","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","1726.7","261303","CLEARED",,"27296053-4","62","CONTRACTUAL SERVICES","PRINT","6276",
"2017","5","2017-02-09T00:00:00.000","20327021","2017 C.O. CAP PROJ POLICE","8930","MINOR CAPITAL OUTLAY","2032","2017 C.O. CAPITAL PROJECTS","BLUELINE SERVICES SYSTEMS GROUP, LP","558064.2","160635","CLEARED",,"BSS-22889","63","CAPITAL OUTLAY-MINOR","PRINT","8073",
"2016","7","2016-04-05T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","122.2","124433","CLEARED",,"071295",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2019","8","2019-05-09T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","LA TERRA STUDIO, INC","11475","268819","CLEARED",,"2651","62","CONTRACTUAL SERVICES","PRINT","6790",
"2019","11","2019-08-20T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","277.28","282734","CLEARED",,"4044-382105",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2017","9","2017-06-13T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","9.49","178023","CLEARED",,"64038","62","CONTRACTUAL SERVICES","PRINT","2665",
"2017","11","2017-08-22T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6214","POSTAGE","6000","GROUP MEDICAL INSURANCE","UNITED PARCEL SERVICE","5.38","187347","CLEARED",,"86A89R337","62","CONTRACTUAL SERVICES","EFT","4930",
"2021","4","2021-01-21T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","128.38","348702","CLEARED",,"017453485","61","SUPPLIES","EFT","9245",
"2018","11","2018-08-28T00:00:00.000","217350","STATE POLICE CONFISCATED TRUST","6244","TRAVEL AND TRAINING","240","CONFISCATED DRUG-STATE","EMPLOYEE EXPENSE","402.38","235993","CLEARED",,"235993","62","CONTRACTUAL SERVICES","PRINT","999998",
"2016","11","2016-08-09T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","WEAVER SPRING & BRAKE INC","486.7","139151","CLEARED",,"145324","61","SUPPLIES","PRINT","5110",
"2021","2","2020-11-24T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","AND, INC.","2340","340345","CLEARED",,"180703J","62","CONTRACTUAL SERVICES","PRINT","8996",
"2017","10","2017-07-18T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTONATION FORT WORTH MOTORS","89.6","182482","CLEARED",,"4804167","61","SUPPLIES","PRINT","4641",
"2017","8","2017-05-23T00:00:00.000","111000","ECONOMIC DEVELOPMENT","6244","TRAVEL AND TRAINING","100","GENERAL","AMERICAN EXPRESS TRAVEL RELATED SERVICES","610","174017","CLEARED",,"CK04292017AMEX","62","CONTRACTUAL SERVICES","PRINT","1469",
"2020","11","2020-08-06T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TOM LOFTUS","184.24","327918","CLEARED",,"989132",,"BALANCE SHEET ACCOUNT","EFT","3180",
"2017","11","2017-09-12T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","ADVANCE STORES CO., INC.","34.45","189086","CLEARED",,"14865-139283",,"BALANCE SHEET ACCOUNT","PRINT","8417",
"2018","11","2018-09-06T00:00:00.000","17801011","CAPITAL REPLACE-CONVENTN CNTR","8920","CONTRACTUAL SERVICES","1780","CAPITAL REPLACE-CONVENTN CNTR","ATRIUM HOTELS, LP","10062.5","236113","CLEARED",,"13354","62","CONTRACTUAL SERVICES","PRINT","5738",
"2016","11","2016-08-16T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6120","AMBULANCE SUPPLIES","100","GENERAL","MIDWEST MEDICAL SUPPLY COMPANY LLC","194.22","139753","CLEARED",,"6300954","61","SUPPLIES","PRINT","2969",
"2021","12","2021-09-16T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","83.99","380367","CLEARED",,"019236321","61","SUPPLIES","EFT","9245",
"2016","8","2016-05-31T00:00:00.000","605624","EVANS COMMUNITY CENTER","6080","OTHER PERSONAL SERVICES","100","GENERAL","RICARDO YIP","577.5","130385","CLEARED",,"May","60","PERSONAL SERVICES","PRINT","6279",
"2021","9","2021-07-01T00:00:00.000","5003","DRAINAGE UTILITY CASH PROJECTS","2020","RETAINAGE PAYABLE","5003","DRAIN UTILITY DIST CASH PROJ","REBCON, INC.","850","368034","CLEARED",,"RT368034",,"BALANCE SHEET ACCOUNT","EFT","1614",
"2018","6","2018-04-03T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","0.77","216761","CLEARED",,"40057779","62","CONTRACTUAL SERVICES","PRINT","5700",
"2018","12","2018-09-18T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","11.22","238475","CLEARED",,"64019-2","62","CONTRACTUAL SERVICES","PRINT","2665",
"2016","1","2015-10-29T00:00:00.000","100","GENERAL","2037","A/P MISC BILLING SYSTEM","100","GENERAL","MISC VENDOR","26","102437","CLEARED",,"26-6793",,"BALANCE SHEET ACCOUNT","STALE DATED","999996",
"2017","8","2017-05-16T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","DDAGG, INC.","484.5","174220","CLEARED",,"1016-4","62","CONTRACTUAL SERVICES","PRINT","3943",
"2021","6","2021-03-09T00:00:00.000","146000","SELF INSURANCE GEN LIABILITY","6208","LEGAL SERVICES/COURT COSTS","6050","GENERAL LIABILITY INSURANCE","SAUNDERS & WALSH PLLC","280.51","354168","CLEARED",,"98006","62","CONTRACTUAL SERVICES","PRINT","9794",
"2018","11","2018-08-21T00:00:00.000","217351","FED POLICE CONFISCATED TRUST","6244","TRAVEL AND TRAINING","241","CONFISCATED DRUG-FEDERAL","DALLAS COMMUNITY COLLEGES","155","233047","CLEARED",,"3337910","62","CONTRACTUAL SERVICES","PRINT","810",
"2019","9","2019-06-04T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","272726","CLEARED",,"8283784997","61","SUPPLIES","EFT","4917",
"2018","2","2017-11-16T00:00:00.000","605625","SCOTT DUNFORD COMM CENTER","6239","POOL/PERSONAL CAR USAGE","100","GENERAL","EMPLOYEE EXPENSE","66.03","198617","CLEARED",,"198617","62","CONTRACTUAL SERVICES","PRINT","999998",
"2021","4","2021-01-14T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","OGBURNS TRUCK PARTS","995.85","348027","CLEARED",,"390252",,"BALANCE SHEET ACCOUNT","EFT","3345",
"2016","12","2016-09-27T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","HD SUPPLY CONST SUPPLY, LTD","42.2","144603","CLEARED",,"50005048990",,"BALANCE SHEET ACCOUNT","PRINT","1661",
"2016","3","2015-12-24T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6257","VISION HEALTH CLAIMS","6000","GROUP MEDICAL INSURANCE","CITY OF MESQUITE","65","109361","CLEARED",,"05967","62","CONTRACTUAL SERVICES","PRINT","490",
"2017","11","2017-08-08T00:00:00.000","141000","RISK MANAGEMENT","6105","SAFETY EQUIPMENT","100","GENERAL","KD RED WING LLC","254.98","185709","CLEARED",,"8543","61","SUPPLIES","PRINT","6853",
"2016","5","2016-02-03T00:00:00.000","153218","UTILITY BILLING","6218","CREDIT CARD CHARGES","4000","WATER SEWER OPERATING","TAX REFUNDS","1.75","116330","CLEARED",,"UV0201162001","62","CONTRACTUAL SERVICES","PRINT","999991",
"2020","12","2020-09-29T00:00:00.000","214000","POLICE TECHNICAL SERVICES","6235","TELEPHONE SERVICE","100","GENERAL","VERIZON WIRELESS SERVICES, LLC","4920.84","333754","CLEARED",,"9862649455","62","CONTRACTUAL SERVICES","PRINT","7147",
"2017","3","2017-01-10T00:00:00.000","201000","FIRE OPERATIONS","6108","SMALL TOOLS AND EQUIP","100","GENERAL","BLUE TARP FINANCIAL","104.72","156965","CLEARED",,"40053286","61","SUPPLIES","PRINT","5700",
"2016","9","2016-06-30T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","11","133743","CLEARED",,"8283396809","61","SUPPLIES","EFT","4917",
"2019","3","2018-12-06T00:00:00.000","410531","WATER PRODUCTION","6277","MAINTENANCE OF INFRASTRUCTURE","4000","WATER SEWER OPERATING","NORTH TEXAS TOLLWAY AUTHORITY","6.04","249168","CLEARED",,"681893252","62","CONTRACTUAL SERVICES","PRINT","3310",
"2017","9","2017-06-29T00:00:00.000","502000","LIBRARY CENTRAL","6156","AUDIOVISUAL SUPPLIES","100","GENERAL","BAKER & TAYLOR","10.76","180172","CLEARED",,"T60272180","61","SUPPLIES","EFT","4387",
"2018","4","2018-01-11T00:00:00.000","204000","FIRE TRAINING","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","38.87","205506","CLEARED",,"9080018","61","SUPPLIES","EFT","1434",
"2017","3","2016-12-22T00:00:00.000","605624","EVANS COMMUNITY CENTER","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","968.12","154994","CLEARED",,"11/18-12/16/16 1116","62","CONTRACTUAL SERVICES","EFT","3133",
"2021","11","2021-08-23T00:00:00.000","153218","UTILITY BILLING","6290","OTHER CONTRACTUAL SERVICES","4000","WATER SEWER OPERATING","UTILITY REFUND","100","376488","CLEARED",,"Account 100790","62","CONTRACTUAL SERVICES","PRINT","999993",
"2017","1","2016-11-10T00:00:00.000","605624","EVANS COMMUNITY CENTER","6080","OTHER PERSONAL SERVICES","100","GENERAL","EDWARD SCOTT MURPHY","561.75","150235","CLEARED",,"October 2016","60","PERSONAL SERVICES","PRINT","3143",
"2017","6","2017-03-16T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","RED THE UNIFORM TAILOR INC","283.6","166038","CLEARED",,"00C41531","61","SUPPLIES","PRINT","6224",
"2020","3","2019-12-19T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6160","JET A FUEL","5500","AIRPORT OPERATING","EASTERN AVIATION FUELS, INC.","17311.26","298749","CLEARED",,"3236077","61","SUPPLIES","PRINT","9739",
"2018","12","2018-09-18T00:00:00.000","20287040","2015 C.O. CAP PROJ PUB WKS","8940","MAJOR CAPITAL OUTLAY","2028","2015 C.O. CAPITAL PROJECTS","TREE SURGEONS LLC","5900","238584","CLEARED",,"27350","64","CAPITAL OUTLAY-MAJOR","PRINT","9020",
"2016","1","2015-10-22T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","79.64","102090","CLEARED",,"021926",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2016","7","2016-04-12T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","W.W. GRAINGER, INC.","9.77","124998","CLEARED",,"9071829999",,"BALANCE SHEET ACCOUNT","EFT","1574",
"2018","2","2017-11-16T00:00:00.000","601000","PARK SERVICES","6214","POSTAGE","100","GENERAL","UNITED PARCEL SERVICE","3.62","198285","CLEARED",,"86A89R457","62","CONTRACTUAL SERVICES","EFT","4930",
"2021","3","2020-12-15T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","8.6","344302","CLEARED",,"828 3940578","61","SUPPLIES","EFT","4917",
"2019","10","2019-07-25T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","AUTOZONE, INC.","120.98","278621","CLEARED",,"1533943302",,"BALANCE SHEET ACCOUNT","PRINT","3601",
"2017","12","2017-09-26T00:00:00.000","100","GENERAL","1145","PREPAID INVENTORY ITEMS","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","100","191573","CLEARED",,"2433-292351",,"BALANCE SHEET ACCOUNT","PRINT","3321",
"2017","4","2017-01-26T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","79.98","158773","CLEARED",,"6797134","61","SUPPLIES","EFT","1434",
"2021","2","2020-11-05T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","42.06","339115","CLEARED",,"339115",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2020","12","2020-09-22T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","33.94","332922","CLEARED",,"332922",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2019","9","2019-07-09T00:00:00.000","211000","POLICE OPERATIONS","6108","SMALL TOOLS AND EQUIP","100","GENERAL","MED TECH RESOURCE LLC","266.76","276369","CLEARED",,"105348","61","SUPPLIES","PRINT","6899",
"2016","2","2015-11-17T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","7.81","105290","CLEARED",,"2433-106474","61","SUPPLIES","PRINT","3321",
"2016","7","2016-05-03T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0.49","127714","CLEARED",,"8283382638","61","SUPPLIES","EFT","4917",
"2016","12","2016-09-27T00:00:00.000","607000","ATHLETICS PROGRAMS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","MESQUITE SPORTS CENTER","335.92","144608","CLEARED",,"92904","61","SUPPLIES","PRINT","2923",
"2016","10","2016-07-28T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6257","VISION HEALTH CLAIMS","6000","GROUP MEDICAL INSURANCE","EMPLOYEE EXPENSE","100","137382","CLEARED",,"1455","62","CONTRACTUAL SERVICES","PRINT","999998",
"2019","12","2019-09-17T00:00:00.000","602610","GOLF COURSE","6140","GOLF PRO SHOP MERCHANDISE","5600","GOLF COURSE","BRIDGESTONE GOLF, INC","356.64","286666","CLEARED",,"1002837410","61","SUPPLIES","PRINT","31",
"2016","9","2016-06-28T00:00:00.000","605631","AFTER SCHOOL ADVENTURES","6103","FOOD OR CONCESSIONS","100","GENERAL","THOMPSON GOOD LIFE LLC","2297.67","133709","CLEARED",,"180477","61","SUPPLIES","PRINT","4720",
"2020","11","2020-08-18T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","48.8","328745","CLEARED",,"016231862","61","SUPPLIES","EFT","9245",
"2021","10","2021-08-03T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","372760","CLEARED",,"JP0706211008","62","CONTRACTUAL SERVICES","PRINT","999994",
"2016","5","2016-02-03T00:00:00.000","153218","UTILITY BILLING","6218","CREDIT CARD CHARGES","4000","WATER SEWER OPERATING","TAX REFUNDS","5.25","115002","CLEARED",,"UV0201160673","62","CONTRACTUAL SERVICES","PRINT","999991",
"2016","4","2016-01-26T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","GRAFIX SHOPPE","953.04","112514","CLEARED",,"105198",,"BALANCE SHEET ACCOUNT","EFT","1579",
"2018","4","2018-01-23T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","9","206644","CLEARED",,"2433-328128",,"BALANCE SHEET ACCOUNT","PRINT","3321",
"2021","10","2021-08-03T00:00:00.000","601000","PARK SERVICES","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","LPT INC.","423.6","371571","CLEARED",,"51202","62","CONTRACTUAL SERVICES","PRINT","9955",
"2020","12","2020-10-06T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TOWN EAST FORD II LLC","2190.44","334073","CLEARED",,"988662",,"BALANCE SHEET ACCOUNT","PRINT","4804",
"2019","8","2019-05-23T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","AUTONATION FORT WORTH MOTORS","201.6","269846","CLEARED",,"4987589",,"BALANCE SHEET ACCOUNT","PRINT","4641",
"2017","4","2017-02-02T00:00:00.000","2107060","4B CAPITAL PARD","8940","MAJOR CAPITAL OUTLAY","210","QUALITY OF LIFE CORP (4B)","WRA ARCHITECTS, INC.","6450","160375","CLEARED",,"1638-01","64","CAPITAL OUTLAY-MAJOR","PRINT","5044",
"2017","1","2016-10-20T00:00:00.000","200000","FIRE ADMINISTRATION","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","459.89","147498","CLEARED",,"3317885643","61","SUPPLIES","EFT","4343",
"2020","3","2019-12-23T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MCINTYRE CASA VIEW WRECKER","250","298809","CLEARED",,"29183","62","CONTRACTUAL SERVICES","PRINT","2850",
"2019","2","2018-11-13T00:00:00.000","120000","CITY SECRETARY","6208","LEGAL SERVICES/COURT COSTS","100","GENERAL","DALLAS COUNTY","104","246359","CLEARED",,"LIENS11518","62","CONTRACTUAL SERVICES","PRINT","814",
"2019","10","2019-07-18T00:00:00.000","120000","CITY SECRETARY","6213","ADVERTISING","100","GENERAL","DAILY COMMERCIAL RECORD, INC","74.58","278392","CLEARED",,"671735","62","CONTRACTUAL SERVICES","EFT","800",
"2021","3","2020-12-17T00:00:00.000","607000","ATHLETICS PROGRAMS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","MESQUITE SPORTS CENTER","104.7","344744","CLEARED",,"97512","61","SUPPLIES","EFT","2923",
"2016","3","2015-12-03T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6284","EMPLOYEE WELLNESS PROGRAM","6000","GROUP MEDICAL INSURANCE","CITY OF MESQUITE","260","107339","CLEARED",,"05909","62","CONTRACTUAL SERVICES","PRINT","490",
"2019","3","2019-01-03T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","287.68","251463","CLEARED",,"11557568","61","SUPPLIES","EFT","9245",
"2020","6","2020-03-10T00:00:00.000","256450","CDBG ADMINISTRATION","6102","COPY/PRINTING SUPPLIES","250","COMMUNITY DEVELOP BLOCK GRANT","ENCON SYSTEMS, INC","71.05","309175","CLEARED",,"85220","61","SUPPLIES","PRINT","1152",
"2017","9","2017-06-22T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6108","SMALL TOOLS AND EQUIP","100","GENERAL","GT DISTRIBUTORS, INC.","169.95","179379","CLEARED",,"INV0621033","61","SUPPLIES","EFT","1425",
"2016","6","2016-03-15T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTOZONE, INC.","211.62","121318","CLEARED",,"1533855061","61","SUPPLIES","PRINT","3601",
"2021","11","2021-08-23T00:00:00.000","153218","UTILITY BILLING","6290","OTHER CONTRACTUAL SERVICES","4000","WATER SEWER OPERATING","UTILITY REFUND","250","377088","CLEARED",,"Account 101941","62","CONTRACTUAL SERVICES","PRINT","999993",
"2021","5","2021-02-23T00:00:00.000","601000","PARK SERVICES","6277","MAINTENANCE OF INFRASTRUCTURE","100","GENERAL","SPORTS FIELD HOLDINGS, LLC","2130","352060","CLEARED",,"3356","62","CONTRACTUAL SERVICES","PRINT","8482",
"2017","2","2016-12-06T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6244","TRAVEL AND TRAINING","100","GENERAL","DEPARTMENT OF STATE  HEALTH SERVICES","126","152054","CLEARED",,"2017 E Rogers","62","CONTRACTUAL SERVICES","PRINT","4573",
"2017","6","2017-03-21T00:00:00.000","40137040","W/S 2009 REV BONDS PUB WKS","8920","CONTRACTUAL SERVICES","4013","WATER SEWER 2009 REV BONDS","BINKLEY & BARFIELD-C&P, INC","154.64","166027","CLEARED",,"27659","62","CONTRACTUAL SERVICES","PRINT","5686",
"2021","4","2021-01-12T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","XL PARTS, LP","6.26","347599","CLEARED",,"0106FW9959",,"BALANCE SHEET ACCOUNT","EFT","5309",
"2017","6","2017-03-09T00:00:00.000","501000","LIBRARY NORTH BRANCH","6155","BOOK SUPPLIES","100","GENERAL","INGRAM LIBRARY SERVICES, INC","56.71","165433","CLEARED",,"97429913","61","SUPPLIES","EFT","2058",
"2017","7","2017-04-13T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0.89","170021","CLEARED",,"8283501059","61","SUPPLIES","EFT","4917",
"2017","6","2017-03-23T00:00:00.000","602610","GOLF COURSE","6236","WATER","5600","GOLF COURSE","CITY OF GARLAND","27.26","166732","CLEARED",,"458363-127071Feb2017","62","CONTRACTUAL SERVICES","PRINT","454",
"2019","5","2019-02-07T00:00:00.000","254000","ANIMAL SERVICES","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","2072.86","256951","CLEARED",,"27100917-4 GROSS","62","CONTRACTUAL SERVICES","PRINT","6276",
"2017","11","2017-09-07T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","1.19","189568","CLEARED",,"8283552714","61","SUPPLIES","EFT","4917",
"2021","11","2021-08-17T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TX KENWORTH CO","343.83","374445","CLEARED",,"T00665600605019",,"BALANCE SHEET ACCOUNT","PRINT","4588",
"2019","5","2019-02-21T00:00:00.000","254000","ANIMAL SERVICES","6221","OFFSITE LANDFILL CHARGES","100","GENERAL","CITY OF DALLAS","56.7","258735","CLEARED",,"7616","62","CONTRACTUAL SERVICES","PRINT","413",
"2021","6","2021-03-02T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6200","PROFESSIONAL SERVICES","100","GENERAL","DARRELL SIMMONS","1155","353780","CLEARED",,"21-002","62","CONTRACTUAL SERVICES","EFT","8282",
