"fisc_period","fisc_year","region","office","town","ttl_cps_acept_m","ttl_cps_subs_m","ttl_allegat_m","ttl_allegat_subs_m","ttl_phys_abuse_m","ttl_educ_neglect_m","ttl_emot_neglect_m","ttl_high_risk_m","ttl_medi_neglect_m","ttl_at_risk_m","ttl_phys_neglect_m","ttl_sex_abuse_m","ttl_hmntr_m","ttl_em_ab_m","ttl_moral_neglect_m","subs_phys_abuse_m","subs_educ_neglect_m","subs_emot_neglect_m","subs_high_risk_m","subs_medi_neglect_m","subs_at_risk_m","subs_phys_neglect_m","subs_sex_abuse_m","sub_hmntr_m","sub_em_ab_m","sub_moral_neglect_m","children_subs","rate_phys_abuse_m","rate_educ_neglect_m","rate_emot_neglect_m","rate_high_risk_m","rate_medi_neglect_m","rate_at_risk_m","rate_phys_neglect_m","rate_sex_abuse_m","rate_hmntr_m","rate_em_ab_m","rate_moral_neglect_m"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","MILFORD","279","39","636","82","63","26","98","-","16","-","388","18","-","21","<= 10","<= 10","<= 10","13","-","<= 10","-","54","-","-","<= 10","-","47","2 - 12 %","14 - 24 %","13%","-","43 - 53 %","-","14%","-","-","9 - 19 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","NORTH BRANFORD","67","14","158","23","15","<= 10","30","-","<= 10","-","86","<= 10","-","<= 10","<= 10","<= 10","<= 10","<= 10","-","-","-","<= 10","<= 10","-","-","<= 10","14","12 - 22 %","28 - 38 %","12 - 22 %","-","0 - 9 %","-","9 - 19 %","74 - 84 %","-","0 - 9 %","59 - 69 %"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","NORTH HAVEN","91","<= 10","184","14","22","14","25","-","<= 10","-","107","<= 10","-","<= 10","-","<= 10","<= 10","-","-","<= 10","-","<= 10","-","-","-","-","<= 10","4 - 14 %","28 - 38 %","-","-","49 - 59 %","-","6 - 16 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","ORANGE","20","<= 10","52","<= 10","<= 10","<= 10","<= 10","-","-","-","30","<= 10","-","-","<= 10","-","<= 10","<= 10","-","-","-","<= 10","<= 10","-","-","<= 10","<= 10","0 - 9 %","99 - 109 %","39 - 49 %","-","-","-","12 - 22 %","24 - 34 %","-","-","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","SEYMOUR","101","18","258","46","17","<= 10","61","-","<= 10","-","158","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","<= 10","-","32","-","-","-","-","21","11 - 21 %","0 - 9 %","12 - 22 %","-","49 - 59 %","-","20%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","SHELTON","193","39","458","97","34","31","60","-","22","-","285","<= 10","-","15","<= 10","<= 10","16","18","-","14","-","40","<= 10","-","<= 10","<= 10","52","8 - 18 %","52%","30%","-","64%","-","14%","49 - 59 %","-","6 - 16 %","32 - 42 %"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","WEST HAVEN","531","99","1295","225","116","62","257","-","19","-","780","28","<= 10","29","<= 10","<= 10","12","52","-","<= 10","-","143","<= 10","-","<= 10","<= 10","135","6 - 16 %","19%","20%","-","20 - 30 %","-","18%","10 - 20 %","0 - 9 %","6 - 16 %","49 - 59 %"
"07/01/2014 - 06/30/2015","2015","REGION 2","MILFORD","WOODBRIDGE","26","<= 10","77","<= 10","<= 10","<= 10","11","-","<= 10","-","52","<= 10","-","-","-","-","<= 10","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","49 - 59 %","-","-","0 - 9 %","-","12 - 22 %","0 - 9 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 2","NEW HAVEN","NEW HAVEN","2131","406","5136","950","508","142","801","-","78","-","3372","111","<= 10","91","25","39","39","130","-","17","-","682","28","<= 10","<= 10","<= 10","550","8%","27%","16%","-","22%","-","20%","25%","12 - 22 %","9 - 19 %","19 - 29 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","CHESTER","11","<= 10","38","-","-","<= 10","<= 10","-","<= 10","-","27","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","0 - 9 %","0 - 9 %","-","0 - 9 %","-","-","-","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","CLINTON","90","18","229","56","18","<= 10","52","-","<= 10","-","140","<= 10","-","<= 10","<= 10","<= 10","-","22","-","-","-","26","<= 10","-","-","<= 10","27","16 - 26 %","0 - 9 %","42%","-","0 - 9 %","-","19%","74 - 84 %","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","CROMWELL","80","<= 10","176","29","29","<= 10","26","-","<= 10","-","104","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","25","<= 10","-","-","<= 10","11","-","0 - 9 %","7 - 17 %","-","0 - 9 %","-","24%","24 - 34 %","-","0 - 9 %","32 - 42 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","DEEP RIVER","22","<= 10","50","<= 10","<= 10","<= 10","11","-","<= 10","-","28","<= 10","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","0 - 9 %","-","6 - 16 %","0 - 9 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","DURHAM","24","<= 10","50","12","<= 10","<= 10","13","-","-","-","25","<= 10","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","99 - 109 %","22 - 32 %","-","-","-","27 - 37 %","0 - 9 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","EAST HADDAM","35","<= 10","83","<= 10","<= 10","-","<= 10","-","<= 10","-","52","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","<= 10","-","<= 10","0 - 9 %","-","0 - 9 %","-","0 - 9 %","-","12 - 22 %","0 - 9 %","-","24 - 34 %","0%"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","EAST HAMPTON","63","11","169","27","19","<= 10","31","-","<= 10","-","107","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","19","<= 10","-","-","-","15","-","0 - 9 %","22 - 32 %","-","0 - 9 %","-","18%","99 - 109 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","ESSEX","21","<= 10","49","11","<= 10","<= 10","<= 10","-","<= 10","-","28","<= 10","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","32 - 42 %","12 - 22 %","-","0 - 9 %","-","24 - 34 %","32 - 42 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","GUILFORD","56","<= 10","122","12","<= 10","<= 10","20","-","<= 10","-","77","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","<= 10","<= 10","0 - 9 %","0 - 9 %","24 - 34 %","-","0 - 9 %","-","4 - 14 %","28 - 38 %","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","HADDAM","24","<= 10","50","-","<= 10","-","<= 10","-","-","-","36","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","-","-","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","KILLINGWORTH","15","<= 10","39","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","22","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","-","99 - 109 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","LYME","<= 10","<= 10","20","<= 10","<= 10","<= 10","<= 10","-","-","-","14","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","49 - 59 %","0 - 9 %","0 - 9 %","-","-","-","-","-","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","MADISON","59","<= 10","133","19","19","<= 10","28","-","-","-","74","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","12","<= 10","-","-","-","<= 10","4 - 14 %","0 - 9 %","13 - 23 %","-","-","-","16%","49 - 59 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","MIDDLEFIELD","23","<= 10","80","<= 10","<= 10","-","24","-","-","-","46","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","7 - 17 %","-","-","-","6 - 16 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","MIDDLETOWN","531","89","1204","175","137","16","213","-","18","-","748","31","<= 10","30","<= 10","<= 10","<= 10","38","-","<= 10","-","123","<= 10","-","-","<= 10","109","3 - 13 %","5 - 15 %","18%","-","5 - 15 %","-","16%","15 - 25 %","0 - 9 %","-","21 - 31 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","OLD LYME","29","<= 10","65","<= 10","<= 10","<= 10","21","-","-","-","33","-","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","<= 10","0 - 9 %","0 - 9 %","9 - 19 %","-","-","-","8 - 18 %","-","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","OLD SAYBROOK","39","<= 10","83","<= 10","<= 10","<= 10","<= 10","-","-","-","65","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","-","-","10 - 20 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","PORTLAND","35","<= 10","80","<= 10","<= 10","-","<= 10","-","<= 10","-","62","<= 10","-","<= 10","<= 10","<= 10","-","-","-","-","-","<= 10","-","-","-","-","<= 10","19 - 29 %","-","0 - 9 %","-","0 - 9 %","-","4 - 14 %","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","MIDDLETOWN","WESTBROOK","24","<= 10","49","<= 10","<= 10","<= 10","11","-","<= 10","-","26","<= 10","-","-","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","13 - 23 %","0 - 9 %","17 - 27 %","-","0 - 9 %","-","14 - 24 %","0 - 9 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","BOZRAH","21","<= 10","59","20","<= 10","-","14","-","<= 10","-","30","<= 10","-","<= 10","-","-","-","<= 10","-","<= 10","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","42 - 52 %","-","99 - 109 %","-","29 - 39 %","79 - 89 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","COLCHESTER","74","19","300","114","18","<= 10","57","-","<= 10","-","197","<= 10","-","<= 10","-","-","<= 10","16","-","<= 10","-","93","<= 10","-","-","-","29","-","12 - 22 %","28%","-","28 - 38 %","-","47%","21 - 31 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","EAST LYME","87","13","230","48","20","<= 10","38","-","-","-","156","<= 10","-","<= 10","-","<= 10","<= 10","13","-","-","-","29","<= 10","-","-","-","22","4 - 14 %","24 - 34 %","34%","-","-","-","19%","49 - 59 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","FRANKLIN","13","<= 10","20","<= 10","<= 10","-","-","-","<= 10","-","12","<= 10","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","-","-","0 - 9 %","-","16 - 26 %","0 - 9 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","GRISWOLD","127","24","427","147","31","31","76","-","<= 10","-","258","15","-","<= 10","<= 10","<= 10","19","36","-","<= 10","-","76","<= 10","-","<= 10","-","42","12 - 22 %","61%","47%","-","42 - 52 %","-","29%","32 - 42 %","-","49 - 59 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","GROTON","365","75","992","243","105","17","188","-","27","-","593","20","-","29","13","13","<= 10","64","-","<= 10","-","146","<= 10","-","<= 10","<= 10","107","12%","11 - 21 %","34%","-","25 - 35 %","-","25%","29 - 39 %","-","6 - 16 %","22 - 32 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","LEBANON","42","<= 10","112","16","16","-","21","-","<= 10","-","60","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","<= 10","-","<= 10","-","-","28 - 38 %","-","0 - 9 %","-","12 - 22 %","0 - 9 %","-","19 - 29 %","0%"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","LEDYARD","86","<= 10","219","26","15","<= 10","33","-","<= 10","-","145","<= 10","-","17","<= 10","-","-","<= 10","-","-","-","20","<= 10","-","-","<= 10","12","-","0 - 9 %","11 - 21 %","-","0 - 9 %","-","14%","49 - 59 %","-","-","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","LISBON","26","<= 10","130","67","<= 10","<= 10","34","-","-","-","84","<= 10","-","<= 10","-","<= 10","-","20","-","-","-","43","<= 10","-","-","-","17","32 - 42 %","0 - 9 %","59%","-","-","-","51%","99 - 109 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","MONTVILLE","135","40","416","144","30","<= 10","104","-","15","-","250","<= 10","-","<= 10","<= 10","<= 10","<= 10","39","-","<= 10","-","95","-","-","<= 10","-","49","12 - 22 %","74 - 84 %","38%","-","6 - 16 %","-","38%","0 - 9 %","-","19 - 29 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","NEW LONDON","396","88","1178","327","123","27","171","-","18","-","763","48","<= 10","16","<= 10","<= 10","<= 10","62","-","<= 10","-","219","19","-","<= 10","<= 10","124","7 - 17 %","25 - 35 %","36%","-","43 - 53 %","-","29%","40%","0 - 9 %","5 - 15 %","9 - 19 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","NORTH STONINGTON","22","<= 10","56","<= 10","<= 10","-","19","-","-","-","27","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","25 - 35 %","-","-","-","14 - 24 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","NORWICH","634","140","1804","469","177","60","313","-","30","-","1138","39","<= 10","37","<= 10","19","22","98","-","<= 10","-","309","<= 10","-","<= 10","<= 10","203","11%","37%","31%","-","29 - 39 %","-","27%","7 - 17 %","0 - 9 %","13 - 23 %","43 - 53 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","PRESTON","34","13","102","44","<= 10","<= 10","<= 10","-","<= 10","-","79","-","-","-","<= 10","<= 10","<= 10","-","-","<= 10","-","34","-","-","-","-","14","16 - 26 %","99 - 109 %","0 - 9 %","-","99 - 109 %","-","43%","-","-","-","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","SALEM","25","<= 10","71","16","<= 10","-","<= 10","-","-","-","54","-","-","-","-","-","-","-","-","-","-","16","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","30%","-","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","SPRAGUE","57","<= 10","191","33","<= 10","<= 10","45","-","<= 10","-","125","<= 10","-","<= 10","<= 10","<= 10","<= 10","14","-","-","-","15","-","-","-","<= 10","15","12 - 22 %","49 - 59 %","31%","-","0 - 9 %","-","12%","0 - 9 %","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","STONINGTON","73","15","209","46","13","<= 10","48","-","<= 10","-","133","<= 10","-","<= 10","<= 10","-","-","13","-","-","-","32","-","-","-","<= 10","22","-","0 - 9 %","27%","-","0 - 9 %","-","24%","0 - 9 %","-","0 - 9 %","32 - 42 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","VOLUNTOWN","19","<= 10","55","25","<= 10","-","11","-","-","-","38","-","-","<= 10","-","-","-","<= 10","-","-","-","18","-","-","-","-","<= 10","0 - 9 %","-","63 - 73 %","-","-","-","47%","-","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","NORWICH","WATERFORD","104","15","302","77","31","<= 10","42","-","<= 10","-","203","<= 10","-","<= 10","<= 10","<= 10","<= 10","11","-","-","-","56","<= 10","-","-","<= 10","29","9 - 19 %","49 - 59 %","26%","-","0 - 9 %","-","28%","24 - 34 %","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","ASHFORD","30","<= 10","95","35","<= 10","-","26","-","<= 10","-","57","-","-","<= 10","<= 10","-","-","17","-","-","-","18","-","-","-","-","12","0 - 9 %","-","65%","-","0 - 9 %","-","32%","-","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","BROOKLYN","78","14","186","46","16","<= 10","26","-","<= 10","-","129","<= 10","-","<= 10","-","<= 10","-","14","-","<= 10","-","25","<= 10","-","-","-","20","12 - 22 %","0 - 9 %","54%","-","43 - 53 %","-","19%","49 - 59 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","CANTERBURY","26","<= 10","60","22","<= 10","<= 10","13","-","-","-","37","<= 10","-","<= 10","<= 10","-","<= 10","<= 10","-","-","-","13","-","-","-","<= 10","14","0 - 9 %","99 - 109 %","45 - 55 %","-","-","-","35%","0 - 9 %","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","CHAPLIN","28","<= 10","119","34","<= 10","<= 10","23","-","<= 10","-","75","<= 10","-","<= 10","<= 10","-","<= 10","15","-","<= 10","-","11","<= 10","-","-","-","17","0 - 9 %","99 - 109 %","65%","-","49 - 59 %","-","15%","39 - 49 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","COLUMBIA","26","<= 10","62","<= 10","<= 10","-","<= 10","-","<= 10","-","49","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","32 - 42 %","-","0 - 9 %","-","-","0 - 9 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","COVENTRY","63","11","150","35","<= 10","<= 10","33","-","<= 10","-","99","<= 10","-","<= 10","-","-","<= 10","14","-","-","-","20","-","-","-","-","18","0 - 9 %","32 - 42 %","42%","-","0 - 9 %","-","20%","0 - 9 %","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","EASTFORD","<= 10","<= 10","19","<= 10","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","12 - 22 %","-","-","-","9 - 19 %","-","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","HAMPTON","<= 10","<= 10","21","<= 10","<= 10","-","<= 10","-","-","-","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","32 - 42 %","-","-","-","19 - 29 %","-","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","KILLINGLY","238","50","636","167","43","15","142","-","18","-","393","<= 10","-","17","<= 10","<= 10","-","63","-","<= 10","-","94","-","-","<= 10","-","75","6 - 16 %","-","44%","-","10 - 20 %","-","24%","0 - 9 %","-","28 - 38 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","MANSFIELD","72","<= 10","196","33","15","-","37","-","<= 10","-","129","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","20","<= 10","-","<= 10","-","15","-","-","26 - 36 %","-","0 - 9 %","-","16%","39 - 49 %","-","13 - 23 %","0%"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","PLAINFIELD","228","41","728","154","49","15","145","-","11","-","479","15","<= 10","<= 10","<= 10","<= 10","<= 10","57","-","-","-","90","<= 10","-","-","-","61","7 - 17 %","6 - 16 %","39%","-","-","-","19%","12 - 22 %","0 - 9 %","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","POMFRET","44","12","120","46","<= 10","<= 10","32","-","<= 10","-","64","<= 10","-","<= 10","<= 10","<= 10","<= 10","19","-","-","-","20","<= 10","-","-","-","18","12 - 22 %","99 - 109 %","59%","-","0 - 9 %","-","31%","42 - 52 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","PUTNAM","148","33","396","122","29","<= 10","89","-","<= 10","-","254","<= 10","-","<= 10","<= 10","<= 10","<= 10","49","-","-","-","65","-","-","-","<= 10","54","16 - 26 %","39 - 49 %","55%","-","0 - 9 %","-","26%","0 - 9 %","-","0 - 9 %","99 - 109 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","SCOTLAND","<= 10","<= 10","17","<= 10","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","99 - 109 %","-","-","-","19 - 29 %","99 - 109 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","STERLING","44","13","113","32","<= 10","<= 10","19","-","<= 10","-","73","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","21","<= 10","-","-","<= 10","22","0 - 9 %","0 - 9 %","41 - 51 %","-","0 - 9 %","-","29%","66 - 76 %","-","0 - 9 %","19 - 29 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","THOMPSON","62","12","187","35","<= 10","<= 10","46","-","<= 10","-","113","<= 10","-","<= 10","<= 10","<= 10","-","13","-","-","-","21","-","-","-","-","16","10 - 20 %","0 - 9 %","28%","-","0 - 9 %","-","19%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","UNION","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","WILLINGTON","23","<= 10","46","<= 10","<= 10","<= 10","<= 10","-","-","-","35","-","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","49 - 59 %","16 - 26 %","-","-","-","5 - 15 %","-","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","WINDHAM","462","62","1156","196","119","50","225","-","27","-","675","29","-","25","<= 10","12","14","58","-","<= 10","-","100","<= 10","-","-","-","97","10%","28%","26%","-","14 - 24 %","-","15%","27 - 37 %","-","-","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 3","WILLIMANTIC","WOODSTOCK","52","<= 10","161","40","12","<= 10","41","-","<= 10","-","91","<= 10","-","12","-","<= 10","-","18","-","-","-","21","-","-","-","-","18","7 - 17 %","0 - 9 %","44%","-","0 - 9 %","-","23%","0 - 9 %","-","-","-"
"07/01/2014 - 06/30/2015","2015","REGION 4","HARTFORD","BLOOMFIELD","141","11","315","17","43","<= 10","49","-","<= 10","-","196","<= 10","<= 10","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","<= 10","-","-","-","-","15","1 - 11 %","70 - 80 %","1 - 11 %","-","19 - 29 %","-","4 - 14 %","0 - 9 %","0 - 9 %","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 4","HARTFORD","HARTFORD","2630","319","6137","864","752","337","862","-","167","-","3712","155","<= 10","106","43","36","29","103","-","26","-","600","52","-","14","<= 10","473","5%","9%","12%","-","16%","-","16%","34%","0 - 9 %","13%","8 - 18 %"
"07/01/2014 - 06/30/2015","2015","REGION 4","HARTFORD","WEST HARTFORD","258","20","585","42","80","13","112","-","<= 10","-","348","15","-","<= 10","<= 10","-","<= 10","<= 10","-","-","-","28","<= 10","-","<= 10","-","31","-","22 - 32 %","6 - 16 %","-","0 - 9 %","-","8%","12 - 22 %","-","9 - 19 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 4","HARTFORD","WINDSOR","165","21","421","60","58","15","71","-","<= 10","-","251","<= 10","-","<= 10","<= 10","<= 10","<= 10","-","-","-","-","44","<= 10","-","<= 10","<= 10","30","6 - 16 %","52 - 62 %","-","-","0 - 9 %","-","18%","24 - 34 %","-","13 - 23 %","24 - 34 %"
"07/01/2014 - 06/30/2015","2015","REGION 4","MANCHESTER","ANDOVER","23","<= 10","49","<= 10","<= 10","-","<= 10","-","-","-","30","-","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","6 - 16 %","-","-","0 - 9 %","-"
"07/01/2014 - 06/30/2015","2015","REGION 4","MANCHESTER","BOLTON","25","<= 10","75","<= 10","<= 10","<= 10","18","-","<= 10","-","43","<= 10","-","<= 10","<= 10","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","0 - 9 %","-","8 - 18 %","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2014 - 06/30/2015","2015","REGION 4","MANCHESTER","EAST GRANBY","25","<= 10","50","<= 10","<= 10","-","<= 10","-","<= 10","-","30","<= 10","<= 10","<= 10","-","-","-","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","0 - 9 %","-","19 - 29 %","66 - 76 %","0 - 9 %","0 - 9 %","-"
