"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2014","Innodyne Systems, Inc.","P. O. Box 62","Bloomfield","CT","06002","Aircraft Maintenance and Repair","336410","No","2013-10-17T00:00:00.000","75000","0","75000","255520","180520","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Innoteq, Inc.","555 Lordship Boulevard","Stratford","CT","06615","Pharmeceutical Preparations","325412","No","2012-09-07T00:00:00.000","100000","100000","200000","1046880","846880","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Innovative Autism Network, LLC","17 Farmington Avenue","Plainville","CT","06062","All Other Outpatient Care Centers","621498","No","2012-09-07T00:00:00.000","23000","0","23000","46000","23000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Innovative Autism Services, LLC","56 West Main Street","Plainville","CT","06062","Autism Behavior Health","621399","Yes Woman/Minority","2017-06-07T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Innovative Display & Design, Inc.","1452 Barnum Avenue","Bridgeport","CT","06610","Other Commercial Equipment Merchant Wholesaler","423440","No","2013-02-22T00:00:00.000","100000","0","100000","414000","314000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Innovative Engineering Services, LLC","64 Thompson  Street - Suite A101","East Haven","CT","06513","Service","541330","No","2012-06-05T00:00:00.000","0","250000","250000","417000","167000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   75,000","Active","1"
"2016","Innovative Engineering Services, LLC","64 Thompson  Street - Suite A101","East Haven","CT","06513","Technology","541513","No","2016-04-20T00:00:00.000","100000","50000","150000","250000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Innovative Health Plan, LLC","46 Prince Street - Suite 206","New Haven","CT","06519","Insurance Agencies and Brokerages","524210","No","2013-09-30T00:00:00.000","100000","300000","400000","676000","276000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Innovative Insurance Specialists, LLC","46 Prince Street - Suite 206","New Haven","CT","06519","Insurance Agencies and Brokerages","524210","No","2013-09-30T00:00:00.000","100000","300000","400000","588758","188758","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2021","Innovative Network Solutions Corp","5 Hillandale Avenue, Suite 102","Stamford","CT","06902","IT","541519","Yes/Minority","2021-04-30T00:00:00.000","0","300000","300000","309200","9200","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Innovative Network Solutions Corp.","2001 West Main Street","Stamford","CT","06902","IT Services","541519","Yes Minority","2017-05-16T00:00:00.000","100000","0","100000","203000","103000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Innovative Signs, LLC","536 Talcottville Road","Vernon","CT","06066","Sign Manufacturing","339950","No","2012-11-21T00:00:00.000","75000","0","75000","151100","76100","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2014","Inspira Marketing Group, LLC","18 Ann Street","Norwalk","CT","06854","Experiential Marketing","541800","No","2014-01-02T00:00:00.000","100000","246416","346416","548950","202534","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","Insul Attic, LLC","P.O. Box 995","Dayville","CT","06241","Wholesale Insulation Products","423300","No","2015-12-08T00:00:00.000","0","92300","92300","92300","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Integra-Cast, Inc.","265 Newington Avenue","New Britain","CT","06051","Manufacturing","331310","No","2015-09-17T00:00:00.000","100000","300000","400000","835000","435000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Integrated Compliance Solutions Group","100 Pearl Street, Suite 1449","Hartford","CT","06103","Legal Consulting","541990","Yes Woman","2015-06-04T00:00:00.000","40000","0","40000","84656","44656","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   13,333","n/a","Active","1"
"2016","Integrated Illumination Systems, Inc.","355 Bantam Lake Road","Morris","CT","06763","LED Lighting Manufacturer","335122","Yes International Export","2015-10-16T00:00:00.000","0","300000","300000","960760","660760","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   150,000","Active","1"
"2013","Integrated Illumination Systems, Inc.","355 Bantam Lake Road","Morris","CT","06763","LED Lighting Manufacturer","335122","No","2013-02-22T00:00:00.000","100000","0","100000","383200","283200","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Integrated Wellness Group, LLC","446A Blake Street, Suite 200","New Haven","CT","06515","Mental Health","621330","Yes Woman, Minority","2017-03-27T00:00:00.000","100000","0","100000","204450","104450","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Intelligent Clearing Network, Inc.","31 Lakeview Avenue","New Canaan","CT","06840","Software Publishers","511210","No","2013-03-15T00:00:00.000","75000","0","75000","150000","75000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Active","1"
"2017","Interlocking Connection, LLC","707-709 Enfield Street","Enfield","CT","06082","Services for Elderly and Persons with Disabilities","624120","Yes Woman","2017-01-03T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2014","Internal Medicine of Greater New Haven, LLC","1952 Whitney Avenue","Hamden","CT","06517","All Other Miscellaneous Ambulatory Health Care","621999","No","2014-05-21T00:00:00.000","80000","279800","359800","606100","246300","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Internal Medicine of Greater New Haven, LLC","1952 Whitney Avenue","Hamden","CT","06517","All Other Miscellaneous Ambulatory Health Care","621999","Yes Woman","2016-07-22T00:00:00.000","20000","0","20000","41774","21774","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Out of Business- Not written off","1"
"2016","International Cordage East, LTD","226 Upton Road","Colchester","CT","06415","Textile Finishing","313310","No","2016-05-18T00:00:00.000","100000","0","100000","232933","132933","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","International Hartford, LTD dba One World Market","151 New Park Avenue, Suite 5A","Hartford","CT","06106","Consulting Company for Immigrants","541618","Yes Minority","2017-06-23T00:00:00.000","50030","0","50030","121595","71565","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","International Institute of Cosmetology, LLC","626-632 Silas Deane Highway","Wethersfield","CT","06109","Cosmetology and Barber Schools","611110","No","2012-08-02T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Interpreters and Translators, Inc.","232 Williams Street East","Glastonbury","CT","06033","Language Services","541930","Yes Woman/Minority","2018-02-15T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Interpro, LLC","630 Industrial Park Road","Deep River","CT","06417","Manufacturing","332997","No","2012-06-26T00:00:00.000","100000","125000","225000","325000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   62,500","Active","1"
"2018","InterPro, LLC dba InterPro Rapid Technologies","630 Industrial Park Road","Deep River","CT","06417","3D Printing and Parts","332999","Yes International","2018-04-27T00:00:00.000","0","175000","175000","175000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Inventec Performance Chemicals USA, LLC","500 Main Street","Deep River","CT","06417","Manufacturing","325998","No","2016-09-07T00:00:00.000","100000","0","100000","300000","200000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","IQ Telcom, LLC","78 Beaver Road","Wethersfield","CT","06109","Telecommunications","541618","Yes Woman","2017-04-05T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Repaid early- Released","1"
"2013","IT Direct, LLC","151 New Park Avenue","Hartford","CT","06106","Direct Mailing and Marketing","541860","No","2013-03-14T00:00:00.000","100000","0","100000","1641750","1541750","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Out of Business- written off","1"
"2013","J & A Gas & Co, LLC dba Smart Eddies (Sold to New Owner 8/2015)","196 Spencer Street","Manchester","CT","06040","Natural Gas Distribution","221210","No","2012-10-11T00:00:00.000","0","69000","69000","69000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","Loan repaid","n/a","Active","1"
"2017","Jak of All Trades, Inc. dba Old Wethersfield Country Store","221 Main Street","Wethersfield","CT","06109","Retail-Specialty Grocery","445110","No","2016-11-10T00:00:00.000","0","75000","75000","75000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","James A. Gallow, Jr. dba Gallow Oil Stone Company/dba Gallow Construction","62 South Cady Lane, P.O. Box 266","Plainfield","CT","06332","Highway, Street and Bridge Construction","237310","No","2015-05-04T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Janus Software, Inc. dba Janus Associates, Inc.","1055 Washington Boulevard","Stamford","CT","06901","Office of Lawyers","541512","No","2012-08-03T00:00:00.000","100000","231000","331000","2519000","2188000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Loan repaid","n/a","Compliance Complete","1"
"2019","Jarvis Airfoil, Inc.","528 Glastonbury Turnpike","Portland","CT","06480","Aircraft Engine Parts Manufacturing","336412","No","2018-08-28T00:00:00.000","60000","300000","360000","608256","248256","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Jaystar Group, Inc.","85 East Avenue","Norwalk","CT","06851","Electronic Store","443142","No","2013-02-22T00:00:00.000","100000","0","100000","210000","110000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$5,000","n/a","Active","1"
"2016","JCJ Business Corp, Inc.","38 Prospect Street","Hartford","CT","06103","Architectural Services","541310","No","2016-03-01T00:00:00.000","100000","300000","400000","688000","288000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   150,000","Active","1"
"2018","JDA Lawn Sprinklers, LLC","57 Hillside Avenue","Plainville","CT","06062","Plumbing, Heating and Air Conditioning","238221","No","2018-06-19T00:00:00.000","10000",,"10000","20000","10000","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Active","1"
"2012","JDM Bookkeeping and Payroll Services","15 Elm Street, Suite #2","Rocky Hill","CT","06067","Service","541110","No","2012-05-15T00:00:00.000","0","25380","25380","53330","27950","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","JeanMae, LLC dba The Spa at Litchfield Hills","407A Bantam Road","Litchfield","CT","06759","Spa","812112","Yes Woman","2016-03-18T00:00:00.000","0","300000","300000","315298","15298","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Out of Business- confirmed","1"
"2015","Jessica's Color Room, LLC","558 Newfield Street","Middletown","CT","06457","Hair Salon","812112","Yes Woman","2014-07-18T00:00:00.000","0","45579","45579","45579","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   15,000","Active","1"
"2014","Jewell Professional Insurance, LLC","91 South Main Street","West Hartford","CT","06107","Insurance","524210","Yes Woman","2013-08-05T00:00:00.000","0","20000","20000","135400","115400","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","JFC Construction, LLC","544 Bloomfield Avenue","Bloomfield","CT","06002","Construction","238120","No","2014-03-27T00:00:00.000","0","243000","243000","243000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","J.H. & C.S. Odell, LLC","25 Falls Road, Building #5","East Haddam","CT","06423","Organ Tuning & Repairs","811490","No","2012-08-31T00:00:00.000","0","56500","56500","56500","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Out of Business- written off","1"
"2017","Jimmy's Auto, LLC dba Cooper's Auto Parts","51 Merchant Street","Bridgeport","CT","06604","Auto Parks Retail Store","441300","Yes Minority","2017-01-23T00:00:00.000","0","40000","40000","40000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Jiwan Corporation","125 Weston Street","Hartford","CT","06120","Service","561990","No","2012-05-21T00:00:00.000","100000","0","100000","329000","229000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$1,000","n/a","Active","1"
"2014","J & J Precision Eyelet, Inc.","116 Waterbury Road","Thomaston","CT","06787","Manufacturing","332119","No","2013-11-26T00:00:00.000","78293","0","78293","156586","78293","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","J & J Precision Eyelet, Inc.","116 Waterbury Road","Thomaston","CT","06787","Manufacturing","332119","No","2016-05-26T00:00:00.000","0","300000","300000","350000","50000","Small Business Express Program","CGS Sec. 32-7g","Met","75000","n/a","Compliance Complete","1"
"2013","JK Muir, LLC","2275 Silas Deane Highway","Rocky Hill","CT","06067","Water & Sewer Line and Related Structures","237110","Yes Woman","2012-07-23T00:00:00.000","18563","0","18563","37126","18563","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","JKS Systems, LLC","1265 John Fitch Boulevard","South Windsor","CT","06074","IT, Telephone, Computer Networking, Infrastructure","541512","Yes Veteran","2016-07-22T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
