"company","file_no","opened","closed","coverage","subcoverage","reason","subreason","disposition","conclusion","recovery","status"
"UnitedHealthcare Insurance Company","7001953","2020-05-07T00:00:00.000","2020-05-08T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Claim Paid With Interest","1383.00","Closed"
"UnitedHealthcare Insurance Company","7004909","2020-11-05T00:00:00.000","2020-11-06T00:00:00.000","A & H",,"Claim Handling","Denial of Claim",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7001818","2020-04-28T00:00:00.000","2020-05-13T00:00:00.000","Individual","Health Only","PolicyHolder Service","Premium Notice/Billing","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000920","2020-02-10T00:00:00.000","2020-02-21T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7004923","2020-11-06T00:00:00.000","2020-12-14T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","377.52","Closed"
"UnitedHealthcare Insurance Company","7004923","2020-11-06T00:00:00.000","2020-12-14T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Justified","377.52","Closed"
"UnitedHealthcare Insurance Company","7004923","2020-11-06T00:00:00.000","2020-12-14T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","377.52","Closed"
"UnitedHealthcare Insurance Company","7004923","2020-11-06T00:00:00.000","2020-12-14T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Claim Paid With Interest","377.52","Closed"
"UnitedHealthcare Insurance Company","7003729","2020-09-14T00:00:00.000","2020-10-05T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002910","2020-07-21T00:00:00.000","2020-08-07T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003839","2020-08-26T00:00:00.000","2020-08-31T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Claim Handling","Denial of Claim",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003839","2020-08-26T00:00:00.000","2020-08-31T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Claim Handling","Denial of Claim",,"Policy Not In Force","0.00","Closed"
"UnitedHealthcare Insurance Company","7003839","2020-08-26T00:00:00.000","2020-08-31T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Claim Handling","Denial of Claim",,"Policy Not In Force","0.00","Closed"
"UnitedHealthcare Insurance Company","7003851","2020-09-22T00:00:00.000","2020-10-27T00:00:00.000","A & H",,"Claim Handling","Claim Procedure",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7003932","2020-09-29T00:00:00.000","2020-10-21T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003932","2020-09-29T00:00:00.000","2020-10-21T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7000759","2020-02-25T00:00:00.000","2020-03-12T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7002477","2020-06-16T00:00:00.000","2020-07-02T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Justified","1602.46","Closed"
"UnitedHealthcare Insurance Company","7003223","2020-08-12T00:00:00.000","2020-09-15T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Justified","48887.77","Closed"
"UnitedHealthcare Insurance Company","7004395","2020-10-28T00:00:00.000","2020-11-06T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003964","2020-10-01T00:00:00.000","2020-10-19T00:00:00.000","A & H",,"Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000745","2020-02-25T00:00:00.000","2020-04-02T00:00:00.000","Group","Health Only","Claim Handling","Usual, Customary, Reasonable Charges","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000749","2020-02-25T00:00:00.000","2020-04-13T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Notice/Billing","Compromised Settlement/Resolution","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002051","2020-04-17T00:00:00.000","2020-05-06T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider","Claim Settled","Voluntary Reconsideration","972.00","Closed"
"UnitedHealthcare Insurance Company","7002968","2020-07-23T00:00:00.000","2020-08-07T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Justified","2100.00","Closed"
"UnitedHealthcare Insurance Company","7001159","2020-03-19T00:00:00.000","2020-03-20T00:00:00.000","A & H",,"PolicyHolder Service","Delays/No Response",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7001159","2020-03-19T00:00:00.000","2020-03-20T00:00:00.000","A & H",,"PolicyHolder Service","Delays/No Response",,"Record Only","0.00","Closed"
"UnitedHealthcare Insurance Company","7004321","2020-10-23T00:00:00.000","2020-11-16T00:00:00.000","Individual","Health Only","PolicyHolder Service","Policy Delivery","No Action Requested/Required","Justified","51.00","Closed"
"UnitedHealthcare Insurance Company","7002409","2020-06-10T00:00:00.000","2020-06-17T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002456","2020-06-15T00:00:00.000","2020-06-26T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Compromised Settlement/Resolution","Furnished Information","376.00","Closed"
"UnitedHealthcare Insurance Company","7001123","2020-03-18T00:00:00.000","2020-04-01T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7001123","2020-03-18T00:00:00.000","2020-04-01T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7001061","2020-03-13T00:00:00.000","2020-03-30T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Voluntary Reconsideration","374.65","Closed"
"UnitedHealthcare Insurance Company","7003060","2020-07-14T00:00:00.000","2020-07-22T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003064","2020-07-14T00:00:00.000","2020-07-27T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7004211","2020-09-21T00:00:00.000","2020-10-14T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7004222","2020-09-22T00:00:00.000","2020-10-26T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Claim Settled","Justified","2989.66","Closed"
"UnitedHealthcare Insurance Company","7002385","2020-05-11T00:00:00.000","2020-05-15T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003276","2020-08-14T00:00:00.000","2020-10-14T00:00:00.000","Individual","Dental",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002182","2020-05-26T00:00:00.000","2020-06-30T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Compromised Settlement/Resolution","Furnished Information","26.00","Closed"
"UnitedHealthcare Insurance Company","7001269","2020-03-03T00:00:00.000","2020-03-25T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002442","2020-06-15T00:00:00.000","2020-07-07T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7004512","2020-10-21T00:00:00.000","2020-11-03T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Furnished Information","613.00","Closed"
"UnitedHealthcare Insurance Company","7004426","2020-10-29T00:00:00.000","2020-11-12T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002210","2020-05-27T00:00:00.000","2020-06-19T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Justified","109.31","Closed"
"UnitedHealthcare Insurance Company","7002210","2020-05-27T00:00:00.000","2020-06-19T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Claim Paid With Interest","109.31","Closed"
"UnitedHealthcare Insurance Company","7003199","2020-08-11T00:00:00.000","2020-08-24T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003199","2020-08-11T00:00:00.000","2020-08-24T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7004431","2020-10-29T00:00:00.000","2020-11-16T00:00:00.000","Group","Health Only","Underwriting","Premium & Rating","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003103","2020-07-06T00:00:00.000","2020-07-20T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Furnished Information","3200.00","Closed"
"UnitedHealthcare Insurance Company","7003440","2020-07-30T00:00:00.000","2020-08-14T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002712","2020-06-04T00:00:00.000","2020-06-18T00:00:00.000","A & H",,"Claim Handling","Denial of Claim","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7004555","2020-10-14T00:00:00.000","2020-10-20T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7001318","2020-03-09T00:00:00.000","2020-03-20T00:00:00.000","Group","Medicare Select(Policies or Certs)","PolicyHolder Service","Premium Refund","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7001448","2020-04-06T00:00:00.000","2020-04-15T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7003574","2020-09-02T00:00:00.000","2020-10-30T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7001457","2020-04-07T00:00:00.000","2020-04-20T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003581","2020-09-03T00:00:00.000","2020-09-18T00:00:00.000","Group","Health Only",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000396","2020-02-03T00:00:00.000","2020-04-13T00:00:00.000","Group","Health Only","Claim Handling","Delays","Claim Settled","Justified","19174.82","Closed"
"UnitedHealthcare Insurance Company","7002740","2020-06-08T00:00:00.000","2020-06-24T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Justified","5774.00","Closed"
"UnitedHealthcare Insurance Company","7002740","2020-06-08T00:00:00.000","2020-06-24T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Corrective Action","5774.00","Closed"
"UnitedHealthcare Insurance Company","7001458","2020-04-07T00:00:00.000","2020-04-15T00:00:00.000","Group","Group/Association Trust","Underwriting","No Subreason","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000004","2020-01-08T00:00:00.000","2020-01-17T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7001553","2020-04-13T00:00:00.000","2020-05-01T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Justified","13708.02","Closed"
"UnitedHealthcare Insurance Company","7001553","2020-04-13T00:00:00.000","2020-05-01T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Claim Paid With Interest","13708.02","Closed"
"UnitedHealthcare Insurance Company","7002654","2020-07-01T00:00:00.000","2020-07-15T00:00:00.000","Group","Health Only","Claim Handling","Delays","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7000015","2020-01-09T00:00:00.000","2020-01-31T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7002576","2020-06-24T00:00:00.000","2020-07-28T00:00:00.000","Group","Disability Income","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000227","2020-01-07T00:00:00.000","2020-02-10T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","517.00","Closed"
