"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-94.030700000205 30.387499999625)","023844B","BNSF","South","San Augustine","CR 0791","GUM SLOUGH RD","3","1","210916","999999","14","482412258","681693","0030.871","11",,,"30.387495","-94.030664","1","4848241","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=023844B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=023844B","124911","48","48241","0","1","0","8173521549","8663869321","Silsbee","1","BNSF","Primary","2","2","1","0","0","0","0","0","8","2021-09-16T00:00:00.000Z","2021-09-16T11:40:48.000Z","2","340","2013","TEXAS","TX","JASPER","EVADALE"
"POINT (-98.233699999755 41.618300000045)","816378P","NCRC","Nebraska","CEDAR RAPIDS","CO 0000","310TH Avenue","3","1","191001","999999","24","310114030","554283","0036.20","11",,,"41.6182814","-98.233736","1","3131011","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=816378P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=816378P","91062","31","31011","0","1","0","4023719015","8667773388","PRIMROSE","1","NCRC","Primary","0","0","1","0","0","0","0","0","1","2019-10-01T00:00:00.000Z","2019-10-01T15:06:00.000Z","2","000050","1993","NEBRASKA","NE","BOONE","PRIMROSE"
"POINT (-76.606499999975 40.310100000415)","950823P","NS","HARRISBURG","HARRISBURG LINE","PVT","RR ACC","2","1","191003","999999","14","420756330",,"0096.430","14","2",,"40.3101013","-76.6064857","1","4242075","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=950823P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=950823P","173095","42","42075","0","1",,"8009464744","8009464744",,"1","NS","Primary","0","0","0","1","0","0","0",,,"2019-10-03T00:00:00.000Z","2019-10-03T15:36:00.000Z","2",,,"PENNSYLVANIA","PA","LEBANON","PALMYRA"
"POINT (-90.55440000026 41.552700000205)","375996U","DME","EAST","DAVENPORT","PED","DUCK CREEK TRAIL PKWY","3","1","220112","999999","14","191632080","534593","0002.200","17",,,"41.552666","-90.55441","1","1919163","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=375996U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=375996U","97805","19","19163","0","1","0","8007169132","8007169132","NAHANT","2","DME","Primary","0","0","1","0","0","0","0","1","1","2022-01-12T00:00:00.000Z","2022-01-12T16:30:08.000Z","2",,,"IOWA","IA","SCOTT","DAVENPORT"
"POINT (-74.137700000355 40.73679999972)","171505C","CRSH","NORTH JERSEY","#N\A","LS","ALBERT AVENUE","3","1","220304","999999","20","340132130","191600","0000.91","14","2",,"40.736843","-74.137725","1","3434013","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=171505C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=171505C","131046","34","34013","0","1","0","8562312282","8007990994","NEWARK","1","CRSH","Primary","0","0","0","0","0","0","1","1","1","2022-03-04T00:00:00.000Z","2022-03-04T07:23:13.000Z","2","240","2016","NEW JERSEY","NJ","ESSEX","NEWARK"
"POINT (-83.294300000445 39.694299999645)","151895M","IORY","NORTHERN","MIDLAND","TR-122","BEALE ROAD","3","1","200619","999999","14","390975400","353486","0090.77","16",,,"39.6942599","-83.294325","1","3939047","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=151895M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=151895M","114542","39","39047","0","1","0","8008003490","8008003490","HAYNES","1","IORY","Primary","1","1","1","0","0","0","0","0","4","2020-06-19T00:00:00.000Z","2020-06-19T12:27:54.000Z","2","000202","2005","OHIO","OH","FAYETTE","MT STERLING"
"POINT (-95.9999999996 36.73740000031)","415880F","SEKR","NORTHERN","COFFEYVILLE",,"HORSESHOE DRIVE","3","1","810401","999999","14","401470300","622150","0199.90","11",,,"36.737366","-96",,"4040113","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=415880F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=415880F","30854","40","40113","0","1","0",,,"BARTLESVILLE","1","SEKR","Primary","0","0","1",,,,,"0","3","1981-04-01T00:00:00.000Z","2015-03-07T13:12:19.000Z","2","004100","1981","OKLAHOMA","OK","OSAGE","BARTLESVILLE"
"POINT (-97.964900000235 29.58360000034)","742709S","UP","SOUTH TEXAS","GLIDDEN SUB","BS 0123","NORTH AUSTIN STREET","3","1","210630","999999","14","481876290","687350","0174.150","13",,,"29.583578","-97.96486","1","4848187","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=742709S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=742709S","53280","48","48187","0","1","0","4025443721","8008488715",,"1","UP","Primary","13","12","1","0","0","0","0","1","8","2021-06-30T00:00:00.000Z","2021-06-30T15:39:30.000Z","2","7400","2011","TEXAS","TX","GUADALUPE","SEGUIN"
"POINT (-70.293500000325 43.68959999974)","837482S","CSX","#N\A","#N\A","ME100","ALLEN AVE","3","1","220818","999999","21","230056400",,"0193.680","13",,,"43.6896","-70.29348","1","2323005","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=837482S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=837482S","125856","23","23005","0","1","1","9786631124","8009559208","CPF 194","1","CSX","Primary","9","13","1","0","0","0","0",,"8","2022-08-18T00:00:00.000Z","2022-08-18T13:53:38.000Z","2","14143","2021","MAINE","ME","CUMBERLAND","PORTLAND"
"POINT (-123.3319999998 47.041100000165)","096538K","PSAP","WESTERN","SHELTON","NA","PVT XING","2","1","211221","999999","20","530270630","846753","0004.10","14","1",,"47.0411141","-123.3315011","1","5353027","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=096538K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=096538K","149300","53","53027","0","1","0","8008002203","8008002203","WHITES","1","PSAP","Primary","0","0","1","0","0","0","0","0",,"2021-12-21T00:00:00.000Z","2021-12-21T23:42:09.000Z","2",,"1988","WASHINGTON","WA","GRAYS HARBOR","ELMA"
"POINT (-82.33719999958 36.315099999765)","841477C","ETRY","SYSTEM","KINGSPORT","LS","ALABAMA","3","1","211129","999999","20","471791250","421750","0000.97","12",,,"36.31512","-82.33724","1","4747179","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=841477C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=841477C","240180","47","47179","0","1","0","4239283721","8008003490","JOHNSON CITY","1","ETRY","Primary","2","0","1","0","0","0","0","0","3","2021-11-29T00:00:00.000Z","2021-11-29T11:17:18.000Z","2","001026","2006","TENNESSEE","TN","WASHINGTON","JOHNSON CITY"
"POINT (-97.260899999735 47.918899999835)","086760E","BNSF","TWIN CITIES","DEVILS LAKE","Not Yet Reported by State","20TH ST NE","3","1","200903","999999","14","380350961","511755","0007.189","11",,,"47.9188758","-97.260878","1","3838035","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=086760E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=086760E","89843","38","38035","0","1","0","8173521549","8008325452","POWELL","1","BNSF","Primary","5","5","1","0","0","0","0","0","3","2020-09-03T00:00:00.000Z","2020-09-03T18:46:23.000Z","2","000030","1988","NORTH DAKOTA","ND","GRAND FORKS","EMERADO"
"POINT (-80.975100000065 34.08260000009)","715890P","NS","COASTAL","COLUMBIA","S-888","ANDERS DRIVE","3","1","220508","999999","14","450630520","445450","0100.500","12",,,"34.0826208","-80.9750642","1","4545079","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=715890P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=715890P","103751","45","45079","0","1","0","8009464744","8009464744","COLUMBIA HUB","1","NS","Primary","1","1","1","0","0","0","0","0","8","2022-05-08T00:00:00.000Z","2022-05-08T01:56:28.000Z","2","000568","2014","SOUTH CAROLINA","SC","RICHLAND","COLUMBIA"
"POINT (-75.77340000041 41.79920000018)","265836C","SUB","SCRANTON","SUB DIVN NO 1","LR57033","FOREST ST","3","1","100616","999999","14","421153728","200823","0157.83","12",,,"41.799187","-75.773392","2","4242115","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=265836C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=265836C","73046","42","42115","0","2","0",,,"NICHOLSON","1","SUB","Primary","20","20","1",,,,,"0","4","2010-06-16T00:00:00.000Z","2015-03-07T13:12:19.000Z","2","000073","2009","PENNSYLVANIA","PA","SUSQUEHANNA","HOP BOTTOM"
"POINT (-77.12219999993 35.45700000025)","466135U","NS","PIEDMONT","ECBU","PRIVATE","RESIDENCE CROSSING","2","1","210105","999999","14","370130906","403893","0004.150","12","1",,"35.4569921","-77.1222067","1","3737013","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=466135U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=466135U","209446","37","37013","0","1","0","8009464744","8009464744","HACKNEY","1","NS","Primary","2","0","1","0","0","0","0","0",,"2021-01-05T00:00:00.000Z","2021-01-05T15:31:27.000Z","2",,"1970","NORTH CAROLINA","NC","BEAUFORT","CHOCOWINITY"
"POINT (-118.85100000005 47.359700000255)","065748P","BNSF","NORTHWEST","COLUMBIA RIVER","CO11750","IRBY RD N","3","1","210803","999999","14","530431570","840788","1562.125","11",,,"47.3596589","-118.850953","1","5353043","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=065748P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=065748P","68542","53","53043","0","1","0","8173521549","8008325452","ODESSA","1","BNSF","Primary","7","7","1","0","2","0","0","2","3","2021-08-03T00:00:00.000Z","2021-08-03T14:33:41.000Z","2","000050","1987","WASHINGTON","WA","LINCOLN","ODESSA"
"POINT (-89.840099999615 37.833100000365)","663936E","BNSF","HEARTLAND","RIVER","Not Yet Reported by State","CO RD 216","3","1","210803","999999","14","291867090","571115","0080.628","14",,,"37.833114","-89.84014","1","2929186","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=663936E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=663936E","220973","29","29186","0","1","0","8173521549","8008325452","MCBRIDE","1","BNSF","Primary","2","2","1","0","0","0","0","0","8","2021-08-03T00:00:00.000Z","2021-08-03T20:23:56.000Z","2","000100","1982","MISSOURI","MO","STE GENEVIEVE","ST. MARY"
"POINT (-121.37500000015 38.55280000002)","753620T","UP","Northern California","Placerville Ind Ld","st-16","S WATT AVENUE","3","1","220328","999999","14","060673150","874446","0002.703","13",,,"38.55284","-121.37488","1","066067","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=753620T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=753620T","237450","6","6067","0","1","0","9163213876","9166488433","MANLOVE","1","UP","Primary","1","1","0","0","0","0","1","0","8","2022-03-28T00:00:00.000Z","2022-03-28T12:48:05.000Z","2","051715","2005","CALIFORNIA","CA","SACRAMENTO","SACRAMENTO"
"POINT (-84.340300000045 33.578700000205)","718122S","NS","COASTAL","GRIFFIN","CS 1159","ADAMSON PARKWAY","3","1","220528","999999","14","130633780","459055","0277.450","13",,,"33.5787361","-84.3403402","1","1313063","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=718122S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=718122S","40469","13","13063","0","1","0","8009464744","8009464744","MORROW","1","NS","Primary","1","1","1","1","0","0","0","1","8","2022-05-28T00:00:00.000Z","2022-05-28T22:18:06.000Z","2","001623","2009","GEORGIA","GA","CLAYTON","MORROW"
"POINT (-103.378 30.23579999977)","764097J","UP","SOUTH TEXAS","SANDERSON SUB","PRIVATE","Private","2","1","210720","999999","14","480434305","697225","0584.460","16","1",,"30.23584","-103.3784089","1","4848043","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=764097J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=764097J","13481","48","48043","0","1","0","4025443721","8008488715",,"1","UP","Primary","5","5","1","1","0","0","0","0",,"2021-07-20T00:00:00.000Z","2021-07-20T17:00:13.000Z","2","1","1970","TEXAS","TX","BREWSTER","MARATHON"
"POINT (-83.15240000016 36.879499999925)","353231H","CSX","LOUISVILLE","CUMBERLAND VALLEY","CR-1121","NANCE LANE","3","1","220414","999999","24","210951070","291483","0253.570","12",,,"36.879549","-83.152431","1","2121095","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=353231H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=353231H","82282","21","21095","0","1","0","9043663051","8002320144","PARKDALE","1","CSX","Primary","0","0","1","0","0","0","0","0","3","2022-04-14T00:00:00.000Z","2022-04-14T19:31:49.000Z","2","000020","1989","KENTUCKY","KY","HARLAN","EVARTS"
"POINT (-82.264100000115 41.08480000032)","002026J","WE","#N\A","carey","farm","PRIVATE ROAD","2","1","210901","999999","14","390937000","342298","0116.20","16","2",,"41.084771","-82.264112","1","3939093","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=002026J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=002026J","26849","39","39093","0","1","0","3307677202","8777677203","HILES","1","WE","Primary","3","3","1","0","0","0","0","0",,"2021-09-01T00:00:00.000Z","2021-09-01T08:41:41.000Z","2",,"1970","OHIO","OH","LORAIN","ROCHESTER"
"POINT (-88.95020000043 39.90360000004)","291362M","DCCR","Decatur Central","DECATUR","PRIV","PRIVATE","2","1","170309","999999","14","171156578","392124","0025.20","12","2",,"39.903629","-88.950233","1","1717115","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=291362M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=291362M","83270","17","17115","0","1","0","8153433977","8005339416","OREANA","1","DCCR","Primary","0","0","1","0","0","0","0","0",,"2017-03-09T00:00:00.000Z","2017-03-09T18:59:00.000Z","2",,"1982","ILLINOIS","IL","MACON","OREANA"
"POINT (-86.227699999755 33.592499999875)","726843M","NS","GULF","EAST END","NA","SEDDON ROAD","3","1","220528","999999","14","011152620","472570","0760.570","12",,,"33.5924983","-86.227715","2","011115","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=726843M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=726843M","25430","1","1115","0","1","0","8009464744","8009464744","PELL CITY","1","NS","Primary","8","7","1","0","0","0","0","0","8","2022-05-28T00:00:00.000Z","2022-05-28T09:44:15.000Z","2","230","2011","ALABAMA","AL","ST CLAIR","RIVERSIDE"
"POINT (-105.8359999998 35.525700000055)","013721M","BNSF","SOUTHWEST","GLORIETA","CR 51","OJO DE LA VACA RD","3","1","210625","999999","14","350010119","772447","0831.125","12",,,"35.525681","-105.836494","1","3535049","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=013721M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=013721M","123288","35","35049","0","2","0","8173521549","8008325452","CANYONCITO","1","BNSF","Primary","1","1","1","0","0","0","0","0","8","2021-06-25T00:00:00.000Z","2021-06-25T00:07:19.000Z","2","000442","2013","NEW MEXICO","NM","SANTA FE","CANONCITO"
"POINT (-82.417000000449 39.537500000225)","229006D","IORY","NORTHERN","LOGAN","L","KILBARGER","2","1","200619","999999","14","390734340","356240","0049.58","14","2",,"39.537467","-82.417009","1","3939073","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=229006D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=229006D","115621","39","39073","0","1","0","8008003490","8008003490","LOGAN","1","IORY","Primary","1","1","1","0","0","0","0","0",,"2020-06-19T00:00:00.000Z","2020-06-19T12:37:16.000Z","2",,"1970","OHIO","OH","HOCKING","LOGAN"
"POINT (-75.042499999575 39.86480000042)","586472R","CRSH","SOUTH JERSEY","#N\A","LS","COMMERCE DRIVE","3","1","220303","999999","20","340071640","198145","0008.09","12",,,"39.864824","-75.042489","1","3434007","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=586472R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=586472R","127980","34","34007","0","1","0","8562312282","8007990994","BARRINGTON","1","CRSH","Primary","0","0","0","2","0","0","0","0","7","2022-03-03T00:00:00.000Z","2022-03-03T16:58:43.000Z","2","3888","2016","NEW JERSEY","NJ","CAMDEN","LAWNSIDE"
"POINT (-75.55699999995 42.01319999968)","263749S","CNYK","CENTRAL","#N\A","PRIVATE","GAFFNEY","2","1","200512","999999","14","360076740",,"0184.750","16","1",,"42.0132422","-75.5570233","1","3636007","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=263749S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=263749S","25891","36","36007","0","1","0","6075928236","8003666979",,"1","CNYK","Primary","0","1","1","0","0","0","0","0",,"2020-05-12T00:00:00.000Z","2020-05-12T16:41:10.000Z","2",,"1986","NEW YORK","NY","BROOME","WINDSOR"
"POINT (-86.278699999905 36.1959999996)","348849K","NERR",,"NASHVILLE&EAST",,"PRIVATE ROAD","2","1","130124","999999","14","471891360","431930","0033.25","16","2",,"36.195963","-86.278675",,"4747189","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=348849K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=348849K","99836","47","47189","0","1","0",,,"LEBANON","1","NERR","Primary","0","0","0",,,,,"0","1","2013-01-24T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1970","TENNESSEE","TN","WILSON","LEBANON"
