"objectid","filenum","occurred_d","occurred_tm","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","uofnum","forcetype","uof_reason","cycles_num","forceeffec","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","arc_street","ra","beat","sector","division","dist_name"
"952","UF2014-1174","2014-09-07T00:00:00.000","4:00","9320","Male","White","2007-11-28T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19620, 19621"," Weapon display at Person, Verbal Command","Detention/Frisk","NULL"," Yes, Yes","35262","Black","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","10000 N CENTRAL EXPY","4524","211","210","NORTHEAST","D13"
"953","UF2014-1305","2014-09-07T00:00:00.000","3:00","9122","Male","White","2007-05-30T00:00:00.000","Yes"," Abrasion/Scrape, Fracture","Yes","Arrest"," 19878, 19879, 19880"," BD - Grabbed, BD - Grabbed, BD - Grabbed","Arrest","NULL"," No, No, No","35273","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/Public Servant, Evading Arrest, Public Intoxication","202 S LANCASTER AVE","4135","414","410","SOUTHWEST","D1"
"954","UF2014-1200","2014-09-07T00:00:00.000","9:20","10379","Male","Hispanic","2012-05-09T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19628"," Take Down - Body","Arrest","NULL"," Yes","24415","Black","Male","Yes"," Laceration/Cut","Yes","Alchohol"," Public Intoxication","220 W CAMP WISDOM RD","4364","747","740","SOUTH CENTRAL","D8"
"955","UF2014-1298","2014-09-07T00:00:00.000","0:05","10204","Female","Other","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover"," 19622, 19623, 19881"," BD - Grabbed, Hand Controlled Escort, Verbal Command","Arrest","NULL"," No, Yes, No","35266","Black","Female","No"," No injuries noted or visible","No","Unknown"," No Arrest","2200 N MASTERS DR","1247","327","320","SOUTHEAST","D7"
"956","UF2014-1298","2014-09-07T00:00:00.000","2:15","7897","Male","Hispanic","2000-05-17T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19629, 19630"," Verbal Command, Hand Controlled Escort","Danger to self or others","NULL"," No, Yes","35266","Black","Female","No"," No injuries noted or visible","No","Mentally unstable"," No Arrest","2200 N MASTERS DR","1247","327","320","SOUTHEAST","D7"
"957","UF2014-1688","2014-09-07T00:00:00.000","11:55","4968","Female","Hispanic","1984-01-09T00:00:00.000","Yes"," Sprain/Strain","No","Crowd Control","19661"," Hand Controlled Escort","Active Aggression","NULL"," No","35286","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/Public Servant","3965 MARTIN LUTHER KING JR BLVD","2098","115","110","CENTRAL","D7"
"958","UF2014-1479","2014-09-07T00:00:00.000","22:10","10598","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19647, 20709"," Verbal Command, Weapon display at Person","Arrest","NULL"," Yes, Yes","35277","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Assault/FV","4044 MEHALIA DR","4357","737","730","SOUTH CENTRAL","D8"
"959","UF2014-1479","2014-09-07T00:00:00.000","19:35","10469","Male","Black","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19649, 19650"," Verbal Command, Weapon display at Person","Arrest","NULL"," Yes, Yes","35277","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Assault/FV","4044 MEHALIA DR","4357","737","730","SOUTH CENTRAL","D8"
"961","UF2014-1479","2014-09-07T00:00:00.000","19:35","10469","Male","Black","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20707, 20708"," Weapon display at Person, Verbal Command","Arrest","NULL"," Yes, Yes","35276","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Assault/FV","4044 MEHALIA DR","4357","737","730","SOUTH CENTRAL","D8"
"962","UF2014-1229","2014-09-07T00:00:00.000","18:54","9869","Female","Black","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19635, 19636"," Verbal Command, Hand/Arm/Elbow Strike","Arrest","NULL"," No, Yes","32403","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Arrest, Fail to ID, Assault/FV, Warrant/Hold","4700 WIMBELTON WAY","1217","318","310","SOUTHEAST","D7"
"963","UF2014-1229","2014-09-07T00:00:00.000","1:59","10041","Female","Black","2009-11-11T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19637, 19638"," Verbal Command, BD - Pushed","Arrest","NULL"," No, Yes","32403","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Search and Transport, Fail to ID, Assault/FV, Warrant/Hold","4700 WIMBELTON WAY","1217","318","310","SOUTHEAST","D7"
"964","UF2014-1418","2014-09-07T00:00:00.000","20:18","9576","Female","White","2008-08-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19642, 19643"," BD - Pushed, Held Suspect Down","Active Aggression","NULL"," Yes, Yes","35275","White","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication","5201 HARRY HINES BLVD","4452","514","510","NORTHWEST","D2"
"965","UF2014-1249","2014-09-07T00:00:00.000","18:05","10556","Male","White","2013-05-08T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover"," 19658, 19659"," Weapon display at Person, Verbal Command","Arrest","NULL"," No, No","35284","White","Male","Yes"," Gunshot","Yes","FD-Unknown if Armed"," Assault/Public Servant, Evading Arrest","N STEMMONS FWY","2058","131","130","CENTRAL","D2"
"966","UF2014-1181","2014-09-06T00:00:00.000","8:00","9413","Male","Hispanic","2008-04-02T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19786"," Verbal Command","Detention/Frisk","NULL"," Yes","35253","Black","Male","No"," No injuries noted or visible","No","Alchohol and unknown drugs"," No Arrest","12019 SCHROEDER RD","1028","251","250","NORTHEAST","D10"
"967","UF2014-1297","2014-09-06T00:00:00.000","23:30","9521","Male","White","2008-07-09T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19584, 19585, 19586"," Verbal Command, Joint Locks, OC Spray","Arrest","NULL"," No, No, Yes","35234","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication, Resisting Arrest","1900 GREENVILLE AVE","1164","144","140","CENTRAL","D14"
"968","UF2014-1247","2014-09-06T00:00:00.000","0:27","8759","Male","White","2005-12-16T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19611"," Handcuffing Take Down","Danger to self or others","NULL"," Yes","35254","White","Male","Yes"," Abrasion/Scrape","Yes","Alchohol and unknown drugs"," Public Intoxication","200 S LAMAR ST","2072","133","130","CENTRAL","D14"
"969","UF2014-1248","2014-09-06T00:00:00.000","17:45","10289","Male","Hispanic","2011-05-11T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 19614, 19617"," Weapon display at Person, Verbal Command","Assault to Other Person","NULL"," Yes, Yes","35256","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect w/ Other Weapon"," Assault","2000 S CESAR CHAVEZ BLVD","2107","152","150","CENTRAL","D2"
"970","UF2014-1248","2014-09-06T00:00:00.000","18:05","10531","Male","White","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 19615, 19616"," Weapon display at Person, Verbal Command","Assault to Other Person","NULL"," Yes, Yes","35256","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect w/ Other Weapon"," Assault","2000 S CESAR CHAVEZ BLVD","2107","152","150","CENTRAL","D2"
"971","UF2014-1265","2014-09-06T00:00:00.000","4:20","9965","Male","Hispanic","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19664"," Weapon display at Person","Arrest","NULL"," Yes","35289","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/FV","3131 SIMPSON STUART RD","4356","757","750","SOUTH CENTRAL","D8"
"972","UF2014-1265","2014-09-06T00:00:00.000","11:48","9814","Male","Black","2009-04-29T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19665, 19666"," Weapon display at Person, Held Suspect Down","Arrest","NULL"," Yes, Yes","35290","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Assault/FV","3131 SIMPSON STUART RD","4356","757","750","SOUTH CENTRAL","D8"
"973","UF2014-1199","2014-09-06T00:00:00.000","23:40","10611","Male","Hispanic","2013-08-14T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19598"," Held Suspect Down","Arrest","NULL"," Yes","35240","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","3207 KELLOGG AVE","4249","728","720","SOUTH CENTRAL","D4"
"974","UF2014-1199","2014-09-06T00:00:00.000","9:25","9609","Male","White","2008-09-17T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19601"," Joint Locks","Arrest","NULL"," Yes","35241","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","3207 KELLOGG AVE","4249","728","720","SOUTH CENTRAL","D4"
"975","UF2014-1199","2014-09-06T00:00:00.000","9:20","7080","Male","White","1994-07-13T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19605, 19606"," Joint Locks, Held Suspect Down","Arrest","NULL"," Yes, Yes","35242","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","3207 KELLOGG AVE","4249","728","720","SOUTH CENTRAL","D4"
"976","UF2014-1285","2014-09-06T00:00:00.000","0:00","10165","Male","White","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19593, 19594"," Take Down - Arm, Joint Locks","Arrest","NULL"," No, Yes","35239","Hispanic","Male","Yes"," Abrasion/Scrape, Redness/Swelling, Laceration/Cut, Bruise, Hospitalized","Yes","Alchohol"," Public Intoxication, Resisting Arrest","500 N MUNGER BLVD","1185","114","110","CENTRAL","D14"
"977","UF2014-1285","2014-09-06T00:00:00.000","0:00","8887","Male","White","2006-08-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19595, 19596"," Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike","Active Aggression","NULL"," No, Yes","35239","Hispanic","Male","Yes"," Laceration/Cut, Treated by DFD","Yes","Alchohol"," Public Intoxication, Resisting Arrest","600 N MUNGER BLVD","1185","114","110","CENTRAL","D14"
"978","UF2014-1285","2014-09-06T00:00:00.000","11:00","10165","Male","White","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19597"," Take Down - Arm","Active Aggression","NULL"," No","35239","Hispanic","Male","Yes"," Laceration/Cut, Treated by DFD","Yes","Alchohol"," Public Intoxication, Resisting Arrest","600 N MUNGER BLVD","1185","114","110","CENTRAL","D14"
"979","UF2014-1871","2014-09-06T00:00:00.000","20:30","9762","Male","White","2009-03-18T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22071, 22072"," Verbal Command, Taser","Danger to self or others","1"," No, Yes","35287","Black","Male","Yes"," Abrasion/Scrape, Taser Burn Marks","Yes","Mentally unstable"," APOWW","6900 E R L THORNTON FWY","1215","316","310","SOUTHEAST","D7"
"980","UF2014-1988","2014-09-05T00:00:00.000","22:15","10596","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19583"," OC Spray","Assault to Other Person","NULL"," Yes","35232","Black","Female","Yes"," OC Spray Treatment","Yes","None detected"," Assault/Public Servant","12482 ABRAMS RD","9601","253","250","NORTHEAST","D10"
"981","UF2014-1356","2014-09-05T00:00:00.000","1:24","9541","Male","Hispanic","2008-07-09T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover"," 19691, 19692"," Weapon display at Person, Take Down - Arm","Detention/Frisk","NULL"," No, Yes","35310","Hispanic","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","2728 ASTER ST","4136","442","440","SOUTHWEST","D1"
"982","UF2015-0271","2014-09-05T00:00:00.000","6:00","10531","Male","White","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call","23755"," Weapon display at Person","Weapon Display","NULL"," Yes"," 35271, 35269, 35270, 35272","Hispanic","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","3002 CLYDEDALE DR","3058","537","530","NORTHWEST","D6"
"983","UF2014-1255","2014-09-04T00:00:00.000","17:10","9096","Male","White","2007-04-04T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19567"," Hand/Arm/Elbow Strike","Arrest","NULL"," Yes","35223","White","Male","Yes"," Redness/Swelling","Yes","Unknown"," Theft, Resisting Arrest","1521 N COCKRELL HILL RD","4077","416","410","SOUTHWEST","D6"
"984","UF2014-1274","2014-09-04T00:00:00.000","20:45","6693","Male","Black","1991-07-29T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover","20153"," Take Down - Arm","Active Aggression","NULL"," Yes","35211","White","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," DWI","17300 DALLAS NORTH TOLLWAY","1001","622","620","NORTH CENTRAL","D11"
"985","UF2014-1986","2014-09-04T00:00:00.000","17:00","6847","Male","Hispanic","1993-01-07T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19543"," Weapon display at Person","Assault to Other Person","NULL"," Yes"," 35212, 43011, 43012","Hispanic","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Assault/FV, Warrant/Hold, Other Misdemeanor Arrest","3132 NORWALK AVE","3059","538","530","NORTHWEST","D2"
"986","UF2014-1986","2014-09-04T00:00:00.000","2:00","6847","Male","Hispanic","1993-01-07T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19543"," Weapon display at Person","Assault to Other Person","NULL"," Yes"," 35212, 43011, 43012","Hispanic","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Public Intoxication","3132 NORWALK AVE","3059","538","530","NORTHWEST","D2"
"987","UF2014-1296","2014-09-04T00:00:00.000","0:15","8253","Male","White","2002-07-19T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution","19566"," Weapon display at Person","Weapon Display","NULL"," Yes","35222","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown"," Warrant/Hold","9941 WHITEHURST DR","4525","242","240","NORTHEAST","D10"
"988","UF2014-1173","2014-09-03T00:00:00.000","8:18","9749","Male","Other","2009-02-04T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19541"," Joint Locks","Assault to Other Person","NULL"," Yes","35207","White","Male","Yes"," Non-Visible Injury/Pain","Yes","Alchohol and unknown drugs"," Assault/FV","16060 DALLAS PKWY","1004","622","620","NORTH CENTRAL","D11"
"989","UF2014-1173","2014-09-03T00:00:00.000","4:00","9824","Male","White","2009-04-29T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19542"," Joint Locks","Assault to Other Person","NULL"," Yes","35208","White","Male","Yes"," Non-Visible Injury/Pain","Yes","Alchohol and unknown drugs"," Assault/FV","16060 DALLAS PKWY","1004","622","620","NORTH CENTRAL","D11"
"990","UF2014-1594","2014-09-03T00:00:00.000","20:10","5603","Male","White","1987-03-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19546, 19548, 19549, 19550"," Verbal Command, Taser Display at Person, Joint Locks, Take Down - Body","Arrest","NULL"," No, No, Yes, Yes","35219","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect Unarmed"," Warrant/Hold","2505 2ND AVE","2138","346","340","SOUTHEAST","D7"
"991","UF2014-1594","2014-09-03T00:00:00.000","15:00","7683","Female","White","1998-09-02T00:00:00.000","Yes"," Redness/Swelling, Abrasion/Scrape","No","Arrest"," 19551, 19552, 19553"," Verbal Command, Joint Locks, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","35219","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," Warrant/Hold","2505 2ND AVE","2138","346","340","SOUTHEAST","D7"
"992","UF2014-1196","2014-09-03T00:00:00.000","3:30","10094","Male","White","2010-01-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19489, 19491, 19494"," Hand Controlled Escort, Joint Locks, Take Down - Arm","Arrest","NULL"," No, Yes, Yes","35191","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Warrant/Hold","2836 E OVERTON RD","4251","728","720","SOUTH CENTRAL","D4"
"993","UF2014-1196","2014-09-03T00:00:00.000","3:00","10582","Male","Black","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19497, 19498, 19500"," Hand Controlled Escort, Take Down - Arm, Joint Locks","Active Aggression","NULL"," No, Yes, Yes","35191","Black","Female","No"," No injuries noted or visible","Yes","Unknown Drugs"," Warrant/Hold","2836 E OVERTON RD","4251","728","720","SOUTH CENTRAL","D4"
"994","UF2014-1592","2014-09-03T00:00:00.000","23:00","8782","Male","White","2006-02-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19495, 19496"," BD - Grabbed, Verbal Command","Danger to self or others","NULL"," No, No","35192","White","Male","No"," OC Spray Treatment, Treated by DFD","Yes","Mentally unstable"," APOWW","5700 E UNIVERSITY BLVD","4623","219","210","NORTHEAST","D14"
