"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-150731","A669686","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A669686","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Izakaya","Cat","2 YEARS 1 MONTH","Spayed Female","Domestic Shorthair","Tortie / Brn Tabby","2022-09-08T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669686","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Description: Tortie / Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Izakaya and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on August 4, 2022.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>","RED"
"K22-150737","A672003","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672003","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Sage","Cat","7 WEEKS","Female","Domestic Shorthair","Black","2022-09-08T00:00:00.000","Received on","1200 block of  E GUIBERSON ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672003","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 1200 block of  E GUIBERSON ST<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150738","A672005","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672005","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Edith","Dog","1 WEEK","Female","Labrador Retriever / Mix","Black / White","2022-09-08T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672005","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black / White Female Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150740","A642799","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A642799","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Tofu","Cat","1 YEAR 7 MONTHS","Spayed Female","Domestic Longhair","Black","2022-09-08T00:00:00.000","Received on","23900 block of  111TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A642799","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 23900 block of  111TH PL SE<p/> Description: Black Spayed Female Domestic Longhair Cat<p/> Age: 1 YEAR 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150739","A672012","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672012","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ringo","Cat","2 YEARS","Male","Domestic Shorthair","Black / White","2022-09-08T00:00:00.000","Received on","3000 block of  118TH AVE SE","BELLEVUE","WA","98005","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672012","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 3000 block of  118TH AVE SE<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","RED"
"K22-150768","A670038","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A670038","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","All Sorts","Cat","2 YEARS 1 MONTH","Spayed Female","Domestic Shorthair","Calico / White","2022-09-09T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670038","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Description: Calico / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is All Sorts and I am available for adoption.<p/><p/>I was brought in by a good samartitan on 9/9/22. <p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>","GREEN"
"K22-150798","A672107","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672107","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","3 WEEKS","Female","Domestic Shorthair","Black","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672107","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150794","A672102","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672102","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","3 WEEKS","Male","Domestic Shorthair","Black","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672102","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150801","A672105","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672105","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","3 WEEKS","Male","Domestic Shorthair","Black","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672105","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150796","A672104","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 WEEKS","Female","Domestic Shorthair","Calico","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672104","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150795","A672103","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 WEEKS","Female","Domestic Shorthair","Calico","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672103","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150797","A672106","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672106","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","3 WEEKS","Female","Domestic Shorthair","Calico","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672106","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150799","A672108","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672108","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","3 WEEKS","Female","Domestic Shorthair","Tortie","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672108","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150783","A672065","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Dog","NO AGE","Female","Yorkshire Terrier","Gray / Tan","2022-09-09T00:00:00.000","Received on","12500 block of  SE GREEN VALLEY RD","AUBURN","WA","98092","KING COUNTY","47.300881","-122.175364",,"Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 12500 block of  SE GREEN VALLEY RD<p/> Description: Gray / Tan Female Yorkshire Terrier Dog<p/> Age: NO AGE<p/>",
"K22-150805","A672139","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672139","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Max","Dog","1 YEAR","Male","Pit Bull","Gray / White","2022-09-09T00:00:00.000","Received on","17400 block of  SOUTHCENTER PKWY","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672139","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 17400 block of  SOUTHCENTER PKWY<p/> Description: Gray / White Male Pit Bull Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150779","A672077","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672077","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","2 YEARS","Female","Domestic Longhair","Seal Pt","2022-09-09T00:00:00.000","Received on","2000 block of  W MEEKER ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672077","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 2000 block of  W MEEKER ST<p/> Description: Seal Pt Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150774","A672064","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672064","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","The Brain","Cat","13 WEEKS","Female","Domestic Shorthair","White / Black","2022-09-09T00:00:00.000","Received on","2400 block of  S 260TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672064","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 2400 block of  S 260TH ST<p/> Description: White / Black Female Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150773","A672063","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672063","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Pinky","Cat","13 WEEKS","Male","Domestic Shorthair","White / Black","2022-09-09T00:00:00.000","Received on","2400 block of  S 260TH ST","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672063","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 2400 block of  S 260TH ST<p/> Description: White / Black Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150785","A658880","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A658880","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Max","Dog","2 YEARS 6 MONTHS","Male","Miniature Poodle / Mix","White / Cream","2022-09-09T00:00:00.000","Received on","4100 block of  S 144TH ST","TUKWILA","WA","98168","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A658880","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 4100 block of  S 144TH ST<p/> Description: White / Cream Male Miniature Poodle / Mix Dog<p/> Age: 2 YEARS 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150770","A672049","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672049","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","2 YEARS","Female","Domestic Mediumhair","Org Tabby","2022-09-09T00:00:00.000","Received on","8300 block of  161ST AVE NE","REDMOND","WA","98052","REDMOND","47.675578","-122.124012","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672049","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 8300 block of  161ST AVE NE<p/> Description: Org Tabby Female Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150827","A672194","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672194","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jimmy Joe Jr","Cat","5 WEEKS","Female","Domestic Shorthair","Brn Tabby","2022-09-10T00:00:00.000","Received on","19200 block of  SE 281ST PL","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672194","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 19200 block of  SE 281ST PL<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150828","A672201","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672201","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","4 YEARS","Male","Domestic Shorthair","Gray / White","2022-09-10T00:00:00.000","Received on","19600 block of  84TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672201","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 19600 block of  84TH AVE S<p/> Description: Gray / White Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150824","A672188","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672188","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","NO AGE","Male","Staffordshire Bull Terrier","Brown / White","2022-09-10T00:00:00.000","Received on","22100 block of  109TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672188","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 22100 block of  109TH PL SE<p/> Description: Brown / White Male Staffordshire Bull Terrier Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150816","A672177","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672177","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Frannny","Cat","4 MONTHS","Female","Domestic Longhair","Lynx Pt","2022-09-10T00:00:00.000","Received on","23300 block of  147TH AVE SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672177","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 23300 block of  147TH AVE SE<p/> Description: Lynx Pt Female Domestic Longhair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150820","A672182","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672182","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","4 WEEKS","Female","Domestic Shorthair","Gray","2022-09-10T00:00:00.000","Received on","24400 block of  148TH AVE SE","KENT","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672182","Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 24400 block of  148TH AVE SE<p/> Description: Gray Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
