"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"Ginger and Baker","Restaurant/Bar","gingerandbaker.com/","359 Linden","Fort Collins","Tues to Fri: 11am - 9pm  Sat & Sun: 9am - 9pm","Contact us at 970-223-7437. TEMPORARILY CLOSED! We're so looking forward to this brand new year and with that in mind, we're taking a pause in January to recharge and refresh. We're working on deep cleaning, improvements to our spaces and creating mouthwatering new winter menus for the Bakery, Cafe and The Cache. We'll be reopening on Tuesday, February 9!!!","How to help this business:","Outdoor Dining","585","0253345803fc4f68775c156023cb09b825cbbf43"
"Hibachi","Restaurant/Bar","masahibachisushi.com/","1051 W Horsetooth","Fort Collins","Mon. - Thurs.: 11:00 am - 2:30 pm; 4:00 pm - 10:00 pm Fri.: 11:00 am - 2:30 pm; 4:00 pm - 11:00 pm Saturday.: 11:00 am - 11:00 pm Sunday: 12:00 pm - 10:00 pm",,"How to help this business:","Outdoor Dining","586","c742fe0beede05acb65e49458573023348a0ac91"
"Krazy Karl's Elizabeth","Restaurant/Bar","www.krazykarlspizza.com/","1124 W. Elizabeth St","Fort Collins","Thurs - Sat 10:30am - 2am",,,"Outdoor Dining","587","2194bdea1fa2c64450ad27af279b40f9a6355561"
"Krazy Karl's Timberline","Restaurant/Bar","www.krazykarlspizza.com/","2620 S. Timberline Rd.","Fort Collins","10:30am - 12 am","Beer and wine for delivery. We deliver for ourselves, avoid unnecessary fees.","Check out our online ordering for take out and delivery! Gifts cards also available online. Support local!","Outdoor Dining","588","a7b6bb18560594d6323ddf0d35b79452e303ef82"
"Little on Mountain","Restaurant/Bar","www.facebook.com/littleonmountain/","1046 W Mountain Ave","Fort Collins","Monday:  CLOSED  Tuesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Wednesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Thursday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Friday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 AM  Saturday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Sunday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM","Family style meals available","How to help this business:","Outdoor Dining","589","73333352a849e1bf7cf444f5805ede3eaa8a3539"
"Luciles Creole Cafe of Fort Collins","Restaurant/Bar","www.luciles.com","400 S. Meldrum St.","Fort Collins","8am-2pm Everyday","Contact us at 970-224-5464. Heated patio dining and To Go orders 7 days a week for dining at our restaurant or for takeout to enjoy at home. Check out the Bloody Mary and Mimosa Kits! We'll be doing things a bit differently. Outdoor seating, six-foot social distancing, extra sanitation measures, digital menus are just a few of the many measures we are putting into place to ensure you and our staff remain safe","1. Order out delicious food! We are happy to bring food, drinks and retail items out to your car!  Just call us. 2. Stop in and purchase retail goodies for the holidays. 3. Rate and like us on social media.","Outdoor Dining","590","31d44111ae8acd5fe53ef97e318a1fa2d28ad740"
"Maya Cove","Restaurant/Bar","www.defendmayacove.com/","2100 W Drake Rd","Fort Collins","Monday:  11:00 AM - 10:00 PM  Tuesday:  11:00 AM - 10:00 PM  Wednesday:  11:00 AM - 10:00 PM  Thursday:  11:00 AM - 11:00 PM  Friday:  11:00 AM - 11:00 PM  Saturday:  11:00 AM - 11:00 PM  Sunday:  11:00 AM - 11:00 PM",,"How to help this business:","Outdoor Dining","591","75083e184b7f73eb838692364acf2bf765e87430"
"Mobb Mountain Distillers","Restaurant/Bar","mobbmountain.com","400 Linden","Fort Collins","3-8 Tuesday-Friday, 12-8 Saturday/Sunday",,"Business shoutouts, collaborations, trades info@mobbmountain.com  Follow us on instagram.com/mobbmountain & Facebook.com/mobbmountaindistillers","Outdoor Dining","592","8f25932ea00ee7fcc3cd12cbc6e1ceb8d15d5b5a"
"Mountain Cafe","Restaurant/Bar","mountaincafe.restaurantsnapshot.com","226 W Mountain Ave","Fort Collins","7:30 AM - 1:30 PM",,"-Let people know we are still open and happy to serve the community  -Rate us on Google and Yelp  -Continue to come in for breakfast/lunch","Outdoor Dining","593","61fb84f7a27796343557a040271c3b8ec6958d51"
"Next Door American Eatery","Restaurant/Bar","www.nextdooreatery.com/location/location-fortcollins/","100 N College Ave","Fort Collins","Tuesday: Closed Wednesday: 11AM-10PM Thursday: 11AM-10PM Friday: 11AM-11PM Saturday: 11AM-11PM Sunday: 11AM-9PM Monday: Closed","Contact us at 970- 568-8869. Open for dine in, take out, online order: sun - thur 11 - 9 / fri + sat 11 - 10   happy hour daily 2:30-5:30 + all day wednesdays  what to expect when you come in: join the waitlist via our app or by calling us, we'll text ya when your table is ready.   once you're at your table, snap the qr code on your table with your device and download our APP.  you'll order + pay for your food all from your phone, making note of your table number.   sit back + relax, when your order is ready, we'll bring it to your table.   need another MARG or MAPLE-SOY BBQ PORK BELLY WRAP? simply place another order!  we are a cashless restaurant credit / debit only","How to help this business:","Outdoor Dining","594","6ad7970a92617b5e17d53089b50f3ec37fef5ec8"
"Nick's Italian","Restaurant/Bar","www.nicksfc.com/","1100 S. College Ave.","Fort Collins","Tuesday- Thursday: 4:30-8:00  Friday & Saturday: 4:30-9:00  Closed Sunday & Monday","Contact us at 970-631-8301. In house dining, Tues - Thurs 4:30 to 8pm, Fri & Sat 4:30 to 9pm, Closed Sun & Mon. Make reservations through Resy. Order online at nicksfc.com or through NocoNosh delivery. We appreciate you more than you know. Thanks for the support as we come out of our shell.","How to help this business:","Outdoor Dining","595","cdf752625ccb0dede0e25f5565c94f1de27081a8"
"Nuance Chocolate","Restaurant/Bar","www.NuanceChocolate.com","214 Pine Street","Fort Collins","M-T: 11 to 7, F: 11 to 8, Sa: 10 to 8. Su: 12 to 4","Bean-to-bar chocolate!","Follow us on social media @nuancechocolate","Outdoor Dining","596","37a08c6cf1bb4e7e0a3249f06026b88ca58cc49b"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","Outdoor Dining","597","9622c6be179d66a79ae7aff4ebbc9c85c77e6ed7"
"Pour Brothers - Make Pour Choices","Restaurant/Bar","pourbrothers.com/drinks","220 Linden","Fort Collins","Mon:  closed Tues-Weds: 2:00 pm - 7:00 pm Thu: 2:00 pm - 8:00 am Friday: 12:00 pm - 8:00  pm Saturday: 11:00 am - 8:00 pm Sun: 11:00 am - 6:00pm","Contact us at 970-493-4368. Pour Brothers Community Tavern has inside dining available (based on allowable capacity restrictions) along with outside dining at fire bowl tables with patio heaters under the canopy! Prefer your drinks and bites to go? No problem! We are happy to do that too. Hours are variable with the changing regulations.","How to help this business:","Outdoor Dining","598","7cc4a82a1bd06c4d4be50d1cdcde087dbf524a39"
"Rally King Brewing","Restaurant/Bar","www.RallyKingBrewing.com","1624 S Lemay Ave #4","Fort Collins","12pm-8pm Every Day","Open 2-7pm daily. Growler fills, 6 packs, and 12oz bottles available. Gift cards and merch also available for sale. Limited to go snacks menu also available.","Please rate us on Google, follow us on our Instagram and Facebook pages @rallykingbrewing, and utilize our extensive to go options! You can find our online ordering site through our website!","Outdoor Dining","599","9bc50bb9be3a5d57c483e1e2b85c1887cf96ea3e"
"Rally5","Restaurant/Bar","www.rally5streeteats.com/","2310 Harmony 101","Fort Collins","Wednesday-Sunday 12 to 7pm",,"How to help this business:","Outdoor Dining","600","d4740b017a816b008cf923eb50e173ae958aac24"
"Restaurant 415","Restaurant/Bar","www.thefourfifteen.com/","415 S Mason","Fort Collins","Monday:  CLOSED  Tuesday:  11:00 AM - 10:00 PM  Wednesday:  11:00 AM - 10:00 PM  Thursday:  11:00 AM - 10:00 PM  Friday:  11:00 AM - 10:00 PM  Saturday:  11:00 AM - 10:00 PM  Sunday:  11:00 AM - 9:00 PM","Contact us at 970-407-0415. Indside dining available, and heated patio. Reservations are welcome. Also offering take out and curbside pickup. Open 11am - 8pm Tuesday - Sunday, closed on Monday. (970) 407-0415","How to help this business:","Outdoor Dining","601","1bd75a6afc601ce9f181752c5e9967622121ef03"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","Outdoor Dining","602","678f1019aa031ff67a9a82d9ed844bb17debd0c2"
"Scrumpy's Hard Cider Bar","Restaurant/Bar","scrumpys.net/","215 N College Ave","Fort Collins","Friday-Sunday 3pm-6pm (Cider and Beer)","https://untappd.com/v/scrumpys-hard-cider-bar-and-pub/713466","https://www.facebook.com/ScrumpysHardCiderBar/","Outdoor Dining","603","910403f33ab77dba1666db294156850a7f9389b2"
"Silver Grill","Restaurant/Bar","www.silvergrill.com/","218 Walnut","Fort Collins","Daily - 8am to 1pm","Contact us at 970-484-4656. We will continue offering takeout for pick-up at our to-go window or curbside, as well as delivery through NOCO Nosh. Finally, our updated hours are now 8 am - 1 pm Monday through Sunday. We are excited to continue serving your Silver Grill favorites & want to thank the community for your continued support, patronage, & encouragement. Wishing you & your family safety & good health.","How to help this business:","Outdoor Dining","604","e3205edcab8958597a78573f5ae60eeaba46bdf8"
"Social","Restaurant/Bar","www.socialfortcollins.com/","1 Old Town Sq 7","Fort Collins","4:00 PM - 12:00 AM",,"How to help this business:","Outdoor Dining","605","f21f3fa7a33fe16352a778835cb9ec3f818147db"
"Stuft","Restaurant/Bar","stuftburgerbar.com/location/fort-collins/","210 S College","Fort Collins","Thur-Sun  11:00 am to 8:00 pm",,"How to help this business:","Outdoor Dining","606","7ac75e44ad0c761f717ae9c52f81cb26df9fe13d"
"Sushi Jeju","Restaurant/Bar","www.sushijejufoco.com/","238 S college","Fort Collins","Mon - Fri (lunch11:00 am to 2:30 pm  Mon - Fri (closed)2:30 pm to 5:00 pm  Mon - Thu(dinner)5:00 pm to 9:30 pm  Fri(dinner)5:00 pm to 10:00 pm  Sat: 12:00 pm to 10:00 pm  Sun:12:00 pm to 8:30 pm",,"How to help this business:","Outdoor Dining","607","5105e3261291ab509b94cba28cee3b2db173224c"
"Tap and Handle","Restaurant/Bar","www.tapandhandle.com/","307 S College Ave","Fort Collins","Tues-Sun: 11:30am-10pm","Contact us at 970-484-1116. Indoor and outdoor dining available. Mon - Fri 11:30 to 10pm, Sat-Sun 11:00 am to 10:00 pm. To place an order for curbside pickup or delivery call (970) 484-1116 or order online! Tap and Handle would like to thank the community for all of the continued support. We could not survive without you. Cheers friends!","How to help this business:","Outdoor Dining","608","c31f56654ea38ec24e48eb8e2711f985a532c827"
"The Marmot","Restaurant/Bar","www.facebook.com/pages/category/Dive-Bar/The-Marmot-Fort-Collins-548044442297057/","829 S Shields St 100","Fort Collins","Daily: 4pm-12am",,"How to help this business:","Outdoor Dining","609","fddf19f486b9ac1de0f5e15956b41fd8945e42d0"
"The Reserve By Old Elk Distillery","Restaurant/Bar","www.oldelk.com/the-reserve-home","253 Linden Street","Fort Collins","Sun-Wed: 11am-9pm. Thurs-Sat: 11am-11pm","Contact us at 970-287-0640. Offering dine in, patio dining, delivery, take out, and curbside pick up. Invites you to pick-up a bottle of your favorite spirit - and choose from any of our 6 to-go cocktail kits. All the fixins' you need to bring The Reserve home with you. Call us to place your orders over the phone at 970-682-3330. We'll be here from 12-8pm","Come on by","Outdoor Dining","610","63df137599b1a3d6cb23e172bad2cc847553ea49"
"The Welsh Rabbit","Restaurant/Bar","www.thewelshrabbit.com/contact","200 Walnut St B","Fort Collins","Monday - Thursday: 12pm - 9pm  Friday: 12pm - 10pm  Saturday: 11am - 10pm",,"How to help this business:","Outdoor Dining","611","f80254cb5a937e8eb3dfa1ec528f546bed105ccb"
"Timnath Beerwerks","Restaurant/Bar","www.timnathbeerwerks.com","4138 Main Street","Timnath","12-8","Contact us at 970-999-5751. We are currently open for dine-in pints at the taproom as well as offering a wide variety of convenient beer to-go.","Please like, follow and share our FB and Instagram posts. Purchase a gift card or Beer To Go for a friend Come visit and check out our cool space. We have a large patio and tent with heaters and blankets available.  Dress warm and come enjoy a pint with us!","Outdoor Dining","612","0158e609dddad11b88dfa05dfaf251903c54d0f5"
"Walrus Ice Cream","Restaurant/Bar","www.walrusicecream.com/","125 W. Mountain Avenue","Fort Collins","Noon -9  Sun-Wed. Thurs-Sat 11am-10pm","Contact us at 970-482-5919. Open Sun-Wed 12-9pm, and Thur-Sat 11am-10pm Takeout, and delivery","1. We wholesale and sell in store pre-packaged pints to go.  2. We love a great review  3. We sell online gift cards, on our website or over the phone.","Outdoor Dining","613","02f18ba66e8550ae4c3852ae82c4b18b8daed2e2"
"William Oliver's","Restaurant/Bar","www.williamolivers.com/","2608 S Timberline 108","Fort Collins","11am-midnight (or earlier depending on restrictions)",,"Please rate and like us on social media. Facebook: facebook.com/williamoliverspublickhouse/ & Instagram: instagram.com/williamolivers/?hl=en","Outdoor Dining","614","43be7b9f47ef2f0184bf2d241294865ac27b0ed5"
"Wolverine Farm Letterpress & Publick House","Restaurant/Bar","www.wolverinefarm.org","316 Willow Street","Fort Collins","M-Sat 11am-8pm Sunday 12-4pm",,"1) Visit our Little Zurich Market, a magical outdoor holiday market featuring local makers, music, poetry, art, mulled wine, hot cider, candle dipping and more! Every Thursday-Saturday 4pm-8pm and Sunday 12-4pm through the end of the year. See our website for more information and to make a candle dipping reservation: www.wolverinefarm.org. To be involved, please email chelsea@wolverinefarm.org. 2) Become a monthly member of Wolverine Farm through our Patreon Campaign at www.patreon.com/wolverinefarm.  3) Feel free to donate to Wolverine Farm from our website, or buy a gift gift card for yourself and your friends at www.wolverinefarm.org/shop.","Outdoor Dining","615","7489e238d14db06a91812fc16777006dab0b3414"
