"county","priority_area_order","priority_area","focus_area_order","focus_area","partner","partner_information","partner_main_address","phone_number","email"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Regional Prevention and Support Programs (formerly CSPs)","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Lewis","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Greene","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley LGBTQ Community Center","Health and Human Services for LGBT Individuals, Families and Communities","300 Wall St PO Box 3994 Kingston, NY  12402","(845) 331-5300","J.rindler@lgbtqcenter.org"
"Oneida","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Wayne","4","Promote Healthy Women, Infants, and Children","2","Child Health","Wayne County Department of Health","Children with Special Health Care Needs Program","1519 Nye Road,Suite 200,Lyons,NY14489","(315) 946-5678","lOdell@co.wayne.ny.us"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hispanic AIDS Forum, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","1767 Park Ave 5th Floor New York, NY  10035","(212) 563-4500","hsanchezsoto@hafnyc.org"
"Otsego","4","Promote Healthy Women, Infants, and Children","2","Child Health","Otsego County Department of Health","Children with Special Health Care Needs Program","140 County Highway 33W,Suite 3,Cooperstown,NY13326","(607) 547-6458","eschlers@otsegocounty.com"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bridging Access to Care, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","2261 Church Ave, Brooklyn, NY  11226","(347) 505-5000","gsmith@bac-ny.org"
"Suffolk","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Long Island Crisis Center, Inc.","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","2740 Martin Ave Bellmore , NY 11710","(516) 826-0244","lleonard@longislandcrisiscenter.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Monroe","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","University of Rochester","Pediatric Obesity Prevention:  Creating Breastfeeding Friendly Communities","518 Hylan Building  Rochester, NY 14627","585-275-8033","cheryl.williams@rochester.edu"
"Monroe","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Cortland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","Prevention Services for Women","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Delaware","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Nassau","4","Promote Healthy Women, Infants, and Children","2","Child Health","Nassau County Department of Health","Children with Special Health Care Needs Program","60 Charles Lindbergh Blvd,Suite 100,Uniondale,NY,11553","(516) 227-8665","Shannon.Jauck@hhsnassaucountyny.us"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Harm Reduction/Syringe Exchange","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Rockland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Livingston","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Coalition of Rochester, Inc.","Community-Based Breast Cancer Support and Wellness Services","1048 University Ave.  Rochester, NY 14607","585-473-8177","holly@bccr.org"
"Livingston","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Grand Street Settlement","Health and Human Services for LGBT Individuals, Families and Communities","80 Pitt St New York, NY 10002","(212) 674-1740","rcordero@grandstreet.org"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","Expanded Syringe Access Program","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"Herkimer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Lewis","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Harm Reduction/Syringe Exchange","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Essex","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Jefferson","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Expanded Syringe Access Program","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Health & Human Svcs for LGBT Individuals, Families and Communities","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Essex","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Essex County Public Health","Special Supplemental Food Program for Women, Infants, and Children (WIC)","PO Box 217
132 Water Street
Elizabethtown, NY 12932","(518) 873-3560","ewic@co.essex.ny.us"
"Essex","4","Promote Healthy Women, Infants, and Children","2","Child Health","Essex County Public Health","Special Supplemental Food Program for Women, Infants, and Children (WIC)","PO Box 217
132 Water Street
Elizabethtown, NY 12932","(518) 873-3560","ewic@co.essex.ny.us"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","To Life!, Inc.","Community-Based Breast Cancer Support and Wellness Services","410 Kenwood Ave.  Delmar, NY 12054","518-439-5975","ebird@tolife.org"
"Franklin","1","Promote a Healthy and Safe Environment","3","Built Environment","Franklin County","Lead Poisoning Prevention Program","355 West Main Street, Suite 425, Malone, NY 12953","(518) 481-1710","kstrack@co.franklin.ny.us"
"Franklin","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Planned Parenthood of the North Country, New York, Inc.","Rape Crisis & Sexual Violence Prevention","66 Brinkerhoff Street Platssburgh, NY 12901","(518) 561-0605","tess.barker@ppncny.org"
"Rockland","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Rockland County Department of Health","Pediatric Obesity Prevention:  Creating Breastfeeding Friendly Communities","50 Sanatorium Rd.  Building D  Pomona, NY 10970","845-364-2508","SouthreC@co.rockland.ny.us"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Criminal Justice - Men","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Mount Sinai Hospital","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","17 E 102nd St, 1st Fl East Room 227, New York, NY  10029","(212) 824-7188","jorge.rodriguez2@mountsinai.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","In Our Own Voices, Inc.","STD Testing and Awareness","245 Lark St Albany , NY 12210","(518) 432-4188","tlagrone@inourownvoices.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STD/HCV Prevention and Related Services for Young Gay Men/Men who have Sex with Men with a focus on COC","259 Monroe Ave, Rochester, NY 14607","(585) 210-4160","ademeo@trilliumhealth.org"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","259 Monroe Ave Rochester , NY 14607","(585) 545-7200","bbelecz@trilliumhealth.org"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","United Bronx Parents, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","300 East 175th St Bronx , NY 10457","(718) 960-7601","pmattel@acacianetwork.org"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Franklin","4","Promote Healthy Women, Infants, and Children","2","Child Health","Franklin County Department of Health","Children with Special Health Care Needs Program","355 West Main Street Suite 425 Malone NY 12953","(518) 481-1673","estreiff@co.franklin.ny.us"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","St. John's Riverside Hospital","Targeted Prevention and Support Services Programs (formerly MSAs)","2 Park Ave Yonkers, NY 10703","(914) 798-8831","DMcGregor@riversidehealth.org"
