School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,M022,New York,Public School,123,No,0,0,0,123,Yes,,123,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/M539,M539,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 719416,"111 COLUMBIA STREET
Manhattan, NY 10002
(40.71892494400004, -73.97935523399997)",
NYC DOE,M025,New York,Public School,114,No,0,0,0,114,Yes,,114,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/M378,"M378,M509,M515",,Manhattan,NY,10002,04/03/2019,04/03/2019,40 72004,"145 STANTON STREET
Manhattan, NY 10002
(40.720522274000075, -73.98567472899998)",
NYC DOE,M028,New York,Public School,165,No,0,0,0,165,Yes,,165,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M028,M028,,Manhattan,NY,10032,04/03/2019,04/03/2019,40 83163,"475 WEST 155 STREET
Manhattan, NY 10032
(40.83145582700007, -73.94250956599996)",
NYC DOE,M030,New York,Public School,460,No,0,0,0,460,Yes,,460,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/M030,"M030,M138,M384",,Manhattan,NY,10035,04/03/2019,04/03/2019,40 805653,"144-176 EAST 128 STREET
Manhattan, NY 10035
(40.80581564700003, -73.93507319299994)",
NYC DOE,M033,New York,Public School,160,No,0,0,0,160,Yes,,160,0,No,Yes,11/20/2018,http://schools.nyc.gov/schools/M033,"M033,M138",,Manhattan,NY,10001,04/03/2019,04/03/2019,40 749014,"281 9 AVENUE
Manhattan, NY 10001
(40.74885617800004, -73.99967295399995)",
NYC DOE,M034,New York,Public School,84,No,0,0,0,84,Yes,,84,0,No,Yes,10/05/2018,http://schools.nyc.gov/schools/M034,M034,,Manhattan,NY,10009,04/03/2019,04/03/2019,40 726008,"730 EAST 12 STREET
Manhattan, NY 10009
(40.72625602900007, -73.97480509999997)",
NYC DOE,M036,New York,Public School,202,No,0,0,0,202,Yes,,202,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M036,M036,,Manhattan,NY,10027,04/03/2019,04/03/2019,40 810705,"123 MORNINGSIDE DRIVE
Manhattan, NY 10027
(40.81023246800004, -73.95728390299996)",
NYC DOE,M040,New York,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/M040,"M040,M255",,Manhattan,NY,10003,04/03/2019,04/03/2019,40 735328,"319 EAST 19 STREET
Manhattan, NY 10003
(40.735112955000034, -73.98178062299996)",
NYC DOE,M041,New York,Public School,122,No,0,0,0,122,Yes,,122,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M041,M041,,Manhattan,NY,10011,04/03/2019,04/03/2019,40 73545,"116 WEST 11 STREET
Manhattan, NY 10011
(40.735531911000066, -73.99880428499995)",
NYC DOE,M042,New York,Public School,70,No,0,0,0,70,Yes,,70,0,No,Yes,02/15/2019,http://schools.nyc.gov/schools/M042,M042,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 716126,"71 HESTER STREET
Manhattan, NY 10002
(40.71595328700005, -73.99083741399994)",
NYC DOE,M043,New York,Public School,82,No,0,0,0,82,Yes,,82,0,No,Yes,12/21/2018,http://schools.nyc.gov/schools/M286,"M286,M369,M384",,Manhattan,NY,10027,04/03/2019,04/03/2019,40 815747,"509 WEST 129 STREET
Manhattan, NY 10027
(40.81525388700004, -73.95515988899996)",
NYC DOE,M044,New York,Public School,100,No,0,0,0,100,Yes,,100,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/M245,"M245,M247,M334",,Manhattan,NY,10024,04/03/2019,04/03/2019,40 780536,"100 WEST 77 STREET
Manhattan, NY 10024
(40.78063475700003, -73.97655232299996)",
NYC DOE,M045,New York,Public School,139,No,0,0,0,139,Yes,,139,0,No,Yes,02/22/2019,http://schools.nyc.gov/schools/M037,"M037,M335",,Manhattan,NY,10035,04/03/2019,04/03/2019,40 799265,"2351 FIRST AVENUE
Manhattan, NY 10035
(40.79893845700008, -73.93335344899998)",
NYC DOE,M046,New York,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,01/24/2017,http://schools.nyc.gov/schools/M046,M046,,Manhattan,NY,10039,04/03/2019,04/03/2019,40 8304,"2987 FREDERICK DOUGLASS BOULEVARD
Manhattan, NY 10039
(40.83100534500005, -73.93596830199994)",
NYC DOE,M047,New York,Public School,189,No,0,0,0,189,Yes,,189,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/M047,"M047,M347,M721",,Manhattan,NY,10010,04/03/2019,04/03/2019,40 738374,"223 EAST 23 STREET
Manhattan, NY 10010
(40.738547664000066, -73.98229336999998)",
NYC DOE,M048,New York,Public School,139,No,0,0,0,139,Yes,,139,0,No,Yes,02/22/2018,http://schools.nyc.gov/schools/M048,M048,,Manhattan,NY,10033,04/03/2019,04/03/2019,40 853193,"4360-78 BROADWAY
Manhattan, NY 10033
(40.853761759000065, -73.93384187199996)",
NYC DOE,M050,New York,Public School,155,No,0,0,0,155,Yes,,155,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M050,"M964,M337,M382",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 785559,"433 EAST 100 STREET
Manhattan, NY 10029
(40.785639100000026, -73.94225973899995)",
NYC DOE,M052,New York,Public School,85,No,0,0,0,85,Yes,,85,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/M052,"M052,M211,M423",,Manhattan,NY,10034,04/03/2019,04/03/2019,40 865556,"650 ACADEMY STREET
Manhattan, NY 10034
(40.86603209200007, -73.92488673199995)",
NYC DOE,M054,New York,Public School,100,No,0,0,0,100,Yes,,100,0,No,Yes,09/04/2018,http://schools.nyc.gov/schools/M054,M054,,Manhattan,NY,10025,04/03/2019,04/03/2019,40 8007,"103 WEST 107 STREET
Manhattan, NY 10025
(40.80003334600008, -73.96248395099997)",
NYC DOE,M056,New York,Public School,137,No,0,0,0,137,Yes,,137,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M292,"M292,M332,M080",,Manhattan,NY,10002,04/03/2019,04/03/2019,40 713362,"220 HENRY STREET
Manhattan, NY 10002
(40.71372253900006, -73.98521679299995)",
NYC DOE,M057,New York,Public School,139,No,0,0,0,139,Yes,,139,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/M057,M057,,Manhattan,NY,10029,04/03/2019,04/03/2019,40 797205,"176 EAST 115 STREET
Manhattan, NY 10029
(40.79751111200005, -73.94127937199994)",
NYC DOE,M058,New York,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,12/21/2018,http://schools.nyc.gov/schools/M035,M035,,Manhattan,NY,10019,04/03/2019,04/03/2019,40 764129,"317 WEST 52ND STREET
Manhattan, NY 10019
(40.76380930300007, -73.98565466699995)",
NYC DOE,M060,New York,Public School,76,No,0,0,0,76,Yes,,76,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M450,"M450,M330",,Manhattan,NY,10009,04/03/2019,04/03/2019,40 729152,"420 EAST 12 STREET
Manhattan, NY 10009
(40.72974123300003, -73.98307272499994)",
NYC DOE,M061,New York,Public School,74,No,0,0,0,74,Yes,,74,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/M315,"M315,M361,M094",,Manhattan,NY,10009,04/03/2019,04/03/2019,40 727537,"610 EAST 12 STREET
Manhattan, NY 10009
(40.72790622800005, -73.97872988499995)",
NYC DOE,M063,New York,Public School,82,No,0,0,0,82,Yes,,82,0,No,Yes,01/13/2019,http://schools.nyc.gov/schools/M063,"M063,M363",,Manhattan,NY,10009,04/03/2019,04/03/2019,40 72444,"121 EAST 3 STREET
Manhattan, NY 10009
(40.72423648000006, -73.98650446999994)",
NYC DOE,M064,New York,Public School,107,No,0,0,0,107,Yes,,107,0,No,Yes,04/12/2018,http://schools.nyc.gov/schools/M064,"M064,M364,M839",,Manhattan,NY,10009,04/03/2019,04/03/2019,40 72313,"600 EAST 6 STREET
Manhattan, NY 10009
(40.72439310300007, -73.98159963299997)",
NYC DOE,M066,New York,Public School,76,No,0,0,0,76,Yes,,76,0,No,Yes,06/04/2018,http://schools.nyc.gov/schools/M151,M151,,Manhattan,NY,10128,04/03/2019,04/03/2019,40 777948,"421 EAST 88 STREET
Manhattan, NY 10128
(40.77803587100004, -73.94789996299994)",
NYC DOE,M070,New York,Public School,132,No,0,0,0,132,Yes,,132,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M312,"M312,M412,M414",,Manhattan,NY,10011,04/03/2019,04/03/2019,40 742512,"333 WEST 17 STREET
Manhattan, NY 10011
(40.74213172700007, -74.00205445399996)",
NYC DOE,M072,New York,Public School,64,No,0,0,0,64,Yes,,64,0,No,Yes,12/05/2017,http://schools.nyc.gov/schools/M072,M072,,Manhattan,NY,10029,04/03/2019,04/03/2019,40 791444,"131 EAST 104 STREET
Manhattan, NY 10029
(40.79120018900005, -73.94766019099995)",
NYC DOE,M075,New York,Public School,148,No,0,0,0,148,Yes,,148,0,No,Yes,08/03/2018,http://schools.nyc.gov/schools/M075,"M075,M250",,Manhattan,NY,10025,04/03/2019,04/03/2019,40 795109,"735 WEST END AVENUE
Manhattan, NY 10025
(40.79500754400004, -73.97346769299998)",
NYC DOE,M076,New York,Public School,136,No,0,0,0,136,Yes,,136,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/M076,"M076,M226",,Manhattan,NY,10027,04/03/2019,04/03/2019,40 806534,"220 WEST 121 STREET
Manhattan, NY 10027
(40.80661702500004, -73.95086732399994)",
NYC DOE,M079,New York,Public School,118,No,0,0,0,118,Yes,,118,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M079,M079,,Manhattan,NY,10035,04/03/2019,04/03/2019,40 802547,"55 EAST 120 STREET
Manhattan, NY 10035
(40.80251496200003, -73.94272070799997)",
NYC DOE,M081,New York,Public School,62,No,0,0,0,62,Yes,,62,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M481,M481,,Manhattan,NY,10027,04/03/2019,04/03/2019,40 805906,"212 WEST 120 STREET
Manhattan, NY 10027
(40.805930241000056, -73.95118225299996)",
NYC DOE,M083,New York,Public School,97,No,0,0,0,97,Yes,,97,0,No,Yes,10/10/2017,http://schools.nyc.gov/schools/M083,"M083,M182",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 793363,"219 EAST 109 STREET
Manhattan, NY 10029
(40.79337479700007, -73.94279194499995)",
NYC DOE,M084,New York,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,02/14/2017,http://schools.nyc.gov/schools/M084,M084,,Manhattan,NY,10025,04/03/2019,04/03/2019,40 789479,"32 WEST 92 STREET
Manhattan, NY 10025
(40.78941429400004, -73.96746825299994)",
NYC DOE,M087,New York,Public School,177,No,0,0,0,177,Yes,,177,0,No,Yes,05/11/2018,http://schools.nyc.gov/schools/M087,M087,,Manhattan,NY,10024,04/03/2019,04/03/2019,40 78171,"160 WEST 78 STREET
Manhattan, NY 10024
(40.78214422000008, -73.97828359699997)",
NYC DOE,M088,New York,Public School,180,No,0,0,0,180,Yes,,180,0,No,Yes,12/19/2017,http://schools.nyc.gov/schools/M415,"M415,M860,M351",,Manhattan,NY,10026,04/03/2019,04/03/2019,40 80261,"215 WEST 114 STREET
Manhattan, NY 10026
(40.80220318000005, -73.95397122999998)",
NYC DOE,M089,New York,Public School,144,No,0,0,0,144,Yes,,144,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/M089,"M089,M289",,Manhattan,NY,10282,04/03/2019,04/03/2019,40 71701,"201 WARREN STREET
Manhattan, NY 10282
(40.71652216200005, -74.01342573999995)",
NYC DOE,M090,New York,Public School,145,No,0,0,0,145,Yes,,145,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/M319,"M319,M324,M138,M068",,Manhattan,NY,10032,04/03/2019,04/03/2019,40 839139,"21 JUMEL PLACE
Manhattan, NY 10032
(40.839335849000065, -73.93606186999995)",
NYC DOE,M092,New York,Public School,125,No,0,0,0,125,Yes,,125,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M092,"M092,M350,M388",,Manhattan,NY,10030,04/03/2019,04/03/2019,40 814917,"222 WEST 134 STREET
Manhattan, NY 10030
(40.81486982300004, -73.94494960499998)",
NYC DOE,M093,New York,Public School,82,No,0,0,0,82,Yes,,82,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/M210,M210,,Manhattan,NY,10031,04/03/2019,04/03/2019,40 830004,"501-503 WEST 152 STREET
Manhattan, NY 10031
(40.829768598000044, -73.94446961499995)",
NYC DOE,M096,New York,Public School,110,No,0,0,0,110,Yes,,110,0,No,Yes,10/15/2018,http://schools.nyc.gov/schools/M096,M096,,Manhattan,NY,10035,04/03/2019,04/03/2019,40 79969,"216 EAST 120 STREET
Manhattan, NY 10035
(40.80027226800007, -73.93776557499996)",
NYC DOE,M097,New York,Public School,71,No,0,0,0,71,Yes,,71,0,No,Yes,03/25/2019,http://schools.nyc.gov/schools/M696,M696,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 718276,"525 EAST HOUSTON STREET
Manhattan, NY 10002
(40.71888185300003, -73.97591731199998)",
NYC DOE,M098,New York,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/M098,M098,,Manhattan,NY,10034,04/03/2019,04/03/2019,40 867741,"512 WEST 212 STREET
Manhattan, NY 10034
(40.86768802100005, -73.91691074199997)",
NYC DOE,M099,New York,Public School,83,No,0,0,0,83,Yes,,83,0,No,Yes,05/31/2018,http://schools.nyc.gov/schools/M099,"M224,M385,M433",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 785107,"410 EAST 100 STREET
Manhattan, NY 10029
(40.78539501900008, -73.94204884699997)",
NYC DOE,M101,New York,Public School,106,No,0,0,0,106,Yes,,106,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/M375,"M375,M811,M385",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 796098,"141 EAST 111 STREET
Manhattan, NY 10029
(40.79572226200003, -73.94444070099996)",
NYC DOE,M102,New York,Public School,72,No,0,0,0,72,Yes,,72,0,No,Yes,04/24/2018,http://schools.nyc.gov/schools/M102,"M102,M169",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 795,"315 EAST 113 STREET
Manhattan, NY 10029
(40.795041395000055, -73.93895162699994)",
NYC DOE,M104,New York,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/M104,M104,,Manhattan,NY,10010,04/03/2019,04/03/2019,40 735879,"330 EAST 21 STREET
Manhattan, NY 10010
(40.736195844000065, -73.98110300099995)",
NYC DOE,M107,New York,Public School,23,No,0,0,0,23,Yes,,23,0,No,Yes,02/04/2017,http://schools.nyc.gov/schools/M680,M680,,Manhattan,NY,10029,04/03/2019,04/03/2019,40 791966,"1680 LEXINGTON AVENUE
Manhattan, NY 10029
(40.791909445000044, -73.94660698099995)",
NYC DOE,M108,New York,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,05/09/2018,http://schools.nyc.gov/schools/M108,M108,,Manhattan,NY,10029,04/03/2019,04/03/2019,40 795032,"1615 MADISON AVENUE
Manhattan, NY 10029
(40.794925618000036, -73.94847177699995)",
NYC DOE,M110,New York,Public School,66,No,0,0,0,66,Yes,,66,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M110,M110,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 7162,"285 DELANCY STREET
Manhattan, NY 10002
(40.716200945000026, -73.97999071199996)",
NYC DOE,M111,New York,Public School,139,No,0,0,0,139,Yes,,139,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M111,M111,,Manhattan,NY,10019,04/03/2019,04/03/2019,40 76588,"440 WEST 53 STREET
Manhattan, NY 10019
(40.765801589000034, -73.98877698499996)",
NYC DOE,M112,New York,Public School,200,No,0,0,0,200,Yes,,200,0,No,Yes,07/10/2018,http://schools.nyc.gov/schools/M112,M112,,Manhattan,NY,10035,04/03/2019,04/03/2019,40 796889,"535 EAST 119 STREET
Manhattan, NY 10035
(40.79675804000004, -73.93100994599996)",
NYC DOE,M113,New York,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,10/12/2017,http://schools.nyc.gov/schools/M241,"M241,M279,M386",,Manhattan,NY,10026,04/03/2019,04/03/2019,40 801573,"240 WEST 113 STREET
Manhattan, NY 10026
(40.80173656800008, -73.95517947399998)",
NYC DOE,M114,New York,Public School,82,No,0,0,0,82,Yes,,82,0,No,Yes,01/20/2017,http://schools.nyc.gov/schools/M114,"M114,M138",,Manhattan,NY,10128,04/03/2019,04/03/2019,40 780452,"331 EAST 91ST STREET
Manhattan, NY 10128
(40.78062887300007, -73.94824832299997)",
NYC DOE,M115,New York,Public School,74,No,0,0,0,74,Yes,,74,0,No,Yes,01/25/2019,http://schools.nyc.gov/schools/M115,"M115,M068",,Manhattan,NY,10033,04/03/2019,04/03/2019,40 846116,"586 WEST 177 STREET
Manhattan, NY 10033
(40.846520396000074, -73.93530353399996)",
NYC DOE,M116,New York,Public School,85,No,0,0,0,85,Yes,,85,0,No,Yes,12/14/2017,http://schools.nyc.gov/schools/M116,M116,,Manhattan,NY,10016,04/03/2019,04/03/2019,40 744511,"210 EAST 33 STREET
Manhattan, NY 10016
(40.74481440900007, -73.97820691999993)",
NYC DOE,M117,New York,Public School,138,No,0,0,0,138,Yes,,138,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M012,"M012,M372,M138",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 792556,"240 EAST 109 STREET
Manhattan, NY 10029
(40.793036545000064, -73.94237929899998)",
NYC DOE,M118,New York,Public School,119,No,0,0,0,119,Yes,,119,0,No,Yes,04/06/2018,http://schools.nyc.gov/schools/M256,"M256,M258,M333",,Manhattan,NY,10025,04/03/2019,04/03/2019,40 791395,"154 WEST 93 STREET
Manhattan, NY 10025
(40.79152863200005, -73.97052380299994)",
NYC DOE,M121,New York,Public School,63,No,0,0,0,63,Yes,,63,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M038,"M038,M708",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 788668,"232 EAST 103 STREET
Manhattan, NY 10029
(40.78849791300007, -73.94359378999997)",
NYC DOE,M123,New York,Public School,158,No,0,0,0,158,Yes,,158,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M123,"M123,M482",,Manhattan,NY,10030,04/03/2019,04/03/2019,40 820216,"301 WEST 140 STREET
Manhattan, NY 10030
(40.819765017000066, -73.94426780299995)",
NYC DOE,M124,New York,Public School,138,No,0,0,0,138,Yes,,138,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/M124,M124,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 715097,"40 DIVISION STREET
Manhattan, NY 10002
(40.71423518700004, -73.99568509999995)",
NYC DOE,M125,New York,Public School,148,No,0,0,0,148,Yes,,148,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/M125,"M125,M362,M726",,Manhattan,NY,10027,04/03/2019,04/03/2019,40 810793,"425 WEST 123 STREET
Manhattan, NY 10027
(40.81093939900006, -73.95688834899994)",
NYC DOE,M126,New York,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M126,M126,,Manhattan,NY,10038,04/03/2019,04/03/2019,40 710651,"80 CATHERINE STREET
Manhattan, NY 10038
(40.710646429000064, -73.99665144799997)",
NYC DOE,M128,New York,Public School,184,No,0,0,0,184,Yes,,184,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/M128,"M128,M513",,Manhattan,NY,10032,04/03/2019,04/03/2019,40 841032,"560 WEST 169 STREET
Manhattan, NY 10032
(40.841239821000045, -73.93847634199994)",
NYC DOE,M129,New York,Public School,134,No,0,0,0,134,Yes,,134,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M129,M129,,Manhattan,NY,10027,04/03/2019,04/03/2019,40 814914,"425 WEST 130 STREET
Manhattan, NY 10027
(40.814674350000075, -73.95185985599994)",
NYC DOE,M130,New York,Public School,178,No,0,0,0,178,Yes,,178,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M130,M130,,Manhattan,NY,10013,04/03/2019,04/03/2019,40 71866,"143 BAXTER STREET
Manhattan, NY 10013
(40.71864252900008, -73.99855423099996)",
NYC DOE,M131,New York,Public School,188,No,0,0,0,188,Yes,,188,0,No,Yes,01/24/2017,http://schools.nyc.gov/schools/M131,"M131,M298,M394",,Manhattan,NY,10002,04/03/2019,04/03/2019,40 716231,"100 HESTER STREET
Manhattan, NY 10002
(40.716369533000034, -73.99271736599997)",
NYC DOE,M132,New York,Public School,62,No,0,0,0,62,Yes,,62,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/M132,"M103,M132",,Manhattan,NY,10033,04/03/2019,04/03/2019,40 850561,"185 WADSWORTH AVENUE
Manhattan, NY 10033
(40.85055990400008, -73.93438284399997)",
NYC DOE,M133,New York,Public School,110,No,0,0,0,110,Yes,,110,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/M133,M133,,Manhattan,NY,10037,04/03/2019,04/03/2019,40 809665,"2121 5 AVENUE
Manhattan, NY 10037
(40.80959561800006, -73.93986327299996)",
NYC DOE,M134,New York,Public School,134,No,0,0,0,134,Yes,,134,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M134,M134,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 714248,"293 EAST BROADWAY
Manhattan, NY 10002
(40.71455214100007, -73.98335814299998)",
NYC DOE,M136,New York,Public School,72,No,0,0,0,72,Yes,,72,0,No,Yes,01/19/2017,http://schools.nyc.gov/schools/M148,"M148,M304",,Manhattan,NY,10030,04/03/2019,04/03/2019,40 817228,"6 EDGECOMBE AVENUE
Manhattan, NY 10030
(40.81732504300004, -73.94769675599997)",
NYC DOE,M137,New York,Public School,136,No,0,0,0,136,Yes,,136,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M184,M184,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 711125,"327 CHERRY STREET
Manhattan, NY 10002
(40.71154955500003, -73.98586656799995)",
NYC DOE,M140,New York,Public School,116,No,0,0,0,116,Yes,,116,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M140,M140,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 719148,"123 RIDGE STREET
Manhattan, NY 10002
(40.71920844300007, -73.98314008799997)",
NYC DOE,M142,New York,Public School,115,No,0,0,0,115,Yes,,115,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/M142,"M142,M320",,Manhattan,NY,10002,04/03/2019,04/03/2019,40 718121,"100 ATTORNEY STREET
Manhattan, NY 10002
(40.71858849100005, -73.98429001899996)",
NYC DOE,M143,New York,Public School,140,No,0,0,0,140,Yes,,140,0,No,Yes,11/05/2018,http://schools.nyc.gov/schools/M143,"M143,M348",,Manhattan,NY,10033,04/03/2019,04/03/2019,40 849311,"511 WEST 182ND STREET
Manhattan, NY 10033
(40.84890594800004, -73.93077408399995)",
NYC DOE,M144,New York,Public School,137,No,0,0,0,137,Yes,,137,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/M242,"M242,M861",,Manhattan,NY,10027,04/03/2019,04/03/2019,40 806055,"134 WEST 122 STREET
Manhattan, NY 10027
(40.806209824000064, -73.94794272899998)",
NYC DOE,M145,New York,Public School,133,No,0,0,0,133,Yes,,133,0,No,Yes,05/24/2018,http://schools.nyc.gov/schools/M145,"M145,M421",,Manhattan,NY,10025,04/03/2019,04/03/2019,40 799098,"150 WEST 105 STREET
Manhattan, NY 10025
(40.79910548300006, -73.96482725699997)",
NYC DOE,M146,New York,Public School,136,No,0,0,0,136,Yes,,136,0,No,Yes,10/15/2018,http://schools.nyc.gov/schools/M146,"M146,M169",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 789535,"421 EAST 106 STREET
Manhattan, NY 10029
(40.789487216000055, -73.93955877899998)",
NYC DOE,M149,New York,Public School,167,No,0,0,0,167,Yes,,167,0,No,Yes,08/03/2018,http://schools.nyc.gov/schools/M149,"M149,M811,M351",,Manhattan,NY,10026,04/03/2019,04/03/2019,40 802649,"34 WEST 118 STREET
Manhattan, NY 10026
(40.80235838800007, -73.94661207699994)",
NYC DOE,M152,New York,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,01/10/2017,http://schools.nyc.gov/schools/M152,M152,,Manhattan,NY,10040,04/03/2019,04/03/2019,40 859804,"93 NAGLE AVENUE
Manhattan, NY 10040
(40.860454712000035, -73.92764482099994)",
NYC DOE,M153,New York,Public School,173,No,0,0,0,173,Yes,,173,0,No,Yes,09/04/2018,http://schools.nyc.gov/schools/M153,"M153,M368",,Manhattan,NY,10031,04/03/2019,04/03/2019,40 826514,"1750 AMSTERDAM AVENUE
Manhattan, NY 10031
(40.82624966100008, -73.94694327499997)",
NYC DOE,M154,New York,Public School,151,No,0,0,0,151,Yes,,151,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/M154,"M154,M065",,Manhattan,NY,10027,04/03/2019,04/03/2019,40 810499,"250 WEST 127 STREET
Manhattan, NY 10027
(40.81086073900008, -73.94895450999996)",
NYC DOE,M155,New York,Public School,111,No,0,0,0,111,Yes,,111,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/M155,"M155,M377,M811",,Manhattan,NY,10035,04/03/2019,04/03/2019,40 797507,"319 EAST 117 STREET
Manhattan, NY 10035
(40.79754002000004, -73.93677621799998)",
NYC DOE,M158,New York,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,01/20/2017,http://schools.nyc.gov/schools/M158,"M158,M177",,Manhattan,NY,10075,04/03/2019,04/03/2019,40 770215,"1458 YORK AVENUE
Manhattan, NY 10075
(40.77032487100007, -73.95113581799995)",
NYC DOE,M161,New York,Public School,143,No,0,0,0,143,Yes,,143,0,No,Yes,08/03/2018,http://schools.nyc.gov/schools/M161,M161,,Manhattan,NY,10027,04/03/2019,04/03/2019,40 817719,"499 WEST 133 STREET
Manhattan, NY 10027
(40.817649919000075, -73.95310536199997)",
