"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Niagara","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Advancing Tobacco Free Communities","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","716-845-8391","Andrew.Hyland@Roswellpark.org"
"Cortland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Cortland County DOH","Cancer Services Partnerships","60 Central Ave, Cortland NY 13045","(607) 758-5509","rcanzano@cortland-co.org"
"St. Lawrence","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Seneca","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Chenango","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","(617) 482-6485","tamara_calise@jsi.com"
"Ulster","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Chenango","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital ","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 ext 378","christopher.owens@sjhsyr.org"
"Bronx","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","The Institute for Family Health","Creating Healthy Schools and Communities","Institute for Family Health, 2006 Madison Avenue, New York, NY 10035","(212) 633-0800 ext1328","kmoltzen@institute.org"
"Chemung","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Franklin","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Franklin","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Health Systems for a Tobacco Free New York","Glens Falls Hospital 100 Park St Glens Falls NY 12801","(518) 926-5904","TMills@glensfallshosp.org"
"Schoharie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Chemung","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","University of Rochester","Health Systems for a Tobacco Free New York","265 Crittenden Blvd., CU420644, Rochester, NY 14627-8969","(585) 276-4512","tammie_martin@urmc.rochester.edu"
"Monroe","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Fulton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Bronx","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Greene","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","The New York Presbyterian Hospital","A Systems Approach for Reducing the Burden of Asthma in New York State","622 W. 168th Street PH 46, New York, NY 10032","212-305-1997","tac9078@nyp.org"
"Seneca","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Genesee-Livingston-Steuben-Wyoming BOCES","Creating Healthy Schools and Communities","Genesee Valley BOCES, 80 Munson St., LeRoy, NY 14482","585-344-7574","kmclaughlin@gvboces.org"
"Steuben","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","St. James Mercy Hospital","Cancer Services Partnerships","411 Canisteo St Hornell NY 14843","(607) 324-8147","lvetter@sjmh.org"
"St. Lawrence","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Greene","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Columbia County Community Healthcare Consortium, Inc.","Cancer Services Partnerships","325 Columbia Street, Hudson, NY 12534","(518) 822-8841","darcy@columbiahealthnet.org"
"Suffolk","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","American Lung Association 
(Asthma Coalition of Long Island)","A Systems Approach for Reducing the Burden of Asthma in New York State","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0940","alittle@lungne.org"
"Greene","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Columbia County Community Healthcare Consortium, Inc./RipVanWinkle Tobacco Free Action","Advancing Tobacco Free Communities","325 Columbia Street, Hudson, NY 12534","(518) 822-8820","cparde@columbiahealthnet.org"
"Schoharie","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Research Foundation of SUNY on behalf of SUNY Cobleskill","Advancing Tobacco Free Communities","125 Schenectady Ave Cobleskill,  NY 12043","(518) 255-5627","yungr@cobleskill.edu"
"Oneida","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Oneida-herkimer-madison BOCES","Creating Healthy Schools and Communities","4747 Middle Settlement Rd., New Hartford, NY  13413","315-793-8544","dspinella@oneida-boces.org"
"New York","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","The Institute for Family Health","Creating Healthy Schools and Communities","Institute for Family Health, 2006 Madison Avenue, New York, NY 10035","212-633-0800 ext.1328","kmoltzen@institute.org"
"Chenango","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Broome County Health Department","Cancer Services Partnerships","225 Front St Binghamton NY 13905","(607) 778-2884","cabbott@co.broome.ny.us"
"St. Lawrence","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","St. Lawrence County Health Initiative, Inc.","Cancer Services Partnerships","PO Box 5069, 6439  State Hwy 56., Potsdam NY 13676","(315) 261-4760","anne@gethealthyslc.org"
"Broome","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","(617) 482-9485","tamara_calise@jsi.com"
"Ontario","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Schoharie","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Research Foundation for SUNY obo SUNY Cobleskill","Creating Healthy Schools and Communities","125 Schenectady Ave, Old Gym Room 005, Cobleskill, NY 12043","518-255-5294","blanchma@cobleskill.edu"
"Cayuga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"New York","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Public Health Solutions New York","Advancing Tobacco Free Communities","40 Worth Street, 5th Floor, New York, NY 10013-2904","(646) 619-6533","dsully@healthsolutions.org"
"Genesee","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Monroe","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"New York","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Fund for Public Health in New York, Inc.","Creating Healthy Schools and Communities","161-169 East 110th Street, New York, NY 10029","212-996-8626","jchang5@health.nyc.gov"
"Livingston","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Finger Lakes Health System Agencey","Creating Healthy Schools and Communities","1150 University Ave., Building 5, Rochester, NY 14607","585-224-3126","dinafaticone@flhsa.org"
"Westchester","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Nepperhan Community Center Inc.","Creating Healthy Schools and Communities","342 Warburton Avenue, Yonkers, New York 10701","914-965-0203 ext 10","ncc_jim@yahoo.com "
"Sullivan","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Sullivan","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Livingston","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Open Door Family Medical Center Inc","Cancer Services Partnerships","2 Church St., Ste 110 Ossining, NY 10562","(914) 488-6406","lcassarino@hitch.org"
"Clinton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
