"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program- Unit III","Chlamydia Treatment - Genital Infection","STI_5",,,,"Drug Treatment Center","2005 Jerome Ave.","Bronx","10453","(40.85315, -73.9084)"
"2014","Brooklyn","Woodhull Medical Center-NYC Health and Hosp. Corp.","New Patient Visit Frequency","RET_3","12","66.70",,"Designated AIDS Center","760 Broadway, Rm. 2B151","Brooklyn","11206","(40.699527, -73.94242)"
"2014","Bronx","Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","50 East 168th St.","Bronx","10452","(40.836314, -73.91908)"
"2014","Bronx","Acacia Network-Promesa Casa De Salud","Chlamydia Treatment - Genital Infection","STI_5",,,,"Drug Treatment Center","966 Prospect Avenue","Bronx","10459","(40.822814, -73.89982)"
"2014","Manhattan","START Treatment and Recovery Centers-Starting Point","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Castle Hill Family Practice","Suppressed at Last VL of Review Period","VL_1","30","73.30","Fourth","Community Health Center","2175 Westchester Avenue","Bronx","10462","(40.834144, -73.85235)"
"2014","Bronx","Bronx Lebanon Hospital Center Comprehensive Care Center AIDS Program Department of Infectious Disease","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","1650 Selwyn Avenue, 9th Floor","Bronx","10457","(40.843376, -73.91006)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program-Unit I","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","3550 Jerome Ave.","Bronx","10467","(40.883999, -73.87987)"
"2014","Bronx","North Central Bronx Hospital-NBHN-NYC Health and Hospitals Corp.","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","3424 Kossuth Avenue, 10flr, 10A","Bronx","10467","(40.880535, -73.88111)"
"2014","Bronx","Morris Heights Health Center-Burnside","Antiretroviral Therapy","AR_1","84","100.00","First","Community Health Center","85 W. Burnside Ave.","Bronx","10453","(40.854888, -73.91013)"
"2014","Manhattan","START Treatment and Recovery Centers-Highbridge","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Drug Treatment Center","500 West 180th Street","New York","10033","(40.847454, -73.93143)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-El Faro","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","35","74.30",,"Community Health Center","179 E116th Street","New York","10029","(40.798463, -73.94029)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Castle Hill Family Practice","Antiretroviral Therapy","AR_1","30","96.70","Third","Community Health Center","2175 Westchester Avenue","Bronx","10462","(40.834144, -73.85235)"
"2014","Central-West","United Health Services Hospitals, Inc-Binghamton Family Care Center","Visit Frequency (24-month)","RET_2","72","77.80","Third","Hospital (non-DAC)","33 Mitchell Ave, Suite 102","Binghamton","13903","(42.086882, -75.91373)"
"2014","Bronx","Institute for Family Health-Stevenson Family Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Community Health Center","731 White Plains Road","Bronx","10473","(40.820641, -73.85902)"
"2014","Bronx","Urban Health Plan, Inc. - Bella Vista Health Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","890 Hunts Point Avenue","Brxonx","10474","(40.819328, -73.88931)"
"2014","Bronx","AECOM DOSA-Port Morris","Visit Frequency (24-month)","RET_2","37","97.30","First","Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Central-West","Ellis Family Health Center-Nott Street site","Tobacco Use Screening","TOB_1","51","78.40",,"Hospital (non-DAC)","1101 Nott Street","Schenectady","12308","(42.820121, -73.91651)"
"2014","Lower Hudson","Mount Vernon Neighborhood Health Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","107 West Fourth Street","Mount Vernon","10550","(40.903662, -73.83868)"
"2014","Brooklyn","START Treatment and Recovery Centers-Bushwick","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","1149-55 Myrtle Avenue","Brooklyn","11206","(40.697187, -73.93489)"
"2014","Bronx","Acacia Network-Promesa Clay Avenue","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Drug Treatment Center","1776 Clay Ave","Bronx","10457","(40.846149, -73.90424)"
"2014","Long Island","North Shore Long Island Jewish-North Shore University Hospital-Center for AIDS Research & Treatment","Baseline Resistance Test (All newly diagnosed patients)","BR_1","46","100.00",,"Designated AIDS Center","400 Community Drive","Manhasset","11030","(40.774313, -73.70161)"
"2014","Bronx","Brightpoint Health-Inwood Health Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","66","60.60",,"Community Health Center","1545 Inwood Avenue","Bronx","10452","(40.844133, -73.91666)"
"2014","Manhattan","START Treatment and Recovery Centers-Third Horizon","Visit Frequency (24-month)","RET_2","12","100.00","First","Drug Treatment Center","2195 Third Avenue","New York","10035","(40.800166, -73.93801)"
"2014","Bronx","Urban Health Plan, Inc. - El Nuevo San Juan","Genital Gonorrhea Testing","STI_7","146","41.80","Fourth","Community Health Center","1065 Southern Boulevard","Bronx","10459","(40.825041, -73.89224)"
"2014","Lower Hudson","Hudson River HealthCare - Peekskill","Genital Gonorrhea Testing","STI_7","76","78.90","Second","Community Health Center","1037 Main Street","Peekskill","10566","(41.291523, -73.91833)"
"2014","Manhattan","Manhattan_AVERAGE (After Redaction)","Chlamydia Treatment - Rectal Infection","STI_6","425","78.50",,,,,,
"2014","Manhattan","Betances Health Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","137","48.20",,"Community Health Center","280 Henry St","New York","10002","(40.71367, -73.98373)"
"2014","Bronx","Project Samaritan Health Services-Starhill Clinic","Antiretroviral Therapy","AR_1","38","94.70","Fourth","Drug Treatment Center","1600 Macombs Road","Bronx","10452","(40.846012, -73.91654)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Antiretroviral Therapy","AR_1","77","94.80","Third","Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Manhattan","Callen-Lorde Community Health Center","New Patient Visit Frequency","RET_3","58","67.20",,"Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Bronx","AECOM DOSA-Port Morris","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Brooklyn","Kings County Hospital Center-NYC Health and Hosp. Corp.","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","451 Clarkson Avenue, E Building 4th Floor","Brooklyn","11203","(40.656719, -73.94616)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","Visit Frequency (24-month)","RET_2","54","90.70","First","Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Central-West","Arnot Ogden","Visit Frequency (12-month)","RET_1","212","91.00","Second","Hospital (non-DAC)","600 Ivy Street, Suite 206","Elmira","14905","(42.101236, -76.82723)"
"2014","Manhattan","START Treatment and Recovery Centers-Kaleidoscope","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Bronx","Acacia Network-Promesa BASICS Community Health Center & Mobile Van","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Drug Treatment Center","1064 Franklin Avenue","Bronx","10456","(40.826948, -73.90695)"
"2014","Brooklyn","START Treatment and Recovery Centers-Fort Greene","Tobacco Cessation Counseling","TOB_2","15","100.00",,"Drug Treatment Center","937 Fulton Street","Brooklyn","11238","(40.683512, -73.96565)"
"2014","Brooklyn","Brightpoint Health-Sterling Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","803 Sterling Place","Brooklyn","11216","(40.672883, -73.9518)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","305 East 161st Street","Bronx","10451","(40.825462, -73.91699)"
"2014","Manhattan","Center for Comprehensive Health Practice","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Manhattan","Community Healthcare Network-Community League Health Center","New Patient Visit Frequency","RET_3",,,,"Community Health Center","1996 Amsterdam Avenue","New York","10032","(40.834137, -73.94144)"
"2014","Long Island","Hudson River Healthcare - Marilyn Shellabarger Health Center at Shirley [Suffolk DOH until 11/1/14]","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","550 Montauk Highway and Dorsett Place","Shirley","11967","(40.800563, -72.87841)"
"2014","Bronx","Care for the Homeless","Genital Chlamydia Testing","STI_3","71","42.30","Fourth","Community Health Center","1921 Jerome Avenue","Bronx","10453","(40.850861, -73.91048)"
"2014","Bronx","Bronx_AVERAGE (After Redaction)","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","194","81.30",,,,,,
"2014","Manhattan","Lenox Hill Hospital-Retroviral Disease Clinic/Primary Care Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","210 E. 64th street","New York","10065","(40.764064, -73.96327)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-West Farms Family Practice","New Patient Visit Frequency","RET_3",,,,"Community Health Center","1055 East Tremont Avenue","Bronx","10460","(40.840538, -73.8795)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Montefiore Family Health Center","Suppressed at Last VL of Review Period","VL_1","67","92.50","First","Community Health Center","360 East 193rd Street","Bronx","10458","(40.863091, -73.89109)"
"2014","Manhattan","New York Presbyterian Hospital","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","622 West 168th Street","New York","10032","(40.840854, -73.94139)"
"2014","Brooklyn","Brownsville Multi-Service Family Health Center-Institute for Specialty and Integrated Services","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","259 Bristol St","Brooklyn","11212","(40.664679, -73.9111)"
"2014","Bronx","Community Healthcare Network-Bronx Health Center","Chlamydia Treatment - Rectal Infection","STI_6","12","91.70",,"Community Health Center","975 Westchester Avenue","Bronx","10459","(40.823206, -73.89525)"
"2014","Central-West","United Health Services Hospitals, Inc-Binghamton Family Care Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","30","36.70",,"Hospital (non-DAC)","33 Mitchell Ave, Suite 102","Binghamton","13903","(42.086882, -75.91373)"
"2014","Central-West","Ellis Family Health Center-Nott Street site","Visit Frequency (24-month)","RET_2","36","58.30","Fifth","Hospital (non-DAC)","1101 Nott Street","Schenectady","12308","(42.820121, -73.91651)"
"2014","Bronx","Bronx Lebanon Hospital Center Comprehensive Care Center AIDS Program Department of Infectious Disease","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","1650 Selwyn Avenue, 9th Floor","Bronx","10457","(40.843376, -73.91006)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","Visit Frequency (12-month)","RET_1","2691","88.40","Third","Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Brooklyn","START Treatment and Recovery Centers-Bushwick","Visit Frequency (24-month)","RET_2","9","88.90","Second","Drug Treatment Center","1149-55 Myrtle Avenue","Brooklyn","11206","(40.697187, -73.93489)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-Willis P. Green Center","Antiretroviral Therapy","AR_1","398","83.20","Fifth","Community Health Center","123-125 W. 124th Street","New York","10027","(40.807695, -73.94692)"
"2014","Bronx","Acacia Network-Promesa Casa De Salud","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","966 Prospect Avenue","Bronx","10459","(40.822814, -73.89982)"
"2014","Manhattan","Housing Works-Keith D. Cylar House Health Center","Genital Chlamydia Testing","STI_3","253","76.70","Second","Community Health Center","743 E. 9th Street","New York","10009","(40.724602, -73.97601)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Bronx","Morris Heights Health Center-Burnside","Suppressed at Last VL of Review Period","VL_1","84","95.20","First","Community Health Center","85 W. Burnside Ave.","Bronx","10453","(40.854888, -73.91013)"
"2014","Manhattan","Callen-Lorde Community Health Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","2918","69.80",,"Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Manhattan","Community Healthcare Network-Community League Health Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","1996 Amsterdam Avenue","New York","10032","(40.834137, -73.94144)"
"2014","Long Island","Hudson River Healthcare - The Maxine S. Postal Tri-Community Health Center [Suffolk DOH until 5/27/14]","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","1080 Sunrise Highway","Amityville","11701","(40.68948, -73.41076)"
"2014","Manhattan","Gouverneur Healthcare Services-NYC Health and Hosp. Corp.","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","227 Madison Street","New York","10002","(40.713214, -73.98781)"
"2014","Bronx","Bronx_AVERAGE (Before Redaction)","Tobacco Use Screening","TOB_1","3375","89.50",,,,,,
"2014","Bronx","Bronx_AVERAGE (After Redaction)","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","591","11.90",,,,,,
