"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","bondfirmname","bondaccountid","bondamt","receivedbyl_i","bondeffectivedate","bondexpirationdate","bondcanceldate","bondimpaired","bondimpaireddate"
"7EVEN & SONS CONSTRUCTION","7EVENSC786B9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604078988","Western Surety Co","65628601","12000","2021-11-19T00:00:00.000","2021-11-04T00:00:00.000","Until Canceled",,,
"7 GLASS INC","7GLASGI813LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604455576","NORTH RIVER INSURANCE COMPANY THE","46CF804536","6000","2022-05-23T00:00:00.000","2022-05-17T00:00:00.000","Until Canceled",,,
"7 GLASS INC","7GLASGI813LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604455576","Wesco Insurance Co","46WB102871","6000","2019-06-17T00:00:00.000","2019-05-17T00:00:00.000",,"2020-05-22T00:00:00.000",,
"7 GLASS INC","7GLASGI813LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604455576","Navigators Ins Co","NAV00024793","6000","2020-05-21T00:00:00.000","2020-05-17T00:00:00.000",,"2022-05-19T00:00:00.000",,
"7 HILLS TILE LLC","7HILLHT8187C","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604445243","Contractors Bonding & Insurance Co","SM4245","6000","2019-10-03T00:00:00.000","2019-10-03T00:00:00.000","Until Canceled",,,
"7-IRON CONSTRUCTION","7IRONC*804J2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604607932","HARTFORD INSURANCE CO THE MIDWEST","57bsbin0573","12000","2021-12-02T00:00:00.000","2021-11-30T00:00:00.000","Until Canceled",,,
"7-IRON CONSTRUCTION","7IRONC*804J2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604607932","Navigators Ins Co","NAV00022266","12000","2020-04-22T00:00:00.000","2020-04-17T00:00:00.000",,"2021-05-20T00:00:00.000",,
"7J LANDSCAPE CONSTRUCTION","7JLANLC838N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603483838","Contractors Bonding & Insurance Co","FD9494","12000","2017-08-25T00:00:00.000","2017-08-24T00:00:00.000","Until Canceled",,,
"7 KINGS CONSTRUCTION LLC","7KINGKC797MS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604748138","Navigators Ins Co","NAV00007688","12000","2021-07-27T00:00:00.000","2021-07-21T00:00:00.000",,"2021-09-12T00:00:00.000",,
"7 KINGS CONSTRUCTION LLC","7KINGKC797MS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604748138","NORTH RIVER INSURANCE COMPANY THE","46CF800848","12000","2021-08-23T00:00:00.000","2021-09-12T00:00:00.000","Until Canceled",,,
"7 KINGDOM'S GENERAL CONTR LLC","7KINGKG791N3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604781991","Travelers Cas and Surety Co of America","107659670","12000","2022-06-28T00:00:00.000","2022-06-27T00:00:00.000","Until Canceled",,,
"7 KINGDOM'S GENERAL CONTR LLC","7KINGKG791N3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604781991","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK9339","12000","2021-08-23T00:00:00.000","2021-08-02T00:00:00.000",,"2022-05-28T00:00:00.000",,
"THE 7 ORTEGA CONSTRUCTION LLC","7ORTE7O816L5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604397772","Navigators Ins Co","NAV00023642","12000","2020-05-14T00:00:00.000","2020-05-13T00:00:00.000",,"2022-05-14T00:00:00.000",,
"THE 7 ORTEGA CONSTRUCTION LLC","7ORTE7O816L5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604397772","Wesco Insurance Co","46WB085979","12000","2019-06-26T00:00:00.000","2019-03-07T00:00:00.000",,"2020-05-14T00:00:00.000",,
"THE 7 ORTEGA CONSTRUCTION LLC","7ORTE7O816L5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604397772","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN6423","12000","2022-06-24T00:00:00.000","2022-05-13T00:00:00.000","Until Canceled",,,
"7 PINES TREE SERVICE","7PINETS803QE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604665704","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM9809","6000","2021-11-15T00:00:00.000","2021-11-12T00:00:00.000","Until Canceled",,,
"7 PINES TREE SERVICE","7PINETS803QE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604665704","Platte River Ins Co","PR2718596","6000","2021-04-29T00:00:00.000","2020-12-09T00:00:00.000",,"2021-11-12T00:00:00.000",,
"7 & SEVEN CONSTRUCTION LLC","7SEVESC806KN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604611513","Navigators Ins Co","NAV00023404","12000","2020-05-15T00:00:00.000","2020-04-30T00:00:00.000","Until Canceled",,,
"7 STARS CONSTRUCTION LLC","7STARSC817K9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604417603","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN6415","6000","2022-05-17T00:00:00.000","2022-04-25T00:00:00.000","Until Canceled",,,
"7 STARS CONSTRUCTION LLC","7STARSC817K9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604417603","Wesco Insurance Co","46WB102384","6000","2019-05-29T00:00:00.000","2019-04-25T00:00:00.000",,"2020-04-26T00:00:00.000",,
"7 STARS CONSTRUCTION LLC","7STARSC817K9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604417603","Navigators Ins Co","NAV00023485","6000","2020-05-14T00:00:00.000","2020-04-25T00:00:00.000",,"2022-04-27T00:00:00.000",,
"7TH GENERATION LLC","7THGEGL834DG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602831720","Wesco Insurance Co","46WB083942","6000","2017-03-07T00:00:00.000","2017-03-01T00:00:00.000",,"2021-03-02T00:00:00.000",,
"7TH GENERATION LLC","7THGEGL834DG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602831720","Navigators Ins Co","NAV00038872","6000","2021-03-01T00:00:00.000","2021-03-01T00:00:00.000","Until Canceled",,,
"7 WONDERS BEAUTY LLC","7WONDWB787MQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604192662","NORTH RIVER INSURANCE COMPANY THE","46CF805140","12000","2022-07-18T00:00:00.000","2022-07-14T00:00:00.000","Until Canceled",,,
"7W PAVERS & LANDSCAPE LLC","7WPAVPL789DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604681598","NORTH RIVER INSURANCE COMPANY THE","46CF804977","12000","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","Until Canceled",,,
"808 NW CMRCL & RSDTL FLRNG LLC","808NWNC845Q2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603374615","Western Surety Co","62984568","6000","2016-11-22T00:00:00.000","2016-11-22T00:00:00.000",,"2018-01-03T00:00:00.000",,
"808 NW CMRCL & RSDTL FLRNG LLC","808NWNC845Q2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603374615","Western Surety Co","63528288","6000","2018-02-22T00:00:00.000","2018-02-15T00:00:00.000","Until Canceled",,,
"842 LLC","842LLLL823N2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604296818","American Contractors Indem CO","100403969","12000","2018-08-22T00:00:00.000","2018-08-13T00:00:00.000","Until Canceled",,,
"8A Detailing & Cleaning LLC","8ADETCL868BT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603364763","American Contractors Indem CO","100161647","12000","2014-01-30T00:00:00.000","2011-04-23T00:00:00.000","Until Canceled",,,
"8 BALL ABATEMENT LLC","8BALLBA803RH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604641498","Navigators Ins Co","NAV00034275","12000","2020-11-17T00:00:00.000","2020-11-09T00:00:00.000",,"2021-11-12T00:00:00.000",,
"8 BALL ABATEMENT LLC","8BALLBA803RH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604641498","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM9516","12000","2021-11-01T00:00:00.000","2021-11-09T00:00:00.000","Until Canceled",,,
"8TH AVE DES MOINES PROP LLC","8THAVAD815BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603300444","Lexon Ins Co","9823573","12000","2019-01-31T00:00:00.000","2019-01-30T00:00:00.000","Until Canceled",,,
"911 14TH AVE LLC","911141A783N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604697488","Merchants Bonding Co (Mutual)","WA5997853","12000","2022-08-25T00:00:00.000","2022-08-08T00:00:00.000","Until Canceled",,,
"911-DRY LLC","911DRL*837O7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604159209","American Contractors Indem CO","100365815","12000","2022-07-07T00:00:00.000","2022-07-06T00:00:00.000","Until Canceled",,,
"911-DRY LLC","911DRL*837O7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604159209","American Contractors Indem CO","100365815","6000","2017-09-27T00:00:00.000","2017-09-27T00:00:00.000","07/06/2022",,,
"911 Facility Maintenance","911FAFM863PM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602771068","American Contractors Indem CO","100410006","12000","2018-10-02T00:00:00.000","2018-10-23T00:00:00.000",,"2019-12-08T00:00:00.000",,
"911 Facility Maintenance","911FAFM863PM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602771068","Wesco Insurance Co","46WB008687","12000","2014-10-14T00:00:00.000","2014-10-07T00:00:00.000",,"2018-11-03T00:00:00.000",,
"911 Facility Maintenance","911FAFM863PM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602771068","Western Surety Co","64820619","12000","2019-10-11T00:00:00.000","2019-10-23T00:00:00.000","Until Canceled",,,
"911 HOME IMPROVEMENT PLLC","911HOHI822C3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604171904","NORTH RIVER INSURANCE COMPANY THE","46CF803065","12000","2022-02-10T00:00:00.000","2022-02-15T00:00:00.000","Until Canceled",,,
"911 HOME IMPROVEMENT PLLC","911HOHI822C3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604171904","RLI Ins Co","LSM1039875","12000","2018-02-23T00:00:00.000","2018-02-15T00:00:00.000",,"2022-03-24T00:00:00.000",,
"911 RESTORATION","911RER*894NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603121649","NORTH RIVER INSURANCE COMPANY THE","46CF801940","12000","2021-11-09T00:00:00.000","2021-12-08T00:00:00.000","Until Canceled",,,
"911 RESTORATION","911RER*894NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603121649","Wesco Insurance Co","46WB010509","12000","2012-12-14T00:00:00.000","2012-12-08T00:00:00.000",,"2021-12-08T00:00:00.000",,
"911 RESTORATION INC","911RERI923KG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602823980","American Contractors Indem CO","100119087","12000","2010-04-01T00:00:00.000","2010-03-30T00:00:00.000","Until Canceled",,,
"911 REMODEL LLC","911RERL780LC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604843926","Travelers Cas and Surety Co of America","107646416","12000","2022-06-03T00:00:00.000","2022-06-03T00:00:00.000","Until Canceled",,,
"915 CONTRACTING LLC","915COCL791C6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604609091","Platte River Ins Co","A270068145","12000","2022-05-04T00:00:00.000","2021-05-26T00:00:00.000","Until Canceled",,,
"915 CONTRACTING LLC","915COCL791C6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604609091","Western Surety Co","65089671","12000","2021-03-22T00:00:00.000","2020-05-27T00:00:00.000",,"2021-08-05T00:00:00.000",,
"925 CONSTRUCTION LLC","925COCL806DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604589164","American Contractors Indem CO","100537428","12000","2021-03-17T00:00:00.000","2021-03-12T00:00:00.000",,"2022-07-28T00:00:00.000",,
"925 CONSTRUCTION LLC","925COCL806DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604589164","Western Surety Co","65014713","12000","2020-03-13T00:00:00.000","2020-03-12T00:00:00.000",,"2021-03-12T00:00:00.000",,
"925 CONSTRUCTION LLC","925COCL806DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604589164","Western Surety Co","65722035","12000","2022-08-23T00:00:00.000","2022-03-12T00:00:00.000","Until Canceled",,,
"96 RANCH LLC","96RANRL833NC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602930432","Western Surety Co","63265586","12000","2017-07-25T00:00:00.000","2017-07-07T00:00:00.000","Until Canceled",,,
"9POINT9 LLC","9POINL*823KU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604274380","Contractors Bonding & Insurance Co","SL7399","12000","2018-05-31T00:00:00.000","2018-05-29T00:00:00.000","Until Canceled",,,
"9V BAR CONSTRUCTION LLC","9VBARBC856NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603272935","Ironshore Indemnity Inc","SUR40005422","12000","2015-08-19T00:00:00.000","2015-06-15T00:00:00.000",,"2017-06-15T00:00:00.000",,
"9V BAR CONSTRUCTION LLC","9VBARBC856NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603272935","Wesco Insurance Co","46WB086731","12000","2017-06-12T00:00:00.000","2017-06-15T00:00:00.000",,"2020-06-19T00:00:00.000",,
"9V BAR CONSTRUCTION LLC","9VBARBC856NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603272935","Navigators Ins Co","NAV00025813","12000","2020-06-11T00:00:00.000","2020-06-15T00:00:00.000",,"2021-06-16T00:00:00.000",,
"9V BAR CONSTRUCTION LLC","9VBARBC856NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603272935","HARTFORD INSURANCE CO THE MIDWEST","57bsbik5208","12000","2021-05-25T00:00:00.000","2021-06-15T00:00:00.000","Until Canceled",,,
"A1A EXCAVATING","A1AEXE*960KG","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602316722","PLATTE RIVER INS CO","CLB2712446","6000","2010-01-25T00:00:00.000","2010-04-23T00:00:00.000",,"2017-07-27T00:00:00.000",,
"A1A  EXCAVATING LLC","A1AEXEL832RA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604158202","American Contractors Indem CO","100371167","12000","2017-12-01T00:00:00.000","2017-11-16T00:00:00.000","Until Canceled",,,
"A1 AFFORDABLE","A1AFFA*861L6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602999447","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN4975","12000","2022-04-22T00:00:00.000","2022-04-22T00:00:00.000","Until Canceled",,,
"A1 AFFORDABLE","A1AFFA*861L6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602999447","Wesco Insurance Co","46WB022075","12000","2014-06-26T00:00:00.000","2014-06-26T00:00:00.000",,"2022-04-02T00:00:00.000",,
"A-1 AMERICAN FENCE INC","A1AMEAF962P5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602436607","Merchants Bonding Co (Mutual)","WA16106","12000","2015-02-03T00:00:00.000","2015-01-26T00:00:00.000","Until Canceled",,,
"A1 ASBESTOS LLC","A1ASBAL903OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603044298","American Contractors Indem CO","100204812","12000","2012-09-10T00:00:00.000","2012-09-07T00:00:00.000",,"2018-10-26T00:00:00.000",,
"A1 ASBESTOS LLC","A1ASBAL903OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603044298","Western Surety Co","63734823","12000","2018-08-16T00:00:00.000","2018-09-07T00:00:00.000","Until Canceled",,,
"A1 BLINDS LLC","A1BLIBL782NP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604945537","RLI Ins Co","LSM1539959","6000","2022-08-17T00:00:00.000","2022-07-27T00:00:00.000","Until Canceled",,,
"A-1 CHIMNEY SWEEP LLC","A1CHICS962P9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602320480","CBIC","SD2934","12000","2004-10-29T00:00:00.000","2000-10-24T00:00:00.000","Until Canceled",,,
"A1 CONSTRUCTION LLC","A1CONCL781CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604779956","American Contractors Indem CO","100633513","12000","2022-02-03T00:00:00.000","2022-01-27T00:00:00.000","Until Canceled",,,
"A-1 DOOR SERVICE INC","A1DOODS936DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602698018","Wesco Insurance Co","46WB018763","6000","2013-03-06T00:00:00.000","2013-03-06T00:00:00.000","Until Canceled",,,
"A-1 DRILLING & DIGGING INC","A1DRIDI942RE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601592297","Contractors Bonding & Insurance Co","SB1101","12000","2006-12-05T00:00:00.000","2002-01-19T00:00:00.000","Until Canceled",,,
"A1 FRAMING INC","A1FRAFI873OC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603323474","Western Surety Co","63332878","6000","2017-08-30T00:00:00.000","2017-08-30T00:00:00.000",,"2021-10-15T00:00:00.000",,
"A1 FRAMING INC","A1FRAFI873OC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603323474","American Contractors Indem CO","100635744","6000","2022-02-09T00:00:00.000","2022-02-09T00:00:00.000","Until Canceled",,,
"A1 FRAMING INC","A1FRAFI873OC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603323474","Wesco Insurance Co","46WB034362","6000","2013-09-03T00:00:00.000","2013-08-30T00:00:00.000",,"2017-10-01T00:00:00.000",,
"A-1 GARAGE DOOR & GUTTER","A1GARDG787NT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604926288","Western Surety Co","66369005","12000","2022-08-30T00:00:00.000","2022-08-23T00:00:00.000","Until Canceled",,,
"A-1 GARAGE DOOR SERVICE","A1GARDS121DJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600353286","PLATTE RIVER INS CO","CLB2712511","12000","2009-09-28T00:00:00.000","2009-12-20T00:00:00.000",,"2020-03-20T00:00:00.000",,
"A-1 GARAGE DOOR SERVICE","A1GARDS121DJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600353286","United States Fire Insurance Co","615174005","12000","2019-12-26T00:00:00.000","2019-12-20T00:00:00.000","Until Canceled",,,
"A1 GARAGE DOOR SPECIALIST LLC","A1GARGD794QQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604695522","State Farm Fire & Cas Co","98bar9949","6000","2021-10-20T00:00:00.000","2021-08-17T00:00:00.000","Until Canceled",,,
"A1 GARAGE DOOR SPECIALIST","A1GARGD916JC","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602828480","State Farm Fire & Cas Co","98BAR9949","6000","2009-04-03T00:00:00.000","2009-02-25T00:00:00.000","08/17/2021",,,
"A1 GENERAL CONSTRUCTION LLC","A1GENGC803RA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604184521","Western Surety Co","65777602","12000","2022-09-09T00:00:00.000","2022-02-07T00:00:00.000","Until Canceled",,,
"A1 GENERAL CONSTRUCTION LLC","A1GENGC803RA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604184521","Western Surety Co","65215782","12000","2021-03-18T00:00:00.000","2020-09-11T00:00:00.000",,"2021-10-27T00:00:00.000",,
"A1 Gutters","A1GUTG*852NG","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","601161785","Western Surety Co","62678652","6000","2016-02-23T00:00:00.000","2016-03-01T00:00:00.000","03/18/2020",,,
"A1 GUTTERS LLC","A1GUTGL802DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604559893","Western Surety Co","62678652","6000","2020-03-18T00:00:00.000","2020-01-25T00:00:00.000","Until Canceled",,,
"A1 HANDYPRO GENERAL CNTR LLC","A1HANHG852NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603453567","Western Surety Co","62178931","12000","2015-08-19T00:00:00.000","2015-08-17T00:00:00.000","Until Canceled",,,
"A1 HANDYPRO GENERAL CONTRACTOR","A1HANHG865PC","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603440522","Western Surety Co","62178931","12000","2014-10-03T00:00:00.000","2014-10-03T00:00:00.000","Until Canceled",,,
"A-1 HANDYMAN PLUS LLC","A1HANHP962MH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602410387","Great American Ins Co","2218293","12000","2014-10-09T00:00:00.000","2014-07-24T00:00:00.000",,"2020-09-29T00:00:00.000",,
"A-1 HANDYMAN PLUS LLC","A1HANHP962MH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602410387","Suretec Insurance Company","5289033","12000","2020-06-22T00:00:00.000","2020-07-24T00:00:00.000",,"2022-07-24T00:00:00.000",,
"A-1 HANDYMAN PLUS LLC","A1HANHP962MH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602410387","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN7802","12000","2022-07-11T00:00:00.000","2022-07-24T00:00:00.000","Until Canceled",,,
"A1 HAULING & SITE CLEANUP LLC","A1HAUHS932LF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602724893","Ironshore Indemnity Inc","SUR40005948","12000","2015-12-01T00:00:00.000","2015-07-13T00:00:00.000",,"2018-07-13T00:00:00.000",,
"A1 HAULING & SITE CLEANUP LLC","A1HAUHS932LF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602724893","Ohio Cas Ins Co","674955C","12000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"A1 HAULING & SITE CLEANUP LLC","A1HAUHS932LF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602724893","Developers Surety & Indem Co","674955C","12000","2018-08-06T00:00:00.000","2018-07-13T00:00:00.000","08/26/2019",,,
"A-1 HYDROLAWN","A1HYD**086J3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601367635","DEVELOPERS INS CO","760093C","6000","2002-03-11T00:00:00.000","2002-03-11T00:00:00.000","08/26/2019",,,
"A-1 HYDROLAWN","A1HYD**086J3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601367635","Ohio Cas Ins Co","760093C","6000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"A-1 ILLUMINATED SIGN CO INC","A1ILLIS839QB","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602195548","Cincinnati Ins Co","6759685","6000","2017-11-08T00:00:00.000","2017-10-01T00:00:00.000","01/04/2019",,,
"A-1 IMPROVEMENTS","A1IMP**078MO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601474434","Developers Surety & Indem Co","745404C","6000","2007-02-02T00:00:00.000","2007-02-02T00:00:00.000","08/26/2019",,,
"A-1 IMPROVEMENTS","A1IMP**078MO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601474434","Ohio Cas Ins Co","745404C","6000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"A-1 INSTALLATIONS NW LLC","A1INSIN914L5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602875892","Western Surety Co","62261668","12000","2015-06-23T00:00:00.000","2015-01-09T00:00:00.000","Until Canceled",,,
"A1 INTEGRITY INC","A1INTII840NK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603603434","Developers Surety & Indem Co","671482C","12000","2016-08-12T00:00:00.000","2016-06-24T00:00:00.000","08/26/2019",,,
"A1 INTEGRITY INC","A1INTII840NK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603603434","Ohio Cas Ins Co","671482C","12000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"A1-KST Lndscpg & Const LLC","A1KSTLC870JZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603291186","American Contractors Indem CO","100219981","12000","2013-04-09T00:00:00.000","2013-04-09T00:00:00.000","Until Canceled",,,
"A-1 LANDSCAPING & CONST INC","A1LANCI056DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601605837","LIBERTY MUTUAL INS","023011025","12000","2007-05-09T00:00:00.000","2007-05-12T00:00:00.000","Until Canceled",,,
"A-1 LANDSCAPE DESIGN INC","A1LANDI034NO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601789585","RLI INSURANCE CO","SRS1016770","6000","2002-08-06T00:00:00.000","2002-08-20T00:00:00.000","Until Canceled",,,
