"school_name","school_year","reported_enrollment","percent_complete_for_all_immunizations","percent_conditional","percent_out_of_compliance","percent_with_any_exemption","percent_with_medical_exemption","percent_with_personal_exemption","percent_with_religious_exemption","percent_with_religious_membership_exemption","percent_complete_for_diphtheria_tetanus","percent_complete_for_pertussis","percent_complete_for_measles_mumps_rubella","percent_complete_for_polio","percent_complete_for_hepatitisb","percent_complete_for_varicella","number_complete_for_all_immunizations","number_conditional","number_out_of_compliance","number_with_any_exemption","number_with_medical_exemption","number_with_personal_exemption","number_with_religious_exemption","number_with_religious_membership_exemption","number_incomplete_for_diphtheria_tetanus","number_incomplete_for_pertussis","number_incomplete_for_measles_mumps_rubella","number_incomplete_for_polio","number_incomplete_for_hepatitisb","number_incomplete_for_varicella","reported","address","city","school_district","county","esd","grade_levels","has_kindergarten","has_6thgrade","location_1"
"MILLER JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","100 E LINDSTROM","ABERDEEN","ABERDEEN SCHOOL DISTRICT","GRAYS HARBOR","EDUCATIONAL SERVICE DISTRICT 113","7-8","N","N",
"LA CONNER MIDDLE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 2103","LA CONNER","LA CONNER SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"RIDGELINE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 476","YELM","YELM SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","7-9","N","N",
"PASCO SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1108 N 10TH AVENUE","PASCO","PASCO SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"SOLOMON CHRISTIAN SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8021 230TH ST SW","EDMONDS","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-12","N","N",
"MOUNT RAINIER HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22450 19TH AVE S","DES MOINES","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"RIVERWOOD COMMUNITY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","146B BUENA VISTA DR","COLVILLE","COLVILLE SCHOOL DISTRICT","STEVENS","EDUCATIONAL SERVICE DISTRICT 101","K-2","Y","N",
"SHAHALA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","601 SE 192ND AVENUE","VANCOUVER","EVERGREEN SCHOOL DISTRICT (CLARK)","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"PACIFIC MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22705 24TH AVE S","DES MOINES","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"SPANAWAY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","15701 B ST E","TACOMA","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"POST MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1220 E. 5TH ST","ARLINGTON","ARLINGTON SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"RENTON SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","400 S 2ND ST","RENTON","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MASON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3901 N 28TH ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"SEATTLE PREP/MATTEO RICCI COLLEGE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2400 11TH AVE E","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MOUNTAINSIDE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4717 E DAY MT. SPOKANE RD","COLBERT","MEAD SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","7-8","N","N",
"SQUALICUM HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3773 E MCLEOD RD","BELLINGHAM","BELLINGHAM SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"MOUNT BAKER JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5100 MITCHELL RD","DEMING","MOUNT BAKER SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"OVERLAKE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","20301 NE 108TH ST","REDMOND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","5-12","N","Y",
"SIERRA VISTA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","916 N. 16 STREET","SUNNYSIDE","SUNNYSIDE SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","6-8","N","Y",
"NEW START","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","614 SW 120TH ST","SEATTLE","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MERIDIAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","194 W LAUREL ROAD","BELLINGHAM","MERIDIAN SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"MT. SOLO MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5300 MT. SOLO ROAD","LONGVIEW","LONGVIEW SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"ROSE HILL MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","13505 NE 75TH","REDMOND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"NOVA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","300 20 AVE E","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"NEW HORIZON SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1111 S CARR RD","RENTON","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","5-12","N","Y",
"SCHOOL FOR THE ENTREPRENEUR","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8301 84TH STREET NE","MARYSVILLE","MARYSVILLE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"POULSBO SDA SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1700 LINCOLN RD NE  SUITE 1","POULSBO","NORTH KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","1-8","N","Y",
"RIVERSIDE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4120 EAST DEER PARK-MILAN RD.","CHATTAROY","RIVERSIDE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"KAMIAKIN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14111 132ND AVE NE","KIRKLAND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"SKY VALLEY EDUCATION CENTER","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","351 SHORT COLUMBIA ST","MONROE","MONROE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","1-12","N","Y",
"LINCOLN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1945 4TH AVE","CLARKSTON","CLARKSTON SCHOOL DISTRICT","ASOTIN","EDUCATIONAL SERVICE DISTRICT 123","7-8","N","N",
"NORTH KITSAP HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1780 NE HOSTMARK","POULSBO","NORTH KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","9-12","N","N",
"MERIT SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","36001 1ST AV S","FEDERAL WAY","FEDERAL WAY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"NEWPORT SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4333 FACTORIA BOULEVARD SE","BELLEVUE","BELLEVUE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"SELAH HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","801 NORTH FIRST STREET","SELAH","SELAH SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","10-12","N","N",
"MILL CREEK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","620 CENTRAL AVE N","KENT","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"SECONDARY OPTIONS","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7741 LITTLEROCK ROAD SW","OLYMPIA","TUMWATER SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","8-12","N","N",
"MEAD ALTERNATIVE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","529 W HASTINGS","SPOKANE","MEAD SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"OAKVIEW ELEMENTARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","201 OAKVIEW AVENUE","CENTRALIA","CENTRALIA SCHOOL DISTRICT","LEWIS","EDUCATIONAL SERVICE DISTRICT 113","4-6","N","Y",
"PENINSULA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14105 PURDY DR NW","GIG HARBOR","PENINSULA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"NORTH PINES MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","701 N. PINES RD.","SPOKANE","CENTRAL VALLEY SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"OPEN DOORS (1418)","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","901 E 2ND AV   #100","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"NORTH THURSTON HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","600 SLEATER KINNEY RD NE","LACEY","NORTH THURSTON PUBLIC SCHOOLS","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","9-12","N","N",
"NELSEN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2403 JONES AVE S","RENTON","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"SPECIAL EDUCATION SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","112 SO. ELLIOTT STREET","WENATCHEE","WENATCHEE SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","PK-9","Y","Y",
"MADISON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3429 45 AVE SW","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"LAKE STEVENS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1031 91 AVE SE","LAKE STEVENS","LAKE STEVENS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-7","N","Y",
"SKYVIEW JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","21404 35 AV SE","BOTHELL","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-9","N","N",
"STATE STREET HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","800 STATE STREET","SEDRO-WOOLLEY","SEDRO-WOOLLEY SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"TAHOMA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","24425 SE 216TH ST","MAPLE VALLEY","TAHOMA SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-7","N","Y",
"SUMNER HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1707 MAIN ST","SUMNER","SUMNER SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"WEST VALLEY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8301 E BUCKEYE","SPOKANE","WEST VALLEY SCHOOL DISTRICT (SPOKANE)","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"UPPER COLUMBIA ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3025 E SPANGLE WAVERLY RD","SPANGLE","LIBERTY SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"TWO RIVERS SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","330 BALLARAT AVE N","NORTH BEND","SNOQUALMIE VALLEY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-12","N","N",
"STILLPOINT SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","775 PARK ST","FRIDAY HARBOR","SAN JUAN ISLAND SCHOOL DISTRICT","SAN JUAN","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","K-6","Y","Y",
"WINLOCK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","241 NORTH MILITARY ROAD","WINLOCK","WINLOCK SCHOOL DISTRICT","LEWIS","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"THOMAS JEFFERSON HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4248 S 288TH ST","AUBURN","FEDERAL WAY SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"WARDEN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","101 W. BECK WAY","WARDEN","WARDEN SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"UNIVERSITY PLACE SPECIAL EDUC","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3717 GRANDVIEW DRIVE W","UNIVERSITY PLACE","UNIVERSITY PLACE SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","K -12","Y","Y",
"YELM MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","402 YELM AVE W","YELM","YELM SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","7-9","N","N",
"TONASKET MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","35MS HIGHWAY 20","TONASKET","TONASKET SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-8","N","Y",
"WIND RIVER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 850","STEVENSON","STEVENSON-CARSON SCHOOL DISTRICT","SKAMANIA","EDUCATIONAL SERVICE DISTRICT 112","7-8","N","N",
"THURGOOD MARSHALL MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3939 20TH AVE NW","OLYMPIA","OLYMPIA SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"WOODINVILLE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","19819 136 NE","WOODINVILLE","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","10-12","N","N",
"WASHINGTON HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12420 AINSWORTH AVE S","TACOMA","FRANKLIN PIERCE SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"WILBUR SECONDARY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 1090","WILBUR","WILBUR SCHOOL DISTRICT","LINCOLN","EDUCATIONAL SERVICE DISTRICT 101","7-12","N","N",
"WHITE PASS JR. SR. HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","516 SILVERBROOK ROAD","RANDLE","WHITE PASS SCHOOL DISTRICT","LEWIS","EDUCATIONAL SERVICE DISTRICT 113","7-12","N","N",
"THE CENTER SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","305 HARRISON ST","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"WOODLAND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","757 PARK","WOODLAND","WOODLAND SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
