"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","insurancecompany","insurancepolicyno","insuranceamt","effectivedate","expirationdate","canceldate","createdate","createdby_waoic_id","lastupdatedate","updatedby_waoic_id","insuranceagencyname"
"AARON'S GARAGE DOOR CO LLC","AARONGD845PJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604025863","State Farm Fire & Cas Co","98EDB4837","1000000","2021-10-01T00:00:00.000","2023-10-01T00:00:00.000",,"2021-09-21T00:00:00.000","L&I Staff","2022-08-22T00:00:00.000","914379","Kathy Landers State Farm Ins"
"AARON SITZMANN CONST LLC","AARONSC810D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604414423","Houston Casualty Co","H22AC81365-03","1000000","2022-03-22T00:00:00.000","2023-03-22T00:00:00.000",,"2022-03-22T00:00:00.000","14919","2022-03-22T00:00:00.000","14919","ROSE HILL INSURANCE CO"
"AARON'S LANDSCAPING LLC","AARONLL816L8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604443722","Ohio Security Ins Co","BKS56179525","1000000","2019-06-16T00:00:00.000","2023-06-16T00:00:00.000",,"2019-06-28T00:00:00.000","L&I Staff","2022-06-08T00:00:00.000","1007890","W Ins Group"
"AARON'S LAWN CARE LLC","AARONLC903PE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602999230","HISCOX INSURANCE COMPANY INC","UDC-4157743-CGL-21","1000000","2021-05-18T00:00:00.000","2023-05-18T00:00:00.000",,"2021-05-25T00:00:00.000","234038","2022-03-28T00:00:00.000","234038","COLLEEN CASEY INSURANCE AGENCY"
"Aaron's Metal Works","AARONMW914DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602627593","Ohio Security Ins Co","bks57165896","1000000","2016-05-05T00:00:00.000","2023-05-05T00:00:00.000",,"2016-05-13T00:00:00.000","L&I Staff","2022-03-21T00:00:00.000","18227","RGI INSURANCE SPECIALTY"
"AARONS PAINTING","AARONP*865OB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601796002","Ohio Security Ins Co","BKS56822201","500000","2017-09-02T00:00:00.000","2023-09-02T00:00:00.000",,"2017-07-14T00:00:00.000","881468","2022-08-02T00:00:00.000","765274","LIBERTY MUTUAL AGENCY CORP"
"AARON'S PAINTING & CONST SRVS","AARONPC822RR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604360274","Acuity A Mutual Insurance Comp","Z92625","1000000","2019-01-31T00:00:00.000","2023-01-31T00:00:00.000",,"2019-02-07T00:00:00.000","L&I Staff","2021-12-21T00:00:00.000","95779","ISU-HADDOCK CO INC"
"AARON'S PLUMBING LLC","AARONPL797NF","PC","PLUMBING CONTRACTOR","A","ACTIVE","602550834","Contractors Bonding & Insuranc","C11SG4495","1000000","2021-11-22T00:00:00.000","2022-11-22T00:00:00.000",,"2021-12-13T00:00:00.000","71280","2021-12-13T00:00:00.000","71280","POULSBO JUNCTION INS INC"
"AARON'S PLUMBING LLC","AARONPL955Q3","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602550834","Contractors Bonding & Insuranc","C11SG4495","1000000","2019-11-22T00:00:00.000","2022-11-22T00:00:00.000",,"2019-10-09T00:00:00.000","0","2021-10-05T00:00:00.000","0","POULSBO JUNCTION INS INC"
"AARON'S TREE SERVICE","AARONTS790DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604718137","Northfield Ins Co","WS461169","1000000","2021-03-11T00:00:00.000","2023-03-11T00:00:00.000",,"2021-03-15T00:00:00.000","L&I Staff","2022-03-11T00:00:00.000","1023203","Kendra Smith Insurance Agency"
"AA Roofing & Decking LLC","AAROORD797KC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604603993","Third Coast Insurance Company","GLSISTC001856222","1000000","2022-04-22T00:00:00.000","2023-04-22T00:00:00.000",,"2022-04-14T00:00:00.000","742974","2022-04-14T00:00:00.000","742974","C Randy McCready Agency"
"AA ROOFING PROS LLC","AAROORP789KC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604905529","Obisidian Insurance Company","PTCGL00000103300","1000000","2022-03-31T00:00:00.000","2023-03-31T00:00:00.000",,"2022-05-03T00:00:00.000","L&I Staff","2022-06-15T00:00:00.000","L&I Staff",
"A&A ROOFING SERVICES","ROOFIRS798DE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604717947","United Specialty Insurance Com","10219716-B","1000000","2022-03-01T00:00:00.000","2023-03-01T00:00:00.000",,"2022-02-28T00:00:00.000","792907","2022-02-28T00:00:00.000","792907","HARVEY-MONTEITH INSURANCE"
"AARTS & SONS LAWN MAINTENANCE","AARTSSL071DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601319060","Ohio Security Ins Co","BKS54704714","1000000","2021-03-30T00:00:00.000","2023-03-30T00:00:00.000",,"2021-03-15T00:00:00.000","L&I Staff","2022-02-16T00:00:00.000","99425","DUNCAN & ASSOCIATES INC"
"AASEBY DESIGN & CONSTR LLC","AASEBDC791BL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604181773","Western World Ins Co","NPP8734063","1000000","2021-10-02T00:00:00.000","2022-10-02T00:00:00.000",,"2021-10-01T00:00:00.000","0","2021-10-01T00:00:00.000","0","RON ROTHERT INS SERVICES"
"AASE CONSTRUCTION","AASECC*818CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603582440","OHIC Insurance Company","BLS61003017","2000000","2020-02-14T00:00:00.000","2023-02-14T00:00:00.000",,"2020-02-14T00:00:00.000","798992","2022-01-03T00:00:00.000","798992","ISU GLOBAL INSURANCE"
"AA SIDE X SIDE CONST INC","AASIDXS008MU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602051585","Evanston Ins Co","RRZMF","1000000","2022-03-13T00:00:00.000","2025-03-13T00:00:00.000",,"2022-03-21T00:00:00.000","987070","2022-03-21T00:00:00.000","987070","Villano Insurance Agency"
"AA'S PACIFIC NW CONST INC","AASPAPN806RG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604547157","Houston Casualty Co","H21AC87081-00","1000000","2021-09-28T00:00:00.000","2022-09-28T00:00:00.000",,"2021-09-29T00:00:00.000","228428","2021-09-29T00:00:00.000","228428","Alliance West Ins 733011"
"AASVE HOME'S LLC","AASVEHL794J6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604035561","ROCKINGHAM SPECIALTY INC","RWAG400625-01","2000000","2021-09-12T00:00:00.000","2023-09-12T00:00:00.000",,"2021-08-12T00:00:00.000","717196","2022-09-08T00:00:00.000","776519","JMB Insurance Svcs Inc"
"A&A TILE","TILE*T*820KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604255764","Ohio Security Ins Co","BLS58745562","1000000","2018-04-18T00:00:00.000","2023-04-18T00:00:00.000",,"2018-05-09T00:00:00.000","L&I Staff","2022-03-15T00:00:00.000","174315","HARVEY INS ASSOCIATES LLC"
"AA TILE CONSTRUCTION","AATILTC971MQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602217909","Country Mutual Ins Co","AM9021782","1000000","2019-06-01T00:00:00.000","2023-06-01T00:00:00.000",,"2019-06-03T00:00:00.000","248894","2022-04-28T00:00:00.000","182881","CC Services Inc"
"AAT Inc","AATINI*861KT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603403156","Atlantic Cas Ins Co","L221003051-0","1000000","2022-07-01T00:00:00.000","2023-07-01T00:00:00.000",,"2022-07-01T00:00:00.000","173883","2022-07-01T00:00:00.000","173883","Y.I MANCHICK INSURANCE AGENCY"
"AA TREE SERVICE INC","AATRETS815MH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604413393","MESA UNDERWRITERS SPECIALTY IN","MP0046003017916","1000000","2022-08-18T00:00:00.000","2023-08-18T00:00:00.000",,"2022-08-18T00:00:00.000","865165","2022-08-18T00:00:00.000","865165","Joel Reyes Insurance Group"
"A AUSTIN'S SEPTIC COMPANY","AUSTIAS815B8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604384771","Ohio Security Ins Co","BKS59499201","1000000","2020-01-25T00:00:00.000","2023-01-25T00:00:00.000",,"2020-01-23T00:00:00.000","140566","2022-01-20T00:00:00.000","140566","GREIERT INSURANCE INC"
"AAV CONSTRUCTION LLC","AAVCOCL810KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604451060","CLEAR SPRING PROPERTY AND CASU","CB001504100","1000000","2021-05-14T00:00:00.000","2023-05-14T00:00:00.000",,"2021-04-30T00:00:00.000","77959","2022-03-11T00:00:00.000","77959","HARVEY-MONTEITH INSURANCE"
"A & A WELL DRILLING INC","WELLDI*945R7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602005423","WESTERN NATIONAL MUTUAL INS CO","CPP1205449","1000000","2022-02-19T00:00:00.000","2023-02-19T00:00:00.000",,"2022-02-13T00:00:00.000","0","2022-02-13T00:00:00.000","0","HUB INTERNATIONAL Bothell"
"AA WINDOW & GUTTER CLEANING","AAWINWG962DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601608963","Mutual of Enumclaw Ins Co","CPP0012633","1000000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2021-11-23T00:00:00.000","884771","2021-11-23T00:00:00.000","884771","REDMOND GENERAL INS AGENCY"
"AAWNINGS/SUNROOMS/DISTNCTN INC","AAWNII*991DA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602098880","Country Mutual Ins Co","AM9085984","1000000","2022-02-18T00:00:00.000","2023-02-18T00:00:00.000",,"2022-02-22T00:00:00.000","182881","2022-02-22T00:00:00.000","182881","CC Services Inc"
"AAY CONTRACTING","AAYCOC*853DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602627897","Scottsdale Ins Co","CPS2405834","500000","2016-03-02T00:00:00.000","2023-03-02T00:00:00.000",,"2016-03-11T00:00:00.000","L&I Staff","2022-02-18T00:00:00.000","16245","GVI CORPORATION"
"A+ BACKFLOW INC","BACKFBI828ML","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604077660","Ohio Security Ins Co","BKS57371390","1000000","2018-06-03T00:00:00.000","2023-06-03T00:00:00.000",,"2018-07-13T00:00:00.000","L&I Staff","2022-05-03T00:00:00.000","201438","LIBERTY MUTUAL AGENCY CORP"
"ABA CLEANING SERVICES LLC","ABACLCS872LG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603165835","Ohio Security Ins Co","BKS60294014","1000000","2020-09-06T00:00:00.000","2023-09-06T00:00:00.000",,"2020-09-08T00:00:00.000","739553","2022-07-13T00:00:00.000","739553","Strong Family Insurance"
"ABACUS FINE CARPENTRY LLC","ABACUFC947K2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602582746","Liberty Northwest Ins Corp","BKW1254448267","1000000","2011-04-09T00:00:00.000","2023-04-09T00:00:00.000",,"2011-03-07T00:00:00.000","L&I Staff","2022-02-25T00:00:00.000","135342","Kuresman Insurance LLC"
"ABACUS RESOURCE MANAGEMENT CO","ABACURM936DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601038290","Travelers Property Cas Co of A","P63075366586TIL21","1000000","2021-11-09T00:00:00.000","2022-11-09T00:00:00.000",,"2022-01-06T00:00:00.000","L&I Staff","2022-01-06T00:00:00.000","L&I Staff",
"A B A FLOORING LLC","BFLOOBF828O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604280357","Ohio Cas Ins Co","BLS58898290","500000","2018-06-04T00:00:00.000","2023-06-04T00:00:00.000",,"2018-09-21T00:00:00.000","L&I Staff","2022-06-01T00:00:00.000","702438","HBT INSURANCE"
"ABA HVAC & HOME SOLUTIONS INC","ABAHVHH801MM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604627155","Kinsale Insurance Company","0100197328-0.","1000000","2022-07-09T00:00:00.000","2023-07-09T00:00:00.000",,"2022-07-05T00:00:00.000","742974","2022-07-05T00:00:00.000","742974","C Randy McCready Agency"
"ABAR19 CONSTRUCTION LLC","ABAR1CL786L4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604449247","Ohio Security Ins Co","BKS64540543","1000000","2022-03-24T00:00:00.000","2023-03-24T00:00:00.000",,"2022-07-12T00:00:00.000","L&I Staff","2022-07-12T00:00:00.000","L&I Staff",
"ABATEMENT & DECONTAM SPEC LLC","ABATEDS824CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604190712","Westchester Surp Lines Ins Co","G28157599007","1000000","2022-08-29T00:00:00.000","2023-08-29T00:00:00.000",,"2022-08-29T00:00:00.000","163100","2022-08-29T00:00:00.000","163100","BROWN & BROWN OF WA INC"
"ABATEMENT & DECONTAM SPEC LLC","ABATEDS824CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604190712","Westchester Surp Lines Ins Co","G28157599006","1000000","2021-08-29T00:00:00.000","2023-08-29T00:00:00.000",,"2021-09-01T00:00:00.000","1017041","2022-08-26T00:00:00.000","231527","BROWN & BROWN OF WA INC"
"ABATEMENT SERVICES OF WA INC","ABATESW849BR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603518092","Arch Insurance Co","12EMP2302700","1000000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2022-05-02T00:00:00.000","0","2022-05-02T00:00:00.000","0","UNITED RISK & INS SERVICES"
"ABATEMENT SQUAD LLC","ABATESL799CP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604692376","Capitol Specialty Ins Corp","EV-20220140-01","1000000","2022-02-10T00:00:00.000","2023-02-10T00:00:00.000",,"2022-02-14T00:00:00.000","93686","2022-02-14T00:00:00.000","93686","ANGLE AGENCY"
"ABBACOM, INC","ABBACI*810L6","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604035855","Travelers Cas Insurance Co of","6804d765854","1000000","2021-10-01T00:00:00.000","2022-10-01T00:00:00.000",,"2020-09-29T00:00:00.000","L&I Staff","2021-12-29T00:00:00.000","L&I Staff",
"ABBA CONTRACTING","ABBACC*920D1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602806426","Continental Cas Co","C6981499640","1000000","2021-10-26T00:00:00.000","2022-10-26T00:00:00.000",,"2021-10-19T00:00:00.000","75931","2021-10-19T00:00:00.000","75931","All Lines Insurance Inc"
"ABBA Excavating LLC","ABBAEEL872KB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603267795","ROCKINGHAM SPECIALTY INC","RWAA403530-01","1000000","2022-04-29T00:00:00.000","2023-04-29T00:00:00.000",,"2022-05-03T00:00:00.000","769319","2022-05-03T00:00:00.000","769319","RODRIGUEZ AGENCY LLC, THE"
"ABBA KING LLC","ABBAKKL820Q1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604342767","Clear Blue Specialty INS","AR01-RS-2204849-00","1000000","2022-08-15T00:00:00.000","2023-08-15T00:00:00.000",,"2022-08-15T00:00:00.000","943794","2022-08-15T00:00:00.000","943794","Vern Fonk Ins Services Inc"
"ABBA ROOFING & CONSTR LLC","ABBARRC795KK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604748304","Third Coast Insurance Company","GLSISTC001876022","1000000","2022-05-08T00:00:00.000","2023-05-08T00:00:00.000",,"2022-04-19T00:00:00.000","187510","2022-04-19T00:00:00.000","187510","Elliott Ins & Financial Srvcs"
"ABBASON'S ARTISTRUCTURE LLC","ABBASAL792BH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604691679","United Fire and Casualty Co","60497998","300000","2020-10-06T00:00:00.000","2022-10-06T00:00:00.000",,"2021-01-08T00:00:00.000","L&I Staff","2021-08-24T00:00:00.000","0","COEUR D ALENE INSURANCE"
"ABBC LLC","ABBCLL*783LG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604009039","Ohio Security Ins Co","BZS58092704","2000000","2021-10-17T00:00:00.000","2022-10-17T00:00:00.000",,"2022-08-31T00:00:00.000","765274","2022-08-31T00:00:00.000","765274","LIBERTY MUTUAL AGENCY CORP"
"ABBC LLC","ABBCLL*783LG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604009039","Accelerant Specialty Insurance","S0012GL00072400","2000000","2022-04-05T00:00:00.000","2023-04-05T00:00:00.000",,"2022-06-07T00:00:00.000","L&I Staff","2022-06-07T00:00:00.000","L&I Staff",
"ABBEY CAPITOL FLOORS & INTERRS","ABBEYCF815QL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602048984","Mid-Century Ins Co","606696710","1000000","2019-10-19T00:00:00.000","2022-10-19T00:00:00.000",,"2019-11-13T00:00:00.000","L&I Staff","2021-10-16T00:00:00.000","0","JARED BOUCHEY-FARMERS"
"ABBEY CARPET #34","ABBEYC3935PT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600031779","Sentinal Insurance Company LTD","52SBAPY1838","1000000","2022-09-01T00:00:00.000","2023-09-01T00:00:00.000",,"2022-09-06T00:00:00.000","751982","2022-09-06T00:00:00.000","751982","MCCONKEY TURNER INS AGENCY"
"ABBEY CARPET & FLR OF PUYALLUP","ABBEYCF899PQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","278037438","Austin Mutual Ins Co","BPP5595W","2000000","2021-08-01T00:00:00.000","2023-08-01T00:00:00.000",,"2021-08-02T00:00:00.000","L&I Staff","2022-07-20T00:00:00.000","39095","TAYLOR-THOMASON INS BROKERS"
"ABBEY VAN DAM CARPET AND MORE","ABBEYVD847JR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603580137","State Farm General Insurance C","98CCV6045","1000000","2022-04-01T00:00:00.000","2023-04-01T00:00:00.000",,"2022-04-06T00:00:00.000","871311","2022-04-06T00:00:00.000","871311","Luis Sanchez Agency"
"A B B INC","ABBIN**986LM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600402821","HDI Global Insurance Company","GLD1090914","1000000","2022-04-01T00:00:00.000","2023-04-01T00:00:00.000",,"2022-05-12T00:00:00.000","L&I Staff","2022-05-12T00:00:00.000","L&I Staff",
"ABBOTT CONSTRUCTION LLC","ABBOTCL781KS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600479123","Arch Insurance Co","11PKG8914313","5000000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2022-05-10T00:00:00.000","L&I Staff","2022-05-10T00:00:00.000","L&I Staff",
"ABBOTT HOMES & RENOVATIONS LLC","ABBOTHR793O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604796560","Obsidian Specialty Insurance C","SCB-GL-000015863","1000000","2022-09-11T00:00:00.000","2023-09-11T00:00:00.000",,"2022-09-07T00:00:00.000","981783","2022-09-07T00:00:00.000","981783","CUSTOM CONTACTORS INS, LLC"
"ABBOTT RESIDENTIAL SERVICES","ABBOTRS885C7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603169430","Developers Surety & Indem Co","BIS0001257101","1000000","2012-02-27T00:00:00.000","2023-02-27T00:00:00.000",,"2012-02-27T00:00:00.000","L&I Staff","2021-12-06T00:00:00.000","184582","OZANICH INS BROKERS LTD"
"ABBOTT'S FLOORING","ABBOTF*920K7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602062120","Contractors Bonding & Insuranc","C11SN3183","300000","2022-05-27T00:00:00.000","2023-05-27T00:00:00.000",,"2022-05-24T00:00:00.000","104964","2022-05-24T00:00:00.000","104964","INTEGRITY INSURANCE & FINANCIA"
"ABBSCO LLC","ABBSCC*795P1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603515960","Contractors Bonding & Insuranc","G11FE1767","1000000","2021-10-07T00:00:00.000","2022-10-07T00:00:00.000",,"2021-10-21T00:00:00.000","L&I Staff","2021-10-21T00:00:00.000","L&I Staff",
"ABB SOLUTION LLC","ABBSOSL783JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604850090","Underwriters at Lloyds","AC266002264","1000000","2022-02-24T00:00:00.000","2023-02-24T00:00:00.000",,"2022-04-07T00:00:00.000","L&I Staff","2022-04-07T00:00:00.000","L&I Staff",
"AB BUILDERS LLC","ABBUIBL868N8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603391413","Contractors Bonding & Insuranc","C11SN4636","1000000","2021-10-08T00:00:00.000","2022-10-08T00:00:00.000",,"2022-08-04T00:00:00.000","935399","2022-08-04T00:00:00.000","935399","DANIEL JUDD INS. AGENCY INC"
"ABC-ABLE SEPTIC SERVICE INC","ABCABSS990RC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602142090","Oregon Mutual Ins Co","SMO5410922097","1000000","2021-12-23T00:00:00.000","2022-12-23T00:00:00.000",,"2022-02-15T00:00:00.000","L&I Staff","2022-02-15T00:00:00.000","L&I Staff",
"ABC APEX CONSTRUCTION, WA LLC","ABCAPAC956LC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602396117","MESA UNDERWRITERS SPECIALTY IN","MP0046003016516","1000000","2022-01-20T00:00:00.000","2023-01-20T00:00:00.000",,"2022-01-11T00:00:00.000","765713","2022-01-11T00:00:00.000","765713","Popova Insurance Services Inc"
"AB CARPENTERS CORP","ABCARCC845LS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603620700","Third Coast Insurance Company","GLSISTC002096622","1000000","2022-06-06T00:00:00.000","2023-06-06T00:00:00.000",,"2022-06-06T00:00:00.000","952099","2022-06-06T00:00:00.000","952099","VASQUEZ INSURANCE AGENCY"
"AB CARPENTRY INC","ABCARCI841DC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586731","Ohio Cas Ins Co","BLS 59968567","1000000","2019-07-10T00:00:00.000","2023-07-10T00:00:00.000",,"2019-07-09T00:00:00.000","844614","2022-06-28T00:00:00.000","844614","HARVEY INS ASSOCIATES LLC"
"ABC Asphalt","ABCASA*884K4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603207779","State National Ins Co Inc","NXTK10VPBU-01-GL","1000000","2022-06-14T00:00:00.000","2023-06-14T00:00:00.000",,"2022-04-21T00:00:00.000","943639","2022-04-21T00:00:00.000","943639","Next Insurance Inc"
"ABC BUILDERS LLC","ABCBUBL854OH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603537557","Contractors Bonding & Insuranc","C11SM3051","1000000","2019-09-03T00:00:00.000","2023-09-03T00:00:00.000",,"2019-09-03T00:00:00.000","193322","2022-07-27T00:00:00.000","193322","SOUND INS AGENCY INC"
"ABC BUILDING","ABCBUB*797M7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600594909","State National Ins Co Inc","NXTXT1O15J-01-GL","1000000","2022-08-27T00:00:00.000","2023-08-27T00:00:00.000",,"2022-07-05T00:00:00.000","943639","2022-07-05T00:00:00.000","943639","Next Insurance Inc"
"ABC CARPENTRY LLC","ABCCACL927LL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602835970","Ohio Security Ins Co","BKS56476221","1000000","2017-02-01T00:00:00.000","2023-02-01T00:00:00.000",,"2016-12-22T00:00:00.000","877837","2022-01-04T00:00:00.000","869736","LIBERTY MUTUAL AGENCY CORP"
"ABC CONCRETE CONSTRUCTION LLC","ABCCOCC885JJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603151591","Ohio Cas Ins Co","BKS64589969","1000000","2022-04-03T00:00:00.000","2023-04-03T00:00:00.000",,"2022-03-25T00:00:00.000","135342","2022-03-25T00:00:00.000","135342","Kuresman Insurance LLC"
"ABC CONCRETE CONSTRUCTION LLC","ABCCOCC885JJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603151591","Ohio Cas Ins Co","bks55102878","1000000","2022-04-03T00:00:00.000","2023-04-03T00:00:00.000",,"2022-03-25T00:00:00.000","135342","2022-03-25T00:00:00.000","135342","Kuresman Insurance LLC"
"ABC CONCRETE LLC","ABCCOCL841L1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604003042","Houston Casualty Co","H20AC84054-00","1000000","2022-05-29T00:00:00.000","2023-05-29T00:00:00.000",,"2022-06-02T00:00:00.000","265103","2022-06-02T00:00:00.000","265103","CHRISTOPHER FULKERSON INS AGNC"
"ABC CONSTRUCTION LLC","ABCCOCL786LC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604887129","CLEAR SPRING PROPERTY AND CASU","CB002394100","1000000","2022-03-15T00:00:00.000","2023-03-15T00:00:00.000",,"2022-06-03T00:00:00.000","L&I Staff","2022-06-03T00:00:00.000","L&I Staff",
"ABC CONSULTING ABORISTS LLC","ABCCOCA828O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603588143","Ohio Security Ins Co","BKS57240858","1000000","2020-04-01T00:00:00.000","2023-04-01T00:00:00.000",,"2020-04-06T00:00:00.000","205854","2022-03-25T00:00:00.000","1007890","W Ins Group"
