"project_name","preserve","vicinity","latitude","longitude","approx_size_in_acres","species_common_name","objectives","status","year","season","ipm_method_type","methods","crew","notes","upload_date","geo_location"
"Ridgewood Fuelbreak","Terra Linda Sleepy Hollow","Ridgewood Fire Road","37.9919","-122.55341","8","Blue gum eucalyptus","Fire fuel reduction, Invasive species control, Emergency access","Completed","2018","Fall","Non-chemical, Chemical","Cut, Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.55341 37.9919)"
"Ring Mountain Pampas Grass Control","Ring Mountain","Reed Ranch Fire Road, Shepherd Way Fire Road, Taylor Road","37.90673","-122.48972","1.8","Pampas/jubata grass","Invasive species control","Completed","2021","Fall","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.48972 37.90673)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Las Colindas Road to Patricia Way","38.020547","-122.569634","2.26","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.569634 38.020547)"
"Maintenance: Pacheco Valle Mow","Pacheco Valle","Meadow next to Alameda Del Prado","38.046361","-122.535109","0.89","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.535109 38.046361)"
"Maintenance: Mt Burdell Mow","Mt Burdell","477 Fieldstone Drive","38.127408","-122.576498","0.07","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.576498 38.127408)"
"Maintenance: Camino Alto Mow","Camino Alto","Del Casa Fire Road","37.910132","-122.530555","1.87","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.530555 37.910132)"
"Maintenance: Bothin Marsh Mow","Bothin Marsh","Straberry and Seminary","37.887185","-122.509162","0.5","Mixed vegetation","Ignition Prevention",,"2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.509162 37.887185)"
"Ring Mountain Broom Control","Ring Mountain","Phyllis Ellman Trail, Loop Trail, Taylor Fire Road, Ring Mountain Fire Road, Reed Ranch Fire Road, Shepherd Way Fire Road","37.91252","-122.49155","9.4","Broom","Invasive species control, Fire fuel reduction","Completed","2019","Spring","Non-chemical","Hand pull","Parks Resources Team, Contracted Services, Conservation Corps North Bay, Volunteers",,"2022-01-04T00:00:00.000","POINT (-122.49155 37.91252)"
"Maintenance: White Hill Mow","White Hill","Martha McMormack trailhead","38.008482","-122.617653","0.02","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.617653 38.008482)"
"Maintenance: Stafford Lake Mow","Stafford Lake","residence lot (pickle lot)","38.115296","-122.65423","4.15","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"As needed","2022-01-04T00:00:00.000","POINT (-122.65423 38.115296)"
"Maintenance: Stafford Lake Mow","Stafford Lake","along road edges: out 24 inches and around peeler cores","38.116519","-122.648779","0.17","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"weed whips as needed","2022-01-04T00:00:00.000","POINT (-122.648779 38.116519)"
"Maintenance: Loma Verde Mow","Loma Verde","Corte Escuela","38.063304","-122.548568","0.01","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger Seasonal",,"2022-01-04T00:00:00.000","POINT (-122.548568 38.063304)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Terra Linda Drive to Denning Avenue","38.001037","-122.560136","1.94","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.560136 38.001037)"
"Distaff Thistle Control","Indian Tree, Lucas Valley, Loma Alta","Indian Tree Fire Road, Luiz Fire Road, 680 Trail","38.043536","-122.591063","0.09","Distaff thistle","Invasive species control","Upcoming","2022","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.591063 38.043536)"
"Maintenance: Indian Tree Mow","Indian Tree","Indian Tree Fire Road","38.091321","-122.634695","6.89","Mixed vegetation","Emergency Access",,"2022",,"Non-chemical","Mow",,"As Needed","2022-01-04T00:00:00.000","POINT (-122.634695 38.091321)"
"Maintenance: Blithedale Summit Mow","Blithedale Summit","Two Tanks Extension (MTVMP 22, 23, 29)","37.925536","-122.556955","3.59","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.556955 37.925536)"
"Loma Alta Broom Control","Loma Alta","Sunrise Fire Road, Smith Ridge Fire Road, Glen Fire Road","38.01318","-122.60958",,"French broom","Invasive species control, Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.60958 38.01318)"
"Maintenance: Loma Alta Mow","Loma Alta","Glen Fire Road gate","38.005479","-122.604578","0.05","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.604578 38.005479)"
"Maintenance: Pacheco Valle Mow","Pacheco Valle","Sage Grouse End","38.044695","-122.544075","0.02","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.544075 38.044695)"
"Maintenance: Baltimore Canyon Mow","Baltimore Canyon","Southern Marin Line Fire Road","37.932581","-122.559177","6.23","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.559177 37.932581)"
"Kent Woodlands","Baltimore Canyon","Blue Ridge Road","37.93825796","-122.556143","15","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Fall","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.556143 37.93825796)"
"Mount Burdell Grazing","Mount Burdell","Preserve-wide, excluding areas near Dwarf Oak Trail and southeast of Creekside Fire Road","38.135996","-122.593221","1270","Mixed vegetation","Fire fuel reduction","Completed","2016","Spring","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.593221 38.135996)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2011","Spring","Non-chemical","Burn piles","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"Ridgewood Fuelbreak","Terra Linda Sleepy Hollow","Ridgewood Fire Road","37.9919","-122.55341","8","Blue gum eucalyptus","Fire fuel reduction, Invasive species control, Emergency access","Completed","2020","Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.55341 37.9919)"
"Santa Venetia Marsh Restoration & Stewardship","Santa Venetia Marsh","Levee Fire Road, Outer Levee","38.01733","-122.5115","0.3","Pepperweed, Fennel, Broom, Harding grass, Palms, Plum trees, Iceplant, Puncture vine, Salsify","Invasive species control","Completed","2021","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.5115 38.01733)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2018","Spring","Non-chemical","Hand pull","Parks Resources Team, Contracted Services, Volunteers",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Ridgewood Fuelbreak","Terra Linda Sleepy Hollow","Ridgewood Fire Road","37.9919","-122.55341","8","Blue gum eucalyptus","Fire fuel reduction, Invasive species control, Emergency access","Completed","2017","Fall","Non-chemical, Chemical","Cut, Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.55341 37.9919)"
"Loma Alta Grazing","Loma Alta","White Hill Middle School vicinity, Baywood Canyon","38.0052552","-122.6061798","20","Mixed vegetation","Fire fuel reduction","Completed","2020","Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.6061798 38.0052552)"
"Kent Island Restoration & Stewardship","Bolinas Lagoon","Kent Island","37.91226","-122.68189",,"Broom, Acacia, Beachgrass, Bird's foot trefoil, European sea rocket, Fennel, Iceplant, Invasive sea lavender, Monterey pine, Rosy iceplant, Tall fescue","Invasive species control","Upcoming","2022","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Contracted Services, Volunteers, Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.68189 37.91226)"
"Kent Woodlands Shaded Fuelbreak","Baltimore Canyon","Southern Marin Line Fire Road, Dawn Falls Trail, Blue Ridge Road","37.949293","-122.570355","29","Mayten","Fire fuel reduction, Invasive species control","Upcoming","2022","Fall","Chemical","Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.570355 37.949293)"
"Maintenance: Agate Beach Mow","Agate Beach","Agate Beach parking lot","37.896509","-122.708568","0.07","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.708568 37.896509)"
"Maintenance: Camino Alto Mow","Camino Alto","Corte Madera Ave","37.919209","-122.528789","0.04","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.528789 37.919209)"
"Maintenance: Blithedale Summit Mow","Blithedale Summit","Blithedale Ridge Fire Road","37.92555","-122.552248","4.29","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.552248 37.92555)"
"Toyon Fuelbreak","Cascade Canyon","Toyon Fire Road & Cul-de-sac Fire Road","37.9837505","-122.6044071","14","Broom","Fire fuel reduction, Invasive species control, Emergency access","Completed","2018","Spring","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.6044071 37.9837505)"
"Cascade Canyon Grazing","Cascade Canyon","Community interface areas south of Toyon Fire Road and Toyon Tanks Fire Road and east of the Cascade Drive entrance","37.98033676","-122.6053836","20","Mixed vegetation","Fire fuel reduction","Completed","2019","Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.6053836 37.98033676)"
"Maintenance: Mount Burdell Mow","Mount Burdell","Woodleaf Ct. Trail","38.124325","-122.581491","0.27","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.581491 38.124325)"
"Kent Island Restoration & Stewardship","Bolinas Lagoon","Kent Island","37.91226","-122.68189","2","Broom, Acacia, Beachgrass, Bird's foot trefoil, European sea rocket, Fennel, Iceplant, Invasive sea lavender, Monterey pine, Rosy iceplant, Tall fescue","Invasive species control","Completed","2021","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Contracted Services, Volunteers, Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.68189 37.91226)"
"Maintenance: Little Mountain Mow","Little Mountain","Doe Hill Fire Road- Kathleen Dr. to Center Rd.","38.113373","-122.617612","0.41","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.617612 38.113373)"
"Bothin Marsh Alkalai Russian Thistle Control","Bothin Marsh","Bothin Marsh","37.885618","-122.522902",,"Alkalai russian thistle","Invasive species control","Upcoming","2022","Fall","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.522902 37.885618)"
"Maintenance: Rush Creek Park Mow","Rush Creek Park","around structures, landscape areas and driveway","37.928268","-122.695545","0.31","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.695545 37.928268)"
"Horse Hill Fuels Management","Horse Hill","Above Vasco Ct","37.9105657","-122.5216775","4.5","Broom","Fire fuel reduction, Invasive species control","Completed","2019","Spring","Non-chemical","Burn piles","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5216775 37.9105657)"
"Maintenance: Verissimo Hills Mow","Verissimo Hills","Stafford Lake Trail","38.111049","-122.631123","1.93","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.631123 38.111049)"
"Maintenance: Baltimore Canyon Mow","Baltimore Canyon","Ridgecrest Road Frontage (I-Zone)","37.941441","-122.556808","0.35","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.556808 37.941441)"
"680 Trail Mitigation","Loma Alta","680 Trail","38.023484","-122.589233","1","Purple starthistle","Invasive species control","Completed","2018","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.589233 38.023484)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Rush Creek Broom Control","Rush Creek","Bahia Trail, Bahia Road","38.12559","-122.53131",,"Broom","Invasive species control, Fire fuel reduction","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.53131 38.12559)"
"Kent Woodlands Shaded Fuelbreak","Baltimore Canyon","Southern Marin Line Fire Road, Dawn Falls Trail, Blue Ridge Road","37.949293","-122.570355","29","Mayten","Fire fuel reduction, Invasive species control","Completed","2021","Fall","Chemical","Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.570355 37.949293)"
"Maintenance: Stafford Lake Mow","Stafford Lake","along road edges: out 24 inches and around peeler cores","38.112484","-122.653989","1.76","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"weed whips as needed","2022-01-04T00:00:00.000","POINT (-122.653989 38.112484)"
"Maintenance: French Ranch Mow","French Ranch","School Kids","38.016678","-122.680979","0.48","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.680979 38.016678)"
"Maintenance: Rush Creek Lighting & Landscape DIstrict Mow","Rush Creek Lighting & Landscape DIstrict","between curb and fence; 12"" on inside of fence","38.121923","-122.546911","0.01","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.546911 38.121923)"
"Districtwide Purple Star Thistle Control","All preserves","All preserves","38.1","-122.45","1.2","Purple starthistle","Invasive species control","Completed","2021","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.45 38.1)"
"Maintenance: Mount Burdell Mow","Mount Burdell","Simmons Road","38.123039","-122.583951","0.2","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.583951 38.123039)"
"Maintenance: Tiburon Ridge Mow","Tiburon Ridge","Creek Side Way gate","37.907661","-122.512767","0.12","Mixed vegetation","Defensible Space",,"2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.512767 37.907661)"
"680 Trail Mitigation","Loma Alta","680 Trail","38.023484","-122.589233","0.5","Purple starthistle","Invasive species control","Upcoming","2022","Summer","Non-chemical","Hand pull","Parks Resources Team","As Needed","2022-01-04T00:00:00.000","POINT (-122.589233 38.023484)"
"Maintenance: Rush Creek Lighting & Landscape DIstrict Mow","Rush Creek Lighting & Landscape DIstrict","36"" strip along curb","38.121698","-122.547153","0.09","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.547153 38.121698)"
"Ring Mountain Monterey Pine Control","Ring Mountain","Endeavor Fire Road, Phyllis Ellman Trail, Loop Trail, Taylor Road, Reed Ranch Fire Road","37.91472","-122.49691","3.5","Monterey pine","Invasive species control, Fire fuel reduction","Completed","2021","Spring, Summer, Fall, Winter","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.49691 37.91472)"
"Pine Drive/Toyon Fire Road","Cascade Canyon","Pine Drive and Toyon Fire Road","37.98061395","-122.6041189","3.4","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2019","Fall","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.6041189 37.98061395)"
