"woreda","age","sex","head_hh","sex_hh","main_livelihood","number_in_hh","disabilities","camels_gc","camels_mc","camels_pc","total_camel","cattle_gc","cattle_mc","cattle_pc","total_cattle","sheep_gc","sheep_mc","sheep_pc","total_sheep","goats_gc","goats_pc","goats_mc","total_goats","camels_dry_2004ec","camels_die_2004ec","camel_sold_2004ec","camels_dry_2005ec","camels_sold_2005ec","camel_dry_2006ec","camels_die_2006ec","camel_sold_2006ec","cattle_dry_2004ec","cattle_die_2004ec","cattle_sold_2004ec","cattle_dry_2005ec","cattle_die_2005ec","cattle_sold_2005ec","cattle_dry_2006ec","cattle_die_2006ec","sheep_dry_2004ec","sheep_die_2004ec","sheep_sold_2004ec","sheep_dry_2005ec","sheep_die_2005ec","sheep_sold_2005ec","sheep_dry_2006ec","sheep_die_2006ec","sheep_sold_2006ec","goats_dry_2004ec","goats_die_2004ec","goats_sold_2004ec","goats_dry_2005ec","goats_die_2005ec","goats_sold_2005ec","goats_dry_2006ec","goats_die_2006ec","goats_sold_2006ec","lost_pasture","lost_disease","lost_water","lost_theft","migrate_jan","migrate_feb","migrate_mar","migrate_apr","migrate_may","migrate_jun","migrate_jul","migrate_aug","migrate_sept","migrate_oct","migrate_nov","migrate_dec","move_pasture","times_migrated","number_days_migrated","migrate_experience","migrate_scout","migrate_dagu","migration_govt","migration_other","migration_other_text","best_info_source","reliable_scouting","reliable_dagu","reliable_government","reliable_experience","reliable_other","coping_strategy_csa","coping_strategy_csb","coping_strategy_csc","coping_strategy_csd","coping_strategy_csi_score","coping_strategy_cse","coping_strategy_cs2","coping_strategy_drought_threat","coping_strategy_flood_threat","coping_strategy_too_much","coping_strategy_early_rain","coping_strategy_late_rain","coping_strategy_hail_threat","coping_strategy_wind_threat","coping_strategy_landslide","coping_strategy_cold_threat","coping_strategy_heat_threat","coping_strategy_livestock","coping_strategy_crop_disease","coping_strategy_other_threat","coping_strategy_other_threat_1","coping_strategy_risk_actions","coping_strategy_other_risk","coping_strategy_food_jan","coping_strategy_food_feb","coping_strategy_food_mar","coping_strategy_food_apr","coping_strategy_food_may","coping_strategy_food_june","coping_strategy_food_july","coping_strategy_food_aug","coping_strategy_food_sep","coping_strategy_food_oct","coping_strategy_food_nov","coping_strategy_food_dec","coping_strategy_food_stock","coping_strategy_water_and","coping_strategy_water_and_1","coping_strategy_water_and_2","coping_strategy_water_and_3","coping_strategy_water_and_4","coping_strategy_water_and_5","coping_strategy_water_and_6","coping_strategy_water_and_7","coping_strategy_water_and_8","coping_strategy_water_and_9","coping_strategy_water_and_10","coping_strategy_water_and_11","coping_strategy_water_and_12","coping_strategy_water_and_13","coping_strategy_water_and_14","coping_strategy_water_and_15","coping_strategy_water_and_16","coping_strategy_water_and_17","coping_strategy_water_and_18","coping_strategy_water_and_19","coping_strategy_water_and_20","coping_strategy_water_and_21","coping_strategy_water_and_22","coping_strategy_water_and_23","coping_strategy_water_and_24","coping_strategy_water_and_25","cattle_sold_2006ec","camels_die_2005ec"
"Dolo_Mena","31-40","Male","true","---","Farming","5","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","1","76.795","2","false","true","false","true","true","true","true","true","false","false","true","true","true","false","---","reduce_meal reduce_livestock","---","false","false","false","false","false","true","true","true","false","false","false","false","6","Unprotected_spring","3","30","2","false","Protected_Well","false","---","Crop","Crop Livestock","Dec","price","---","Dec","climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Meda_Welabu","21-30","Male","true","---","Livestock_and_Farming","3","false","1","2","1","4","1","1","1","3","0","0","0","0","11","1","1","13","0","0","0","0","0","0","0","0","0","0","1","10","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","No","No","Yes","No","No","No","No","No","No","No","No","yes","No","No","No","No","No","0","0","No","No","No","No","No","---","Scouting","Same","Same","Same","Less","Same","1","2","3","1","76.795","2","false","false","false","false","false","false","false","true","false","false","true","true","true","false","---","spend_saving sell_assets","---","false","false","false","false","false","false","false","true","false","false","false","false","6","Protected_Well","3","60","3","false","Protected_Well","false","---","Livestock","Crop Livestock","Dec","climate","---","Dec","price climate","---","Dec","climate","---","false","---","---","true","DK","---","true","0","0"
"Meda_Welabu","31-40","Female_","true","---","Farming","8","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","1","76.795","2","true","false","true","false","true","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","true","false","false","false","false","6","Unprotected_well","2","60","2","false","Unprotected_well","false","---","Crop","Crop Livestock","Dec","climate","---","Dec","climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Meda_Welabu","21-30","Female_","false","Female","Livestock_and_Farming","3","false","1","1","1","3","1","1","1","3","0","0","0","0","1","1","0","2","0","0","0","0","1","20","1","0","0","0","12","0","0","1","20 or more","12","20 or more","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Dagu","Same","Same","Same","Same","Same","1","2","3","1","76.795","2","false","false","false","false","false","false","false","true","false","false","true","true","true","false","---","spend_saving reduce_livestock","---","false","false","false","false","false","false","false","false","false","false","false","false","6","Protected_Well","2","60","2","false","Unprotected_well","false","---","Livestock","Crop Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","false","---","---","true","12","0"
"Meda_Welabu","<=20 years","Male","false","Male","Livestock_and_Farming","7","false","1","1","0","2","1","0","1","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","2","20 or more","13","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","yes","Yes","2","3","yes","yes","No","No","No","---","Scouting","Less","Less","Less","Less","Same","1","2","3","1","75.01","3","false","false","false","false","true","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","true","false","false","false","false","6","Unprotected_well","3","30","2","false","Protected_Well","false","---","Livestock","Crop Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","false","---","---","true","1","0"
"Dolo_Mena","31-40","Female_","true","---","Livestock_and_Farming","10","false","1","4","1","6","1","2","1","4","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","yes","Yes","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","1","1","2","3","71.44","2","false","false","false","true","false","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","false","false","false","false","true","6","Unprotected_spring","3","3","1","false","Protected_spring","true","Yes","Non_ag_wage","Crop Non_ag_wage","same","---","---","Dec","inputs climate","---","Inc","inputs climate","---","true","water_harvest management_plan","---","true","DK","---","true","0","0"
"NA","41-50","Female_","true","---","Livestock","4","false","1","2","1","4","1","2","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12","10","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","1","2","3","1","76.795","2","false","false","false","false","false","false","false","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","false","false","false","false","false","4","Protected_spring","1","40","2","false","Protected_Well","false","---","Livestock","Crop Livestock","Dec","climate","---","---","---","---","Dec","climate","---","true","management_plan","---","false","---","---","true","2","0"
"Meda_Welabu","21-30","Female_","true","---","Farming","7","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","1","75.01","3","false","false","false","true","true","true","true","true","false","false","false","true","true","false","---","wild_food spend_saving","---","false","false","false","false","false","false","false","true","false","false","false","false","5","Protected_Well","1","45","2","true","distribution_pt","true","No","Livestock","Crop Livestock","Inc","inputs climate","---","Inc","inputs climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Meda_Welabu","21-30","Male","true","---","Farming","7","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","4","55.375","5","false","false","false","false","true","true","true","true","false","false","false","true","true","false","---","wild_food spend_saving","---","false","false","false","false","false","false","false","false","false","false","false","false","4","Unprotected_spring","1","120","3","false","Protected_spring","false","---","Crop","Crop Livestock","Dec","credit climate","---","Dec","climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Dolo_Mena","41-50","Male","true","---","Farming","11","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","3","1","76.795","2","true","false","false","true","true","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","false","false","false","false","false","false","true","6","Unprotected_spring","2","60","2","false","Protected_spring","true","No","Crop","Crop Agr_wage_labor","Dec","inputs","---","Dec","inputs climate","---","---","---","---","false","---","---","true","Ethiopian_gov","---","false","---","---"
"Dolo_Mena","41-50","Male","true","---","Livestock_and_Farming","9","false","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","3","2","yes","No","No","No","No","---","Previous_experience","Same","Same","Same","Same","Same","1","2","3","2","71.44","2","true","true","false","false","true","true","true","true","false","false","true","true","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","true","true","true","false","false","false","false","5","Unprotected_spring","2","30","2","false","Protected_spring","true","No","Crop","Crop Livestock","Dec","climate","---","Inc","climate","---","Inc","climate","---","true","irrigate water_harvest","---","false","---","---","true","0","0"
"Dolo_Mena","21-30","Male","true","---","Farming","2","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","2","3","69.655","1","false","false","false","false","true","true","true","true","false","false","true","false","true","false","---","reduce_meal spend_saving","---","false","false","false","false","false","true","true","false","false","false","false","false","5","Unprotected_spring","1","120","3","false","Unprotected_spring","false","---","Crop","Crop Livestock","Dec","inputs climate","---","Inc","inputs climate","---","---","---","---","false","---","---","false","---","---","true","---","---"
"Dolo_Mena","21-30","Female_","true","---","Livestock_and_Farming","10","true","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","1","1","1","1","85.72","1","false","false","false","false","true","false","true","true","false","false","true","true","true","false","---","wild_food reduce_meal","---","false","false","false","false","false","false","false","false","false","false","false","true","3","Unprotected_spring","2","4","2","false","Protected_spring","false","---","Crop","Crop Livestock","Inc","inputs","---","same","---","---","Inc","inputs","---","false","---","---","true","Ethiopian_gov","---","true","0","0"
