SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-404383291,12/24/2016 10:52:00 AM,12/30/2016 01:04:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/31/2016 12:00:00 AM,12/30/2016 01:04:00 PM,,A,Y,N,"10904 S WILMINGTON AVE, 90059",10904,S,WILMINGTON,AVE,90059,33.93704,-118.2388554,"(33.9370399972, -118.23885543)",704,G,5,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,824,705,7,15,40
1-404380261,12/24/2016 10:41:00 AM,12/27/2016 12:20:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/27/2016 12:00:00 AM,12/27/2016 12:20:00 PM,,A,Y,N,"520 E PULLMAN ST, 90042",520,E,PULLMAN,ST,90042,34.09996833,-118.1872763,"(34.0999683258, -118.187276301)",595,D,4,East Los Angeles APC,14,Jose Huizar,42,ARROYO SECO NC,HOLLENBECK,23673,499,364,,9,92
1-404382751,12/24/2016 10:38:00 AM,12/27/2016 12:26:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/27/2016 12:00:00 AM,12/27/2016 12:26:00 PM,,A,Y,N,"PULLMAN ST AT MONTEREY ROAD, 90042",,,,,90042,34.10028094,-118.1879594,"(34.1002809442, -118.187959375)",595,D,4,East Los Angeles APC,14,Jose Huizar,42,ARROYO SECO NC,HOLLENBECK,23673,373,603,,9,92
1-404343851,12/24/2016 08:43:00 AM,12/29/2016 11:00:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/29/2016 12:00:00 AM,12/29/2016 11:00:00 AM,,A,Y,N,"15628 W LASSEN ST, 91343",15628,W,LASSEN,ST,91343,34.24991864,-118.4727909,"(34.2499186415, -118.472790949)",501,G,5,North Valley APC,12,Mitchell Englander,111,NORTH HILLS WEST NC,DEVONSHIRE,18914,117,251,,2,88
1-404255759,12/23/2016 06:35:00 PM,12/31/2016 08:07:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,EV,12/31/2016 12:00:00 AM,12/31/2016 08:07:00 AM,,A,Y,,"15023 W POLK ST, 91342",15023,W,POLK,ST,91342,34.2987679,-118.4600184,"(34.2987679008, -118.460018391)",481,H,5,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,51,642,,1,47
1-404247311,12/23/2016 06:12:00 PM,01/04/2017 11:18:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/04/2017 12:00:00 AM,01/04/2017 11:18:00 AM,30,A,Y,N,"9346 N WOODLEY AVE, 91343",9346,N,WOODLEY,AVE,91343,34.24069671,-118.484857,"(34.24069671, -118.484857019)",501,F,6,North Valley APC,12,Mitchell Englander,111,NORTH HILLS WEST NC,DEVONSHIRE,18914,117,1096,,2,88
1-404239201,12/23/2016 05:35:00 PM,12/28/2016 02:51:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WLA,12/28/2016 12:00:00 AM,12/28/2016 02:51:00 PM,,A,Y,N,"5814 W 3RD ST, 90036",5814,W,3RD,ST,90036,34.06894392,-118.3468151,"(34.0689439211, -118.346815123)",633,D,2,Central APC,4,David Ryu,58,MID CITY WEST CC,WILSHIRE,23667,635,1347,,7,26
1-404216406,12/23/2016 04:40:00 PM,12/29/2016 07:54:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 07:54:00 AM,57,A,Y,,"3859 S WALTON AVE, 90037",3859,S,WALTON,AVE,90037,34.01570655,-118.2950462,"(34.015706553, -118.29504619)",674,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23668,729,1150,7,14,32
1-404218671,12/23/2016 04:39:00 PM,12/27/2016 12:08:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/27/2016 12:00:00 AM,12/27/2016 12:08:00 PM,,A,Y,N,"18642 W NORDHOFF ST, 91324",18642,W,NORDHOFF,ST,91324,34.23526369,-118.5397035,"(34.2352636922, -118.539703536)",500,H,7,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18513,108,1539,,2,65
1-404216931,12/23/2016 04:34:00 PM,12/28/2016 08:17:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 08:17:00 AM,,Q,Y,N,"2618 W MARTIN LUTHER KING, JR BLVD, 90008",2618,W,"MARTIN LUTHER KING, JR",BLVD,90008,34.01056043,-118.3219488,"(34.0105604275, -118.321948759)",673,G,3,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,747,1019,7,12,54
1-404210311,12/23/2016 04:21:00 PM,12/27/2016 01:49:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/27/2016 12:00:00 AM,12/27/2016 01:49:00 PM,,A,Y,N,"1425 W 227TH ST, 90501",1425,W,227TH,ST,90501,33.82026563,-118.3025189,"(33.8202656337, -118.302518855)",793,J,1,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,25715,946,1321,,15,55
1-404205961,12/23/2016 04:09:00 PM,12/31/2016 12:44:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/31/2016 12:00:00 AM,12/31/2016 12:44:00 PM,,Q,Y,N,"1936 S SHERBOURNE DR, 90034",1936,S,SHERBOURNE,DR,90034,34.04251914,-118.3821349,"(34.0425191387, -118.382134865)",632,J,5,South Los Angeles APC,10,Herb J. Wesson Jr.,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23451,876,834,,12,95
1-404199621,12/23/2016 03:59:00 PM,12/29/2016 11:28:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/29/2016 12:00:00 AM,12/29/2016 11:28:00 AM,,A,Y,N,"1374 S WARNER AVE, 90024",1374,S,WARNER,AVE,90024,34.06111079,-118.4289998,"(34.0611107856, -118.428999788)",632,C,3,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,858,741,9,6,72
1-404199471,12/23/2016 03:58:00 PM,12/29/2016 02:26:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/29/2016 12:00:00 AM,12/29/2016 02:26:00 PM,,A,Y,N,"11663 W KIOWA AVE, 90049",11663,W,KIOWA,AVE,90049,34.05148652,-118.4623698,"(34.0514865151, -118.462369828)",631,J,4,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES,23680,843,762,9,10,
1-404187991,12/23/2016 03:46:00 PM,12/29/2016 12:57:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 12:57:00 PM,,Q,Y,N,"3949 S BROADWAY, 90037",3949,S,BROADWAY,,90037,34.01137352,-118.2789063,"(34.0113735175, -118.278906283)",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,23668,727,975,7,13,6
1-404173101,12/23/2016 03:32:00 PM,12/27/2016 01:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/27/2016 12:00:00 AM,12/27/2016 01:34:00 PM,,A,Y,N,"10347 MOUNT GLEASON AV, 91040",10347,,MOUNT GLEASON,AV,91040,34.25701128,-118.3028198,"(34.2570112842, -118.302819845)",503,H,4,North Valley APC,7,Vacant,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,15,260,18,1,7
1-404161921,12/23/2016 03:18:00 PM,12/28/2016 09:06:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/28/2016 12:00:00 AM,12/28/2016 09:06:00 AM,,A,Y,N,"11331 W EMELITA ST, 91601",11331,W,EMELITA,ST,91601,34.17678071,-118.3778998,"(34.1767807129, -118.377899782)",562,J,1,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,197,280,,5,13
1-404160711,12/23/2016 03:14:00 PM,12/29/2016 01:29:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/29/2016 12:00:00 AM,12/29/2016 01:29:00 PM,,A,Y,N,"323 W 17TH ST, 90731",323,W,17TH,ST,90731,33.72864498,-118.2841291,"(33.7286449799, -118.284129096)",824,C,6,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,980,1208,15,15,33
1-404156911,12/23/2016 03:10:00 PM,12/31/2016 11:34:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/31/2016 12:00:00 AM,12/31/2016 11:34:00 AM,,A,Y,N,"22158 W CANTLAY ST, 91303",22158,W,CANTLAY,ST,91303,34.2018142,-118.6101076,"(34.2018142021, -118.61010755)",529,J,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,278,1464,,4,37
1-404147961,12/23/2016 03:01:00 PM,12/27/2016 09:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/27/2016 12:00:00 AM,12/27/2016 09:03:00 AM,,Q,Y,N,"3756 N HARRIMAN AVE, 90032",3756,N,HARRIMAN,AVE,90032,34.09046451,-118.1813112,"(34.0904645053, -118.181311153)",595,E,5,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,497,374,,9,91
1-404140581,12/23/2016 03:00:00 PM,12/31/2016 01:24:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,12/31/2016 12:00:00 AM,12/31/2016 01:24:00 PM,,A,Y,N,"249 W AMAR ST, 90731",249,W,AMAR,ST,90731,33.7476836,-118.2828695,"(33.7476835977, -118.282869531)",824,C,4,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,969,1310,,15,36
1-404144151,12/23/2016 02:56:00 PM,01/03/2017 11:49:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/03/2017 11:49:00 AM,,Q,Y,N,"SANTA MONICA BLVD AT ARDMORE AVE, 90029",,,,,90029,34.09080384,-118.3019174,"(34.0908038363, -118.301917421)",593,J,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23447,439,929,,8,58
1-404139381,12/23/2016 02:54:00 PM,12/30/2016 05:40:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,12/30/2016 05:40:00 PM,25,Q,Y,Y,"435 S STATE ST, 90033",435,S,STATE,ST,90033,34.04205663,-118.2186198,"(34.0420566349, -118.218619764)",634,J,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,535,947,,9,38
1-404122321,12/23/2016 02:42:00 PM,01/03/2017 10:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/29/2016 12:00:00 AM,01/03/2017 10:25:00 AM,56,A,Y,N,"17209 W DEVONSHIRE ST, 91325",17209,W,DEVONSHIRE,ST,91325,34.25770891,-118.5084667,"(34.2577089126, -118.50846669)",501,C,4,North Valley APC,12,Mitchell Englander,118,GRANADA HILLS SOUTH NC,DEVONSHIRE,19329,83,1416,,2,79
1-404113221,12/23/2016 02:38:00 PM,12/30/2016 07:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/28/2016 12:00:00 AM,12/30/2016 07:30:00 AM,56,A,Y,N,"2507 E 1ST ST, 90033",2507,E,1ST,ST,90033,34.04311262,-118.2081332,"(34.0431126157, -118.20813315)",635,B,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,519,945,,9,38
1-404110211,12/23/2016 02:33:00 PM,12/31/2016 08:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/31/2016 12:00:00 AM,12/31/2016 08:37:00 AM,,A,Y,N,"2663 S COCHRAN AVE, 90016",2663,S,COCHRAN,AVE,90016,34.03079253,-118.3592762,"(34.0307925266, -118.359276212)",633,B,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,666,1118,,12,17
1-404109711,12/23/2016 02:32:00 PM,01/04/2017 02:56:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 02:56:00 PM,,Q,Y,N,"4001 W 6TH ST, 90020",4001,W,6TH,ST,90020,34.0636324,-118.3106119,"(34.0636323969, -118.31061187)",633,H,2,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,23081,590,876,,7,86
1-404095851,12/23/2016 02:19:00 PM,12/31/2016 07:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/31/2016 12:00:00 AM,12/31/2016 07:46:00 AM,,A,Y,N,"545 W IMPERIAL HWY, 90044",545,W,IMPERIAL,HWY,90044,33.93114435,-118.2842243,"(33.9311443466, -118.284224321)",704,B,6,South Los Angeles APC,8,Marqueece Harris-Dawson,90,HARBOR GATEWAY NORTH NC,SOUTHEAST,23675,814,1192,7,14,53
1-404087761,12/23/2016 02:13:00 PM,01/04/2017 03:09:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 03:09:00 PM,,Q,Y,N,"2431 N SAN MARCO DR, 90068",2431,N,SAN MARCO,DR,90068,34.11528727,-118.3315113,"(34.1152872718, -118.331511298)",593,E,2,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,407,716,,7,64
1-404078161,12/23/2016 02:07:00 PM,12/27/2016 01:37:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/27/2016 12:00:00 AM,12/27/2016 01:37:00 PM,,A,Y,N,"13479 W HERRON ST, 91342",13479,W,HERRON,ST,91342,34.31519521,-118.4267854,"(34.3151952087, -118.426785378)",482,C,3,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,40,289,,1,47
1-404067151,12/23/2016 02:01:00 PM,01/10/2017 08:52:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/31/2016 12:00:00 AM,01/10/2017 08:52:00 AM,,Q,Y,N,"6914 W MELROSE AVE, 90038",6914,W,MELROSE,AVE,90038,34.08329701,-118.3421777,"(34.0832970057, -118.342177679)",593,D,7,Central APC,5,Paul Koretz,119,GREATER WILSHIRE NC,WILSHIRE,23667,445,870,,6,86
1-404062381,12/23/2016 01:57:00 PM,12/27/2016 09:02:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 09:02:00 AM,,A,Y,N,"4549 W PICKFORD ST, 90019",4549,W,PICKFORD,ST,90019,34.04040699,-118.3388528,"(34.0404069884, -118.3388528)",633,E,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE,23080,651,1106,,12,69
1-404057651,12/23/2016 01:53:00 PM,12/27/2016 08:53:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/27/2016 12:00:00 AM,12/27/2016 08:53:00 AM,,A,Y,N,"4320 S INGLEWOOD BLVD, 90066",4320,S,INGLEWOOD,BLVD,90066,33.99647354,-118.4200858,"(33.9964735403, -118.420085816)",672,D,5,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24031,918,356,10,10,85
1-404031481,12/23/2016 01:40:00 PM,12/30/2016 09:33:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:33:00 AM,,A,Y,N,"6515 S HAAS AVE, 90047",6515,S,HAAS,AVE,90047,33.98029787,-118.3169765,"(33.9802978687, -118.316976466)",673,G,7,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,23678,770,1060,7,14,35
1-404017891,12/23/2016 01:33:00 PM,12/27/2016 01:55:00 PM,SR Created,BOS,Illegal Dumping Pickup,Cancelled,Call,,N,NC,12/28/2016 12:00:00 AM,12/27/2016 01:55:00 PM,,C,Y,N,"LA LOMA ROAD AT NEOLA ST, 90041",,,,,90041,34.13643852,-118.1875084,"(34.1364385231, -118.187508369)",565,D,6,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,357,512,,9,60
1-404012381,12/23/2016 01:31:00 PM,12/27/2016 10:43:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 10:43:00 AM,,A,Y,N,"2220 S 6TH AVE, 90018",2220,S,6TH,AVE,90018,34.03648905,-118.3235359,"(34.0364890522, -118.32353588)",633,F,6,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23079,658,927,,12,19
1-403997241,12/23/2016 01:23:00 PM,12/29/2016 11:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/29/2016 12:00:00 AM,12/29/2016 11:47:00 AM,,A,Y,N,"BEVERLY GLEN BLVD AT ASHTON AVE, 90024",,,,,90024,34.06587692,-118.4282569,"(34.0658769236, -118.42825689)",632,C,2,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,858,741,9,6,72
1-403991381,12/23/2016 01:18:00 PM,01/07/2017 02:15:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/07/2017 12:00:00 AM,01/07/2017 02:15:00 PM,71,A,Y,N,"10706 W SHERMAN PL, 91352",10706,W,SHERMAN,PL,91352,34.20247354,-118.3635054,"(34.2024735402, -118.363505438)",533,A,4,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,NORTH HOLLYWOOD,19335,171,481,,5,21
1-403988471,12/23/2016 01:16:00 PM,12/28/2016 09:58:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/28/2016 12:00:00 AM,12/28/2016 09:58:00 AM,,A,Y,N,"347 E ROSE AVE, 90291",347,E,ROSE,AVE,90291,33.99732666,-118.4757326,"(33.997326661, -118.475732582)",671,G,5,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,907,1354,10,10,30
1-403986371,12/23/2016 01:13:00 PM,12/27/2016 10:52:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/27/2016 12:00:00 AM,12/27/2016 10:52:00 AM,,A,Y,N,"8355 N WYSTONE AVE, 91324",8355,N,WYSTONE,AVE,91324,34.22208546,-118.5471525,"(34.222085461, -118.547152496)",530,G,2,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18513,110,1455,,2,65
1-403985011,12/23/2016 01:13:00 PM,12/27/2016 10:16:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/27/2016 12:00:00 AM,12/27/2016 10:16:00 AM,56,A,Y,N,"6024 W 82ND ST, 90045",6024,W,82ND,ST,90045,33.96385382,-118.3900365,"(33.9638538214, -118.390036462)",702,H,2,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,925,1066,10,10,16
1-403961111,12/23/2016 12:53:00 PM,12/29/2016 08:17:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 08:17:00 AM,52,A,Y,N,"3825 S HARVARD BLVD, 90062",3825,S,HARVARD,BLVD,90062,34.0166369,-118.306888,"(34.0166369045, -118.306888035)",673,H,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,24027,730,1011,7,14,32
1-403957481,12/23/2016 12:50:00 PM,12/28/2016 09:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 09:25:00 AM,,A,Y,N,"4317 S GARTHWAITE AVE, 90008",4317,S,GARTHWAITE,AVE,90008,34.00538038,-118.3283374,"(34.0053803845, -118.328337376)",673,F,3,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1020,7,12,54
1-403950251,12/23/2016 12:44:00 PM,12/27/2016 09:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 09:37:00 AM,,A,Y,N,"3846 W 28TH ST, 90018",3846,W,28TH,ST,90018,34.03013555,-118.3276296,"(34.0301355494, -118.327629595)",633,F,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,659,917,7,12,19
1-403945111,12/23/2016 12:38:00 PM,12/30/2016 01:57:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:57:00 PM,,A,Y,N,"VANOWEN ST AT ORION AVE, 91406",,,,,91406,34.19390307,-118.4705956,"(34.1939030661, -118.47059558)",531,G,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19734,227,560,,3,18
1-403940681,12/23/2016 12:35:00 PM,12/28/2016 09:26:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 09:26:00 AM,,A,Y,N,"3733 S CIMARRON ST, 90018",3733,S,CIMARRON,ST,90018,34.02005724,-118.315737,"(34.020057239, -118.315737014)",673,G,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,687,922,7,14,32
1-403929791,12/23/2016 12:28:00 PM,12/31/2016 12:29:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/31/2016 12:00:00 AM,12/31/2016 12:29:00 PM,,A,Y,N,"1467 S DOHENY DR, 90035",1467,S,DOHENY,DR,90035,34.05319238,-118.3904437,"(34.053192382, -118.390443723)",632,H,4,West Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,873,820,,6,95
1-403923371,12/23/2016 12:25:00 PM,12/28/2016 12:17:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WLA,12/28/2016 12:00:00 AM,12/28/2016 12:17:00 PM,,A,Y,N,"HORIZON CT AT PACIFIC AVE, 90291",,,,,90291,33.98857009,-118.4730253,"(33.9885700908, -118.473025311)",671,G,6,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,909,1263,10,10,30
1-403922561,12/23/2016 12:24:00 PM,01/03/2017 09:54:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/31/2016 12:00:00 AM,01/03/2017 09:54:00 AM,,A,Y,N,"7240 N VASSAR AVE, 91303",7240,N,VASSAR,AVE,91303,34.20214209,-118.6042742,"(34.2021420874, -118.604274182)",530,A,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,288,1465,,4,37
1-403901771,12/23/2016 12:09:00 PM,12/31/2016 01:25:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/31/2016 12:00:00 AM,12/31/2016 01:25:00 PM,,Q,Y,N,"12200 W OSBORNE PL, 91331",12200,W,OSBORNE,PL,91331,34.26160361,-118.3991265,"(34.2616036141, -118.399126538)",502,F,3,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,32,330,,1,11
1-403881981,12/23/2016 11:54:00 AM,12/28/2016 12:38:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/28/2016 12:00:00 AM,12/28/2016 12:38:00 PM,,A,Y,N,"1536 W YOSEMITE DR, 90041",1536,W,YOSEMITE,DR,90041,34.13265661,-118.1995023,"(34.1326566107, -118.19950226)",565,B,6,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,364,1434,,9,60
1-403877411,12/23/2016 11:53:00 AM,12/27/2016 10:19:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/27/2016 12:00:00 AM,12/27/2016 10:19:00 AM,,Q,Y,N,"2655 S 5TH AVE, 90018",2655,S,5TH,AVE,90018,34.03095883,-118.3226325,"(34.0309588346, -118.322632536)",633,G,7,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,659,917,7,12,19
1-403870941,12/23/2016 11:45:00 AM,12/27/2016 11:40:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/27/2016 12:00:00 AM,12/27/2016 11:40:00 AM,,A,Y,N,"1482 N RICARDO ST, 90033",1482,N,RICARDO,ST,90033,34.05996625,-118.1980183,"(34.0599662485, -118.198018295)",635,C,2,East Los Angeles APC,14,Jose Huizar,,,HOLLENBECK,23450,508,335,,9,
1-403860291,12/23/2016 11:37:00 AM,01/03/2017 11:21:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/03/2017 11:21:00 AM,,Q,Y,N,"624 1/2 N ST ANDREWS PL, 90004",624,N,ST ANDREWS,PL,90004,34.08243266,-118.3111186,"(34.0824326561, -118.311118629)",593,H,7,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22721,450,891,,7,86
1-403835841,12/23/2016 11:20:00 AM,01/13/2017 09:26:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Web Form,,N,NC,12/30/2016 12:00:00 AM,01/13/2017 09:26:00 AM,56,A,Y,N,"330 N BIXEL ST, 90026",330,N,BIXEL,ST,90026,34.06432604,-118.2547954,"(34.0643260372, -118.254795394)",634,E,2,Central APC,1,Gilbert Cedillo,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,548,397,54,11,31
