LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000073454-0001-4,INTERACTIVE LANDSCAPES INC,,2413 CANYON OAK DRIVE,LOS ANGELES,90068-2427,2413 CANYON OAK 90068-2427,,,,,4,02/12/2002,"(34.1143, -118.3127)",24033,7,403,1296,,64
0000073471-0001-8,ANN H GROSBREG,LAW OFFICES OF A HILLARY GROSBERG,16000   VENTURA BLVD   #1000,ENCINO,91436-2744,16601 VENTURA 91436-1921,,,,Legal services,4,05/15/1993,"(34.1556, -118.4818)",19737,6,338,1500,6,62
0000073479-0001-4,F & R PHARMACY INC,WARNER PLAZA PHARMACY,11520   DONA EVITA DRIVE,STUDIO CITY,91604-4255,11520 DONA EVITA 91604-4255,11520   DONA EVITA DRIVE,STUDIO CITY,91604-4255,Pharmacies & drug stores,4,06/01/1993,"(34.1293, -118.3837)",8492,5,352,711,11,84
0000073517-0001-1,STEVEN P MILLER,,5129 AMESTOY AVENUE,ENCINO,91316-3414,5129 AMESTOY 91316-3414,,,,"Management, scientific, & technical consulting services",4,05/24/1993,"(34.1638, -118.5054)",4286,6,325,1498,,62
0000073593-0001-2,DAVID E DANON DC,,16661 VENTURA BLVD #704,ENCINO,91436-1989,16661 VENTURA 91436-1989,,,,Offices of chiropractors,4,04/24/2000,"(34.1581, -118.4964)",19737,6,326,1499,6,62
0000073676-0001-7,JOSE F BURGOS,CHANO AUTO REPAIR,6600   ETIWANDA AVENUE,RESEDA,91335-5543,6600 ETIWANDA 91335-5543,,,,,4,06/01/1993,"(34.1904, -118.5314)",18909,4,267,578,,12
0000073680-0001-3,STACY P WEISS MA MFCC,,16055 VENTURA BLVD SUITE #1110,ENCINO,91436-2612,16055 VENTURA 91436-2612,,,,Offices of all other miscellaneous health practitioners,4,07/01/1993,"(34.1568, -118.4832)",19737,6,338,665,6,62
0000073681-0001-8,DEBRA S NEWMAN MA MFCC,WORKING RELATIONSHIPS,16055 VENTURA BLVD #717,ENCINO,91436-2610,16055 VENTURA 91436-2610,POST OFFICE BOX #55665,VALENCIA,91385-0665,Offices of all other miscellaneous health practitioners,4,07/01/1993,"(34.1562, -118.4826)",19737,6,338,1500,6,62
0000073815-0001-7,THE LINDEN CENTER /C,,938 KENISTON AVENUE,LOS ANGELES,90019-1705,938 KENISTON 90019-1705,,,,Offices of physicians (except mental health specialists),4,01/01/1993,,,,,,,
0000073820-0001-8,CHILDRENS HOSPITAL LOS ANGELES MEDICAL GROUP INC.,,5400 BALBOA BLVD #331,ENCINO,91316-5225,5400 BALBOA 91316-5225,,,,Offices of physicians (except mental health specialists),4,08/02/1993,"(34.1688, -118.501)",19737,6,326,1363,,62
0000073882-0001-9,M & A GABAEE A CALIFORNIA LIMITED PARTNERSHIP,,15531 VENTURA BLVD,ENCINO,91436-3159,15531 VENTURA 91436-3159,POST OFFICE BOX #5357,BEVERLY HILLS,90209-5357,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1986,"(34.1549, -118.4727)",19737,6,338,678,6,62
0000073902-0001-8,FERMAX INC,EL MARIACHI MEXICAN GRILL,15627 VENTURA BLVD,ENCINO,91436-3128,15627 VENTURA 91436-3128,,,,,4,01/01/1988,"(34.1551, -118.4742)",19737,6,338,678,6,62
0000074003-0001-6,THE ASSOCIATED BOARD OF THE ROYAL SCHOOLS OF MUSIC INC,,8989 WONDERLAND AVENUE,LOS ANGELES,90046-1853,8989 WONDERLAND 90046-1853,,,,"Management, scientific, & technical consulting services",4,03/01/1994,"(34.1088, -118.3885)",23677,7,459,731,,81
0000074022-0001-9,RICHARD D FARKAS,LAW OFFICES OF RICHARD D FARKAS,15300 VENTURA BLVD #504,SHERMAN OAKS,91403-5873,15300 VENTURA 91403-5873,,,,Legal services,4,01/01/2004,"(34.1538, -118.4662)",19732,7,335,565,6,83
0000074101-0001-5,ADVANCED AMERICAN LABORATORIES INC,ASBESTOS ANALYSIS LABORATORIES,11026 VENTURA BLVD #4-5,STUDIO CITY,91604-3566,11026 VENTURA 91604-3566,11026 VENTURA BLVD SUITE #5,STUDIO CITY,91604-3565,Employment services,4,04/10/1993,"(34.1406, -118.371)",8492,5,351,712,6,84
0000074113-0001-8,THOMAS G AUYONG,,12840 RIVERSIDE DRIVE #508,N HOLLYWOOD,91607-3339,12840 RIVERSIDE 91607-3339,724 N DIAMOND BAR BLVD #B,DIAMOND BAR,91765-1062,Offices of physicians (except mental health specialists),4,01/01/1985,"(34.1576, -118.4126)",8890,7,203,689,,
0000074174-0002-2,MARIAN HEALTH CAREERS CENTER INC,,5900 SEPULVEDA BLVD SUITE #101,VAN NUYS,91411-2511,5900 SEPULVEDA 91411-2511,3325 WILSHIRE BLVD #1010,LOS ANGELES,90010-1745,"Educational services (including schools, colleges, & universities)",4,02/01/2003,"(34.1768, -118.4661)",19735,7,241,882,,18
0000074243-0001-7,AMITAI TALMOR,,3831 FOUNTAIN AVENUE,LOS ANGELES,90029-2215,3831 FOUNTAIN 90029,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.0958, -118.2767)",23670,7,463,620,,90
0000074297-0001-3,MOHAMMAD ASHTARI,TARGET CAR SALES,6650 RESEDA BLVD UNIT #119,RESEDA,91335-8419,6650 RESEDA 91335-8419,,,,All other motor vehicle dealers,4,05/01/2000,"(34.1911, -118.536)",18909,4,267,578,,12
0000074328-0001-1,RANCHO LOS HERMOSOS,,4031 LOS FELIZ BLVD,LOS ANGELES,90027-2361,4031 LOS FELIZ 90027,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1132, -118.2799)",23445,7,397,1218,,3
0000074333-0001-1,BURCHETTE STREET LLC,,4005 LOS FELIZ BLVD,LOS ANGELES,90027-2326,4005 LOS FELIZ 90027-2326,16311 VENTURA BLVD #965,ENCINO,91436-4340,Lessors of real estate (including mini warehouses & self-storage units),4,04/28/2000,"(34.1132, -118.2794)",23445,7,396,1218,,3
0000074358-0001-1,MADELEINE KOUBIKIAN,,4518 LOS FELIZ BLVD,LOS ANGELES,90027-2045,4518 LOS FELIZ 90027-2045,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1118, -118.2877)",23445,7,400,511,,3
0000074374-0001-1,PATRICIA BOYER,,2311 HYPERION AVENUE,LOS ANGELES,90027-4711,2311 HYPERION 90027,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1015, -118.2731)",23670,7,463,1312,,90
0000074418-0001-5,"VOICEOVER LA, INC.",VOICEOVER LA,14144 VENTURA BLVD SUITE #303,SHERMAN OAKS,91423-2784,14144 VENTURA 91423-2784,1626   MONTANA AVENUE,SANTA MONICA,90403-1808,"Promoters of performing arts, sports, & similar events",4,04/01/2004,"(34.1497, -118.4412)",19736,7,333,676,6,83
0000074436-0001-3,LOS FELIZ II LP 191,,4545 LOS FELIZ BLVD,LOS ANGELES,90027-2059,4545 LOS FELIZ 90027-2059,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1117, -118.2882)",23445,7,400,511,,3
0000074438-0001-2,TERRY ICKOWICZ,LAW OFFICE OF TERRY A ICKOWICZ,14320 VENTURA BLVD    #524,SHERMAN OAKS,91423-2717,14320 VENTURA 91423-2717,,,,Legal services,4,06/01/1993,"(34.1499, -118.4451)",19736,7,334,681,6,83
0000074439-0001-7,3739 LOS FELIZ LLC,,3739 LOS FELIZ BLVD,LOS ANGELES,90027-2439,3739 LOS FELIZ 90027-2439,320 ARDEN AVENUE SUITE #110,GLENDALE,91203-1167,Lessors of real estate (including mini warehouses & self-storage units),4,12/01/1999,"(34.1151, -118.2744)",23445,7,396,547,,3
0000074444-0001-8,MIGIRDICH MENZILCIAN,,4327 LOS FELIZ BLVD,LOS ANGELES,90027-2214,4327 LOS FELIZ 90027,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1124, -118.2843)",23445,7,396,1218,,3
0000074448-0001-6,CARLA B MAY,,4614 LOS FELIZ BLVD,LOS ANGELES,90027-2008,4614 LOS FELIZ 90027-2008,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1114, -118.2897)",23445,7,400,511,,3
0000074450-0001-3,ELGIN/JENNIE KWONG,,4037 LOS FELIZ BLVD,LOS ANGELES,90027-2362,4037 LOS FELIZ 90027-2362,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1132, -118.28)",23445,7,397,1218,,3
0000074454-0001-1,ROWENA PROPERTIES LLC,,4100 LOS FELIZ BLVD,LOS ANGELES,90027-2307,4100 LOS FELIZ 90027-2307,,,,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.113, -118.2808)",23445,7,396,1218,,3
0000074501-0001-8,ANGELUS M CALAGUAS,A M CALAGUAS & ASSOCIATES,8201 AMIGO AVENUE,RESEDA,91335-1274,8201 AMIGO 91335-1274,6300 VARIEL AVENUE UNIT #439,WOODLAND HILLS,91367-7775,Engineering services,4,04/14/2000,"(34.2192, -118.5387)",18909,2,249,274,,12
0000074543-0001-1,DAVID JOHN ETZEN,REDBAR,2658   GRIFFITH PARK BLVD      #393,LOS ANGELES,90039-2520,2658 GRIFFITH PARK 90039-2520,2658 GRIFFITH PARK BLVD #393,LOS ANGELES,90039-2520,,4,03/01/2001,"(34.1063, -118.2719)",23670,7,463,1312,,90
0000074627-0001-1,JET PRODUCTIONS,JET PRODUCTIONS,13351 RIVERSIDE DRIVE #530,SHERMAN OAKS,91423-2542,13351 RIVERSIDE 91423-2542,,,,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,04/13/2000,"(34.1576, -118.4241)",19736,7,202,964,,83
0000074706-0001-7,ENDAH INDRIATI,ENDAH'S ORCHIDS,1521 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,90046-2405,1521 CRESCENT HEIGHTS 90046-2405,,,,Florists,4,09/10/2003,"(34.0985, -118.3657)",23677,7,458,728,,82
0000074919-0001-1,GUY BLUME,GUY BLUME INTERIOR DESIGN,4528 COLBATH AVENUE APT #104,SHERMAN OAKS,91423-5427,4528 COLBATH 91423-5427,10918   OTSEGO STREET,NORTH HOLLYWOOD,91601-3934,Employment services,4,10/01/2003,"(34.1535, -118.4365)",19736,7,332,693,,83
0000074924-0001-1,EILEEN THORNTON CARIS,E T C DESIGN CONCEPTS,16300 VENTURA BLVD UNIT #302,ENCINO,91436-2119,16300 VENTURA 91436-2119,16300 VENTURA BLVD UNIT #302,ENCINO,91436-2119,Furniture stores,4,06/15/1993,"(34.1567, -118.4885)",19737,6,326,1500,6,62
0000075058-0001-4,ARTHUR GABOYAN,ARTHUR GABOYAN HAIR DESIGN,6857 JAMIESON AVENUE,RESEDA,91335-4813,6857 JAMIESON 91335-4813,6857 JAMIESON AVENUE,RESEDA,91335-4813,Barber shops,4,04/10/2000,"(34.1955, -118.5215)",18909,4,264,245,,12
0000075113-0001-5,CUC THI KIM PHAN,,4631 VAN NUYS BLVD,SHERMAN OAKS,91403-2916,4631 VAN NUYS 91403-2916,,,,Nail salons,4,04/10/2000,"(34.1554, -118.4486)",19736,7,333,676,6,83
0000075248-0001-7,JANELLE ORIANN GEISEL,A MAISON,4219 BLUEBELL AVENUE,STUDIO CITY,91604-1537,4219 BLUEBELL 91604-1537,4219   BLUEBELL AVENUE,STUDIO CITY,91604-1537,,4,07/01/2001,"(34.1473, -118.4107)",8492,5,346,1505,,84
0000075320-0001-1,GRANT MUDFORD,GRANT MUDFORD STUDIO,2660 DUNDEE PLACE,LOS ANGELES,90027-1328,2660 DUNDEE 90027-1328,1648   IDLEWOOD ROAD,GLENDALE,91202-1028,Photographic services,4,05/03/1993,"(34.1185, -118.2845)",23445,7,397,938,,3
0000075389-0001-4,E K ELEVATOR CO INC,,3552 ALGINET DRIVE,ENCINO,91436-4126,3552 ALGINET 91436,,,,Electrical Contractors (1997 NAICS),4,04/01/1993,"(34.1347, -118.4962)",19737,6,327,1501,11,62
0000075986-0002-8,ROMY RAGAN,PORTER FIG COMPANY,4445 VAN NOORD AVENUE,STUDIO CITY,91604-1429,4445 VAN NOORD 91604-1429,827 N HOLLYWOOD WAY #301,BURBANK,91505-2814,"Gift, novelty, & souvenir stores",4,04/17/2013,"(34.1513, -118.4149)",8492,5,345,1230,,84
0000076335-0001-5,KORY M ZUSSMAN DDS,,16311 VENTURA BLVD #625,ENCINO,91436-4317,16311 VENTURA 91436-4317,,,,Offices of physicians (except mental health specialists),4,05/03/1993,"(34.157, -118.4882)",19737,6,326,1500,6,62
0000076347-0001-8,IGNACIO R RUIZ,,14723 OXNARD STREET #A,VAN NUYS,91411-3122,14723 OXNARD 91411-3122,,,,Other miscellaneous nondurable goods,4,05/03/1993,"(34.1793, -118.4537)",19735,7,241,1337,,18
0000076471-0001-0,JOE RADICH,,1942 1/2 N HOOVER STREET,LOS ANGELES,90027-2856,1942 HOOVER 90027-2856,,,,Electrical Contractors (1997 NAICS),4,05/07/1993,"(34.106, -118.2841)",23445,7,464,1313,,3
0000076903-0001-4,JOHN R DONALDSON CONSTRUCTION INC,,14320 VENTURA BLVD    #610,SHERMAN OAKS,91423-2717,14320 VENTURA 91423-2717,14320   VENTURA BLVD   SUITE #610,SHERMAN OAKS,91423-2717,Single Family Housing Construction (1997 NAICS),4,09/01/1996,"(34.1499, -118.4451)",19736,7,334,681,6,83
0000076924-0001-6,SHARONA AKHAVAN,,16813   MOONCREST DRIVE,ENCINO,91436-3508,16813 MOONCREST 91436-3508,,,,,4,01/15/2003,"(34.1477, -118.4995)",19737,6,326,1499,,62
0000076933-0001-5,SYNERGY CONSTRUCTION CORP,,7024   DARBY AVENUE   UNIT #A,RESEDA,91335-4401,7024 DARBY 91335-4401,,,,Single Family Housing Construction (1997 NAICS),4,06/25/1993,"(34.1982, -118.533)",18909,4,264,578,,12
0000077014-0001-6,HALSEY MERCHANDISING CO INC,THE INSIDER,3737   DEBSTONE AVENUE   SUITE #672,SHERMAN OAKS,91423-4720,3737 DEBSTONE 91423-4720,13636   VENTURA BLVD   SUITE #506,SHERMAN OAKS,91423-3700,"Apparel, piece goods, & notions",4,01/31/1993,"(34.1381, -118.4291)",19736,7,341,697,11,83
0000077106-0001-0,DALINGER DESIGNS INC,,7947 ELECTRA DRIVE,LOS ANGELES,90046-2011,7947 ELECTRA 90046-2011,1334 PARK VIEW AVENUE SUITE #250,MANHATTAN BEACH,90266-3751,,4,01/30/1993,"(34.1066, -118.3638)",23677,7,457,625,,82
0000077184-0001-0,BHAI INC,,16255   VENTURA BLVD   #1240,ENCINO,91436-2322,16255 VENTURA 91436,,,,"Independent artists, writers, & performers",4,09/24/2003,"(34.1569, -118.4871)",19737,6,326,665,6,62
0000077554-0001-1,DOUGLAS A SOLORZANO,D A S SERVICES,14944   OTSEGO STREET,SHERMAN OAKS,91403-1333,14944 OTSEGO 91403-1333,14944 OTSEGO STREET,SHERMAN OAKS,91403-1333,Janitorial services,4,07/01/1993,"(34.1628, -118.4591)",19732,7,248,675,,83
0000077563-0001-1,"LADY LAURA GRAYSON, INC.",,7756 TORREYSON DRIVE,LOS ANGELES,90046-1227,7756 TORREYSON 90046-1227,,,,,4,01/01/2005,"(34.1281, -118.367)",23677,7,457,720,46,82
0000077662-0001-4,LESLIE A LEDEZZMA,LLD,5038 HAZELTINE AVENUE #308,SHERMAN OAKS,91423-1152,5038 HAZELTINE 91423-1152,2465   SEACREST COURT,THOUSAND OAKS,91362-1144,Travel arrangement & reservation services,4,09/01/2003,"(34.162, -118.4399)",19736,7,245,687,,83
0000077992-0001-0,NICHOLAS M GAGLIARDUCCI,GARAGE SALE,2011 HYPERION AVENUE,LOS ANGELES,90027-4705,2011 HYPERION 90027-4705,,,,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,09/12/2003,"(34.098, -118.2747)",23670,7,463,599,,90
0000078032-0001-1,KHALED W ZAKHER,SILVER LOQUOR,4405 WOODMAN AVENUE,SHERMAN OAKS,91423-3025,4405 WOODMAN 91423-3025,,,,"Beer, wine & liquor stores",4,12/01/1993,"(34.1504, -118.4312)",19736,7,331,694,6,83
0000078110-0002-1,ROBERTO A CORDOVA,,5703 KESTER AVENUE,VAN NUYS,91411-3316,5703 KESTER 91411-3316,14660   COVELLO STREET,VAN NUYS,91405-1901,,4,01/01/2002,"(34.174, -118.4574)",19735,7,241,1337,,18
0000078229-0001-6,MINDERHOUT INSURANCE BROKERS INC,,4515 VAN NUYS BLVD #401,SHERMAN OAKS,91403-6400,4515 VAN NUYS 91403-6400,4335   VAN NUYS BLVD   #452,SHERMAN OAKS,91403-3727,Insurance agencies & brokerages,4,11/03/1985,"(34.1534, -118.4486)",19736,7,333,676,6,83
0000078389-0001-6,PAUL A GOLDENBERG MAINTENANCE INC,,3628 SHERIDGE DRIVE,SHERMAN OAKS,91403-5003,3628 SHERIDGE 91403-5003,POST OFFICE BOX #58013,SHERMAN OAKS,91413-3013,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",4,06/01/1993,"(34.1371, -118.4657)",19732,7,340,672,11,83
0000078430-0001-5,DAKE WILSON ARCHITECTS INC,,5531 GREEN OAK DRIVE,LOS ANGELES,90068-2501,5531 GREEN OAK 90068-2501,3035 N COOLIDGE AVENUE,LOS ANGELES,90039-3413,Architectural services,4,05/08/2002,"(34.1194, -118.3112)",24033,7,403,550,,64
0000078506-0002-8,LEONID SHAFERMAN,,1824 N KINGSLEY DRIVE,LOS ANGELES,90027-3704,1824 KINGSLEY 90027-3704,2312 DONELLA CIRCLE,LOS ANGELES,90077-1801,Lessors of real estate (including mini warehouses & self-storage units),4,04/01/1996,"(34.1028, -118.3035)",23445,8,418,470,16,3
0000078521-0001-4,DESIGN OPTIONS INC,,13562 ADDISON STREET,SHERMAN OAKS,91423-1410,13562 ADDISON 91423-1410,13562   ADDISON STREET,SHERMAN OAKS,91423-1410,"Management, scientific, & technical consulting services",4,03/01/1993,"(34.161, -118.429)",19736,7,202,964,,83
0000078577-0001-0,NESSIM SIBONY,JT PRODUCTIONS,5655 BEVIS AVENUE,VAN NUYS,91411-3302,5655 BEVIS 91411-3302,6457 BELLAIRE AVENUE,NORTH HOLLYWOOD,91606-1238,"Hobby, toy, & game stores",4,10/01/2002,"(34.1736, -118.4562)",19735,7,241,1337,,18
0000078913-0001-2,FREDERICK T CHUANG,,2974 WAVERLY DRIVE,LOS ANGELES,90039-2041,2974 WAVERLY 90039-2041,,,,Employment services,4,02/01/1993,"(34.1105, -118.2677)",23670,7,396,595,,90
0000078965-0001-0,TAZ CONSTRUCTION INC,,4314 SHERMAN OAKS AVENUE,SHERMAN OAKS,91403-3805,4314 SHERMAN OAKS 91403-3805,,,,Single Family Housing Construction (1997 NAICS),4,02/23/2004,"(34.1486, -118.4714)",19732,6,339,670,,62
0000079043-0001-7,SUN ACHIEVEMENT,,11026 VENTURA BLVD #9,STUDIO CITY,91604-3570,11026 VENTURA 91604-3570,,,,,4,10/22/2004,"(34.1406, -118.371)",8492,5,351,712,6,84
0000079175-0002-3,ANDREW SCOTT,,8405 LOOKOUT MOUNTAIN AVENUE,LOS ANGELES,90046-1550,8405 LOOKOUT MOUNTAIN 90046-1550,,,,Motion picture & video industries (except video rental),4,02/01/2008,"(34.1141, -118.3778)",23677,7,458,731,,81
0000079206-0001-2,STEVEN G CULP/VAN D LE,CULP & LE ACCOUNTING OFFICE,5228 AMESTOY AVENUE,ENCINO,91316-2608,5228 AMESTOY 91316-2608,,,,Other accounting services,4,08/16/1993,"(34.1659, -118.5054)",4286,6,325,1495,,62
0000079240-0001-0,FLY HC MULTIMEDIA INC,,3359 BENNETT DRIVE,LOS ANGELES,90068-1703,3359 BENNETT 90068-1703,,,,,4,02/01/2002,"(34.1277, -118.3497)",24033,7,350,713,11,82
0000079260-0001-7,JEFFREY FMD TOM DDS,,4910 VAN NUYS BLVD #112,SHERMAN OAKS,91403-1781,4910 VAN NUYS 91403-1781,,,,Offices of physicians (except mental health specialists),4,08/03/1993,"(34.1596, -118.4486)",19736,7,245,562,,83
0000079291-0001-2,LINDA DRESSER SPIEGEL,LINDA SPIEGEL DESIGNS,4509 ENCINO AVENUE,ENCINO,91316-3834,4509 ENCINO 91316,,,,Furniture stores,4,08/02/1993,"(34.1506, -118.5143)",4286,6,327,1497,,62
0000079551-0001-2,APEX FINANCIAL & REALTY INC,APEX FINANCIAL GROUP & APEX REALTY SERVICES,5535 BALBOA BLVD #102,ENCINO,91316-5242,5535 BALBOA 91316-5242,,,,Offices of real estate agents & brokers,4,08/16/1993,"(34.1713, -118.5011)",19737,6,315,561,,62
0000079626-0001-2,PAMELA HEARD,EXCEPTIONAL RESULTS,3284   BARHAM BLVD      #201,LOS ANGELES,90068-1454,3284 BARHAM 90068,10063   RIVERSIDE DRIVE,TOLUCA LAKE,91610-7001,Travel arrangement & reservation services,4,02/02/2004,"(34.1305, -118.3452)",24033,7,407,715,,82
0000079768-0001-4,MICHAEL P MARTIN,,4143 CAMERO AVENUE,LOS ANGELES,90027-4516,4143 CAMERO 90027-4516,,,,Employment services,4,02/07/2003,"(34.1009, -118.2809)",23445,7,466,601,,3
0000080146-0001-0,SILVANA M MAGNANI,ARTISTICO CO,1809 WINONA BLVD #4,LOS ANGELES,90027-3827,1809 WINONA 90027-3827,7538   HESPERIA AVENUE,RESEDA,91335-3241,Janitorial services,4,08/01/2003,"(34.1037, -118.302)",23445,8,418,470,16,3
0000080532-0001-1,GAF MANAGEMENT LLC,,3225 WAVERLY DRIVE,LOS ANGELES,90027-2522,3225 WAVERLY 90027-2522,,,,Office administrative services,4,03/08/2001,"(34.1132, -118.2711)",23445,7,396,547,,3
0000080698-0001-8,KARAPET KESABLYAN,ARAM SHOE REPAIR,1445 N HIGHLAND AVENUE,LOS ANGELES,90028-7622,1445 HIGHLAND 90028,,,,Footwear & leather goods repair,4,08/18/2003,,,,,,,
0000080800-0002-3,LASZLO BORSAI,LES BORSAI CONSULTING,3587   KNOBHILL DRIVE,SHERMAN OAKS,91423-4442,3587 KNOBHILL 91423-4442,12100   WILSHIRE BLVD   SUITE #1540,LOS ANGELES,90025-7120,Computer & electronic product mfg.,4,11/01/2011,"(34.1359, -118.4504)",19736,7,341,342,11,83
0000080814-0001-7,"EWI COLLECTIONS, INC",EAST WEST INTERNATIONAL,4083   MURIETTA AVENUE,SHERMAN OAKS,91423-4648,4083 MURIETTA 91423-4648,POST OFFICE BOX #29233,LOS ANGELES,90029-0233,Furniture stores,4,09/15/2003,"(34.1438, -118.4369)",19736,7,341,695,,83
0000081040-0001-1,PETER/ALINA TAUB,ALINA TAUB FAMILY DAY CARE,1719 N ORANGE GROVE AVENUE,LOS ANGELES,90046-2131,1719 ORANGE GROVE 90046-2131,2471 MICHAEL DRIVE,NEWBURY PARK,91320-3234,Child day care services,4,10/18/1996,"(34.1019, -118.3604)",23677,7,457,625,,82
0000081241-0001-2,JONG SOO LEE,MEK AIR TECH,609 S MANSFIELD AVENUE,LOS ANGELES,90036-3512,609 MANSFIELD 90036,,,,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",4,07/03/1997,,,,,,,
0000081254-0001-0,HEE JA SOHN,TOWER CAFE,16000 VENTURA BLVD #302,ENCINO,91436-2748,16000 VENTURA 91436-2748,,,,Full-service restaurants,4,07/23/2003,"(34.156, -118.4814)",19737,6,338,1500,6,62
0000081718-0001-4,RICHARD C RAMIREZ,RCR BUILDERS,5841 SHOSHONE AVENUE,ENCINO,91316-1230,5841 SHOSHONE 91316-1230,,,,Single Family Housing Construction (1997 NAICS),4,07/07/1993,"(34.177, -118.5166)",4286,6,315,340,,62
0000081765-0001-9,"FREYA KAY,MA MFCT",FREY KAY MA,16055 VENTURA BLVD #500,ENCINO,91436-2605,16055 VENTURA 91436-2605,13417 CUMPSTON STREET,SHERMAN OAKS,91401-5329,Individual & family services,4,04/01/1990,"(34.1562, -118.4826)",19737,6,338,1500,6,62
0000081771-0001-4,STEVEN J HORN,,15760 VENTURA BLVD #1520,ENCINO,91436-3026,15760 VENTURA 91436-3026,,,,Legal services,4,07/01/1993,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000081781-0001-8,GARY D PEARLE,,13701 RIVERSIDE DRIVE #406,SHERMAN OAKS,91423-2448,13701 RIVERSIDE 91423-2448,,,,Individual & family services,4,07/08/1993,"(34.1576, -118.4313)",19736,7,245,964,,83
0000081827-0001-1,LANTERN FINANCIAL CORP,,13701 RIVERSIDE DRIVE #304,SHERMAN OAKS,91423-2447,13701 RIVERSIDE 91423-2447,,,,Other activities related to real estate,4,07/09/1993,"(34.1576, -118.4313)",19736,7,245,964,,83
0000081849-0001-8,BOULEVARD PEDIATICS MEDICAL GROUP INC,BOULEVARD PEDIATRIC MED GROUP | BOULEVARD PEDIATRICS,16550 VENTURA BLVD #414,ENCINO,91436-5051,16550 VENTURA 91436-5051,,,,Offices of physicians (except mental health specialists),4,04/16/2003,"(34.1577, -118.4934)",19737,6,326,1499,6,62
0000082068-0001-2,BETTE/RICHARD NOWINSKI,GOOD NEIGHBOR RESTAURANT/ NEIGHBARISTA,3701 CAHUENGA BLVD #6-8,N HOLLYWOOD,91604-3503,3701 CAHUENGA 91604-3503,,,,Full-service restaurants,4,07/10/1993,"(34.135, -118.3611)",24033,7,350,713,11,82
0000082210-0001-4,RALPH/HELEN SHAFFER,,4727 KESTER AVENUE,SHERMAN OAKS,91403-2076,4727 KESTER 91403-2076,2956 BLAZING STAR DRIVE,THOUSAND OAKS,91362-1755,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",4,09/29/1992,"(34.1565, -118.4574)",19732,7,336,677,,83
0000082236-0001-9,KAVOOS AHANKOOB,KAST CONSTRUCTION CO,4634 SALOMA AVENUE,SHERMAN OAKS,91403-2511,4634 SALOMA 91403-2511,4634   SALOMA AVENUE,SHERMAN OAKS,91403-2511,Single Family Housing Construction (1997 NAICS),4,10/05/2010,"(34.1553, -118.4585)",19732,7,335,883,,83
0000082266-0001-0,ADRIAN VOULGARIS,ADRIANS TRATTORIA,17709 VANOWEN STREET,RESEDA,91335-5602,17709 VANOWEN 91335-5602,,,,Full-service restaurants,4,08/15/1993,"(34.1938, -118.5188)",18909,4,267,247,,12
0000082292-0001-2,IZABELLA KOLODNER,COSMETIC/GENERAL DENTISTRY,12215 VENTURA BLVD #115,STUDIO CITY,91604-2533,12215 VENTURA 91604-2533,,,,Offices of physicians (except mental health specialists),4,08/25/1993,"(34.1432, -118.3985)",8492,5,352,710,6,84
0000082350-0001-7,BIGGIE INC,,4705 VAN NOORD AVENUE,SHERMAN OAKS,91423-3331,4705 VAN NOORD 91423-3331,685   3RD AVENUE   FLOOR #4TH,NEW YORK,10017-8408,"Promoters of performing arts, sports, & similar events",4,07/01/2003,"(34.156, -118.4152)",19736,7,345,968,,83
0000082611-0001-1,MARK J MARKUS,LAW OFFICES OF MARK J MARKUS,4185 ARCH DRIVE #310,STUDIO CITY,91604-5117,4185 ARCH 91604-5117,11684   VENTURA BLVD   UNIT #403,STUDIO CITY,91604-2699,Legal services,4,07/05/1995,"(34.1424, -118.3731)",8492,5,349,389,,84
