"location_account","business_name","dba_name","street_address","city","zip_code","location_description","mailing_address","mailing_city","mailing_zip_code","naics","primary_naics_description","council_district","location_start_date","location_end_date","location_1"
"0000003571-0001-1","CLARIANT CORPORATION",,"13900 CARMENITA ROAD","SANTA FE SPRINGS","90670-4917","13900 CARMENITA 90670-4917","500 E Morehead #400","Charlotte","28202-2744","453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","0","1999-12-01T00:00:00.000",,"
,  
(33.9056, -118.0466)"
"0000003573-0001-1","SHERMAN WAY ASSOCIATES LLC",,"15165 VENTURA BLVD SUITE #140","SHERMAN OAKS","91403-3390","15165 VENTURA 91403-3390","15233 Ventura #500","Sherman Oaks","91403-2231","531100","Lessors of real estate (including mini warehouses & self-storage units)","4","2000-01-01T00:00:00.000",,"
,  
(34.1537, -118.4636)"
"0000003580-0001-1","PETER YOO","MINI DEPARTMENT STORE","870 S WESTERN AVENUE #36","LOS ANGELES","90005-3301","870 WESTERN 90005-3301","17211 FREMONT LANE","YORBA LINDA","92886-1787","713900","Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)","10","1992-01-01T00:00:00.000",,"(34.0562, -118.309)"
"0000003607-0001-1","HENRY G BEARD & DONNA C BEARD","CRAZY DOLL PEN | CRAZY DOLL PEN INC","28960 GLEN OAKS DRIVE","SUN CITY","92586-2895","28960 GLEN OAKS 92586-2895",,,,"454390","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","0","2003-07-01T00:00:00.000",,"(33.7004, -117.2006)"
"0000003620-0001-7","SANDRA MICHELE PEREZ",,"2114 LOUELLA AVENUE","VENICE","90291-4017","2114 LOUELLA 90291-4017",,,,"541400","Specialized design services (including interior, industrial, graphic, & fashion design)","11","1999-01-01T00:00:00.000",,"(33.9999, -118.451)"
"0000003640-0001-4","HOLLY BIENIEWSKI","HOLLY BIENIEWSKI ARCHITECT","3226 ROWENA AVENUE","LOS ANGELES","90027-2515","3226 ROWENA 90027-2515",,,,"541310","Architectural services","4","2004-01-22T00:00:00.000",,"(34.111, -118.2748)"
"0000003646-0001-1","ROYALE GRACE INVESTMENT COMPANY, LLC",,"8720   BURTON WAY","LOS ANGELES","90048-3810","8720 BURTON 90048-3810","10660 WHITE OAK AVENUE","GRANADA HILLS","91344-5943","531100","Lessors of real estate (including mini warehouses & self-storage units)","5","1998-12-24T00:00:00.000",,
"0000003647-0001-6","LUCKY SCOOPS CORPORATION","KANPAI JAPANESE SUSHI BAR & GRILL","8325 LINCOLN BLVD","LOS ANGELES","90045-2413","8325 LINCOLN 90045-2413",,,,"722110","Full-service restaurants","11","2003-06-01T00:00:00.000",,"(33.9621, -118.4212)"
"0000003647-0002-4","LUCKY SCOOPS CORPORATION",,"8736 S SEPULVEDA BLVD #C","LOS ANGELES","90045-4004","8736 SEPULVEDA 90045-4004","8325 LINCOLN BLVD","LOS ANGELES","90045-2413","722110","Full-service restaurants","11","2015-03-15T00:00:00.000",,"(33.958, -118.3961)"
"0000003648-0001-1","ARCH-SUNSET 1 INVESTMENT COMPANY, LLC",,"4100 ARCH DRIVE","STUDIO CITY","91604-3248","4100 ARCH 91604-3248","10660 WHITE OAK AVENUE","GRANADA HILLS","91344-5943","531100","Lessors of real estate (including mini warehouses & self-storage units)","4","1998-12-24T00:00:00.000",,"
,  
(34.1421, -118.3717)"
"0000003649-0001-5","ARCH-SUNSET 2 INVESTMENT COMPANY, LLC",,"6690 W SUNSET BLVD","LOS ANGELES","90028-7120","6690 SUNSET 90028-7120","10660 WHITE OAK AVENUE","GRANADA HILLS","91344-5943","531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1998-12-24T00:00:00.000",,"(34.0979, -118.3362)"
"0000003660-0001-1","ALLEN TEXTILE INC",,"505 E 9TH STREET","LOS ANGELES","90015-1817","505 9TH 90015-1817",,,,"448150","Clothing accessories stores","14","1999-01-01T00:00:00.000",,"(34.0386, -118.2517)"
"0000003670-0001-5","STEPHEN A. BAY TRUST","STEPHEN A BAY TRUST","10708 MAGNOLIA BLVD","N HOLLYWOOD","91601-4056","10708 MAGNOLIA 91601-4056",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","2","1999-01-01T00:00:00.000",,"
,  
(34.1649, -118.3641)"
"0000003671-0001-0","PICO WESTSIDE PROPERTIES LLC",,"3980 ELLENITA AVENUE","TARZANA","91356-5414","3980 ELLENITA 91356-5414",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","3","2000-01-24T00:00:00.000",,"(34.1424, -118.5593)"
"0000003682-0001-8","ARTURO MARTINEZ","QUEEN BARBER SHOP","160 1/2 E MARTIN LUTHER KING JR BLVD","LOS ANGELES","90011-2688","160 MARTIN LUTHER KING JR 90011-2688",,,,"812111","Barber shops","9","2003-05-15T00:00:00.000",,"(34.0111, -118.272)"
"0000003711-0001-6","THEODORE H/VIVIAN S BROWN",,"3919 DON TOMASO DRIVE","LOS ANGELES","90008-5373","3919 DON TOMASO 90008-5373","4017 OLYMPIAD DRIVE","LOS ANGELES","90043-1141","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1985-07-26T00:00:00.000",,"(34.0048, -118.3418)"
"0000003718-0001-8","GLATT WESTERN KOSHER INC","GLATT WESTERN KOSHER","444 N FAIRFAX AVENUE","LOS ANGELES","90036-1717","444 FAIRFAX 90036-1717",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","1992-02-17T00:00:00.000",,"(34.0792, -118.3614)"
"0000003718-0002-6","GLATT WESTERN KOSHER INC",,"4817 W PICO BLVD","LOS ANGELES","90019-4226","4817 PICO 90019-4226",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","2012-03-01T00:00:00.000",,"(34.0482, -118.3413)"
"0000003719-0001-2","NEZAR AMMARI","SMILEYS MARKET","14712 PARTHENIA STREET #A","PANORAMA CITY","91402-2992","14712 PARTHENIA 91402-2992",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","6","1999-01-01T00:00:00.000",,"(34.228, -118.4537)"
"0000003721-0001-0","BULABOS INC",,"1438 N GOWER STREET ROOM #28","LOS ANGELES","90028-8306","1438 GOWER 90028-8306","11766 WILSHIRE BLVD FLOOR #9","LOS ANGELES","90025-6548","711300","Promoters of performing arts, sports, & similar events","13","1998-09-18T00:00:00.000",,"(34.0957, -118.3222)"
"0000003729-0001-6","INSPECTION TECHNOLOGIES INC",,"2701 N TOWNE AVENUE #A","POMONA","91767-2275","2701 TOWNE 91767-2275",,,,,,"0","1992-01-10T00:00:00.000",,"(34.0939, -117.7368)"
"0000003768-0001-6","BLANCA VILLALOBOS",,"1108 NOWITA PLACE","VENICE","90291-3521","1108 NOWITA 90291-3521",,,,"624410","Child day care services","11","1995-03-18T00:00:00.000",,"(33.9997, -118.456)"
"0000003783-0001-1","ALBERT QUAN TRAN","MISS DONUT","18231 SHERMAN WAY","RESEDA","91335-4551","18231 SHERMAN 91335-4551",,,,"722110","Full-service restaurants","3","2000-01-01T00:00:00.000",,"(34.2011, -118.5301)"
"0000003792-0001-0","EMILIO ELIAS",,"753 S WESTLAKE AVENUE","LOS ANGELES","90057-4125","753 WESTLAKE 90057-4125",,,,,,"1","2000-01-01T00:00:00.000",,
"0000003806-0001-3","EUSTORGIO MARTINEZ",,"6315 KENISTON AVENUE","LOS ANGELES","90043-3732","6315 KENISTON 90043-3732",,,,"561730","Landscaping services","8","1995-10-01T00:00:00.000",,"(33.9825, -118.3417)"
"0000003822-0001-2","EDWIN & GISELA ZEBROSKI TR",,"8006 BLACKBURN AVENUE","LOS ANGELES","90048-4438","8006 BLACKBURN 90048-4438","1546 PLATEAU AVENUE","LOS ALTOS","94024-5320","531100","Lessors of real estate (including mini warehouses & self-storage units)","5","1999-03-01T00:00:00.000",,"(34.071, -118.3641)"
"0000003830-0001-7","MARUBINI AMERICA CORP",,"6075 POPLAR AVENUE #500","MEMPHIS","38119-","6075 POPLAR 38119",,,,"115310","Support activities for forestry","0","1992-02-03T00:00:00.000",,
"0000003840-0001-1","SMALL WORLD PRESCHOOL, INC.",,"15750 SAN FERNANDO MISSION BLVD","GRANADA HILLS","91344-4359","15750 SAN FERNANDO MISSION 91344-4359",,,,"624410","Child day care services","12","2000-01-01T00:00:00.000",,"(34.2718, -118.4751)"
"0000003848-0001-7","ELINOR E BRACKEN",,"4263   LAS VIRGENES ROAD   UNIT #6","CALABASAS","91302-1966","4263 LAS VIRGENES 91302-1966","4263 LAS VIRGENES ROAD UNIT #6","CALABASAS","91302-1966","454390","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","0","1975-02-01T00:00:00.000",,"
,  
(34.1377, -118.7032)"
"0000003852-0001-3","AXIS CONSTRUCTION INC",,"901 S GLENDALE AVENUE #200","GLENDALE","91205-2895","901 GLENDALE 91205-2895",,,,"233220","Multifamily Housing Construction (1997 NAICS)","0","1988-06-29T00:00:00.000",,"(34.1358, -118.2515)"
"0000003857-0001-6","SALS AUTOMOTIVE INC",,"14306 CALVERT STREET","VAN NUYS","91401-3321","14306 CALVERT 91401-3321","14306 CALVERT STREET","VAN NUYS","91401-3321","423100","Motor vehicle & motor vehicle parts & supplies","6","1974-11-01T00:00:00.000",,"(34.1816, -118.4445)"
"0000003866-0001-5","CORNERSTONE PRIVATE LEDGERS, INC","NATIONWIDE EQUIPMENT TRANSPORT","1420 ALAMEDA STREET","WILMINGTON","90744-2241","1420 ALAMEDA 90744-2241","POST OFFICE BOX #2157","WILMINGTON","90748-2157","493100","Warehousing & storage (except leases of mini warehouses & self-storage units)","15","1999-01-01T00:00:00.000",,"(33.7938, -118.2399)"
"0000003879-0001-2","PEARL RAY HOLDINGS LLC",,"243 S CARONDELET STREET","LOS ANGELES","90057-2026","243 CARONDELET 90057-2026","POST OFFICE BOX #48679","LOS ANGELES","90048-0679","531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1999-01-07T00:00:00.000",,"(34.0663, -118.2759)"
"0000003891-0001-3","DENNIS A JOINER",,"4975 DARU WAY","FAIR OAKS","95628-5452","4975 DARU 95628-5452",,,,,,"0","1992-03-18T00:00:00.000",,"(38.6561, -121.2296)"
"0000003894-0001-7","LOUIS H GRAY JR",,"4549 DON TIMOTEO DRIVE","LOS ANGELES","90008-4112","4549 DON TIMOTEO 90008",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","8","1999-01-01T00:00:00.000",,"(34.0046, -118.3549)"
"0000003908-0001-1","CAROL ARREOLA",,"2215 NAVY STREET","SANTA MONICA","90405-6045","2215 NAVY 90405-6045",,,,"235310","Electrical Contractors (1997 NAICS)","0","1990-01-01T00:00:00.000",,"(34.0099, -118.4586)"
"0000003910-0001-8","SANTA MONICA HEATING & AIR CONDITIONING INC",,"3728 CROSS CREEK ROAD","MALIBU","90265-4931","3728 CROSS CREEK 90265-4931","POST OFFICE BOX #2664","MALIBU","90265-7664","235110","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","0","1989-01-03T00:00:00.000",,"(34.0382, -118.6852)"
"0000003912-0001-7","STEWART KILGORE","KILGORE ELECTRIC","16412 AKRON STREET","PACIFIC PALISADES","90272-2303","16412 AKRON 90272-2303",,,,"235310","Electrical Contractors (1997 NAICS)","11","1988-01-01T00:00:00.000",,"(34.0508, -118.5408)"
"0000003914-0002-4","ARAMARK MANAGEMENT SERVICES LIMITED PARTNERSHIP",,"941 W 35TH STREET","LOS ANGELES","90007-4002","941 35TH 90007-4002","3450 S VERMONT AVENUE","LOS ANGELES","90007-3449","561720","Janitorial services","9","1996-01-01T00:00:00.000",,"
,  
(34.0224, -118.2877)"
"0000003916-0001-5","MOORE ELECTRIC INC",,"9449 9TH STREET","RANCHO CUCAMONGA","91730-4510","9449 9TH 91730-4510",,,,,,"0","1998-01-01T00:00:00.000",,"
,  
(34.0956, -117.5982)"
"0000003948-0001-5","LIGHTHOUSE PROPERTIES REAL ESTATE SERVICES INC",,"3121 WASHINGTON BLVD","MARINA DEL REY","90292-5550","3121 WASHINGTON 90292-5550",,,,"531210","Offices of real estate agents & brokers","11","2002-01-01T00:00:00.000",,"(33.9895, -118.4496)"
"0000003949-0001-0","RFX INC",,"748 SEWARD STREET","LOS ANGELES","90038-3504","748 SEWARD 90038-3504",,,,"443120","Computer & software stores","13","1991-11-01T00:00:00.000",,"
,  
(34.0843, -118.3331)"
"0000003956-0001-0","SCOTT KRIVIS CPA",,"20700 VENTURA BLVD #234","WOODLAND HILLS","91364-0848","20700 VENTURA 91364-0848",,,,"541219","Other accounting services","3","1991-12-01T00:00:00.000",,"(34.167, -118.5835)"
"0000003959-0001-3","JONATHAN B DAKS","JONATHAN B DAKS ATTORNEY AT LAW","16055 VENTURA BLVD UNIT #660","ENCINO","91436-2630","16055 VENTURA 91436-2630",,,,"541100","Legal services","4","1992-01-01T00:00:00.000",,"
,  
(34.1562, -118.4826)"
"0000003960-0001-6","PAUL CLARK","CLARK & ASSOCIATES","4602 CRENSHAW BLVD SUITE #3","LOS ANGELES","90043-1210","4602 CRENSHAW 90043-1210","271 E WORKMAN STREET","COVINA","91723-3500","541219","Other accounting services","8","1992-01-21T00:00:00.000",,"(34.0017, -118.3305)"
"0000003961-0001-1","MORRIS YOUNG",,"1414 S ORANGE GROVE AVENUE","LOS ANGELES","90019-3723","1414 ORANGE GROVE 90019-3723",,,,,,"10","2000-01-01T00:00:00.000",,
"0000003961-0005-3","MORRIS YOUNG",,"1177 W 38TH STREET","LOS ANGELES","90037-1119","1177 38TH 90037-1119","POST OFFICE BOX #56274","LOS ANGELES","90056-0274","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","2008-08-01T00:00:00.000",,"(34.0173, -118.2966)"
"0000003961-0006-1","MORRIS YOUNG",,"1863 W 54TH STREET","LOS ANGELES","90062-2605","1863 54TH 90062-2605","POST OFFICE BOX #56274","LOS ANGELES","90056-0274","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","2008-09-03T00:00:00.000",,"(33.9932, -118.3104)"
"0000003961-0008-8","MORRIS YOUNG",,"4353   DON MIGUEL DRIVE","LOS ANGELES","90008-","4353 DON MIGUEL 90008-","POST OFFICE BOX #56274","LOS ANGELES","90056-0274","531100","Lessors of real estate (including mini warehouses & self-storage units)","8","2007-01-01T00:00:00.000",,"(0.0, 0.0)"
"0000003961-0009-6","MORRIS YOUNG",,"4243 4255   LEIMERT BLVD","LOS ANGELES","90008-4605","4243 LEIMERT 90008-4605","POST OFFICE BOX #56274","LOS ANGELES","90056-0274","531100","Lessors of real estate (including mini warehouses & self-storage units)","0","2007-01-01T00:00:00.000",,"(0.0, 0.0)"
"0000003961-0012-6","MORRIS YOUNG",,"5069 W 21ST STREET","LOS ANGELES","90016-2248","5069 21ST 90016-2248",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","0","2021-08-01T00:00:00.000",,
"0000003961-0013-4","MORRIS YOUNG",,"4253 GARTHWAITE AVENUE","LOS ANGELES","90008-5243","4253 Garthwaite 90008-5243",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","10","2021-09-16T00:00:00.000",,"
,  
(34.0065, -118.3271)"
"0000003965-0001-9","NF JOSHUA INVESTORS LP","THE JOSHUA","1353 N MARTEL AVENUE","LOS ANGELES","90046-4800","1353 MARTEL 90046-4800","6222 WILSHIRE BLVD SUITE #400","LOS ANGELES","90048-5100","531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1999-06-28T00:00:00.000",,"
,  
(34.0953, -118.3506)"
"0000003971-0001-4","LA TROPICANA MARKET INC","LA TROPICANA MARKET","5200 MONTE VISTA STREET","LOS ANGELES","90042-4015","5200 MONTE VISTA 90042-4015","5200 MONTE VISTA STREET","LOS ANGELES","90042-4015","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","2003-06-16T00:00:00.000",,"(34.1084, -118.201)"
"0000003972-0001-9","CHEBE MUSIC, INC",,"9127   CEDROS AVENUE   #148","PANORAMA CITY","91402-1265","9127 CEDROS 91402-1265","POST OFFICE BOX #2580","NORTH HILLS","91393-2580","423990","Other miscellaneous durable goods","6","1999-04-13T00:00:00.000",,"(34.2364, -118.454)"
"0000003992-0001-6","WILLIAM M HRUBY","R GUTTERS","2111 7TH STREET #4","SANTA MONICA","90405-1279","2111 7TH 90405-1279","2812   SANTA MONICA BLVD   SUITE #204","SANTA MONICA","90404-2432","561720","Janitorial services","0","1992-01-15T00:00:00.000",,"(34.0102, -118.4824)"
"0000003994-0001-5","KATAYOON SHAGAGH",,"12932 VICTORY BLVD","N HOLLYWOOD","91606-2924","12932 VICTORY 91606-2924",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","2","1999-06-01T00:00:00.000",,"(34.1866, -118.415)"
"0000003996-0001-4","SYSTRA CONSULTING INC",,"617 W 7TH STREET SUITE #602","LOS ANGELES","90017-3817","617 7TH 90017-3817",,,,"541330","Engineering services","14","1992-02-01T00:00:00.000",,"(34.0474, -118.2567)"
"0000004002-0001-7","KALOUSTIAN FAMILY 2007 REVOCABLE TRUST",,"10922 LIMERICK AVENUE","CHATSWORTH","91311-1614","10922 LIMERICK 91311-1614",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","12","2000-01-01T00:00:00.000",,"(34.2689, -118.5826)"
"0000004004-0001-6","ROBERT J MORLEY","ROBERT MORLEY LAUNDRY EQUIPMENT REPAIR","10165 FERNGLEN AVENUE","TUJUNGA","91042-2215","10165 FERNGLEN 91042-2215",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","7","1992-01-15T00:00:00.000",,"(34.2535, -118.2943)"
"0000004011-0001-6","ANDREWS POWDER COATING INC",,"10138   CANOGA AVENUE","CHATSWORTH","91311-3005","10138 CANOGA 91311-3005","10138   CANOGA AVENUE","CHATSWORTH","91311-3005","332000","Fabricated metal product mfg.","12","1992-01-01T00:00:00.000",,"
,  
(34.2547, -118.5967)"
"0000004037-0001-1","CATHERINE V KESSLER","KATY KESSLER, CCH SC","17366 CHASE STREET","NORTHRIDGE","91325-3914","17366 CHASE 91325-3914",,,,"621399","Offices of all other miscellaneous health practitioners","12","1992-01-01T00:00:00.000",,"(34.2234, -118.5132)"
"0000004043-0001-6","ALBEA BEAUTY SOLUTIONS USA LLC","ALBEA BEAUTY SOLUTION USA, LLC","595 MADISON AVENUE","NEW YORK","10022-1907","595 MADISON 10022-1907","595 MADISON AVENUE","NEW YORK","10022-1907","424600","Chemical & allied products","0","1991-12-01T00:00:00.000",,"
,  
(0.0, 0.0)"
"0000004045-0001-5","ARTISTRY",,"328 S LA BREA AVENUE SUITE #3&4","LOS ANGELES","90036-3526","328 LA BREA 90036-3526","21650 OXNARD STREET SUITE #350","WOODLAND HILLS","91367-7855","561300","Employment services","5","1991-05-17T00:00:00.000",,"
,  
(34.068, -118.3437)"
"0000004052-0001-5","EXCEPTIONAL CHILDRENS FOUNDATION /C","VAL VERDE","7600 VANALDEN AVENUE","RESEDA","91335-1752","7600 VANALDEN 91335-1752","5350   MACHADO LANE","CULVER CITY","90230-8800","621400","Outpatient  care centers","3","2004-01-01T00:00:00.000",,"(34.2083, -118.5491)"
"0000004056-0001-3","GREATER CORNERSTONE BAPTIST CHURCH/C","GREATER CORNERSTONE CHRISTIAN PRESCHOOL","5946 S FIGUEROA STREET","LOS ANGELES","90003-1018","5946 FIGUEROA 90003-1018",,,,"624410","Child day care services","9","1992-01-01T00:00:00.000",,"(33.986, -118.2826)"
"0000004061-0001-4","JAMES M KALLIS","KALLIS TECHNICAL SERVICES","6781 ANDOVER LANE","LOS ANGELES","90045-1096","6781 ANDOVER 90045-1096","6781 ANDOVER LANE","LOS ANGELES","90045-1096","541330","Engineering services","11","2003-08-01T00:00:00.000",,"(33.9741, -118.4092)"
"0000004081-0001-1","E. AVICO, INC.",,"1260 S LA CIENEGA BLVD","LOS ANGELES","90035-2548","1260 LA CIENEGA 90035-2548",,,,"233220","Multifamily Housing Construction (1997 NAICS)","5","1992-01-01T00:00:00.000",,"(34.054, -118.3761)"
"0000004086-0001-4","HEJIRA PRODUCTIONS INC",,"200 PARK AVENUE S FLOOR #8","NEW YORK","10003-1526","200 PARK 10003-1526","10960 WILSHIRE BLVD SUITE #1900","LOS ANGELES","90024-3805","711300","Promoters of performing arts, sports, & similar events","0","1995-10-19T00:00:00.000",,"(40.7365, -73.989)"
"0000004087-0001-9","MCINTOSH CAPITAL ADVISORS INC",,"10801 NATIONAL BLVD SUITE #610","LOS ANGELES","90064-4126","10801 NATIONAL 90064-4126","2566 Overland #695","Los Angeles","90064-5602","523900","Other financial investment activities (including investment advice)","5","1992-01-23T00:00:00.000",,"
,  
(34.0311, -118.4199)"
"0000004094-0001-9","SHARON HOLLY ASTROWSKY","SHARON HOLLY","119 DRIFTWOOD STREET #12","MARINA DEL REY","90292-7818","119 DRIFTWOOD 90292-7818",,,,"541920","Photographic services","11","2003-06-01T00:00:00.000",,"(33.9779, -118.4632)"
"0000004108-0001-2","PULSE ADVERTISING, INC",,"330 WILSHIRE BLVD","SANTA MONICA","90401-1312","330 WILSHIRE 90401-1312","330 WILSHIRE BLVD","SANTA MONICA","90401-1312","541800","Advertising & related services","0","2000-01-01T00:00:00.000",,"(34.0187, -118.4987)"
"0000004109-0001-7","TPS PARKING MANAGEMENT LLC","THE PARKING SPOT","5701 W CENTURY BLVD","LOS ANGELES","90045-5629","5701 CENTURY 90045-5629","200 W MONROE STREET SUITE #1500","CHICAGO","60606-5015","812930","Parking lots & garages","11","1999-10-01T00:00:00.000",,"(33.9455, -118.3815)"
"0000004109-0002-5","TPS PARKING MANAGEMENT LLC","THE PARKING SPOT","9101 S SEPULVEDA BLVD","LOS ANGELES","90045-4803","9101 SEPULVEDA 90045-4803","200 W MONROE STREET   #1500","CHICAGO","60606-5114","812930","Parking lots & garages","11","2003-05-18T00:00:00.000",,"(33.9541, -118.3962)"
"0000004110-0001-0","KLEE, TUCHIN, BOGDANOFF & STERN LLP","KTBS","1801 CENTURY PARKS  E FLOOR #26","LOS ANGELES","90067-2302","1801 CENTURY 90067-2302",,,,"541100","Legal services","5","1999-06-07T00:00:00.000",,"
,  
(34.0622, -118.4158)"
"0000004115-0001-2","THE BAGEL FACTORY INC",,"3004 S SEPULVEDA BLVD","LOS ANGELES","90034-4202","3004 SEPULVEDA 90034-4202","8986 CADILLAC AVENUE","LOS ANGELES","90034-2004","311800","Bakeries & tortilla mfg.","5","1974-01-01T00:00:00.000",,"(34.0273, -118.4285)"
