SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831843731,01/01/2021 02:30:08 PM,01/02/2021 10:46:23 AM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,EV,,01/02/2021 10:46:23 AM,Y,N,"HUBBARD ST AT FELLOWS AVE, 91342",,,,,91342,34.3007964265,-118.437777676,"(34.3007964265, -118.437777676)",482,B,5,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831846211,01/01/2021 02:30:24 PM,01/05/2021 01:04:12 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 03:16:37 PM,Y,N,"7136 S KITTYHAWK AVE, 90045",7136,S,KITTYHAWK,AVE,90045,33.9724311195,-118.375503279,"(33.9724311195, -118.375503279)",703,A,1,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831843821,01/01/2021 02:30:36 PM,01/02/2021 01:26:45 PM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,NC,01/02/2021 12:00:00 AM,01/02/2021 12:51:16 PM,Y,N,"912 S HIGHLAND AVE, 90036",912,S,HIGHLAND,AVE,90036,34.058299463,-118.339453889,"(34.058299463, -118.339453889)",633,E,3,Central APC,4,Nithya Raman,119,Greater Wilshire,WILSHIRE
1-1831843841,01/01/2021 02:30:58 PM,01/05/2021 07:21:08 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 01:19:51 PM,Y,N,"6286 E CHURCH ST, 90042",6286,E,CHURCH,ST,90042,34.1243080502,-118.180036981,"(34.1243080502, -118.180036981)",595,E,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831844741,01/01/2021 02:31:26 PM,01/05/2021 01:04:02 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:46:36 PM,Y,N,"7136 S KITTYHAWK AVE, 90045",7136,S,KITTYHAWK,AVE,90045,33.9724311195,-118.375503279,"(33.9724311195, -118.375503279)",703,A,1,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831846311,01/01/2021 02:31:53 PM,01/02/2021 11:33:46 AM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,EV,,01/02/2021 11:33:46 AM,Y,N,"GLENOAKS BLVD AT BLEDSOE ST, 91342",,,,,91342,34.3129801123,-118.456752023,"(34.3129801123, -118.456752023)",481,J,3,North Valley APC,7,Monica Rodriguez,5,Sylmar,MISSION
1-1831846351,01/01/2021 02:31:58 PM,01/02/2021 11:10:39 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 11:06:59 AM,Y,N,"1830 N WILCOX AVE, 90028",1830,N,WILCOX,AVE,90028,34.104833559,-118.330977874,"(34.104833559, -118.330977874)",593,E,4,Central APC,13,Mitch O'Farrell,29,Hollywood Hills West,HOLLYWOOD
1-1831847191,01/01/2021 02:32:02 PM,01/20/2021 12:11:46 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,,Y,WV,01/24/2021 12:00:00 AM,01/20/2021 12:09:42 PM,Y,N,"16557 W BIRCHER ST, 91344",16557,W,BIRCHER,ST,91344,34.2814064856,-118.493185408,"(34.2814064856, -118.493185408)",501,D,1,North Valley APC,12,John Lee,4,Granada Hills North,DEVONSHIRE
1-1831844831,01/01/2021 02:32:32 PM,01/05/2021 11:38:50 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 11:35:06 AM,Y,N,"2129 W LAS COLINAS AVE, 90041",2129,W,LAS COLINAS,AVE,90041,34.1315828627,-118.214998129,"(34.1315828627, -118.214998129)",565,A,7,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831844851,01/01/2021 02:32:36 PM,01/02/2021 01:40:01 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/02/2021 12:00:00 AM,01/02/2021 01:37:21 PM,Y,,"11549 N RINCON AVE, 91340",11549,N,RINCON,AVE,91340,34.2796264046,-118.453216717,"(34.2796264046, -118.453216717)",501,J,1,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831846391,01/01/2021 02:32:37 PM,01/02/2021 02:24:49 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 02:24:01 PM,Y,N,"3767 E CLARINGTON AVE, 90034",3767,E,CLARINGTON,AVE,90034,34.0230163401,-118.401045693,"(34.0230163401, -118.401045693)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831847231,01/01/2021 02:32:41 PM,01/04/2021 07:55:22 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 05:52:45 PM,Y,N,"7136 S KITTYHAWK AVE, 90045",7136,S,KITTYHAWK,AVE,90045,33.9724311195,-118.375503279,"(33.9724311195, -118.375503279)",703,A,1,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831848021,01/01/2021 02:33:16 PM,01/06/2021 06:09:35 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,EV,01/06/2021 12:00:00 AM,01/06/2021 06:06:07 PM,Y,N,"4368 N LEMP AVE, 91604",4368,N,LEMP,AVE,91604,34.1492741557,-118.384366797,"(34.1492741557, -118.384366797)",562,H,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831846421,01/01/2021 02:33:19 PM,01/02/2021 06:42:17 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 08:07:19 AM,Y,,"409 W COLDEN AVE, 90003",409,W,COLDEN,AVE,90003,33.9492685681,-118.28078808,"(33.9492685681, -118.28078808)",704,C,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831848051,01/01/2021 02:33:36 PM,01/04/2021 07:54:58 PM,SR Created,LASAN,Electronic Waste,Closed,Call,,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 05:52:52 PM,Y,N,"7136 S KITTYHAWK AVE, 90045",7136,S,KITTYHAWK,AVE,90045,33.9724311195,-118.375503279,"(33.9724311195, -118.375503279)",703,A,1,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831846481,01/01/2021 02:33:43 PM,01/05/2021 11:49:42 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,HBT,01/03/2021 11:48:00 AM,01/05/2021 11:49:42 AM,Y,N,"1546 N HIGHLAND AVE, 90028",1546,N,HIGHLAND,AVE,90028,34.0993667427,-118.338516762,"(34.0993667427, -118.338516762)",593,E,4,Central APC,13,Mitch O'Farrell,32,Central Hollywood,HOLLYWOOD
1-1831848941,01/01/2021 02:33:51 PM,01/05/2021 10:25:18 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/05/2021 12:00:00 AM,01/05/2021 10:26:09 AM,Y,,"5043 N DENNY AVE, 91601",5043,N,DENNY,AVE,91601,34.1625341514,-118.364942841,"(34.1625341514, -118.364942841)",563,A,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831848091,01/01/2021 02:34:01 PM,01/02/2021 04:05:53 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 12:33:49 PM,Y,N,"3767 E CLARINGTON AVE, 90034",3767,E,CLARINGTON,AVE,90034,34.0230163401,-118.401045693,"(34.0230163401, -118.401045693)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831846571,01/01/2021 02:35:10 PM,04/17/2021 07:39:11 AM,SR Created,LASAN,Homeless Encampment,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,04/17/2021 07:39:01 AM,Y,N,"4740 E CATALPA ST, 90032",4740,E,CATALPA,ST,90032,34.0646444462,-118.181989171,"(34.0646444462, -118.181989171)",635,E,2,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831848161,01/01/2021 02:35:21 PM,01/04/2021 07:37:07 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/04/2021 12:00:00 AM,01/04/2021 10:25:48 AM,Y,,"19186 W DUNURE PL, 91326",19186,W,DUNURE,PL,91326,34.292898822,-118.551212358,"(34.292898822, -118.551212358)",480,G,6,North Valley APC,12,John Lee,114,Porter Ranch,DEVONSHIRE
1-1831846601,01/01/2021 02:35:22 PM,01/02/2021 03:24:02 PM,SR Created,LASAN,Electronic Waste,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 03:22:43 PM,Y,N,"3767 E CLARINGTON AVE, 90034",3767,E,CLARINGTON,AVE,90034,34.0230163401,-118.401045693,"(34.0230163401, -118.401045693)",672,G,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831848201,01/01/2021 02:36:21 PM,01/02/2021 04:23:38 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,SLA,01/02/2021 12:00:00 AM,01/02/2021 01:27:17 PM,Y,Y,"203 W 101ST ST, 90003",203,W,101ST,ST,90003,33.9447519297,-118.276433565,"(33.9447519297, -118.276433565)",704,C,4,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831847381,01/01/2021 02:36:31 PM,01/02/2021 08:28:21 AM,SR Created,LASAN,Dead Animal Removal,Closed,Self Service,,N,WV,,01/02/2021 08:24:57 AM,Y,N,"22803 W DOLOROSA ST, 91367",22803,W,DOLOROSA,ST,91367,34.1702339757,-118.623711214,"(34.1702339757, -118.623711214)",559,H,2,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831847411,01/01/2021 02:36:55 PM,01/08/2021 04:42:09 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/07/2021 12:00:00 AM,01/07/2021 05:58:28 PM,Y,,"4435 N NOGALES DR, 91356",4435,N,NOGALES,DR,91356,34.1526426851,-118.544892975,"(34.1526426851, -118.544892975)",560,H,4,South Valley APC,3,Bob Blumenfield,17,Tarzana,WEST VALLEY
1-1831848241,01/01/2021 02:37:10 PM,01/04/2021 02:07:11 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 01:52:46 PM,Y,N,"1815 S ARDMORE AVE, 90006",1815,S,ARDMORE,AVE,90006,34.0407477509,-118.302989558,"(34.0407477509, -118.302989558)",633,J,5,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,OLYMPIC
1-1831847451,01/01/2021 02:37:28 PM,01/02/2021 03:47:33 PM,SR Created,ITA,Other,Closed,Mobile App,iOS,Y,,,01/02/2021 03:47:33 PM,Y,N,"3840 W CLAYTON AVE, 90027",3840,W,CLAYTON,AVE,90027,34.0989716044,-118.276877775,"(34.0989716044, -118.276877775)",594,C,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831847471,01/01/2021 02:39:30 PM,01/05/2021 05:19:12 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,iOS,N,EV,01/05/2021 12:00:00 AM,01/05/2021 04:05:48 PM,Y,,"6729 N FULTON AVE, 91401",6729,N,FULTON,AVE,91401,34.1930302918,-118.422747612,"(34.1930302918, -118.422747612)",532,D,6,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,VAN NUYS
1-1831848301,01/01/2021 02:40:10 PM,01/06/2021 11:29:38 PM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,EV,01/06/2021 12:00:00 AM,01/06/2021 05:46:26 PM,Y,N,"15222 W DICKENS ST, 91403",15222,W,DICKENS,ST,91403,34.1521778804,-118.464615069,"(34.1521778804, -118.464615069)",561,H,4,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831846751,01/01/2021 02:40:10 PM,01/03/2021 09:33:31 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB,01/03/2021 09:28:30 AM,01/03/2021 09:33:31 AM,Y,N,"7365 N LENNOX AVE, 91405",7365,N,LENNOX,AVE,91405,34.2042007565,-118.445797545,"(34.2042007565, -118.445797545)",532,A,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-1831847531,01/01/2021 02:40:29 PM,01/05/2021 02:24:34 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,KYCC,01/05/2021 12:00:00 AM,01/05/2021 02:24:34 PM,Y,N,"HOBART BLVD AT 3RD ST, 90020",,,,,90020,34.0689740903,-118.305525088,"(34.0689740903, -118.305525088)",633,H,1,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
1-1831846781,01/01/2021 02:40:30 PM,01/07/2021 12:15:12 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 08:52:49 AM,Y,,"670 W ALPINE ST, 90012",670,W,ALPINE,ST,90012,34.0634992129,-118.242268302,"(34.0634992129, -118.242268302)",634,G,2,Central APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831846821,01/01/2021 02:41:05 PM,01/06/2021 02:14:34 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,KYCC,01/06/2021 02:14:13 PM,01/06/2021 02:14:34 PM,Y,N,"4736 W SATURN ST, 90019",4736,W,SATURN,ST,90019,34.0437656068,-118.341367347,"(34.0437656068, -118.341367347)",633,D,5,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831848331,01/01/2021 02:41:06 PM,01/03/2021 09:27:42 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NEGB,01/03/2021 12:00:00 AM,01/03/2021 09:27:42 AM,Y,N,"14360 W VALERIO ST, 91405",14360,W,VALERIO,ST,91405,34.2046977688,-118.446536412,"(34.2046977688, -118.446536412)",532,A,4,South Valley APC,2,Paul Krekorian,20,Van Nuys,VAN NUYS
1-1831848371,01/01/2021 02:41:42 PM,01/07/2021 06:27:45 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WV,01/07/2021 12:00:00 AM,01/07/2021 06:24:08 PM,Y,,"4900 N DEMPSEY AVE, 91436",4900,N,DEMPSEY,AVE,91436,34.15941852,-118.475886762,"(34.15941852, -118.475886762)",561,G,3,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831848401,01/01/2021 02:42:30 PM,01/06/2021 02:13:39 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,KYCC,01/06/2021 12:00:00 AM,01/06/2021 02:13:38 PM,Y,N,"1814 S RIMPAU BLVD, 90019",1814,S,RIMPAU,BLVD,90019,34.0419072753,-118.342717165,"(34.0419072753, -118.342717165)",633,D,5,South Los Angeles APC,10,Mark Ridley-Thomas,73,Mid City,WILSHIRE
1-1831847671,01/01/2021 02:43:57 PM,01/02/2021 03:25:51 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 03:23:08 PM,Y,N,"10639 N SALOMA AVE, 91345",10639,N,SALOMA,AVE,91345,34.2637856209,-118.457916669,"(34.2637856209, -118.457916669)",501,J,3,North Valley APC,7,Monica Rodriguez,101,Mission Hills,MISSION
1-1831848511,01/01/2021 02:44:05 PM,01/02/2021 01:26:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 01:22:04 PM,Y,,"716 N COLE AVE, 90038",716,N,COLE,AVE,90038,34.0839783567,-118.329737834,"(34.0839783567, -118.329737834)",593,F,6,Central APC,13,Mitch O'Farrell,32,Central Hollywood,HOLLYWOOD
1-1831849321,01/01/2021 02:44:13 PM,01/02/2021 01:45:26 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/11/2021 12:00:00 AM,01/02/2021 12:12:29 PM,Y,N,"5426 E ALMONT ST, 90032",5426,E,ALMONT,ST,90032,34.0934647572,-118.162779557,"(34.0934647572, -118.162779557)",595,G,5,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831848581,01/01/2021 02:44:44 PM,01/05/2021 02:36:45 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/05/2021 12:00:00 AM,01/05/2021 02:33:13 PM,Y,,"6555 N AURA AVE, 91335",6555,N,AURA,AVE,91335,34.1899802497,-118.554807627,"(34.1899802497, -118.554807627)",530,G,6,South Valley APC,3,Bob Blumenfield,15,Reseda,WEST VALLEY
1-1831847751,01/01/2021 02:44:50 PM,01/02/2021 05:07:26 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 11:44:50 AM,Y,N,"22127 W AVENUE SAN LUIS, 91364",22127,W,AVENUE SAN LUIS,,91364,34.1661251318,-118.609325989,"(34.1661251318, -118.609325989)",559,J,3,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831847771,01/01/2021 02:44:53 PM,01/02/2021 06:41:28 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,HB,01/02/2021 12:00:00 AM,01/02/2021 02:37:47 PM,Y,N,"563 W 17TH ST, 90731",563,W,17TH,ST,90731,33.7286579169,-118.289373386,"(33.7286579169, -118.289373386)",824,B,6,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831849431,01/01/2021 02:46:21 PM,01/03/2021 10:41:04 AM,SR Created,ITA,Other,Closed,Self Service,,Y,,,01/03/2021 10:41:04 AM,Y,N,"8421 N CEDROS AVE, 91402",8421,N,CEDROS,AVE,91402,34.2239778727,-118.453719329,"(34.2239778727, -118.453719329)",531,J,1,North Valley APC,6,Nury Martinez,100,Panorama City,MISSION
1-1831849481,01/01/2021 02:46:39 PM,01/08/2021 06:32:06 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,HB,01/07/2021 12:00:00 AM,01/07/2021 08:50:56 PM,Y,N,"563 W 17TH ST, 90731",563,W,17TH,ST,90731,33.7286579169,-118.289373386,"(33.7286579169, -118.289373386)",824,B,6,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831850031,01/01/2021 02:46:39 PM,01/02/2021 10:40:41 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:04:21 AM,Y,N,"11319 N DRONFIELD AVE, 91331",11319,N,DRONFIELD,AVE,91331,34.2757789829,-118.402544142,"(34.2757789829, -118.402544142)",502,F,1,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831848691,01/01/2021 02:46:52 PM,11/16/2021 01:49:45 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Android,Y,NC,01/07/2021 12:00:00 AM,11/16/2021 01:48:58 PM,Y,,"323 S WESTMORELAND AVE, 90020",323,S,WESTMORELAND,AVE,90020,34.0683456857,-118.288101697,"(34.0683456857, -118.288101697)",634,A,1,Central APC,13,Mitch O'Farrell,53,Rampart Village,OLYMPIC
1-1831848741,01/01/2021 02:47:17 PM,01/06/2021 02:10:23 AM,SR Created,LASAN,Electronic Waste,Closed,Mobile App,Android,N,EV,01/05/2021 12:00:00 AM,01/05/2021 12:57:56 PM,Y,,"4805 N BELLFLOWER AVE, 91601",4805,N,BELLFLOWER,AVE,91601,34.1578923207,-118.374845404,"(34.1578923207, -118.374845404)",562,J,3,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831850911,01/01/2021 02:47:34 PM,01/04/2021 09:47:13 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NDFY,01/01/2021 09:32:47 PM,01/04/2021 09:47:13 PM,Y,N,"12318 W VENTURA BLVD, 91604",12318,W,VENTURA,BLVD,91604,34.1428324635,-118.401578088,"(34.1428324635, -118.401578088)",562,F,5,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831849551,01/01/2021 02:47:45 PM,01/02/2021 08:36:24 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 08:13:29 AM,Y,N,"11319 N DRONFIELD AVE, 91331",11319,N,DRONFIELD,AVE,91331,34.2757789829,-118.402544142,"(34.2757789829, -118.402544142)",502,F,1,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831850151,01/01/2021 02:48:26 PM,01/07/2021 10:50:17 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,SLA,01/07/2021 12:00:00 AM,01/07/2021 11:31:32 AM,Y,N,"3429 W 78TH ST, 90043",3429,W,78TH,ST,90043,33.9691640535,-118.331992232,"(33.9691640535, -118.331992232)",703,F,1,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,77TH STREET
1-1831850171,01/01/2021 02:48:27 PM,01/02/2021 12:27:22 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,EV,,01/02/2021 12:27:21 PM,Y,N,"6234 N BAKMAN AVE, 91606",6234,N,BAKMAN,AVE,91606,34.1841496928,-118.377861319,"(34.1841496928, -118.377861319)",532,J,7,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831851011,01/01/2021 02:48:56 PM,01/02/2021 01:06:54 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 01:05:04 PM,Y,,"7443 N QUIMBY AVE, 91307",7443,N,QUIMBY,AVE,91307,34.205417177,-118.63137857,"(34.205417177, -118.63137857)",529,G,4,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831848881,01/01/2021 02:49:33 PM,01/05/2021 08:47:46 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,HB,01/05/2021 12:00:00 AM,01/05/2021 02:03:59 PM,Y,,"1429 W EMDEN ST, 90744",1429,W,EMDEN,ST,90744,33.7755941854,-118.280956736,"(33.7755941854, -118.280956736)",794,C,7,Harbor APC,15,Joe Buscaino,93,Wilmington,HARBOR
1-1831849721,01/01/2021 02:50:18 PM,01/08/2021 06:06:12 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 02:30:48 PM,Y,N,"1550 N HARVARD BLVD, 90027",1550,N,HARVARD,BLVD,90027,34.0995452849,-118.304277303,"(34.0995452849, -118.304277303)",593,J,4,Central APC,13,Mitch O'Farrell,34,East Hollywood,HOLLYWOOD
1-1831850321,01/01/2021 02:50:22 PM,01/02/2021 12:37:15 PM,SR Created,LASAN,Dead Animal Removal,Closed,Self Service,,N,EV,,01/02/2021 12:37:15 PM,Y,N,"11510 W BURBANK BLVD, 91601",11510,W,BURBANK,BLVD,91601,34.172046584,-118.38269817,"(34.172046584, -118.38269817)",562,H,1,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831849781,01/01/2021 02:50:59 PM,01/06/2021 08:17:29 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/06/2021 12:00:00 AM,01/06/2021 09:11:50 AM,Y,Y,"11570 W LEMP CT, 91602",11570,W,LEMP,CT,91602,34.1507735012,-118.384696081,"(34.1507735012, -118.384696081)",562,H,4,South Valley APC,2,Paul Krekorian,27,Studio City,NORTH HOLLYWOOD
1-1831851981,01/01/2021 02:51:28 PM,01/02/2021 08:26:31 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 09:43:53 AM,Y,N,"9959 N TELFAIR AVE, 91331",9959,N,TELFAIR,AVE,91331,34.2507866315,-118.412317866,"(34.2507866315, -118.412317866)",502,E,5,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831851181,01/01/2021 02:51:33 PM,01/05/2021 01:46:20 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 08:07:55 AM,Y,N,"2530 S 6TH AVE, 90018",2530,S,6TH,AVE,90018,34.033536905,-118.323523418,"(34.033536905, -118.323523418)",633,F,6,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,SOUTHWEST
1-1831852941,01/01/2021 02:52:36 PM,01/02/2021 04:26:07 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,Y,WLA,01/02/2021 12:00:00 AM,01/02/2021 11:55:05 AM,Y,N,"1782 S ALVIRA ST, 90035",1782,S,ALVIRA,ST,90035,34.0446025795,-118.375547954,"(34.0446025795, -118.375547954)",632,J,5,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831850431,01/01/2021 02:52:40 PM,01/02/2021 08:26:21 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 09:43:46 AM,Y,N,"9959 N TELFAIR AVE, 91331",9959,N,TELFAIR,AVE,91331,34.2507866315,-118.412317866,"(34.2507866315, -118.412317866)",502,E,5,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
1-1831852961,01/01/2021 02:52:40 PM,01/03/2021 06:05:54 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,Y,NEGB_ELA,01/03/2021 12:00:00 AM,01/03/2021 06:05:54 AM,Y,N,"2710 N NORTH BROADWAY, 90031",2710,N,NORTH BROADWAY,,90031,34.0734952314,-118.213958827,"(34.0734952314, -118.213958827)",635,A,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831850451,01/01/2021 02:53:46 PM,01/06/2021 02:05:34 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,HB,01/06/2021 12:00:00 AM,01/06/2021 01:54:08 PM,Y,,"3338 S GAFFEY ST, 90731",3338,S,GAFFEY,ST,90731,33.7135410636,-118.292703674,"(33.7135410636, -118.292703674)",854,B,1,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831850471,01/01/2021 02:53:48 PM,01/02/2021 07:20:13 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/02/2021 12:00:00 AM,01/02/2021 01:01:49 PM,Y,,"6421 W LA PUNTA DR, 90068",6421,W,LA PUNTA,DR,90068,34.1140728778,-118.329230529,"(34.1140728778, -118.329230529)",593,F,2,Central APC,4,Nithya Raman,30,Hollywood United,HOLLYWOOD
1-1831851251,01/01/2021 02:54:07 PM,01/02/2021 05:58:09 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,EV,01/02/2021 12:00:00 AM,01/02/2021 03:10:55 PM,Y,N,"9959 N TELFAIR AVE, 91331",9959,N,TELFAIR,AVE,91331,34.2507866315,-118.412317866,"(34.2507866315, -118.412317866)",502,E,5,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
