"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type","amended"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Services","250","250","General Fund","Tax Supported Fund","Freight, Express & Drayage","Delivery Services","250"
"2021","General Government","Human Resources","Human Resources Admin","Fringe Benefits","1436","1436","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","1436"
"2021","Public Safety","Fire","Fire Marshall Staff","Fringe Benefits","5595.47","5595.472629","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","5595.472629"
"2021","Youth and Family Development","Youth & Family","Rec Facility - Summit of Softball","Materials & Supplies","200","200","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","200"
"2021","Public Safety","Fire","Fire Station # 12","Services","408","408","General Fund","Tax Supported Fund","Air Cards","Telecommunications","408"
"2021","Youth and Family Development","Youth & Family","Youth & Family Development","Salaries","1080","1080","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","1080"
"2021","Public Safety","Fire","Fire Station # 3 Tiftonia","Services","409","409","General Fund","Tax Supported Fund","Air Cards","Telecommunications","409"
"2021","Public Works","Public Works","Office of Sustainability","Fringe Benefits","6602.64","6602.6378","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","6602.6378"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Vehicle Operating Expense","200","200","General Fund","Tax Supported Fund","Vehicle Parts & Supplies","Vehicle Repairs & Maintenance","200"
"2021","Public Safety","Police","Police Patrol George","Fringe Benefits","26956.67","26956.67071","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","26956.67071"
"2021","Public Safety","Police","Police Facilities & Security","Services","500","500","General Fund","Tax Supported Fund","Security Services","Special Services","500"
"2021","General Government","Finance & Admin","Office of City Treasurer","Services","100","100","General Fund","Tax Supported Fund","Shredding and Recycling Services","Other Services","100"
"2021","Transportation","Transportation","Smart Cities Operations","Salaries","10000","10000","General Fund","Tax Supported Fund","Call Back Pay","Other Supplements","10000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Chattanooga","Services","900","900","General Fund","Tax Supported Fund","Waste Disposal","Other Services","900"
"2021","General Government","General Government","Election Expense","Services","250000","250000","General Fund","Tax Supported Fund","Other Contracted Service","Other Services","250000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - South Chattanooga","Materials & Supplies","6000","6000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","6000"
"2021","Public Safety","Fire","Fire Logistics & Technology","Services","1000","1000","General Fund","Tax Supported Fund","HVAC","Repair & Maintenance Services","1000"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Fringe Benefits","102838.91","102838.9127","General Fund","Tax Supported Fund","General Pension","Pension","102838.9127"
"2021","Transportation","Transportation","Traffic Operations","Vehicle Operating Expense","178997","178997","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","178997"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - South Chattanooga","Fringe Benefits","32707.89","32707.89484","General Fund","Tax Supported Fund","General Pension","Pension","32707.89484"
"2021","Public Safety","Fire","Fire Logistics & Technology","Services","6500","6500","General Fund","Tax Supported Fund","Electrical","Trades","6500"
"2021","Public Works","Public Works","Container Management","Salaries","2400","2400","General Fund","Tax Supported Fund","Longevity","Other Supplements","2400"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Brainerd","Fringe Benefits","1826","1826","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","1826"
"2021","General Government","Human Resources","Employee Training","Fringe Benefits","13627.29","13627.2872","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","13627.2872"
"2021","Public Safety","Police","Police Admin Support & Tech Svcs","Fringe Benefits","31883.91","31883.90557","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","31883.90557"
"2021","General Government","Executive Branch","Executive Office Admin","Fringe Benefits","14223","12397","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","12397"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","322500","322500","General Fund","Tax Supported Fund","Contracted Operations","Other Services","322500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Chattanooga","Fringe Benefits","5376","5376","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","5376"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Chattanooga","Services","300","300","General Fund","Tax Supported Fund","Exterminating Service","Trades","300"
"2021","Agencies","Agencies","Approp - United Way of Greater Chattanooga","Other Expenses","500000","500000","General Fund","Tax Supported Fund","Appropriations","Appropriations","500000"
"2021","Public Safety","Fire","Fire Station # 12","Services","2500","2500","General Fund","Tax Supported Fund","Natural Gas","Utilities","2500"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Materials & Supplies","3000","3000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","3000"
"2021","General Government","Judges","City Judges Division 1","Fringe Benefits","76263.2","76263.20366","General Fund","Tax Supported Fund","General Pension","Pension","76263.20366"
"2021","General Government","Judges","City Judges Division 1","Services","100","100","General Fund","Tax Supported Fund","Disputed Purchasing Card Expense","Other Services","100"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Fringe Benefits","264","264","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","264"
"2021","Public Works","Public Works","Facilities Management","Vehicle Operating Expense","100","100","General Fund","Tax Supported Fund","Diesel Fuel","Fuel","100"
"2021","Public Works","Public Works","Brush Pick-up","Materials & Supplies","200","200","General Fund","Tax Supported Fund","Oil & Lubricants","Other Materials & Supplies","200"
"2021","General Government","Information Technology","Information Technology","Fringe Benefits","198465.3","198465.2951","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","198465.2951"
"2021","Public Works","Public Works","Garbage Pick-up","Fringe Benefits","2163","2163","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","2163"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Public Safety Office","Fringe Benefits",,"29807","General Fund","Tax Supported Fund","General Pension","Pension","29807"
"2021","Public Safety","Police","Chief of Police","Salaries","2500","2500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","2500"
"2021","Public Works","Public Works","Municipal Forestry","Services","3000","3000","General Fund","Tax Supported Fund","Wireless Data Communication","Unallocated Costs","3000"
"2021","Public Safety","Police","Police Uniform Services Command","Fringe Benefits","4484","4484","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","4484"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Frances B. Wyatt","Fringe Benefits","12428.15","12428.14661","General Fund","Tax Supported Fund","General Pension","Pension","12428.14661"
"2021","Public Works","Public Works","Building Maintenance","Materials & Supplies","7500","7500","General Fund","Tax Supported Fund","Repair Parts","Repair & Maintenance Supplies","7500"
"2021","General Government","Purchasing","Purchasing","Services","250","250","General Fund","Tax Supported Fund","Postage","Delivery Services","250"
"2021","Public Works","Public Works","Field Surveyors","Fringe Benefits","25122.99","25122.99164","General Fund","Tax Supported Fund","General Pension","Pension","25122.99164"
"2021","General Government","Human Resources","Human Resources Admin","Travel Expense","500","500","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","500"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Vehicle Operating Expense","29601","29601","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","29601"
"2021","Public Safety","Police","Police Patrol Delta","Salaries","1000","1000","General Fund","Tax Supported Fund","Call Back Pay","Other Supplements","1000"
"2021","Public Works","Public Works","City Engineer","Materials & Supplies","280","280","General Fund","Tax Supported Fund","Newspapers","Office Supplies","280"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Services","500","500","General Fund","Tax Supported Fund","Maintenance Services","Repair & Maintenance Services","500"
"2021","Public Safety","Police","Police Community Services","Fringe Benefits","108489.09","108489.087","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","108489.087"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - John A. Patten","Services","26000","26000","General Fund","Tax Supported Fund","Electricity","Utilities","26000"
"2021","Public Works","Public Works","CWS Central Business District","Vehicle Operating Expense","2500","2500","General Fund","Tax Supported Fund","Gasoline","Fuel","2500"
"2021","Economic and Community Development","Economic & Community Development","ECD - Homeless Outreach Program","Salaries","2880","2880","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","2880"
