"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00037253","2022-08-18T14:16:31.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","5274 MARLBORO PIKE",,,,"County Address"
"22-00037248","2022-08-18T13:43:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037247","2022-08-18T13:42:03.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037246","2022-08-18T13:41:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037245","2022-08-18T13:35:08.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037244","2022-08-18T13:27:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037243","2022-08-18T13:26:16.000","OPEN","OVERDUE","Training Group","Training Group","Bob Test SR Type - AWS","700 ASPEN ST",,,,"County Address"
"22-00037241","2022-08-18T13:14:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037240","2022-08-18T13:13:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037239","2022-08-18T13:11:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037238","2022-08-18T13:08:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037235","2022-08-18T12:55:51.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4201 SKYLINE DR","38.8322202","-76.89676054","
,  
(38.8322202, -76.89676054)","County Address"
"22-00037233","2022-08-18T12:48:24.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9400 PEPPERCORN PL","38.91389382","-76.84331176","
,  
(38.91389382, -76.84331176)","County Address"
"22-00037230","2022-08-18T12:35:39.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6212 SUITLAND RD","38.83343636","-76.89960211","
,  
(38.83343636, -76.89960211)","County Address"
"22-00037227","2022-08-18T12:22:42.000","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Road Resurfacing","6706 MCKELDIN DR","38.8230097","-76.89240209","
,  
(38.8230097, -76.89240209)","County Address"
"22-00037224","2022-08-18T12:19:13.000","OPEN","OPEN","Construction Division","Department of Public Works & Transportation","Road Resurfacing","6706 MCKELDIN DR","38.8230097","-76.89240209","
,  
(38.8230097, -76.89240209)","County Address"
"22-00037220","2022-08-18T12:04:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037219","2022-08-18T12:01:15.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","4918 HEATH ST","38.87249657","-76.9228747","
,  
(38.87249657, -76.9228747)","County Address"
"22-00037218","2022-08-18T11:56:29.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7212 DONNELL PL","38.84120324","-76.88216177","
,  
(38.84120324, -76.88216177)","County Address"
"22-00037215","2022-08-18T11:52:32.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6710 BOTETOURT DR","38.79803254","-76.92833358","
,  
(38.79803254, -76.92833358)","County Address"
"22-00037212","2022-08-18T11:47:47.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","1709 ALLENDALE PL","38.91372726","-76.87516556","
,  
(38.91372726, -76.87516556)","Kentland / Palmer Park"
"22-00037211","2022-08-18T11:46:52.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7405 WALKER MILL RD","38.87507168","-76.87799303","
,  
(38.87507168, -76.87799303)","Forestville"
"22-00037210","2022-08-18T11:44:49.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","16120 MALCOLM DR","39.11180766","-76.88703759","
,  
(39.11180766, -76.88703759)","County Address"
"22-00037207","2022-08-18T11:33:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037206","2022-08-18T11:33:19.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","2211 WYNGATE RD","38.86086987","-76.92882687","
,  
(38.86086987, -76.92882687)","Suitland / Coral Hills"
"22-00037205","2022-08-18T11:33:09.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7011 NIMITZ DR","38.8539768","-76.88573787","
,  
(38.8539768, -76.88573787)","County Address"
"22-00037204","2022-08-18T11:27:29.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9400 PEPPERCORN PL","38.91389382","-76.84331176","
,  
(38.91389382, -76.84331176)","County Address"
"22-00037202","2022-08-18T11:19:20.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9301 SOUTHMOOR CT","38.76086785","-76.79312781","
,  
(38.76086785, -76.79312781)","County Address"
"22-00037201","2022-08-18T11:17:11.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","9301 SOUTHMOOR CT","38.76086785","-76.79312781","
,  
(38.76086785, -76.79312781)","County Address"
"22-00037198","2022-08-18T11:14:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037195","2022-08-18T11:02:26.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6845 TREXLER RD","38.9758661","-76.88748367","
,  
(38.9758661, -76.88748367)","County Address"
"22-00037194","2022-08-18T11:01:06.000","OPEN","OVERDUE","Training Group","Training Group","Bob Test SR Type - AWS","500 BEAGLE DR",,,,"County Address"
"22-00037193","2022-08-18T10:58:16.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6805 JANET LN","38.79585435","-76.92958148","
,  
(38.79585435, -76.92958148)","County Address"
"22-00037190","2022-08-18T10:54:38.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037189","2022-08-18T10:43:49.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6805 JANET LN","38.79585435","-76.92958148","
,  
(38.79585435, -76.92958148)","County Address"
"22-00037186","2022-08-18T10:33:26.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6805 JANET LN","38.79585435","-76.92958148","
,  
(38.79585435, -76.92958148)","County Address"
"22-00037185","2022-08-18T10:27:31.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6843 TREXLER RD","38.97574007","-76.88771649","
,  
(38.97574007, -76.88771649)","County Address"
"22-00037181","2022-08-18T10:20:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037175","2022-08-18T10:08:12.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037170","2022-08-18T10:01:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037165","2022-08-18T09:26:03.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","1810 RAY LEONARD RD","38.91477917","-76.86457562","
,  
(38.91477917, -76.86457562)","Kentland / Palmer Park"
"22-00037155","2022-08-18T09:11:18.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","11303 PITSEA DR","39.04037821","-76.89779749","
,  
(39.04037821, -76.89779749)","County Address"
"22-00037151","2022-08-18T08:57:15.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037140","2022-08-18T07:50:38.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","2512 DAREL DR",,,,"County Address"
"22-00037139","2022-08-18T07:45:54.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","4904 FABLE ST","38.87786274","-76.9222898","
,  
(38.87786274, -76.9222898)","County Address"
"22-00037138","2022-08-18T07:43:51.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","9955 GOOD LUCK RD",,,,"County Address"
"22-00037136","2022-08-18T07:24:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037134","2022-08-18T07:20:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037133","2022-08-18T07:18:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037132","2022-08-18T07:15:34.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037124","2022-08-17T21:37:05.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037116","2022-08-17T18:05:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037103","2022-08-17T16:26:14.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037093","2022-08-17T15:42:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037091","2022-08-17T15:38:02.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037081","2022-08-17T15:01:14.000","OPEN","OVERDUE","Training Group","Training Group","Bob Test SR Type - AWS","1201 WHISTLING DUCK DR","38.87340477","-76.76973829","
,  
(38.87340477, -76.76973829)","County Address"
"22-00037074","2022-08-17T14:47:40.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037068","2022-08-17T14:39:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037065","2022-08-17T14:28:50.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","200 TOR BRYAN RD","38.76677211","-77.00469451","
,  
(38.76677211, -77.00469451)","County Address"
"22-00037058","2022-08-17T14:06:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037042","2022-08-17T13:23:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037040","2022-08-17T13:16:17.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037036","2022-08-17T13:09:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037033","2022-08-17T12:48:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037032","2022-08-17T12:39:17.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037030","2022-08-17T12:33:06.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037021","2022-08-17T12:01:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037020","2022-08-17T11:44:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037016","2022-08-17T11:34:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037013","2022-08-17T11:10:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037012","2022-08-17T11:08:00.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037011","2022-08-17T11:07:45.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6841 TREXLER RD","38.97555863","-76.88780571","
,  
(38.97555863, -76.88780571)","County Address"
"22-00037005","2022-08-17T10:35:52.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037004","2022-08-17T10:34:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00037001","2022-08-17T10:17:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036993","2022-08-17T09:52:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036987","2022-08-17T08:59:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036981","2022-08-17T08:33:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036980","2022-08-17T08:27:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036970","2022-08-17T07:06:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036969","2022-08-17T07:04:41.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036951","2022-08-16T21:29:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036949","2022-08-16T20:58:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036945","2022-08-16T19:36:03.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036944","2022-08-16T19:28:04.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00036917","2022-08-16T15:32:44.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","11302 HERMITT ST","38.73579071","-76.89155786","
,  
(38.73579071, -76.89155786)","County Address"
