"fiscal_year","fiscal_period","service","department","program","expense_category","fund","vendor_name","vendor_id","vendor_zip","payment_number","payment_issue_date","invoice_number","invoice_line_number","invoice_date","amount","description","purchase_order_number"
"2013","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","399254","2013-05-10T00:00:00.000",,"0",,"13.93",,"0"
"2015","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","FACEBOOK INC","2540","94304","427256","2015-04-29T00:00:00.000",,"0",,"10",,"0"
"2014","9","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140331","2014-03-19T00:00:00.000",,"0","2014-03-19T00:00:00.000","85822.22",,"0"
"2014","9","LANDFILL","PUBLIC WORKS","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","DMASWA-GENERAL","STAPLES ADVANTAGE","3543","60696-3689","412593","2014-03-31T00:00:00.000",,"0",,"13.79",,"0"
"2015","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","420841","2014-10-31T00:00:00.000",,"0",,"25",,"0"
"2019","2","SWIMMING","RECREATION DIVISION","CULTURE AND REC - OPER","UTILITY EXP-GAS","GENERAL","BLACK HILLS/IOWA GAS UTILITY CO","1154","57709-6001","468922","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","1941.14",,"19000505"
"2013","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","OFFICE SUPPLIES","GENERAL","OFFICEMAX CONTRACT INC","5580","60675-2698","391071","2012-10-10T00:00:00.000",,"0",,"90.43",,"0"
"2014","9","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","LEAD PAINT GRANT","AMERICAN AIRLINES GROUP INC","5289","76155","412593","2014-03-31T00:00:00.000",,"0",,"366.5",,"0"
"2015","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","BAYMONT INN","11692","37214-5118","419799","2014-09-30T00:00:00.000",,"0",,"35.25",,"0"
"2013","5","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","DUES & MEMBERSHIPS","GENERAL","SECRETARY OF STATE","3401","50319","392203","2012-11-09T00:00:00.000",,"0",,"30",,"0"
"2013","2","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130854","2012-08-28T00:00:00.000",,"0","2012-08-28T00:00:00.000","235.87",,"0"
"2014","7","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140132","2014-01-21T00:00:00.000",,"0","2014-01-21T00:00:00.000","222594.52",,"0"
"2013","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","DOLLAR TREE #773","9428","52002","397857","2013-04-05T00:00:00.000",,"0",,"5",,"0"
"2013","12","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","DUES & MEMBERSHIPS","GENERAL","NATIONAL MAIN STREET CENTER","2926","20036-2189","400813","2013-06-13T00:00:00.000",,"0",,"192",,"0"
"2013","12","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","FASTENAL COMPANY","1835","55987","400813","2013-06-13T00:00:00.000",,"0",,"6.97",,"0"
"2014","10","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","LEAD PAINT GRANT","CROWNE PLAZA HOTEL KC","11296","50437-1997","413932","2014-04-30T00:00:00.000",,"0",,"457.46",,"0"
"2019","2","STORMWATER I & I PREVENT","ENGINEERING","BUSINESS TYPE - OPERATING","UTILITY EXP-ELECTRICITY","STORM WATER OPERATION","ALLIANT ENERGY","1085","52406-3060","468920","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","29.92",,"19000852"
"2015","6","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","422145","2014-12-04T00:00:00.000",,"0",,"22.45",,"0"
"2014","3","WATER METER EXCHANGE","WATER","BUSINESS TYPE - CAPITAL","EQUIP ACQUISITION","WATER CONSTRUCTION","KEY WEST TRUE VALUE","2474","52003-7017","404566","2013-09-06T00:00:00.000",,"0",,"24.8",,"0"
"2013","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HYVEE #1162","5220","50266-8290","399254","2013-05-10T00:00:00.000",,"0",,"9.63",,"0"
"2014","5","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","GAS STATIONS/TOWING","1031",,"407288","2013-11-07T00:00:00.000",,"0",,"26.49",,"0"
"2015","2","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","THE COMMONS HOTEL","11661","55414-2931","418560","2014-08-29T00:00:00.000",,"0",,"331.64",,"0"
"2013","4","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","GAS STATIONS/TOWING","1031",,"391071","2012-10-10T00:00:00.000",,"0",,"19.53",,"0"
"2015","4","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","DUBUQUE AREA CHAMBER OF COMMERCE","1666","52001-6970","420841","2014-10-31T00:00:00.000",,"0",,"59.99",,"0"
"2019","2","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","RELOCATIONS","LEAD PAINT GRANT","JANEL L MILLER","2807","52004-0431","V468959","2018-08-15T00:00:00.000",,"1","2018-08-06T00:00:00.000","200",,"19000006"
"2019","5","NO SERVICE","NON-DEPARTMENT",,"MISC EMPLOYEE ITEMS","INTERNAL SERVICE FUND","CITY TREASURER","4309",,"471795","2018-11-09T00:00:00.000",,"0",,"15",,"0"
"2013","11","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130513","2013-05-07T00:00:00.000",,"0","2013-05-07T00:00:00.000","230.87",,"0"
"2013","4","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","HOLIDAY INN DOWNTOWN","2192","50314-2606","391071","2012-10-10T00:00:00.000",,"0",,"117.55",,"0"
"2013","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","PIPE-SPECIAL FITTINGS","WATER UTILITY OPERATION","CENTRAL TRUE VALUE","9041","52001-3566","395659","2013-02-08T00:00:00.000",,"0",,"60.57",,"0"
"2015","2","MAINT OF VACANT/ABANDONED","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","PROPERTY MAINTENANCE","GENERAL","CENTRAL TRUE VALUE","9041","52001-3566","418560","2014-08-29T00:00:00.000",,"0",,"6.28",,"0"
"2015","3","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","419799","2014-09-30T00:00:00.000",,"0",,"56.91",,"0"
"2014","3","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PLUMBING MATERIALS","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","404566","2013-09-06T00:00:00.000",,"0",,"24.21",,"0"
"2019","10","FBO OPERATION","AIRPORT","PUBLIC WORKS-OPERATING","UTILITY EXP-ELECTRICITY","GENERAL","ALLIANT ENERGY","1085","52406-3060","476192","2019-04-24T00:00:00.000",,"1","2019-04-10T00:00:00.000","545.23",,"19001148"
"2015","6","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","LITTLE CAESARS PIZZA","10653","52002-5304","422145","2014-12-04T00:00:00.000",,"0",,"41",,"0"
"2014","12","MAINT OF VACANT/ABANDONED","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","PROPERTY MAINTENANCE","GENERAL","CENTRAL TRUE VALUE","9041","52001-3566","416421","2014-06-30T00:00:00.000",,"0",,"1.99",,"0"
"2015","3","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","COMMUNITY DEVELOPMENT","123 SIGNUP ASSOC MGMT SOLUTIONS INC","1694","95131-1014","419799","2014-09-30T00:00:00.000",,"0",,"20",,"0"
"2013","11","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130531","2013-05-14T00:00:00.000",,"0","2013-05-14T00:00:00.000","159620.31",,"0"
"2015","7","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","423113","2015-01-06T00:00:00.000",,"0",,"10.96",,"0"
"2015","4","SECTION 8 VOUCHER","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","SECTION 8 HOUSING","STAPLES ADVANTAGE","3543","60696-3689","420841","2014-10-31T00:00:00.000",,"0",,"186.06",,"0"
"2013","12","WATER METER EXCHANGE","WATER","BUSINESS TYPE - CAPITAL","EQUIP ACQUISITION","WATER CONSTRUCTION","STEVES ACE HARDWARE","3575","52002-1053","400813","2013-06-13T00:00:00.000",,"0",,"28.97",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","MARIOS ITALIAN RESTAURANT","2693","52001-4729","400813","2013-06-13T00:00:00.000",,"0",,"80.75",,"0"
"2015","9","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","LEGAL NOTICES & ADS","COMMUNITY DEVELOPMENT","THE DUBUQUE ADVERTISER","1662","52002","424988","2015-03-02T00:00:00.000",,"0",,"66.49",,"0"
"2015","3","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","419799","2014-09-30T00:00:00.000",,"0",,"23.89",,"0"
"2015","1","SECTION 8 VOUCHER","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","SECTION 8 HOUSING","STAPLES ADVANTAGE","3543","60696-3689","417389","2014-07-31T00:00:00.000",,"0",,"112.51",,"0"
"2015","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","DUBUQUE AREA CHAMBER OF COMMERCE","1666","52001-6970","425935","2015-03-30T00:00:00.000",,"0",,"25",,"0"
"2014","5","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141105","2013-11-05T00:00:00.000",,"0","2013-11-05T00:00:00.000","230.87",,"0"
"2014","7","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","409644","2014-01-08T00:00:00.000",,"0",,"78.88",,"0"
"2014","1","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140712","2013-07-09T00:00:00.000",,"0","2013-07-09T00:00:00.000","230.87",,"0"
"2014","12","MANAGEMENT","CITY MANAGER'S OFFICE","GEN GOVERNMENT - OPER","TRAVEL-CONFERENCES","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"416421","2014-06-30T00:00:00.000",,"0",,"449",,"0"
"2016","4","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","434100","2015-10-30T00:00:00.000",,"0",,"54.63",,"0"
"2013","9","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","WATER UTILITY OPERATION","STAPLES ADVANTAGE","3543","60696-3689","396770","2013-03-11T00:00:00.000",,"0",,"86.45",,"0"
"2014","11","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","415052","2014-05-30T00:00:00.000",,"0",,"50.21",,"0"
"2014","2","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","403357","2013-08-08T00:00:00.000",,"0",,"17.99",,"0"
"2013","12","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130649","2013-06-18T00:00:00.000",,"0","2013-06-18T00:00:00.000","119878.17",,"0"
"2014","5","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","407288","2013-11-07T00:00:00.000",,"0",,"35.9",,"0"
"2019","2","ACCTNG/PAYROLL/TREAS","FINANCE DEPARTMENT","GEN GOVERNMENT - OPER","ELEC FRANCHISE FEE REFUND","GENERAL","UNIVERSITY OF DUBUQUE","3784","52001-5050","468969","2018-08-15T00:00:00.000",,"0","2018-07-27T00:00:00.000","1046.76",,"0"
"2013","11","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","399254","2013-05-10T00:00:00.000",,"0",,"-1.69",,"0"
"2015","3","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","DUBUQUE AREA CHAMBER OF COMMERCE","1666","52001-6970","419799","2014-09-30T00:00:00.000",,"0",,"316",,"0"
"2016","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"22.11",,"0"
"2014","8","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PLUMBING MATERIALS","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","410968","2014-02-14T00:00:00.000",,"0",,"21.98",,"0"
"2013","5","ADMINISTRATION","PLANNING SERVICES","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","MICHAEL D BARNETTE","4873","37122","392203","2012-11-09T00:00:00.000",,"0",,"37.99",,"0"
"2014","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","413932","2014-04-30T00:00:00.000",,"0",,"101.98",,"0"
"2014","12","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PROPERTY MAINTENANCE","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","416421","2014-06-30T00:00:00.000",,"0",,"121.89",,"0"
"2013","6","INSP. - FOOD ESTBLMNTS","HEALTH SERVICES","HEALTH & SOC SERV - OPER","FIELD OPERATIONS SUPPLIES","GENERAL","HARTIG DRUG COMPANY","2096","52001","393340","2012-12-07T00:00:00.000",,"0",,"14.75",,"0"
"2015","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","DUES & MEMBERSHIPS","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"425935","2015-03-30T00:00:00.000",,"0",,"140",,"0"
"2014","3","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","EDUCATION & TRAINING","WATER UTILITY OPERATION","IOWA LEAGUE OF CITIES","2352","50309-4506","404566","2013-09-06T00:00:00.000",,"0",,"150",,"0"
"2014","2","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","403357","2013-08-08T00:00:00.000",,"0",,"10.88",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"412593","2014-03-31T00:00:00.000",,"0",,"100",,"0"
"2016","3","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","RESTAURANTS","2631",,"433069","2015-09-30T00:00:00.000",,"0",,"70.05",,"0"
"2014","4","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","MILLER ELECTRIC SUPPLY INC","2801","52404-3913","406102","2013-10-14T00:00:00.000",,"0",,"12.6",,"0"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","MILLER ELECTRIC SUPPLY INC","2801","52404-3913","407288","2013-11-07T00:00:00.000",,"0",,"10.03",,"0"
"2019","2","AMERICORP 13/14","AMERICORPS","CULTURE AND REC - OPER","MILEAGE/LOCAL TRANSP","GENERAL","MARY BRIDGET CORKEN-DEUTSCH","4411","52001","V468973","2018-08-15T00:00:00.000",,"1","2018-08-03T00:00:00.000","96.91",,"19001753"
"2014","2","FEDERAL BUILDING MAINT.","HOUSING & COMMUNITY DEV","GEN GOVERNMENT - OPER","PROPERTY MAINTENANCE","GENERAL","HYVEE #1162","5220","50266-8290","403357","2013-08-08T00:00:00.000",,"0",,"6.72",,"0"
"2013","11","GETTING AHEAD GETTING BY","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","SHARON NEEALY","10107","52001-3678","V399157","2013-05-08T00:00:00.000",,"0","2013-04-30T00:00:00.000","20",,"0"
"2015","9","HUMAN RIGHTS GRANT FUNDS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","CALIFORNIA NEWSREEL","12168","94103-5424","425935","2015-03-30T00:00:00.000",,"0",,"301",,"0"
"2016","3","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","APPLE INC","7184","75284-6095","433069","2015-09-30T00:00:00.000",,"0",,"-6.86",,"0"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","WATER UTILITY OPERATION","STAPLES ADVANTAGE","3543","60696-3689","407288","2013-11-07T00:00:00.000",,"0",,"62.99",,"0"
"2015","4","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","SPECIAL EVENTS","GENERAL","HYVEE #1162","5220","50266-8290","420841","2014-10-31T00:00:00.000",,"0",,"203.9",,"0"
"2020","5","PORT OF DBQ RAMP","PARKING DIVISION","BUSINESS TYPE - OPERATING","PROPERTY MAINTENANCE","PARKING OPERATION","THE LOCKSMITH EXPRESS","2632","52001-7024","V482151","2019-11-06T00:00:00.000",,"1","2019-10-18T00:00:00.000","416.07",,"20004223"
"2019","2","POD CSTORE OPERATION","RECREATION DIVISION","CULTURE AND REC - OPER","UTILITY EXP-GAS","GENERAL","BLACK HILLS/IOWA GAS UTILITY CO","1154","57709-6001","468922","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","38.85",,"19000505"
"2020","9","POLICE PATROL","POLICE DEPARTMENT","PUBLIC SAFETY-OPERATING","MOTOR VEHICLE MAINT.","GENERAL","TERMINAL SUPPLY","3658","48099-1253","V485828","2020-03-18T00:00:00.000",,"1","2020-02-24T00:00:00.000","84.62",,"20008249"
"2016","2","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","431866","2015-08-31T00:00:00.000",,"0",,"97.22",,"0"
"2013","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SHOP EQUIPMENT","WATER UTILITY OPERATION","DUBUQUE HOSE & HYDRAULICS","1708","52001-4968","395659","2013-02-08T00:00:00.000",,"0",,"5.4",,"0"
"2019","2","INTERMODAL FACILITY","TRANSIT DIVISION","BUSINESS TYPE - OPERATING","UTILITY EXP-GAS","TRANSIT","BLACK HILLS/IOWA GAS UTILITY CO","1154","57709-6001","468922","2018-08-15T00:00:00.000",,"1","2018-08-01T00:00:00.000","91.75",,"19000132"
"2014","4","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141037","2013-10-15T00:00:00.000",,"0","2013-10-15T00:00:00.000","250",,"0"
"2015","2","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","COMMUNITY DEVELOPMENT","PAYPAL P-CARD PAYMENTS","1909",,"418560","2014-08-29T00:00:00.000",,"0",,"200",,"0"
"2022","8","PARK AREAS & MAINTENANCE","PARK DIVISION","CULTURE AND REC - OPER","PROPERTY MAINTENANCE","GENERAL","DUBUQUE WINDOW AND DOOR","4900","52001-2219","V501480","2022-02-09T00:00:00.000",,"1","2022-01-07T00:00:00.000","3478.64",,"22006431"
"2013","3","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MACH/EQUIP MAINTENANCE","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","389839","2012-09-14T00:00:00.000",,"0",,"7.49",,"0"
"2013","9","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SAFETY RELATED SUPPLIES","WATER UTILITY OPERATION","NORTHERN SAFETY CO INC","4837","13504-4250","396770","2013-03-11T00:00:00.000",,"0",,"177.55",,"0"
"2015","4","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","SHERWIN WILLIAMS COMPANY","3426","52001-4816","420841","2014-10-31T00:00:00.000",,"0",,"95.34",,"0"
"2015","7","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","423113","2015-01-06T00:00:00.000",,"0",,"62.02",,"0"
"2013","4","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET131026","2012-10-16T00:00:00.000",,"0","2012-10-16T00:00:00.000","61916.52",,"0"
"2015","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","COMMUNITY FOUNDATION OF GREATER DBQ","1485","52001-6835","427256","2015-04-29T00:00:00.000",,"0",,"70",,"0"
"2014","4","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141050","2013-10-29T00:00:00.000",,"0","2013-10-29T00:00:00.000","124757.09",,"0"
"2014","8","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SAFETY EQUIPMENT","WATER UTILITY OPERATION","NORTHERN SAFETY CO INC","4837","13504-4250","410968","2014-02-14T00:00:00.000",,"0",,"171.84",,"0"
"2013","10","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130445","2013-04-30T00:00:00.000",,"0","2013-04-30T00:00:00.000","461.74",,"0"
"2014","4","HEALTHY HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","LOANS","GENERAL","DUBUQUE GLASS COMPANY","1705","52002-7735","406102","2013-10-14T00:00:00.000",,"0",,"32.2",,"0"
"2015","4","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","420841","2014-10-31T00:00:00.000",,"0",,"9.49",,"0"
"2013","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"396770","2013-03-11T00:00:00.000",,"0",,"100",,"0"
"2015","10","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","CONSTRUCTION SUPPLIES","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","427256","2015-04-29T00:00:00.000",,"0",,"14.28",,"0"
"2013","2","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","UNIVERSITY OF WISCONSIN PLATTEVILLE","1961","53818-3099","388392","2012-08-09T00:00:00.000",,"0",,"453",,"0"
"2021","3","TERMINAL, BLDG MAINT.","AIRPORT","PUBLIC WORKS-OPERATING","UTILITY EXP-ELECTRICITY","GENERAL","ALLIANT ENERGY","1085","52406-3060","490615","2020-09-30T00:00:00.000",,"1","2020-09-14T00:00:00.000","339.57",,"21001143"
"2013","5","VOLUNTEER GENERATION","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","OFFICE SUPPLIES","GENERAL","SHOPKO","6391","52001-5313","392203","2012-11-09T00:00:00.000",,"0",,"7.99",,"0"
