"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"913",,"City of Bloomington Street Division has scheduled a milling and resurface project, weather permitting.  If you experience any problems with this project, please contact Street at 349-3448.","true","Street","Lane Restriction","0i7hv2tnmqmuoq8ippcf14dip4",,"2015-07-13T07:30:00.000","2015-07-13T15:30:00.000","FREQ=DAILY;UNTIL=20150714T164111Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5311072829467 39.1359218778154,-86.5312360289795 39.1213738150313)","South Walnut Street from East Winslow Road to West Gordon Pike","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"914",,"City of Bloomington Utilities has scheduled a storm water project, weather permitting. If you experience any problems with this project, please contact Utilities at 349-3940.","true","Utilities","Local Only","u6das7l2ue6qd37h6i739vrke0",,"2015-07-14T07:30:00.000","2015-07-14T15:30:00.000","FREQ=DAILY;UNTIL=20150715T164836Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5135946565526 39.1991590141895,-86.5135074847596 39.1989605087574)","3400 Block North Headley Road","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"915",,"The City of Bloomington Street division has scheduled a road repaving project.  If you have any questions please contact Street at 812-349-3448","true","Street","Lane Restriction","i9t5md40d62fpj8rg903jkajfs",,"2015-07-15T00:00:00.000","2015-07-17T00:00:00.000",,"LINESTRING(-86.5311197168884 39.1359388731388,-86.5287701017913 39.1359638386208,-86.526903284317 39.1359888040939)","East Winslow Rd from South Walnut Street to South Henderson Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"916",,"Milestone Contractors have scheduled a road construction project, weather permitting.  If you experience any problems with this project, please contact the Planning & Transportation Department at 349-3423.","true","Planning & Transportation","Lane Restriction","k3o7p338oh64qhovh2m9gpgv4o",,"2015-07-14T07:00:00.000","2015-07-14T17:00:00.000","FREQ=DAILY;UNTIL=00150917T150449Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5161116079317 39.1688556579671,-86.5164334730135 39.1654452210833)","North & South Jordan Avenue from East Jones Avenue to East 7th Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"917",,"I69 Development Partners has scheduled a road construction project.  If you experience any problems with this project, please contact Tony Carpenter, Public Information Coordinator at 812-339-6447.","true","External Project","Lane Restriction","i4fhc7hii88jck6gcnetnqtvqs",,"2015-06-15T00:00:00.000","2015-08-01T00:00:00.000",,"LINESTRING(-86.5564757228906 39.1791229923968,-86.5540778280313 39.1791271507579)","West 17th Street from North Crescent to North Lismore","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"918",,"E & B Paving has scheduled a road construction project.  If you experience any problems with this project, please contact City Planning and Transportation at 349-3423.","true","Planning & Transportation","Road Closed","1973q5b1h0f547dsoim35et4os",,"2015-05-11T00:00:00.000","2015-08-08T00:00:00.000",,"LINESTRING(-86.508413574282 39.179198165277,-86.5109026642478 39.1788155954051,-86.5124261589683 39.1787823283613,-86.5189922066368 39.1789985638645)","East 17th Street from North Fee Lane to North Lingelbach Lane","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"919",,"Milestone Contractors has scheduled a road construction project.  If you experience any problems with this project, please contact City Planning and Transportation at 349-3423.","true","Planning & Transportation","Road Closed","3cvrrtvng8lnoq8cc5qs4lj15c",,"2015-05-22T00:00:00.000","2015-07-24T00:00:00.000",,"LINESTRING(-86.525830400711 39.1752152653887,-86.5224186308441 39.1751570450706)","East 13th Street from North Fess Avenue to North Forrest Avenue","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"920","North Kinser Pike","I69 Development Partners has scheduled a road construction project.  If you experience any problems with this project, please contact John Fox, Landowner Relations Representative at 812-361-8275.","true","Public Works","Road Closed","ijrev66l4phiguifu9jui96phg",,"2015-06-22T00:00:00.000","2016-01-01T00:00:00.000",,"LINESTRING(-86.5473953611907 39.2155023250985,-86.5470949537811 39.2176053351985,-86.5470949537811 39.2178463876682,-86.5473953611907 39.2189851415931,-86.5474919207153 39.2197249061433,-86.5477064974365 39.2201903719771,-86.5488008387145 39.2208968767203,-86.5496376879272 39.2212792174985)",,"2015-09-03T09:03:55.000","2015-10-23T17:08:02.000"
"921",,"Will be closed to all traffic from 7:00am to 7:00pm, weather permitting.  Signage will be in place.","true","Utilities","Road Closed","6bj9tnki4nvn3f8dcvco0793g4",,"2015-06-29T07:00:00.000","2015-06-29T19:00:00.000","FREQ=DAILY;UNTIL=20150801T142708Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5471666254077 39.175845501664,-86.5471451677356 39.1750054685044)","North Monroe Street from West 14th Street to North Orris Drive","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"922","West 8th Street","Hagerman Construction has scheduled a road constructions project.  If you experience any problems with this project, please contact City Planning and Transportation at 812-349-3423.","true","Planning & Transportation","Road Closed","sfqnm4vvnr4f31hfdjpmofovuc",,"2015-07-16T00:00:00.000","2016-07-16T00:00:00.000",,"LINESTRING(-86.5360764391479 39.1695044540659,-86.5348104364929 39.1695044540659)",,"2015-09-03T09:03:55.000","2016-01-08T10:11:03.000"
"942",,"Local access only on Rockport Road from That Road to 500' west of SR 37","true","I-69 Construction","Local Only","dv36gn9vku8n2a9g7796lqanb4",,"2015-07-24T00:00:00.000","2015-08-15T00:00:00.000",,"LINESTRING(-86.5701181399406 39.1149605811885,-86.5685302722037 39.1159927877711,-86.5676290499747 39.1168834700076)","Rockport Road","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"943",,"Rockport Road Closed from 500' west of SR 37 to Fullerton Pike","true","I-69 Construction","Road Closed","8epd9mpnu2n1p71851kjqje4jc",,"2015-07-24T00:00:00.000","2015-08-15T00:00:00.000",,"LINESTRING(-86.5677068359908 39.1168215462699,-86.5626160032806 39.1221483448325)","Rockport Road","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"923",,"PRIDE is requesting the use sections of West 4th Street between South Walnut Street and South College Avenue and South College Avenue and east of Gentry Street on Saturday, August 29, 2015 from 6:00 a.m. to 12:00 a.m. for PRIDE Summerfest. Event hours are","true","Public Works","Road Closed","i4uk59c81ivaq632v9o77m7uns",,"2015-08-29T06:00:00.000","2015-08-30T00:00:00.000",,"GEOMETRYCOLLECTION(LINESTRING(-86.535572183853 39.1655932872852,-86.5349606401977 39.1656016056076),LINESTRING(-86.5347460634765 39.1655849689618,-86.5337053663787 39.1656016056076))","West 4th Street between South Walnut Street and South College Avenue and South College Avenue and east of Gentry Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"924",,"IU Dance Marathon is requesting permission to hold their downtown event, Kirkwood Rockin’ for Riley, on Labor Day, Monday, September 7, 2015 on Kirkwood Avenue between Dunn Street and Indiana Avenue.  The street closure would be between the hours of 9:00","true","Public Works","Road Closed","3ga07ob5pmbt7o57iajch3eglg",,"2015-09-07T09:00:00.000","2015-09-07T19:00:00.000",,"LINESTRING(-86.5282229311522 39.1665498879136,-86.5269032843168 39.1665415697034)","E Kirkwood Avenue between N Dunn Street and N Indiana Avenue","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"925",,"City of Bloomington Street Division has scheduled a curb project, weather permitting.  If you experience any problems with this project, please contact Street at 349-3448.","true","Street","Lane Restriction","cnq9edqfb4iv7jqe6f3ma85olc",,"2015-07-13T07:00:00.000","2015-07-13T15:00:00.000","FREQ=DAILY;UNTIL=20150724T154415Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5177772254172 39.1642414242623,-86.5269074649039 39.164307972093)","East 3rd Street from South Highland Avenue to South Indiana Avenue","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"926",,"Banneker Community Center is requesting permission to hold their block party, on Friday, July 24, 2015 on North Elm Street from West 7th Street to West 8th Street.  The street closure would be between the hours of 3:00 p.m. to 8:00 p.m., with the actual e","true","Public Works","Road Closed","un0k0n0mbsahl2glcu2qf2sn60",,"2015-07-24T15:00:00.000","2015-07-24T20:00:00.000",,"LINESTRING(-86.545260322815 39.1695443796826,-86.5452817804871 39.1686294096133)","North Elm Street  from West 7th Street to West  8th Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"927",,"Bluebird has No Parking signs:

7/18/15   2:00 pm - 9:00 pm

200 N Walnut, 204A&B, 206A","true",,"Reserved Meter","f3gu5t7f6h4qi5pfoqqbha418o",,"2015-07-18T14:00:00.000","2015-07-18T21:00:00.000",,,"200 N Walnut, 204A&B, 206A RESERVED METERS Bluebird","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"928",,"HFI has NO Parking signs:

7/21/2015 8:00 am - 11:00 am
100 N Walnut
102A&B, 104A","true",,"Reserved Meter","cs19dgjqm8umvipd9pve53g1s0",,"2015-07-21T08:00:00.000","2015-07-21T11:00:00.000",,,"100 N Walnut 102A&B, 104A","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"929",,"SignArt, Inc.
7/21- 7/22/15

12:00 pm - 5:30 pm

100 N Wash, 101.5A, 101A&B
100 E 5th, 101A&B","true",,"Reserved Meter","ftoe5i361go0c8on237anr608c",,"2015-07-21T12:00:00.000","2015-07-22T17:30:00.000",,,"RESERVED METERS 100 N Wash, 101.5A, 101A&B 100 E 5th, 101A&B Signart","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"930",,"Bluebird has No Parking signs:

7/18/15   2:00 pm - 9:00 pm

200 N Walnut, 204A&B, 206A","true",,"Reserved Meter","tm9glbo2d8ce6fm8s4k0j1q6kk",,"2015-07-17T15:30:00.000","2015-07-17T16:30:00.000",,,"RESERVED METERS","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"931","Farmers' Market","The Parks and Recreation Department has scheduled the Farmers' Market from 4:00 a.m. to 2:00 p.m. each Saturday.  If you experience any problems with this event, please contact Public Works at 349-3410.","false","Public Works","Road Closed","h01i193l8h7dn09ek4dofdf140",,"2015-04-04T04:00:00.000","2015-04-04T14:00:00.000","FREQ=WEEKLY;UNTIL=20151128T194137Z;INTERVAL=1;BYDAY=SA;WKST=MO","LINESTRING(-86.5375777677968 39.1695432775255,-86.5373873309568 39.1695183239539,-86.5371110634282 39.1694330658506,-86.5366577701047 39.1694247479813,-86.5364753798917 39.169389397026,-86.5364324645474 39.1693582049917,-86.5364056424573 39.1692334367166,-86.5364110068753 39.1691627345957,-86.5361159638837 39.1691606551205)",,"2015-09-03T09:03:55.000","2015-11-10T14:41:37.000"
"932",,"The Parks and Recreation Department has scheduled the Tuesday Market from 2:00 p.m. to 7:30 p.m.  If you experience any problems with this event, please contact Public Works at 349-3410.","true","Public Works","Road Closed","3j54puhpc117hgrf02m0ers99c",,"2015-06-02T14:00:00.000","2015-06-02T19:30:00.000","FREQ=WEEKLY;UNTIL=20150929T200800Z;INTERVAL=1;BYDAY=TU;WKST=MO","LINESTRING(-86.5373960859832 39.1685628658712,-86.5373799927292 39.167568861229)","Tuesday Market","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"934",,"Slow Foods Bloomington will be hosting a food and drink festival on Sunday, August 9, 2015 from 4:00 p.m. until 10:00 p.m. This Special Event is meant to celebrate local farmers and restaurants serving local food, and will take place on E. Kirkwood Avenue","true","Public Works","Road Closed","1p5dfaago59rbrcn18m2hpufu8",,"2015-08-09T16:00:00.000","2015-08-09T22:00:00.000",,"LINESTRING(-86.5282596139697 39.1665318680357,-86.5268863229541 39.1665485044575)","E. Kirkwood Avenue from Indiana Avenue to Dunn Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"935",,"Law Lane will be closed in both directions from the Gresham Dining Parking Lot to Fee Lane. Law Lane will be open from Jordan Avenue to Forest Drive and the Gresham Dining Parking Lot.  The northbound lane of Fee Lane between 11th Street and Law Lane will","true","Indiana University","Road Closed","p9juhth1khkbbg88uglhdu5ul0",,"2015-07-23T08:00:00.000","2015-07-23T13:00:00.000",,"GEOMETRYCOLLECTION(LINESTRING(-86.5189239139914 39.1733171498948,-86.5189024563193 39.173982539497),LINESTRING(-86.5188702698111 39.1739742221659,-86.5182372684836 39.1738660967712))","Fee and Law Lane Closures","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"936",,"City of Bloomington Utilities has scheduled a storm water project, weather permitting. If you experience any problems with this project, please contact Utilities at 812-349-3940.","true","Utilities","Local Only","dj4vu6uk225dne8h93ts024mq0",,"2015-07-28T07:30:00.000","2015-07-28T15:30:00.000","FREQ=DAILY;UNTIL=20150731T131015Z;INTERVAL=1;WKST=MO","LINESTRING(-86.516367567306 39.1630827727346,-86.5152517683558 39.1630827727346)","East Atwater Avenue from South Jordan Avenue to South Swain Avenue","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"937",,"City of Bloomington Utilities has scheduled a storm water project, weather permitting. If you experience any problems with this project, please contact Utilities at 812-349-3940.","true","Utilities","Local Only","gou5dtfpvrkdaimj4c4haenbhk",,"2015-07-28T07:30:00.000","2015-07-28T15:30:00.000","FREQ=DAILY;UNTIL=20150731T132714Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5152504532639 39.1621862474182,-86.515271910936 39.1642991720409)","South Swain Avenue from East Hunter Avenue to East 3rd Street","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"938",,"Food Truck Fridays at the Chocolate Moose
4/10/2015 - 11/27/15
The Chocolate Moose is hosting food trucks in the parking lot, acoustic music and instruments.  Local talent and kids from the Project School from 12 Noon to 9:00 PM","true","Public Works","Noise Permit","i6htj115sa60tqg866ovpq2ct4",,"2015-04-10T12:00:00.000","2015-04-10T21:00:00.000","FREQ=WEEKLY;UNTIL=20151127T150139Z;INTERVAL=1;BYDAY=FR;WKST=MO","GEOMETRYCOLLECTION(POINT(-86.5322757489738 39.1627608413104),POINT(-86.5322757489738 39.1627608413104),POINT(-86.5322757489738 39.1627608413104),POINT(-86.5322757489738 39.1627608413104),POINT(-86.5322730667648 39.1627608413104),POINT(-86.5322730667648 39.1627608413104))","Food Truck Fridays","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"939",,"Marta Jasicki Musical Performances
April 25, 2015, May 2, 2015 and May 9, 2015
Artist will perform live musical performances in the parking lot of Boomerang located at 7th & Madison during the hours of the Farmer's Market.","true","Public Works","Noise Permit","k9ek25rvf1at4uc679faeirmho",,"2015-04-25T00:00:00.000","2015-04-26T00:00:00.000","FREQ=WEEKLY;UNTIL=20151107T150505Z;INTERVAL=1;BYDAY=SA;WKST=MO","GEOMETRYCOLLECTION(POINT(-86.5370527632295 39.168479686105),POINT(-86.5370527632295 39.168479686105))","Marta Jasicki Musical Performances","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"940",,"Thursday Market at White River Co-op
from 11:00am to 9:00pm
Live music and announcements","true","Public Works","Sidewalk","7une34or5n2qu0pi7jglqbe3to",,"2015-05-21T11:00:00.000","2015-05-21T21:00:00.000","FREQ=WEEKLY;UNTIL=20151231T151010Z;INTERVAL=1;BYDAY=TH;WKST=MO","GEOMETRYCOLLECTION(POINT(-86.5513328440247 39.160111298886),POINT(-86.5513328440247 39.160111298886))","Thursday Market White River Co op","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"941",,"Waldron, Hill and Buskirk Park Concerts
June 12, 2015 to August 14, 2015 from 5:30 pm to 9:00 pm","true","Public Works","Noise Permit","nm2kcpsr0updbmej4vf3h9cro0",,"2015-06-12T00:00:00.000","2015-06-13T00:00:00.000","FREQ=WEEKLY;UNTIL=20150814T141138Z;INTERVAL=1;BYDAY=FR;WKST=MO","GEOMETRYCOLLECTION(POINT(-86.5317895235592 39.1636218171301),POINT(-86.5317895235592 39.1636218171301))","Waldron, Hill and Buskirk Park Concert Series","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"2176","HILTON","Meters 211A&B","false","Controller","Reserved Meter","hd4bkrk493o0e5gdfsblpuod98",,"2017-11-21T16:00:00.000","2017-11-23T09:00:00.000",,,"200 N COLLEGE","2017-11-16T12:56:39.000","2017-11-16T12:56:39.000"
"944",,"City of Bloomington Street Division has scheduled a resurface project, weather permitting.  If you experience any problems with this project, please contact Street at 812-349-3448.","true","Street","Lane Restriction","c19qrbunhan8pb11cur2oo2anc",,"2015-07-27T07:30:00.000","2015-07-27T15:00:00.000","FREQ=DAILY;UNTIL=20150727T145131Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5446813385839 39.1431080881465,-86.5447886269445 39.1425422591361)","Cutter Court from West Countryside Lane to Dead End","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"945",,"City of Bloomington Street Division has scheduled a resurface project, weather permitting.  If you experience any problems with this project, please contact Street at 812-349-3448.","true","Street","Lane Restriction","23t4q2rpp8d7m20gufb8v52ldo",,"2015-07-28T07:00:00.000","2015-07-28T15:00:00.000","FREQ=DAILY;UNTIL=20150728T145350Z;INTERVAL=1;WKST=MO","LINESTRING(-86.5160849542892 39.1420527974129,-86.5155699701583 39.1410625788162,-86.5155699701583 39.1403802352069,-86.5170934648788 39.1403136647446,-86.5175333471573 39.1400307395776,-86.5174367876327 39.136019736957)","South Highland Avenue from YMCA to East Winslow Road","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
"946",,"Bloomington Pipers' Society has scheduled the Summer Gathering at RCA Community Park.","true","Public Works","Noise Permit","kms03chiumintne3grrlkcliik",,"2015-07-25T11:00:00.000","2015-07-25T17:00:00.000",,"GEOMETRYCOLLECTION(POINT(-86.5498522646483 39.1446030277353),POINT(-86.5498522646483 39.1446030277353))","Bloomington's Pipers' Society","2015-09-03T09:03:55.000","2015-09-03T09:03:55.000"
