"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603612","Colecta y an&#225;lisis de informaci&#243;n sobre manejo de residuos en la producci&#243;n y comercializaci&#243;n del ganado","2019-08-01T00:00:00.000","Individual Consultant","Republic of Colombia","16500.0","CO-CIPAV-121199-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618465","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2019-12-27T00:00:00.000","Individual Consultant","Republic of Colombia","62405.0","CO-DNP-150140-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1603604","Experto en gases de efecto invernadero en sistemas productivos ganaderos","2019-11-13T00:00:00.000","Individual Consultant","Republic of Colombia","10900.0","CO-CIPAV-128860-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry;Public Administration","1603879","Producci&#243;n y transmisi&#243;n de cu&#241;as en programas radiales en el departamento del Guaviare con el fin de hacer una campa&#241;a de prevenci&#243;n de incendios forestales en la &#233;poca de verano","2020-01-07T00:00:00.000","ESCUELA AUDIOVISUAL INFANTIL","Republic of Colombia","3030.0","CO-PNF-109349-NC-CP"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1603878","Acompa&#241;ar la gesti&#243;n y adopci&#243;n de criterios y herramientas de planeaci&#243;n y gesti&#243;n ambiental sostenible en espacios de alta incidencia tanto del sector ambiental del nivel nacional","2019-12-20T00:00:00.000","Individual Consultant","Republic of Colombia","18135.0","CO-SINCHI-130076-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701054","&#8220;Apoyar al Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico (FTSP) en temas de seguridad t&#233;cnicos y operativos relacionados con protocolos, capacitaci&#243;n y herramientas de seguridad.","2020-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","57242.0","PTSP-BIRF8798-040"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Comercial Practices","Agriculture, Fishing and Forestry;Public Administration","1603875","COMPRAVENTA E INSTALACI&#211;N DE REPUESTOS PARA EL MANTENIMIENTO DEL BOTE DEL PNNSCH, COMO APOYO A LAS ACTIVIDADES DE PVC DEL SECTOR DE CARTAGENA DEL CHAIR&#193;, CAQUET&#193;","2019-09-26T00:00:00.000","RODOLFO JIMENEZ UREÑA","Republic of Colombia","3288.0","GEF-CA-CCOM-034-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1603884","ACTUALIZAR EL COMPONENTE AMBIENTAL DEL PDS DE LA ZRC CUENCA DEL R&#205;O PATO Y VALLE DE BALSILLAS, Y ACTUALIZACI&#211;N DEL ESTUDIO DE SUSTRACCI&#211;N DEL BAJO PATO.","2019-11-08T00:00:00.000","Individual Consultant","Republic of Colombia","10351.0","GEF-CA-CPS-119-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1603900","Prestar sus servicios profesionales apoyando y asistiendo a la Especialista Financiera en la planeaci&#243;n, ejecuci&#243;n, control y seguimiento financiero en el marco de la operaci&#243;n BIRF 8701-CO &#8211; Programa","2020-01-02T00:00:00.000","CARLOS ZAMBRANO SALAMANCA","Republic of Colombia","25382.0","CO-ICETEX-147040-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701145","&#8220;Liderar el manejo financiero/contable de los recursos durante la ejecuci&#243;n e implementaci&#243;n del Fondo para el Desarrollo del Plan Todos Somos PAZcifico que adelanta como entidad ejecutora la Unidad","2020-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","57242.0","PTSP-BIRF8798-038"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1603906","ADQUISICI&#211;N DE TRAILER PARA MOTOR","2019-12-31T00:00:00.000","GEO AGRICOLA ZOMAC SAS","Republic of Colombia","3182.0","CO-SINCHI-130070-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1603905","COORDINAR EL PROCESO DE ACTUALIZACI&#211;N DEL PLAN DE DESARROLLO SOSTENIBLE DE LA ZONA DE RESERVA CAMPESINA CUENCA DEL R&#205;O PATO Y VALLE DE BALSILLAS, LA PRECISI&#211;N DE L&#205;MITES, Y ACTUALIZACI&#211;N DEL ESTUDIO","2019-10-30T00:00:00.000","Individual Consultant","Republic of Colombia","14639.0","GEF-CA-CPS-105-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701147","&#8220;Coordinar y dirigir de manera general la implementaci&#243;n, administraci&#243;n y supervisi&#243;n de la ejecuci&#243;n del Fondo para el Desarrollo del Plan Todos Somos PAZcifico que adelanta como entidad ejecutora.","2020-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","67108.0","PTSP-BIRF8798-036"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701158","&#8220;Liderar los procesos de adquisiciones del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico que adelanta como entidad ejecutora la Unidad Nacional para la Gesti&#243;n del Riesgo de Desastres","2020-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","57242.0","PTSP-BIRF8798-039"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701167","&#8220;Brindar apoyo profesional en las actividades relacionadas con el manejo financiero/contable del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico que adelanta como entidad ejecutora la Unidad.","2020-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","43304.0","PTSP-BIRF8798-041"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1603985","Adquisici&#243;n de equipos Lote 2","2019-12-31T00:00:00.000","COLTEIN LTDA","Republic of Colombia","4196.0","CO-SINCHI-83711-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1603984","ADQUISICI&#211;N DE GU&#205;AS DE AVIFAUNA","2019-12-30T00:00:00.000","SELVA INVESTIGACIÓN PARA LA CONSERVACIÓN EN EL NEOTROPICO","Republic of Colombia","661.0","CO-SINCHI-130109-GO-RFQ"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618460","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2020-01-14T00:00:00.000","Individual Consultant","Republic of Colombia","59281.0","CO-DNP-151249-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry;Public Administration","1603867","Elaboraci&#243;n de mojones para materializar el l&#237;mite de la RFP Serran&#237;a La Lindosa, que se especifican en el Anexo A, que forma parte integral de este Contrato. As&#237; como la cotizaci&#243;n presentada por el","2019-12-11T00:00:00.000","WILLIAM DE JESUS ESPINOSA HERNANDEZ","Republic of Colombia","2888.0","GEF-CA-SNC-012-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1618445","APOYAR AL PROYECTO DE FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES (PFET), EN LAS ACCIONES Y ACTIVIDADES PARA LA PROVISI&#211;N DE ASISTENCIA T&#201;CNICA EN TERRENO A LAS ADMINISTRACIONES MUNICIPALES Y DEPAR","2020-06-01T00:00:00.000","Individual Consultant","Republic of Colombia","47230.0","CO-DNP-172840-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701197","&#8220;Apoyar los procesos de adquisiciones del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico que adelanta como entidad ejecutora la Unidad Nacional para la Gesti&#243;n del Riesgo de Desastres","2020-05-04T00:00:00.000","Individual Consultant","Republic of Colombia","43625.0","PTSP-BIRF8798-044"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604106","Prestar servicios profesionales en la realizaci&#243;n y acompa&#241;amiento de los procesos de adquisicio-nes y contrataciones que se requieran adelantar por las IES Ancla beneficiarias.","2020-01-02T00:00:00.000","LIS N SANIN CONTRERAS","Republic of Colombia","28347.0","CO-ICETEX-146583-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604095","Prestar servicios profesionales como Especialista de Adquisiciones del Programa PACES - Pr&#233;stamo BIRF 8701-CO - Componente II para asegurar la aplicaci&#243;n adecuada de las Regulaciones de Adquisiciones","2020-01-02T00:00:00.000","FREDY JAVIER MOJICA GARZÓN","Republic of Colombia","52176.0","CO-ICETEX-146573-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Enhancing Waterway Connectivity and Water Service Provision in Colombia&#8217;s Plan Pazcifico","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management","1701224","Liderar el componente Social en la implementaci&#243;n de los proyectos de Agua y Saneamiento B&#225;sico del FTSP","2020-04-23T00:00:00.000","Individual Consultant","Republic of Colombia","57667.0","PTSP-BIRF8798-043"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1624787","Apoyar la gesti&#243;n de la cooperaci&#243;n y los asuntos internacionales del IDEAM, liderando la gesti&#243;n documental (digital y f&#237;sica) y apoyando en la generaci&#243;n de informes, reportes","2020-03-12T00:00:00.000","Individual Consultant","Republic of Colombia","5641.0","FA-CO-FONDOACCION-156148-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604107","Prestar sus servicios profesionales apoyando y asistiendo a la Especialista Financiera en la planeaci&#243;n, ejecuci&#243;n, control y seguimiento financiero en el marco de la operaci&#243;n BIRF 8701-CO &#8211; Programa","2020-01-02T00:00:00.000","PAOLA ANDREA GARNICA RODAS","Republic of Colombia","27035.0","CO-ICETEX-147036-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604108","Prestar sus servicios profesionales como Especialista Financiera en la operaci&#243;n del Programa PACES - BIRF 8701-CO -Componente II, con el fin de garantizar que las acciones que se desarrollen.","2020-01-02T00:00:00.000","ADRIANA CAROLINA ZORRO ZAMBRANO","Republic of Colombia","20172.0","CO-ICETEX-147045-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604090","Apoyar a la Direcci&#243;n de Fomento a la Investigaci&#243;n de Colciencias en las actividades de acompa&#241;amiento, seguimiento, orientaci&#243;n y evaluaci&#243;n a la ejecuci&#243;n de los programas financiados en el foco es","2020-01-02T00:00:00.000","MARCELA BARRAGAN","Republic of Colombia","16873.0","CO-ICETEX-147227-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","1604419","&#8220;OBRAS DE OPTIMIZACION Y AMPLIACION DEL SISTEMA DE ACUEDUCTO DEL DISTRITO ESPECIAL DE TUMACO FASE I, DEPARTAMENTO DE NARI&#209;O, COLOMBIA&#8221;","2019-12-17T00:00:00.000","CONSORCIO SAN ANDRES","Republic of Colombia","5357696.0","PTSP-BIRF8649-076"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604112","Prestar servicios profesionales como apoyo de fortalecimiento institucional del Programa PACES - Pr&#233;stamo BIRF 8701-CO - Componente II, para el acompa&#241;amiento y seguimiento t&#233;cnico a la ejecuci&#243;n...","2020-01-02T00:00:00.000","HECTOR FERNANDO GUARANGUAY ZUÑIGA","Republic of Colombia","26997.0","CO-ICETEX-147059-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1604445","CONSTRUCCI&#211;N DE PARADEROS CON ESPACIO PUBLICO (PEP) LAS COLINAS PERTENECIENTE AL SISTEMA ESTRAT&#201;GICO DE TRANSPORTE PUBLICO DE PASAJEROS DE LA CIUDAD DE SINCELEJO","2020-01-09T00:00:00.000","CONSTRUCTORA IACA Y CIA. LTDA","Republic of Colombia","595125.0","BIRF-SDO-001-2019"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604109","Apoyar a la Direcci&#243;n de Fomento a la Investigaci&#243;n de Colciencias en las actividades de acompa&#241;amiento, seguimiento, orientaci&#243;n y evaluaci&#243;n a la ejecuci&#243;n de los programas financiados en foco salud","2020-01-02T00:00:00.000","SONIA CONSTANZA LAVERDE CAÑON","Republic of Colombia","20276.0","CO-ICETEX-147240-CS-CDS"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1624750","Liderar los procesos correspondientes a la definici&#243;n, formulaci&#243;n e implementaci&#243;n de intervenciones y el pilotaje de acciones de manejo sostenible del bosque y la adopci&#243;n de sistemas sostenibles","2020-05-12T00:00:00.000","Individual Consultant","Republic of Colombia","9579.0","FA-CO-FONDOACCION-129837-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1604533","Actualizaci&#243;n del producto bosque-no bosque-deforestaci&#243;n (2010-16) generado por TNC en el marco del proyecto GCS para los a&#241;os 2017 y 2018 utilizando inform. del Sistema de Monitoreo de B&C de IDEAM","2019-11-26T00:00:00.000","Individual Consultant","Republic of Colombia","9254.0","CO-TNC-118908-CS-INDV"
"2020","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Direct Selection","Education","1604086","Prestar servicios profesionales en la realizaci&#243;n y acompa&#241;amiento de los procesos de adquisicio-nes y contrataciones que se requieran adelantar por las IES Ancla beneficiarias.","2020-01-02T00:00:00.000","ADRIANA MARIA ARIAS PNILLOS","Republic of Colombia","28347.0","CO-ICETEX-146584-CS-CDS"
