"classification","units","businessname","address","city","state","zipcode","withincity","telephone","opened","controlnum","taxcertnum","expires","owner","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzip","ownershiptype","location"
"CONTRACTOR LOC OUTSIDE CITY",,"VCI CONSTRUCTION LLC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 949-1350","2000-09-11T00:00:00.000","64337","24-058611","2023-08-31T00:00:00.000","VCI CONSTRUCTION LLC","1921 W 11TH ST",,"UPLAND","CA","91786","LL",
"TRANSPORTATION/TRANSPORTERS (EXEMPT)",,"TODD GRIESE TRUCKING T.G.T.","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 795-7026","2020-01-02T00:00:00.000","113773","23-125165","2022-12-31T00:00:00.000","GRIESE, TODD CHARLES","1784 N LANDEN ST",,"CAMARILLO","CA","93010","S",
"WASTEWATER PERMIT",,"SALUD Y ENERGIA/HEALTH & ENERG","802 N VENTURA RD","OXNARD","CA","93030","Yes","805 832-7388","2009-01-19T00:00:00.000","89526","23-029477","2023-06-30T00:00:00.000","FELIX, XENIA MARICEL","2430 EL PORTAL WY",,"OXNARD","CA","93035","S","802 N VENTURA RD
OXNARD, CA 93030
(34.210049, -119.194152)"
"INSURANCE AGENT OR BROKER (EXEMPT)",,"HENLEY INSURANCE SERVICES INC","750 W GONZALES RD","OXNARD","CA","93036","Yes","805 984-7000","2014-07-28T00:00:00.000","112508","23-123302","2023-06-30T00:00:00.000","HENLEY INSURANCE SERVICES INC","750 W GONZALES RD STE 180",,"OXNARD","CA","93036","C","750 W GONZALES RD
OXNARD, CA 93036
(34.218568, -119.185608)"
"WASTEWATER PERMIT",,"NATIONAL LFT L/S-FRKLFT OUTLET","201 N RICE AVE","OXNARD","CA","93030","Yes","805 381-1887","2007-10-11T00:00:00.000","90909","23-029497","2023-06-30T00:00:00.000","RICK LOPEZ CORPORATION","201 N RICE AVE #G",,"OXNARD","CA","93030","C","201 N RICE AVE
OXNARD, CA 93030
(34.203488, -119.142305)"
"WASTEWATER PERMIT",,"7-ELEVEN STORE #13874F","2060 E PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","805 488-8500","1987-07-24T00:00:00.000","16600","23-029334","2023-06-30T00:00:00.000","SANDHU BUSINESS INVESTMENTS","C/O LICENSE DEPT. 274L","PO BOX 139044","DALLAS","TX","75313","C","2060 E PLEASANT VALLEY RD
OXNARD, CA 93033
(34.161357, -119.15231)"
"WASTEWATER PERMIT",,"CHEVRON USA, INC #208020","1900 N ROSE AVE","OXNARD","CA","93036","Yes","000 000-0000","2002-01-01T00:00:00.000","73118","23-029215","2023-06-30T00:00:00.000","CHEVRON USA, INC- 208020","251 LITTLE FALLS DR",,"WILMINGTON","DE","19808","C","1900 N ROSE AVE
OXNARD, CA 93036
(34.219412, -119.158201)"
"WASTEWATER PERMIT","129","HOMEWOOD SUITES BY HILTON-OXND","1950 SOLAR DR","OXNARD","CA","93036","Yes","805 288-3600","2010-04-15T00:00:00.000","96647","23-029376","2023-06-30T00:00:00.000","MIAN EXTENDED STAY, INC","1950 SOLAR DR",,"OXNARD","CA","93036","C","1950 SOLAR DR
OXNARD, CA 93036
(34.220378, -119.144892)"
"WASTEWATER PERMIT",,"MV PUBLIC TRANPORTATION, INC","940 MAULHARDT AVE","OXNARD","CA","93030","Yes","972 391-4600","2008-07-01T00:00:00.000","95169","23-029509","2023-06-30T00:00:00.000","MV PUBLIC TRANSPORTATION","2711 N HASKELL AVE","STE 1500 LB-2","DALLAS","TX","75204","C","940 MAULHARDT AVE
OXNARD, CA 93030
(34.209814, -119.144455)"
"ATTORNEY",,"KEMPNER & ASSOCIATES INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 379-5995","2019-09-01T00:00:00.000","112916","24-123925","2023-07-31T00:00:00.000","KEMPNER & ASSOCIATES INC","223 E THOUSAND OAKS BL STE 400",,"THOUSAND OAKS","CA","91360","C",
"RENTAL:INFLATABLE DEVICES/STRUCTURES",,"LUNA'S PARTY RENTAL","3531 MIRAMAR WAY","OXNARD","CA","93035","Yes","805 710-2125","2014-09-05T00:00:00.000","104152","24-110589","2023-08-31T00:00:00.000","LUNA, ELOY, ET AL","3531 MIRAMAR WAY",,"OXNARD","CA","93035","P","3531 MIRAMAR WAY
OXNARD, CA 93035
(34.187486, -119.217168)"
"CONTRACTOR LOC OUTSIDE CITY",,"A R PIPELINE INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 732-4437","2010-02-12T00:00:00.000","95516","23-097895","2023-01-31T00:00:00.000","A R PIPELINE INC","501-1 S RENO RD #131",,"NEWBURY PARK","CA","91320","C",
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"CHECKMATE #805","1420 W CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","805 247-0616","2014-11-01T00:00:00.000","104665","23-111347","2022-12-31T00:00:00.000","VIRTUAL E INC","PO BOX 35220",,"BIRMINGHAM","AL","35220","C","1420 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.175598, -119.194261)"
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"EASTMAN INDUSTRIAL INVESTMENTS","2370 EASTMAN AVE","OXNARD","CA","93030","Yes","310 273-9201","2019-12-20T00:00:00.000","113814","23-125232","2022-12-31T00:00:00.000","EASTMAN INDUSTRIAL INVSMNT LLC","9201 WILSHIRE BLVD #301",,"BEVERLY HILLS","CA","90210","LL","2370 EASTMAN AVE
OXNARD, CA 93030
(34.199008, -119.145056)"
"TRAVEL AGENCY/ADVERTISING AGENCY",,"PACIFIC EXPRESS TRAVEL & TOURS","2230 SOUTHERN HILL DR","OXNARD","CA","93036","Yes","805 988-1944","1992-08-17T00:00:00.000","24366","24-072645","2023-07-31T00:00:00.000","PACIFIC EXPRESS TRAVEL&TOURS","2230 SOUTHERN HILL DR",,"OXNARD","CA","93030","S","2230 SOUTHERN HILL DR
OXNARD, CA 93036
(34.227373, -119.200037)"
"INTERNET BUSINESS (PROF OR RETAIL)",,"GROW HOME CALIFORNIA","2233 PAJARO ST","OXNARD","CA","93030","Yes","805 708-6753","2018-01-09T00:00:00.000","110180","23-119733","2022-12-31T00:00:00.000","GROW HOME CALIFORNIA LLC","2233 PAJARO ST",,"OXNARD","CA","93030","LL","2233 PAJARO ST
OXNARD, CA 93030
(34.213326, -119.147848)"
"OTHER SPECIALTIES",,"RS WIRELESS LLC","2693 SAVIERS RD","OXNARD","CA","93033","Yes","805 486-1100","2014-09-01T00:00:00.000","104101","24-122061","2023-07-31T00:00:00.000","RS WIRELESS LLC","20480 CELTIC ST",,"CHATSWORTH","CA","91311-1703","LL","2693 SAVIERS RD
OXNARD, CA 93033
(34.175012, -119.177631)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","54","PASEO SANTA CLARA ASSOCIATES","289 RIVERPARK BLVD","OXNARD","CA","93036","Yes","805 659-3791","2009-06-19T00:00:00.000","96507","23-099400","2023-05-31T00:00:00.000","PASEO SANTA CLARA ASSOC, LP","702 COUNTY SQUARE DR STE 200",,"VENTURA","CA","93003","LP","289 RIVERPARK BLVD
OXNARD, CA 93036
(34.235515, -119.175373)"
"MOBILE WASH/DETAIL",,"SAMUEL MANZANO","1201 N G ST","OXNARD","CA","93030","Yes","805 366-8073","2021-10-01T00:00:00.000","115865","24-128510","2023-08-31T00:00:00.000","MANZANO, SAMUEL","1201 N G ST APT 101",,"OXNARD","CA","93030","S","1201 N G ST
OXNARD, CA 93030
(34.21367, -119.18691)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"ZAR'S TAX OFFICE","1243 SAVIERS RD","OXNARD","CA","93033","Yes","805 407-8741","2015-01-15T00:00:00.000","104734","23-111473","2022-12-31T00:00:00.000","AGUILERA, HECTOR M","2240 CELCIUS AVE UNIT H",,"OXNARD","CA","93030","S","1243 SAVIERS RD
OXNARD, CA 93033
(34.187515, -119.177558)"
"AUTO SERVICE:CUSTOM & SPECIALTY",,"MODVANS INC","920 GRAVES AVE","OXNARD","CA","93030","Yes","805 856-6588","2020-02-27T00:00:00.000","114113","23-126177","2023-01-31T00:00:00.000","MODVANS INC","920 GRAVES AVE",,"OXNARD","CA","93030","C","920 GRAVES AVE
OXNARD, CA 93030
(34.209999, -119.146507)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"CDTI ADVANCED MATERIALS INC","1641 FISKE PL","OXNARD","CA","93033","Yes","805 486-4649","2018-03-13T00:00:00.000","111206","24-121377","2023-07-31T00:00:00.000","CDTI ADVANCED MATERIALS INC","1641 FISKE PL",,"OXNARD","CA","93033","C","1641 FISKE PL
OXNARD, CA 93033
(34.180854, -119.161956)"
"BINGO LICENSE RECREATIONAL",,"WILSON SENIOR CENTER","350 N C ST","OXNARD","CA","93030","Yes","805 385-8019","1989-09-05T00:00:00.000","19835","23-061207","2022-12-31T00:00:00.000","CITY OF OXNARD SENIOR SERVICES","ATTN:RENEE RAKESTRAW","350 N C ST","OXNARD","CA","93030-4646","C","350 N C ST
OXNARD, CA 93030
(34.205637, -119.181017)"
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,"JOY OF BEAUTY","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 889-5025","2022-01-01T00:00:00.000","116204","23-129108","2022-11-30T00:00:00.000","CAPPONI ROBB, KRISTEN JOY","805 PASEO CAMARILLO APT 517",,"CAMARILLO","CA","93010","S",
"REAL ESTATE AGENT OR BROKER",,"SUE JUDD","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 648-5051","2002-12-24T00:00:00.000","73854","23-069833","2022-11-30T00:00:00.000","JUDD, SUE","149 TAFT AVE",,"VENTURA","CA","93003","S",
"TAXICAB/AUTO FOR HIRE",,"OXNARD TAXI TAXI","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 236-0404","2016-02-25T00:00:00.000","106942","23-114777","2023-03-31T00:00:00.000","ROCHA JR, SANTIAGO","209 GARDENIA AVE",,"CAMARILLO","CA","93010","S",
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"LONGITUDE 123, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 652-0655","2020-08-01T00:00:00.000","114514","24-126306","2023-07-31T00:00:00.000","LONGITUDE 123, INC","572 POLI ST",,"VENTURA","CA","93001","LL",
"HEALTH CARE SERVICES",,"COLLEGE ESTATES DIALYSIS","1601 RAIDERS WAY","OXNARD","CA","93033","Yes","805 240-3302","2020-03-28T00:00:00.000","113982","23-125636","2023-01-31T00:00:00.000","TOTAL RENAL CARE INC","5200 VIRGINIA WAY","ATTN: L&C DEPT","BRENTWOOD","TN","37027","C","1601 RAIDERS WAY
OXNARD, CA 93033
(34.171655, -119.161181)"
"CATERING TRUCK/VEHICLE (T-4)",,"TACOS EL MEXICANO","2958 STURGIS RD","OXNARD","CA","93030","Yes","805 201-5303","2017-01-18T00:00:00.000","108409","23-117043","2022-12-31T00:00:00.000","CORTEZ, JOSE ADALBERTO","1420 SABRINA ST",,"OXNARD","CA","93036","S","2958 STURGIS RD
OXNARD, CA 93030
(34.201936, -119.133642)"
"WASTEWATER PERMIT",,"PERFORMANCE TRANSMISSION SVC","236 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 240-9626","1999-04-19T00:00:00.000","57558","23-029628","2023-06-30T00:00:00.000","VAZQUEZ, ALDO DIAZ","236 S OXNARD BLVD",,"OXNARD","CA","93030","S","236 S OXNARD BLVD
OXNARD, CA 93030
(34.200752, -119.177274)"
"WASTEWATER PERMIT",,"MB AUTO SERVICE","2814 W WOOLEY RD","OXNARD","CA","93035","Yes","805 984-2942","1986-12-02T00:00:00.000","15694","23-029621","2023-06-30T00:00:00.000","HENDRICK, ANN","2814 W WOOLEY RD",,"OXNARD","CA","93035-2540","S","2814 W WOOLEY RD
OXNARD, CA 93035
(34.190253, -119.207005)"
"MOBILE PHOTOGRAPHY/VIDEO",,"ISABEL LAWRENCE PHOTOGRAPHERS","636 S G ST","OXNARD","CA","93030","Yes","818 510-2711","1997-03-03T00:00:00.000","114446","24-126316","2023-07-31T00:00:00.000","GUND, ISABEL MARIA","636 S G ST",,"OXNARD","CA","93030","S","636 S G ST
OXNARD, CA 93030
(34.195684, -119.186172)"
"BEAUTY SHOP:COSMETOLOGY BOARD EST",,"ESTEBAN'S HAIR STUDIO","137 E GONZALES RD","OXNARD","CA","93036","Yes","805 236-3396","2020-08-01T00:00:00.000","114507","24-126302","2023-07-31T00:00:00.000","DELGADO, EDITH","137 E GONZALES RD",,"OXNARD","CA","93036","S","137 E GONZALES RD
OXNARD, CA 93036
(34.219135, -119.175857)"
"EMPLOYMENT AGENCY",,"PRIMESKILL STAFFING SERVICES","400 E ESPLANADE DR","OXNARD","CA","93036","Yes","805 981-1415","2007-04-23T00:00:00.000","89846","23-089695","2023-03-31T00:00:00.000","PRIMESKILL STAFFING SERVICES","300 E ESPLANDE DR STE 460",,"OXNARD","CA","93036-0215","C","400 E ESPLANADE DR
OXNARD, CA 93036
(34.229566, -119.173462)"
"WHOLESALE",,"PETRO SPECS INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 498-4546","2021-01-01T00:00:00.000","116199","23-129099","2022-11-30T00:00:00.000","MACELBERT INC","3301 GRANDE VISTA DR",,"NEWBURY PARK","CA","91320","C",
"WHOLESALE",,"ALUMISSION INC","530 SPECTRUM CIR","OXNARD","CA","93030","Yes","805 340-9154","2021-05-04T00:00:00.000","115401","23-127879","2023-05-31T00:00:00.000","ALUMISSION INC","530 SPECTRUM CIR",,"OXNARD","CA","93030","C","530 SPECTRUM CIR
OXNARD, CA 93030
(34.206458, -119.125363)"
"OTHER SPECIALTIES (BRANCH)",,"BOOST MOBILE","220 W FIFTH ST","OXNARD","CA","93030","Yes","805 486-3700","2019-01-15T00:00:00.000","112311","23-123003","2023-02-28T00:00:00.000","OXNARD MONEY TRANSFER INC","240 W FIFTH ST",,"OXNARD","CA","93030","C","220 W FIFTH ST
OXNARD, CA 93030
(34.197672, -119.178734)"
"PARTY SUPPLIES/RENTALS",,"ESTRELLA'S DECOR","3661 SAN JUAN AVE","OXNARD","CA","93033","Yes","805 889-4223","2014-06-19T00:00:00.000","103769","23-110011","2023-05-31T00:00:00.000","ESTRELLA, JULIA","3661 SAN JUAN AVE",,"OXNARD","CA","93033","S","3661 SAN JUAN AVE
OXNARD, CA 93033
(34.165652, -119.169162)"
"MOBILE WASH/DETAIL",,"ROMEROS CAR WASH","4531 S J ST","OXNARD","CA","93033","Yes","805 248-8923","2022-08-16T00:00:00.000","117316","24-130785","2023-07-31T00:00:00.000","ROMERO, MARIA","4531 S J ST",,"OXNARD","CA","93033","S","4531 S J ST
OXNARD, CA 93033
(34.158647, -119.186057)"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"ESI PROPERTIES LLC","2931 SAVIERS RD","OXNARD","CA","93033","Yes","520 906-9000","2002-06-17T00:00:00.000","116348","23-129329","2023-05-31T00:00:00.000","ESI PROPERTIES, LLC","8987 E TANQUE VERDE #309.328",,"TUCSON","AZ","85749","LL","2931 SAVIERS RD
OXNARD, CA 93033
(34.172509, -119.177651)"
"CONTRACTOR LOC OUTSIDE CITY",,"VENTURA AIR CONDITIONING COMPA","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 644-4328","2022-08-16T00:00:00.000","117311","24-130776","2023-07-31T00:00:00.000","VENTURA AIR CONDITIONING CO","4665 ORTEGA ST",,"VENTURA","CA","93003","C",
"CONTRACTOR LOC INSIDE CITY",,"CHANNEL ISLANDS FIRE PROTECTIO","220 GLACIER AVE","OXNARD","CA","93033","Yes","818 408-1900","2015-11-15T00:00:00.000","110896","23-120884","2022-10-31T00:00:00.000","CHANNEL ISLANDS FIRE","PO BOX 2204",,"OXNARD","CA","93034","C","220 GLACIER AVE
OXNARD, CA 93033
(34.165231, -119.179204)"
"WASTEWATER PERMIT",,"4 WAY MEAT MARKET #4","440 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 486-0444","2022-01-25T00:00:00.000","116508","23-030154","2023-06-30T00:00:00.000","THE SC BOX COMPANY INC","2631 NEWHAVEN P",,"OXNARD","CA","93035","C","440 S OXNARD BLVD
OXNARD, CA 93030
(34.198266, -119.177311)"
"TAILOR/SEWING SHOP",,"AMC COVERS","1649 PACIFIC AVE","OXNARD","CA","93033","Yes","805 795-5758","2016-06-02T00:00:00.000","107234","23-115219","2023-05-31T00:00:00.000","CORTES, ARTURO MUNDO","1649 PACIFIC AVE STE 71",,"OXNARD","CA","93033","S","1649 PACIFIC AVE
OXNARD, CA 93033
(34.183216, -119.165174)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"SCOSCHE INDUSTRIES","1400 PACIFIC AVE","OXNARD","CA","93033","Yes","805 486-4450","2005-02-09T00:00:00.000","84509","24-103784","2023-07-31T00:00:00.000","SCOSCHE INDUSTRIES, INC","PO BOX 2901",,"OXNARD","CA","93034","C","1400 PACIFIC AVE
OXNARD, CA 93033
(34.18713, -119.165135)"
"WASTEWATER PERMIT",,"PANDA EXPRESS #1031","1671 E CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","805 483-2739","2005-08-09T00:00:00.000","85891","23-028614","2023-06-30T00:00:00.000","PANDA EXPRESS, INC","TAX DEPT","1683 WALNUT GROVE AV","ROSEMEAD","CA","91770","C","1671 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173348, -119.161184)"
"REAL ESTATE AGENT OR BROKER",,"KAREN TAUSSIG REALTY INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 984-2330","2008-09-01T00:00:00.000","106261","24-113788","2023-08-31T00:00:00.000","KAREN TAUSSIG REALTY INC","3600 HARBOR BLVD #350",,"OXNARD","CA","93035","C",
"CONTRACTOR LOC OUTSIDE CITY",,"RENOVISE INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 320-0105","2015-05-19T00:00:00.000","106908","23-114734","2023-02-28T00:00:00.000","RENOVISE INC","5968 JOSHUAN TRL",,"CAMARILLO","CA","93012","C",
"TEACHER:DANCE/MUSIC/TUTOR/ART/ETC",,"CHAD WRIGHT","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 701-2677","2020-07-14T00:00:00.000","114463","23-126231","2023-06-30T00:00:00.000","WRIGHT, CHAD MICHAEL","219 HOOVER AVE",,"VENTURA","CA","93003","S",
"RETAIL SALES",,"ALARM GRID, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","954 933-5095","2013-09-01T00:00:00.000","114462","23-126230","2023-06-30T00:00:00.000","ALARM GRID, INC","5360 N FEDERAL HWY #D",,"POMPANO BEACH","FL","33064","C",
"WASTEWATER PERMIT",,"CHAPO MUFFLERS","1802 SUNKIST CIR","OXNARD","CA","93033","Yes","805 758-8142","2014-11-01T00:00:00.000","104347","23-029816","2023-06-30T00:00:00.000","GORDILLO, RENE,ET AL","1802 SUNKIST CIR # 4",,"OXNARD","CA","93033","P","1802 SUNKIST CIR
OXNARD, CA 93033
(34.181612, -119.16801)"
"WASTEWATER PERMIT",,"MONTALVO'S DIFFERENTIALS & DRI","660 PACIFIC AVE","OXNARD","CA","93030","Yes","805 240-6036","2016-09-12T00:00:00.000","107854","23-029748","2023-06-30T00:00:00.000","MONTALVO ORTIZ, JUAN MANUEL","660 PACIFIC AVE",,"OXNARD","CA","93030","S","660 PACIFIC AVE
OXNARD, CA 93030
(34.195484, -119.164791)"
"WASTEWATER PERMIT",,"OXNARD COMMUNITY COLLEGE","4000 S ROSE AVE","OXNARD","CA","93033","Yes","805 986-5821","1991-10-14T00:00:00.000","23163","23-030018","2023-06-30T00:00:00.000","OXNARD COMMUNITY COLLEGE","ATTN: MAINT & OPERATIONS DEPT","4000 S ROSE AV","OXNARD","CA","93033-6699","C","4000 S ROSE AVE
OXNARD, CA 93033
(34.164726, -119.159345)"
"WASTEWATER PERMIT",,"BOTTLE AND PINT","550 COLLECTION BLVD","OXNARD","CA","93036","Yes","310 502-1840","2017-11-13T00:00:00.000","109924","23-029878","2023-06-30T00:00:00.000","MAD GENIE II, INC","550 COLLECTION BLVD #160",,"OXNARD","CA","93036","C","550 COLLECTION BLVD
OXNARD, CA 93036
(34.240556, -119.176728)"
"WASTEWATER PERMIT",,"LOVE PHO CAFE","550 COLLECTION BLVD","OXNARD","CA","93036","Yes","805 485-1881","2017-11-11T00:00:00.000","109806","23-029863","2023-06-30T00:00:00.000","LOVE PHO CAFE","550 COLLECTION BLVD STE 120",,"OXNARD","CA","93036","C","550 COLLECTION BLVD
OXNARD, CA 93036
(34.240556, -119.176728)"
"CONTRACTOR LOC OUTSIDE CITY",,"AGI GENERAL CONTRACTING","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 934-8066","2014-09-02T00:00:00.000","104115","24-126396","2023-07-31T00:00:00.000","ART GAUTREAU, INC","8210 KATELA AVE STE I",,"STANTON","CA","90680","C",
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,"MARIELA CORRERA RODRIGUEZ","1311 W CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","805 824-4605","2020-09-01T00:00:00.000","114565","24-126399","2023-07-31T00:00:00.000","RODRIGUEZ, MARIELA CARRERA","2788 E LANDEN ST",,"CAMARILLO","CA","93010","S","1311 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.17569, -119.193226)"
"PARTY SUPPLIES/RENTALS(BRANCH)",,"PACO'S MOBILE CAR WASH AND PAR","1411 CASA SAN CARLOS LN","OXNARD","CA","93033","Yes","805 279-0740","2007-03-21T00:00:00.000","89673","24-126404","2023-07-31T00:00:00.000","NAVARRO, FRANCISCO JAVIER","1411 CASA SAN CARLOS LN #B",,"OXNARD","CA","93033","S","1411 CASA SAN CARLOS LN
OXNARD, CA 93033
(34.177655, -119.193897)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"TOP GCP MANAGEMENT INC","603 NORTHPORT LN","OXNARD","CA","93035","Yes","323 481-0028","2016-07-05T00:00:00.000","107812","24-116118","2023-08-31T00:00:00.000","TOP GCP MANAGEMENT INC","603 NORTHPORT LN",,"OXNARD","CA","93035","C","603 NORTHPORT LN
OXNARD, CA 93035
(34.196126, -119.213059)"
"VENDING MACHINE(FOOD,DRINKS,ETC)BRANCH",,"WATERMILL EXPRESS LLC","4747 S ROSE AVE","OXNARD","CA","93033","Yes","303 659-1573","2002-09-01T00:00:00.000","72398","24-068116","2023-08-31T00:00:00.000","WATERMILL EXPRESS LLC","1177 S 4TH AVE",,"BRIGHTON","CO","80601","LL","4747 S ROSE AVE
OXNARD, CA 93033
(34.156536, -119.159717)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","4","ADRIO & LESLIE DECICCO","4901 OLDS RD","OXNARD","CA","93033","Yes","805 276-4440","2013-01-29T00:00:00.000","113423","23-124682","2022-12-31T00:00:00.000","DECICCO, ADRIO C ET AL","2595 LEAFWOOD DR",,"CAMARILLO","CA","93010","S","4901 OLDS RD
OXNARD, CA 93033
(34.155616, -119.148873)"
"MISC PROFESSION",,"SERVPRO VENTURA","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 656-3911","2022-08-15T00:00:00.000","117321","24-130795","2023-07-31T00:00:00.000","LAKEVIEW INDUSTRIES INC.","2646 PALMA DR",,"VENTURA","CA","93003","C",
"MISC SERVICE",,"DENT DOCTOR, THE","627 BINNACLE ST","OXNARD","CA","93035","Yes","805 844-2581","2007-09-05T00:00:00.000","90701","24-090958","2023-08-31T00:00:00.000","GONZALEZ, JORGE R","627 BINNACLE ST",,"OXNARD","CA","93035","S","627 BINNACLE ST
OXNARD, CA 93035
(34.19543, -119.204529)"
"HANDYMAN - NO STATE LICENSE",,"DAVID BOND","3700 KETCH AVE","OXNARD","CA","93035","Yes","805 231-8869","2008-07-07T00:00:00.000","92344","23-115832","2023-06-30T00:00:00.000","BOND, DAVE ALLEN","3700 KETCH AV #318",,"OXNARD","CA","93035","S","3700 KETCH AVE
OXNARD, CA 93035
(34.183945, -119.219535)"
"VENDING MACHINE(FOOD,DRINKS,ETC)BRANCH",,"WATERMILL EXPRESS LLC","1111 E CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","303 659-1573","2004-09-01T00:00:00.000","107591","24-115800","2023-08-31T00:00:00.000","WATERMILL EXPRESS LLC","1177 S 4TH AVE",,"BRIGHTON","CO","80601","LL","1111 E CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.173408, -119.164722)"
"RESTAURANT/CAFE",,"BG'S CAFE","428 S A ST","OXNARD","CA","93030","Yes","805 487-0700","2004-06-24T00:00:00.000","81590","23-125111","2023-05-31T00:00:00.000","ROMU FOODS INC","428 S A ST",,"OXNARD","CA","93030","C","428 S A ST
OXNARD, CA 93030
(34.19837, -119.178581)"
"WASTEWATER PERMIT",,"LA MICHOACANA GUDINO LLC","213 W PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","805 342-7480","2020-05-01T00:00:00.000","114338","23-030010","2023-06-30T00:00:00.000","LA MICHOACANA GUDINO LLC","2444 S SAVIERS RD","ATN:(PLEASANT VALLEY LOCATION)","OXNARD","CA","93030","LL","213 W PLEASANT VALLEY RD
OXNARD, CA 93033
(34.154762, -119.179246)"
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"FLEWELLING & MOODY","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 949-0771","2020-12-10T00:00:00.000","115011","23-127033","2022-12-31T00:00:00.000","FLEWELLING & MOODY","815 COLORADO BLVD",,"LOS ANGELES","CA","90041","C",
"TOBACCO/CIGAR STORE",,"5 POINT SMOKE SHOP","1365 SAVIERS RD","OXNARD","CA","93033","Yes","805 561-8729","2020-10-01T00:00:00.000","114627","24-126506","2023-08-31T00:00:00.000","TOUMA, WASIM","1365 SAVIERS RD",,"OXNARD","CA","93033","S","1365 SAVIERS RD
OXNARD, CA 93033
(34.185883, -119.177557)"
"MISC SERVICES (EXEMPT)",,"RAIN-TUNNEL CAR WASH","130 BRYCE CANYON AVE","OXNARD","CA","93033","Yes","805 218-1718","1978-06-16T00:00:00.000","309","23-004579","2023-05-31T00:00:00.000","SAMOJIN, TONY","1480 DAILY DR",,"CAMARILLO","CA","93010","S","130 BRYCE CANYON AVE
OXNARD, CA 93033
(34.169764, -119.178428)"
"JANITORIAL OR MAID SERVICE",,"FAME SYSTEMS, INC","301 HEARST DR","OXNARD","CA","93030","Yes","805 485-0808","2006-01-18T00:00:00.000","86800","23-089741","2022-12-31T00:00:00.000","FAME SYSTEMS, INC","301 HEARST DR",,"OXNARD","CA","93030","C","301 HEARST DR
OXNARD, CA 93030
(34.200636, -119.153874)"
"AUTO REPAIR/SERVICE",,"FRANCISCO'S AUTO REPAIR","740 MOUNTAIN VIEW AVE","OXNARD","CA","93030","Yes","805 483-0813","2009-12-16T00:00:00.000","95299","23-100463","2022-11-30T00:00:00.000","TRUJEQUE, FRANCISCO R","740 MOUNTAIN VIEW AV",,"OXNARD","CA","93030","S","740 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.193641, -119.170139)"
"MOBILE WASH/DETAIL",,"AMC'S SERVICES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 216-9145","2002-06-17T00:00:00.000","71434","23-066962","2023-05-31T00:00:00.000","KREIG, ERICH W","PO BOX 6190",,"VENTURA","CA","93006","S",
