Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
DELIVERY ONLY,,AMERIGAS PROPANE L.P,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 485-5112,08/18/1995 12:00:00 AM,2378,24-001885,07/31/2023 12:00:00 AM,AMERIGAS PROPANE LP,ATTN: TAX DEPT,PO BOX 965,VALLEY FORGE,PA,19482,LP,,
"VENDING MACHINE(FOOD,DRINKS,ETC.)",,NATIONAL ENTERTAINMENT NETWORK,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,303 444-2559,08/06/2004 12:00:00 AM,82310,24-079611,07/31/2023 12:00:00 AM,NATIONAL ENTERTAINMENT NTWK LL,"246 S TAYLOR AVE, STE 200",,LOUISVILLE,CO,80027,LL,,
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"DEL MAR PLASTICS,INC",2211 STATHAM BLVD,OXNARD,CA,93033,Yes,805 240-1570,08/30/1996 12:00:00 AM,30937,24-023136,07/31/2023 12:00:00 AM,"DEL MAR PLASTICS, INC",PO BOX 487,,CARPINTERIA,CA,93013,C,"2211 STATHAM BLVD
OXNARD, CA 93033
(34.178621, -119.165593)",1873
CONTRACTOR LOC OUTSIDE CITY,,CARPENTIERI SERVICES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 968-3738,11/06/2012 12:00:00 AM,100774,24-128360,07/31/2023 12:00:00 AM,CARPENTIERI SERVICES INC,18875 KIRKCOLM LN,,NORTHRIDGE,CA,91326,C,,
AUTO REPAIR/SERVICE,,J & R AUTO AND EQUIPMENT,149 E WOOLEY RD,OXNARD,CA,93030,Yes,805 483-3417,08/17/2020 12:00:00 AM,114660,24-126508,08/31/2023 12:00:00 AM,"FERNANDEZ, ABELARDO ANDRADE",149 E WOOLEY RD,,OXNARD,CA,93030,S,"149 E WOOLEY RD
OXNARD, CA 93030
(34.189987, -119.176267)",1872
CONTRACTOR LOC OUTSIDE CITY,,GLS SPRAY SERVICES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,858 668-3334,10/01/2021 12:00:00 AM,115798,24-128401,07/31/2023 12:00:00 AM,GLS SPRAY SERVICES INC,12175 FLINT PL,,POWAY,CA,92064,C,,
FAST FOOD:HAMBURGER/HOT DOGS/TACO/SHAKES,,MCDONALD'S #12677,1741 PACIFIC AVE,OXNARD,CA,93033,Yes,805 484-0459,07/01/2006 12:00:00 AM,88094,23-087262,06/30/2023 12:00:00 AM,PACIFIC QSR,484 MOBIL AV #23,,CAMARILLO,CA,93010,P,"1741 PACIFIC AVE
OXNARD, CA 93033
(34.181119, -119.164811)",1873
CHECK CASHING,,MO ENVIOS INC,168 N HAYES AVE,OXNARD,CA,93030,Yes,805 263-0603,08/04/2022 12:00:00 AM,117257,24-130705,07/31/2023 12:00:00 AM,MO ENVIOS INC,168 N HAYES AVE,,OXNARD,CA,93030,C,"168 N HAYES AVE
OXNARD, CA 93030
(34.20418, -119.175364)",1872
PRIVATE CATERING (BRANCH),,FRANKIE'S CATERING,345 S C ST,OXNARD,CA,93030,Yes,805 832-4168,06/27/2019 12:00:00 AM,112797,23-128611,05/31/2023 12:00:00 AM,FRANCISCO'S MEXICAN FOOD INC,1056 S G ST,,OXNARD,CA,93030,C,"345 S C ST
OXNARD, CA 93030
(34.199435, -119.181089)",1872
CONTRACTOR LOC OUTSIDE CITY,,AIZEN FIRE PROTECTION INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,800 989-2312,06/29/2012 12:00:00 AM,100034,23-130114,04/30/2023 12:00:00 AM,AIZEN FIRE PROTECTION INC,20942 OSBORNE ST #D,,CANOGA PARK,CA,91304,C,,
CONTRACTOR LOC OUTSIDE CITY,,ASPEN CONTRACTING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 654-0692,07/05/2012 12:00:00 AM,100067,23-111106,10/31/2022 12:00:00 AM,"HARDING, BRUCE",PO BOX 811,,VENTURA,CA,93002,S,,
MISC SERVICES,,FORNO STANZIA,1629 PACIFIC AVE,OXNARD,CA,93033,Yes,805 366-8693,08/08/2022 12:00:00 AM,117286,24-130747,07/31/2023 12:00:00 AM,"ACUNA, MARTIN., ET AL,",1251 N G ST #213,,OXNARD,CA,93030,S,"1629 PACIFIC AVE
OXNARD, CA 93033
(34.183454, -119.165172)",1872
CONTRACTOR LOC OUTSIDE CITY,,"SEASIDE ELECTRIC, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 641-3430,05/09/2010 12:00:00 AM,95920,23-098479,04/30/2023 12:00:00 AM,"SEASIDE ELECTRIC, INC",PO BOX 23557,,VENTURA,CA,93002,C,,
APARTMENT COMPLEX/RESIDENTIAL RENTAL,6,"NICHOLSON GROUP, LLC",510 LINDEN DR,OXNARD,CA,93033,Yes,805 969-0357,05/19/2000 12:00:00 AM,62921,23-056870,04/30/2023 12:00:00 AM,"NICHOLSON GROUP, LLC",PMB 529,1187 COAST VILLAGE RD #1,SANTA BARBARA,CA,93108,LL,"510 LINDEN DR
OXNARD, CA 93033
(34.175248, -119.182294)",1873
APARTMENT COMPLEX/RESIDENTIAL RENTAL,6,"NICHOLSON GROUP, LLC",520 LINDEN DR,OXNARD,CA,93033,Yes,805 680-6570,05/19/2000 12:00:00 AM,62920,23-056869,04/30/2023 12:00:00 AM,"NICHOLSON GROUP, LLC",PMB 529,1187 COAST VILLAGE RD #1,SANTA BARBARA,CA,93108,S,"520 LINDEN DR
OXNARD, CA 93033
(34.175367, -119.182437)",1873
CONTRACTOR LOC OUTSIDE CITY,,SMOKE GUARD CALIFORNIA INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,877 345-1276,08/24/2018 12:00:00 AM,111616,23-121972,09/30/2022 12:00:00 AM,SMOKE GUARD CALIFORNIA INC,287 N MAPLE GROVE RD,,BOISE,ID,83704,C,,
RESTAURANT/CAFE,,CHANOY MEXICAN GRILL,1980 N VENTURA RD,OXNARD,CA,93036,Yes,805 919-0305,03/01/2018 12:00:00 AM,112339,23-123032,03/31/2023 12:00:00 AM,"DOMINGUEZ, ADELAIDA G,ET AL",1980 N VENTURA RD,,OXNARD,CA,93036,S,"1980 N VENTURA RD
OXNARD, CA 93036
(34.22065, -119.194518)",1875
CONTRACTOR LOC INSIDE CITY,,MARTIN'S ROOTER & PLUMBING,1101 W SEVENTH ST,OXNARD,CA,93030,Yes,805 276-5516,08/23/2016 12:00:00 AM,111036,24-121108,08/31/2023 12:00:00 AM,MS&E CORPORATION,PO BOX 6486,,OXNARD,CA,93031,C,"1101 W SEVENTH ST
OXNARD, CA 93030
(34.195225, -119.190981)",1872
CONTRACTOR LOC OUTSIDE CITY,,WAHOO TILE ROOF CLEANINING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 987-4264,04/23/2012 12:00:00 AM,99639,24-130746,07/31/2023 12:00:00 AM,"SHIBATA, PATRICK",5068 ALTA COLINA ST,,CAMARILLO,CA,93012,S,,
APARTMENT COMPLEX/RESIDENTIAL RENTAL,3,JOANN CALDERA,1240 AZALEA ST,OXNARD,CA,93036,Yes,805 415-0518,08/22/2003 12:00:00 AM,113669,24-125273,07/31/2023 12:00:00 AM,"CALDERA, JOANN",2100 JASMINE ST,,OXNARD,CA,93036,S,"1240 AZALEA ST
OXNARD, CA 93036
(34.220995, -119.191453)",1875
PAINT/GLASS/WALLPAPER/DOORS/MISC,,PPG PAINTS,921 VENTURA BLVD,OXNARD,CA,93036,Yes,805 485-9556,09/02/2014 12:00:00 AM,105213,23-112191,04/30/2023 12:00:00 AM,PPG ARCHITECTURAL FINISHES INC,ATTN: PERMIT DEPT,400 BERTHA LAMME DR,CRANBERRY TOWNSHIP,PA,16066,C,"921 VENTURA BLVD
OXNARD, CA 93036
(34.227047, -119.164674)",1875
WASTEWATER PERMIT,,BUFFALO WILD WINGS,1600 E GONZALES RD,OXNARD,CA,93036,Yes,805 988-9464,05/09/2011 12:00:00 AM,97696,23-029102,06/30/2023 12:00:00 AM,"BLAZIN WINGS,INC",3 GLENLAKE PARKWAY,,ATLANTA,GA,30328,C,"1600 E GONZALES RD
OXNARD, CA 93036
(34.218845, -119.160802)",1872
CONTRACTOR LOC OUTSIDE CITY,,COVERALL ELECTRIC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 702-0909,05/10/2022 12:00:00 AM,116865,23-130092,04/30/2023 12:00:00 AM,COVERALL ELECTRIC,28348 CONSTELATION RD #850,,VALENCIA,CA,91355,C,,
CONTRACTOR LOC OUTSIDE CITY,,"LOW COST PLUMBING, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 448-4469,05/21/2007 12:00:00 AM,90014,23-129285,11/30/2022 12:00:00 AM,"LOW COST PLUMBING, INC",615 CHIQUITA RD,,SANTA BARBARA,CA,93103,C,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,BRANDOW & JOHNSTON,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,213 596-4500,09/15/2021 12:00:00 AM,115868,24-128512,08/31/2023 12:00:00 AM,B&J HBK INC,700 S FLOWER ST #1200,,LOS ANGELES,CA,90017,C,,
LAUNDRY:SELF CLEANING,,TOP SPIN,3530 SAVIERS RD,OXNARD,CA,93033,Yes,805 795-1872,11/21/2019 12:00:00 AM,113589,23-124902,10/31/2022 12:00:00 AM,RIDGE VIEW ENTERPRISES INC,3505 APPLE COURT,,SIMI VALLEY,CA,93065,C,"3530 SAVIERS RD
OXNARD, CA 93033
(34.167888, -119.17752)",1873
PUBLISHING,,GOLD COAST BOOKS,462 E OLIVE ST,OXNARD,CA,93033,Yes,805 890-6285,10/01/2011 12:00:00 AM,98761,23-102659,09/30/2022 12:00:00 AM,"PEDERSON, DONALD",3600 S HARBOR BLVD #183,,OXNARD,CA,93035,S,"462 E OLIVE ST
OXNARD, CA 93033
(34.175008, -119.1729)",1873
CONTRACTOR LOC INSIDE CITY,,NEW WAY ROOFING,2950 TAFFRAIL LN,OXNARD,CA,93035,Yes,805 815-3425,11/14/2013 12:00:00 AM,109351,23-118463,10/31/2022 12:00:00 AM,"COLLAZO, ALFREDO PADILLA",PO BOX 6899,,OXNARD,CA,93031,S,"2950 TAFFRAIL LN
OXNARD, CA 93035
(34.192886, -119.209095)",1874
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,OXNARD 26 LLC,246 W SIXTH ST,OXNARD,CA,93030,Yes,310 472-8500,08/26/2014 12:00:00 AM,105171,23-112600,05/31/2023 12:00:00 AM,OXNARD 26 LLC,11766 WILSHIRE BLVD #260,,LOS ANGELES,CA,90025,LL,"246 W SIXTH ST
OXNARD, CA 93030
(34.196387, -119.179484)",1872
SPORTING GOODS/FIREARM/BICYCLE SHOP,,WICKED BOXING LLC,970 S A ST,OXNARD,CA,93030,Yes,747 220-9960,01/10/2022 12:00:00 AM,117371,23-130850,12/31/2022 12:00:00 AM,WICKED BOXING LLC,10000 HANNA AVE,,CHATSWORTH,CA,91311,LL,"970 S A ST
OXNARD, CA 93030
(34.191479, -119.178663)",1872
COST OF OPERATIONS,,ROSTAR FILTERS,1212 COMMERCIAL AVE,OXNARD,CA,93030,Yes,805 278-5555,08/04/2022 12:00:00 AM,117263,24-130711,07/31/2023 12:00:00 AM,P.C. VAUGHAN MNFG CORP,1278 MERCANTILE AVE,,OXNARD,CA,93030,C,"1212 COMMERCIAL AVE
OXNARD, CA 93030
(34.188156, -119.171111)",1872
SECURITY ALARM SERVICE/MONITORING,,"A-1 ALERT ALARMS, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 498-4798,10/04/2007 12:00:00 AM,90873,23-091224,09/30/2022 12:00:00 AM,"A-1 ALERT ALARMS, INC",107 N REINO RD #349,,NEWBURY PARK,CA,91320,C,,
DENTIST,,"LUZ NEYLA DUNLAP DDS, INC",1253 SAVIERS RD,OXNARD,CA,93033,Yes,805 220-3469,09/19/2017 12:00:00 AM,109686,24-118968,08/31/2023 12:00:00 AM,"LUZ NEYLA DUNLAP DDS, INC",1253 SAVIERS RD,,OXNARD,CA,93033,C,"1253 SAVIERS RD
OXNARD, CA 93033
(34.187328, -119.177557)",1873
RESTAURANT/CAFE,,VINEYARD CAFE,2340 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 485-5595,09/03/2019 12:00:00 AM,113091,24-124126,07/31/2023 12:00:00 AM,VINEYARD CAFE,1972 NARANJA AVE,,OXNARD,CA,93036,C,"2340 N VINEYARD AVE
OXNARD, CA 93036
(34.228752, -119.203124)",1875
TOBACCO RETAILER PERMIT,,RED BARN LIQUOR,1712 SAVIERS RD,OXNARD,CA,93033,Yes,805 487-1688,06/16/1999 12:00:00 AM,58238,23-006167,06/30/2023 12:00:00 AM,YOBE JOBY INC,1712 SAVIERS RD,,OXNARD,CA,93033,C,"1712 SAVIERS RD
OXNARD, CA 93033
(34.182458, -119.177393)",1873
CONSULTANT,,EFNWEB LLC/TWO A.M. CREATIVE,1000 TOWN CENTER DR,OXNARD,CA,93036,Yes,805 815-1695,01/01/2007 12:00:00 AM,91945,23-130760,12/31/2022 12:00:00 AM,"EFNWEB, LLC",PO BOX 386,,OXNARD,CA,93032,LL,"1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)",1875
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,WABA GRILL,2721 S ROSE AVE,OXNARD,CA,93033,Yes,805 483-4833,06/05/2017 12:00:00 AM,109063,23-118023,04/30/2023 12:00:00 AM,KG PARTNERS INC,C/O KG PARTNERS INC,19360 RINALDI ST #471,NORTHRIDGE,CA,91326,C,"2721 S ROSE AVE
OXNARD, CA 93033
(34.174562, -119.160134)",1873
CONTRACTOR LOC OUTSIDE CITY,,FLUID RESOURCE MANAGEMENT,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 597-7100,05/16/2017 12:00:00 AM,109033,23-117975,04/30/2023 12:00:00 AM,ELLISON ENVIRONMENTAL INC,2385 PRECISION DR,,ARROYO GRANDE,CA,93420,C,,
CONTRACTOR LOC OUTSIDE CITY,,WE DO WINDOWS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 644-0545,09/17/1991 12:00:00 AM,23032,24-012398,08/31/2023 12:00:00 AM,"SEREXCEL, INC",1333 TOWER SQUARE #3,,VENTURA,CA,93003,C,,
APARTMENT COMPLEX/RESIDENTIAL RENTAL,3,RUBEN MORSELLA,1320 BENTON WAY,OXNARD,CA,93033,Yes,805 368-5653,06/14/1982 12:00:00 AM,10281,23-118629,05/31/2023 12:00:00 AM,"MORSELLA, MARIA TERESA",839 KINGFISHER WAY,,OXNARD,CA,93030-6780,S,"1320 BENTON WAY
OXNARD, CA 93033
(34.186124, -119.17949)",1873
MARINE SERVICES,,JM MARINA SERVICES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,310 661-1550,08/12/2022 12:00:00 AM,117295,24-130759,07/31/2023 12:00:00 AM,"PADILLA, MARISOL",13035 S VESTA AVE,,COMPTON,CA,90222,S,,
WHOLESALE,,J JUAREZ PRODUCE INC,731 PACIFIC AVE,OXNARD,CA,93030,Yes,805 240-1693,08/06/1981 12:00:00 AM,9328,24-129085,07/31/2023 12:00:00 AM,"J JUAREZ PRODUCE,INC",PO BOX 5182,,OXNARD,CA,93031,C,"731 PACIFIC AVE
OXNARD, CA 93030
(34.193843, -119.164814)",1872
TRANSPORTER,,UNION PACIFIC RAILROAD,273 E FIFTH ST,OXNARD,CA,93030,Yes,805 483-1164,09/27/1991 12:00:00 AM,23078,24-013299,08/31/2023 12:00:00 AM,SOUTHERN PACIFIC TRANSP. CO.,C/O MGR PAYROLL ACCOUNTING,1400 DOUGLAS ST STOP 1730,OMAHA,NE,68179-0007,C,"273 E FIFTH ST
OXNARD, CA 93030
(34.197589, -119.174601)",1872
FOOD SALES (TFF),,ME GUSTA GOURMET TAMALES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 897-7964,06/18/2015 12:00:00 AM,105416,23-112486,05/31/2023 12:00:00 AM,ME GUSTA GOURMET FOODS INC,13752 VAN NUYS BLVD,,PACOIMA,CA,91331,C,,
FAMILY APPAREL (BRANCH),,BLUE ZONE,2051 N ROSE AVE,OXNARD,CA,93036,Yes,805 981-9950,12/11/2015 12:00:00 AM,106303,23-113840,11/30/2022 12:00:00 AM,UNLIMITED TRADE CORP,2051 N ROSE AVE STE 200,,OXNARD,CA,93036,C,"2051 N ROSE AVE
OXNARD, CA 93036
(34.221122, -119.158357)",1875
APARTMENT COMPLEX/RESIDENTIAL RENTAL,3,DAVID & SANDRA GARCIA,430 N G ST,OXNARD,CA,93030,Yes,805 816-9961,06/26/2001 12:00:00 AM,67210,23-062027,05/31/2023 12:00:00 AM,"GARCIA, DAVID T,ET AL",PO BOX 1778,,CAMARILLO,CA,93012,S,"430 N G ST
OXNARD, CA 93030
(34.206899, -119.186984)",1872
DOCTOR,,ANACAPA CHIROPRACTIC,3600 S HARBOR BLVD,OXNARD,CA,93035,Yes,805 201-0500,07/10/2008 12:00:00 AM,92337,23-093329,06/30/2023 12:00:00 AM,ANACAPA CHIROPRACTIC INC,PMB 536,3600 S HARBOR BL,OXNARD,CA,93035,C,"3600 S HARBOR BLVD
OXNARD, CA 93035",
MARINE SERVICES,,SOUTH JETTY MARINE,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 218-6614,07/05/2017 12:00:00 AM,109971,23-119417,10/31/2022 12:00:00 AM,"PANTO, CHRISTOPHER JOHN",675 COUNTY SQUARE DR #64,,VENTURA,CA,93003,S,,
MISC OCCUPATION (EXEMPT),,TSA RETIREMENT SOLUTIONS,1111 ALMENDRA PL,OXNARD,CA,93036,Yes,805 612-0820,08/01/2010 12:00:00 AM,98250,24-101923,07/31/2023 12:00:00 AM,"MAYS, TIMOTHY R",1111 ALMENDRA PL,,OXNARD,CA,93036,S,"1111 ALMENDRA PL
OXNARD, CA 93036
(34.221555, -119.166694)",1875
REAL ESTATE AGENT OR BROKER,,WEICHART REALTORS SUPERIOR HOM,120 MAGNOLIA AVE,OXNARD,CA,93030,Yes,805 487-3880,11/01/2018 12:00:00 AM,111620,23-121974,09/30/2022 12:00:00 AM,WEICHART REALTORS SUPERIOR,120 MAGNOLIA AVE,,OXNARD,CA,93030,C,"120 MAGNOLIA AVE
OXNARD, CA 93030
(34.203975, -119.177806)",1872
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,CAMARILLO ELITE BASEBALL,3453 N OXNARD BLVD,OXNARD,CA,93036,Yes,818 674-1210,08/01/2022 12:00:00 AM,117290,24-130751,07/31/2023 12:00:00 AM,CAMARILLO ELITE BASEBALL,3453 N OXNARD BLVD,,OXNARD,CA,93036,C,"3453 N OXNARD BLVD
OXNARD, CA 93036
(34.250982, -119.17167)",1875
RETAIL SALES,,HAF-LIT CANDLES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 704-0628,03/16/2021 12:00:00 AM,115239,23-128122,06/30/2023 12:00:00 AM,"WHIPPO JR, RICHARD MEAD",3600 S HARBOR BLVD STE 129,,OXNARD,CA,93035,S,,
REGISTERED NON-PROFIT,,EASTER SEALS OF SOUTHERN CA,1889 N RICE AVE,OXNARD,CA,93030,Yes,714 834-1111,10/17/2016 12:00:00 AM,107832,24-116150,08/31/2023 12:00:00 AM,EASTER SEALS OF SOUTHERN CA,1063 MCGAW AVE STE 100,,IRVINE,CA,92614-5554,C,"1889 N RICE AVE
OXNARD, CA 93030
(34.218306, -119.142087)",1872
FAMILY APPAREL,,RAMIREZ CLOTHING,601 S A ST,OXNARD,CA,93030,Yes,805 575-3036,05/01/2021 12:00:00 AM,116686,23-129809,03/31/2023 12:00:00 AM,"CORTEZ, NINO CARIDAD",5211 PERKINS RD,,OXNARD,CA,93030,S,"601 S A ST
OXNARD, CA 93030
(34.196107, -119.178613)",1872
WASTEWATER PERMIT,,OCEAN VIEW JUNIOR HIGH SCHOOL,4300 OLDS RD,OXNARD,CA,93033,Yes,805 488-4441,03/22/1995 12:00:00 AM,28522,23-020167,06/30/2023 12:00:00 AM,OCEAN VIEW SCHOOL DISTRICT,C/O OCEAN VIEW SCHOOL DISTRICT,4200 OLDS RD,OXNARD,CA,93033,C,"4300 OLDS RD
OXNARD, CA 93033
(34.160803, -119.14884)",1873
DOCTOR:PHYSICIAN/SURGEON/MD,,ORTHOPEDIC & ARTHRITIC CENTER,500 E ESPLANADE DR,OXNARD,CA,93036,Yes,805 983-7578,06/16/1987 12:00:00 AM,16452,23-000601,05/31/2023 12:00:00 AM,ALI REZA BERENJI MD PROF CORP,"C/O ALI REZA BERENJI, MD",500 E ESPLANADE DR #815,OXNARD,CA,93030-2121,C,"500 E ESPLANADE DR
OXNARD, CA 93036
(34.229571, -119.172163)",1875
REGISTERED NON-PROFIT,,ALL SAINTS EPISCOPAL CHURCH,144 S C ST,OXNARD,CA,93030,Yes,805 483-2347,06/26/2002 12:00:00 AM,71573,23-067136,05/31/2023 12:00:00 AM,ALL SAINTS EPISCOPAL CHURCH,144 S C ST,,OXNARD,CA,93030,C,"144 S C ST
OXNARD, CA 93030
(34.201973, -119.181061)",1872
CONTRACTOR LOC OUTSIDE CITY,,ANMAC WATER TREATMENT SERVICE,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 340-4237,09/04/2012 12:00:00 AM,100426,24-105151,08/31/2023 12:00:00 AM,ANMAC WATER TREATMENT SRVC INC,5477 MARICOPA DR,,SIMI VALLEY,CA,93065,C,,
DOCTOR:CHIROPRACTIC,,KIMBERLY JOHNSON DR,3500 S HARBOR BLVD,OXNARD,CA,93035,Yes,805 901-9394,03/15/2022 12:00:00 AM,116935,23-130215,02/28/2023 12:00:00 AM,"JOHNSON, KIMBERLY",1013 HARBOR BLVD STE 80,,OXNARD,CA,93035,S,"3500 S HARBOR BLVD
OXNARD, CA 93035",
WASTEWATER PERMIT,,4 WAY MEAT MARKET EL RIO,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 485-2756,07/06/2018 12:00:00 AM,110994,23-029881,06/30/2023 12:00:00 AM,"4 WAY MEAT MARKET EL RIO, INC",2746 E VINEYARD AVE,,OXNARD,CA,93036,C,,
MISC REPAIRS,,JUAREZ PALLETS,950 MOUNTAIN VIEW AVE,OXNARD,CA,93030,Yes,805 732-5279,06/01/1995 12:00:00 AM,30229,23-059069,05/31/2023 12:00:00 AM,"JUAREZ, GUSTAVO MIRELES",1201 CESAR CHAVEZ DR,,OXNARD,CA,93030,S,"950 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.19355, -119.168375)",1872
CONTRACTOR LOC OUTSIDE CITY,,"M-N-Z JANITORIAL SERVICES, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,323 851-4115,02/17/2010 12:00:00 AM,95524,24-128589,08/31/2023 12:00:00 AM,"M-N-Z JANITORIAL SERVICES, INC",2109 W BURBANK BLVD,,BURBANK,CA,91506,C,,
ENTERTAINMENT @ OTHER LOCATIONS,,"COLLECTION AT RIVERPARK, THE",2751 PARK VIEW CT,OXNARD,CA,93036,Yes,805 278-9500,10/26/2012 12:00:00 AM,101700,23-107171,05/31/2023 12:00:00 AM,"SOCM I, LLC",C/O CENTERCAL PROPERTY MGMT CO,2751 PARKVIEW CT #261,OXNARD,CA,93036,C,"2751 PARK VIEW CT
OXNARD, CA 93036
(34.240315, -119.177482)",1875
GRAPHICS,,3RD WORLD UNLIMITED GRAPHICS &,720 ARCTURUS AVE,OXNARD,CA,93033,Yes,805 336-0844,05/03/2011 12:00:00 AM,97675,23-129584,04/30/2023 12:00:00 AM,"BISLIG, LORENZO",347 FIELD ST,,OXNARD,CA,93033,S,"720 ARCTURUS AVE
OXNARD, CA 93033
(34.148487, -119.171286)",1873
CONTRACTOR LOC OUTSIDE CITY,,C & K CONSTRUCTION AND DESIGN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 879-6160,08/28/2018 12:00:00 AM,111273,24-130717,07/31/2023 12:00:00 AM,C & K CONSTRUCTION & DSGN INC,31316 VIA COLINAS STE 117,,THOUSAND OAKS,CA,91362,C,,
BEAUTY SHOP:COSMETOLOGY BOARD EST,,FUSION A & M SALON INC,611 N A ST,OXNARD,CA,93030,Yes,805 985-6069,04/17/2018 12:00:00 AM,111070,23-121165,06/30/2023 12:00:00 AM,FUSION A & M SALON INC,611 N A ST,,OXNARD,CA,93030,C,"611 N A ST
OXNARD, CA 93030
(34.20813, -119.17848)",1872
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,MICHAEL BAKER INTERNATIONAL IN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 472-3505,07/01/2015 12:00:00 AM,105702,24-112944,07/31/2023 12:00:00 AM,MICHAEL BAKER INTERNATIONAL,100 ALRSIDE DR,,CORAOPOLIS,PA,15108,C,,
DOCTOR:PHYSICIAN/SURGEON/MD,,"LILIA FERNANDEZ COPPA, MD, INC",451 W GONZALES RD,OXNARD,CA,93036,Yes,805 981-7691,10/01/2008 12:00:00 AM,92726,23-094419,09/30/2022 12:00:00 AM,"LILIA FERNANDEZ COPPA, MD, INC",9554 CHAMBERLAIN ST,,VENTURA,CA,93004,C,"451 W GONZALES RD
OXNARD, CA 93036
(34.219179, -119.181712)",1875
CONTRACTOR LOC OUTSIDE CITY,,"L & H CONSULTING, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 647-5775,12/03/1996 12:00:00 AM,31380,23-023778,11/30/2022 12:00:00 AM,"L & H CONSULTING, INC",PO BOX 3498,,VENTURA,CA,93006-3498,C,,
HEALTH FOOD/DELICATESSEN/MINI-MART,,TIENDITA MI CORAZON,420 S D ST,OXNARD,CA,93030,Yes,805 263-8312,02/20/2017 12:00:00 AM,108647,23-117379,02/28/2023 12:00:00 AM,"MORENO, CARALAMPIO R,ET AL",420 S D ST #6,,OXNARD,CA,93030,P,"420 S D ST
OXNARD, CA 93030
(34.198566, -119.182349)",1872
MOBILE MECHANIC,,XPRESS EQUIPMENT REPAIR,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 796-0804,09/01/2013 12:00:00 AM,102147,24-107632,07/31/2023 12:00:00 AM,"ESTRADA, MARK A",1746-F S VICTORIA AVE,,VENTURA,CA,93003,S,,
DELIVERY ONLY,,FAMOUS TACO BAR CATERING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 890-0181,04/26/2017 12:00:00 AM,108947,23-117829,03/31/2023 12:00:00 AM,FAMOUS TACO BAR CATERING,604 E OLIVE ST,,OXNARD,CA,93033,C,,
CHECK CASHING (BRANCH),,4 WAY MEAT MARKET LA REYNA #1,508 E DATE ST,OXNARD,CA,93033,Yes,805 483-1545,07/26/2018 12:00:00 AM,111101,23-121213,06/30/2023 12:00:00 AM,"CARBAJAL JR, JOSE R",910 CORTE LA CIENEGA,,CAMARILLO,CA,93010,S,"508 E DATE ST
OXNARD, CA 93033
(34.183643, -119.171174)",1873
CATERING/ICE CREAM MOBILE VEHICLE (T-2),,ALEXANDER'S ICE CREAM,1664 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 670-5260,06/10/2019 12:00:00 AM,112740,23-123596,05/31/2023 12:00:00 AM,"GARCIA CAMPOS, FERNANDO",1664 S OXNARD BLVD,,OXNARD,CA,93030,S,"1664 S OXNARD BLVD
OXNARD, CA 93030
(34.183373, -119.169295)",1872
