"year","region","category","topic","indicator","age","sex","result","unit","_95_ci_l","_95_ci_u","se","rse_25","notes","sex_indicator","year_sex","sex_year"
"2018","ACT","Physical activity","Self-rated physical activity","4. Not very active","05 to 17","Female",,"Per cent",,,,,"Not published","Female _ 4. Not very active","2018 Female","Female 2018"
"2020","ACT","Physical activity","Self-rated physical activity","4. Not very active","05 to 17","Female",,"Per cent",,,,,"Not published","Female _ 4. Not very active","2020 Female","Female 2020"
"2018","ACT","Physical activity","Self-rated physical activity","5. Not at all active","05 to 17","Female",,"Per cent",,,,,"Not published","Female _ 5. Not at all active","2018 Female","Female 2018"
"2020","ACT","Physical activity","Self-rated physical activity","5. Not at all active","05 to 17","Female",,"Per cent",,,,,"Not published","Female _ 5. Not at all active","2020 Female","Female 2020"
"2011/12","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Person","24","Per cent","20.8","27.6","1.7",,,"Person _ Meets physical activity guideline","2011/12 Person","Person 2011/12"
"2013/14","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Person","23.3","Per cent","19.9","27.1","1.9",,,"Person _ Meets physical activity guideline","2013/14 Person","Person 2013/14"
"2015/16","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Person","24.2","Per cent","20.4","28.5","2.1",,,"Person _ Meets physical activity guideline","2015/16 Person","Person 2015/16"
"2018","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Person","18.4","Per cent","14.1","23.7","2.4",,,"Person _ Meets physical activity guideline","2018 Person","Person 2018"
"2020","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Person","21.1","Per cent","18.2","24.4","1.6",,,"Person _ Meets physical activity guideline","2020 Person","Person 2020"
"2011/12","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Male","25.5","Per cent","21","30.7","2.5",,,"Male _ Meets physical activity guideline","2011/12 Male","Male 2011/12"
"2013/14","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Male","24.8","Per cent","19.9","30.5","2.7",,,"Male _ Meets physical activity guideline","2013/14 Male","Male 2013/14"
"2015/16","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Male","26.5","Per cent","21","32.8","3",,,"Male _ Meets physical activity guideline","2015/16 Male","Male 2015/16"
"2018","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Male","20.3","Per cent","14.3","28.1","3.5",,,"Male _ Meets physical activity guideline","2018 Male","Male 2018"
"2020","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Male","24.2","Per cent","19.8","29.1","2.4",,,"Male _ Meets physical activity guideline","2020 Male","Male 2020"
"2011/12","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Female","22.5","Per cent","18.1","27.6","2.4",,,"Female _ Meets physical activity guideline","2011/12 Female","Female 2011/12"
"2013/14","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Female","21.7","Per cent","17.1","27.1","2.5",,,"Female _ Meets physical activity guideline","2013/14 Female","Female 2013/14"
"2015/16","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Female","21.9","Per cent","17","27.8","2.8",,,"Female _ Meets physical activity guideline","2015/16 Female","Female 2015/16"
"2018","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Female","16.6","Per cent","11","24.2","3.3",,,"Female _ Meets physical activity guideline","2018 Female","Female 2018"
"2020","ACT","Physical activity","Child physical activity guideline","Meets physical activity guideline","05 to 17","Female","18.1","Per cent","14.2","22.8","2.2",,,"Female _ Meets physical activity guideline","2020 Female","Female 2020"
"2018","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Person","13.5","Per cent","11.2","16","1.2",,,"Person _ 1.Very active","2018 Person","Person 2018"
"2019","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Person","18.5","Per cent","16.3","20.9","1.2",,,"Person _ 1. Very active","2019 Person","Person 2019"
"2020","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Person","15.8","Per cent","13.1","19.1","1.5",,,"Person _ 1. Very active","2020 Person","Person 2020"
"2018","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Person","29.1","Per cent","26.1","32.3","1.6",,,"Person _ 2. Active","2018 Person","Person 2018"
"2019","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Person","26.2","Per cent","23.8","28.9","1.3",,,"Person _ 2. Active","2019 Person","Person 2019"
"2020","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Person","29.2","Per cent","25.9","32.8","1.8",,,"Person _ 2. Active","2020 Person","Person 2020"
"2018","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Person","35.7","Per cent","32.5","39.1","1.7",,,"Person _ 3. Moderately active","2018 Person","Person 2018"
"2019","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Person","36.8","Per cent","34","39.7","1.5",,,"Person _ 3. Moderately active","2019 Person","Person 2019"
"2020","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Person","35.9","Per cent","32.3","39.7","1.9",,,"Person _ 3. Moderately active","2020 Person","Person 2020"
"2018","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Person","18.9","Per cent","16.3","21.8","1.4",,,"Person _ 4. Not very active","2018 Person","Person 2018"
"2019","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Person","15.9","Per cent","13.9","18.1","1.1",,,"Person _ 4. Not very active","2019 Person","Person 2019"
"2020","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Person","15.1","Per cent","12.7","17.8","1.3",,,"Person _ 4. Not very active","2020 Person","Person 2020"
"2018","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Person","2.9","Per cent","1.9","4.3","0.6",,,"Person _ 5. Not at all active","2018 Person","Person 2018"
"2019","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Person","2.6","Per cent","1.8","3.6","0.5",,,"Person _ 5. Not at all active","2019 Person","Person 2019"
"2020","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Person","4","Per cent","2.8","5.8","0.8",,,"Person _ 5. Not at all active","2020 Person","Person 2020"
"2018","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Male","15","Per cent","11.7","18.9","1.8",,,"Male _ 1. Very active","2018 Male","Male 2018"
"2019","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Male","22.7","Per cent","19.2","26.7","1.9",,,"Male _ 1. Very active","2019 Male","Male 2019"
"2020","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Male","18.7","Per cent","14.5","23.8","2.4",,,"Male _ 1. Very active","2020 Male","Male 2020"
"2018","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Male","34.3","Per cent","29.5","39.3","2.5",,,"Male _ 2. Active","2018 Male","Male 2018"
"2019","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Male","28.3","Per cent","24.5","32.4","2",,,"Male _ 2. Active","2019 Male","Male 2019"
"2020","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Male","35.5","Per cent","30.4","41","2.7",,,"Male _ 2. Active","2020 Male","Male 2020"
"2018","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Male","33","Per cent","28.3","38","2.5",,,"Male _ 3. Moderately active","2018 Male","Male 2018"
"2019","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Male","33.6","Per cent","29.5","37.9","2.2",,,"Male _ 3. Moderately active","2019 Male","Male 2019"
"2020","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Male","31.9","Per cent","26.9","37.4","2.7",,,"Male _ 3. Moderately active","2020 Male","Male 2020"
"2018","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Male","15.3","Per cent","12","19.5","1.9",,,"Male _ 4. Not very active","2018 Male","Male 2018"
"2019","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Male","13.6","Per cent","11","16.8","1.5",,,"Male _ 4. Not very active","2019 Male","Male 2019"
"2020","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Male","10.8","Per cent","8","14.5","1.6",,,"Male _ 4. Not very active","2020 Male","Male 2020"
"2018","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Male","2.5","Per cent","1.3","4.8","0.8","33",,"Male _ 5. Not at all active","2018 Male","Male 2018"
"2019","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Male","1.8","Per cent","0.9","3.4","0.6","33.7",,"Male _ 5. Not at all active","2019 Male","Male 2019"
"2020","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Male","3","Per cent","1.8","5.2","0.8","27.6",,"Male _ 5. Not at all active","2020 Male","Male 2020"
"2018","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Female","12","Per cent","9.1","15.6","1.6",,,"Female _ 1. Very active","2018 Female","Female 2018"
"2019","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Female","14.3","Per cent","11.8","17.2","1.4",,,"Female _ 1. Very active","2019 Female","Female 2019"
"2020","ACT","Physical activity","Self-rated physical activity","1. Very active","18+","Female","12.5","Per cent","9.3","16.6","1.8",,,"Female _ 1. Very active","2020 Female","Female 2020"
"2018","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Female","24.1","Per cent","20.4","28.2","2",,,"Female _ 2. Active","2018 Female","Female 2018"
"2019","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Female","24.3","Per cent","21.2","27.7","1.7",,,"Female _ 2. Active","2019 Female","Female 2019"
"2020","ACT","Physical activity","Self-rated physical activity","2. Active","18+","Female","23.1","Per cent","19","27.8","2.3",,,"Female _ 2. Active","2020 Female","Female 2020"
"2018","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Female","38.4","Per cent","34","43","2.3",,,"Female _ 3. Moderately active","2018 Female","Female 2018"
"2019","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Female","40","Per cent","36.2","43.9","2",,,"Female _ 3. Moderately active","2019 Female","Female 2019"
"2020","ACT","Physical activity","Self-rated physical activity","3. Moderately active","18+","Female","40","Per cent","34.9","45.2","2.6",,,"Female _ 3. Moderately active","2020 Female","Female 2020"
"2018","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Female","22.3","Per cent","18.6","26.5","2",,,"Female _ 4. Not very active","2018 Female","Female 2018"
"2019","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Female","18.1","Per cent","15.4","21.2","1.5",,,"Female _ 4. Not very active","2019 Female","Female 2019"
"2020","ACT","Physical activity","Self-rated physical activity","4. Not very active","18+","Female","19.3","Per cent","15.6","23.6","2",,,"Female _ 4. Not very active","2020 Female","Female 2020"
"2018","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Female","3.2","Per cent","1.9","5.3","0.8","25.8",,"Female _ 5. Not at all active","2018 Female","Female 2018"
"2019","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Female","3.3","Per cent","2.2","5","0.7",,,"Female _ 5. Not at all active","2019 Female","Female 2019"
"2020","ACT","Physical activity","Self-rated physical activity","5. Not at all active","18+","Female","5.1","Per cent","3.1","8.4","1.3","25.2",,"Female _ 5. Not at all active","2020 Female","Female 2020"
"2011/12","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Person","65.9","Per cent","63","68.7","1.5",,,"Person _ Meets physical activity guideline","2011/12 Person","Person 2011/12"
"2013/14","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Person","63.5","Per cent","60.3","66.6","1.6",,,"Person _ Meets physical activity guideline","2013/14 Person","Person 2013/14"
"2015/16","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Person","70.8","Per cent","67.6","73.8","1.6",,,"Person _ Meets physical activity guideline","2015/16 Person","Person 2015/16"
"2018","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Person","72.9","Per cent","69.7","75.9","1.6",,,"Person _ Meets physical activity guideline","2018 Person","Person 2018"
"2020","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Person","72.4","Per cent","68.8","75.8","1.8",,,"Person _ Meets physical activity guideline","2020 Person","Person 2020"
"2011/12","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Male","72.2","Per cent","68","76","2",,,"Male _ Meets physical activity guideline","2011/12 Male","Male 2011/12"
"2013/14","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Male","67.4","Per cent","62.6","71.8","2.4",,,"Male _ Meets physical activity guideline","2013/14 Male","Male 2013/14"
"2015/16","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Male","75.1","Per cent","70.5","79.2","2.2",,,"Male _ Meets physical activity guideline","2015/16 Male","Male 2015/16"
"2018","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Male","76.5","Per cent","71.7","80.7","2.3",,,"Male _ Meets physical activity guideline","2018 Male","Male 2018"
"2020","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Male","76.4","Per cent","71.2","81","2.5",,,"Male _ Meets physical activity guideline","2020 Male","Male 2020"
"2011/12","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Female","60","Per cent","55.9","63.9","2.1",,,"Female _ Meets physical activity guideline","2011/12 Female","Female 2011/12"
"2013/14","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Female","60.2","Per cent","55.8","64.4","2.2",,,"Female _ Meets physical activity guideline","2013/14 Female","Female 2013/14"
"2015/16","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Female","67","Per cent","62.5","71.1","2.2",,,"Female _ Meets physical activity guideline","2015/16 Female","Female 2015/16"
"2018","ACT","Physical activity","Adult physical activity guideline","Meets physical activity guideline","18+","Female","69.4","Per cent","64.9","73.5","2.2",,,"Female _ Meets physical activity guideline","2018 Female","Female 2018"
