"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Residential Clean Energy Grant Program","Solar PV","2014-06-03T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2013-12-13T00:00:00.000","2014-05-28T00:00:00.000","Award Complete","2014-08-21T00:00:00.000","1000.00","10.72","kW","41000","Purchased","Laurel","20723","Howard","
Laurel, Maryland 20723
(39.127289156000074, -76.85436724599998)"
"Residential Clean Energy Grant Program","Solar PV","2014-01-27T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2013-10-08T00:00:00.000","2013-11-07T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","1.44","kW","8847","Purchased","Stevensville","21666","Queen Anne's","
Stevensville, Maryland 21666
(38.93701702000004, -76.33129810399998)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-09T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2014-05-30T00:00:00.000","2014-06-03T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","3","ton","27589","Purchased","Prince Frederick","20678","Calvert","
Prince Frederick, Maryland 20678
(38.53302709900004, -76.59167690399994)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-12T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-27T00:00:00.000","2014-05-29T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3","kW","23721","Purchased","White Hall","21161","Baltimore","
White Hall, Maryland 21161
(39.65905699900003, -76.57396666099999)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-18T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-05-04T00:00:00.000","2014-05-30T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","84","sqft","12800","Purchased","White Marsh","21162","Baltimore","
White Marsh, Maryland 21162
(39.39265602200004, -76.41561728099998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-09T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-07T00:00:00.000","2014-05-07T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3","kW","25421","Purchased","Elkridge","21075","Howard","
Elkridge, Maryland 21075
(39.19726981500003, -76.75565741099996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-03-13T00:00:00.000","2014-05-20T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","5.8860000000000001","kW","27155","Purchased","Sparks","21152","Baltimore","
Sparks, Maryland 21152
(39.532339259000025, -76.66060607099996)"
"Residential Clean Energy Grant Program","Geothermal","2014-01-23T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2012-05-19T00:00:00.000","2013-05-31T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","3","ton","32432.40","Purchased","New Market","21774","Frederick","
New Market, Maryland 21774
(39.407459456000026, -77.29156604399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-19T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-06-02T00:00:00.000","2014-06-04T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","2","kW","17121","Purchased","Mount Airy","21771","Frederick","
Mount Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-17T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-04-25T00:00:00.000","2014-05-30T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","6.6","kW","22370","Purchased","Hagerstown","21742","Washington","
Hagerstown, Maryland 21742
(39.657966403000046, -77.68676601999994)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-18T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-04T00:00:00.000","2014-06-02T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","5.4","kW","23000","Purchased","White Marsh","21162","Baltimore","
White Marsh, Maryland 21162
(39.39265602200004, -76.41561728099998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-06-05T00:00:00.000","2014-06-05T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","1","kW","13321","Purchased","Forestville","20747","Prince George's","
Forestville, Maryland 20747
(38.85371892000006, -76.88926632999994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-12T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2013-12-27T00:00:00.000","2014-03-31T00:00:00.000","Award Complete","2014-08-21T00:00:00.000","3000.00","5","ton","15315.54","Purchased","Woodbine","21797","Howard","
Woodbine, Maryland 21797
(39.346698899000046, -77.06561706799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-18T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2014-03-17T00:00:00.000","2014-03-21T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","3","ton","16733","Purchased","Salisbury","21804","Wicomico","
Salisbury, Maryland 21804
(38.35614627000007, -75.57117849699995)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-17T00:00:00.000","2014-06-24T00:00:00.000","3000.00","2014-05-12T00:00:00.000","2014-05-16T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","6","ton","41712.1","Purchased","Mechanicsville","20659","St. Mary's","
Mechanicsville, Maryland 20659
(38.42874696700005, -76.72777985599998)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-13T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-04-15T00:00:00.000","2014-04-22T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","8.1","kW","29500","Purchased","Salisbury","21804","Wicomico","
Salisbury, Maryland 21804
(38.35614627000007, -75.57117849699995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-06-12T00:00:00.000","2014-06-24T00:00:00.000","500.00","2014-05-27T00:00:00.000","2014-05-29T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","500.00","48","sqft","10000","Purchased","Myersville","21773","Frederick","
Myersville, Maryland 21773
(39.531457223000075, -77.55382623099996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-09T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2013-12-27T00:00:00.000","2014-06-05T00:00:00.000","Award Complete","2014-08-21T00:00:00.000","1000.00","6.6","kW","23400","Purchased","Hagestown","21740","Washington","
Hagestown, Maryland 21740
(39.63407756300006, -77.73109811099994)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-16T00:00:00.000","2014-06-24T00:00:00.000","1000.00","2014-05-01T00:00:00.000","2014-06-09T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","6.25","kW","19375","Purchased","Ellicott City","21043","Howard","
Ellicott City, Maryland 21043
(39.25955981300007, -76.80313963099996)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-22T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2013-10-30T00:00:00.000","2013-10-31T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","6.37","kW","31850","Third party","Bowie","20715","Prince George's","
Bowie, Maryland 20715
(38.98123614100007, -76.74261804999998)"
"Residential Clean Energy Grant Program","Solar PV","2014-05-27T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2014-05-12T00:00:00.000","2014-05-12T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3","kW","25721","Purchased","District Heights","20747","Prince George's","
District Heights, Maryland 20747
(38.85371892000006, -76.88926632999994)"
"Residential Clean Energy Grant Program","Geothermal","2014-01-23T00:00:00.000","2014-06-23T00:00:00.000","3000.00","2013-06-23T00:00:00.000","2013-08-08T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","3.09","ton","28300","Purchased","Chester","21619","Queen Anne's","
Chester, Maryland 21619
(38.969369931000074, -76.28169986599994)"
"Residential Clean Energy Grant Program","Solar PV","2014-05-27T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2014-03-06T00:00:00.000","2014-03-06T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3","kW","22000","Purchased","Brunswick","21716","Frederick","
Brunswick, Maryland 21716
(39.31639683000003, -77.62323769399995)"
"Residential Clean Energy Grant Program","Solar PV","2013-11-22T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2013-06-04T00:00:00.000","2013-06-06T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","11.27","kW","57477","Third party","Bethesda","20817","Montgomery","
Bethesda, Maryland 20817
(39.00271784800003, -77.13874785599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-03T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2013-10-28T00:00:00.000","2013-12-17T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","2.65","kW","14900","Purchased","Parkville","21234","Baltimore City","
Parkville, Maryland 21234
(39.38873682700006, -76.54108800399996)"
"Residential Clean Energy Grant Program","Solar PV","2014-01-10T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2013-11-07T00:00:00.000","2013-12-16T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","7.98","kW","36000","Purchased","Glen Burnie","21061","Anne Arundel","
Glen Burnie, Maryland 21061
(39.15703940900005, -76.62936982599996)"
"Residential Clean Energy Grant Program","Geothermal","2014-03-27T00:00:00.000","2014-06-23T00:00:00.000","3000.00","2013-08-19T00:00:00.000","2014-03-21T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","6","ton","13677","Purchased","Glen Burnie","21060","Anne Arundel","
Glen Burnie, Maryland 21060
(39.16437812300006, -76.59467930199997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-06T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2014-04-01T00:00:00.000","2014-05-27T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","11.475","kW","36812","Purchased","Baltimore","21222","Baltimore","
Baltimore, Maryland 21222
(39.26548640100003, -76.50503749399996)"
"Residential Clean Energy Grant Program","Solar PV","2014-05-27T00:00:00.000","2014-06-23T00:00:00.000","1000.00","2014-03-12T00:00:00.000","2014-04-14T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","1000.00","3.24","kW","15500","Purchased","Catonsville","21228","Baltimore","
Catonsville, Maryland 21228
(39.277209226000025, -76.73836863399998)"
"Residential Clean Energy Grant Program","Geothermal","2014-04-28T00:00:00.000","2014-06-23T00:00:00.000","3000.00","2012-12-01T00:00:00.000","2013-04-22T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","6","ton","43050","Purchased","Mount Airy","21771","Frederick","
Mount Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Geothermal","2014-03-31T00:00:00.000","2014-06-23T00:00:00.000","3000.00","2013-11-05T00:00:00.000","2013-12-02T00:00:00.000","Award Complete","2014-07-08T00:00:00.000","3000.00","4","ton","29740","Purchased","Boyds","20841","Montgomery","
Boyds, Maryland 20841
(39.18835820800007, -77.32613925299995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-20T00:00:00.000","2014-06-20T00:00:00.000","500.00","2013-12-27T00:00:00.000","2013-12-27T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","500.00","45100","BTUs/hr","4726.93","Purchased","Bryantown","20317","Charles","
Bryantown, Maryland 20317
(38.93609587900005, -77.01250806599995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-20T00:00:00.000","2014-06-20T00:00:00.000","700.00","2014-02-12T00:00:00.000","2014-02-20T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","52000","BTUs/hr","6036.15","Purchased","Bel Air","21014","Harford","
Bel Air, Maryland 21014
(39.53617589900006, -76.34920821699995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-20T00:00:00.000","2014-06-20T00:00:00.000","700.00","2014-05-02T00:00:00.000","2014-05-02T00:00:00.000","Award Complete","2014-07-22T00:00:00.000","700.00","43000","BTUs/hr","4653.28","Purchased","Oxon Hill","20745","Prince George's","
Oxon Hill, Maryland 20745
(38.809838709000076, -76.99032681299997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-19T00:00:00.000","2014-06-19T00:00:00.000","700.00","2014-05-14T00:00:00.000","2014-05-14T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","700.00","41000","BTUs/hr","3338","Purchased","Charlotte Hall","20622","St. Mary's","
Charlotte Hall, Maryland 20622
(38.46958567300004, -76.82696764099995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-19T00:00:00.000","2014-06-19T00:00:00.000","700.00","2014-01-23T00:00:00.000","2014-01-24T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","700.00","34000","BTUs/hr","3528.42","Purchased","Vienna","21869","Dorchester","
Vienna, Maryland 21869
(38.46671797000005, -75.88607842499994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-11T00:00:00.000","2014-06-18T00:00:00.000","700.00","2014-05-28T00:00:00.000","2014-05-28T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","700.00","50000","BTUs/hr","4299","Purchased","Hagerstown","21740","Washington","
Hagerstown, Maryland 21740
(39.63407756300006, -77.73109811099994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-13T00:00:00.000","2014-06-18T00:00:00.000","500.00","2014-04-05T00:00:00.000","2014-04-05T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","500.00","66700","BTUs/hr","4334","Purchased","Westminster","21158","Carroll","
Westminster, Maryland 21158
(39.62980642200006, -77.03027913899996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-13T00:00:00.000","2014-06-18T00:00:00.000","700.00","2014-05-27T00:00:00.000","2014-05-27T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","700.00","50000","BTUs/hr","5073.91","Purchased","Darlington","21034","Harford","
Darlington, Maryland 21034
(39.64994986800008, -76.22854741399993)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-06-13T00:00:00.000","2014-06-18T00:00:00.000","500.00","2014-01-14T00:00:00.000","2014-01-14T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","500.00","35000","BTUs/hr","3365.5","Purchased","Myersville","21773","Frederick","
Myersville, Maryland 21773
(39.531457223000075, -77.55382623099996)"
"Residential Clean Energy Grant Program","Solar PV","2013-08-19T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2013-06-01T00:00:00.000","2013-07-25T00:00:00.000","Award Complete","2014-06-19T00:00:00.000","1000.00","6","kW","22900","Third party","Pikesville","21208","Baltimore","
Pikesville, Maryland 21208
(39.37660991700005, -76.72958737799996)"
"Residential Clean Energy Grant Program","Geothermal","2014-04-29T00:00:00.000","2014-06-17T00:00:00.000","3000.00","2014-02-18T00:00:00.000","2014-02-19T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","3000.00","4","ton","11712.6","Purchased","Salisbury","21804","Wicomico","
Salisbury, Maryland 21804
(38.35614627000007, -75.57117849699995)"
"Residential Clean Energy Grant Program","Solar PV","2013-04-26T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2013-03-28T00:00:00.000","2013-03-29T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","1000.00","3.19","kW","16269","Third party","Milford Mill","21244","Baltimore","
Milford Mill, Maryland 21244
(39.33537581400003, -76.76320903099997)"
"Residential Clean Energy Grant Program","Solar PV","2013-07-16T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2013-06-26T00:00:00.000","2013-06-27T00:00:00.000","Award Complete","2014-06-19T00:00:00.000","1000.00","6.62","kW","33736.5","Third party","Capitol Heights","20743","Prince George's","
Capitol Heights, Maryland 20743
(38.88332578700005, -76.90317903799996)"
"Residential Clean Energy Grant Program","Solar PV","2013-01-02T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2012-11-13T00:00:00.000","2012-11-16T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","1000.00","3.84","kW","19104","Third party","Chevy Chase","20815","Montgomery","
Chevy Chase, Maryland 20815
(38.97794697200004, -77.08250610499994)"
"Residential Clean Energy Grant Program","Solar PV","2014-05-07T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2014-03-10T00:00:00.000","2014-03-31T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","1000.00","2.08","kW","11999","Purchased","Baltimore","21212","Baltimore","
Baltimore, Maryland 21212
(39.36430920600003, -76.60998675699994)"
"Residential Clean Energy Grant Program","Geothermal","2013-12-12T00:00:00.000","2014-06-17T00:00:00.000","3000.00","2012-08-13T00:00:00.000","2012-12-21T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","3000.00","3","ton","21051","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Solar PV","2013-01-02T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2012-10-11T00:00:00.000","2012-10-12T00:00:00.000","Award Complete","2014-07-03T00:00:00.000","1000.00","3.36","kW","16716","Third party","Bethesda","20814","Montgomery","
Bethesda, Maryland 20814
(38.99252881000007, -77.09917789099995)"
"Residential Clean Energy Grant Program","Solar PV","2013-07-01T00:00:00.000","2014-06-17T00:00:00.000","1000.00","2013-06-05T00:00:00.000","2013-06-11T00:00:00.000","Award Complete","2014-06-19T00:00:00.000","1000.00","5.15","kW","26265","Third party","Silver Spring","20910","Montgomery","
Silver Spring, Maryland 20910
(38.99796875700008, -77.03249943699996)"
