"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Thyroid Disorders","X65.74","104965"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Osteoporosis","X65.74","16339"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Vitamin D Deficiency","X65.74","60852"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Endocrine, Metabolic and Nutritional Disorders - Other","X65.74","182814"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Fluid and Electrolyte Disorders","X65.74","56500"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Hypertension","X65.74","851454"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Chest Pain/Angina","X65.74","66340"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Acute MI","X65.74","9280"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Coronary Artery Disease","X65.74","289590"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Heart Failure","X65.74","79042"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Valvular Disease","X65.74","43450"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Atrial Fibrillation/Flutter","X65.74","85262"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Arrhythmia/Conduction Disorder - Other","X65.74","80128"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cardiac Conditions - Other","X65.74","18921"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cerebrovascular Accident/TIA","X65.74","68698"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Cerebrovascular Disease - Other","X65.74","31661"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Pecondition Aortic Aneurysm","X65.74","28780"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Pulmonary Embolism or Deep Vein Thrombosis","X65.74","23521"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Vascular Disease - Other","X65.74","99766"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Circulatory System Conditions - Other","X65.74","52387"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Chronic Obstructive Pulmonary Disease","X65.74","171003"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Asthma","X65.74","37047"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Sarcoidosis","X65.74","1937"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Pneumonia","X65.74","24202"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Respiratory System Infections - Other","X65.74","79062"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Allergic and other chronic sinusitis/rhinitis","X65.74","100861"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Dyspnea, cough and other respiratory symptoms","X65.74","95442"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","RESPIRATORY","Respiratory Conditions - Other","X65.74","80707"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Esophageal disorders","X65.74","263004"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Nausea and vomiting","X65.74","12776"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastroduodenal ulcer","X65.74","13376"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastric/Duodenal Disorders - Other","X65.74","26422"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastrointestinal hemorrhage","X65.74","23505"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Polyp, colorectal","X65.74","120444"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Diverticulosis and diverticulitis","X65.74","49824"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Inflammatory Bowel Disease","X65.74","9049"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Diarrhea/constipation and functional bowel disorders","X65.74","53797"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hernia","X65.74","41151"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hemorrhoids","X65.74","36715"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Hepatitis C","X65.74","18313"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Liver disease - Other","X65.74","41730"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Biliary tract disease","X65.74","11432"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Pancreatic disorders","X65.74","6887"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","GASTROINTESTINAL","Gastrointestinal System Disorders - Other","X65.74","67584"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Renal failure or Nephropathy","X65.74","112372"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Calculus of urinary tract","X65.74","27733"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Hematuria","X65.74","31171"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Kidney/Ureter Diseases - Other","X65.74","25377"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis)","X65.74","33223"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Incontinence","X65.74","30830"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Symptoms - Other","X65.74","34742"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","URINARY","Urinary Conditions - Other","X65.74","46105"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Male genital disorders","X65.74","220443"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","STIs","X65.74","4351"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Vaginitis/ cervicitis/ and other pelvic inflammatory conditions","X65.74","396"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Cervical Dysplasia/ASCUS","X65.74","99"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Endometriosis","X65.74","12"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menstrual disorders","X65.74","125"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Fibroids","X65.74","79"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ovarian cyst at least once, FY13","X65.74","120"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Polycystic ovaries","X65.74",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Benign Gynecologic Neoplasms - Other","X65.74","117"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Prolapse of female genital organs","X65.74","377"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Female Reproductive Organ Disorders - Other","X65.74","3134"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Sexual Dysfunction","X65.74","132819"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Contraceptive Care Management","X65.74","197"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Infertility","X65.74","33"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menopausal disorders","X65.74","2008"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Miscarriage","X65.74",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ectopic pregnancy","X65.74",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy or Delivery - Normal","X65.74",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy with Obstetrical Complications or Prolonged","X65.74","201"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by DM","X65.74",
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by HTN","X65.74","72"
