"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"30XB08","T006093","CONSTR: The School of Medicine & BioMedical Sciences � Shell & Fitout","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-12-12T00:00:00.000","2019-02-28T00:00:00.000","241231677.00","0.00","241226677.00","5000.00","3","N","0","L.P. Ciminelli Construction Inc.","2421 Main Street",,"Buffalo","NY","14214","USA","POINT (-78.844112 42.93462)"
"291031","T006370","DESIGN: Site Improvements for ADA Accessibility Ph1","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-11-21T00:00:00.000","2026-10-19T00:00:00.000","754135.00","0.00","668439.77","85695.23","0","N","0","M.J. Engineering and Land Surveying, P.C.","1533 Crescent Road",,"Clifton Park","NY","12065","USA","POINT (-73.771888 42.819305)"
"02X383","T005694","CONSTR: Replace Roofs, Exterior Envelope Improvements, Various Buildings, Ph I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2010-04-22T00:00:00.000","2012-08-26T00:00:00.000","1722360.00","84743.00","1722360.00","0.00","12","N","1","Allied Builders, Inc.","250 State Street",,"Brockport","NY","14420","USA","POINT (-77.92765 43.214448)"
"08X496","T006106","DESIGN: Replace Plaza Deck, Haggerty Administration & Student Union Bldgs 39 and 38","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-01-21T00:00:00.000","2024-04-03T00:00:00.000","221471.39","0.00","221471.39","0.00","0","N","0","Hoffmann Architects, Inc.","462 Seventh Avenue",,"New York","NY","10018","USA","POINT (-73.990002 40.751854)"
"20X205","T005553","DESIGN: Building Commissioning - Gateway Bldg","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-10-01T00:00:00.000","2015-05-31T00:00:00.000","185789.05","73634.86","185789.05","0.00","21","N","1","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"21X164","T006217","DESIGN: Replace Campus Steam Distribution","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-02-15T00:00:00.000","2016-03-31T00:00:00.000","2532.10","0.00","2532.10","0.00","5","N","1","Ramboll Americas Engineering Solutions, Inc.","333 West Washington St",,"Syracuse","NY","13202","USA","POINT (-76.155894 43.049616)"
"141056","D006596","CONSTR: Construct Infrastructure Riser BSB","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-09-18T00:00:00.000","2022-12-30T00:00:00.000","3937200.00","0.00","3645603.00","291597.00","2","N","1","Stalco Construction Inc.","1316 Motor Parkway",,"Islandia","NY","11749","USA","POINT (-73.194062 40.806518)"
"13XC96","T005784","DESIGN: CM Services - Mech Sys Upgrd Life Sci","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-04-05T00:00:00.000","2022-06-30T00:00:00.000","1228203.35","325061.67","1228098.50","104.85","11","N","3","Jacobs Project Management Co.","Suite 245","1305 Franklin Avenue","Garden City","NY","11530","USA",
"141042","D006607","CONSTR: Replace Exterior Doors- BSB and HSEB","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-01-08T00:00:00.000","2023-03-16T00:00:00.000","949997.00","0.00","213924.00","736073.00","4","N","0","Pro Con Group, Inc.","520 Industrial Loop",,"Staten Island","NY","10309","USA","POINT (-74.231326 40.548013)"
"311019","T006520","CONSTR: Rehabilitate Campus Ring Road Phase 1","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-08-22T00:00:00.000","2021-01-01T00:00:00.000","1902172.00","0.00","1902172.00","0.00","0","N","0","Pioneer Landscaping & Asphalt Paving Inc.","168 Townline Road",,"Kings Park","NY","11754","USA","POINT (-73.286446 40.879308)"
"151119","T006354","DESIGN: Replace Canopy at ED Entrance - University Hospital","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2020-09-18T00:00:00.000","2027-09-18T00:00:00.000","674110.52","0.00","235467.00","438643.52","0","N","0","HBT Architects","2 Elton Street",,"Rochester","NY","14118","USA","POINT (-77.580115 43.154897)"
"29X410","T005376","DESIGN: Performing Arts Center Roof Replacement","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-02-08T00:00:00.000","2017-02-06T00:00:00.000","375479.88","28634.17","375479.88","0.00","0","N","0","San Fanandre Justin Architects P.C.","2nd Floor","200 Sunrise Highway","Rockville Centre","NY","11570","USA",
"09X347","T005365","DESIGN: Replace Windows - Alumni/Willsbach/Mills Halls","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-11-25T00:00:00.000","2017-04-14T00:00:00.000","208551.30","1041.83","208551.30","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"12X342","T005355","DESIGN: Rehab HVAC Knowles and Lehman Dining","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-27T00:00:00.000","2020-06-12T00:00:00.000","201489.55","8131.52","201489.55","0.00","0","N","0","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"061032","T006370","DESIGN: Program Study, College Circle","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2018-11-26T00:00:00.000","2026-10-19T00:00:00.000","32000.00","0.00","32000.00","0.00","0","N","0","M.J. Engineering and Land Surveying, P.C.","1533 Crescent Road",,"Clifton Park","NY","12065","USA","POINT (-73.771888 42.819305)"
"23X213","T005577","DESIGN: Rehab/Replace Pedestrian Foot Bridge","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-11-16T00:00:00.000","2018-02-03T00:00:00.000","138885.32","34800.78","138885.32","0.00","0","N","0","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"011008","T006448","CONSTR: Rehab Toilet Rooms for ADA - Library,Performing Arts & Computer Center","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-06-29T00:00:00.000","2020-08-14T00:00:00.000","1601511.00","0.00","1601511.00","0.00","2","N","0","Wainschaf Associates, Inc.","589 Third Avenue Ext",,"Rensselaer","NY","12144","USA","POINT (-73.703176 42.644169)"
"251026","T006639","DESIGN: Renovate Farnsworth Hall","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-06-03T00:00:00.000","2026-06-09T00:00:00.000","890206.00","0.00","267458.61","622747.39","15","N","4","Jacobs Project Management Co.","500 7th Avenue","17th Floor","New York","NY","10018","USA","POINT (-73.989053 40.753144)"
"221033","T006640","DESIGN: Renovate Agricultural Science Building - Phase 1","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-04-30T00:00:00.000","2026-06-23T00:00:00.000","4512000.00","0.00","408721.29","4103278.71","32","N","2","Ellenzweig Architects of New York, P.C.","10th Floor","105 Madison Avenue","New York","NY","10016","USA",
"141011","T006438","DESIGN: Renovate Pharmacy UHB Basement","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2019-07-03T00:00:00.000","2027-10-20T00:00:00.000","260.00","0.00","260.00","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"031003","T006259","CONSTR: Renovate B-Wing at Buckham Hall Exterior Rehab","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-06-22T00:00:00.000","2018-01-18T00:00:00.000","1395147.00","0.00","1395147.00","0.00","5","N","0","Rodems Construction Corp.","3555 North Buffalo Road",,"Orchard Park","NY","14127","USA","POINT (-78.750029 42.787061)"
"26X290","T005998","CONSTR: Construct School of Business","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-09-10T00:00:00.000","2016-03-13T00:00:00.000","19472263.00","626005.00","19472263.00","0.00","10","N","0","Stalco Construction Inc.","1316 Motor Parkway",,"Islandia","NY","11749","USA","POINT (-73.194062 40.806518)"
"24X268","D005545","CONSTR: Library Basement Repair","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-06-26T00:00:00.000","2010-12-28T00:00:00.000","437938.00","0.00","437938.00","0.00","3","N","0","Bennett Contracting, Inc.","693 South Pearl Street",,"Albany","NY","12202","USA","POINT (-73.766397 42.629208)"
"12X374","T006356","DESIGN: Replace Fire Alarm System, Corridor Ceilings & Lighting - Crane Music Complex","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2018-03-13T00:00:00.000","2027-02-06T00:00:00.000","153859.34","0.00","153859.34","0.00","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"061014","T006104","DESIGN: Reconstruct Mechanical Room & Pool at Merritt & Schrader Halls","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-07-26T00:00:00.000","2023-07-25T00:00:00.000","565576.00","0.00","494710.44","70865.56","0","N","0","M/E Engineering, P.C.","Suite 320","60 Lakefront Boulevard","Buffalo","NY","14202","USA",
"29X7A7","T005402","CONSTR: Job Order Contracting Program - New York City","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-06-02T00:00:00.000","2014-01-21T00:00:00.000","98260.00","82371.00","98260.00","0.00","0","N","0","JEMCO Electrical Contractors, Inc.","271 42nd Street",,"Brooklyn","NY","11433","USA","POINT (-74.010479 40.652508)"
"01XA49","T005736","DESIGN: Construction Management Services - Relocate University Data Center","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-11-15T00:00:00.000","2015-11-08T00:00:00.000","1377182.50","486405.25","1377182.50","0.00","16","N","0","LeChase Construction Services, LLC","205 Indigo Creek Drive",,"Rochester","NY","14626","USA","POINT (-77.692163 43.184897)"
"141095","T006369","DESIGN:  Study R-22 Units for Replace/Upgrade  UHB","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2020-09-21T00:00:00.000","2026-04-19T00:00:00.000","103004.93","0.00","103004.93","0.00","0","N","0","RMF Engineering, Inc., P.C.","1A Pine West Plaza",,"Albany","NY","12205","USA","POINT (-73.864588 42.710592)"
"271048","T006738","DESIGN: Renovate Crawford Science Laboratories, Ph. I, Building 16","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-04-25T00:00:00.000","2027-04-25T00:00:00.000","1467317.83","0.00","0.00","1467317.83","45","N","5","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"05X287","T005383","CONSTR: Campus Wide Satellite Boilers","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-03-24T00:00:00.000","2010-10-02T00:00:00.000","5825417.00","70078.00","5825417.00","0.00","4","N","0","MLP Plumbing & Mechanical, Inc.","Suite 300","3198 Union Road","Cheektowaga","NY","14227","USA",
"02X392","T006066","CONSTR: JOCs - Rochester Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-23T00:00:00.000","2018-02-11T00:00:00.000","100123.00","0.00","112174.00","-12051.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"08X441","D005347","CONSTR: Replace/Repair Roofs - Various Bldgs Elting Gymnasium & Lecture Center","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-01-11T00:00:00.000","2010-06-15T00:00:00.000","682086.00","0.00","682086.00","0.00","11","N","0","BBR Contracting Corp.","163 22nd Street",,"Brooklyn","NY","11232","USA","POINT (-73.996854 40.662507)"
"02X366","T005573","DESIGN: Special Events Receation Center - Construction Manager","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-11-30T00:00:00.000","2014-10-21T00:00:00.000","1874065.76","406850.68","1874065.76","0.00","11","N","0","Gilbane Building Company","7 Southwoods Boulevard","3rd Floor","Albany","NY","12211","USA","POINT (-73.770732 42.683397)"
"111046","T006578","DESIGN: Replace Roof - Field House","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-09-13T00:00:00.000","2023-09-14T00:00:00.000","466289.52","0.00","188284.16","278005.36","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"08X475","T006472","CONSTR: Job Order Contracting - NYC Region","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-01-29T00:00:00.000","2023-04-01T00:00:00.000","46430.00","0.00","46430.00","0.00","3","N","1","Volmar Construction, Inc","4400 Second Avenue",,"Brooklyn","NY","11232","USA","POINT (-74.013635 40.652263)"
"28X358","T005524","CONSTR: Kapoor Hall Renovation","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-05-04T00:00:00.000","2014-12-31T00:00:00.000","49239857.00","3569255.00","49239857.00","0.00","5","N","1","The Pike Company Inc","One Circle Street",,"Rochester","NY","14607","USA",
"09X420","T006232","CONSTR: Rehab North Quad","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-04-05T00:00:00.000","2017-11-01T00:00:00.000","1520209.00","0.00","1520209.00","0.00","5","N","0","R.B. Robinson Contracting Inc","535 Ithaca Road","P.O. Box 121","Candor","NY","13743","USA",
"06X323","T004917","DESIGN: ADA/Elevator Upgrades - Various Bldgs.","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-12-27T00:00:00.000","2012-01-31T00:00:00.000","301460.63","0.00","301460.63","0.00","0","N","0","Fontanese Folts Aubrecht Ernst Architects, P.C.","6395 West Quaker Street",,"Orchard Park","NY","14127","USA","POINT (-78.747302 42.766453)"
"141044","T006507","CONSTR: Replace Main Cooling Tower - UHB","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-05-30T00:00:00.000","2021-03-15T00:00:00.000","5476599.00","0.00","5476599.00","0.00","5","N","3","Dynamic US Inc.","2900 Westchester Avenue","Suite 207","Purchase","NY","10577","USA","POINT (-73.698761 41.009992)"
"801801","T006360","DESIGN: Architectural Services - Mosaic Associates  - Master Term Agreement","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2017-06-30T00:00:00.000","2020-09-26T00:00:00.000","973202.23","0.00","0.00","973202.23","86","N","19","Mosaic Associates Architects","The Frear Building","2 Third Street, Suite 440","Troy","NY","12180","USA",
"07XA35","T005601","DESIGN: Rehab University Union North Ph 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-12-10T00:00:00.000","2017-05-17T00:00:00.000","1231169.88","132766.92","1231169.88","0.00","35","N","1","Holt Architects, P.C.","217 North Aurora Street",,"Ithaca","NY","14850","USA","POINT (-76.495722 42.44107)"
"12X345","T005976","CONSTR: Rehabilitate Ice Arena Maxcy Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-06-29T00:00:00.000","2016-03-17T00:00:00.000","8732347.00","3135321.00","8732347.00","0.00","3","N","0","Bette & Cring, LLC","18438 U.S. Route 11",,"Watertown","NY","13601","USA","POINT (-75.934329 43.933537)"
"111037","D006655","CONSTR: Renovate Nursing Lab and Electrical Panel Upgrade  Hawkins Hall","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-06-17T00:00:00.000","2023-04-13T00:00:00.000","541000.00","0.00","390547.00","150453.00","1","N","0","Murnane Building Contractors, Inc.","P.O. Box 3048","104 Sharron Avenue","Plattsburgh","NY","12901","USA",
