"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0000425","Dolomite Products - Gates Quarry","Gates (T)","Monroe","8","Mine Dewatering","Groundwater","2013","2.32",,"43.14853155","-77.68304318","POINT (-77.68304318 43.14853155)"
"WWR0000987","Michael McKay Farms","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2019","0.32",,"40.94950957","-72.64142718","POINT (-72.64142718 40.94950957)"
"WWR0000301","Clinton, Vg","Kirkland (T)","Oneida","6","Public Water Supply","Groundwater","2014","0.44","0.49","43.0503723","-75.37816171","POINT (-75.37816171 43.0503723)"
"WWR0000729","Heuvelton, Vg","Oswegatchie (T)","St. Lawrence","6","Public Water Supply","Groundwater","2014","0.1","0.19","44.61917392","-75.40844397","POINT (-75.40844397 44.61917392)"
"WWR0000887","Lake Meadows Water","North Greenbush (T)","Rensselaer","4","Public Water Supply","Groundwater; Purchase","2010","0.03",,"42.662451","-73.64396841","POINT (-73.64396841 42.662451)"
"WWR0001240","Polkville Crushed Stone","Cortlandville (T)","Cortland","7","Mine Dewatering","Groundwater; Surface Water","2011","0.33","0.72","42.58567955","-76.13300763","POINT (-76.13300763 42.58567955)"
"WWR0000981","Merrell Farms, LLC","Butler (T)","Wayne","8","Agricultural","Groundwater","2018","0.16","0.16","43.18442874","-76.79807001","POINT (-76.79807001 43.18442874)"
"WWR0000922","Lockport Town & Country Club","Lockport (C)","Niagara","9","Recreational - Golf Course","Surface Water","2012","0.1","0.38","43.17922265","-78.6640975","POINT (-78.6640975 43.17922265)"
"WWR0001814","DeLea Sod Farms - Scorells","Huntington (T)","Suffolk","1","Agricultural","Groundwater","2020","0.72","0.96","40.85870552","-73.33462821","POINT (-73.33462821 40.85870552)"
"WWR0001048","Mount Kisco Country Club","Mount Kisco (T)","Westchester","3","Recreational - Golf Course","Surface Water","2018","0.08","0.27","41.18111789","-73.73953026","POINT (-73.73953026 41.18111789)"
"WWR0000283","Chester, Vg","Chester (T)","Orange","3","Public Water Supply","Groundwater; Surface Water","2017","0.46","0.61","41.36192011","-74.27285046","POINT (-74.27285046 41.36192011)"
"WWR0000247","Cavallaro Farms","Goshen (T)","Orange","3","Agricultural","Groundwater","2018","0","0","41.32913362","-74.40477193","POINT (-74.40477193 41.32913362)"
"WWR0000640","Greenport Water District #1","Greenport (T)","Columbia","4","Public Water Supply","Groundwater","2019","0.63","1","42.25643114","-73.75874438","POINT (-73.75874438 42.25643114)"
"WWR0000914","Links at Union Vale","Union Vale (T)","Dutchess","3","Recreational - Golf Course","Groundwater; Surface Water","2016","0.08","0.38","41.67706558","-73.73272282","POINT (-73.73272282 41.67706558)"
"WWR0001498","Sunrise Farms","Catskill (T)","Greene","4","Agricultural","Surface Water","2021","0","0","42.22414301","-73.9665918","POINT (-73.9665918 42.22414301)"
"WWR0000516","Fishkill, Vg","Fishkill (T)","Dutchess","3","Public Water Supply","Groundwater","2009","1.39","1.9","41.53543088","-73.90274297","POINT (-73.90274297 41.53543088)"
"WWR0001630","Wallkill Water District #1","Wallkill (T)","Orange","3","Public Water Supply","Groundwater","2016","3.4","4.65","41.43814341","-74.37258339","POINT (-74.37258339 41.43814341)"
"WWR0000132","Black River, Vg","Le Ray (T)","Jefferson","6","Public Water Supply","Groundwater; Surface Water","2017","0.21","0.33","44.01233546","-75.7948364","POINT (-75.7948364 44.01233546)"
"WWR0001266","Bear Mountain Water Supply","Highlands (T)","Orange","3","Public Water Supply","Surface Water","2013","0.12","0.32","41.31108764","-74.0241266","POINT (-74.0241266 41.31108764)"
"WWR0001760","North Castle Water District #4","North Castle (T)","Westchester","3","Public Water Supply","Groundwater","2018","0.34","0.7","41.12227593","-73.70991199","POINT (-73.70991199 41.12227593)"
"WWR0000876","Knolls Atomic Power Lab - Knolls Site","Niskayuna (T)","Schenectady","4","Industrial","Surface Water","2012","3.3","4.3","42.82203916","-73.86733813","POINT (-73.86733813 42.82203916)"
"WWR0000333","Corbett Hill Gravel Products","Randolph (T)","Cattaraugus","9","Mine Dewatering","Groundwater; Surface Water","2018","0.33","0.38","42.10985298","-78.94490232","POINT (-78.94490232 42.10985298)"
"WWR0001002","Millbrook, Vg","Washington (T)","Dutchess","3","Public Water Supply","Groundwater","2010","0.19","0.35","41.79159599","-73.66509407","POINT (-73.66509407 41.79159599)"
"WWR0001352","Salem Golf Club","North Salem (T)","Westchester","3","Recreational - Golf Course","Surface Water","2017","0.02","0.12","41.35163133","-73.5758991","POINT (-73.5758991 41.35163133)"
"WWR0000134","Blackhead Mountain Lodge & Country Club","Cairo (T)","Greene","4","Recreational - Golf Course","Groundwater; Surface Water","2017","0.02","0.18","42.26497358","-74.05277643","POINT (-74.05277643 42.26497358)"
"WWR0001157","Owego, Tn  Water District #5 (RT 38)","Owego (T)","Tioga","7","Public Water Supply","Groundwater","2021","0.04","0.07","42.06002731","-76.14655314","POINT (-76.14655314 42.06002731)"
"WWR0001522","Tan Tara Golf Club","Pendleton (T)","Niagara","9","Recreational - Golf Course","Surface Water","2020","0.12","0.32","43.06504145","-78.80613715","POINT (-78.80613715 43.06504145)"
"WWR0000029","Alden, Vg","Alden (T)","Erie","9","Public Water Supply","Groundwater","2015","0.23","0.39","42.90017408","-78.49129616","POINT (-78.49129616 42.90017408)"
"WWR0000684","Hanson Aggregates - Jamesville Quarry","Dewitt (T)","Onondaga","7","Industrial","Surface Water; Purchase","2018","0.61","1.28","43.00584244","-76.07089738","POINT (-76.07089738 43.00584244)"
"WWR0000854","Kinderhook, Vg","Kinderhook (T)","Columbia","4","Public Water Supply","Groundwater","2011","0.12","0.25","42.39563126","-73.69742933","POINT (-73.69742933 42.39563126)"
"WWR0000283","Chester, Vg","Chester (T)","Orange","3","Public Water Supply","Groundwater; Surface Water","2011","0.44","0.77","41.36192011","-74.27285046","POINT (-74.27285046 41.36192011)"
"WWR0000147","Bonduelle USA - Oakfield Facility","Oakfield (T)","Genesee","8","Industrial","Surface Water","2011","0.19","1.06","43.06318477","-78.27518447","POINT (-78.27518447 43.06318477)"
"WWR0000186","Burrows Paper Corporation","Little Falls (C)","Herkimer","6","Industrial","Surface Water; Purchase","2009","0.71","1.37","43.03300619","-74.87259705","POINT (-74.87259705 43.03300619)"
"WWR0000453","Dutchess Golf & Country Club","Poughkeepsie (T)","Dutchess","3","Recreational - Golf Course","Groundwater; Surface Water","2015","0.02","0.11","41.66867726","-73.92898847","POINT (-73.92898847 41.66867726)"
"WWR0000384","Crown Point, Tn","Crown Point (T)","Essex","5","Public Water Supply","Surface Water","2012","0.09","0.22","43.94886098","-73.41503517","POINT (-73.41503517 43.94886098)"
"WWR0000676","Hanson Aggregates - Bath Sand & Gravel","Bath (T)","Steuben","8","Mine Dewatering","Groundwater; Surface Water","2013","0","0","42.35246384","-77.33459764","POINT (-77.33459764 42.35246384)"
"WWR0000216","Canaseraga, Vg","Burns (T)","Allegany","9","Public Water Supply","Groundwater; Surface Water","2010","0.08","0.1","42.46131516","-77.77752522","POINT (-77.77752522 42.46131516)"
"WWR0001279","Reagans Mill Water Co","Dover (T)","Dutchess","3","Public Water Supply","Groundwater","2019","0.05","0.12","41.663418","-73.55616103","POINT (-73.55616103 41.663418)"
"WWR0001540","Tilcon - Clinton Point Quarry","Poughkeepsie (T)","Dutchess","3","Mine Dewatering","Surface Water","2009","21.12","34.25","41.62608123","-73.93656033","POINT (-73.93656033 41.62608123)"
"WWR0001660","Wellsville Country Club","Wellsville (T)","Allegany","9","Recreational - Golf Course","Surface Water","2019","0.08","0.23","42.13109991","-77.9597919","POINT (-77.9597919 42.13109991)"
"WWR0000812","Omega Wire - Sherrill Operations","Sherrill (C)","Oneida","6","Industrial","Surface Water","2014","0","0","43.05713494","-75.60296477","POINT (-75.60296477 43.05713494)"
"WWR0000462","Lake Isle Country Club (Town of Eastchester Golf Course)","Eastchester (T)","Westchester","3","Recreational - Golf Course","Surface Water","2019","0.11","0.23","40.96681679","-73.80590183","POINT (-73.80590183 40.96681679)"
"WWR0001098","Niagara County Water District","Niagara Falls (C)","Niagara","9","Public Water Supply","Surface Water","2014","17","34","43.07471266","-78.94049615","POINT (-78.94049615 43.07471266)"
"WWR0001391","Schodack Water District #1","Schodack (T)","Rensselaer","4","Public Water Supply","Groundwater","2015","0.03","0.13","42.56532241","-73.68374375","POINT (-73.68374375 42.56532241)"
"WWR0001618","Waccabuc Country Club","Lewisboro (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2015","0.11","0.54","41.2893533","-73.59486934","POINT (-73.59486934 41.2893533)"
"WWR0001388","Schmitt Farms - Roanoke Ave","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2014","0.12","2.85","40.96991048","-72.70293484","POINT (-72.70293484 40.96991048)"
"WWR0001340","Rowlands Hollow Water Works","Milton (T)","Saratoga","5","Public Water Supply","Groundwater","2014","0.14",,"43.06207684","-73.85366906","POINT (-73.85366906 43.06207684)"
"WWR0000581","Gernatt - Collins","Collins (T)","Erie","9","Mine Dewatering","Surface Water","2021","1.72","1.9","42.50377304","-78.94133342","POINT (-78.94133342 42.50377304)"
"WWR0000676","Hanson Aggregates - Bath Sand & Gravel","Bath (T)","Steuben","8","Mine Dewatering","Groundwater; Surface Water","2015","0","0","42.35246384","-77.33459764","POINT (-77.33459764 42.35246384)"
"WWR0000377","Cranesville - Watertown","Watertown (T)","Jefferson","6","Mine Dewatering","Surface Water","2020","0.31","0.43","43.9454283","-75.87754775","POINT (-75.87754775 43.9454283)"
"WWR0001402","Scio Water Dept","Amity (T)","Allegany","9","Public Water Supply","Groundwater; Surface Water","2017","0.06","0.14","42.17144308","-77.97857319","POINT (-77.97857319 42.17144308)"
"WWR0001934","Country Club at Otterkill","Hamptonburgh (T)","Orange","3","Recreational - Golf Course","Groundwater; Surface Water","2019","0.12","0.14","41.46450401","-74.22688411","POINT (-74.22688411 41.46450401)"
"WWR0000296","Ox Specialty Paper","Champion (T)","Jefferson","6","Industrial","Surface Water","2021","0.33","1.21","43.97846195","-75.61749643","POINT (-75.61749643 43.97846195)"
"WWR0001509","Syracuse Sand & Gravel - Gang Mills","Erwin (T)","Steuben","8","Industrial","Surface Water","2015","0","0","42.12946842","-77.13541466","POINT (-77.13541466 42.12946842)"
"WWR0001021","Monroe Golf Club","Pittsford (T)","Monroe","8","Recreational - Golf Course","Groundwater; Surface Water","2020","0.15","0.4","43.09637934","-77.49655596","POINT (-77.49655596 43.09637934)"
"WWR0001655","Troy Sand & Gravel - Weir Sand & Gravel Mine","Schaghticoke (T)","Rensselaer","4","Mine Dewatering","Surface Water","2018","0.21","0.36","42.89086784","-73.61901225","POINT (-73.61901225 42.89086784)"
"WWR0001097","Newton Water Works (Homer, Vg)","Homer (T)","Cortland","7","Public Water Supply","Groundwater","2020","0.49","0.6","42.63480878","-76.1781474","POINT (-76.1781474 42.63480878)"
"WWR0001720","Windham Country Club","Windham (T)","Greene","4","Recreational - Golf Course","Surface Water","2011","0.03","0.09","42.30380735","-74.23349011","POINT (-74.23349011 42.30380735)"
"WWR0001346","St. Lawrence University Golf Course","Canton (T)","St. Lawrence","6","Recreational - Golf Course","Surface Water","2012","0.04","0.08","44.59620176","-75.14948501","POINT (-75.14948501 44.59620176)"
"WWR0001004","Minard & Sons","Plattekill (T)","Ulster","3","Agricultural","Groundwater","2013","0.01",,"41.69386414","-74.05352433","POINT (-74.05352433 41.69386414)"
"WWR0001575","Tully, Vg","Tully (T)","Onondaga","7","Public Water Supply","Groundwater","2016","0.14","0.18","42.79160599","-76.11567708","POINT (-76.11567708 42.79160599)"
"WWR0001041","Morton Salt, Inc","Gainesville (T)","Wyoming","9","Industrial","Surface Water; Purchase","2016","0.32","0.76","42.65774473","-78.08059146","POINT (-78.08059146 42.65774473)"
"WWR0001551","Tivoli, Vg","Red Hook (T)","Dutchess","3","Public Water Supply","Groundwater","2015","0.07",,"42.05149462","-73.91133043","POINT (-73.91133043 42.05149462)"
"WWR0000068","Arkport, Vg","Hornellsville (T)","Steuben","8","Public Water Supply","Groundwater; Surface Water","2015","0.1","0.11","42.39301793","-77.69470598","POINT (-77.69470598 42.39301793)"
"WWR0001269","RE Ginna Nuclear Power Plant","Ontario (T)","Wayne","8","Power - Nuclear","Surface Water","2020","450","511","43.2776805","-77.30976409","POINT (-77.30976409 43.2776805)"
"WWR0001857","Transit Valley Country Club","Amherst (T)","Erie","9","Recreational - Golf Course","Groundwater; Surface Water","2021","0.14","0.35","43.01246688","-78.6987054","POINT (-78.6987054 43.01246688)"
"WWR0001382","Sauquoit Water District","Paris (T)","Oneida","6","Public Water Supply","Groundwater","2021","0.17","0.2","42.98703935","-75.2585223","POINT (-75.2585223 42.98703935)"
"WWR0001015","Mohawk Valley Water Authority","Russia (T)","Herkimer","6","Public Water Supply","Surface Water","2016","19.3","23.95","43.10178425","-75.23631912","POINT (-75.23631912 43.10178425)"
"WWR0001673","West Valley Demonstration Project","Ashford (T)","Cattaraugus","9","Institutional","Surface Water","2015","0.04","0.31","42.4498186","-78.65458127","POINT (-78.65458127 42.4498186)"
"WWR0000877","Knowlton Technologies, LLC","Watertown (C)","Jefferson","6","Industrial","Surface Water","2012","0.55","0.69","43.97590087","-75.90693409","POINT (-75.90693409 43.97590087)"
"WWR0000101","Batavia, City","Batavia (C)","Genesee","8","Public Water Supply","Groundwater; Surface Water","2012","2.63","3.92","42.99818748","-78.18488887","POINT (-78.18488887 42.99818748)"
"WWR0000555","Friendship Dairies LLC","Friendship (T)","Allegany","9","Industrial","Groundwater","2016","0.49","0.69","42.21381345","-78.11536609","POINT (-78.11536609 42.21381345)"
"WWR0001631","Walter Zilnicki","Riverhead (T)","Suffolk","1","Agricultural","Groundwater","2020","0.05",,"40.964353","-72.70972252","POINT (-72.70972252 40.964353)"
"WWR0000769","Hume, Tn","Hume (T)","Allegany","9","Public Water Supply","Groundwater","2010","0.07","0.1","42.46615873","-78.11200058","POINT (-78.11200058 42.46615873)"
"WWR0000256","Centennial Golf Club","Carmel (T)","Putnam","3","Recreational - Golf Course","Groundwater; Surface Water","2010","0.13","0.2","41.43033945","-73.65467772","POINT (-73.65467772 41.43033945)"
"WWR0000636","Greene,Vg","Greene (T)","Chenango","7","Public Water Supply","Groundwater","2015","0.32","0.38","42.32970394","-75.77127031","POINT (-75.77127031 42.32970394)"
"WWR0000145","Bolivar, Vg","Bolivar (T)","Allegany","9","Public Water Supply","Groundwater","2012","0.17","0.42","42.0676015","-78.16748024","POINT (-78.16748024 42.0676015)"
"WWR0000256","Centennial Golf Club","Carmel (T)","Putnam","3","Recreational - Golf Course","Groundwater; Surface Water","2015","0.06","0.38","41.43033945","-73.65467772","POINT (-73.65467772 41.43033945)"
"WWR0001740","Woodstock, Tn","Woodstock (T)","Ulster","3","Public Water Supply","Groundwater","2012","0.13","0.41","42.03890749","-74.1231961","POINT (-74.1231961 42.03890749)"
"WWR0000193","NYSDEC Caledonia Fish Hatchery","Caledonia (T)","Livingston","8","Other","Surface Water","2010","7.26","8.79","42.98603752","-77.85965148","POINT (-77.85965148 42.98603752)"
"WWR0001082","New Hope View Farm","Homer (T)","Cortland","7","Agricultural","Groundwater","2016","0.04",,"42.69280611","-76.15494957","POINT (-76.15494957 42.69280611)"
"WWR0001380","Hanson Aggregates - Greene Concrete Plant (WF Saunders)","Greene (T)","Chenango","7","Industrial","Groundwater","2019","0","0","42.35537944","-75.70420586","POINT (-75.70420586 42.35537944)"
"WWR0000377","Cranesville - Watertown","Watertown (T)","Jefferson","6","Mine Dewatering","Surface Water","2018","0.43","0.43","43.9454283","-75.87754775","POINT (-75.87754775 43.9454283)"
"WWR0001971","Hartwick Water District","Hartwick","Otsego","4","Public Water Supply","Groundwater","2021","0.03",,"42.65985854","-75.0489669","POINT (-75.0489669 42.65985854)"
"WWR0000574","Genesee Valley Park Golf Course","Rochester (C)","Monroe","8","Recreational - Golf Course","Surface Water","2019","0.02","0.11","43.11441349","-77.6510458","POINT (-77.6510458 43.11441349)"
"WWR0000982","Merritt Park Water","Fishkill (T)","Dutchess","3","Public Water Supply","Groundwater","2019","0.12","0.21","41.52560683","-73.92208633","POINT (-73.92208633 41.52560683)"
"WWR0001515","Syracuse, City","Skaneateles (T)","Onondaga","7","Public Water Supply","Surface Water","2019","40.03","43.57","43.05001844","-76.14910611","POINT (-76.14910611 43.05001844)"
"WWR0000503","Fair Haven, Vg","Sterling (T)","Cayuga","7","Public Water Supply","Groundwater","2014","0.2","0.33","43.31960356","-76.69850911","POINT (-76.69850911 43.31960356)"
"WWR0000835","Johnstown, City","Johnstown (T)","Fulton","5","Public Water Supply","Surface Water","2021","1.75","2.43","43.00650728","-74.37000077","POINT (-74.37000077 43.00650728)"
