"name","url","agency","category","granularity","filter_value","rows","latitude","longitude","georeference"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","SUFFERN","1668","41.112401","-74.149803","POINT (-74.149803 41.112401)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","County","HERKIMER","109","43.4197021","-74.962498","POINT (-74.962498 43.4197021)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","County","DUTCHESS","125","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"All Payer Inpatient Quality Indicators (IQI) Composite Measures by Hospital (SPARCS): Beginning 2009","http://health.data.ny.gov/d/ba3n-bkk4","Health, Department of","Health","County","DELAWARE","48","42.198088","-74.9664661","POINT (-74.9664661 42.198088)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","RUSSELL","2365","44.428045","-75.149553","POINT (-75.149553 44.428045)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","BALDWIN","421","40.663003","-73.61071","POINT (-73.61071 40.663003)"
"All Payer Inpatient Quality Indicators (IQI) Area Measures by Patient County (SPARCS): Beginning 2009","http://health.data.ny.gov/d/6tyy-ar6y","Health, Department of","Health","County","LIVINGSTON","28","42.7280752","-77.7754919","POINT (-77.7754919 42.7280752)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","BRUTUS","731","43.048811","-76.563036","POINT (-76.563036 43.048811)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","County","HAMILTON","1001","43.6611216","-74.4973553","POINT (-74.4973553 43.6611216)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","ENDICOTT","21","42.096973","-76.065435","POINT (-76.065435 42.096973)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","ELLINGTON","5","42.215868","-79.108075","POINT (-79.108075 42.215868)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","MORRIS","43","42.548682","-75.245229","POINT (-75.245229 42.548682)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","HOOSICK","2","42.862478","-73.328057","POINT (-73.328057 42.862478)"
"Boats For Hire Near NYS Canal System","http://data.ny.gov/d/ibtm-q4dj","Canal Corporation","Transportation","Municipality","ITHACA","5","42.422372","-76.461572","POINT (-76.461572 42.422372)"
"AOT (Assisted Outpatient Treatment) Court Orders","http://data.ny.gov/d/r4sv-k333","Mental Health, Office of","Human Services","County","WAYNE","1","43.1603","-77.1999","POINT (-77.1999 43.1603)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","CAMILLUS","163","43.038991","-76.3076","POINT (-76.3076 43.038991)"
"Assembled Workers' Compensation Claims:  Beginning 2000","http://data.ny.gov/d/jshw-gkgu","Workers' Compensation Board","Government & Finance","County","ONTARIO","32266","42.8528478","-77.299821","POINT (-77.299821 42.8528478)"
"Current Season Spring Trout Stocking","http://data.ny.gov/d/d9y2-n436","Environmental Conservation, Department of","Recreation","County","MONROE","22","43.15","-77.683","POINT (-77.683 43.15)"
"Combined Sewer Overflows (CSOs): Beginning 2013","http://data.ny.gov/d/ephi-ffu6","Environmental Conservation, Department of","Energy & Environment","County","CAYUGA","9","43.0103267","-76.5743582","POINT (-76.5743582 43.0103267)"
"All Payer Patient Safety Indicators (PSI) Volume Measures by Hospital: Calendar Year 2015","http://health.data.ny.gov/d/8hr6-ev4v","Health, Department of","Health","County","BROOME","1","42.1602172","-75.8196184","POINT (-75.8196184 42.1602172)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","HANCOCK","30","41.95498","-75.282432","POINT (-75.282432 41.95498)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","CANASERAGA","1","42.465234","-77.777221","POINT (-77.777221 42.465234)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","NORTH HUDSON","3","43.951597","-73.735061","POINT (-73.735061 43.951597)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","OXFORD","1","42.442134","-75.597522","POINT (-75.597522 42.442134)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","BUSTI","1","42.038067","-79.283549","POINT (-79.283549 42.038067)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","Municipality","PAWLING","15","41.56191","-73.601135","POINT (-73.601135 41.56191)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","EDMESTON","1","42.697753","-75.244014","POINT (-75.244014 42.697753)"
"Bridge Conditions, NYS Department of Transportation","http://data.ny.gov/d/wpyb-cjy8","Transportation, Department of","Transportation","County","SCHOHARIE","173","42.5882193","-74.4421176","POINT (-74.4421176 42.5882193)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","BALDWINSVILLE","6","43.158652","-76.332664","POINT (-76.332664 43.158652)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","Municipality","LIBERTY","6","41.797587","-74.744154","POINT (-74.744154 41.797587)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","MALONE","14","44.848892","-74.29167","POINT (-74.29167 44.848892)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","MORAVIA","1","42.712572","-76.421568","POINT (-76.421568 42.712572)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","KINDERHOOK","774","42.394081","-73.708409","POINT (-73.708409 42.394081)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","CEDARHURST","199","40.626757","-73.727972","POINT (-73.727972 40.626757)"
"County Emergency Management Offices","http://data.ny.gov/d/jwkb-x5v6","Homeland Security and Emergency Services, Division of","Public Safety","County","CHENANGO","1","42.4935106","-75.6115785","POINT (-75.6115785 42.4935106)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","Municipality","NEWFANE","6","43.28389","-78.707307","POINT (-78.707307 43.28389)"
"All Payer Potentially Preventable Emergency Visit (PPV) Rates by Patient County (SPARCS): Beginning 2011","http://health.data.ny.gov/d/f8ue-xzy3","Health, Department of","Health","County","TIOGA","6","42.1702975","-76.3063168","POINT (-76.3063168 42.1702975)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","AURORA","1","42.753982","-76.70241","POINT (-76.70241 42.753982)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","CRAWFORD","1","41.655602","-74.328598","POINT (-74.328598 41.655602)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","FRIENDSHIP","1","42.207973","-78.133696","POINT (-78.133696 42.207973)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","FAIRPORT","4","43.098535","-77.441969","POINT (-77.441969 43.098535)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","NEWBURGH","2","41.500705","-74.021352","POINT (-74.021352 41.500705)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","CHESTER","31","41.362161","-74.27415","POINT (-74.27415 41.362161)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","GEORGETOWN","18","42.768381","-75.73665","POINT (-75.73665 42.768381)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","PAVILION","2","42.876072","-78.02272","POINT (-78.02272 42.876072)"
"Child Welfare and Community Services Funded Programs","http://data.ny.gov/d/ahjq-dbec","Children and Family Services, Office of","Human Services","Municipality","GARDEN CITY","3","40.728121","-73.63508","POINT (-73.63508 40.728121)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","DEWITT","4","43.035033","-76.066773","POINT (-76.066773 43.035033)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","County","LIVINGSTON","4195","42.7280752","-77.7754919","POINT (-77.7754919 42.7280752)"
"Adult Care Facility Quarterly Statistical Information Report: 2013-Present","http://health.data.ny.gov/d/h5s5-hcxg","Health, Department of","Health","County","TIOGA","32","42.1702975","-76.3063168","POINT (-76.3063168 42.1702975)"
"All Payer Patient Safety Indicators (PSI) by Hospital: Beginning 2009","http://health.data.ny.gov/d/72ts-vhkq","Health, Department of","Health","County","MADISON","268","42.9127746","-75.6696659","POINT (-75.6696659 42.9127746)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","COLD SPRING","1","41.420041","-73.954774","POINT (-73.954774 41.420041)"
"County Seats","http://data.ny.gov/d/4xc7-bukh","Information Technology Services, Office of","Government & Finance","Municipality","HUDSON","1","42.251775","-73.787882","POINT (-73.787882 42.251775)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","HIGHLAND FALLS","32","41.368093","-73.96587","POINT (-73.96587 41.368093)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","SPRINGVILLE","11","42.508671","-78.667422","POINT (-78.667422 42.508671)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","PORT JERVIS","1015","41.375775","-74.685055","POINT (-74.685055 41.375775)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","ATTICA","6","42.864011","-78.280509","POINT (-78.280509 42.864011)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","WAVERLY","2","42.009476","-76.529309","POINT (-76.529309 42.009476)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","LYNDONVILLE","3","43.32126","-78.388775","POINT (-78.388775 43.32126)"
"Adult Arrests 18 and Older by County:  Beginning 1970","http://data.ny.gov/d/rikd-mt35","Criminal Justice Services, Division of","Public Safety","County","BRONX","52","40.849116","-73.8529523","POINT (-73.8529523 40.849116)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","LONG BEACH","494","40.589406","-73.665937","POINT (-73.665937 40.589406)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","County","CAYUGA","67","43.0103267","-76.5743582","POINT (-76.5743582 43.0103267)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","FRANKLINVILLE","1","42.337191","-78.457883","POINT (-78.457883 42.337191)"
"Bird Conservation Areas","http://data.ny.gov/d/9yjx-h3yi","Environmental Conservation, Department of","Recreation","Municipality","MINERVA","1","43.78748","-73.98103","POINT (-73.98103 43.78748)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","RICHMOND","2","42.790065","-77.516695","POINT (-77.516695 42.790065)"
"Community Health Indicator Reports (CHIRS): Latest Data","http://health.data.ny.gov/d/54ci-sdfi","Health, Department of","Health","County","TOMPKINS","349","42.4520163","-76.4736586","POINT (-76.4736586 42.4520163)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","County","SENECA","1","42.7810814","-76.8237786","POINT (-76.8237786 42.7810814)"
