"facility_name","location_address","location_address2","city","state","zip_code","county","region","phone_number","owner_name","owner_type","activity_desc","activity_number","active","east_coordinate","north_coordinate","accuracy_code","waste_types","authorization_number","authorization_issue_date","expiration_date","georeference"
"Town of Trenton Transfer Station","224 Veteran's Way",,"Trenton (T)","NY","13304","Oneida","6","3158962615","Town of Trenton","Municipal","Transfer facility - registration","[33T10025]","Yes","484637","4789620","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;Sludge (Industrial);Metals (Ferrous & Non-Ferrous);Single Stream;MSW (Residential/Institutional & Commercial);Commingled Paper & Containers;Commingled Plastics;Electronics;Waste Tires","33T10025","2021-07-29T00:00:00.000","2026-07-28T00:00:00.000","224 Veteran's Way
Trenton (T), NY 13304
(43.261247, -75.18742)"
"McNeilly Wood Products Inc","120 Neelytown Road",,"Campbell Hall","NY","10916","Orange","3","8454579651","McNeilly Wood Products","Private","C&D processing - registration","[36W05]","Yes","562713","4591475",,"Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard;Wood (Unadulterated)","36W05",,,"120 Neelytown Road
Campbell Hall, NY 10916
(41.473512, -74.250526)"
"Tyrone (T) Recycling Center","435 County Road 23","3600 State Route 226","Tyrone","NY","14837","Schuyler","8","6072923152","Town of Tyrone","Municipal","RHRF - 5 tpd or less - registration","[49R10003]","Yes","328966","4698771","1 - No accuracy stated","Commingled Containers;Commingled Paper;Container Glass;Magazines;Newspaper;Office Paper;Waste Tires","49R10003","2018-05-10T00:00:00.000","2023-05-09T00:00:00.000","435 County Road 23
Tyrone, NY 14837
(42.421741, -77.076972)"
"Lake George Transfer Station","70 Transfer Road","PO Box 392","Lake George","NY","12845","Warren","5","5186682742","Town of Lake George","Municipal","Transfer facility - registration","[57T10003]","Yes","603017","4805828",,"Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Metals (Ferrous & Non-Ferrous);Electronics","57T10003","2018-11-01T00:00:00.000","2023-10-31T00:00:00.000","70 Transfer Road
Lake George, NY 12845
(43.400276, -73.728683)"
"Bancroft Enterprises","2647 Co Hwy 16",,"Burlington Flats","NY","13315","Otsego","4","5187060879","Jason Bancroft","Private","Scrap metal processor - registration","[39V32001]","Yes","490983","4732557",,"End of Life Vehicles","39V32001","2019-02-11T00:00:00.000","2024-02-11T00:00:00.000",
"Modern Landfill; Inc.","1445 Pletcher Road",,"Model City","NY","14107","Niagara","9","7167548226","Modern Corporation","Private","Landfill - MSW - permit","[32S30]","Yes","176826","4792068","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;Asbestos (Non-Friable);Non-petroleum Contaminated Soil;Sludge (Industrial);Asbestos (Friable);MSW (Residential/Institutional & Commercial)","9-2924-00016/00043","2017-10-17T00:00:00.000","2023-10-28T00:00:00.000","1445 Pletcher Road
Model City, NY 14107
(43.211376, -78.979848)"
"Sims Metal East LLC (dba Bronx Metal Recy)","850 Edgewater Rd",,"Bronx","NY","10474","Bronx","2","7185422300","Sims Metal East LLC","Private","RHRF - registration","[03M10]","Yes","594174","4519208",,"Commingled Containers;Commingled Paper",,,,"850 Edgewater Rd
Bronx, NY 10474
(40.818407, -73.883633)"
"JOAN AUTO WRECKERS","1320 RANDALL AVENUE",,"BRONX","NY","10474","Bronx","2","7182935604","Joan Auto Wrecker Inc.","Private","VDF - large - registration","[03V50021]","Yes","594074","4518491","4.2 - Utilization of GIS and existing spatial data","End of Life Vehicles","03V50021","2020-11-30T00:00:00.000","2025-11-29T00:00:00.000","1320 RANDALL AVENUE
BRONX, NY 10474
(40.812396, -73.88471)"
"Boonville Transfer Site","13680 State Route 12",,"Boonville","NY","13309","Oneida","6","3159432055","Village of Boonville","Municipal","Landfill - land clearing debris","[33D17]","Yes","473640","4816223",,"Wood (Brush/ Branches/ Trees/ Stumps);Wood (Trees/Stumps)","33D17","2000-09-08T00:00:00.000",,"13680 State Route 12
Boonville, NY 13309
(43.497238, -75.326756)"
"Bill Herrig's Auto Parts & Repair","5118 Heel Path Road",,"Rome","NY","13440","Oneida","6","3153369246","William J Herrig","Private","Motor vehicle repair shop - large - registration","[33V40022]","Yes","455479","4785140",,"End of Life Vehicles","33V40022","2020-02-04T00:00:00.000","2025-02-03T00:00:00.000","5118 Heel Path Road
Rome, NY 13440
(43.218008, -75.548364)"
"Hi-Tech Resource Recovery Inc","130 Varick Avenue",,"Brooklyn","NY","11237","Kings","2","7183865750","Hi-Tech Resource Recovery Inc.","Private","C&D processing - permit","[24W73]","Yes","590541","4507211",,"Construction & Demolition Debris;Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard;Plastics","2-6104-00012/00004","2019-07-09T00:00:00.000","2021-05-04T00:00:00.000","130 Varick Avenue
Brooklyn, NY 11237
(40.710731, -73.928359)"
"Fleming Transfer Station","2433 Dublin Rd.",,"Auburn","NY","13021","Cayuga","7","3152558014","Town of Fleming","Municipal","Transfer facility - registration","[06T10012]","Yes","371049","4746638",,"MSW (Residential/Institutional & Commercial);Commingled Paper & Containers","06T10012","2019-05-23T00:00:00.000","2024-05-23T00:00:00.000","2433 Dublin Rd.
Auburn, NY 13021
(42.861508, -76.57947)"
"Broome Bituminous Products Inc","416 Prentice Road",,"Vestal","NY","13850","Broome","7","6077290498","Broome Bituminous Products Inc","Private","C&D processing - registration","[04W02]","Yes","417483","4662271","1 - No accuracy stated","Asphalt;Construction & Demolition Debris","04W02","2013-08-15T00:00:00.000",,"416 Prentice Road
Vestal, NY 13850
(42.105429, -75.998929)"
"Millennium Auto & Truck Salvage Corp","1271 East Bay Avenue",,"Bronx","NY","10474","Bronx","2","7183286214","Millennium Auto and Truck Salvage; Corp.","Private","VDF - large - registration","[03V50017]","Yes","593942","4518121","4.2 - Utilization of GIS and existing spatial data","End of Life Vehicles","03V50017","2020-02-25T00:00:00.000","2025-02-24T00:00:00.000","1271 East Bay Avenue
Bronx, NY 10474
(40.808557, -73.88617)"
"Industrial Landscape; LLC","94 Pumpkin Swamp Road",,"Florida","NY","10921","Orange","3","8459887515","Robert Schreibeis Jr.","Private","CDDHRF - asphalt pavement and millings - registration","[36C10002]","Yes","552477","4576474","4 - GIS Assisted","Asphalt Millings;Asphalt Pavement","36C10002","2021-10-06T00:00:00.000","2022-10-05T00:00:00.000","94 Pumpkin Swamp Road
Florida, NY 10921
(41.338631, -74.372641)"
"A.L. Blades-Cuba HMA Plant","9825 State Route 446","P.O Box 6","Cuba","NY","14727","Allegany","9","5859683187","Dolomite Products Company Inc.","Private","C&D processing - registration","[02W03]","Yes","227800","4679099","4.2 - Utilization of GIS and existing spatial data","Asphalt","02W03","2016-07-12T00:00:00.000",,"9825 State Route 446
Cuba, NY 14727
(42.217284, -78.297751)"
"Newcomb Transfer Station","Hudson River Road",,"Newcomb","NY","12852","Essex","5","5185823211","Essex County","County","Transfer station - registration","[16R28]","Yes","569470","4868076",,"MSW (Residential/Institutional & Commercial)","16R28",,,
"Roanoke Sand & Gravel Corp","104 Rocky Point Road",,"Middle Island","NY","11953","Suffolk","1","6319244100","Roanoke Sand & Gravel Corp.","Private","C&D processing - registration","[52W03R]","Yes","673244","4528784","4.3 - Utilization of Digital Orthophoto Quads","Soil (Clean);Wood (Chips)","52W03R","1994-06-06T00:00:00.000",,"104 Rocky Point Road
Middle Island, NY 11953
(40.896038, -72.944969)"
"Act Auto Wrecking Corp","650 West Hoffman Ave",,"Lindenhurst","NY","11757","Suffolk","1","6312255865","Act Auto Wrecking Corp","Private","VDF - large - registration","[52V50296]","Yes","636254","4504812",,"End of Life Vehicles","52V50296","2020-01-22T00:00:00.000","2025-01-21T00:00:00.000","650 West Hoffman Ave
Lindenhurst, NY 11757
(40.682972, -73.387497)"
"Jackson Demolition Service Inc","2754 Aqueduct Road",,"Schenectady","NY","12309","Schenectady","4","5183743366","Alexander Jackson","Private","C&D processing - registration","[47W01]","Yes","589858","4744202","4.3 - Utilization of Digital Orthophoto Quads","Concrete;Brick","47W01R","2002-03-19T00:00:00.000",,"2754 Aqueduct Road
Schenectady, NY 12309
(42.845636, -73.900528)"
"Corinth Transfer Station","115 Heath Road",,"Corinth","NY","12822","Saratoga","5","5186548155","Town of Corinth","Municipal","Transfer facility - registration","[46T10007]","Yes","594034","4785138",,"Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Yard Waste;Electronics","46T10007","2018-11-05T00:00:00.000","2023-11-04T00:00:00.000","115 Heath Road
Corinth, NY 12822
(43.215536, -73.840766)"
"Rockland County SWMA Clarkstown Transfer Station","166 South Route 303",,"West Nyack","NY","10994","Rockland","3","8453580759","Rockland County SWMA","County","Transfer facility - permit","[44T06]","Yes","588207","4549112",,"Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Asphalt;Concrete;White Goods;Metals (Ferrous & Non-Ferrous);Wood (Brush/ Branches/ Trees/ Stumps);Yard Waste","3-3920-00152/00004","2020-10-01T00:00:00.000","2025-09-30T00:00:00.000","166 South Route 303
West Nyack, NY 10994
(41.089752, -73.950147)"
"Attica (V) Composting","122 Prospect Avenue",,"Attica","NY","14011","Wyoming","9","7165912595","Village of Attica","Municipal","Composting/other processing - biosolids/other","[61C02]","Yes","232360","4751437","4.2 - Utilization of GIS and existing spatial data","Biosolids","9-5622-00031/00001","2015-02-06T00:00:00.000","2025-07-01T00:00:00.000","122 Prospect Avenue
Attica, NY 14011
(42.722186, -78.830294)"
"Marlborough TS (T)","20 Bailey Gap Road",,"Milton","NY","12547","Ulster","3","8457952314","Town of Marlborough","Municipal","Transfer station - registration","[56R05]","Yes","583689","4615185",,"MSW (Residential/Institutional & Commercial);Sewage Treatment Plant Sludge;Commingled Paper & Containers;Corrugated Cardboard;Glass","56R05",,,"20 Bailey Gap Road
Milton, NY 12547
(41.539418, -74.198636)"
"Nu Waste LLC","50 Ransier Drive",,"West Seneca","NY","14224","Erie","9","7166740019","Nu Waste LLC","Private","Transfer facility - permit","[15TP0011]","Yes","193780","4750594","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;Other - Non-putrescible MSW","9-1468-00244/00001","2019-02-20T00:00:00.000","2024-02-20T00:00:00.000","50 Ransier Drive
West Seneca, NY 14224
(42.846609, -78.746736)"
"Essex-Willsboro Transfer Station","Route 22",,"Essex","NY","12936","Essex","5","5189634287","Essex County","Municipal","RHRF - registration","[16R40]","Yes","629430","4907123",,,"16R40",,,
"New York City Auto Salvage Inc","148-36 Liberty Ave",,"Jamaica","NY","11435","Queens","2","7182979797","Vincent Spirito","Private","Vehicle Dismantling Facility","[7079124]","Yes","601132","4505836",,,,,,"148-36 Liberty Ave
Jamaica, NY 11435
(40.697542, -73.802757)"
"Callanan - Ravena Facility","95 Co Rd 101",,"Coeymans","NY","12143","Albany","4","5183742222","Callanan Industries; Inc","Private","C&D processing - registration","[01W50]","Yes","594360","4708496","4.2 - Utilization of GIS and existing spatial data","Asphalt","01W50",,,
"Mahar Excavating Inc","8505 Chapman Road",,"Gasport","NY","14067","Niagara","9","7167725327","Mahar Excavating; Inc","Private","Land application - septage - registration","[32A40004]","Yes","211135","4796239","1 - No accuracy stated","Septage","32A40004","2018-11-02T00:00:00.000","2023-11-02T00:00:00.000","8505 Chapman Road
Gasport, NY 14067
(43.261406, -78.560735)"
"Bolton Transfer Station","107 Finkle Road",,"Bolton Landing","NY","12814","Warren","5","5186442973","Town of Bolton","Municipal","RHRF - 5 tpd or less - registration","[57R10002]","Yes","606784","4825414",,"Commingled Containers;Commingled Paper;Magazines;Electronics;Newspaper","57R10002","2018-11-02T00:00:00.000","2023-11-01T00:00:00.000","107 Finkle Road
Bolton Landing, NY 12814
(43.573665, -73.677438)"
"Albion (V) Landspreading","14740 Densmore Street",,"Albion","NY","14411","Orleans","8","5855899200","Village of Albion","Municipal","Land application - biosolids/septage/other - permit","[37AP0010]","Yes","242894","4794059","4.3 - Utilization of Digital Orthophoto Quads","Biosolids","37AP0010","2021-11-10T00:00:00.000","2026-11-10T00:00:00.000","14740 Densmore Street
Albion, NY 14411
(43.25523, -78.168151)"
"Cardo Site Development Storage Yard","36 & 38 Old Country Road",,"Quogue","NY","11959","Suffolk","1","6316534377","36-38 OCR LLC","Private","CDDHRF - uncontaminated soil sand gravel rock - registration","[52C60272]","Yes","701806","4523409","4.3 - Utilization of Digital Orthophoto Quads","Gravel;Soil (Clean);Sand","52C10266","2019-05-22T00:00:00.000","2024-05-21T00:00:00.000","36 & 38 Old Country Road
Quogue, NY 11959
(40.836857, -72.608039)"
"Barker Steel","126 Port Road South",,"Albany","NY","12202","Albany","4","5183556034","Carver Laraway","Private","CDDHRF - restricted or limited use fill - registration","[01C72201]","Yes","601442","4718720",,"Construction & Demolition Debris","01C72201","2019-03-27T00:00:00.000","2024-03-27T00:00:00.000","126 Port Road South
Albany, NY 12202
(42.614178, -73.764744)"
"Cape Vincent Transfer Station","33112 Wilson Road",,"Cape Vincent","NY","13618","Jefferson","6","3156544734","Town of Cape Vincent","Municipal","RHRF - 5 tpd or less - registration","[23R10026]","Yes","397758","4886864","4.1 - Address Matching","Commingled Containers;Commingled Paper;Container Glass;Other Aluminum Scrap Metal;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal;Plastic;Paperboard/Boxboard","23R10026","2019-11-21T00:00:00.000","2024-11-20T00:00:00.000",
"Development Authority of the North Country Landfill","23400 State Route 177",,"Rodman","NY","13682","Jefferson","6","3156613230","Development Authority of the North Country","Municipal","Landfill - MSW - permit","[23LS0030]","Yes","427302","4852830","4.1 - Address Matching","MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Asbestos (Friable & Non-Friable)","6-2252-00007/00006","2018-01-26T00:00:00.000","2023-01-25T00:00:00.000","23400 State Route 177
Rodman, NY 13682
(43.828508, -75.914884)"
"Crooker Trucking; LLC","8452 Lake Street Road",,"LeRoy","NY","14482","Genesee","8","9146496664","Ed Crooker","Private","Mulch processing - registration","[19M10013]","Yes","0","0","1 - No accuracy stated","Wood (Brush/ Branches/ Trees/ Stumps)","19M10013","2021-07-02T00:00:00.000","2026-07-02T00:00:00.000","8452 Lake Street Road
LeRoy, NY 14482
(43.002479, -77.983132)"
"Ungermann-Spring Valley Mine","8917 Ungermann Road",,"Cuba","NY","14727","Allegany","9","5859681790","Norman G. Ungermann Jr.","Private","CDDHRF - asphalt pavement and millings - registration","[02C20021]","Yes","231929","4680803","4.2 - Utilization of GIS and existing spatial data","Asphalt Millings;Asphalt Pavement","02C20021","2020-06-03T00:00:00.000","2025-06-03T00:00:00.000","8917 Ungermann Road
Cuba, NY 14727
(42.234847, -78.252851)"
"Caroga Transfer Station","232 Everson Road (Lane Road)",,"Caroga","NY","12032","Fulton","5","5187365501","Fulton County","County","RHRF - 5 tpd or less - registration","[18R10002]","Yes","542731","4771071",,"Single Stream;Electronics;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal","18R10002","2018-07-02T00:00:00.000","2023-07-01T00:00:00.000",
"Orchard Park Yard Waste Compost","6909 Milestrip Road",,"Orchard Park","NY","14127","Erie","9","7166626066","Town of Orchard Park","Municipal","Composting - yard waste - permit","[15Y22]","Yes","194781","4743987","4.3 - Utilization of Digital Orthophoto Quads","Leaves;Wood/Brush","9-1460-00139/00001","2013-04-01T00:00:00.000","2023-03-31T00:00:00.000","6909 Milestrip Road
Orchard Park, NY 14127
(42.789063, -78.732211)"
"Bistrian Materials; Inc. - Flanders","1021 Flanders Road",,"Flanders","NY","11901","Suffolk","1","6313247950","Bistrian Materials; Inc.","Private","CDDHRF - concrete rock brick - registration","[52C10330]","Yes","700029","4530810","4.3 - Utilization of Digital Orthophoto Quads","Concrete;Brick;Rock","52-0330","2021-02-17T00:00:00.000","2026-02-16T00:00:00.000","1021 Flanders Road
Flanders, NY 11901
(40.906589, -72.6223)"
"Elmer's Auto Parts Inc","137 Donovan Street",,"Webster","NY","14580","Monroe","8","5858724402","James F. Guck; Sr.","Private","VDF - small - registration","[28V20019]","Yes","303044","4787938","4.2 - Utilization of GIS and existing spatial data","End of Life Vehicles","28V20019","2019-09-16T00:00:00.000","2024-09-15T00:00:00.000","137 Donovan Street
Webster, NY 14580
(43.218685, -77.424854)"
"A&J Tires Repair","2246 Forest Ave",,"Staten Island","NY","10303","Richmond","2","7187206920","A&J Tires Repair","Private","Waste tire storage - Dealer","[43K41]","Yes","570644","4497623",,"Tire;Waste Tires","43K41",,,"2246 Forest Ave
Staten Island, NY 10303
(40.626946, -74.16455)"
"Mountain Valley Fuel Woods","160 Kissimmie Rd.",,"Fleischmanns","NY","12430","Delaware","4","8452544306","John Blish","Private","Landfill - land clearing debris","[13D05]","Yes","537256","4667504","1 - No accuracy stated","Land Clearing Debris","13D05","2004-09-24T00:00:00.000",,"160 Kissimmie Rd.
Fleischmanns, NY 12430
(42.159464, -74.549365)"
