"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.092912188375 29.921960259487)","8301","3641 MAGAZINE ST","THE BOULIGNY TAVERN","5043528538","2010-09-10","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","283865","NEW ORLEANS","HARRIS JELK ENTERPRISES, LLC","LA",,"MAGAZINE","3641","ST",,"70115","3673767.5316","519237.327287"
"POINT (-90.134209735551 29.943438034534)","8574","600 S CARROLLTON AVE","DIAZ MARKET RIVERBEND","5048322165","2011-03-03","1131 - GASOLINE STATIONS W/CONVENIENCE STORES","278462","NEW ORLEANS","DIAZ II, INC.","LA","S","CARROLLTON","600","AVE",,"70118","3660604.32384","526908.205566"
"POINT (-90.076989294557 29.951922709288)","6384","4622 S CARROLTON AVE","K-BELLE CONSULTANTS, LLC",,"2016-09-09","3355 - ENGINEERING SERVICES","284350","NEW ORLEANS","K-BELLE CONSULTANTS, LLC","LA","S","CARROLTON","4622","AVE",,"70119","3678691.8167","530187.70942"
"POINT (-90.076989294557 29.951922709288)","794","730 ALLEN TOUSSAINT BLVD","CITY NAIL","5042867744","2011-08-17","2081 - NAIL SALONS","285863","NEW ORLEANS","CITY NAIL SPA, LLC","LA",,"ALLEN TOUSSAINT","730","BLVD",,"70124","3678691.8167","530187.70942"
"POINT (-90.081788364973 30.019835280366)","4836","6073 ST BERNARD AVE","NORMAN'S PLUMBING","5047176893","2014-02-20","0802 - PLUMBING, HEATING & A/C CONTRACTORS","286400","NEW ORLEANS","NORMAN'S PLUMBING, LLC","LA",,"ST BERNARD","6073","AVE",,"70122","3676902.37851","554866.729048"
"POINT (-90.082706506995 29.926252649772)","386","2801 MAGAZINE ST","STARBUCKS COFFEE #6314",,"1999-12-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","283023","NEW ORLEANS","STARBUCKS CORPORATION","LA",,"MAGAZINE","2801","ST",,"70115","3676983.25518","520833.333881"
"POINT (-90.058015757629 29.960707650073)","5261","1200 N PETERS ST","VANG TAING","5048351460","1990-10-01","0151 - FLEA MARKET","277889","NEW ORLEANS","TAING, VANG","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-89.963340880637 30.019316778143)","3328","10422 CHEF MENTEUR HWY","DAY & NIGHT DISCOUNT #2","5042487340","2009-04-01","1131 - GASOLINE STATIONS W/CONVENIENCE STORES","286647","NEW ORLEANS","DAY & NICHT, LLC","LA",,"CHEF MENTEUR","10422","HWY","B","70127","3714387.12146","555106.960281"
"POINT (-90.076989294557 29.951922709288)","9646","139 N SCOTT STREET","DYNASTY ENGINEERING GROUP LLC","5042512067","2022-06-24","3355 - ENGINEERING SERVICES","291198","NEW ORLEANS","DYNASTY ENGINEERING GROUP LLC","LA","N","SCOTT","139","STREET",,"70119","3678691.8167","530187.70942"
"POINT (-89.911525866818 30.03716321789)","2938","4623 ALCEE FORTIER BLVD","TIEN'S PHARMACY","5042544606","2001-12-15","1120 - PHARMACIES & DRUG STORES","284315","NEW ORLEANS","AN CUONG,LLC","LA",,"ALCEE FORTIER","4623","BLVD",,"70129","3730703.30266","561796.300959"
"POINT (-90.068459565509 29.952451187846)","2621","600 CANAL ST","S & S","5042312856","1986-04-17","5503 - DIRECT SELLING ESTABLISHMENTS, OTH","274944","NEW ORLEANS","TYLER WILSON/ KEVIN GRAY","LA",,"CANAL","600","ST","RM 3","70130","3681390.76431","530409.599746"
"POINT (-90.134011007235 29.945261020639)","8334","730 DUBLIN ST","NOLA FLORA",,"2005-11-05","1151 - FLORISTS","285643","NEW ORLEANS","BATEMAN-WATKINS,ASHLEY","LA",,"DUBLIN","730","ST",,"70118","3660660.32115","527571.772159"
"POINT (-90.104129276705 29.983389228369)","6625","606 N BERNADOTTE ST","LC DESIGN SERVICES",,"2019-08-30","3353 - ARCHITECTURAL SERVICES","278956","NEW ORLEANS","LAURA COOPER","LA","N","BERNADOTTE","606","ST",,"70119","3669974.76378","541536.938636"
"POINT (-90.060363803741 29.997756346003)","2581","3839 FRENCHMEN ST","MCKENZIES CHICKEN IN A BOX",,"1975-01-01","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","280207","NEW ORLEANS","MCKENIE'S CHICKEN IN A BOX,LLC","LA",,"FRENCHMEN","3839","ST","R","70122","3683771.36962","546912.645713"
"POINT (-89.986398845358 30.015215365647)","3682","4416 GAWAIN DR","TOP 2 BOTTOM AUTOS LLC","5043022226","2014-08-04","1602 - USED CAR DEALERS","284449","NEW ORLEANS","TOP 2 BOTTOM AUTOS LLC","LA",,"GAWAIN","4416","DR",,"70127","3707107.99972","553529.027479"
"POINT (-90.076989294557 29.951922709288)","8389","7165 CROWDER RD","GLORIA MUSIC ENTERPRISE","5048182236","2006-03-23","0174 - SCHOOLS & INSTRUCTION, ALL OTH MISC","283514","NEW ORLEANS","GLORIA B STEWART","LA",,"CROWDER","7165","RD",,"70127","3678691.8167","530187.70942"
"POINT (-90.096270780031 29.971914842979)","5952","3625 CANAL ST","MID CITY SMILES FAMILY DENTISTRY","5044856575","2009-10-28","0178 - OFFICES OF DENTISTS","283000","NEW ORLEANS","MID CITY SMILES FAMILY DENTISTRY, LLC","LA",,"CANAL","3625","ST",,"70119","3672507.54561","537391.178312"
"POINT (-90.127019202531 29.941349532856)","1720","901 CHEROKEE ST","FAZANDE CONSULTING","5043739928","2020-07-27","3378 - HUMAN RESOURC/EXEC SRCH CNSLTING SVCS","274990","NEW ORLEANS","FAZANDE CONSULTING, LLC","LA",,"CHEROKEE","901","ST",,"70118","3662889.51693","526172.649278"
"POINT (-90.016545142699 29.918919989576)","2876","3580 HOLIDAY DR","H & R BLOCK","5043685944","2002-01-02","3347 - TAX PREPARATION SERVICES","284797","NEW ORLEANS","H&R BLOCK EASTERN ENTERPRISE, INC","LA",,"HOLIDAY","3580","DR",,"70114","3697970.24445","518401.712566"
"POINT (-90.076989294557 29.951922709288)","1191","4209 CANAL STREET","TECHNIQUES INTERNATIONAL CORP",,"2015-01-13","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","285107","NEW ORLEANS","TECHNIQUES INTERNATIONAL CORP","LA",,"CANAL","4209","STREET",,"70119","3678691.8167","530187.70942"
"POINT (-90.067874316298 29.984279303312)","6112","1933 HOPE ST","YOUTH REBUILDING NEW ORLEANS","5042643344","2014-10-02","1170 - CARPENTRY CONTRACTORS","284954","NEW ORLEANS","YOUTH REBUILDING NEW ORLEANS, INC","LA",,"HOPE","1933","ST",,"70119","3681448.26959","541985.540428"
"POINT (-90.047599219929 29.970291292252)","7423","1239 ST FERDINAND ST","GLASSBLOWERBEN LLC",,"2017-03-24","0102 - ALL OTH MISC MFG","280287","NEW ORLEANS","GLASSBLOWERBEN LLC","LA",,"ST FERDINAND","1239","ST",,"70117","3687923.6726","536970.431048"
"POINT (-89.95287945077 30.031694523497)","4367","11246 ASPHODEL DR","COMPUTER TECH SERVICES",,"2021-01-14","2073 - COMPUTER & OFFICE MACH R & M","283515","NEW ORLEANS","COMPUTER TECH SERVICES","LA",,"ASPHODEL","11246","DR",,"70128","3717643.39096","559647.691229"
"POINT (-90.062672622521 29.957315942846)","892","701 DECATUR ST","RUDY ART","5043589461","2012-02-03","1203 - ARTIST-PAINTING ON STREETS","275753","NEW ORLEANS","RUDOLPH MARK S","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.040981844978 30.002406667356)","9751","4100 OLD GENTILLY RD","AUGUST BLDG MAINT INC","5043019220","1985-01-01","2033 - JANITORIAL SERVICES","284433","NEW ORLEANS","AUGUST BLDG MAINT INC","LA",,"OLD GENTILLY","4100","RD",,"70126","3689887.05769","548672.353299"
"POINT (-90.107268287633 30.022738735039)","1457","7332 ONYX ST","INFIGO CONSULTING LLC",,"2018-05-01","4201 - SCIENTIFIC/TECHNCL CONSLTNG SVCS, OTH","274744","NEW ORLEANS","INFIGO CONSULTING LLC","LA",,"ONYX","7332","ST",,"70124","3668827.94958","555835.372953"
"POINT (-90.021131334218 29.958935297851)","6971","5214 DAUPHINE ST","THE COOKING THERAPIST","5048733755","2018-04-02","2065 - CATERERS","285723","NEW ORLEANS","KEISHA DAUPHINE, THE COOKING THERAPIST,LLC","LA",,"DAUPHINE","5214","ST",,"70117","3696350.8481","532935.985476"
"POINT (-90.005983454958 30.031092564987)","8518","7421 SPRINGLAKE DR","HOLMES ENTERPRISE #1 LLC","5042143096","2012-10-03","0802 - PLUMBING, HEATING & A/C CONTRACTORS","275387","NEW ORLEANS","HOLMES ENTERPRISE #1 LLC","LA",,"SPRINGLAKE","7421","DR",,"70126","3700843.33335","559230.258268"
"POINT (-90.070738789758 29.94419857562)","4721","866 CAMP ST","SPILLMAN / BLACKWELL FINE ART LLC",,"2020-12-01","1173 - ART DEALERS","278165","NEW ORLEANS","SPILLMAN / BLACKWELL FINE ART LLC","LA",,"CAMP","866","ST",,"70130","3680702.08424","527400.688191"
"POINT (-90.058015757629 29.960707650073)","6046","1200 N PETERS ST","THE WONDERS OF PAPER","5042878949","2012-05-18","0151 - FLEA MARKET","280666","NEW ORLEANS","MARTINE WICKS","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.076989294557 29.951922709288)","1831","3300 BIENVILLE ST","MAXO","5049316621","2022-04-28","2001 - TAXI SERVICE","289273","NEW ORLEANS","MAXO EMILE","LA",,"BIENVILLE","3300","ST",,"70117","3678691.8167","530187.70942"
"POINT (-90.121398010418 29.934686338531)","7392","6363 ST CHARLES AVE","LOYOLA UNIVERSITY-GODFATHER PIZZA/ ORLEANS RM","7166332222","1991-01-01","3312 - FOOD SERVICE CONTRACTORS","280328","NEW ORLEANS","SODEXO MGMT INC","LA",,"ST CHARLES","6363","AVE","G","70118","3664695.3778","523768.445627"
"POINT (-90.09798471377 29.971870813515)","8441","120 S CORTEZ ST","BALANCE YOGA WELLNESS","5043099618","2011-01-24","3803 - PERSONAL SERVICES, ALL OTHER","286698","NEW ORLEANS","BALANCE YOGA WELLNESS LLC","LA","S","CORTEZ","120","ST",,"70119","3671965.08263","537369.313096"
"POINT (-90.027853897197 29.925884969721)","8453","2928 WABASH ST","ECD GRANDS EVENT PLANNER","5043939005","2010-07-01","3803 - PERSONAL SERVICES, ALL OTHER","288746","NEW ORLEANS","ANNETTE D. PATTERSON","LA",,"WABASH","2928","ST",,"70114","3694359.13251","520893.424313"
"POINT (-90.094859070921 29.921214299003)","7680","3828 MAGAZINE ST","UPTOWNER ANTIQUES","5048917700","1989-04-01","1134 - FURNITURE STORES","279375","NEW ORLEANS","UPTOWNER ANTIQUES, INC","LA",,"MAGAZINE","3828","ST",,"70115","3673153.76724","518959.398199"
"POINT (-90.078498712497 29.956458611657)","3802","1565 TULANE AVE","PHO TAU BAY RESTAURANT",,"2016-02-24","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","286054","NEW ORLEANS","VUTAK,LLC","LA",,"TULANE","1565","AVE",,"70112","3678195.77326","531831.894019"
"POINT (-90.062914393979 29.956427536046)","2300","620 DECATUR ST","CVS PHARMACY #2728",,"2011-01-26","1120 - PHARMACIES & DRUG STORES","278796","NEW ORLEANS","LOUISIANA CVS PHARMACY LLC","LA",,"DECATUR","620","ST",,"70130","3683130.68514","531874.971523"
"POINT (-90.094280239115 29.921559402126)","5519","3801 MAGAZINE ST","MIGNON FAGET 3801 LTD","5048917545","1999-11-26","1122 - JEWELRY STORES","281825","NEW ORLEANS","FAGET,MOGON","LA",,"MAGAZINE","3801","ST",,"70115-2638","3673335.76296","519086.872503"
"POINT (-89.957514891395 30.060820907762)","6617","13265 CURRAN RD","GERORMEL'S SECOND CHANCE HANDYMAN",,"2019-08-06","3803 - PERSONAL SERVICES, ALL OTHER","278856","NEW ORLEANS","GERORMEL'S SECOND CHANCE HANDYMAN,LLC","LA",,"CURRAN","13265","RD",,"70128","3716049.52504","570221.503975"
"POINT (-90.05857884884 29.961164341971)","7882","1232 DECATUR ST","COLLECTABLE ANTIQUES",,"1991-02-21","1157 - USED MERCHANDISE STORES","288662","NEW ORLEANS","WARD, PAUL A","LA",,"DECATUR","1232","ST",,"70116-2608","3684484.37532","533612.694725"
"POINT (-90.080081129723 29.92016575441)","1735","2901 TCHOUPITOULAS ST","BANANA MANOR LLC","5046446718","2020-10-01","3203 - INTERIOR DESIGN SERVICES","288727","NEW ORLEANS","BANANA MANOR LLC","LA",,"TCHOUPITOULAS","2901","ST",,"70115","3677839.04456","518629.007479"
"POINT (-89.963167763433 30.048170832656)","3817","7042 BULLARD AVE","GENA 2 LLC",,"2016-04-18","1121 - COSMETICS/BEAUTY SUPP/PERFUME STORES","283719","NEW ORLEANS","GENA BEAUTY SUPPLY","LA",,"BULLARD","7042","AVE",,"70128","3714316.43723","565600.02397"
"POINT (-90.076989294557 29.951922709288)","83","4801 BIENVILLE ST","MICK'S IRISH PUB","5048892204","1994-01-01","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","283606","NEW ORLEANS","ME, YOU AND HIM, INC.","LA",,"BIENVILLE","4801","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.067878336427 29.948748763035)","8883","400 POYDRAS ST","KELLY HART & PITRE","8178105469","2014-07-16","3382 - LAWYERS","282607","NEW ORLEANS","KELLY HART & HALLMAN LLP","LA",,"POYDRAS","400","ST","STE 1812","70130","3681589.68706","529065.294848"
"POINT (-90.06098232522 29.998969302597)","134","2125 CATON ST","FAMILY DOLLAR STORE #1230","7048476961","1993-01-01","1119 - GENERAL MERCHANDISE STORES, ALL OTH","281741","NEW ORLEANS","FAMILY DOLLAR STORES OF ABBEVILLE LA INC","LA",,"CATON","2125","ST",,,"3683570.69769","547351.549265"
"POINT (-90.115515789252 29.921230523489)","2167","5419 MAGAZINE ST","BLINK","5048994970","2007-09-12","1128 - CLOTHING STORES, OTHER","282537","NEW ORLEANS","MAGAZINE PARTNERS LLC","LA",,"MAGAZINE","5419","ST",,"70115","3666610.40641","518895.165111"
"POINT (-90.067416391804 29.950973296564)","698","200 MAGAZINE ST","THE RUBY SLIPPER CAFE",,"2010-12-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","275449","NEW ORLEANS","THE RUBY SLIPPER CAFE, LLC","LA",,"MAGAZINE","200","ST",,"70130","3681727.03631","529875.832513"
"POINT (-90.07997100056 29.952695073215)","8230","1615 POYDRAS ST","ANKOR ENERGY","5045963700","2008-07-01","2094 - OFFICE ADMINISTRATIVE SERVICES","282404","NEW ORLEANS","ANKOR ENERGY, LLC","LA",,"POYDRAS","1615","ST","1100","70112","3677744.54139","530458.22925"
"POINT (-90.075488832888 29.949935750897)","8404","1100 POYDRAS ST","BROWN SIMS P C","5046388472","2006-09-13","3382 - LAWYERS","283785","NEW ORLEANS","G. BYRON SIMS","LA",,"POYDRAS","1100","ST","2200","70113","3679174.89243","529470.390785"
"POINT (-90.076989294557 29.951922709288)","3299","2915 BIENVILLE ST","FRISCH HERTZ ELECTRIC CO","5044821146","2012-01-12","3401 - ELECTRICAL CONTRACTORS","277446","NEW ORLEANS","FRISCH HERTZ ELECTRIC CO, INC","LA",,"BIENVILLE","2915","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.028244423461 29.923912641797)","8336","2947 HUDSON ST","C L WILSON REALTY","5043675599","2005-12-19","0501 - REAL ESTATE AGENTS AND BROKERS","283249","NEW ORLEANS","WILSON, SR, CLOURTH L","LA",,"HUDSON","2947","ST",,"70114-6505","3694243.60368","520174.809848"
"POINT (-90.049214213532 29.941849034493)","2438","1300 VALLETTE ST","MOTHE FUNERAL HOMES INC",,"1975-01-01","2901 - FUNERAL HOMES & FUNERAL SERVICES","282168","NEW ORLEANS","MOTHE, B L              MOTHE, B L","LA",,"VALLETTE","1300","ST",,"70114","3687528.26364","526622.063998"
"POINT (-90.104707421342 29.955084182348)","9602","1509 S RENDON ST","CUTZ 4 YOU BARBER SHOP","5049058881","2022-02-22","3307 - BARBER SHOPS","286373","NEW ORLEANS","CUTZ 4 YOU BARBER SHOP","LA","S","RENDON","1509","ST",,"70125","3669902.10753","531242.163842"
"POINT (-90.062672622521 29.957315942846)","3876","701 DECATUR ST","JUDITH M SWANSON",,"2016-01-03","1203 - ARTIST-PAINTING ON STREETS","275741","NEW ORLEANS","JUDITH M SWANSON","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.077471411872 29.938105214864)","8461","1634 EUTERPE ST","T & Z GROUP #334","9852018628","2010-08-26","2001 - TAXI SERVICE","276314","NEW ORLEANS","T & Z GROUP, LLC","LA",,"EUTERPE","1634","ST",,"70130","3678594.21691","525161.489085"
"POINT (-90.062672622521 29.957315942846)","8360","701 DECATUR ST","STUART SOUTH ARTIST","5042378826","2007-06-06","1203 - ARTIST-PAINTING ON STREETS","276171","NEW ORLEANS","STUART SOUTH","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.062371823393 29.960555544893)","6087","1006 ROYAL ST","HOTEL ROYAL","5045243900","2013-07-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","289835","NEW ORLEANS","FRENCH QUARTER HOTEL COLLECTION LLC","LA",,"ROYAL","1006","ST",,"70116","3683285.8404","533377.97242"
"POINT (-89.967388052467 30.033486822556)","4185","10555 LAKE FOREST BLVD","B INTERIOR DESIGN STUDIO",,"2019-03-07","3203 - INTERIOR DESIGN SERVICES","288071","NEW ORLEANS","B INTERIOR DESIGN STUDIO, LLC","LA",,"LAKE FOREST","10555","BLVD","5J","70127","3713044.97605","560244.422109"
"POINT (-90.07011423342 29.95075658391)","1698","360 ST CHARLES AVE","RESIDENCE INN BY MARRIOT","5045220360","2019-07-08","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","289864","NEW ORLEANS","ST CHARLES AVE. PRIME PROPERTIES, LLC","LA",,"ST CHARLES","360","AVE",,"70130","3680873.58472","529787.599297"
"POINT (-90.019984547374 29.909550717787)","7041","4021 BEHRMAN HWY","SYNERGY WELLNESS SOLUTIONS",,"2019-04-11","3361 - OFFICE OF PHYSICIAN(EX MENTAL HEALTH)","287963","NEW ORLEANS","SYNERGY WELLNESS SOLUTIONS LLC","LA",,"BEHRMAN","4021","HWY","M","70114","3696919.80067","514982.231219"
"POINT (-90.014288893909 29.961493883837)","6821","1123 LAMANCHE ST","THE LEVEL UP CAMPAIGN",,"2020-09-04","1401 - SOCIAL ADVOCACY ORGANIZATIONS, OTHER","280310","NEW ORLEANS","EYSHANA WEBSTER","LA",,"LAMANCHE","1123","ST",,"70117","3698506.73655","533891.253445"
"POINT (-90.09343586246 29.928021669112)","9946","3535 ST CHARLES AVE","HUBBARD MANSION BED & BREAKFAST","5048973535","2002-01-01","4703 - BED & BREAKFAST INNS","274567","NEW ORLEANS","HUBBARD,DON C","LA",,"ST CHARLES","3535","AVE",,"70115","3673577.80142","521439.679737"
"POINT (-90.075488832888 29.949935750897)","1174","1100 POYDRAS ST","FINRA","5045226527","1988-08-08","0306 - SECURITIES BROKERAGE","277320","NEW ORLEANS","FINANCIAL INDUSTRY REGULATORY AUTHORITY, INC","LA",,"POYDRAS","1100","ST","850","70163","3679174.89243","529470.390785"
"POINT (-90.11467771052 29.916300981515)","6573","5300 TCHOUPITOULAS ST","ORANGETHEORY FITNESS",,"2017-05-11","3334 - FITNESS & RECREATIONAL SPORTS CTRS","275961","NEW ORLEANS","HAWTHORNE NOLA2,LLC","LA",,"TCHOUPITOULAS","5300","ST","STE #2","70115","3666894.94452","517105.425525"
"POINT (-90.076022653667 29.955466371932)","9837","1415 TULANE AVE","TULANE UNIVERSITY HOSPITAL FOOD SERVICES","5045885829","1995-04-01","2063 - CAFETERIAS","279136","NEW ORLEANS","UNIVERSITY HEALTH CARE  SYSTEMS LLC","LA",,"TULANE","1415","AVE",,"70112","3678983.77896","531479.673603"
"POINT (-90.067741906956 29.951911435443)","441","500 CANAL ST","PRESENTATION SERVICES #4112 & 5112",,"1999-07-01","3207 - MOTION PICTURE & VIDEO PRODUCTION","284105","NEW ORLEANS","AUDIO VISUAL SERVICES GROUP, INC","LA",,"CANAL","500","ST",,"70130","3681620.18831","530215.835265"
"POINT (-90.067279056032 29.959875450778)","6723","700 BURGUNDY ST","BETTY'S",,"2020-01-22","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","281097","NEW ORLEANS","ACOSTA VENTURES, LLC","LA",,"BURGUNDY","700","ST",,"70116","3681734.75855","533113.463428"
"POINT (-90.100150976599 29.975472586982)","2136","135 N CARROLLTON AVE","DO SON NOODLE HOUSE","5043097286","2006-11-07","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","287523","NEW ORLEANS","DOSON, INC","LA","N","CARROLLTON","135","AVE",,"70119","3671265.14203","538671.669961"
"POINT (-90.071030376898 29.95488864286)","1611","921 CANAL ST","PSAV PRESENTATION SERVICES",,"2018-04-04","3337 - COMMER/IND MACH & EQP RNTL/LSNG, OTH","284111","NEW ORLEANS","PSAV PRESENTATION SERVICES","LA",,"CANAL","921","ST",,"70112","3680566.91771","531286.97037"
"POINT (-90.098250532334 29.95979637684)","549","4220 HOWARD AVE","AIRPORT SHUTTLE","5042125901","2010-01-05","2004 - TRANSIT/GROUND PASSNGR TRANS, ALL OTH","283876","NEW ORLEANS","AIRPORT SHUTTLE INC.","LA",,"HOWARD","4220","AVE",,"70125","3671928.25051","532977.677508"
"POINT (-90.028226471111 29.926387836417)","376","3011 AMAZON ST","AIRPHASE GENERAL CONTRUCTION",,"2006-01-01","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","287772","NEW ORLEANS","AIR PHASE GENERAL CONTRUCTION LLC","LA",,"AMAZON","3011","ST",,"70114","3694239.0383","521074.939193"
"POINT (-90.09523054203 29.973343617729)","5072","234 N TELEMACHUS ST","LIUZZA'S REST & BAR","5044829120","1988-06-14","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","278935","NEW ORLEANS","LIUZZA'S REST & BAR INC","LA","N","TELEMACHUS","234","ST",,"70119","3672831.27368","537914.292873"
"POINT (-90.135267471246 29.951631694803)","1706","8718 OAK ST","WALKIE DAT INC",,"2019-08-09","1189 - RADIO, TV & OTH ELECTRONICS STORES","291046","NEW ORLEANS","WALKIE DAT INC","LA",,"OAK","8718","ST",,"70118","3660238.19187","529884.233473"
"POINT (-90.061359183222 29.960779726326)","5240","616 URSULINES AVE","HOTEL VILLA CONVENTO",,"1984-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","285092","NEW ORLEANS","HOTEL VILLA CONVENTO","LA",,"URSULINES","616","AVE",,"70116","3683605.57532","533463.050756"
"POINT (-90.076989294557 29.951922709288)","611","940 DECATUR ST","POP CITY","5045241122","2008-03-13","1128 - CLOTHING STORES, OTHER","280475","NEW ORLEANS","FUNROCK'N LLC","LA",,"DECATUR","940","ST",,"70116","3678691.8167","530187.70942"
"POINT (-90.123428980831 29.921065582823)","9457","6051 PATTON ST","J. TIMOTHY BETBEZE, A PROFESSIONAL LAW CORPORATION",,"2020-11-19","3382 - LAWYERS","282455","NEW ORLEANS","J. TIMOTHY BETBEZE, A PROFESSIONAL LAW CORPORATION","LA",,"PATTON","6051","ST",,"70118","3664104.42516","518808.632311"
"POINT (-90.085233519564 29.95221679459)","1252","1793 JULIA ST","SUNBELT RENTALS, INC",,"2016-08-22","3330 - CONSTR/MNG/FRSTRY MACH & EQP RNT/LSNG","283551","NEW ORLEANS","SUNBELT RENTALS, INC","LA",,"JULIA","1793","ST",,"70113","3676079.99048","530266.119233"
"POINT (-90.07215281977 29.944869607265)","9219","843 ST CHARLES AVE","PREMIUM PARKING SERVICE, LLC",,"2018-02-15","2014 - PARKING LOTS & GARAGES","282615","NEW ORLEANS","PREMIUM PARKING SERVICE, LLC","LA",,"ST CHARLES","843","AVE",,"70130","3680251.58978","527639.768255"
