"the_geom","objectid","fullname","onewaydir","roadclass","fullnameab","joinid","segmentid","shape_stlength"
"MULTILINESTRING ((-90.07201813736 29.941194346412, -90.072097884814 29.941250208271, -90.072469438942 29.941454822373, -90.072479521287 29.941459866886, -90.072537527272 29.941488889017, -90.072643563798 29.941538424284, -90.072743852828 29.941568209639, -90.072859883035 29.941599235694, -90.072973257327 29.941636980349, -90.073026064056 29.941655093075, -90.073097372786 29.941683139041, -90.073158330493 29.941708131839, -90.07323803571 29.941745207225, -90.073366735329 29.941813294114))","1749","1500 Calliope (Riverbound)","From-To","Major Arterial","Calliope St","0","2526409","485.47160061086333"
"MULTILINESTRING ((-90.032069647575 29.96252475045, -90.032040561814 29.962603112061, -90.031820992768 29.963361520894, -90.031806013491 29.963413259018, -90.031786883814 29.963491635261))","2382","900 Poland Ave (Lakebound)",,"Major Arterial","Poland Ave","0","2524950","362.92165158353811"
"MULTILINESTRING ((-90.061099932416 30.019359012355, -90.061116309455 30.019582613568, -90.061134764666 30.019796827215, -90.061138809385 30.019870582276, -90.061144247074 30.01995323765, -90.06114767541 30.02000387713, -90.061185700119 30.020530212564, -90.061212262731 30.02080054074, -90.061212693054 30.020804920565, -90.061218363012 30.020891318832, -90.061237277731 30.0210945822, -90.061301684712 30.021901831395))","2154","5900-6100 Elysian Fields Ave (Riverbound)","To-From","Major Arterial","Elysian Fields Ave","0","2519716","926.96549888075856"
"MULTILINESTRING ((-90.038492941572 29.934201294321, -90.038579467644 29.93375588161, -90.038593716427 29.933673841782, -90.038679714902 29.932968316212, -90.038734399292 29.932519678223, -90.038747841422 29.932444718512, -90.038770847055 29.932354454595, -90.038797239183 29.932276396745, -90.038832012485 29.93219616679, -90.038849804543 29.932160765933, -90.038872724391 29.932119837887, -90.038927911952 29.932029325639, -90.038977018456 29.931960483832, -90.039024361905 29.931902763756, -90.039098498227 29.931823730255, -90.039198661198 29.931728251501, -90.039462058429 29.931530269513, -90.039510978601 29.931489579125))","3362","US 90B Exit","From-To","Ramp",,"0","2526096","1077.453657134562"
"MULTILINESTRING ((-90.011467728527 29.977840878357, -90.010647239559 29.977660520215, -90.010527007658 29.977631366193, -90.010483596641 29.977621540441, -90.010473628959 29.97761928478))","1976","5500 Florida Ave",,"Local","Florida Ave","0","2515121","324.89744025758142"
"MULTILINESTRING ((-90.038486790206 29.94830185509, -90.03855461479 29.948305095669, -90.038628460235 29.948308623731))","3009","Opelousas Ave (Median)",,"Major Arterial","Opelousas Ave","0","2516355","44.933786192134782"
"MULTILINESTRING ((-90.048813398349 29.974115269966, -90.048701269842 29.974082167358, -90.048586305709 29.974048226495))","2950","N Claiborne Ave (Median)","To-From","Major Arterial","N Claiborne Ave","0","2514309","75.921992931830701"
"MULTILINESTRING ((-90.03839765069 29.930633340109, -90.038356202028 29.931084207703, -90.038328779822 29.931477623917, -90.038313186033 29.931680409799, -90.038304496865 29.931793398484, -90.038301608159 29.931830972456, -90.03828034123 29.93210749348, -90.038276391208 29.932158852126, -90.038234543085 29.933450370832, -90.038220983045 29.933868851957))","3246","Westbank Exrpessway","From-To","Freeway",,"0","2516399","1178.2101507935774"
"MULTILINESTRING ((-90.038981610464 29.971866351273, -90.038890566508 29.971844421198, -90.038536396893 29.971763573823, -90.038184000683 29.971683130141, -90.038177319964 29.971681679452, -90.038094463677 29.971663690132))","2378","3400 N Claiborne Ave","To-From","Major Arterial","N Claiborne Ave","0","2514655","290.40225966094886"
"MULTILINESTRING ((-90.067326163803 29.927004601251, -90.067427720111 29.926617880682, -90.067479840798 29.926444213745, -90.067543630035 29.926221834593, -90.06759633933 29.926028998015, -90.067614162755 29.925988268756, -90.067639383959 29.925944926315, -90.067666879869 29.925908004428, -90.067707434343 29.925863635931, -90.067845267915 29.925755195578, -90.067850193608 29.925751320089, -90.067996817961 29.925654134546, -90.068071048579 29.925600615406, -90.068152779124 29.925539492272, -90.068249999552 29.925462873197, -90.068461873563 29.925279746505, -90.068531960078 29.92522618638, -90.069099585019 29.924791011024, -90.069207803333 29.924709455234, -90.070155282318 29.924061044875, -90.070329622354 29.923940607299))","1701","1800-2000 Tchoupitoulas St",,"Major Arterial","Tchoupitoulas St","0","2506310","1521.7253563246625"
"MULTILINESTRING ((-90.095924969473 29.964281110029, -90.096016524299 29.964322565611, -90.096834810682 29.964696075359, -90.096894211636 29.96472463951, -90.096954580625 29.96475199728))","1577","3200 Tulane Ave (Lakebound)","From-To","Major Arterial","Tulane Ave","0","2510657","368.26259639098691"
"MULTILINESTRING ((-90.104745501839 29.940331429776, -90.105041259294 29.940308080713, -90.105208306042 29.940293327991, -90.10525186832 29.940288248192, -90.10546747987 29.940251657059, -90.105666984379 29.940213139617, -90.105735785321 29.940198702662, -90.105850745449 29.940171870373))","455","4500 S Claiborne Ave (Lakeside)","From-To","Major Arterial","S Claiborne Ave","0","2502990","355.55947237956599"
"MULTILINESTRING ((-90.029527554275 29.976382490835, -90.029555171929 29.9764580799, -90.029609442243 29.976609182275, -90.029614420327 29.976622843597, -90.02976323424 29.977031939073, -90.029787937105 29.97711274383, -90.029811371868 29.977189402665, -90.029845576199 29.97734402541, -90.029870445247 29.977480259972, -90.029881634978 29.977565877704))","2511","2200 Poland Ave (Riverbound)",,"Major Arterial","Poland Ave","0","2515154","445.70722217715479"
"MULTILINESTRING ((-90.03078815903 30.005793155586, -90.030916580779 30.005767999837, -90.031174852839 30.00572091707, -90.031696392922 30.005633633464, -90.032064812133 30.005548273615, -90.032274268675 30.005497063889, -90.032377527513 30.005470967072, -90.032482684506 30.00544138109, -90.032770985053 30.00535087162, -90.033119044498 30.005236613512, -90.033317708978 30.005163984874, -90.033569645661 30.005071880473))","2145","4800-4900 Old Gentilly Rd",,"Local","Old Gentilly Rd","0","2523465","921.26940095044267"
"MULTILINESTRING ((-89.967257044836 30.010079082523, -89.967105679397 30.010087552677, -89.967014451556 30.010092657374, -89.965466770901 30.010182678022, -89.965282525749 30.010193948012, -89.964839665757 30.010218208667, -89.964604792204 30.010231838559, -89.96333636746 30.010308429436, -89.962593798825 30.010352111254, -89.962111083768 30.01038282289, -89.961956294502 30.010390289808, -89.961650521909 30.010408891526, -89.961470849228 30.010419821205, -89.960234240126 30.010493767864, -89.95995322328 30.010512311605, -89.959779261012 30.010523790291, -89.959094790152 30.01057660808, -89.958191964924 30.010646269016, -89.9580088683 30.010660803358, -89.957227675898 30.010722143966, -89.956323441374 30.01079515888, -89.956130099664 30.010809550022, -89.95462368582 30.010923895261, -89.954368419819 30.01094402486, -89.954162792382 30.010960240508, -89.954127866027 30.01096169712, -89.952963975548 30.011046784403, -89.952686528474 30.011063668406, -89.952190312974 30.011089747766, -89.951869580663 30.011110745641, -89.951715937689 30.011121898193, -89.951613718278 30.011128723663, -89.951516582782 30.011136898832, -89.951384260458 30.011146389976, -89.950910485254 30.011191375469, -89.950610236828 30.011222512667, -89.950085481978 30.011274293193, -89.9498812981 30.011291113624, -89.949674629558 30.011308138539, -89.949379283001 30.011334102343, -89.949238598175 30.011345096764, -89.948861130714 30.011373030907, -89.948577782116 30.011391485414, -89.948546122204 30.011394945406, -89.948314786892 30.011425656429, -89.94809806459 30.011454426568, -89.948009308394 30.011471965006, -89.947898388432 30.011497232421, -89.94778194056 30.011527500174, -89.947654329213 30.011564428112, -89.947559783098 30.011594722371, -89.947420025457 30.011644353728, -89.947312393541 30.011686678384, -89.947208124371 30.011731188553, -89.947118236923 30.011772510806, -89.946987418086 30.011836550647, -89.94688341667 30.011891686066, -89.946792160936 30.01194356164, -89.946702537124 30.011997791976, -89.946568176224 30.012085319733, -89.946451470059 30.012168891155, -89.946339790105 30.012257511022, -89.946233424065 30.012350951642, -89.946149597734 30.012429941185, -89.945958823506 30.012630831263, -89.945742743925 30.012869906431, -89.945678480341 30.012948153735, -89.945616918694 30.013028028099))","112","10100-11700 Almonaster Ave (Riverside)",,"Major Arterial","Almonaster Ave","0","2529575","7083.5418545074126"
"MULTILINESTRING ((-90.065775850117 29.972836414983, -90.065657128379 29.972917788279))","2090","N Claiborne Ave (Median)","To-From","Major Arterial","N Claiborne Ave","0","2525660","47.839977324120987"
"MULTILINESTRING ((-90.071498008737 29.96308574326, -90.072271992159 29.963608156335))","1852","1500 Orleans Ave (Riverbound)","To-From","Major Arterial","Orleans Ave","0","2512079","310.09186653231677"
"MULTILINESTRING ((-90.095381152865 29.968189979272, -90.096078223339 29.967410528608, -90.096136494202 29.96734581687))","1421","300 S Norman C Francis Pkwy (Riverside)","To-From","Major Arterial","S Norman C Francis Pkwy","0","2510491","389.1559759969623"
"MULTILINESTRING ((-89.939146015944 30.055682871728, -89.939158542863 30.055783552944, -89.939176557885 30.055883601096, -89.93920002066 30.055982792059, -89.939228878528 30.056080899641, -89.9392630658 30.056177703144, -89.939273930489 30.056239293127, -89.93928990702 30.056316550113, -89.939306296511 30.056385271978, -89.939328986962 30.056468138008, -89.939351597934 30.056532067245, -89.939373140683 30.056587619747, -89.939400732533 30.056652570561, -89.939427704137 30.056708404199, -89.939456394339 30.056763481972, -89.939487025155 30.056817755716, -89.939519581277 30.05687117722, -89.939554014029 30.056923697392, -89.939619282862 30.057013812219, -89.939673026564 30.057080569814, -89.939715013315 30.057127204367, -89.939763440116 30.057177840802, -89.940095916164 30.057492718826))","3488","Interstate 10 Exit","From-To","Ramp",,"0","2512662","742.00627424104346"
"MULTILINESTRING ((-90.058150764926 29.968462849692, -90.058058867531 29.968472347408, -90.057822248588 29.96848717323, -90.057097144672 29.968530782736, -90.056980594656 29.968537739957))","854","2100 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2514150","371.54483850605743"
"MULTILINESTRING ((-90.01821741663 29.907742883361, -90.018315193539 29.906207882476))","2798","4100 Behrman Hwy",,"Major Arterial","Behrman Hwy","0","2516664","559.07220007876606"
"MULTILINESTRING ((-90.083482561294 29.943695348291, -90.083777569722 29.943862704247, -90.084074809535 29.944030807771, -90.084275414477 29.94414237907))","3567","2400 Martin Luther King Jr Blvd (Lakebound)","From-To","Major Arterial","Martin Luther King, Jr. Blvd","0","2505067","299.13620655241664"
"MULTILINESTRING ((-90.109944356358 29.990234135467, -90.109862463651 29.990356363117, -90.109852375653 29.99039660304, -90.109784152602 29.990598582278, -90.109761955344 29.990671291655, -90.109737787089 29.990759087577, -90.109714076128 29.990858189821, -90.109693294885 29.9909618648, -90.109667220044 29.991140686853, -90.109652648626 29.991254973632, -90.109650157804 29.991279669424, -90.109640544485 29.991374975478, -90.109636719767 29.991428632748, -90.109632849852 29.991518241451, -90.109632114057 29.991613861819, -90.109634787556 29.991654798683))","574","5550 Canal Blvd (Riverbound)","To-From","Major Arterial","Canal Blvd","0","2509208","531.29541495002752"
"MULTILINESTRING ((-90.018513676932 29.961758007414, -90.017448822274 29.961517561426, -90.017340632293 29.961491084401))","2449","5400 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2515763","383.92930621435841"
"MULTILINESTRING ((-90.056344375364 30.001785726021, -90.05627977678 30.001820384514, -90.056248654319 30.001837082153, -90.056046165659 30.001937557096, -90.055862787367 30.002021748787, -90.055502822434 30.002179289455, -90.055129814729 30.002339194478, -90.05498951099 30.002397692874))","1919","3400 Gentilly Blvd (Riverside)",,"Major Arterial","Gentilly Blvd","0","2521591","483.37555853945304"
"MULTILINESTRING ((-90.066857504138 29.974651388445, -90.066946641969 29.974812451686, -90.066998999987 29.974907057566, -90.067131157883 29.975168396611, -90.067203270795 29.975244344161, -90.067304795 29.975433209226, -90.067401994852 29.975604475271))","940","1800 Saint Bernard Ave (Riverbound)",,"Major Arterial","Saint Bernard Ave","0","2519143","388.1858645019862"
"MULTILINESTRING ((-90.099848492776 29.95121682311, -90.09992828014 29.951172296443, -90.100441708989 29.950889945921, -90.100563753991 29.950838601483))","987","2700 S Broad St (Riverside)","To-From","Major Arterial","S Broad St","0","2503046","265.2382632084462"
"MULTILINESTRING ((-90.08737805917 29.965716507336, -90.087220555189 29.965892851793, -90.08715360876 29.965970042953, -90.087041239529 29.966098403016, -90.086928184783 29.966227781333, -90.086915308793 29.966242553315, -90.086670971359 29.966522876211, -90.086634991845 29.966564190333))","821","100 N Broad St (Lakeside)","To-From","Major Arterial","N Broad St","0","2510224","387.80319864619622"
"MULTILINESTRING ((-90.080032432654 29.956910253847, -90.08079581783 29.956052340005, -90.080971111724 29.955858903802))","728","300 S Claiborne Ave (Lakeside)","From-To","Major Arterial","S Claiborne Ave","0","2502569","484.29311981951997"
"MULTILINESTRING ((-90.088184138777 29.968781457457, -90.088225281098 29.968809708256, -90.088288039565 29.968852612723, -90.08895692987 29.969294700954, -90.089026008858 29.969341773522))","1424","2900 Bienville Ave (Riverbound)","To-From","Local","Bienville Ave","0","2510521","335.52910010745944"
"MULTILINESTRING ((-89.992762335853 30.011621084817, -89.992615023881 30.011652089463, -89.991903531992 30.011803892289, -89.991520134172 30.011883989031, -89.991426520983 30.011900792602, -89.991384200623 30.011910863157, -89.990862374122 30.012066632554))","312","7950-8000 Old Gentilly Rd (Riverside)",,"Local","Old Gentilly Rd","0","2529371","623.34642964872967"
"MULTILINESTRING ((-90.025194058898 29.941660526381, -90.025055835694 29.941602597269, -90.024732290604 29.941455561695, -90.024413397537 29.94132987439))","2780","3000 General Meyer Ave",,"Major Arterial","General Meyer Ave","0","2518299","275.02698636914806"
"MULTILINESTRING ((-90.066949564928 29.948858084969, -90.067033845402 29.948876710659, -90.067056778487 29.948882859926, -90.067448404345 29.948969453894, -90.067532580036 29.948988611358))","1903","400 Poydras St (Lakebound)",,"Major Arterial","Poydras St","0","2561922","190.6505405587443"
"MULTILINESTRING ((-90.066758897608 29.938019845752, -90.066941464259 29.938166354272, -90.067349019891 29.938393063582, -90.067809215104 29.938649052767, -90.067913714113 29.938707180721, -90.06810821148 29.938815512788, -90.068158200197 29.938843355384, -90.068459167701 29.939010987581))","1745","500 Calliope St (Riverbound)","To-From","Major Arterial","Calliope St","0","2506533","649.07965521074902"
