"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Closed","18-03032-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=239111","1030-1032 Burgundy St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2021-08-25T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=e733b0123675785868e25d94e8d835e0","992 812 416",,,,"2018-04-20T13:32:51.000","2018-04-19T13:34:00.000","Violation: No WIP","C","1030 Burgundy St","New Orleans","LA","70116","3682542.79","534192.42","-90.06468413998535","29.96281222274879",
"Closed","18-11707-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247787","1129-1131 Decatur St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-12-15T13:00:00.000",,,,"2019-08-21T12:00:00.000","OSS Reset","2018-11-16T10:35:25.000","2018-11-15T10:36:00.000","Violation: No WIP","C","1129 Decatur St","New Orleans","LA","70116","3684174.1","533366.58","-90.05956167115835","29.96049168278124",
"Open","21-03899-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268201","5544 Vermillion Blvd","Short Term Rental","Safety and Permits","Initial Hearing","2021-07-14T11:00:00.000",,,,,,"2021-05-07T21:00:41.000","2021-05-07T21:02:00.000","Violation: WIP","D","5544 Vermillion Blvd","New Orleans","LA","70122","3683111.89","553350.11","-90.06221587954403","30.015471752637296",
"Open","21-03268-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267570","2600 Gravier St","Dumpster Screening","Sanitation","Initial Hearing","2021-07-28T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mc354f86ded7dc42a150376ac0f32b826","994 011 934
",,,,"2021-04-21T09:08:23.000","2021-01-12T14:15:00.000","Complete","B","2600 Gravier St","New Orleans","LA","70119","3674461.52","533055.44","-90.09024273995757","29.959929457999955",
"Closed","16-08483-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=215844","840 Piety St, 3222 Burgundy St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-11-17T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m7baa8c03a3db8c8fe0fe71ce13e2f2c2","2495 946 1090",,"2019-05-22T09:30:00.000","OSS Reset","2016-08-23T10:47:01.000","2016-08-19T10:48:00.000","Violation: No WIP","C","840 Piety St","New Orleans","LA","70117","3689556.98","534983.95","-90.04250614181578","29.964773252604793",
"Open","21-06116-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270420","2940 Marigny St","Short Term Rental","Safety and Permits","Initial Hearing","2022-03-30T11:30:00.000",,,,,,"2021-07-29T06:47:38.000","2021-07-29T06:49:00.000","Complete","D","2940 Marigny St","New Orleans","LA","70122","3684799.78","543630.44","-90.05722494426401","29.988694572379572",
"Closed","18-11678-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247758","641-704 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2019-10-30T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m53f2688ea8d23021f03a8fdb6ff59eab","2497 273 2930",,"2019-08-07T11:00:00.000","OSS Reset","2018-11-15T13:17:34.000","2018-11-15T13:23:00.000","Violation: No WIP","C","641 Bourbon St","New Orleans","LA","70112","3682188.46","532665.36","-90.06585640919273","29.958624111834713",
"Open","19-05431-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=254106","1040 S Peters St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Initial Hearing","2022-01-19T09:00:00.000",,,,,,"2019-05-28T09:06:06.000","2019-05-23T09:07:00.000","Violation: No WIP","B","1040 S Peters St","New Orleans","LA","70130","3682341.12","526321.81","-90.06559597158589","29.941176847212137",
"Open","21-01580-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265882","5740 Bundy Rd","Dumpster Screening","Sanitation","Initial Hearing","2021-10-27T09:00:00.000","https://protect2.fireeye.com/v1/url?k=31323334-501d2dca-3132d9c6-454455534531-46b5075204bee989&q=1&e=153eb407-563e-4ab8-b857-f6b8502e5702&u=https%3A%2F%2Fnola.webex.com%2Fnola%2Fj.php%3FMTID%3Dm04663545e550d44cc2e2046b6b80dccf","2486 390 8734",,,,"2021-02-23T15:39:26.000",,,"E","5740 Bundy Rd","New Orleans","LA","70127","3707867.36","558864.0","-89.98379552855546","30.02985446586957",
"Closed","18-11707-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247787","1129-1131 Decatur St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2019-02-27T09:00:00.000",,,,,,"2018-11-16T10:35:25.000","2018-11-15T10:36:00.000","Violation: No WIP","C","1129 Decatur St","New Orleans","LA","70116","3684174.1","533366.58","-90.05956167115835","29.96049168278124",
"Open","19-07655-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256330","737-739 Conti St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2020-12-16T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=abc43282e8177ee828aeaec3a8e0d807","998 757 352 ",,,,"2019-07-26T13:22:09.000","2019-07-17T13:23:00.000","Violation: No WIP","C","739 Conti St","New Orleans","LA","70130","3681667.28","531789.13","-90.06753272409524","29.956230618885204",
"Open","21-07333-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271637","525 Lizardi St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-08-24T09:00:00.000",,,,"2022-06-16T10:00:00.000","OSS Reset","2021-09-23T09:45:35.000","2021-09-21T00:00:00.000","Complete","E","525 Lizardi St","New Orleans","LA","70117","3696018.52","532186.81","-90.02220220776411","29.95688037311158",
"Open","21-02420-BLDGC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266722","621 Bartholomew St","Building Code","Safety and Permits","Reset Hearing","2022-05-04T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0f4c4ec2dcf38a9a863e9b064abd0d31","2480 041 4310 ",,"2022-03-09T09:00:00.000","OSS Reset","2021-03-12T10:42:47.000","2021-03-11T10:44:00.000","No Access","C","621 Bartholomew St","New Orleans","LA","70117","3691453.24","533600.34","-90.03656734992988","29.960909935452886",
"Open","19-08564-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=257239","940 Royal St, 940 Royal St Unit 7, 940 Royal St Unit 8, 936 Royal St, ","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-05-25T13:00:00.000",,,,"2022-02-24T13:00:00.000","OSS Reset","2019-08-26T10:50:46.000","2019-08-20T10:53:00.000","Violation: No WIP","C","936 Royal St","New Orleans","LA","70116","3683217.71","533272.47","-90.0625850496501","29.96026211138828",
"Open","21-06666-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270970","823 Decatur St, 825 Decatur St, 509 Madison St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-08-24T14:00:00.000",,,,,,"2021-08-13T13:24:44.000","2021-08-13T13:31:00.000","Violation: No WIP","C","823 Decatur St","New Orleans","LA","70116","3683481.88","532506.51","-90.06177769826697","29.95814792523357",
"Open","20-22247-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262867","1317-1319 Coliseum St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-08-18T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mc0d0e380ae639cef7802ab782abc2a19","997 769 928
",,"2021-08-11T10:00:00.000","OSS Reset","2020-10-20T08:05:00.000","2020-10-19T08:06:00.000","Violation: No WIP","B","1317 Coliseum St","New Orleans","LA","70130","3680004.25","525199.27","-90.07301288672252","29.938161119760263",
"Closed","18-02749-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=238826","822 N Rampart St Ste 100, 822 N Rampart St Apt 201, 822 N Rampart St A","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-03-31T15:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=52443d2d17395643de800eee8a773617","992 783 289",,"2021-03-31T15:00:00.000","Pending","2018-04-12T12:43:50.000","2018-04-12T12:45:00.000","Violation: No WIP","C","822 N Rampart St Apt 302","New Orleans","LA","70116","3681807.06","533742.31","-90.06702318718531","29.96159695192945",
"Closed","19-03182-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251857","625-627 Chartres St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-02-24T14:30:00.000","https://nola.webex.com/nola/j.php?MTID=m3b2fdd8196e51ca8ff3f3ad19f7c49b2","2492 948 6152",,"2022-01-26T15:00:00.000","OSS Reset","2019-04-25T13:10:40.000","2019-04-10T13:11:00.000","Violation: No WIP","C","625 Chartres St","New Orleans","LA","70130","3682709.44","532131.54","-90.06422996210947","29.957140432719356",
"Closed","21-01659-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265961","9696 Hayne Blvd","Dumpster Screening","Sanitation","Reset Hearing","2021-09-08T09:30:00.000",,,,"2021-07-28T11:30:00.000","OSS Reset","2021-02-19T08:41:20.000",,,"E","9696 Hayne Blvd","New Orleans","LA","70127","3706773.12","565285.43","-89.98701487213185","30.047546247847325",
"Open","18-03046-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=239125","805-807 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-07-13T13:00:00.000",,,,"2022-04-28T10:30:00.000","OSS Reset","2018-04-20T14:28:01.000","2018-04-19T14:33:00.000","Violation: No WIP","C","805 Dauphine St","New Orleans","LA","70116","3682229.38","533264.51","-90.06570626416556","29.960270325231022",
"Open","21-03925-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268227","709-711 Pauline St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-11-24T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=mf345d1ceecaa9ca95494cf3608842bb9","2499 907 3126",,,,"2021-05-10T11:49:46.000","2021-05-06T11:51:00.000","Violation: No WIP","C","709 Pauline St","New Orleans","LA","70117","3690900.74","534042.21","-90.03829626412637","29.962142104878286",
"Open","21-02207-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266509","832 Esplanade Ave","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2021-06-02T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=165a4058683e7514e9a8ad1fda91e439","994 470 837 ",,,,"2021-03-09T12:44:08.000","2021-03-04T12:45:00.000","Violation: No WIP","C","832 Esplanade Ave","New Orleans","LA","70116","3683500.54","534756.43","-90.06163992565442","29.964333864170793",
"Open","21-03466-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267768","7001 Lawrence Rd","Dumpster Screening","Sanitation","Initial Hearing","2022-07-20T09:30:00.000",,,,,,"2021-04-28T08:49:42.000","2021-04-27T00:00:00.000","Complete","E","7001 Lawrence Rd","New Orleans","LA","70127","3704372.84","559124.69","-89.99482848264766","30.030683966270328",
"Closed","21-00679-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264980","1914 Frenchmen St","Illegal Use","Safety and Permits","Initial Hearing","2021-06-02T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=5681f2583527fef5227de71b99b362cc","993 200 568",,,,"2021-02-03T16:31:00.000","2021-02-04T00:00:00.000","No Access","D","1914 Frenchmen St","New Orleans","LA","70116","3684311.18","539353.55","-90.05891853063325","29.97694958446466",
"Open","18-07268-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=243347","501 Royal St, 701 St Louis St, 711 St Louis St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2018-12-19T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m05fba0f24e846a3c02682d6d70ca6446","2492 068 4657
",,,,"2018-08-02T14:25:51.000","2018-08-02T14:28:00.000","Violation: No WIP","C","501 Royal St","New Orleans","LA","70130","3682074.13","531926.87","-90.06624322035861","29.95659699260788",
"Open","19-11218-BLDGC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259893","1704-1708 Gentilly Blvd","Building Code","Safety and Permits","Reset Hearing","2021-09-01T09:00:00.000",,,,"2021-08-25T11:00:00.000","Reset: Deadline given","2019-11-19T14:14:11.000","2019-11-19T14:21:00.000","No Access","D","1704 Gentilly Blvd","New Orleans","LA","70119","3678661.31","541539.73","-90.07668690102929","29.983132396349717",
"Open","19-07260-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255935","711 Canal St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Initial Hearing","2022-01-27T09:30:00.000",,,,,,"2019-07-09T10:52:12.000","2019-06-26T10:53:00.000","Violation: No WIP","C","711 Canal St","New Orleans","LA","70130","3681159.57","530817.33","-90.06916975522573","29.95357390998275",
"Open","22-01481-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274719","4519-4523 Magazine St","Illegal Use","Safety and Permits","Initial Hearing","2022-09-21T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m1186f1ca99e7da9205feb0ecb8fc3760","2495 948 0112",,,,"2022-04-19T08:26:09.000","2022-04-20T00:00:00.000","Violation: No WIP","B","4523 Magazine St","New Orleans","LA","70115","3670459.91","518764.6","-90.10336338541603","29.920753045715266",
"Open","19-10038-VCCMC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258713","937 Decatur St","Merchandising Violation VCC","Vieux Carré Commission","Reset Hearing","2022-10-13T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=md49cbed4cd3d4b0ff5b24b9e76ee1366","2496 274 3585 ",,"2022-08-24T13:00:00.000","OSS Reset","2019-10-07T15:00:37.000","2019-09-20T15:02:00.000","Violation: No WIP","C","937 Decatur St","New Orleans","LA","70116","3683760.09","532826.45","-90.0608879700549","29.959019158702066",
"Closed","19-07813-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256488","442-444 Jackson Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-05-25T10:30:00.000",,,,"2022-03-30T10:00:00.000","OSS Reset","2019-08-01T08:44:18.000","2019-07-30T08:46:00.000","Violation: No WIP","B","444 Jackson Ave","New Orleans","LA","70130","3680305.05","520100.46","-90.07224039928502","29.924131969020607",
"Closed","21-06008-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270312","1734 S Carrollton Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-05-25T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mfb04c9659ef042cc0d46bc29785bf09c","2491 763 8386
",,"2022-02-23T10:30:00.000","OSS Reset","2021-07-23T08:35:11.000","2021-07-22T08:37:00.000","Complete","A","1734 S Carrollton Ave","New Orleans","LA","70118","3663278.2","529861.44","-90.12566367610053","29.951475857552133",
"Closed","20-23650-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264270","1131 Leboeuf St","Zoning General","Safety and Permits","Reset Hearing","2022-03-10T11:00:00.000",,,,"2022-02-09T10:30:00.000","OSS Reset","2020-12-29T15:54:44.000","2020-12-30T13:00:00.000","Complete","C","1131 Leboeuf St","New Orleans","LA","70114","3689663.25","527157.58","-90.0424489857327","29.943250146337686",
"Open","19-06886-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255561","905 Orleans Ave","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-04-27T14:00:00.000",,,,"2022-02-23T14:00:00.000","OSS Reset","2019-06-25T14:32:15.000","2019-06-25T14:34:00.000","Violation: No WIP","C","905 Orleans Ave","New Orleans","LA","70116","3682052.06","533092.26","-90.06627221790563","29.959802089242473",
"Open","21-03363-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267665","1031-1033 Orleans Ave","Short Term Rental","Safety and Permits","Initial Hearing","2022-06-01T11:00:00.000",,,,,,"2021-04-23T13:48:47.000","2021-04-23T13:50:00.000","Complete","C","1031 Orleans Ave","New Orleans","LA","70116","3681602.8","533424.93","-90.06767927597977","29.96073047063729",
"Closed","19-02121-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250796","1515 Euterpe St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2019-12-04T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=mdc937f90508b5bfe964df2b4ba7a77bc","2493 475 4978 ",,"2019-11-06T11:00:00.000","OSS Reset","2019-03-29T08:31:22.000","2019-03-26T08:34:00.000","Violation: No WIP","B","1515 Euterpe St","New Orleans","LA","70130","3679252.92","524886.57","-90.07539574227762","29.937323999858922",
"Open","19-10536-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259211","229 Royal St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-04-06T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m98713c9ea2a07540d3f16d4c8f968e7b","2492 894 0794 ",,,,"2019-10-25T12:54:45.000","2019-10-24T12:56:00.000","Violation: No WIP","C","229 Royal St","New Orleans","LA","70130","3681571.43","531221.03","-90.06785519755687","29.95467144766539",
"Open","19-11200-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259875","1001 Dauphine St, 1003 Dauphine St, 901 St Philip St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-01-20T13:00:00.000","https://protect2.fireeye.com/v1/url?k=31323334-501d2dca-3132d9c6-454455534531-9726d5ec512ceeb5&q=1&e=aa9feeb7-c0ec-4837-95d5-5d8b32e10d1d&u=https%3A%2F%2Fnola.webex.com%2Fnola%2Fj.php%3FMTID%3Dm279986cffd7b437ba409b7054782326d","2499 851 5478",,"2021-11-03T13:00:00.000","OSS Reset","2019-11-19T09:49:12.000","2019-11-12T09:51:00.000","Violation: No WIP","C","1001 Dauphine St","New Orleans","LA","70116","3682634.08","533836.1","-90.06440831901395","29.96182968533423",
