"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"15-20195","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-08-12T00:00:00.000","2015-10-08T00:00:00.000","11714010700","Tazikis Mediterranean Cafe","Tazikis of Green Hills LLC","2190  Bandywood DR","Nashville","TN","37215","25","37017901","2190 Bandywood DR
Nashville, TN 37215
(36.104904, -86.817679)"
"12-19552","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-09-20T00:00:00.000","2012-10-11T00:00:00.000","07300003200","Gaylord Hotel Delta Lobby B","Marriott Hotel Service Inc","2800  Opryland DR","Nashville","TN","37214","15","37015300","2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
"18-25639","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-08-08T00:00:00.000","2018-10-25T00:00:00.000","11715015300","FIRST WATCH RESTAURANT #229",,"2002  RICHARD JONES RD","NASHVILLE","TN","37215","25","37017702","2002 RICHARD JONES RD
NASHVILLE, TN 37215
(36.104579, -86.8118)"
"15-17285","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2015-09-03T00:00:00.000","2015-09-25T00:00:00.000","10504021900","GC Mart","Bander Inc","10  Fairfield AVE","Nashville","TN","37210","19","37014800","10 Fairfield AVE
Nashville, TN 37210
(36.147696, -86.757747)"
"12-00925","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2012-07-31T00:00:00.000","2012-08-23T00:00:00.000","09306307500","Layla's","Tennessee Blue Grass, Inc.","418  Broadway","Nashville","TN","37203","19","37019500","418 Broadway
Nashville, TN 37203
(36.160702, -86.777971)"
"09-19135","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2009-08-19T00:00:00.000","2009-12-22T00:00:00.000","09306209600","Hard Rock Cafe - 2nd Floor","Hard Rock Cafe International (STP), Inc.","100  Broadway","Nashville","TN","37201","19","14600135","100 Broadway
Nashville, TN 37201
(36.162212, -86.774512)"
"18-25552","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2018-06-13T00:00:00.000","2018-06-28T00:00:00.000","10606004700","FOSTER MARKET",,"601  MURFREESBORO PIKE","NASHVILLE","TN","37210","17","37015900","601 MURFREESBORO PIKE
NASHVILLE, TN 37210
(36.141436, -86.74015)"
"18-25596","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-07-20T00:00:00.000","2018-08-23T00:00:00.000","13102001601","SHAKE SHACK",,"4031  HILLSBORO PIKE  904","NASHVILLE","TN","37215","25","37017901","4031 HILLSBORO PIKE 904
NASHVILLE, TN 37215
(36.102846, -86.816652)"
"14-20032","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2014-12-03T00:00:00.000","2014-12-18T00:00:00.000","08313008500","Biscuit Love","Biscuit Love LLC","316  11th ST S","Nashville","TN","37203","6","37019200","316 11th ST S
Nashville, TN 37203
(36.172768, -86.750545)"
"05-16019","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2005-06-06T00:00:00.000","2005-07-14T00:00:00.000","02900030500","Tony's Foodland","Tony's Cee Bee, Inc.","5529  Clarksville PIKE","Joelton","TN","37080","1","37010104","5529 Clarksville PIKE
Joelton, TN 37080
(36.281357, -86.876283)"
"18-25537","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-05-24T00:00:00.000","2018-06-14T00:00:00.000","10502044600","ADVENTURE SCIENCE CENTER",,"800  FORT NEGLEY BLVD","NASHVILLE","TN","37203","17","37016100","800 FORT NEGLEY BLVD
NASHVILLE, TN 37203
(36.144819, -86.776492)"
"14-20022","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2014-11-13T00:00:00.000","2014-12-04T00:00:00.000","06200016300","Hyatt Place Nashville/Opryland","Aimbridge Concessions, Inc.","220  RUDY CIR","NASHVILLE","TN","37214","15","37015300","220 RUDY CIR
NASHVILLE, TN 37214
(36.220169, -86.694117)"
"17-20416","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2016-08-15T00:00:00.000","2017-01-30T00:00:00.000","08112041500","5th & Taylor","5th &amp; Taylor, LLC","1411  5th AVE N","Nashville","TN","37208","19","37019400","1411 5th AVE N
Nashville, TN 37208
(36.178537, -86.790148)"
"17-17425","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2016-11-01T00:00:00.000","2017-02-24T00:00:00.000","04313004300","Aldi","Aldi Inc (Tennessee)","135  Gallatin PIKE S","Madison","TN","37115","9","37010701","135 Gallatin PIKE S
Madison, TN 37115
(36.262151, -86.712222)"
"18-25795","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-12-04T00:00:00.000","2019-03-19T00:00:00.000","08203000500","DRKMTTR COLLECTIVE","Kathryn Edwards 50%, Olivia Scibelli 50%","1111  DICKERSON PIKE","NASHVILLE","TN","37207","5","37012600","1111 DICKERSON PIKE
NASHVILLE, TN 37207
(36.190959, -86.772819)"
"16-17317","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2016-02-22T00:00:00.000","2016-03-10T00:00:00.000","13400027300","Harding Place Tobacco and Beer","Atef Samaan","326  Harding PL  103","Nashville","TN","37211","13","37015613","326 Harding PL 103
Nashville, TN 37211
(36.086793, -86.694303)"
"17-25143","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-07-25T00:00:00.000","2017-09-08T00:00:00.000","09713003900","REBAR AT THE DAM",,"3248  BLACKWOOD DR","NASHVILLE","TN","37214","13","37015624","3248 BLACKWOOD DR
NASHVILLE, TN 37214
(36.151766, -86.627097)"
"17-29412","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2016-10-21T00:00:00.000","2017-01-26T00:00:00.000","09306208500","Famous Saloon","Almost Famous Saloon LLC","110  2nd AVE N","Nashville","TN","37201","19","37019500","110 2nd AVE N
Nashville, TN 37201
(36.162296, -86.77544)"
"16-20227","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-12-29T00:00:00.000","2016-01-28T00:00:00.000","16100030500","Sichuan Hot Pot & Asian Cuisin","Sichaun Hot Pot &amp; Asian Cuisine Inc.","5680  Nolensville PIKE","Nashville","TN","37211","27","37019110","5680 Nolensville PIKE
Nashville, TN 37211
(36.046512, -86.713382)"
"16-17395","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2016-09-30T00:00:00.000","2016-11-17T00:00:00.000","16104010600","Mapco Mart","Mapco Express, Inc.","5040  Nolensville PIKE","Nashville","TN","37211","30","37019004","5040 Nolensville PIKE
Nashville, TN 37211
(36.059607, -86.716251)"
"19-25865","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-02-01T00:00:00.000","2019-04-15T00:00:00.000","07210001700","GALLATIN RD MARKET",,"2900  GALLATIN PIKE","NASHVILLE","TN","37216","7","37011400","2900 GALLATIN PIKE
NASHVILLE, TN 37216
(36.202722, -86.738947)"
"97-14830","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1997-11-18T00:00:00.000","2017-07-17T00:00:00.000","16300030200","Kroger Food & Drug #520","Kroger Limited Partnership","5319  Mt View RD","Nashville","TN","37013","32","37015629","5319 Mt View RD
Nashville, TN 37013
(36.048758, -86.648185)"
"18-25372","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-02-12T00:00:00.000","2018-03-08T00:00:00.000","07206023300","WALDEN BAR",,"2909  GALLATIN PIKE","NASHVILLE","TN","37216","5","37011400","2909 GALLATIN PIKE
NASHVILLE, TN 37216
(36.202898, -86.738852)"
"14-17190","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-10-15T00:00:00.000","2014-11-06T00:00:00.000","13007002400","Belle Meade Shell","C&amp;Y Food Mart Inc","4409  Harding PL","Nashville","TN","37205","23","37018500","4409 Harding PL
Nashville, TN 37205
(36.093576, -86.852286)"
"17-25203","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2017-09-08T00:00:00.000","2017-10-12T00:00:00.000","16209010300","HANNAH'S MART",,"14910  OLD HICKORY BLVD","NASHVILLE","TN","37211","27","37019110","14910 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.045488, -86.704152)"
"10-16735","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2010-10-08T00:00:00.000","2010-10-28T00:00:00.000","09613014700","Sandy Market Discount Tobacco","Heba Rezk","507  Donelson PIKE","Nashville","TN","37214","15","37015502","507 Donelson PIKE
Nashville, TN 37214
(36.14983, -86.666408)"
"05-16031","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2005-07-28T00:00:00.000","2005-08-11T00:00:00.000","13600015200","Compton's Foodland","Compton Foods Inc.","2808  Smith Springs RD","Nashville","TN","37217","29","37015617","2808 Smith Springs RD
Nashville, TN 37217
(36.088461, -86.61079)"
"17-25269","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-10-06T00:00:00.000","2017-11-16T00:00:00.000","07300003200","Gaylord Opryland Hotel - Cascade's Resta",,"2800  OPRYLAND DR","NASHVILLE","TN","37214","15","37015300","2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
"12-19454","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2012-04-10T00:00:00.000","2012-05-21T00:00:00.000","16300023600","O'Charley's Restaurant","O'Charley's, LLC","923  Bell RD","Antioch","TN","37013","32","37015628","923 Bell RD
Antioch, TN 37013
(36.049107, -86.652582)"
"18-25469","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2018-04-12T00:00:00.000","2018-08-23T00:00:00.000","09211007900","TWICE DAILY #7100",,"2112  CHARLOTTE AVE","NASHVILLE","TN","37203","21","37014400","2112 CHARLOTTE AVE
NASHVILLE, TN 37203
(36.156409, -86.806864)"
"15-17219","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-12-19T00:00:00.000","2015-01-08T00:00:00.000","03402002300","Walgreens","Walgreen Co","1801  Gallatin PIKE N","Madison","TN","37115","10","37010401","1801 Gallatin PIKE N
Madison, TN 37115
(36.297178, -86.69895)"
"16-01010","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2016-10-25T00:00:00.000","2016-11-17T00:00:00.000","09313000800","TailGate Brewery Music Row","C&amp;I LLC","1538  Demonbreun ST","Nashville","TN","37203","19","37019500","1538 Demonbreun ST
Nashville, TN 37203
(36.152775, -86.790349)"
"94-16173","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","1993-07-20T00:00:00.000","1994-02-01T00:00:00.000","02100024700","Rawlings Farm","Tove N. Rawlings","5395  Rawlings RD","Joelton","TN","37080","1","37010104","5395 Rawlings RD
Joelton, TN 37080
(36.308398, -86.904011)"
"13-19820","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2013-10-14T00:00:00.000","2013-11-07T00:00:00.000","09306307200","Legends Corner, Inc.","Legends Corner, Inc.","428  Broadway","Nashville","TN","37203","19","37019500","428 Broadway
Nashville, TN 37203
(36.160644, -86.778113)"
"16-00187","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2015-10-30T00:00:00.000","2016-03-30T00:00:00.000","09315017400","New Heights Brewing Company","New Heights Brewing Company LLC","928  5th AVE S","Nashville","TN","37203","17","37016000","928 5th AVE S
Nashville, TN 37203
(36.148833, -86.770818)"
"15-20199","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-09-08T00:00:00.000","2015-10-29T00:00:00.000","08212033600","The Basement East","The Basement East LP","917  Woodland ST","Nashville","TN","37206","6","37019200","917 Woodland ST
Nashville, TN 37206
(36.17537, -86.755499)"
"17-25294","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2017-10-25T00:00:00.000","2018-03-08T00:00:00.000","09100005500","SOUTHERN GRIST BREWING COMPANY",,"5000  CENTENNIAL BLVD","NASHVILLE","TN","37209","20","37013000","5000 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.162328, -86.847563)"
"18-25737","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-10-19T00:00:00.000","2018-11-01T00:00:00.000","17100014900","MADAI",,"4932  THOROUGHBRED LN","BRENTWOOD","TN","37027","34","37018700","4932 THOROUGHBRED LN
BRENTWOOD, TN 37027
(36.035539, -86.787551)"
"94-15860","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","1993-08-23T00:00:00.000","1994-02-01T00:00:00.000","09302300700","TN Performing Arts Center","TN Performing Arts Center Management Corp.","505  Deaderick ST","Nashville","TN","37219","19","37019500","505 Deaderick ST
Nashville, TN 37219
(36.165033, -86.782121)"
"16-20362","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2016-08-31T00:00:00.000","2016-10-13T00:00:00.000","09309027000","Del Frisco's Grille","Del Frisco's Grille of Tennessee LLC","1201  Demonbreun ST  104","Nashville","TN","37203","19","37019500","1201 Demonbreun ST 104
Nashville, TN 37203
(36.154621, -86.786175)"
"17-25078","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-06-08T00:00:00.000","2017-08-31T00:00:00.000","09309023300","KAYNE PRIME",,"1103  MCGAVOCK ST","NASHVILLE","TN","37203","19","37019500","1103 MCGAVOCK ST
NASHVILLE, TN 37203
(36.155865, -86.786055)"
"18-25458","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2018-04-09T00:00:00.000","2018-05-24T00:00:00.000","14712008800","RAI BROTHERS DISCOUNT TOBACCO AND BEER",,"4724  NOLENSVILLE PIKE","NASHVILLE","TN","37211","30","37019004","4724 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.067209, -86.718276)"
"18-25762","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2018-11-02T00:00:00.000","2018-11-15T00:00:00.000","10605007600","MAPCO #3311",,"553  MURFREESBORO PIKE","NASHVILLE","TN","37210","17","37015900","553 MURFREESBORO PIKE
NASHVILLE, TN 37210
(36.142161, -86.742395)"
"05-00736","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2005-02-23T00:00:00.000","2005-03-11T00:00:00.000","14200027800","Sir Pizza","Sir Pizza of Bellevue, LLC","7648  Highway 70  S 19","Nashville","TN","37221","22","37018401","7648 Highway 70 S 19
Nashville, TN 37221
(36.079335, -86.952919)"
"11-19242","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2011-01-11T00:00:00.000","2011-01-27T00:00:00.000","09216012600","Tavern","Lime, LLC","1904  Broadway","Nashville","TN","37203","19","37019500","1904 Broadway
Nashville, TN 37203
(36.150726, -86.796785)"
"06-16160","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2006-06-07T00:00:00.000","2006-07-14T00:00:00.000","10301013700","Mi Favorita Super Mercado","Ahmed Nagi","6317  Charlotte PIKE","Nashville","TN","37209","20","37018101","6317 Charlotte PIKE
Nashville, TN 37209
(36.145038, -86.872005)"
"15-17231","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-12-19T00:00:00.000","2015-01-08T00:00:00.000","14703001300","Walgreens","Walgreen Co.","4201  Nolensville PIKE","Nashville","TN","37211","27","18903","4201 Nolensville PIKE
Nashville, TN 37211
(36.076607, -86.725402)"
"13-19719","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2013-01-03T00:00:00.000","2013-04-26T00:00:00.000","09306203000","Brugada","Brugada Inc","204  Commerce ST","Nashville","TN","37201","19","37019500","204 Commerce ST
Nashville, TN 37201
(36.163068, -86.776478)"
"12-16854","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2011-12-14T00:00:00.000","2012-01-12T00:00:00.000","16300036100","Buy the Way","Ji Lee, Inc.","220  Crossings PL","Antioch","TN","37013","32","37015629","220 Crossings PL
Antioch, TN 37013
(36.044342, -86.649528)"
"07-16295","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2007-08-27T00:00:00.000","2007-09-13T00:00:00.000","08309014100","Express Food Mart","G.B. Corporation","1101  Woodland ST","Nashville","TN","37206","6","37019200","1101 Woodland ST
Nashville, TN 37206
(36.177522, -86.749774)"
"18-25736","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2018-10-19T00:00:00.000","2018-11-01T00:00:00.000","09309030200","CRAFTY BASTARDS",,"1201  LAUREL ST","NASHVILLE","TN","37203","19","37019500","1201 LAUREL ST
NASHVILLE, TN 37203
(36.153452, -86.785828)"
"11-19334","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2011-06-20T00:00:00.000","2011-08-10T00:00:00.000","09309032000","Wild Wasabi","Wild Wasabi, Inc.","209  10th AVE S 215","Nashville","TN","37203","19","37019500","209 10th AVE S 215
Nashville, TN 37203
(36.154965, -86.782059)"
"16-20266","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2016-03-22T00:00:00.000","2016-04-14T00:00:00.000","11714042700","Nordstrom Grill","Nordstrom Inc","2130  Abbott Martin RD","Nashville","TN","37215","25","37017901","2130 Abbott Martin RD
Nashville, TN 37215
(36.106203, -86.816823)"
"16-17396","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2016-09-30T00:00:00.000","2016-11-17T00:00:00.000","12800014900","Mapco Mart 3219","Mapco Express Inc","481  Old Hickory BLVD","Nashville","TN","37209","22","37018401","481 Old Hickory BLVD
Nashville, TN 37209
(36.097966, -86.924873)"
"08-16386","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2008-04-29T00:00:00.000","2008-05-30T00:00:00.000","13001009900","Belle Meade Express","In Jo Yu","5401  Harding PIKE","Nashville","TN","37205","34","37018500","5401 Harding PIKE
Nashville, TN 37205
(36.100108, -86.871205)"
"15-17218","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-12-19T00:00:00.000","2015-01-08T00:00:00.000","11802018100","Walgreens","Walgreen Co","2611  8TH AVE S","NASHVILLE","TN","37204","17","37017100","2611 8TH AVE S
NASHVILLE, TN 37204
(36.120952, -86.775306)"
"14-17196","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-10-30T00:00:00.000","2014-11-20T00:00:00.000","02200001600","Heritage Travel Center","TruEn Inc","7201  Whites Creek PIKE","Joelton","TN","37080","1","10101","7201 Whites Creek PIKE
Joelton, TN 37080
(36.318903, -86.86673)"
"18-25802","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-12-13T00:00:00.000","2019-01-10T00:00:00.000","16100008401","SAM'S PLACE","Allison M Thomas","15545  OLD HICKORY BLVD","NASHVILLE","TN","37211","4","37019116","15545 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.03993, -86.741624)"
"13-17033","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2013-04-01T00:00:00.000","2013-04-25T00:00:00.000","14903015900","Kwik Sack Market","Kwik Sack Market, LLC","2515  Edge O Lake DR","Nashville","TN","37217","29","37015612","2515 Edge O Lake DR
Nashville, TN 37217
(36.079764, -86.64417)"
"07-18618","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2006-12-12T00:00:00.000","2007-01-11T00:00:00.000","09216001800","Loews Vanderbilt (Lobby Level)","Loews Nashville Hotel Corp.","2100  West End AVE","Nashville","TN","37203",,"16500109","2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
"17-25017","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-05-16T00:00:00.000","2017-06-29T00:00:00.000","08212031400","ATTABOY",,"8  MCFERRIN AVE","NASHVILLE","TN","37206","6","37019200","8 MCFERRIN AVE
NASHVILLE, TN 37206
(36.176196, -86.755307)"
"10-19089","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2010-08-16T00:00:00.000","2010-10-12T00:00:00.000","07504023600","Gondola House Pizzeria","Gondola House Restaurant, LLC","4613  Lebanon RD","Nashville","TN","37076","11","37015405","4613 Lebanon RD
Nashville, TN 37076
(36.238417, -86.399106)"
"15-20148","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-06-30T00:00:00.000","2015-07-24T00:00:00.000","09306205000","Big Shotz","Angry Husk LLC","115  2nd AVE N","Nashville","TN","37203","19","37019500","115 2nd AVE N
Nashville, TN 37203
(36.162429, -86.775532)"
"17-25021","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-05-17T00:00:00.000","2017-05-25T00:00:00.000","09306311200","Pancho & Lefty's Cantina",,"104  5TH AVE S","NASHVILLE","TN","37203","19","37019500","104 5TH AVE S
NASHVILLE, TN 37203
(36.160168, -86.778228)"
"07-16219","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2006-12-28T00:00:00.000","2007-02-07T00:00:00.000","156090A00100CO","Publix at Harpeth Village","Publix Tennessee, LLC","8028  Highway 100","Nashville","TN","37221","35","37018405","8028 Highway 100
Nashville, TN 37221
(36.045267, -86.951599)"
"13-17091","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2013-10-24T00:00:00.000","2013-11-21T00:00:00.000","09212048500","Twicedaily","Tri-Star Energy, LLC","1702  West End AVE","Nashville","TN","37203","21","37019500","1702 West End AVE
Nashville, TN 37203
(36.153628, -86.794748)"
"15-20067","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-02-11T00:00:00.000","2015-03-12T00:00:00.000","09306104700","Bajo Sexto Taco","Food on Fifth LLC","216  5th AVE S","Nashville","TN","37203",,"14600128","216 5th AVE S
Nashville, TN 37203
(36.158434, -86.777098)"
"16-17389","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2016-09-30T00:00:00.000","2016-11-17T00:00:00.000","13500007800","Mapco Mart","Mapco Express Inc","2301  Murfreesboro PIKE","Nashville","TN","37217","28","37015626","2301 Murfreesboro PIKE
Nashville, TN 37217
(36.086244, -86.648278)"
"94-16068","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","1993-08-31T00:00:00.000","1994-02-01T00:00:00.000","09215010200","Jimmy Kelly's Restaurant","Jimmy Kelly's Inc.","217  Louise AVE","Nashville","TN","37203","21","37016500","217 Louise AVE
Nashville, TN 37203
(36.151584, -86.80502)"
"08-18911","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2008-09-08T00:00:00.000","2008-10-22T00:00:00.000","17100014900","Cinco De Mayo Mexican Rest","Zaragoza, Inc","4944  Thoroughbred LN","Brentwood","TN","37027","34","37018700","4944 Thoroughbred LN
Brentwood, TN 37027
(36.035554, -86.787575)"
"18-25438","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-03-27T00:00:00.000","2018-04-12T00:00:00.000","12800018700","EASTERN PEAK",,"8121  SAWYER BROWN RD  201","NASHVILLE","TN","37221","22","37018401","8121 SAWYER BROWN RD 201
NASHVILLE, TN 37221
(36.080175, -86.94446)"
