"nombreestablecimiento","direccion","nit","telefono","telefax","municipio","departamento","fechaconcepto","conceptocapacidadproduccion"
"FLORESA LLENA TU TARRO SANTA MONICA ESTABLECIMIENTO DE COMERCIO PROPIEDAD DE ZAPATA JARABA VICTOR HUGO","CARRERA 16 NO 17-14 LOCAL 5 BARRIO SANTA MONICA -DOSQUEBRADAS","98588714-0","3134192697","NO REGISTRA","DOSQUEBRADAS","RISARALDA","2020-12-22T00:00:00.000","MANTIENE Y CUMPLE CON LAS CONDICIONES SANITARIAS, HIGIÉNICAS, TÉCNICAS, LOCATIVAS Y DE CONTROL DE CALIDAD PARA EL ENVASADO Y ACONDICIONAMIENTO SECUNDARIO DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA LÍQUIDA: JABONES Y DETERGENTES, PRODUCTOS LAVAVAJILLAS, SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA, AMBIENTADORES, BLANQUEADORES Y QUITAMANCHAS, PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE, LIMPIADORES DE SUPERFICIES, DE ACUERDO A LO CONTEMPLADO EN LA DECISIÓN 706 DE 2008 Y 721 DE 2009, DE LA COMUNIDAD ANDINA DE NACIONES."
"FLOREZ & ALVAREZ S.A.S - EN REORGANIZACION","CARRERA 7C # 123 -89 BARRIO SANTA BARBARA","807003866 - 2","7559200   3219112046","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2020-10-07T00:00:00.000","CUMPLE CON LAS CONDICIONES TÉCNICAS, LOCATIVAS, HIGIÉNICAS, SANITARIAS, DE DOTACIÓN Y RECURSOS HUMANOS PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA DE LIQUIDOS: JABONES Y DETERGENTES, PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA, SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA, AMBIENTADORES, BLANQUEADORES Y QUITAMANCHAS, PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES, DE ACUERDO A LO CONTEMPLADO EN LA DECISIÓN 706 DE 2008 Y 721 DE 2009, DE LA COMUNIDAD ANDINA."
"FLOW CHEM S.A.S.","KR 51 B NO 12 SUR - 65","900229913-9","5406390","NO REGISTRA","MEDELLIN","ANTIOQUIA","2018-10-10T00:00:00.000","CUMPLE CON LAS CONDICIONES HIGIENICAS SANITARIAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZNTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"FORERO FONSECA JAVIER / LABORATORIOS DYSANFOR","CL 4 C # 50-35","79300733-5","2614957","2614957","BOGOTA DC","CUNDINAMARCA","2014-07-28T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LA FABRICACION ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS SUAVIZANTES PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES SOLIDOS PRODUCTOS LAVAVAJILLAS"
"FRAGANCEYS ESTRADA Y SANCHEZ","FINCA LA FLORESTA VEREDA ALTO DE LOS GOMEZ SANTA BARBARA","71420932-1","3128408691","NO REGISTRA","SANTA BARBARA","ANTIOQUIA","2013-03-19T00:00:00.000","CUMPLE CON LA DONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA INICIAR LAS ACTIVIDADES DE FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA LIQUIDA JABONES Y DETERGENTESPRODUCTOS LAVAVAJILLAS Y LIMPIADORES DE SUPERFICIES"
"FRAGANCIAS AMBIENTALES LIMITADA","KR 16 # 21 A -28","805004992-1","5162453","5163989","JAMUNDI","VALLE DEL CAUCA","2004-10-20T00:00:00.000","REUNE LAS CONDICIONES HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE ASEO HIGIENE Y LIMPIEZA DE USO DOMESTICO EN FORMA LIQUIDA AMBIENTADORES DESINFECTANTES DETERGENTES Y LIMPIAVIDRIOS"
"FREDY LOPEZ","KR 20 # 42A- 25 SUR","7704589-3","4940019","3124398633","BOGOTA DC","CUNDINAMARCA","2015-07-13T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LA FABRICACION ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS SUAVIZANTES Y PRODUCTOS PARA EL PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS Y LIMPIADORES DE SUPERFICIES"
"FRESH-ER SAS","CL 35 # 1-130","900905259-1","3843234-3206689046-3057131575","3843234","CALI","VALLE DEL CAUCA","2014-09-23T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LA FABRICACION ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS SUAVIZANTES AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS LIMPIADORES DE SUPERFICIES LIMPIA VIDRIOS DESENGRASANTES"
"FROPEX S.A.S","MANZANA D CASA 1 - CALLE 118 NRO. 14 A -04 URBANIZACION PACANDE","901257691-1","3167124151","NO REGISTRA","IBAGUE","TOLIMA","2021-09-16T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS, HIGIÉNICAS, TÉCNICAS, LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA DE LIQUIDOS: JABONES Y DETERGENTES, PRODUCTOS LAVAVAJILLAS, SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA, AMBIENTADORES, BLANQUEADORES Y QUITAMANCHAS, PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"FULLER PINTO SA","CALLE 17C NO. 120-44","860031786 - 3","4180055/0415
4235000   4235031   4235020","4151149","BOGOTA DC","CUNDINAMARCA","2020-09-10T00:00:00.000","MANTIENE Y CUMPLE CON LAS CONDICIONES HIGIÉNICAS, TÉCNICAS, LOCATIVAS Y DE CONTROL DE CALIDAD PARA FABRICAR PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA LÍQUIDA: JABONES Y DETERGENTES, PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA, SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA, AMBIENTADORES, BLANQUEADORES Y QUITAMANCHAS, LIMPIADORES DE SUPERFICIES Y PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y EN FORMA SÓLIDA: PRODUCTOS LAVAVAJILLAS Y AMPLÍA SU CAPACIDAD PARA LA ELABORACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA SEMISÓLIDA: AMBIENTADORES, ASÍ COMO EN UNA LÍNEA PARA EL ENVASADO Y ACONDICIONAMIENTO SECUNDARIO DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA LÍQUIDA (TECH LONG) Y UN ÁREA PARA LA FABRICACIÓN Y ENVASADO DE AMBIENTADORES EN FORMA LÍQUIDA, DE ACUERDO A LO CONTEMPLADO EN LA DECISIÓN 706 DE 2008 Y 721 DE 2009, DE LA COMUNIDAD ANDINA DE NACIONES."
"G Y G LABORATORIOS QUIMICO","CL 13C NO 96A-33","8300359661","4005062","4005063","BOGOTA DC","CUNDINAMARCA","2010-08-04T00:00:00.000","PRODUCTOS DE ASEO HIGIENE Y LIMPIEZA"
"GAMAQUIMICOS S.A.S.","CL 60 SUR # 44-34","800077329 - 0","2889493","2889512","SABANETA","ANTIOQUIA","2015-09-24T00:00:00.000","MANTIENE Y CUMPLE CON LAS CONDICIONES SANITARIAS HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA SOLIDA LAVAPLATOS EN PASTA Y SEMISÓLIDA CREMA LAVAPLATOS"
"GAMOEZ DISTRIBUCIONES ESTABLECIMIENTO DE COMERCIO PROPIEDAD DE GARCIA APRAEZ JUAN CARLOS","CARRERA 81 NO. 45 D 22","1037635481-0","3104631577","NO REGISTRA","MEDELLIN","ANTIOQUIA","2021-06-17T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS, HIGIÉNICAS, TÉCNICAS, LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA DE LIQUIDOS: JABONES Y DETERGENTES, PRODUCTOS LAVAVAJILLAS, SUAVIZANTES, PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GANDHA S A S","CL 134 D # 52A - 60","900822556-5","3112235676 / 4672982","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2018-11-14T00:00:00.000","CUMPLE CON LAS CONDICIONES HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS AMBIENTADORES SEMISOLIDOS AMBIENTADORES Y SOLIDOS AMBIENTADORES"
"GB BIOPACOL ANDINA S.A.S.","CT PEREIRA CARTAGO PARAJE LA MARINA PUENTE BOLIVAR","900588276-4","2132266","NO REGISTRA","PEREIRA","RISARALDA","2017-10-05T00:00:00.000","MANTIENE Y CUMPLE CON LAS CONDICIONES HIGIÉNICAS TÉCNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS ABSORBENTES DE HIGIENE PERSONAL TOALLAS HIGIÉNICAS PAÑAL DESECHABLE PARA BEBÉ Y PAÑAL DESECHABLE PARA ADULTO"
"GHL QUIMICA SAS","CL 55 B SUR NO. 72 A 23 BARRIO OLARTE","900992774-2","7787991","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2020-09-07T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS, HIGIÉNICAS, TÉCNICAS, LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA DE LÍQUIDOS: JABONES Y DETERGENTES, PRODUCTOS LAVAVAJILLAS, SUAVIZANTES, AMBIENTADORES, BLANQUEADORES Y QUITAMANCHAS Y PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES, DE ACUERDO A LO CONTEMPLADO EN LA DECISIÓN 706 DE 2008 Y 721 DE 2009, DE LA COMUNIDAD ANDINA DE NACIONES."
"GLISAR SAS","KR 53 G # 2 B -75","900139946-5","2614864","3114530371","BOGOTA DC","CUNDINAMARCA","2014-07-21T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LA FABRICACION ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS DETERGENTES PRODUCTOS LAVAVAJILLAS SUAVIZANTES DE ROPA AMBIENTADORES BLANQUEADORES PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GLORIA ANDREA GIRALDO GIRALDO / FRAGANCIA MAGICO MULTIUSOS","KR 7L BIS NO 70-40","66837924-3","6629870/6625477","6629870","CALI","VALLE DEL CAUCA","2012-05-17T00:00:00.000","CUMPLE CON LA CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA INICIAR LAS ACTIVIDADES DE FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA O ABSORBENTES DE HIGIENE PERSONAL EN FORMA LIQUIDA JABONES Y DETERGENTES LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHANDO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE LIMPIADORES DE SUPERFICIES"
"GLORIANT CHEMICHALS DE COLOMBIA LTDA","CARRERA 70 NO 75-61","900098005-2","3093366","NO REGISTRA","BARRANQUILLA","ATLANTICO","2019-07-16T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LA FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GN CORP SAS","KR 78J NO 37-47 SUR PISO 3","900312508-3","7502323","2731031","BOGOTA DC","CUNDINAMARCA","2012-05-08T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS Y DE DOTACION Y RECURSOS HUMANOS PARA INICIAR LAS ACTIVIDADES DE FABRICACION DE PRODUCTOS E HIGIENE DOMESTICA BLANQUEADORES Y QUITAMANCHAS EN FORMA LIQUIDA"
"GOOD PARTNERS GLOBAL SAS","KR 72 A BIS # 53 A -55","900647885-3","2631932","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2018-01-15T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE SOLIDOS POLVOS SUELTOS SUAVISANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA BLANQUEADORES Y QUITAMANCHAS"
"GRANITOS Y MARMOLES S A","KR 73 Nº 60A-41 SUR","860002585-6","7245139 / 7245120","7245125 / 7118231","BOGOTA DC","CUNDINAMARCA","2009-09-10T00:00:00.000","CUMPLE CON LAS CONDICIONES HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA FABRICAR Y ENVASAR PRODUCTOS DE HIGIENE DOMESTICA EN FORMA LIQUIDA LIMPIADORES DESMANCHADORES JABONES NO COSMETICOS CERAS Y DESINFECTANTES DE USO DOMESTICO"
"GRASAS Y DERIVADOS SA GRADESA SA","COSTADO SUR YE DE CIENAGA","800148119 - 6","4209660   3107021001","4241474","CIENAGA","MAGDALENA","2004-06-11T00:00:00.000","AMPLIA SU CAPACIDAD INSTALADA PARA LA FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE SOLIDOS PRODUCTOS LAVAVAJILLAS Y LIMPIADORES DE SUPERFICIES CON LOS SIGUIENTES EQUIPOS 1 TANQUE DE FABRICACION CON AGITADOR ACOPLADO CON CAPACIDAD DE 1500 KILOGRAMOS 3 TANQUES DE FABRICACION CON AGITADOR ACOPLADO CON CAPACIDAD DE 700 KILOGRAMOS 4 TANQUES DE FABRICACION CON AGITADOR ACOPLADO CON CAPACIDAD DE 1000 KILOGRAMOS Y 3 LINEAS DE ENVASADO Y ACONDICIONAMIENTO CON TOLVAS DE CAPACIDAD DE 100 KILOGRAMOS"
"GRISELDA CERQUERA MONROY","CL 73A NO 69K-12","1069716172-4","3228176282","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2018-01-15T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA LIQUIDA JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS SUAVIZANTES AMBIENTADORES BLAQUEADOERES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES ASI MISMO EN FORMA SEMISOLIDOS AMBIENTADORES"
"GRUPO AROMA CLEANS SAS","CL 26 # 65F- 20","901158101-3","5895377","NO REGISTRA","MEDELLIN","ANTIOQUIA","2015-03-10T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LA FABRICACION ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICAEN FORMA DE LIQUDIOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA EL PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES Y SEMISOLIDOS PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA BLANQUEADORES Y QUITAMANCHAS"
"GRUPO CARLOS SANTAMARIA SAS","KR 2 # 48-16","900542620-7","7820220","7820220","SOACHA","CUNDINAMARCA","2016-07-19T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LAS ACTIVIDADES DE FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE LIMPIADORES DE SUPERFICIES EN FORMA DE SEMISOLIDO LIMPIADORES DE SUPERFICIES Y EN FORMA DE SOLIDO DETERGENTES SÓLIDO COMPACTO O PASTILLA AMBIENTADORES Y PRODUCTOS LAVAVAJILLAS"
"GRUPO EMPRESARIAL CARRERA S A S","KR 6 # 45 - 120 (BODEGA CARRERA )","900799162-9","3883048","NO REGISTRA","CALI","VALLE DEL CAUCA","2017-03-02T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA EL ACONDICIONAMIENTO SECUNDARIO DESETIQUETADO ETIQUETADO DESESTUCHADO ESTUCHADO PIN Y CHECKPOINT DE SEGURIDAD TERMOSELLADO DE SEGURIDAD TERMOENCOGIDO ACONDICIONAMIENTO DE EMPAQUE TERCIARIO ELABORACION DE OFERTAS COLOCACIÓN DE STICKER"
"GRUPO EMPRESARIAL CARRERA S A S","CALLE 45 2A-38 BARRIO SALOMIA","900799162-9","3122915526","NO REGISTRA","CALI","VALLE DEL CAUCA","2019-05-23T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LAS ACTIVIDADES DE FABRICACION ENVASADO Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA LIQUIDA JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES Y SOLIDOS DETERGENTES (POLVO) Y PARA EL ACONDICIONAMIENTO SECUNDARIO (BLISTEADO) DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA SOLIDA PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GRUPO FORTEX S A S","CL 56 # 14 - 30","900539512-9","6412298","NO REGISTRA","BUCARAMANGA","SANTANDER","2017-07-19T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS HIGIÉNICAS TÉCNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA DE LÍQUIDOS DETERGENTES PRODUCTOS LAVAVAJILLAS SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES DE ACUERDO A LO CONTEMPLADO EN LA DECISIÓN 706 DE 2008 Y 721 DE 2009 DE LA COMUNIDAD ANDINA DE NACIONES"
"GRUPO INTEGRA ESTERICLEAN S A S","CARRERA 80 D # 40- 57","900243633-1","4485443-3188819426","NO REGISTRA","MEDELLIN","ANTIOQUIA","2018-04-12T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LAS ACTIVIDADES DE FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE LIMPIADORES DE SUPERFICIES Y SOLIDOS LIMPIADORES DE SUPERFICIES DE ACUERDO A LO CONTEMPLADO EN LA DESICION 706 DE 2008 Y 721 DE 2009 DE LA COMUNIDAD ANDINA"
"GRUPO KANAL LTDA","CL 94 A NO 58-4 BARRIO RIONEGRO","9001036401","7509483","2716257","BOGOTA DC","CUNDINAMARCA","2010-07-06T00:00:00.000","ASEO HIGIENE Y LIMPIEZA DE USO DOMESTICO EN FORMA LIQUIDA JABONES Y DETERGENTES NO COSMETICOS LAVALOZAS LIMPIADORES BLANQUEADORES Y DESINFECTANTES DE USO DOMESTICO… REUNE LAS CONDICIONES SANITARIAS HIGIENICAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE ASEO HIGIENE Y LIMPIEZA SE USO DOMESTICO EN FORMA LIQUIDA JABONES Y DETERGENTES NO COMESTICOS LAVAVAJILLAS PULIDORES DE COCINA SUAVIZANTES PRODUCTOSPARA PRELAVADO Y PREPLACHANDO DE ROPA AMBIENTADORES BLANQUIADORES QUITA MANCHAS LIMPIADORES DE SUPERFICIES LIPIADORES USO DOMESTICOS"
"GRUPO L´AVENIR COLOMBIA S A S","CARRERA 59 # 15-55 SEGUNDO PISO","901077288-3","7032801  3134746686","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2020-05-29T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS HIGIÉNICAS TÉCNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACIÓN DE PRODUCTOS DE HIGIENE DOMÉSTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS DE HIGIENE DOMÉSTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GRUPO PROVEEDORES ALIADOS SAS","KR 2 C # 30-66","900800867-6","3878286","NO REGISTRA","CALI","VALLE DEL CAUCA","2018-11-27T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LAS ACTIVIDADES DE FABRICACION DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA LIQUIDA DETERGENTES PRODUCTOS LAVAVAJILLAS SUAVIZANTES Y PRODUCTOS PARA EL PREPLANCHADO DE ROPA AMBIENTADORES PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GRUPO VYS LIMITADA","CRA 27 # 24-31","900217582-2","2379325","NO REGISTRA","BOGOTA DC","CUNDINAMARCA","2014-10-06T00:00:00.000","CUMPLE CON LAS CONDICIONES SANITARIAS TECNICAS LOCATIVAS Y DE CONTROL DE CALIDAD PARA LA FABRICACION DE PRODUCTOS DE ASEO EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUTAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
"GUIA INDUSTRIAL DE COLOMBIA SAS","CL 28 # 59-23 ZONA INDUSTRIAL DE BELEN","900038435-1","4487992 - 3167432154","4487992 EXT 102","MEDELLIN","ANTIOQUIA","2016-06-01T00:00:00.000","CUMPLE CON LAS CONDICIONES TECNICAS LOCATIVAS HIGIENICAS SANITARIAS DE DOTACION Y RECURSOS HUMANOS PARA LAS ACTIVIDADES DE FABRICACION ENVASE Y ACONDICIONAMIENTO DE PRODUCTOS DE HIGIENE DOMESTICA EN FORMA DE LIQUIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES Y EN FORMA DE SEMISOLIDOS JABONES Y DETERGENTES PRODUCTOS LAVAVAJILLAS Y PULIDORES DE COCINA SUAVIZANTES Y PRODUCTOS PARA PRELAVADO Y PREPLANCHADO DE ROPA AMBIENTADORES BLANQUEADORES Y QUITAMANCHAS PRODUCTOS DE HIGIENE DOMESTICA CON PROPIEDAD DESINFECTANTE Y LIMPIADORES DE SUPERFICIES"
