"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","removal_rate","type_of_rate","number_of_removals","number_of_removals_notes","number_of_removals_description","total_number_of_children","total_number_of_children_1","total_number_of_children_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","McKean County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.79","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","15",,"Number of dependent children in kinship care where parental drug use was a factor","8401",,"Children in area, estimated by American Community Survey","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)"
"County","Bedford County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","9499",,"Children in area, estimated by American Community Survey","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Fulton County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","2918",,"Children in area, estimated by American Community Survey","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)"
"County","Dauphin County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.55","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","96",,"Number of dependent children removed where parental drug use was a factor","61753",,"Children in area, estimated by American Community Survey","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Mercer County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","22321",,"Children in area, estimated by American Community Survey","43","43","42","085","(41.302377765, -80.2600941079)","POINT (-80.26009410790002 41.302377765)"
"County","Perry County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9960",,"Children in area, estimated by American Community Survey","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Delaware County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.23","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","29",,"Number of dependent children in kinship care where parental drug use was a factor","124912",,"Children in area, estimated by American Community Survey","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)"
"County","Perry County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","9942",,"Children in area, estimated by American Community Survey","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Westmoreland County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.78","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","51",,"Number of dependent children removed where parental drug use was a factor","65147",,"Children in area, estimated by American Community Survey","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)"
"County","Schuylkill County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","3.52","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","100",,"Number of dependent children removed where parental drug use was a factor","28373",,"Children in area, estimated by American Community Survey","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)"
"County","Centre County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","24346",,"Children in area, estimated by American Community Survey","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)"
"County","Chester County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.14","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","17",,"Number of dependent children removed where parental drug use was a factor","119547",,"Children in area, estimated by American Community Survey","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Lawrence County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.91","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","33",,"Number of dependent children removed where parental drug use was a factor","17289",,"Children in area, estimated by American Community Survey","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
"County","Cambria County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","26057",,"Children in area, estimated by American Community Survey","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)"
"County","Clinton County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","7968",,"Children in area, estimated by American Community Survey","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Elk County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","7.64","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","45",,"Number of dependent children in kinship care where parental drug use was a factor","5887",,"Children in area, estimated by American Community Survey","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)"
