"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"County","Lancaster","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","42.60","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","159","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3732","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","36","36","42","071","POINT (-76.2513876838 40.0459079619)"
"County","Philadelphia","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","15.43","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","477","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","30909","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","51","51","42","101","POINT (-75.140236002 40.0044435384)"
"State","Commonwealth","All","20-24 years","2017","2017 Annual","1/1/2017-12/31/2017","83.09","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1035","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","12457","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lebanon","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","50.97","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","34","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","667","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","38","38","42","075","POINT (-76.4618257486 40.3675970024)"
"County","Cameron","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","12","12","42","023","POINT (-78.2091693241 41.4388026531)"
"County","Philadelphia","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","17.23","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","619","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","35935","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","51","51","42","101","POINT (-75.140236002 40.0044435384)"
"County","Erie","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","47.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","94","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1960","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","25","25","42","049","POINT (-80.0407591036 41.9941378702)"
"County","Northumberland","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","84.95","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","83","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","977","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","49","49","42","097","POINT (-76.7118842273 40.8515092572)"
"County","Luzerne","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","29.53","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","136","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4605","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","40","40","42","079","POINT (-75.991996098 41.1783643884)"
"County","Bradford","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","29","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","8","08","42","015","POINT (-76.5182562384 41.7911781401)"
"County","Berks","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","31.08","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","98","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3153","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","6","06","42","011","POINT (-75.9307732705 40.4193963513)"
"County","Mercer","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","25.26","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","49","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1940","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","43","43","42","085","POINT (-80.2600941079 41.302377765)"
"County","Venango","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","45.56","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","20","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","439","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","61","61","42","121","POINT (-79.7628656104 41.4034125863)"
"County","Snyder","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","10","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","55","55","42","109","POINT (-77.0725596804 40.7711373692)"
"County","Cumberland","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","139.04","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","255","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1834","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","21","21","42","041","POINT (-77.268662705 40.167598388)"
"County","Monroe","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","42.75","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","61","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1427","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","45","45","42","089","POINT (-75.3408360302 41.0609178653)"
"County","Warren","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","10","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","62","62","42","123","POINT (-79.278581578 41.8167523652)"
"County","Bradford","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","168.86","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","77","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","456","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","8","08","42","015","POINT (-76.5182562384 41.7911781401)"
