"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","deliveries_with_oud_diagnosis","type_of_rate","deliveries_with_oud_diagnosis_receiving_mat_percent","type_of_percent","number_of_women_with_a","number_of_women_with_a_1","number_of_women_with_a_2","number_of_women_with_a_3","number_of_women_with_a_4","number_of_women_with_a_5","county_code_number","county_code_text","state_fips_code","county_fips_code","geocoded_column"
"State","Commonwealth","Female","50 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","12 to 55 years","2016","2016 Q2","4/1/2016-6/30/2016","522.11","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","52.21","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","307",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","588",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Berks County","Female","12 to 55 years","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","12",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","6","06","42","011","POINT (-75.93077327 40.41939635)"
"County","Philadelphia County","Female","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017","579.67","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","57.97","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","211",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","364",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","51","51","42","101","POINT (-75.140236 40.00444354)"
"County","Clinton County","Female","12 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","18","18","42","035","POINT (-77.6428376 41.23286274)"
"County","Greene County","Female","12 to 55 years","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","30","30","42","059","POINT (-80.22943817 39.85480393)"
"County","Wyoming County","Female","12 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","66","66","42","131","POINT (-76.01813003 41.51892488)"
"County","Wyoming County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","66","66","42","131","POINT (-76.01813003 41.51892488)"
"County","Mifflin County","Female","12 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","44","44","42","087","POINT (-77.62003089 40.61274928)"
"County","Monroe County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","45","45","42","089","POINT (-75.34083603 41.06091787)"
"County","Venango County","Female","12 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","61","61","42","121","POINT (-79.76286561 41.40341259)"
"County","Westmoreland County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","18",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","65","65","42","129","POINT (-79.47134118 40.310315)"
"County","Bedford County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","5","05","42","009","POINT (-78.49116474 40.00737536)"
"County","Fulton County","Female","12 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","29","29","42","057","POINT (-78.11485045 39.92487511)"
"County","Clearfield County","Female","12 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","11",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","17","17","42","033","POINT (-78.47558343 41.000429)"
"County","Columbia County","Female","12 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","19","19","42","037","POINT (-76.4100218 41.04912086)"
"County","Snyder County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","55","55","42","109","POINT (-77.07255968 40.77113737)"
"County","Warren County","Female","12 to 55 years","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","62","62","42","123","POINT (-79.27858158 41.81675237)"
"County","Cameron County","Female","12 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","12","12","42","023","POINT (-78.20916932 41.43880265)"
