"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","court_of_common_pleas_opioid","court_of_common_pleas_opioid_1","court_of_common_pleas_cases","court_of_common_pleas_cases_1","rate_of_court_of_common_pleas","type_of_rate","percent_of_court_of_common","percent_of_court_of_common_1","drug_court_cases","drug_court_cases_description","successfully_completed_drug","successfully_completed_drug_1","opioid_drug_court_cases","opioid_drug_court_cases_1","successfully_completed_opioid","successfully_completed_opioid_1","percent_of_drug_court_cases","percent_of_drug_court_cases_1","percent_of_drug_court_cases_2","percent_of_drug_court_cases_3","percent_of_drug_court_cases_4","percent_of_drug_court_cases_5","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"County","Mercer","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","43","43","42","085","41.30237776500","-80.26009410790","POINT (-80.26009410790002 41.302377765)"
"County","Lehigh","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","22","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","39","39","42","077","40.61464794160","-75.60099481180","POINT (-75.6009948118 40.6146479416)"
"County","Washington","All","All (18+ years)","2017","2017 Annual","1/1/2017-12/31/2017","38","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","2517","Total number of annual Court of Common Pleas cases","15.1","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","44","Count of discharged drug court cases","23","Count of successfully completed discharged drug court cases","35","Count of discharged drug court cases with an opioid as the drug of choice","15","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.7954545454545454","Percent of drug court cases list an opioid as the drug of choice","0.5227272727272727","Percent of drug court cases discharged graduating successfully from the program","0.42857142857142855","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","63","63","42","125","40.19109663450","-80.25180082760","POINT (-80.2518008276 40.1910966345)"
"County","Chester","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","11","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","15","15","42","029","39.97487055660","-75.75626498180","POINT (-75.7562649818 39.9748705566)"
"State","Commonwealth","All","30 to 34 years","2019","2019 Annual","1/1/2019-12/31/2019","415","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","2184","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.1900","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Columbia","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","12","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","19","19","42","037","41.04912085590","-76.41002179750","POINT (-76.4100217975 41.0491208559)"
"County","Blair","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","25","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","7","07","42","013","40.48555023840","-78.34907687100","POINT (-78.349076871 40.4855502384)"
"County","Indiana","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","17","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1166","Total number of annual Court of Common Pleas cases","14.58","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","6","Count of discharged drug court cases","4","Count of successfully completed discharged drug court cases","3","Count of discharged drug court cases with an opioid as the drug of choice","2","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.5","Percent of drug court cases list an opioid as the drug of choice","0.6666666666666666","Percent of drug court cases discharged graduating successfully from the program","0.6666666666666666","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","32","32","42","063","40.65295497480","-79.09333492860","POINT (-79.0933349286 40.6529549748)"
"County","Chester","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","55","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","4435","Total number of annual Court of Common Pleas cases","12.4","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","141","Count of discharged drug court cases","97","Count of successfully completed discharged drug court cases","34","Count of discharged drug court cases with an opioid as the drug of choice","22","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.24113475177304963","Percent of drug court cases list an opioid as the drug of choice","0.6879432624113475","Percent of drug court cases discharged graduating successfully from the program","0.6470588235294118","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","15","15","42","029","39.97487055660","-75.75626498180","POINT (-75.7562649818 39.9748705566)"
"County","York","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","83","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","67","67","42","133","39.92192531240","-76.72576052310","POINT (-76.7257605231 39.9219253124)"
"County","Clearfield","All","All (18+ years)","2017","2017 Q3","7/1/2017-9/30/2017","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","17","17","42","033","41.00042900240","-78.47558342990","POINT (-78.4755834299 41.0004290024)"
"County","Lawrence","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","37","37","42","073","40.99325035140","-80.33754114460","POINT (-80.3375411446 40.9932503514)"
"County","Philadelphia","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","203","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","51","51","42","101","40.00444353840","-75.14023600200","POINT (-75.140236002 40.0044435384)"
