"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","number_of_days_hospitalized","number_of_days_hospitalized_1","number_of_days_hospitalized_notes","estimated_lost_wages","estimated_lost_wages_desc","estimated_lost_state_income_tax","estimated_lost_state_income_tax_desc","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"State","Commonwealth","All","50 to 64 years","2017","2017 Q1","1/1/2017-3/31/2017","3202","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","510697.86","Lost wages dues to hospitalization for opioid use","15678.42","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Luzerne","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","695","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","78192.43","Lost wages dues to hospitalization for opioid use","2400.51","Estimated state income tax revenue lost during hospitalizations due to opioid use","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)","41.17836439","-75.9919961"
"County","Clearfield","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)","41.000429","-78.47558343"
"County","McKean","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)","41.81037074","-78.5712202"
"County","Somerset","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","54","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5862.86","Lost wages dues to hospitalization for opioid use","179.99","Estimated state income tax revenue lost during hospitalizations due to opioid use","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)","39.97146299","-79.03100206"
"County","Clarion","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Armstrong","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","40","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4525.71","Lost wages dues to hospitalization for opioid use","138.94","Estimated state income tax revenue lost during hospitalizations due to opioid use","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)","40.81509526","-79.47316899"
"County","Adams","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","156","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","17160.14","Lost wages dues to hospitalization for opioid use","526.82","Estimated state income tax revenue lost during hospitalizations due to opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Clinton","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)","41.23286274","-77.6428376"
"County","Mifflin","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)","40.61274928","-77.62003089"
"County","Columbia","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","28","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2796.00","Lost wages dues to hospitalization for opioid use","85.84","Estimated state income tax revenue lost during hospitalizations due to opioid use","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)","41.04912086","-76.4100218"
"County","Potter","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","24","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2528.00","Lost wages dues to hospitalization for opioid use","77.61","Estimated state income tax revenue lost during hospitalizations due to opioid use","53","53","42","105","(41.7442064382, -77.8987922939)","POINT (-77.8987922939 41.7442064382)","41.74420644","-77.89879229"
"County","McKean","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","28","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3156.00","Lost wages dues to hospitalization for opioid use","96.89","Estimated state income tax revenue lost during hospitalizations due to opioid use","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)","41.81037074","-78.5712202"
"State","Commonwealth","All","50 to 64 years","2019","2019 Q2","4/1/2019-6/30/2019","3260","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","514163.71","Lost wages dues to hospitalization for opioid use","15784.83","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Fayette","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","63","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6480.00","Lost wages dues to hospitalization for opioid use","198.94","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Clarion","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","14","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1510.00","Lost wages dues to hospitalization for opioid use","46.36","Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Elk","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","14","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1690.00","Lost wages dues to hospitalization for opioid use","51.88","Estimated state income tax revenue lost during hospitalizations due to opioid use","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)","41.42819416","-78.64947713"
"County","Jefferson","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","92","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","9564.29","Lost wages dues to hospitalization for opioid use","293.62","Estimated state income tax revenue lost during hospitalizations due to opioid use","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)","41.13139091","-79.00101814"
"County","Cumberland","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","740","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","103511.29","Lost wages dues to hospitalization for opioid use","3177.80","Estimated state income tax revenue lost during hospitalizations due to opioid use","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)","40.16759839","-77.26866271"
"County","Warren","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017","31","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3379.00","Lost wages dues to hospitalization for opioid use","103.74","Estimated state income tax revenue lost during hospitalizations due to opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"County","Union","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"County","Cumberland","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","243","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","33603.43","Lost wages dues to hospitalization for opioid use","1031.63","Estimated state income tax revenue lost during hospitalizations due to opioid use","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)","40.16759839","-77.26866271"
"County","Indiana","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","51","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5806.71","Lost wages dues to hospitalization for opioid use","178.27","Estimated state income tax revenue lost during hospitalizations due to opioid use","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)","40.65295497","-79.09333493"
"State","Commonwealth","All","21 to 34 years","2016","2016 Q4","10/1/2016-12/31/2016","5710","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","863228.14","Lost wages dues to hospitalization for opioid use","26501.10","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
