"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","depth_to_bottom","manhole","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.737376489042 30.218528312035)","4962819","0","1","185051","161189","269",,"1963-07-28T00:00:00.000Z","1963","PLANNOEL",,"DDAVIS","2008-02-21T00:00:00.000Z","DWARDEN","2019-12-13T12:54:53.000Z","DDAVIS","CCW","J18","645F","580022","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3116448.0913","10052779.8","DIG08","SUB-M","619.40002441","620.15997314","N","CONCRETE","616.73999023","130","6","T","6","120","25","17","SAG","32","PRESENT","S1","MARKED","b40f55cd-b9e9-491c-b0f0-2d8cfa5c704f","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","JESSE MARTINEZ",,,"08212008_4_059.jpg","0",,,,"0",,,,,"1090697","WPD"
"POINT (-97.727711288264 30.300025581491)","4947937","0","1","74528","93981","207",,"1937-02-06T00:00:00.000Z","1937","PLANNOEL",,"RODAVILA","2009-03-26T00:00:00.000Z","JHOLDER","2010-07-06T00:00:00.000Z","HCHOU","WLR","K25","555Y","170756","CITY","CITY","PHYS_INSP","DEM","GPS","3118805.8005","10082483.594","DIG07","SUB-M",,"601.11999512","N","CONCRETE","597.45001221","60","5","T","3","60","36","18","GRADE","44","NOTPRESENT","G1","GOOD","6e227ece-13d9-415f-8227-79190d0191fb","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DLEWIS","2008-10-16T00:00:00.000Z",,"06282007_2_034.jpg","0",,,"2015-12-15T00:00:00.000Z","0",,,,,"1075596","WPD"
"POINT (-97.669396380191 30.390103156329)","4944013","0","1","1024438","1205971","215","double 10' inlets","2011-11-10T00:00:00.000Z","2011","ASBLTEL",,"VVINCENT","2015-11-20T09:48:21.000Z","CGORE","2016-01-11T12:20:21.000Z","CGORE","WLN","M32","496M","3502267","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS","629.65997314","632.48999023","N","NODATA","625.66998291",,,"N",,"240",,,"NODATA",,"PRESENT","NODATA","NODATA","94dd5f85-47fa-465f-9832-d66c03050d3b","ENTERED","2022-03-08T21:02:51.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.705309021599 30.32573577799)","4938146","0","1","73775","336881","1",,"1974-10-11T00:00:00.000Z","1974","APPLANEL",,"JHOLDER","2011-12-06T14:07:43.000Z","JABAKER","2012-03-15T15:30:56.000Z","RODAVILA","TAN","L27","556E","158631","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3125652.3837","10091996.611","DIG07","SUB-M",,"711.88000488","N","CONCRETE","707.13000488","136","6","T","10","119","33","10","GRADE","43","PRESENT","G1","NOTMARKED","99d9985b-7819-4f62-b981-535ecaa8fc47","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DLEWIS","2008-10-22T00:00:00.000Z",,"06142007_2_050.jpg","0",,,,"0",,,,,"1074823","WPD"
"POINT (-97.794555872813 30.426121927937)","4939440","0","1","185523","1791250","329",,,,"NO_SOURCE",,"SSTONE","2017-09-26T15:28:39.000Z","JAMARTINEZ","2018-01-03T11:19:44.000Z",,"BUL","F36","463H","71921","CITY","CITY","PHYS_INSP","DEM","GPS","3096669.7919","10127842.82","DIG08","SUB-M",,"863.98999023","N","CONCRETE","858.90997314","120","6","T","5","120","32","17","SAG","61","PRESENT","S1","MARKED","6b59a8b9-576c-4b02-bed4-a76ab32d591c","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,"08282008_5_050.jpg","0",,,,"0",,,,,"1088224","WPD"
"POINT (-97.890180314571 30.166165358001)","4965736","0","1","1016693","1917666","275",,"2015-08-26T00:00:00.000Z","2015","APPLANEL",,"DREYESLARRIVA","2015-10-23T09:08:17.000Z","JAMARTINEZ","2018-04-18T10:59:32.000Z","ACOLEMAN","SLA","B13","671U","5113303","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","861.52001953","862.02001953","N","CONCRETE","857.36999512",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","244f55aa-404e-4424-9e0f-5e03c61c5bcb","ENTERED","2022-03-08T21:02:54.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.749285739508 30.311979065974)","4935162","0","1","32062","91733","274",,"1946-09-14T00:00:00.000Z","1946","PLANNOEL","1976","RODAVILA","2007-09-28T00:00:00.000Z","HCHOU","2010-06-25T00:00:00.000Z","HCHOU","SHL","J26","555N","224747","CITY","CITY","ASBLTEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"573.55999756","N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","6ed7377f-d1ca-4612-bb16-63d682de93f1","ENTERED","2022-03-08T21:02:50.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.807878415061 30.177146548807)","4956979","0","1","191386","648218","101",,"1983-12-12T00:00:00.000Z","1983","APPLANEL",,"CGORE","2013-06-18T08:48:59.000Z","CGORE","2013-06-19T10:01:39.000Z","RODAVILA","SLA","F14","673L","404230","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3094527.5088","10037220.9175","DIG08","SUB-M","708.98999023","709.5300293","N","CONCRETE","704.98999023","122","6","T","6","120","32","18","GRADE","45","PRESENT","G1","MARKED","2763fb6a-f6e0-4139-b904-8f21debd917b","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","HEATHER DAVIS",,,"12032008_3_031.jpg","0",,,,"0",,,,,"1093384","WPD"
"POINT (-97.683197996454 30.227362880505)","4975091","0","1","9607","834778","90",,"1958-08-14T00:00:00.000Z","1958","APPLANEL",,"CPHELAN","2007-07-19T00:00:00.000Z","CGORE","2014-03-15T11:57:04.000Z","RODAVILA","CAR","M19","616Y","618524","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","0b62d8a6-2d2a-4bff-a588-b00e09793adc","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.784989403213 30.24864456865)","4937280","0","1","191573","21360","287",,"1955-11-30T00:00:00.000Z","1955","SSM",,"RODAVILA","2009-01-21T00:00:00.000Z","PCAMPMAN","2015-02-06T10:32:01.000Z","DDAVIS","BAR","G20","614J","181460","CITY","CITY","PHYS_INSP","DEM","GPS","3101162.6138","10063382.2313","DIG08","SUB-M",,"605.75","N","CONCRETE","601.33001709","68","5","T","5","60","24","18","SAG","53","PRESENT","S1","GOOD","8bbbff43-f61d-4cc5-a232-cc93c2c07499","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","ISRAEL RAMIREZ",,,"12022008_4_050.jpg","0",,,"2014-07-15T00:00:00.000Z","0",,,,,"1092981","WPD"
"POINT (-97.705366062671 30.330246138483)","4974595","0","1","51091","863284","285","capped","1962-12-18T00:00:00.000Z","1962","APPLANEL","1976","DDAVIS","2007-11-09T00:00:00.000Z","APRUITT","2014-05-26T12:50:01.000Z","RODAVILA","BMK","L27","556A","634744","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"78",,,"NODATA",,"NODATA","NODATA","NODATA","d39ac5c6-e954-46c9-9682-635703e6d544","ENTERED","2022-02-08T14:52:55.000Z","INACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.740314632693 30.159401748873)","4942138","0","1","196163","626140","105",,"2002-08-15T00:00:00.000Z","2002","ASBLTEL",,"APRUITT","2013-05-29T08:47:58.000Z","APRUITT","2013-05-29T13:48:28.000Z","SBURZYNSKI","MAR","J13","675W","3079374","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3116021.5344","10031260.1375","DIG08","SUB-M","560.79998779","560.60998535","N","CONCRETE","556.79998779","121","6","T","7","121","30","18","GRADE","34","PRESENT","G1","NOTMARKED","3d880e44-0ab5-44de-8b21-aae38f8c6f8e","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","MARCUS ALLEN",,,"01232009_3_058.jpg","0",,,,"0",,,,,"1104423","WPD"
"POINT (-97.831445730893 30.193903062762)","4947223","0","1","1237231","1591922","94","double inlet with additional back entry","2013-06-06T00:00:00.000Z","2013","APPLANEL",,"VVINCENT","2016-12-09T15:08:57.000Z","SJOHNSON","2016-12-21T15:35:50.000Z","SJOHNSON","SBG","E16","643W","130777","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"795.59002686","N","CONCRETE","793.95001221",,,"N",,"240",,,"NODATA",,"PRESENT","NODATA","NODATA","836ae9bf-445e-464b-806a-9909a200f790","ENTERED","2022-03-08T21:02:51.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.782028636507 30.14459706316)","4957135","0","1","199474","1850770","61",,"1994-08-29T00:00:00.000Z","1994","APPLANEL",,"CARMIJO","2013-08-01T14:40:19.000Z","MMARKOWSKI","2017-12-11T10:12:48.000Z","RODAVILA","SLA","G11","704J","163441","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3102964.73","10025570.4644","DIG08","SUB-M","585.65997314","586.42999268","N","CONCRETE","581.51000977","123","6","T","6","120","44","19","GRADE","41","PRESENT","G1","NOTMARKED","3d9555cf-8c26-4684-8a1a-d0cd5859310c","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,"03172009_3_018.jpg","0",,,,"0",,,,,"1099735","WPD"
"POINT (-97.779659421829 30.206188978361)","4966350","0","1","184590","138806","296",,"1969-05-27T00:00:00.000Z","1969","APPLANEL",,"DDAVIS","2008-02-25T00:00:00.000Z","DWARDEN","2021-08-05T12:50:36.000Z","DDAVIS","WMS","G17","644P","822128","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3103199.5575","10047984.1806","DIG08","SUB-M",,"645.66998291","N","CONCRETE","640.20001221","119","6","T","5","119","24","17","GRADE","42","PRESENT","G1","GOOD","da3e57ac-20b0-4c82-9011-3122dbc6aff9","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,"08132008_5_051.jpg","0",,,"2021-06-15T00:00:00.000Z","0",,,,,"1086544","WPD"
"POINT (-97.741616893857 30.271910572271)","4944877","0","1","101841","392850","281",,,"1975","APPLANEL",,"DLEWIS","2009-04-24T00:00:00.000Z","DDAVIS","2012-09-10T12:00:18.000Z","EDUBIN","TWN","J22","585S","117004","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3114656.864","10072157.951","DIG06","SUB-M",,"511.76000977","N","CONCRETE","507","72","5","T","5","72","24","36","GRADE","45","PRESENT","G1","GOOD","19268886-ca50-4ba2-bd3c-e9948b381246","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_042706_0062.jpg","0",,,"2010-11-01T00:00:00.000Z","0",,,,,"1084674","WPD"
"POINT (-97.696679000742 30.199408047929)","4963544","0","1","891702","2207573","43",,"2006-05-02T00:00:00.000Z","2006","ASBLTEL",,"REVANS","2015-02-06T14:27:49.000Z","KGALLUSCIO","2020-12-23T14:19:05.000Z","SJOHNSON","ONI","L16","646T","3182669","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS","533","533.48999023","N","CONCRETE","528",,,"N",,"48","48",,"NODATA",,"PRESENT","S4","NODATA","60b28943-4116-4207-b7ff-3529f66922ab","ENTERED","2022-03-08T21:02:53.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.707418427372 30.321354876947)","4975702","0","1","45906","863284","295",,"1962-12-18T00:00:00.000Z","1962","APPLANEL","1976","RODAVILA","2008-01-17T00:00:00.000Z","APRUITT","2014-05-01T11:30:52.000Z","RODAVILA","TAN","L27","556E","382203","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","3796d9cd-a414-41b5-bcde-0017262ec441","ENTERED","2022-02-08T14:52:55.000Z","INACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.682506565564 30.355964043127)","4933030","0","1","74019","595450","117",,"1972-07-20T00:00:00.000Z","1972","ASBLTEL",,"ARESOVSKY","2013-05-06T11:47:09.000Z","ARESOVSKY","2013-05-06T12:56:10.000Z","RODAVILA","LWA","M30","526G","254954","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3132582.2138","10103161.599","DIG07","SUB-M",,"671.2800293","N","CONCRETE","667.47998047","128","5","T","5","120","24","18","SAG","36","PRESENT","S1","GOOD","373c0624-937a-457e-bd36-3f02b121f00e","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","DLEWIS","2008-10-23T00:00:00.000Z",,"06122007_1_032.jpg","0",,,"2014-07-15T00:00:00.000Z","0",,,,,"1075035","WPD"
"POINT (-97.824881189417 30.167715522882)","4961952","0","1","374964","2056867","130",,"2006-01-09T00:00:00.000Z","2006","APPLANEL",,"CWEYENBERG","2016-05-23T15:27:31.000Z","GDELANO","2019-02-20T10:27:13.000Z","CGORE","SLA","E13","673S","3196358","OTHER","OTHER","PHYS_INSP","APPLANEL","APPLANEL","3089233.5725","10033670.2431","DIG11","SUB-M","678.75","679.36999512","N","CONCRETE","674.75","70","6","T","5","60","42","18","GRADE","38","PRESENT","G1","NOTMARKED","0db7e221-4c66-4b35-bff7-1fb667e6066e","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"BILL BUTLER","2011-01-18T00:00:00.000Z","MARCUS ALLEN","01182011_4_042.jpg",,"2.8","1",,"0","2011-01-18T00:00:00.000Z","14:22","4",,"401190862","WPD"
"POINT (-97.75022613484 30.509651091889)","4944432","0","1","188775","1271251","64",,"2004-08-20T00:00:00.000Z","2004","ASBLTEL",,"ACOLEMAN","2015-11-26T13:48:59.000Z","ACOLEMAN","2016-03-08T11:34:49.000Z","CGORE","SBR","J43","375W","3157190","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3109932.2631","10158534.7181","DIG08","SUB-M","824.84002686","825.28997803","N","CONCRETE","820.84002686","122","6","T","5","119","44","18","GRADE","43","PRESENT","G1","GOOD","4797e30d-46f3-4136-a65e-782da853fb25","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"HEATHER DAVIS",,,"10202008_4_035.jpg","0",,,"2018-08-15T00:00:00.000Z","0",,,,,"1091394","WPD"
"POINT (-97.71243506608 30.227583912384)","4975084","0","1","182926","415907","207",,"1998-04-17T00:00:00.000Z","1998","APPLANEL",,"CGORE","2012-08-09T10:13:35.000Z","CGORE","2012-08-09T12:25:32.000Z","RODAVILA","CCE","K19","615Z","3125987","OTHER","OTHER","PHYS_INSP","DEM","GPS","3124239.9669","10056260.0081","DIG08","SUB-M",,"513.84997559","N","CONCRETE","510.3500061","124","5","T","5","124","46","18","SAG","42","PRESENT","S1","NOTMARKED","ac0644cd-3eb3-45dc-a485-e5bb69547cee","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,"07252008_2_017.jpg","0",,,,"0",,,,,"1082145","WPD"
"POINT (-97.851130688978 30.144593344751)","4943519","0","1","300546","790335","14",,"2008-01-09T00:00:00.000Z","2008","APPLANEL",,"CARMIJO","2014-01-03T09:46:40.000Z","CARMIJO","2014-01-08T13:00:52.000Z","RODAVILA","BER","D11","702L","3295750","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3081127.9869","10025076.895","DIG10","SUB-M","693.08001709","693.20001221","N","CONCRETE","689.08001709","122","6","T","6","120","41","17","GRADE","39","PRESENT","G1","NOTMARKED","27507b57-7c37-4940-aec9-bb42881c0dbf","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","3","N","DANIEL WHEAT","2010-07-27T00:00:00.000Z","MARCUS ALLEN","07272010_2_001.jpg",,"3","1",,"0","2010-07-27T00:00:00.000Z","08:48","2",,"401191123","WPD"
"POINT (-97.716859113283 30.33424085691)","4938050","0","1","76380","479632","115","square manhole cover","1947-10-21T00:00:00.000Z","1947","PLANNOEL",,"RODAVILA","2008-02-12T00:00:00.000Z","PCAMPMAN","2013-08-02T09:32:30.000Z","SJOHNSON","WLR","K28","525Z","849740","CITY","CITY","PHYS_INSP","DEM","GPS","3121940.4482","10095007.55","DIG07","SUB-M","696.39001465","695.91998291","N","CONCRETE","693","130","6","T","7","120","26","16","GRADE","35","PRESENT","G1","NOTMARKED","4cc6225b-6f94-472c-a7d7-87fc105445d6","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","SJOHNSON","2008-10-22T00:00:00.000Z",,"07122007_1_010.jpg","0",,,,"0",,,,,"1077674","WPD"
"POINT (-97.764121750122 30.492532563519)","4962190","0","1","1521559","1637010","257","PPC-1-A-11914: Temporary","2005-02-19T00:00:00.000Z","2005","ASBLTEL","2006","MMCDONALD","2017-01-19T17:01:07.000Z","MMCDONALD","2017-02-03T07:46:04.000Z","DWARDEN","LKC","H41","404L","3155993","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS",,"906.07000732","N","CONCRETE","898.02001953",,,"N",,"48","48",,"NODATA",,"PRESENT","S4","NODATA","d1a018e1-c4d7-4ae2-b4c9-ca681289a1f5","ENTERED","2022-03-08T21:02:53.000Z","REMOVED","0",,,,,,,,,,"0",,,,,,
"POINT (-97.693771904116 30.324118458972)","4953063","0","1","74070","797660","201",,"1975-09-10T00:00:00.000Z","1975","APPLANEL",,"SBURZYNSKI","2012-02-14T13:01:01.000Z","KTAYLOR","2014-01-13T12:11:06.000Z","DDAVIS","FOR","L27","556F","220629","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3129307.6463","10091495.487","DIG07","SUB-M",,"652.96002197","N","CONCRETE","649.71002197","131","7","F","0","120","30","15","SAG","40","PRESENT","S1","NOTMARKED","cf0e44c7-952a-4e44-8454-c33b3b8bc5e5","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DLEWIS","2008-10-22T00:00:00.000Z",,"06122007_2_081.jpg","0",,,,"0",,,,,"1075237","WPD"
"POINT (-97.752819803721 30.312444841616)","4961621","0","1","82433","2079890","68",,"1953-10-08T00:00:00.000Z","1953","APPLANEL",,"DLEWIS","2009-01-07T00:00:00.000Z","MAMARAL","2019-04-02T12:07:04.000Z","GDELANO","SHL","H26","554R","1103693","CITY","CITY","PHYS_INSP","DTM","GPS_AERIAL","3110782.0418","10086809.607","DIG07","SUB-M","627.13000488","626.25","N","CONCRETE","622.58001709","128","6","T","6","120","24","14","GRADE","44","PRESENT","G1","NODATA","d41d40d5-9990-4fbb-81c0-2859ecb6da3a","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,"10042007_3_037.jpg","0",,,,"0",,,,,"1082542","WPD"
"POINT (-97.72827649014 30.270255166548)","4934406","0","1","53171","1131427","193",,"1960-11-24T00:00:00.000Z","1960","PLANNOEL","2002","DDAVIS","2007-11-15T00:00:00.000Z","GDELANO","2015-06-22T16:02:13.000Z","DDAVIS","WLR","K22","585U","584218","CITY","CITY","NO_SOURCE","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,"529.40997314","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","e624e49b-5285-406c-8c60-fbe43ffa27c8","ENTERED","2022-03-08T21:02:55.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.757557216352 30.238140059663)","4950754","0","1","929945","1283410","115",,"2013-09-24T00:00:00.000Z","2013","ASBLTEL",,"SBURZYNSKI","2016-05-20T10:13:59.000Z","SBURZYNSKI","2016-06-01T11:58:40.000Z","CGORE","EBO","H19","614V","369380","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3109909.7651","10059767.9245","FIELD","SUB-M","575.35998535","575.41998291","N","CONCRETE","566.16998291","122","5","T","6","120","42","17","SAG","116","PRESENT","S1","GOOD","78fd982b-2d91-4c19-85d8-a8d011e31e0b","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","0","N","GDELANO","2015-04-10T10:49:45.000Z","DDAVIS","04102015_5_025.jpg","17","3.4","1",,"0","2015-04-10T10:49:46.000Z","10:49:46 AM","5",,"401361725","WPD"
"POINT (-97.750203504788 30.235277303292)","4937866","0","1","78624","71591","304",,"1961-01-27T00:00:00.000Z","1961","APPLANEL",,"DDAVIS","2008-02-25T00:00:00.000Z","JHOLDER","2010-04-15T00:00:00.000Z","DDAVIS","BLU","J19","615S","415838","CITY","CITY","PHYS_INSP","DEM","GPS","3112255.6621","10058775.875","DIG07","SUB-M",,"573.54998779","N","CONCRETE","571.54998779","128","6","T","5","120","24","14","SAG","24","COVERED","S1","MARKED","af0bd00f-b17b-4476-ab9d-ea5ff5638abf","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DLEWIS","2008-10-23T00:00:00.000Z",,"07232007_5_054.jpg","0",,,,"0",,,,,"1078559","WPD"
"POINT (-97.845073342797 30.28187320258)","4943093","0","1","193482","103912","32",,"1978-02-08T00:00:00.000Z","1978","APPLANEL",,"JHOLDER","2010-08-18T00:00:00.000Z","GDELANO","2018-03-23T14:52:47.000Z","HCHOU","BAR","D23","582L","517636","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3081925.5006","10075034.675","DIG08","SUB-M",,"773.34997559","N","CONCRETE","769.15997314","128","6","T","6","120","32","16","GRADE","36","PRESENT","G1","GOOD","451c77cd-0cb5-410e-8a43-ea22991e9909","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","BILLY MULLINS",,,"12152008_3_060.jpg","0",,,"2011-01-15T00:00:00.000Z","0",,,,,"1094446","WPD"
"POINT (-97.843425447228 30.204039180584)","4949665","0","1","212595","38593","23",,"1977-01-02T00:00:00.000Z","1977","APPLANEL",,"MBRANNAN","2009-10-29T00:00:00.000Z","PCAMPMAN","2017-04-25T08:46:02.000Z","DDAVIS","WMS","D17","642R","339585","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3083082.6454","10046747.7102","DIG09","SUB-M",,"752.05999756","N","CONCRETE","748.36999512","129","6","T","5","121","32","16","GRADE","33","PRESENT","G1","GOOD","786e4cea-ff1a-44eb-93a4-f144493fd7d1","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","3","N","GEETHA GANESAN","2009-04-27T00:00:00.000Z","DANIEL WHEAT","04272009_5_019.jpg","0","2.7945","2","2017-12-15T00:00:00.000Z","0","2009-04-27T00:00:00.000Z","11:35","5",,"1101711","WPD"
"POINT (-97.737613009026 30.152251394317)","4948502","0","1","200369","638938","34",,"2002-08-21T00:00:00.000Z","2002","ASBLTEL",,"APRUITT","2013-06-10T11:00:40.000Z","APRUITT","2013-06-10T12:00:32.000Z","RODAVILA","MAR","J12","705B","1137089","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3116935.8119","10028680.2213","DIG08","SUB-M",,"572.15002441","N","CONCRETE","568.38000488","122","6","T","5","119","44","18","GRADE","42","PRESENT","G1","NOTMARKED","ad0b7910-d195-400b-bf40-75c644b27e65","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","ERIN ATKINSON",,,"03262009_1_002.jpg","0",,,,"0",,,,,"1102821","WPD"
"POINT (-97.770240714221 30.248248063152)","4961577","0","1","101694","2059111","340","Inlet found to be larger than proposed by field measurement.,","1990-10-03T00:00:00.000Z","1990","APPLANEL",,"SBURZYNSKI","2010-09-22T00:00:00.000Z","DDAVIS","2019-03-22T09:28:55.000Z","DDAVIS","WBO","H20","614L","818216","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3105822.248","10063341.52","DIG06","SUB-M",,"565.40002441","N","CONCRETE","561.29998779","190","6","T","6","177","44","17","GRADE","48","PRESENT","G1","NOTMARKED","5381b26f-d900-4324-8648-4f0a81053df4","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N",,"2006-05-17T00:00:00.000Z",,"A_051706_0007.JPG","0",,,,"0",,,,,"1084868","WPD"
"POINT (-97.750196973026 30.429246690208)","4938531","0","1","189285","672856","178",,"1996-10-03T00:00:00.000Z","1996","ASBLTEL",,"JABAKER","2013-07-17T17:28:00.000Z","GDELANO","2013-07-24T12:32:54.000Z","SBURZYNSKI","WLN","J36","465E","180419","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3110620.4137","10129300.7806","DIG08","SUB-M","900.09002686","900.45001221","N","CONCRETE","896.59002686","120","7","T","5","119","34","17","GRADE","41","PRESENT","G1","NOTMARKED","308bdaa6-e0c8-4c8e-a5e4-d929caca992c","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","MICHAEL CHISUM",,,"10302008_5_057.jpg","0",,,,"0",,,,,"1091677","WPD"
"POINT (-97.69834537215 30.400201494533)","4935173","0","1","189656","1931461","134","Typo for SUMP on plan.,","1983-02-01T00:00:00.000Z","1983","APPLANEL",,"GDELANO","2013-03-05T12:09:26.000Z","MMCDONALD","2018-05-01T15:51:35.000Z","RODAVILA","WLN","L33","496A","976101","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3127207.7906","10119123.6206","DIG08","SUB-M",,"704.29998779","N","CONCRETE","699.89001465","121","6","T","6","121","31","18","GRADE","42","PRESENT","G1","GOOD","3c283b39-f21b-415b-a4d0-05c20794f6f1","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","DAVID PRITCHARD",,,"10282008_2_017.jpg","0",,,"2015-08-15T00:00:00.000Z","0",,,,,"1091999","WPD"
"POINT (-97.910620229405 30.172411266132)","4956322","0","1","870803","2136866","154","Triple box area inlet.","2013-03-15T00:00:00.000Z","2013","APPLANEL",,"DDAVIS","2014-12-29T13:47:14.000Z","JBALDERAS","2019-11-05T09:29:16.000Z","DDAVIS","SLA","A14","671N","5068641","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"905.15002441","N","NODATA","894.07000732",,,"N",,,"48",,"NODATA",,"NODATA","S4","NODATA","878723a7-d25f-4b61-b5cb-3b1ad267b258","ENTERED","2022-03-08T21:02:52.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
