"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"11477123",,"2016-02-01T00:00:00.000","Commercial","Approved with Conditions","Part of the building must be moved from the site and the trees are too close to the building","Yes","No","No",,"Yes",,"Yes","Box Elder, Chinaberry","Fair","Development Related","10"" , 16"" BE, 8"", 10"" Chinaberry","16","43","0","30.26336084","-97.73118205"
"10536709",,"2011-01-18T00:00:00.000",,"Approved","redevelopment","No","Yes","No",,"No","Yes","No","American Elm, Pecan, Pecan, Pecan, Pecan","Good","Non-Development Related","35, 21.5, 23, 22, 19","0","0","0","30.25970906","-97.73872599"
"10517543",,"2011-05-10T00:00:00.000",,"Approved","tree is missing a great deal of it's canopy due to it's close proximity to the power lines. I would like to replace with smaller trees in more appropriate locations.","Yes","No","No",,"Yes","No","Yes","Pecan","Fair","Non-Development Related","23.5","23.5","0","0","30.28944521","-97.76645584"
"10768385",,"2012-05-18T00:00:00.000",,"Approved","Danger of falling","No","Yes","No",,"Yes","No","Yes","Live Oak","Dead","Non-Development Related","28","28","0","0","30.35928175","-97.75204296"
"11554450",,"2016-08-04T00:00:00.000","Residential","Approved with Conditions","Installing new driveway","Yes","Yes","No",,"No","Yes","No","Live Oak","Fair","Development Related","30","0","0","0","30.32222440","-97.76825092"
"10557707",,"2011-03-10T00:00:00.000",,"Approved","Replacing sewerline 10' from tree.","No","No","No",,"No","Yes","No","Chinese Tallow","Good","Development Related","24","0","0","0","30.20908983","-97.77787314"
"11085179",,"2014-02-24T00:00:00.000","Residential","Approved","Applicant would like to remove tree","No","No","No",,"Yes","No","Yes","Chinese Pistache","Dead","Non-Development Related","17","0","17","0","30.26822906","-97.73679789"
"11154277",,"2014-05-28T00:00:00.000","Residential","Approved","Last wind storm finished taking down a tree that has been split for some years.  View attached photo's.","No","No","No",,"Yes",,"Yes","Hackberry","Poor","Non-Development Related","19","19","0","0","30.32873501","-97.72506429"
"10613712",,"2011-06-29T00:00:00.000",,"Approved","dying tree is a hazard","No","No","No",,"Yes","No","Yes","Red Oak","Poor","Non-Development Related","21","21","0","0",,
"11598023",,"2016-09-14T00:00:00.000","Residential","Approved","history of failures, heaving soil opposite lean toward ROW","No","No","Yes",,"Yes",,"Yes","Hackberry","Poor","Non-Development Related","26","26","0","0","30.25354598","-97.77402355"
"10403909",,"2010-06-15T00:00:00.000",,"Closed","Michael Bogard Watershed Protection 9742403.","No","No",,,"No","Yes","No","Unknown","Good","Development Related","0","0","0","0","30.25229486","-97.77030772"
"11677155",,"2017-03-13T00:00:00.000","Residential","Final","constructing a swimming pool PR-2017-010780","Yes","No","No","Residential Dev Plan Review - Tree","No","Yes","No","pecan, pecan, pecan, pecan","1. Good","Development Related","25, 19, 19, 20","0","0","0","30.33729702","-97.75170849"
"10399113",,"2010-05-14T00:00:00.000",,"Closed","Iffigation installation and landscaping","No",,,,"No","Yes","No","Oak, Oak, Oak","Poor","Development Related","22, 22, 28","0","0","0","30.29795846","-97.73698060"
"10893549",,"2013-03-12T00:00:00.000","Residential","Closed","Development,- Build addition flush with current back wall & deck straight out","Yes","Yes","No",,"No","Yes","No","Pecan","Good","Development Related","30","0","0","0","30.28792716","-97.71261873"
"11373512",,"2015-06-22T00:00:00.000","Residential","Approved with Conditions","5 protected trees on lot.  No impacts to any 1/2 CRZ required.","Yes","No","No",,,"Yes",,"Live Oak, Live Oak, Live Oak, Live Oak, Cedar Elm","Fair","Development Related","36, 19, 26, 9, 9","0","0","0","30.48545438","-97.78963353"
"11206836",,"2014-08-28T00:00:00.000","Residential","Approved","Tree condition: over-mature, dying back, dropping limbs and deforming my Oak","No","No","No",,"Yes",,"Yes","Arizona Ash, Chinese Tallow","Poor","Non-Development Related","20.5, 21","0","41.5","0","30.20683198","-97.79336316"
"11150920",,"2014-05-20T00:00:00.000","Residential","Approved","Tree condition","No","Yes","No",,"Yes",,"Yes","Pecan","Dead","Non-Development Related","31","31","0","0","30.31808718","-97.74427184"
"10876745",,"2013-01-03T00:00:00.000","Residential","Approved","Decayed areas, weak structure, fallen limbs, bores-insects, canopy < than 40%; Hazardous tree","No","No","No",,"Yes","No","Yes","Chinese Tallow","Poor","Non-Development Related","31","0","31","0","30.33898018","-97.74733841"
"11171160",,"2014-06-25T00:00:00.000","Residential","Approved","concern will fall","No","Yes","No",,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","24","24","0","0","30.24792445","-97.74034490"
"10824899",,"2012-10-30T00:00:00.000",,"Closed","Root Ball is covered by existing foundation.","Yes","Yes","No",,"Yes","No","Yes","Post Oak, Cedar Elm, Post Oak","Fair","Development Related","20, 19, 25","39","0","6","30.29781969","-97.76930285"
"10903005",,"2013-02-26T00:00:00.000","Residential","Approved","tree's root system is heaving on side near house, noticeable difference in last 3 months","No","Yes","No",,"Yes","No","Yes","Live Oak","Fair","Non-Development Related","30","30","0","0","30.35273121","-97.74525884"
"10690877",,"2012-12-09T00:00:00.000","Residential","Approved with Conditions","Will maintain 13' from Live Oak and 12' from Elm.","No","Yes","No",,"No","Yes","No","Live Oak, Elm",,"Development Related","25, 21","0","0","0","30.19528785","-97.91504451"
"10963091",,"2013-06-18T00:00:00.000","Residential","Approved","safety issue and dead branches are near electricity wire","No","No","No",,"Yes","No","Yes","Post Oak, Post Oak","Dead","Non-Development Related","20.5, 19.5","39","0","0","30.29762035","-97.71468273"
"10714908",,"2012-02-10T00:00:00.000",,"Approved","Replace/repair/upgrade sidewalk.  Will be digging very close to tree trunk.  The sidewalk has to be replaced by COA inspector.","Yes","Yes","Yes",,"No","Yes","No","Pecan","Fair","Development Related","26","0","0","0","30.33643076","-97.75294290"
"10465032",,"2010-07-13T00:00:00.000",,"Approved","Tree has been dropping large branches, decay in included bark of scaffolds.","No","No",,,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","40","0","40","0","30.31657116","-97.69433683"
"11385721",,"2015-07-21T00:00:00.000","Residential","Approved with Conditions","Protected Tree","Yes","No","No",,,"Yes",,"Live Oak","Good","Development Related","20""","0","0","0","30.48857682","-97.79715282"
"10356615",,"2010-07-14T00:00:00.000",,"Closed","Under transmission & distribution lines, have grown irregularly due to constant cutting, and partly rotted.","No","No",,,"No","No","No","Cedar Elm","Poor","Development Related","32","0","0","0","30.29445060","-97.75859985"
"11086228",,"2014-03-17T00:00:00.000","Residential","Approved","development","Yes","No","No",,"No","Yes","No","#","Good","Development Related","#","0","0","0","30.40817664","-97.75747900"
"10916611",,"2013-03-29T00:00:00.000","Commercial","Approved with Conditions","proposed development","Yes","Yes","No",,"Yes",,"Yes","Pecan, American Elm, American Elm","Poor","Development Related","29, 38, 30","97","0","87","30.27166354","-97.76166261"
"10911144",,"2013-03-12T00:00:00.000","Residential","Approved","Tree condition","No","No","Yes",,"Yes","No","Yes","Mulberry","Dead","Non-Development Related","23","0","23","0","30.26151197","-97.73499676"
"11458910",,"2015-12-11T00:00:00.000","Residential","Approved","central leader decayed","No","No","No",,"Yes",,"Yes","American Sycamore","Fair","Non-Development Related","32""","32","0","0","30.26881715","-97.70929140"
"10598342",,"2011-06-03T00:00:00.000",,"Approved","dead tree is hazard","No","No","Yes",,"Yes",,"Yes","Unknown","Dead","Non-Development Related","19","0","19","0","30.22049185","-97.85764003"
"11309890",,"2015-03-12T00:00:00.000","Residential","Approved","as required by PUD documents","No","No","No",,"No","Yes","No","None","Good","Development Related","0","0","0","0","30.48883742","-97.79632555"
"11582091",,"2016-08-19T00:00:00.000","Commercial","Approved","tree condition","No","No","Yes",,"Yes",,"Yes","Cottonwood","Poor","Non-Development Related","33","33","0","0","30.32737861","-97.83963324"
"10802699",,"2012-07-27T00:00:00.000",,"Approved","This tree is 60% dead","No","No","Yes",,"Yes","No","Yes","Pecan","Poor","Non-Development Related","22","22","0","0","30.27685476","-97.73533487"
"10656334",,"2011-09-28T00:00:00.000",,"Approved","Tree is hollow with major cavities and a hazard","No","Yes","No",,"Yes","No","Yes","Post Oak","Poor","Non-Development Related","39","39","0","0","30.30743626","-97.72371269"
"11387458",,"2015-07-20T00:00:00.000","Residential","Approved","Hazard","No","No","No",,"Yes",,"Yes","Cedar Elm","Poor","Non-Development Related","21""","21","0","0","30.27851736","-97.77257166"
"11171322",,"2014-06-27T00:00:00.000","Commercial","Approved","Hollow trunk and stems/large amt of bark missing from trunk and conk (Ganoderma) at the base","No","Yes","No",,"Yes","No","Yes","Post Oak","Poor","Non-Development Related","28","28","0","0","30.26733366","-97.72216129"
"10762088",,"2012-05-07T00:00:00.000",,"Approved","Tree is dead.  **City has already looked at this tree**","No","No","No",,"Yes","No","Yes","Live Oak","Dead","Non-Development Related","19","19","0","0","30.25846244","-97.78030959"
"11552132",,"2016-08-25T00:00:00.000","Residential","Approved","Development","Yes","No","No",,"Yes","Yes","Yes","cedar elm","Good","Development Related","8, 8, 9, 13","17","0","17","30.49217419","-97.75461383"
"11121195",,"2014-07-08T00:00:00.000","Residential","Closed","Development","Yes","Yes","No",,,"Yes",,"Live Oak, Live Oak, Live Oak, Live Oak","Good","Development Related","33, 35, 20, 40","0","0","0","30.24046696","-97.74535015"
"11649779",,"2017-01-05T00:00:00.000","Residential","Final","developement","Yes","No","No",,"Yes","Yes","Yes","Arizona ash (21), chinaberry(21)","Fair","Development Related","21,21","0","21","7","30.32995219","-97.69542850"
"11345285",,"2015-05-20T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,"No","Yes","No","Live Oak, Live Oak, Live Oak","Fair","Development Related","19, 20, 22","0","0","0","30.25563444","-97.91314661"
"10538485",,"2011-01-24T00:00:00.000",,"Approved","Rotten, Hollow, Dying; Public Safety Concerns","No","No","Yes",,"Yes","No","Yes","Black Willow","Poor","Non-Development Related","34","0","34","0","30.26302228","-97.75215189"
"11038182",,"2013-10-29T00:00:00.000","Residential","Approved with Conditions","development","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","42""","0","0","0","30.23508504","-97.76039081"
"11414984",,"2015-09-24T00:00:00.000","Residential","Approved","Development","Yes","No","No",,,"Yes",,"Live Oak","Fair","Development Related","13""","0","0","0","30.28350786","-97.76942792"
"11161984",,"2014-06-12T00:00:00.000","Residential","Approved","Tree Condition- Tree might fall into the street or onto neighbors house.","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","19","0","19","0","30.35838544","-97.67384802"
"11641323",,"2017-02-16T00:00:00.000","Residential","Active","development","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","19"", 25"", 30""","0","0","0","30.24476383","-97.73683014"
"10642773",,"2011-09-01T00:00:00.000",,"Approved","Hazardous-diseased 95%/diseased-dead-Hackberry","No","No","No",,"Yes","No","Yes","Hackberry","Dead","Non-Development Related","20.5","0","21","0","30.23221763","-97.71256261"
"11094547",,"2014-03-06T00:00:00.000","Residential","Approved","Decay on main trunk, lean over street, in decline.","No","No","No",,"Yes","No","Yes","Catalpa","Poor","Non-Development Related","26","0","26","0","30.38541727","-97.74844138"
"11024367",,"2013-10-04T00:00:00.000","Residential","Closed","Development","Yes","No","No",,"No","Yes","No","Pecan","Good","Development Related","20","0","0","0","30.26601413","-97.70536668"
"11252061",,"2014-11-20T00:00:00.000","Residential","Closed","Development related","Yes","No","No",,,"Yes",,"Live Oak","Good","Development Related","20.5","0","0","0","30.31332264","-97.75473135"
"10508550",,"2013-05-15T00:00:00.000",,"Closed","Proposed","Yes","Yes",,,"No","Yes","No","Oak, Elm, Hackberry, Elm, Oak, Elm",,"Development Related","28, 19, 19, 20, 32, 26","0","0","0","30.29702420","-97.77328882"
"10893562",,"2013-02-13T00:00:00.000","Residential","Approved","Tree condition","No","Yes","No",,"Yes","No","Yes","Post Oak","Dead","Non-Development Related","34","32","0","0","30.30877511","-97.67947718"
"11466816",,"2016-02-24T00:00:00.000","Residential","Final","Second review for garage","Yes","No","No",,,"Yes",,"American Elm, Pecan","Fair","Development Related","25"", 21""","0","0","0","30.25646607","-97.72651518"
"11023805",,"2013-09-30T00:00:00.000","Residential","Approved","Oak wilt infection.  2 trees- rest will be treated.","No","Yes","No",,"Yes","No","Yes","Live Oak, Live Oak","Poor","Non-Development Related","19, 31","50","0","0","30.32795356","-97.76496459"
"10569915",,"2011-04-08T00:00:00.000",,"Approved","Almost entirely dead and rotten; Public Safety Concerns","No","No","Yes",,"Yes","No","Yes","Hackberry, Hackberry","Dead","Non-Development Related","21, 22","0","43","0","30.14819442","-97.84325029"
"10538916",,"2011-06-14T00:00:00.000",,"Approved","Removal of tree dying from oak wilt","No","Yes","No",,"Yes","No","Yes","Live Oak","Dead","Non-Development Related","25.5","25.5","0","0","30.32839233","-97.76407706"
"11670746",,"2017-02-27T00:00:00.000","Residential","Active","Development","Yes","Yes","No",,,"Yes",,"Spanish Oak, Cedar Elm, Cedar Elm","Good","Development Related","22, 28, 22","0","0","0","30.30276116","-97.75543580"
"11131492",,"2014-04-29T00:00:00.000","Residential","Approved","per pud docs","No","No","No",,"No","Yes","No","LIve Oak","Good","Development Related","not protected","0","0","0","30.49675749","-97.75827810"
"11630306",,"2016-11-21T00:00:00.000","Residential","Approved with Conditions","development, remodel","Yes","No","No",,"No","Yes","No","3 Live Oaks, 2 Pecans","Good","Development Related","20.4, 21.6, 22, 19.7, 21","0","0","0","30.25216409","-97.79178341"
"11677228",,"2017-02-22T00:00:00.000","Residential","Active","hazard, leaning on power lines","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Sycamore","3. Poor","Non-Development Related","13 (failed multi-stem)","13","0","0","30.33418573","-97.71559345"
"11152854",,"2015-04-20T00:00:00.000","Residential","Approved with Conditions","Development","Yes","Yes","No",,"Yes","Yes","Yes","Pecan, Pecan, Pecan, Pecan, American Elm","Fair","Development Related","22"", 34"", 30"", 27"", 24""","0","0","0","30.25934360","-97.73616320"
