"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","NOV Sent","2022-02-14T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2021-045481 OL","Active","4400 AVENUE A","AUSTIN","TX","78751","26","Inspection Performed","2022-04-12T00:00:00.000","3117105.5","10085951","4400 AVENUE
AUSTIN, TX 78751
(3117105.5, 10085951)","0221050416"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-08-02T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-05-22T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-15T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-04-26T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-06-11T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2021-05-26T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-08-02T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2021-05-26T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2022-04-05T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Citation Issued","2022-01-15T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2022-04-12T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-04-13T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021815 OL","Active","9500 DESSAU RD","AUSTIN","TX","78753","268","NOV Sent","2022-07-08T00:00:00.000","3134898.75","10101953","9500 DESSAU RD
AUSTIN, TX 78753
(3134898.75, 10101953)","0237240209"
"2022-021815 OL","Active","9500 DESSAU RD","AUSTIN","TX","78753","268","NOV Sent","2022-07-08T00:00:00.000","3134898.75","10101953","9500 DESSAU RD
AUSTIN, TX 78753
(3134898.75, 10101953)","0237240209"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-05-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-24T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-19T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2020-04-01T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-05-24T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2021-06-16T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2020-01-07T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-07-02T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-19T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-05-24T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-03-11T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-06-21T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-08-06T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-09-09T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2012-08-14T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-04-21T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-05-14T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-18T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-20T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2021-06-16T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2018-159692 OL","Closed","11907 ALPHEUS AVE","AUSTIN","TX","78759","4","Inspection Performed","2017-08-23T00:00:00.000","3117137.29375","10124036.32875","11907 ALPHEUS AVE
AUSTIN, TX 78759
(3117137.29375, 10124036.32875)","0260060220"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-06-18T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-16T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-06-24T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2022-04-08T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-16T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-07-13T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-06-08T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-06-11T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2020-04-01T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-19T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-05-07T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-27T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2020-11-24T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-06-02T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2020-03-30T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2021-03-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2021-03-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-24T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-18T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2021-04-14T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-05-24T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-06-15T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-04-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-12-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-16T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-01-25T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-03-31T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-04-26T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2018-04-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2018-05-14T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-07-12T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-04-13T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-06-07T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","NOV Sent","2021-06-15T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2019-06-17T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","NOV Sent","2019-05-23T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2018-159692 OL","Closed","11907 ALPHEUS AVE","AUSTIN","TX","78759","4","Inspection Performed","2021-01-25T00:00:00.000","3117137.29375","10124036.32875","11907 ALPHEUS AVE
AUSTIN, TX 78759
(3117137.29375, 10124036.32875)","0260060220"
