"bill_no","title","enacted_bill","sponsors","co_sponsors","introduction_date","expiration_date_of_pending_bills","public_hearing_date","action_date","effective_date","effective_date_2","sunset_date","mc_code_chapter","mc_code_section","lmc_chapter_no","status","yeas","nays","abstain","absent","final_vote","executive_action","lead_analyst","veto_override_date","veto_override_vote","disapprove_date","voted_to_disapprove_vote","withdrawn_date"
"38-14","Secondhand Personal Property - Definitions - Payment","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?923_1_2015_Bill_38-14_Signed_20150123.pdf","Council President at the Request of the County Executive",,"2014-07-29T00:00:00.000",,"2014-09-16T00:00:00.000","2014-10-14T00:00:00.000","2015-01-23T00:00:00.000",,,"44A","44A-1 and 44A-9","Ch. 30, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/22/2014","Josh Hamlin",,,,,
"33-10E","Finance - Working Families Income Supplement - Amount","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?742_1_3452_Bill_33-10E_Signed_20100529.pdf","Council President at the Request of the County Executive",,"2010-05-04T00:00:00.000","2011-11-04T00:00:00.000","2010-05-11T00:00:00.000","2010-05-20T00:00:00.000","2010-05-29T00:00:00.000",,,"20, Article XIV","20-79","Ch. 22, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved 05/29/2010","Amanda Mihill",,,,,
"42-14E","Contracts and Procurement - Minority - Owned Businesses - Sunset Date - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?927_1_1981_Bill_42-14E_Signed_20150101.pdf","Council President at the Request of the County Executive",,"2014-09-16T00:00:00.000",,"2014-10-07T00:00:00.000","2014-10-21T00:00:00.000","2015-01-01T00:00:00.000",,"2015-12-31T00:00:00.000","11B","11B-61 and 11B-64","Ch. 32, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/30/2014","Robert Drummer",,,,,
"26-21","Taxation - Payments in Lieu of Taxes - Affordable Housing Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2717_1_18956_Bill_26-21_Signed_20211227.pdf","Riemer, Friedson",,"2021-06-29T00:00:00.000",,"2021-07-20T00:00:00.000","2021-12-14T00:00:00.000","2022-03-28T00:00:00.000",,,,,"Ch. 37, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/27/2021",,,,,,
"10-21","Economic Development - Economic Development Strategic Plan - Economic Development Corporation - Duties","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2701_1_14483_Bill_10-21_Signed_20210602.pdf","Friedson","Riemer, Navarro, Albornoz, Katz","2021-03-02T00:00:00.000",,"2021-03-23T00:00:00.000","2021-05-27T00:00:00.000","2021-09-01T00:00:00.000",,,,,"Ch. 12. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/2/2021",,,,,,
"9-22E","Property Tax Credit � Elderly Individuals and Retired Military Services Members � Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2750_1_22415_Bill_9-22E_Signed_20220630.pdf","Council President at the Request of the County Executive",,"2022-06-14T00:00:00.000",,"2022-06-21T00:00:00.000",,"2022-07-01T00:00:00.000",,,,,"Ch. 22, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/30/2022",,,,,,
"17-14","Property Tax Credit - Senior Citizens of Limited Income","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?903_1_2166_Bill_17-14_Signed_20150701.pdf","Riemer, Andrews, Branson, Floreen, Navarro, Berliner, Rice",,"2014-03-04T00:00:00.000",,"2014-04-29T00:00:00.000","2014-10-28T00:00:00.000","2015-07-01T00:00:00.000",,,"52","52-11C","Ch. 34, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/10/2014","Josh Hamlin",,,,,
"37-11","Motor Vehicles and Traffic - School Bus Safety Cameras","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?809_1_2950_Bill_37-11_Signed_20120615.pdf","Ervin, Andrews, Rice, Berliner, Elrich, Navarro, Riemer, Floreen, Leventhal",,"2011-11-29T00:00:00.000","2013-05-29T00:00:00.000","2012-01-24T00:00:00.000","2012-03-06T00:00:00.000","2012-06-15T00:00:00.000",,,"31","31-9B","Ch. 1, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 03/16/2012","Robert Drummer",,,,,
"27-13","Human Rights and Civil Liberties - County Minimum Wage - Dollar Amount","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?878_1_2370_Bill_27-13_Signed_20141001.pdf","Elrich, Ervin, Navarro",,"2013-10-01T00:00:00.000",,"2013-10-24T00:00:00.000","2013-11-26T00:00:00.000","2014-10-01T00:00:00.000",,,"27","27-7 and 27-8; adding 27 Article XI","Ch. 34, LMC 2013","Enacted","Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer","Andrews",,,"8 Yeas - 1 Nays","Approved 12/05/2013","Robert Drummer",,,,,
"28-20","Human Rights and Civil Liberties - Discrimination in Public Accommodations - LGBTQ Bill of Rights","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2667_1_10982_Bill_28-20_Signed_20201016.pdf","Glass","Katz, Jawando, Hucker, Riemer, Albornoz, Friedson, Navarro, Rice","2020-07-07T00:00:00.000",,"2020-07-28T00:00:00.000","2020-10-06T00:00:00.000","2021-01-15T00:00:00.000",,,,,"Ch. 30. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/16/2020",,,,,,
"11-22","Buildings � Lactation Rooms in County Buildings � Required","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2752_1_22442_Bill_11-22_Signed_20220808.pdf","Friedson","Hucker, Albornoz, Katz, Navarro","2022-06-14T00:00:00.000",,"2022-07-12T00:00:00.000","2022-07-26T00:00:00.000","2022-11-07T00:00:00.000","2023-08-07T00:00:00.000",,,,"Ch. 26, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/8/2022",,,,,,
"2-22E","Montgomery County Municipal Revenue Program � Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2743_1_20107_Bill_2-22E_Signed_20220314.pdf","Council President at the Request of the County Executive",,"2022-01-11T00:00:00.000",,"2022-02-01T00:00:00.000","2022-03-01T00:00:00.000","2022-03-14T00:00:00.000",,,,,"Ch. 7, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/14/2022",,,,,,
"4-22","Human Rights and Civil Liberties - Public Accommodations - Gender Inclusive Restrooms","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2745_1_22427_Bill_4-22_Signed_20220808.pdf","Katz, Glass","Jawando, Friedson, Albornoz, Navarro, Hucker, Riemer, Rice","2022-02-15T00:00:00.000",,"2022-03-08T00:00:00.000","2022-07-26T00:00:00.000","2022-11-07T00:00:00.000",,,,,"Ch. 24, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/8/2022",,,,,,
"9-11","Contracts and Procurement - Minority Owned Businesses - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?778_1_3171_Bill_9-11_Signed_20110926.pdf","Council President at the Request of the County Executive",,"2011-04-05T00:00:00.000","2012-10-05T00:00:00.000","2011-04-26T00:00:00.000","2011-06-21T00:00:00.000","2011-09-26T00:00:00.000",,"2014-12-31T00:00:00.000","11B","11B-61 and 11B-64","Ch. 12, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 06/27/2011","Robert Drummer",,,,,
"49-16","Economic Development - Workforce Development - Microlending Program","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1059_1_878_Bill_49-16_Signed_20170426.pdf","Berliner, Navarro, Hucker","Floreen, Rice, Elrich, Katz, Riemer","2016-12-13T00:00:00.000",,"2017-01-24T00:00:00.000","2017-04-18T00:00:00.000","2017-07-24T00:00:00.000",,,"Amending 30B","Article II; Sections 30B-8, 30B-12 and 30B-14","Ch. 10, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/24/2017","Josh Hamlin",,,,,
"25-14E","Forest Conservation - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?910_1_2107_Bill_25-14E_Signed_20140805.pdf","Council President at the request of the Planning Board",,"2014-05-06T00:00:00.000",,"2014-06-10T00:00:00.000","2014-07-29T00:00:00.000","2014-08-05T00:00:00.000",,,"22A","22A-3, 22A-4, 22A-11, 22A-12, 22A-20","Ch. 25, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/05/2014","Michael Faden",,,,,
"38-17","Moderately Priced Dwelling Units (MPDUs) - Requirement to Build","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1464_1_512_Bill_38-17_Signed_20180803.pdf","Riemer","Katz","2017-11-14T00:00:00.000",,"2017-12-05T00:00:00.000","2018-07-24T00:00:00.000","2018-10-31T00:00:00.000",,,"Amending 25A","Section 25A-5","Ch. 21. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/1/18","Josh Hamlin",,,,,
"18-11","Police Labor Relations - Duty to Bargain","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?786_1_3117_Bill_18-11_Signed_20111031.pdf","Council President on the Recommendation of the Organizational Reform Commission",,"2011-06-14T00:00:00.000","2012-12-14T00:00:00.000","2011-07-12T00:00:00.000","2011-07-19T00:00:00.000","2011-10-31T00:00:00.000",,,"33","33-80 and 33-81","Ch. 16, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 08/01/2011","Robert Drummer",,,,,
"37-18E","Transient Housing - Short Term Rental License - Appeals","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2593_1_133_Bill_37-18E_Signed_20190214.pdf","Floreen",,"2018-11-13T00:00:00.000",,"2018-12-04T00:00:00.000","2019-02-05T00:00:00.000","2019-02-14T00:00:00.000",,,"Amending Ch. 54","Amending Sections 54-48","Ch. 2. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 2/14/19","Jeffrey Zyontz",,,,,
"42-20","Ethics - Public Accountability and Transparency - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2680_1_13158_Bill_42-20_Signed_20201221.pdf","Friedson","Rice, Katz, Glass, Navarro, Hucker","2020-09-29T00:00:00.000",,"2020-10-20T00:00:00.000","2020-12-08T00:00:00.000","2021-03-22T00:00:00.000",,,,,"Ch. 40. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/21/2020",,,,,,
"16-15E","Economic Development Fund - Strategic Plan - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?964_1_1605_Bill_16-15E_Signed_20150601.pdf","Leventhal",,"2015-04-14T00:00:00.000",,"2015-05-05T00:00:00.000","2015-05-21T00:00:00.000","2015-06-01T00:00:00.000",,,"20","20-76","Ch. 27, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/1/2015","Robert Drummer",,,,,
"47-15E","Taxation - Transportation Impact Tax - Revisions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?995_1_1353_Bill_47-15E_Signed_20151220.pdf","Council President at the Request of the County Executive",,"2015-11-17T00:00:00.000",,"2015-12-08T00:00:00.000","2015-12-08T00:00:00.000","2015-12-20T00:00:00.000",,,"Amending 52","52-55 and 52-58","Ch. 56, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/08/2015","Glenn Orlin",,,,,
"17-16","Contracts and Procurement - Equal Benefits for Domestic Partner - Repeal","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1018_1_1150_Bill_17-16_Signed_20161006.pdf","Leventhal",,"2016-04-19T00:00:00.000",,"2016-05-03T00:00:00.000","2016-06-28T00:00:00.000","2016-10-06T00:00:00.000",,,"Amending 33","33-22","Ch. 22, LMC 2016","Enacted","Berliner, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer","Elrich",,,"8 Yeas - 1 Nays","Approved 7/7/2016","Robert Drummer",,,,,
"28-21E","Technical Corrections","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2719_1_16721_Bill_28-21E_Signed_20210930.pdf","County Council",,"2021-07-13T00:00:00.000",,"2021-09-14T00:00:00.000","2021-09-21T00:00:00.000","2021-09-30T00:00:00.000",,,,,"Ch. 26, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 9/30/2021",,,,,,
"23-13","Taxation - Estimated Personal Property Tax","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?874_1_2406_Bill_23-13_Signed_20131104.pdf","Council President at the Request of the County Executive",,"2013-07-09T00:00:00.000",,"2013-07-30T00:00:00.000","2013-07-30T00:00:00.000","2013-11-04T00:00:00.000",,,"52","52-4A","Ch. 24, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/05/2013","Robert Drummer",,,,,
"19-12","Human Rights and Civil Liberties - Displaced Service Workers","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?829_1_2783_Bill_19-12_Signed_20121221.pdf","Ervin, Rice, Elrich, Riemer, Navarro",,"2012-05-15T00:00:00.000","2013-11-15T00:00:00.000","2012-06-12T00:00:00.000","2012-09-18T00:00:00.000","2012-12-21T00:00:00.000",,,"Amending 27; Adding 27","27-7 and 27-8; Article X","Ch. 18, LMC 2012","Enacted","Elrich, Ervin,  Navarro, Rice, Riemer","Leventhal, Floreen, Andrews, Berliner",,,"5 Yeas - 4 Nays","Approved 09/21/2012","Robert Drummer",,,,,
"3-19E","Administration - Executive Branch - Non-Merit Positions","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2599_1_89_Bill_3-19E_Signed_20190326.pdf","Council President at the request of the County Executive",,"2019-02-12T00:00:00.000",,"2019-03-05T00:00:00.000","2019-03-19T00:00:00.000","2019-03-26T00:00:00.000",,,"Amending Ch. 1A & Ch. 2","Amending Sections 1A-203; Sections 2-26, 2-27, 2-30, 2-56, 2-58D, and 2-64K","Ch. 5. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/26/19","Amanda Mihill",,,,,
"27-20E","Police - Regulations - Use of Force Policy","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2666_1_10868_Bill_27-20E_Signed_20200810.pdf","Jawando, Rice, Navarro, Albornoz","Hucker, Riemer, Katz, Friedson, Glass","2020-06-16T00:00:00.000",,"2020-07-07T00:00:00.000","2020-07-29T00:00:00.000","2020-08-10T00:00:00.000",,,,,"Ch. 24. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/10/20",,,,,,
"36-19","Contracts and Procurement - Office of Grants Management - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2634_1_16756_Bill_36-19_Signed_20210719.pdf","Navarro","Hucker, Rice, Albornoz, Katz, Riemer","2019-11-26T00:00:00.000",,"2020-01-14T00:00:00.000","2021-07-13T00:00:00.000","2022-07-01T00:00:00.000",,,"Amending Ch. 1A, Ch. 11B. Adding Ch. 2, Ch. 11B Article XX1","Amending Sections 1A-201, 11B-14. Adding Section 2-64P, Sections 11B-92, 11B-93, 11B-94, 11B-95, 11B-96","Ch. 20, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/19/2021",,,,,,
"3-13","Finance - Economic Development Fund - Equity Investments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?854_1_2550_Bill_3-13_Signed_20130628.pdf","Council President at the Request of the County Executive",,"2013-02-05T00:00:00.000",,"2013-03-05T00:00:00.000","2013-03-19T00:00:00.000","2013-06-28T00:00:00.000",,,"20","20-75A","Ch. 10 LMC 2013","Enacted","Andrews, Berliner, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,"Ervin","8 Yeas - 0 Nays","Approved 3/29/2013","Robert Drummer",,,,,
"6-21","Finance � Revenue Estimating Group - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2697_1_14320_Bill_6-21_Signed_20210325.pdf","Friedson","Navarro, Katz","2021-02-02T00:00:00.000",,"2021-02-23T00:00:00.000","2021-03-16T00:00:00.000","2021-06-24T00:00:00.000",,,,,"Ch. 6. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/25/2021",,,,,,
"20-13","General Provisions - Computation of Deadlines","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?871_1_2431_Bill_20-13_Signed_20131028.pdf","Council President at the Request of the County Executive",,"2013-06-25T00:00:00.000",,"2013-07-16T00:00:00.000","2013-07-16T00:00:00.000","2013-10-28T00:00:00.000",,,"1","1-301","Ch. 20, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Rice",,,"Navarro, Riemer","7 Yeas - 0 Nays","Approved 7/29/2013","Amanda Mihill",,,,,
"21-16E","Property Tax Credit - Burtonsville Enterprise Zone Property - Personal Property","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1022_1_1117_Bill_21-16E_Signed_20160701.pdf","Hucker","Elrich, Navarro","2016-05-17T00:00:00.000",,"2016-06-21T00:00:00.000","2016-06-28T00:00:00.000","2016-07-01T00:00:00.000",,,"52","52-108","Ch. 24, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/7/2016","Amanda Mihill",,,,,
"17-11","Personnel - Other Post Employment Benefits Trust - County-funded Agency","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?785_1_3126_Bill_17-11_Signed_20110701.pdf","Ervin","Navarro, Floreen, Andrews, Riemer, Rice, Leventhal, Elrich, Berliner","2011-05-26T00:00:00.000","2012-11-26T00:00:00.000","2011-06-14T00:00:00.000","2011-06-28T00:00:00.000","2011-07-01T00:00:00.000",,,"Amending 33; Adding 33","Amending 33-158, 33-159, 33-160, 33-161, 33-162, 33-165, 33-166, 33-168; Adding 33-169","Ch. 14, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/11/11","Robert Drummer",,,,,
"22-21E","Eating and Drinking Establishments - Itinerant Food Service Facilities - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2713_1_15590_Bill_22-21E_Signed_20210709.pdf","Katz",,"2021-06-15T00:00:00.000",,"2021-06-29T00:00:00.000","2021-06-29T00:00:00.000","2021-07-09T00:00:00.000",,,,,"Ch. 18, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/9/2021",,,,,,
"25-19E","Contracts and Procurement - Local business Preference Program - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2621_1_10855_Bill_25-19E_Signed_20200629.pdf","Council President at the Request of the County Executive",,"2019-09-17T00:00:00.000",,"2020-06-23T00:00:00.000","2020-06-23T00:00:00.000","2020-08-01T00:00:00.000",,,"Ch 11B; Article XXI","Sections 11B-92, 11B-93, 11B-94, 11B-95, 11B-96, 11B-97, and 11B-98","Ch. 19. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/29/20","Robert Drummer",,,,,
"41-14","Solid Waste (Trash) - Food Service Products - Packaging Materials - Requirements","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?926_1_1990_Bill_41-14_Signed_20160101.pdf","Riemer, Leventhal, Elrich",,"2014-09-09T00:00:00.000",,"2014-10-14T00:00:00.000","2015-01-20T00:00:00.000","2016-01-01T00:00:00.000","2017-01-01T00:00:00.000",,"48","48-52,48-53,48-54,48-55,48-56,48-57, and 48-58","Ch. 1, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Rice, Riemer",,,"Navarro","8 Yeas - 0 Nays","Approved 1/28/2015","Josh Hamlin",,,,,
"21-10","Special Capital Improvements Project - Glenmont Fire Station 18 Replacement","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?730_1_3538_Bill_21-10_Signed_20110310.pdf","Council President at the Request of the County Executive",,"2010-04-20T00:00:00.000","2011-10-20T00:00:00.000","2010-06-15T00:00:00.000","2010-11-30T00:00:00.000","2011-03-10T00:00:00.000",,,"Adding to the LMC 2010",,"Ch. 51, LMC 2010","Enacted","Navarro, Knapp, Andrews, Floreen, Berliner, Elrich, Ervin, Leventhal, Trachtenberg",,,,"9 Yeas - 0 Nays","Approved 12/09/2010","Glenn Orlin",,,,,
"50-14","Animal Control - Retail Pet Stores","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?935_1_1912_Bill_50-14_Signed_20150612.pdf","Leventhal, Navarro, Branson, Riemer, Berliner, Elrich, Rice, Katz, Hucker, Floreen",,"2014-10-28T00:00:00.000",,"2014-12-02T00:00:00.000","2015-03-03T00:00:00.000","2015-06-12T00:00:00.000",,,"5","5-405, 5-406, and 5-407","Ch. 9, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/13/2015","Amanda Mihill",,,,,
