"caseno","opendate","closedate","casedesc","caseyear","type","sub_type","street_no","street_name","city","zip","geolocation"
"20201292","2020-03-05T00:00:00.000","2020-03-12T00:00:00.000","Case Description From 311: 7200 Titonka Way-leaves were swept into the Oskaloosa Drive street and not removed by the owner and/or his contractor resulting in messy street and reduced road and leaves going down the storm drain during heavy rains.","2020","Solid Waste","Public Land","7200","Titonka","DERWOOD","20855","POINT (-77.14633 39.113483)"
"20201253","2020-02-27T00:00:00.000","2020-03-11T00:00:00.000","Case Description From 311: Caller states that there was a ""no dumping sign"" installed not too long ago but someoene removed it and it is no longer there. Is requesting another sign to be installed at the end of the street and make it so that it is not as easy to remove. States that area was just cleaned up by county last week and people are dumping very often there and wants to know if there is anything else that can done.","2020","Solid Waste","No Dumping Signage",,"Boswell","ROCKVILLE","20850",
"20201293","2020-03-05T00:00:00.000","2020-03-11T00:00:00.000","Case Description From 311: at the location caller reported that someone dump there trash caller said please pick up otherwise roaches and rodents start coming and it is without trash bags","2020","Solid Waste","Public Land","33","Kinsman View","SILVER SPRING","20901","POINT (-77.010583 39.027744)"
"20201255","2020-02-27T00:00:00.000","2020-03-10T00:00:00.000","Case Description From 311: SR Open date :02/27/2020 09:3: Landscape and construction debris have been dumped in a county-owned ravine next to our house. You all brought NO DUMPING signs last fall, which was great, but cleanup should take place before summer, when foliage will make it more difficult to get the old tires, canvas, plastic, and loads of lawn waste out of the ravine. Please schedule cleanup. Thank you.","2020","Solid Waste","Public Land","2318","ASHBORO","CHEVY CHASE","20815","POINT (-77.049362 38.990562)"
"20201313","2020-03-09T00:00:00.000","2020-03-09T00:00:00.000","Case Description From 311: Biohazard waste left on sidewalk in front of this building.  This is/was a cardboard box that was left in the rain and has decayed.  It is sitting next to solid steel/plastic boxes from LabCorp and Quest, which are in good shape and are not leaking.  This cardboard box is leaking.","2020","Solid Waste","Commercial","8716","GEORGIA","SILVER SPRING","20910","POINT (-77.030124 38.997777)"
"20201290","2020-03-05T00:00:00.000","2020-03-06T00:00:00.000","Case Description From 311: Caller is an apartment Manager and they are having shopping carts left on their property.
There are 4 Shopping Carts now at the entrance to their Condo Complex and across Piney Branch Road there are 2 carts. Caller has contacted MCPD and will contact the Grocery Store- LA Mart.       Condo Location is  Not County Maintained.","2020","Solid Waste","Public Land","8830","Piney Branch","Silver Spring","20903","POINT (-76.993067 38.999737)"
"20201288","2020-03-04T00:00:00.000","2020-03-06T00:00:00.000","Case Description From 311: SR Open date :03/03/2020 18:1: Caller is reporting the illegal dumping of construction materials in the creek at the service location and would like the item collected. Caller believes the  construction debris came from 8111 Needwood Rd and would like the construction company to be penalized.","2020","Solid Waste","Public Land","8131","Needwood","DERWOOD","20855","POINT (-77.157633 39.125146)"
"20201287","2020-03-04T00:00:00.000","2020-03-06T00:00:00.000","Case Description From 311: The homeowner has disposed of a shed on the common area at the rear of their home.  Their rear fence is in disrepair and numerous items are being stored in the rear yard and on their deck.  Please address.  

Thank you.","2020","Solid Waste","Residential","675","CONCERTO LANE","SILVER SPRING","20901","POINT (-76.998113 39.04208)"
"20201297","2020-03-06T00:00:00.000","2020-03-06T00:00:00.000","Case Description From 311: tires, debris and other misc. items  ( near the illegal dumping sign and also near  Washington Grove","2020","Solid Waste","Public Land","18247","FLOWER HILL","GAITHERSBURG","20879","POINT (-77.164567 39.155405)"
"20201291","2020-03-05T00:00:00.000","2020-03-06T00:00:00.000","Case Description From 311: SR Open date :03/04/2020 16:2: *Anonymous* Caller reports someone left 1 locker on the ROW of service location: 3355 Hewitt Ave.","2020","Solid Waste","Public Land","3355","Hewitt","SILVER SPRING","20906","POINT (-77.067825 39.079296)"
"20201278","2020-03-02T00:00:00.000","2020-03-05T00:00:00.000","Case Description From 311: *Anonymous* Caller reports the homeowner to service location: 9925 Bentcross Dr has been doing illegal dumping for the past three weeks. Neighbors have complaint, and asked for them to contact private contractor or take to the dump since items will stay on ROW for weeks and grow mold. Currently large vertical blinds at location.","2020","Solid Waste","Public Land","9925","Bentcross","POTOMAC","20854","POINT (-77.196185 39.015721)"
"20201279","2020-03-02T00:00:00.000","2020-03-04T00:00:00.000","Case Description From 311: Reporting a Stove or large appliance behind the service location at the Common area near the playground off Pine Ridge Lane. Access on Pine Ridge Lane.","2020","Solid Waste","Residential","18941","QUIET OAK","GERMANTOWN","20874","POINT (-77.271799 39.165213)"
"20201283","2020-03-03T00:00:00.000","2020-03-04T00:00:00.000","Case Description From 311: SR Open date :03/03/2020 08:3: caller is stating that someone illegal dump a tire in front of this address and is asking for a pick up","2020","Solid Waste","Residential","217","KIMBleWICK","SILVER SPRING","20904","POINT (-77.014172 39.071124)"
"20201284","2020-03-03T00:00:00.000","2020-03-04T00:00:00.000","From: Wufoo <no-reply@wufoo.com> 
Sent: Monday, March 2, 2020 1:49 PM
To: DEP AskDEP <DEP.AskDEP@montgomerycountymd.gov>; Lee, Cat <Catherine.Lee@montgomerycountymd.gov>
Subject: Contact MC DEP [#7300]
 
[EXTERNAL EMAIL]
I am writing to you about this topic area (if you are not sure, please choose ""other"") * 	rat poison
Name * 	M O 
Email address * 	omearam@nih.gov 

Address * 	 
6555 Rock Spring Dr 
Bethesda, MD 20852 
United States 
Phone Number * 	(301) 451-8101 
Is this phone number a mobile phone? * 	Yes
Question or comment * 	Open bin of plastic wrapped rat or rodent poison has been at the corner of Rock Spring Drive and Rockledge Drive for many months. Black plastic tub, on the sidewalk, on the corner by the tan building, next to walk light.

No idea why it is still there, please arrange for removal. 

Thanks.","2020","Solid Waste","Residential","6555","Rock Spring","ROCKVILLE","20852",
"20201265","2020-03-02T00:00:00.000","2020-03-04T00:00:00.000","Case Description From 311: There's an illegal dumping on Metz Dr, Germantown, Md, consisting of appliances, beds, and other miscellaneous  trash.. Metz Dr. Between Clopper rd and Open Hearth ct.","2020","Solid Waste","Public Land",,"Metz","GERMANTOWN","20874",
"20201122","2020-01-28T00:00:00.000","2020-03-03T00:00:00.000","Email complaint from neighbor concerning collection of solid waste at a residential building.","2020","Solid Waste","Unpermitted Solid Waste Disposal Facility","8207","Garland","TAKOMA PARK","20912","POINT (-76.999901 38.99214)"
"20201259","2020-02-28T00:00:00.000","2020-03-02T00:00:00.000","Case Description From 311: Belevedere apartments 
Anonymous caller advised the trash is next to the dumpster and items have been there since Christmas. Caller advised couches chairs mattresses bags of trash tables. in the area and haven't been removed. caller is advising the property manager is purposely leaving the items there and not removing them until the county is called to do so. Caller advised the items are next to the trash dumpsters in the apartment community","2020","Solid Waste","Residential","2103","BELVEDERE","SILVER SPRING","20902","POINT (-77.044255 39.019467)"
"20201260","2020-02-28T00:00:00.000","2020-03-02T00:00:00.000","Case Description From 311: Owner has left dresser, tables and more on common ground.  Letter was sent to the Dept of Environmental Protection 2/28/2020 with picture.  Please advise","2020","Solid Waste","Residential","13628","DEERWATER","GERMANTOWN","20874","POINT (-77.280971 39.191996)"
"20201254","2020-02-27T00:00:00.000","2020-02-28T00:00:00.000","From: Glen Ireland <secretary@potomacglen.org> 
Sent: Thursday, February 27, 2020 10:52 AM
To: Martin, Steve <Steve.Martin@montgomerycountymd.gov>
Subject: Illegal dumping on the corner of Boswell and Piney Meetinghouse

[EXTERNAL EMAIL]
Hi Steve, 

Illegal dumping happened again on the corner of Boswell and Piney Meetinghouse.

This time it's a pile of concrete and bricks.  Please let me know if you can put in a work order to have it cleaned up.


Glen Ireland, Secretary 
Potomac Glen HOA","2020","Solid Waste","Public Land",,"Boswell","ROCKVILLE","20850",
"20201244","2020-02-25T00:00:00.000","2020-02-27T00:00:00.000","Case Description From 311: 2 mattresses dumbed behind carwash on Gunners Branch Rd from Route 355 towards Midridge Rd 
GIS Down","2020","Solid Waste","Commercial","11620","MIDDLEBROOK","GERMANTOWN","20876","POINT (-77.241718 39.178346)"
"20201202","2020-02-18T00:00:00.000","2020-02-27T00:00:00.000","Case Description From 311: Hello,
We have had two instances of illegal dumping at the corner of our street (Carriage House Dr) and Old Columbia Pike.  3 or 4 plastic garbage bags have been dumped on one side of the road and a television and other furniture have been dumped on the other side.   This intersection is a dead-end and people come down here to dump there stuff.","2020","Solid Waste","Public Land",,"Carriage House","SILVER SPRING","20905",
"20201249","2020-02-26T00:00:00.000","2020-02-27T00:00:00.000","Case Description From 311: Resident reports that someone has dump multiple furniture items at the SR intersection again.  He asks the county come out once again and remove the items.","2020","Solid Waste","Public Land",,"Waters Landing","GERMANTOWN","20874",
"20201069","2020-01-16T00:00:00.000","2020-02-27T00:00:00.000","Case Description From 311: People passing by or in the neighborhood behind the store are dumping trash into our recycling dumpster without our consent.","2020","Solid Waste","Commercial","14050","Travilah","ROCKVILLE","20850","POINT (-77.225286 39.084968)"
"20201236","2020-02-24T00:00:00.000","2020-02-26T00:00:00.000","Case Description From 311: SR Open date :02/23/2020 07:4: I woke up this morning to see a stacking Washer and Dryer unit and electric stove left on the curb across from my home. 

Last week another homeowner complained about illegal dumping at the intersection of Sugar Pine Ct and Mcknew Road of similar items.","2020","Solid Waste","Public Land","15208","CEDAR TREE","BURTONSVILLE","20866","POINT (-76.921659 39.105286)"
"20201233","2020-02-20T00:00:00.000","2020-02-24T00:00:00.000","Case Description From 311: stated a refrigerator & washing machine was dumped in the row on mc knew rd, requesting removal","2020","Solid Waste","Public Land",,"MCKNEW","BURTONSVILLE","20866",
"20201187","2020-02-10T00:00:00.000","2020-02-20T00:00:00.000","Case Description From 311: Illegal dumping of two mattresses, one couch, a large projection TV, chairs, and other smaller items (a shelving unit, an aquarium, etc.) along the 9500 block of Stewartown Road near an abandoned house foundation.  The items are spread along the side of the incline of the abandoned Montgomery Village Golf Course.  These items have been there for more than 2 years and would be easier to pull out before the foliage grows back in the spring.","2020","Solid Waste","Residential","19550","Montgomery Village","Gaithersburg","20886","POINT (-77.201403 39.179228)"
