"title","date","month","fy","library","primary_event_type","event_type_option_1","event_type_option_2","primary_age_group","age_group_option_1","age_group_option_2","description","internal_notes","published_status","attendance"
"Tutoring and Homework Help","2017-01-19T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Lego Construction Crew","2017-02-10T00:00:00.000","Feb","FY 17","Olney","Science & Math (STEM)","ACE - All Children Excel",,"Elementary School Age",,,"Drop in every Friday afternoon between 3:30 and 5 and create with Legos! Parent/caregiver must accompany child. For ages 5 and up. We'll supply the Legos, you supply the imagination!STEM program",,"Yes","39"
"Tutoring and Homework Help","2017-01-19T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","17"
"MC Infants & Toddlers Bilingual Storytime","2017-01-20T00:00:00.000","Jan","FY 17","Gaithersburg","Z_Visits In","Storytime",,"Babies and Toddlers","Preschool and Kindergarten",,"open bilingual storytime hosted in the library by MC Infants & Toddlers",,"No","14"
"LEGO Star Wars: The Yoda Chronicles","2017-01-20T00:00:00.000","Jan","FY 17","Twinbrook","Movies & Film","ACE - All Children Excel","Games","Elementary School Age","Preschool and Kindergarten",,"As a lead-up to MoComCon (MCPL’s first comic con event), come watch two short episodes of The Yoda Chronicles: The Phantom Clone and Menace of the Sith. Then stay after for a fun hour of Lego and Duplo Playtime. No registration required. For children 3-12 and their parents and friends.",,"Yes","23"
"LEGO and DUPLO Playtime","2017-01-20T00:00:00.000","Jan","FY 17","Twinbrook","Makerspace","ACE - All Children Excel","Science & Math (STEM)","Elementary School Age","Preschool and Kindergarten",,"Drop-in for an open session of imaginative construction with LEGO and DUPLO blocks. We supply the blocks so please leave yours at home -- just bring your imagination and start building! YOur creations must be left at the library but may be photographied before you leave. For children ages 3 to 12. Free. No registration. All children must be accompanied by an adult at all times. For more information call 240-777-0240.",,"Yes","23"
"LEGO Crew","2017-01-20T00:00:00.000","Jan","FY 17","Gaithersburg","Science & Math (STEM)","ACE - All Children Excel","Makerspace","Elementary School Age","Preschool and Kindergarten",,"Come showcase your creativity at this free drop-in LEGO® program sponsored by The Friends of the Library, Gaithersburg Chapter. Come up with your own amazing creations! We supply the bricks so please leave yours at home. Grades K-5 (with a caregiver.) MakerSpace and STEM.",,"Yes","37"
"Tutoring and Homework Help","2017-01-21T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the Children's area. Two separate sessions: Session 1: 10:30 - 12:00 PM Session 2: 12:00 - 1:30 PM To register or for more information, please call Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes",
"READ TO A DOG! -- PETS ON WHEELS FOR KENSINGTON PARK LIBRARY","2017-01-21T00:00:00.000","Jan","FY 17","Kensington Park","Special Event","Storytime",,"Elementary School Age",,,"Come on in and read to a dog! Bring your own book to read, or pick one from our wonderful children's collection!",,"Yes","17"
"Family Storytime","2017-01-21T00:00:00.000","Jan","FY 17","Germantown","Storytime","ACE - All Children Excel",,"All Ages",,,"A storytime for all ages that includes stories, fingerplays, songs and other early literacy activities. *Storytime will take place in the storytime room on 1/14/17, 2/11/17, 3/11/17, & 4/8/17. Tickets will be required for these dates and will be available the morning of storytime at the Children's Information Desk.",,"Yes","118"
"Family Story Time","2017-01-21T00:00:00.000","Jan","FY 17","Gaithersburg","Storytime","ACE - All Children Excel",,"Babies and Toddlers","Preschool and Kindergarten","Elementary School Age","Story time fun for the entire family, these 25-30 minutes story times are packed full of books and activities designed to be enjoyed by all ages. Promoting language and literacy skills, these story times are a great way to further your child’s lifelong love of reading and learning. Children and their grownups are encouraged to actively engage and participate with the stories and activities during the program. Please park strollers outside the program room. Our room holds 50 people. Floor seating.",,"Yes","76"
"Come Saturday Morning","2017-01-21T00:00:00.000","Jan","FY 17","Twinbrook","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten","Babies and Toddlers",,"Family storytime with books, flannel boards, and music. Free. No registration. All ages welcome. for more information, call 240-777-0240",,"Yes","71"
"Tutoring and Homework Help","2017-01-21T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the Children's area. To register or for more information, please call Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Lego Weekend Play","2017-01-21T00:00:00.000","Jan","FY 17","Silver Spring","Science & Math (STEM)","ACE - All Children Excel",,"Preschool and Kindergarten","Elementary School Age",,"Children are invited to drop in for to build, create, and play with our DUPLOS (little ones) and LEGOS. We supply the blocks, so please leave yours at home. Your creations must be left at the library but, may be photographed before deconstruction. All children must be accompanied by an adult at all times. This STEM program is made possible through the generous support of the Silver Spring Friends of the Library. 5th Floor Program Room, Saturday 12:30-5:30 pm and Sunday 1-4:30 pm Look for extended play time during our Summer hours!",,"Yes",
"MoComCon: Cosplay Contest","2017-01-21T00:00:00.000","Jan","FY 17","Silver Spring","Z_For VS use only","ACE - All Children Excel",,"All Ages",,,"For children, teens, and adults",,"Yes","37"
"Homework Help","2017-01-23T00:00:00.000","Jan","FY 17","Wheaton","Homework","ACE - All Children Excel",,"Elementary School Age",,,"For students Kindergarten to grade 6. Reading and math help and encouragement from older students.",,"Yes","0"
"Tutoring and Homework Help","2017-01-23T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"No",
"Toddler & Preschool Storytime","2017-04-20T00:00:00.000","Apr","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Preschool and Kindergarten",,,"Join us for stories, fingerplays, songs and movement! Due to space limitations we require registration. Please register for the adult caregiver attending.",,"Yes","41"
"Tutoring and Homework Help","2017-01-23T00:00:00.000","Jan","FY 17","Long Branch","Homework","ACE - All Children Excel",,"Elementary School Age","Teens",,"Tutors from Growing Together are here to assist students in grades 1 - 8 with help in reading, English, or writing, and are able to assist students in grades 1 - 5 who need help in math. Tutors meet in the small conference room on the second floor. There are two sessions: Session 1: 4:30 - 6:00 PM Session 2: 6:00 - 7:30 PM To register or for more information, please call or email Theresa Knudson at 202-374-5152 or e-mail her at theresaknudson@gmail.com.",,"Yes","13"
"Baby Storytime","2017-01-24T00:00:00.000","Jan","FY 17","Noyes Library for Young Children","Storytime","ACE - All Children Excel",,"Babies and Toddlers",,,"This storytime is recommended for newborns to 18-month-olds. Join us as we learn and sing songs, lap bounces and other rhymes, and read one or two short books. Due to the popularity of this storytime we require registration. Please register for the adult caregiver attending.",,"Yes","37"
