"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","hit_run","route_type","mile_point","mile_point_direction","lane_direction","lane_number","lane_type","number_of_lanes","direction","distance","distance_unit","road_grade","nontraffic","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","at_fault","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","first_harmful_event","second_harmful_event","fixed_oject_struck","junction","intersection_type","intersection_area","road_alignment","road_condition","road_division","latitude","longitude","geolocation"
"MCP2456006M","220030983","Montgomery County Police","Property Damage Crash","2022-07-19T07:50:00.000","No","Maryland (State)","2.68","North","East","1",,"2","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","ADELPHI RD",,"N/A",,"DRIVER","SAME DIR BOTH LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.01156167","-76.97881","
,  
(39.01156167, -76.97881)"
"MCP3242001T","220030973","Montgomery County Police","Property Damage Crash","2022-07-19T06:00:00.000","No","Maryland (State)","5.17","East","East","3",,"6","East","0","FEET","LEVEL","No","UNIVERSITY BLVD E","County","E FRANKLIN AVE",,"N/A",,"UNKNOWN","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","FENCE","INTERSECTION RELATED","T-INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.01189667","-77.00309767","
,  
(39.01189667, -77.00309767)"
"MCP32760027","220030521","Montgomery County Police","Injury Crash","2022-07-19T01:37:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"8101 FENTON ST 7/11 PARKING LOT",,"PEDESTRIAN","DRIVER","OTHER","CLEAR",,"DARK LIGHTS ON","NO CONTROLS","UNKNOWN","NONE DETECTED","PEDESTRIAN","N/A","N/A",,,,,,,"38.99053","-77.02358","
,  
(38.99053, -77.02358)"
"MCP23760014","220030955","Montgomery County Police","Injury Crash","2022-07-18T23:47:00.000","No","County","0.81","South","South","1",,"3","North","50","FEET","LEVEL","No","WOODMONT AVE","County","EDGEMOOR LA",,"N/A",,"DRIVER","HEAD ON","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"BICYCLE","N/A","N/A","NON INTERSECTION","N/A","THRU ROADWAY","CURVE LEFT","NO DEFECTS","ONE-WAY TRAFFICWAY","38.98532333","-77.09772167","
,  
(38.98532333, -77.09772167)"
"MCP2401001H","220030943","Montgomery County Police","Property Damage Crash","2022-07-18T22:20:00.000","No","Municipality","0.3","East","West","1",,"1","West","10","FEET","LEVEL","No","FLEET ST","Municipality","JEFFERSON PLAZA",,"ROCKVILLE",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","N/A","NONE DETECTED",,"FIXED OBJECT","N/A","CURB","N/A","T-INTERSECTION",,"CURVE LEFT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.08056333","-77.14612333","
,  
(39.08056333, -77.14612333)"
"MCP3208003G","220030941","Montgomery County Police","Property Damage Crash","2022-07-18T21:56:00.000","No","Maryland (State)","2.96","North","North","2",,"3","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","OAKVIEW DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.015505","-76.97771833","
,  
(39.015505, -76.97771833)"
"MCP23020005","220030940","Montgomery County Police","Property Damage Crash","2022-07-18T21:45:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"18221 LOST KNIFE CIRCLE
MONTGOMERY VILLAGE, MD",,,"DRIVER","OTHER","CLEAR",,"DARK LIGHTS ON","N/A","ALCOHOL CONTRIBUTED, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.15714","-77.20248","
,  
(39.15714, -77.20248)"
"MCP30940021","220030930","Montgomery County Police","Injury Crash","2022-07-18T20:28:00.000","No","County","3.86","South","East","1",,"1","South","600","FEET","LEVEL","No","WARFIELD RD","Other Public Roadway","APOLLO LA",,"N/A",,"DRIVER","SINGLE VEHICLE","N/A","WET","DUSK","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","TREE SHRUBBERY","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.19780533","-77.19390933","
,  
(39.19780533, -77.19390933)"
"MCP3328000W","220030926","Montgomery County Police","Property Damage Crash","2022-07-18T20:04:00.000","No","County","1.31","East","East","3",,"3","East","0","FEET","HILL UPHILL","No","RANDOLPH RD","County","DEWEY RD",,"N/A",,"DRIVER","SAME DIR REND RIGHT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.05319833","-77.08956833","
,  
(39.05319833, -77.08956833)"
"MCP26560065","220030912","Montgomery County Police","Property Damage Crash","2022-07-18T18:45:00.000","No","County","0.29","South","West","1",,"3","South","0","FEET","LEVEL","No","FATHER HURLEY BLVD","Ramp","RAMP 8 FR IS270 SB TO FATHER HURLEY BLVD",,"N/A",,"DRIVER","SAME DIR REAR END","N/A","WET","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.19889333","-77.26113833","
,  
(39.19889333, -77.26113833)"
"MCP3207002W","220030914","Montgomery County Police","Property Damage Crash","2022-07-18T18:40:00.000","No","County","0.54","East","West","1",,"2","East","0","FEET","GRADE DOWNHILL","No","E RANDOLPH RD","County","BURKHART ST",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","N/A","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.07457533","-76.99215683","
,  
(39.07457533, -76.99215683)"
"MCP2583002F","220030911","Montgomery County Police","Injury Crash","2022-07-18T18:33:00.000","No","County","2.52","North","South","1",,"3","North","0","FEET","GRADE DOWNHILL","No","SHADY GROVE RD","Municipality","RESEARCH BLVD",,"ROCKVILLE",,"DRIVER","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.10490167","-77.19061167","
,  
(39.10490167, -77.19061167)"
"MCP261700BC","220030904","Montgomery County Police","Property Damage Crash","2022-07-18T18:00:00.000","No","County","3.25","South","South","1",,"1","South","0","FEET","LEVEL","No","MUNCASTER RD","County","CYNTHIA LA",,"N/A",,"DRIVER","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","NO CONTROLS","ALCOHOL CONTRIBUTED",,"FIXED OBJECT","N/A","TREE SHRUBBERY","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.27418","-77.15541167","
,  
(39.27418, -77.15541167)"
"MCP2586005V","220030902","Montgomery County Police","Injury Crash","2022-07-18T17:30:00.000","No","County","0.75","East","West","1",,"1","West","300","FEET","LEVEL","No","BETHESDA CHURCH RD","County","CLARKSBURG RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","OTHER POLE","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.31437333","-77.19808333","
,  
(39.31437333, -77.19808333)"
"MCP27820042","220030898","Montgomery County Police","Property Damage Crash","2022-07-18T17:17:00.000","No","County","1","West","East","2",,"2","East","50","FEET","LEVEL","No","BEL PRE RD","County","HOMECREST RD",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN","39.09123167","-77.06245333","
,  
(39.09123167, -77.06245333)"
"MCP28750062","220030903","Montgomery County Police","Injury Crash","2022-07-18T16:54:00.000","No","Maryland (State)","24.79","North","South","1",,"2","South","0.25","MILE","LEVEL","No","DAMASCUS RD","County","HIPSLEY MILL RD",,"N/A",,"DRIVER","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","OFF ROAD","FENCE","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.25519831","-77.13501252","
,  
(39.25519831, -77.13501252)"
"MCP289200CG","220030887","Montgomery County Police","Injury Crash","2022-07-18T16:45:00.000","No","County","0.85","East","South","1",,"1","West","10","FEET","LEVEL","No","FRANKLIN AVE","County","GARWOOD ST",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.011525","-77.00371833","
,  
(39.011525, -77.00371833)"
"MCP3193003K","220030874","Montgomery County Police","Property Damage Crash","2022-07-18T15:45:00.000","No","County","0.05","North","East","2",,"3","North","0","FEET","LEVEL","No","FERRARA AVE","Maryland (State)","VEIRS MILL RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.05258867","-77.07649017","
,  
(39.05258867, -77.07649017)"
"MCP1519003X","220030860","Montgomery County Police","Injury Crash","2022-07-18T14:26:00.000","No","County","0.565","South","South","0","OFF ROAD","1","North","150","FEET","HILL UPHILL","No","BEAR CREEK DR","County","SCHAEFFER RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OFF ROAD","OTHER OBJECT","SIGN SUPPORT POLE","NON INTERSECTION","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.161685","-77.28808167","
,  
(39.161685, -77.28808167)"
"MCP33190017","220030847","Montgomery County Police","Injury Crash","2022-07-18T13:45:00.000","No","US (State)","0.18","North","East","0","N/A","7","North","0","FEET","LEVEL","No","GEORGIA AVE","County","13TH ST",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","38.98740333","-77.02643833","
,  
(38.98740333, -77.02643833)"
"MCP289100BN","220030852","Montgomery County Police","Injury Crash","2022-07-18T13:15:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"CAR WASH LOCATED AT 7996 GEORGIA AVE",,,"DRIVER","SAME DIR REAR END","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","OTHER",,,,,,,"38.98718667","-77.02689","
,  
(38.98718667, -77.02689)"
"MCP29650060","220030842","Montgomery County Police","Injury Crash","2022-07-18T12:40:00.000","No","Maryland (State)","0.21","North","South","1",,"2","North","0","FEET","LEVEL","No","LAYHILL RD","County","GLENALLAN AVE",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.06332167","-77.05016167","
,  
(39.06332167, -77.05016167)"
"EJ78950029","220030840","Gaithersburg Police Depar","Injury Crash","2022-07-18T12:35:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"DRIVEWAY OF 340 N SUMMIT AVENUE",,"BICYCLIST","NONMOTORIST","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","OTHER VEHICLE","N/A","N/A",,,,,,,"39.14100877","-77.20797875","
,  
(39.14100877, -77.20797875)"
"MCP3038005V","220030882","Montgomery County Police","Property Damage Crash","2022-07-18T11:30:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"8333 FENTON ST SILVER SPRING, MD IN PARKING LOT",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","NO CONTROLS","UNKNOWN",,"PARKED VEHICLE","N/A","N/A",,,,,,,"38.99104667","-77.02715667","
,  
(38.99104667, -77.02715667)"
"DD56490028","220030819","Rockville Police Departme","Property Damage Crash","2022-07-18T11:09:00.000","No","Municipality","0.09","East","East","1",,"1","East","10","FEET","LEVEL","No","W MIDDLE LA","Municipality","N ADAMS ST",,"ROCKVILLE",,"DRIVER","OTHER","N/A","DRY","DAYLIGHT","NO CONTROLS","N/A",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.084976","-77.154838","
,  
(39.084976, -77.154838)"
"MCP3242001S","220030802","Montgomery County Police","Property Damage Crash","2022-07-18T08:38:00.000","Yes",,"0",,"East","1",,"1","North","0","FEET","LEVEL","No","BLAIR MILL WAY",,"BLAIR MILL ROAD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.98901267","-77.02770783","
,  
(38.98901267, -77.02770783)"
"MCP209400K2","220030794","Montgomery County Police","Property Damage Crash","2022-07-18T08:14:00.000","No","Maryland (State)","0.17","East","East","1",,"3","West","100","FEET","GRADE DOWNHILL","No","MONTGOMERY AVE","County","PEARL ST",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","CLEAR","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","ONE-WAY TRAFFICWAY","38.98427833","-77.09145333","
,  
(38.98427833, -77.09145333)"
"MCP3153004F","220030789","Montgomery County Police","Property Damage Crash","2022-07-18T08:03:00.000","No","County","1","West","West","1",,"2","West","0","FEET","GRADE DOWNHILL","No","BEL PRE RD","County","HOMECREST RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","CURB","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.09140667","-77.06306167","
,  
(39.09140667, -77.06306167)"
"MCP28300059","220030861","Montgomery County Police","Property Damage Crash","2022-07-18T08:00:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"1901 RAINBOW DR SILVER SPRING MD 20905",,,"DRIVER","HEAD ON","CLEAR",,"DAYLIGHT","NO CONTROLS","UNKNOWN",,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.110557","-76.979187","
,  
(39.110557, -76.979187)"
"MCP26030045","220030792","Montgomery County Police","Property Damage Crash","2022-07-18T07:49:00.000","No","County","0","East","East","0","OTHER","0","East","0","FEET","LEVEL","No","CHADBURN PL","Other Public Roadway","ASPENWOOD LA",,"N/A",,"DRIVER","SINGLE VEHICLE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","N/A",,"FIXED OBJECT","N/A","SIGN SUPPORT POLE","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.19456333","-77.19425833","
,  
(39.19456333, -77.19425833)"
"MCP27710017","220030782","Montgomery County Police","Injury Crash","2022-07-18T06:19:00.000","Yes","Maryland (State)","29.32","East","West","1",,"1","East","0.25","MILE","LEVEL","No","NORBECK RD","County","BARN RIDGE DR",,"N/A",,"UNKNOWN","SINGLE VEHICLE","CLOUDY","DRY","DAWN","OTHER","UNKNOWN",,"OVERTURN","OFF ROAD","TREE SHRUBBERY","NON INTERSECTION","N/A","THRU ROADWAY","CURVE RIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.120395","-77.04042833","
,  
(39.120395, -77.04042833)"
"MCP3016003S","220030779","Montgomery County Police","Injury Crash","2022-07-18T05:54:00.000","Yes","County","0.8","South","South","1",,"1","South","100","FEET","LEVEL","No","WARING STATION RD","County","SUMMER OAK DR",,"N/A","PEDESTRIAN","NONMOTORIST","OTHER","CLOUDY","DRY","DAWN","YIELD SIGN","UNKNOWN","N/A","PEDESTRIAN","N/A","N/A","OTHER","ROUNDABOUT","N/A","OTHER","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.16473833","-77.24378667","
,  
(39.16473833, -77.24378667)"
"MCP32430018","220030777","Montgomery County Police","Injury Crash","2022-07-18T05:26:00.000","Yes","Maryland (State)","2.68","North","South","0","LEFT TURN LANE","0","North","0","FEET","LEVEL","No","CONNECTICUT AVE","Ramp","RAMP 7 FR RAMP 2 (FR IS495) TO MD 185 SB",,"N/A",,"DRIVER","SAME DIR BOTH LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","ON RAMP EXIT AREA","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.00623417","-77.07862883","
,  
(39.00623417, -77.07862883)"
"MCP3298001B","220030775","Montgomery County Police","Injury Crash","2022-07-18T03:47:00.000","No","US (State)","0.93","North","South","1",,"4","North","0","FEET","LEVEL","No","COLESVILLE RD","County","FENTON ST",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.9976693","-77.0270281","
,  
(38.9976693, -77.0270281)"
"MCP3292001C","220030768","Montgomery County Police","Property Damage Crash","2022-07-18T01:05:00.000","Yes","Municipality","0.63","West","East","0","MEDIAN AREA","2","West","0","FEET","GRADE DOWNHILL","No","FIRSTFIELD RD","Maryland (State)","CLOPPER RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","N/A","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","ALCOHOL PRESENT",,"FIXED OBJECT","N/A","LIGHT SUPPORT POLE","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.143636","-77.223727","
,  
(39.143636, -77.223727)"
"MCP3031004F","220030759","Montgomery County Police","Injury Crash","2022-07-17T23:00:00.000","No","Maryland (State)","25.81","East","East","2",,"2","East","0","FEET","HILL UPHILL","No","NORBECK RD","County","BEL PRE RD",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.100545","-77.09572333","
,  
(39.100545, -77.09572333)"
"MCP2745002N","220030757","Montgomery County Police","Property Damage Crash","2022-07-17T22:50:00.000","Yes","County","0.07","South","South","0","N/A","0","South","50","FEET","LEVEL","No","IVY OAK DR","County","IVY OAK CT",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A","NON INTERSECTION","N/A","THRU ROADWAY","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.1562124","-77.15941","
,  
(39.1562124, -77.15941)"
"MCP33080014","220030747","Montgomery County Police","Injury Crash","2022-07-17T20:51:00.000","No","Maryland (State)","5.55","East","North","3",,"3","West","222","FEET","HILL UPHILL","No","VEIRS MILL RD","County","REEDIE DR",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAWN","NO CONTROLS","ALCOHOL PRESENT",,"OTHER VEHICLE","OTHER VEHICLE","N/A","OTHER","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.03862167","-77.05294167","
,  
(39.03862167, -77.05294167)"
"MCP295400C4","220030739","Montgomery County Police","Property Damage Crash","2022-07-17T19:42:00.000","Yes","Maryland (State)","1.98","North","North","2",,"2","North","0","FEET","LEVEL","No","PINEY BRANCH RD","County","BARRON ST",,"N/A",,"DRIVER","OTHER","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.02061167","-77.00892667","
,  
(39.02061167, -77.00892667)"
"MCP23950023","220030733","Montgomery County Police","Property Damage Crash","2022-07-17T19:04:00.000","No","Maryland (State)","3.53","East","West","1",,"2","West","0.5","MILE","LEVEL","No","WHITES FERRY RD","County","MORROW DR",,"N/A",,"DRIVER","SINGLE VEHICLE","CLOUDY","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER CONVEYANCE","N/A","EMBANKMENT","NON INTERSECTION","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.12537833","-77.37516917","
,  
(39.12537833, -77.37516917)"
"MCP2330003N","220030727","Montgomery County Police","Property Damage Crash","2022-07-17T18:30:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"COUNTY PARKING LOT 13 @ 11219 GRANDVIEW AVE",,,"DRIVER","SAME DIRECTION SIDESWIPE","RAINING",,"DAYLIGHT","NO CONTROLS","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.03964","-77.05217167","
,  
(39.03964, -77.05217167)"
"MCP3263002G","220030731","Montgomery County Police","Property Damage Crash","2022-07-17T18:11:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"SECOND FLOOR OF PARKING GARAGE LOCATED AT 7730 WOODMONT AVE",,,"DRIVER","OPPOSITE DIR BOTH LEFT TURN","CLOUDY",,"DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"38.98596","-77.08532667","
,  
(38.98596, -77.08532667)"
"MCP3192002X","220030726","Montgomery County Police","Property Damage Crash","2022-07-17T17:59:00.000","No","County","0.32","South","South","1",,"1","South","0","FEET","LEVEL","No","CENTERHILL ST","County","EMBRY ST",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.05423","-77.07011217","
,  
(39.05423, -77.07011217)"
"MCP30800033","220030713","Montgomery County Police","Property Damage Crash","2022-07-17T17:29:00.000","No","County","0.199","North","North","1",,"1","North","0","FEET","LEVEL","No","CLARKSBURG RD","Unknown","PUBLIC HOUSE RD",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A, NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.2419548","-77.2785916","
,  
(39.2419548, -77.2785916)"
"MCP2586005T","220030720","Montgomery County Police","Property Damage Crash","2022-07-17T17:08:00.000","Yes","Maryland (State)","8.45","North","North","1",,"1","North","0","FEET","LEVEL","No","OLD HUNDRED RD","County","COMUS RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.31437333","-77.19808333","
,  
(39.31437333, -77.19808333)"
"MCP3295001V","220030714","Montgomery County Police","Property Damage Crash","2022-07-17T16:40:00.000","Yes","County","0","North","West","1",,"1","South","50","FEET","LEVEL","No","WHITMOOR TERR","County","EASTMOOR DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.02062167","-77.008785","
,  
(39.02062167, -77.008785)"
