"license_number","city","zip","date_filed","date_closed","type_of_case","type_of_complaint","case_disposition","geolocation"
"41133","GAITHERSBURG","20877","2020-12-31T00:00:00.000","2021-01-05T00:00:00.000","OLTA-TMF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41132","CHEVY CHASE","20815","2020-12-31T00:00:00.000","2021-04-09T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41129","SILVER SPRING","20904","2020-12-22T00:00:00.000","2021-02-17T00:00:00.000","OLTA-TMF","Noise","Referred to a Montgomery County Agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41128","GERMANTOWN","20874","2020-12-22T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41127","BETHESDA","20814","2020-12-22T00:00:00.000","2022-01-04T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
BETHESDA,  20814
(39.003061, -77.102949)"
"41131","GAITHERSBURG","20877","2020-12-22T00:00:00.000","2020-12-23T00:00:00.000","OLTA-TMF","Fee","No jurisdiction","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41130","SILVER SPRING","20910","2020-12-22T00:00:00.000","2021-01-07T00:00:00.000","OLTA-TMF","Fee","Complaint withdrawn","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41124","SILVER SPRING","20910","2020-12-18T00:00:00.000","2020-12-30T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41125","MONTGOMERY VILLAGE","20886","2020-12-18T00:00:00.000","2022-01-04T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41122","SILVER SPRING","20904","2020-12-18T00:00:00.000","2021-03-01T00:00:00.000","OLTA-TMF","Lease Agreement","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41123","TAKOMA PARK","20912","2020-12-18T00:00:00.000","2021-01-05T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41120","DAMASCUS","20872","2020-12-17T00:00:00.000","2021-01-26T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
DAMASCUS,  20872
(39.282424, -77.213985)"
"41118","GERMANTOWN","20874","2020-12-17T00:00:00.000","2021-03-22T00:00:00.000","OLTA-TMF","Lease Agreement","Refund/Rent Credit","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41121","SILVER SPRING","20904","2020-12-17T00:00:00.000","2021-01-26T00:00:00.000","OLTA-TMF","Fee","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41119","SILVER SPRING","20904","2020-12-17T00:00:00.000","2021-03-08T00:00:00.000","OLTA-TMF","Rent Increase","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41112","SILVER SPRING","20906","2020-12-15T00:00:00.000","2021-04-09T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41113","BURTONSVILLE","20866","2020-12-15T00:00:00.000","2021-01-29T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
BURTONSVILLE,  20866
(39.103016, -76.935049)"
"41116","BETHESDA","20814","2020-12-15T00:00:00.000","2021-09-07T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"41114","SILVER SPRING","20902","2020-12-15T00:00:00.000","2021-09-25T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41115","SILVER SPRING","20904","2020-12-15T00:00:00.000","2021-01-22T00:00:00.000","OLTA-TMF","Security Deposit","Duplicate Case","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41117","KENSINGTON","20895","2020-12-15T00:00:00.000","2021-01-26T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41107","GAITHERSBURG","20878","2020-12-11T00:00:00.000","2020-12-16T00:00:00.000","OLTA-TMF","Fee","No jurisdiction","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41110","GAITHERSBURG","20879","2020-12-11T00:00:00.000","2021-03-23T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41105","GAITHERSBURG","20878","2020-12-11T00:00:00.000","2020-12-28T00:00:00.000","OLTA-TMF","Security Deposit","No jurisdiction","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41104","ROCKVILLE","20852","2020-12-11T00:00:00.000","2021-11-23T00:00:00.000","OLTA-TSF","Security Deposit","Duplicate Case","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41106","KENSINGTON","20895","2020-12-11T00:00:00.000","2021-03-02T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41109","ROCKVILLE","20852","2020-12-11T00:00:00.000","2020-12-15T00:00:00.000","OLTA-TMF","Noise","Lease provision honored","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41111","SILVER SPRING","20906","2020-12-11T00:00:00.000","2020-12-21T00:00:00.000","OLTA-TMF","Security Deposit","Duplicate Case","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41103","GAITHERSBURG","20878","2020-12-11T00:00:00.000","2020-12-15T00:00:00.000","OLTA-TSF","Security Deposit","Case mistakenly opened","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41108","CHEVY CHASE","20815","2020-12-11T00:00:00.000","2021-03-22T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Acceptable explanation","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41099","SILVER SPRING","20902","2020-12-09T00:00:00.000","2021-05-03T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41098","GERMANTOWN","20874","2020-12-09T00:00:00.000","2021-01-05T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41100","SILVER SPRING","20912","2020-12-09T00:00:00.000","2020-12-16T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
SILVER SPRING,  20912
(38.982019, -77.000534)"
"41102","ROCKVILLE","20852","2020-12-09T00:00:00.000","2021-03-17T00:00:00.000","OLTA-TMF","Maintenance - Heat","Complaint noted for the record","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41101","ROCKVILLE","20853","2020-12-09T00:00:00.000","2021-01-26T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
ROCKVILLE,  20853
(39.096485, -77.092945)"
"41097","SILVER SPRING","20904","2020-12-04T00:00:00.000","2022-01-04T00:00:00.000","OLTA-TMF","Fee","Other- no communication from tenant","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41092","SILVER SPRING","20901","2020-12-04T00:00:00.000","2021-05-20T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41093","GERMANTOWN","20874","2020-12-04T00:00:00.000","2021-01-28T00:00:00.000","OLTA-TSF","Rent Increase","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41090","SILVER SPRING","20906","2020-12-04T00:00:00.000","2021-02-01T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41095","SILVER SPRING","20902","2020-12-04T00:00:00.000","2021-07-01T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41094","SILVER SPRING","20910","2020-12-04T00:00:00.000","2020-12-10T00:00:00.000","OLTA-TMF","Noise","No jurisdiction","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41096","BETHESDA","20814","2020-12-04T00:00:00.000","2021-01-04T00:00:00.000","OLTA-TMF","Noise","No jurisdiction","
BETHESDA,  20814
(39.003061, -77.102949)"
"41091","GERMANTOWN","20874","2020-12-04T00:00:00.000","2021-02-02T00:00:00.000","OLTA-TMF","Noise","Referred to a Montgomery County Agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41086","SILVER SPRING","20902","2020-12-02T00:00:00.000","2020-12-04T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Service performed or corrected","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41088","GAITHERSBURG","20879","2020-12-02T00:00:00.000","2021-03-19T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41083","CLARKSBURG","20871","2020-12-02T00:00:00.000","2022-01-04T00:00:00.000","OLTA-TSF","Maintenance - Plumbing","Other- no communication from tenant","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41089","SILVER SPRING","20904","2020-12-02T00:00:00.000","2021-03-30T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41084","SILVER SPRING","20902","2020-12-02T00:00:00.000","2020-12-09T00:00:00.000","OLTA-TMF","Failure to Pay Rent","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41081","GERMANTOWN","20874","2020-12-02T00:00:00.000","2021-01-20T00:00:00.000","OLTA-LSF","Security Deposit","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41082","SILVER SPRING","20906","2020-12-02T00:00:00.000","2021-05-05T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41087","SILVER SPRING","20901","2020-12-02T00:00:00.000","2021-05-20T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41085","GERMANTOWN","20874","2020-12-02T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TSF","Money Damages - Fire","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41078","BETHESDA","20814","2020-11-30T00:00:00.000","2021-04-01T00:00:00.000","OLTA-TMF","Noise","Referred to a Montgomery County Agency","
BETHESDA,  20814
(39.003061, -77.102949)"
"41079","SILVER SPRING","20902","2020-11-30T00:00:00.000","2021-09-08T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41075","ROCKVILLE","20850","2020-11-30T00:00:00.000","2021-01-03T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Non-jurisdiction-Geographic Location","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41072","TAKOMA PARK","20912","2020-11-30T00:00:00.000","2020-12-30T00:00:00.000","OLTA-TMF","Harassment","Other- no communication from tenant","
TAKOMA PARK,  20912
(38.982019, -77.000534)"
"41077","GERMANTOWN","20874","2020-11-30T00:00:00.000","2021-10-23T00:00:00.000","OLTA-TSF","Maintenance - Plumbing","Other- no communication from tenant","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41080","SILVER SPRING","20901","2020-11-30T00:00:00.000","2020-12-03T00:00:00.000","OLTA-TMF","Rent Increase","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41074","BETHESDA","20814","2020-11-30T00:00:00.000","2020-12-03T00:00:00.000","OLTA-LSF","Failure to Pay Rent","Referred to a MD State Government agency","
BETHESDA,  20814
(39.003061, -77.102949)"
"41073","SILVER SPRING","20904","2020-11-30T00:00:00.000","2020-12-09T00:00:00.000","OLTA-TSF","Maintenance- General","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41076","SILVER SPRING","20910","2020-11-30T00:00:00.000","2021-01-21T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41070","GERMANTOWN","20876","2020-11-27T00:00:00.000","2021-03-15T00:00:00.000","OLTA-TSF","Rent Increase","Acceptable explanation","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41069","GERMANTOWN","20876","2020-11-27T00:00:00.000","2021-06-23T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"41068","SILVER SPRING","20903","2020-11-27T00:00:00.000","2021-03-24T00:00:00.000","OLTA-TMF","Rent Increase","Service performed or corrected","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41071","BETHESDA","20814","2020-11-27T00:00:00.000","2021-01-04T00:00:00.000","OLTA-TMF","Noise","No jurisdiction","
BETHESDA,  20814
(39.003061, -77.102949)"
"41065","BETHESDA","20814","2020-11-25T00:00:00.000","2021-02-01T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"41064","SILVER SPRING","20910","2020-11-25T00:00:00.000","2021-08-27T00:00:00.000","OLTA-TMF","Rent Increase","Other- no communication from tenant","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41063","CLARKSBURG","20871","2020-11-25T00:00:00.000","2021-02-08T00:00:00.000","OLTA-TMF","Noise","Other- no communication from tenant","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41066","BETHESDA","20816","2020-11-25T00:00:00.000","2020-12-17T00:00:00.000","OLTA-LSF","Failure to Pay Rent","No jurisdiction","
BETHESDA,  20816
(38.958638, -77.115455)"
"41061","SILVER SPRING","20904","2020-11-25T00:00:00.000","2021-08-21T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41062","SILVER SPRING","20902","2020-11-25T00:00:00.000","2020-12-03T00:00:00.000","OLTA-TSF","Maintenance - Mold/Mildew","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41067","GAITHERSBURG","20878","2020-11-25T00:00:00.000","2021-04-07T00:00:00.000","OLTA-TSF","Security Deposit","Dismissed by Landlord-Tenant Commission","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"41058","SILVER SPRING","20904","2020-11-20T00:00:00.000","2020-12-03T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Complaint withdrawn","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41052","GERMANTOWN","20874","2020-11-20T00:00:00.000","2021-01-20T00:00:00.000","OLTA-TSF","Security Deposit","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41055","MONTGOMERY VILLAGE","20886","2020-11-20T00:00:00.000","2021-01-29T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41056","CLARKSBURG","20871","2020-11-20T00:00:00.000","2020-12-01T00:00:00.000","OLTA-TSF","Harassment","Lease provision honored","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41060","SILVER SPRING","20910","2020-11-20T00:00:00.000","2021-02-10T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41059","GAITHERSBURG","20879","2020-11-20T00:00:00.000","2020-12-07T00:00:00.000","OLTA-LSF","Failure to Pay Rent","No jurisdiction","
GAITHERSBURG,  20879
(39.169098, -77.182742)"
"41054","SILVER SPRING","20904","2020-11-20T00:00:00.000","2020-12-09T00:00:00.000","OLTA-TMF","Failure to Pay Rent","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41057","SILVER SPRING","20906","2020-11-20T00:00:00.000","2021-01-05T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41053","SILVER SPRING","20902","2020-11-20T00:00:00.000","2020-12-09T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41044","ROCKVILLE","20852","2020-11-18T00:00:00.000","2021-01-12T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41050","SILVER SPRING","20906","2020-11-18T00:00:00.000","2020-11-19T00:00:00.000","OLTA-TMF","Parking","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41049","GERMANTOWN","20874","2020-11-18T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TSF","Money Damages - Fire","Duplicate Case","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41048","SILVER SPRING","20904","2020-11-18T00:00:00.000","2021-07-25T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41046","GERMANTOWN","20874","2020-11-18T00:00:00.000","2020-11-18T00:00:00.000","OLTA-TMF","Noise","Referred to a Montgomery County Agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41045","BETHESDA","20817","2020-11-18T00:00:00.000","2021-01-25T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
BETHESDA,  20817
(38.998099, -77.143306)"
"41047","MONTGOMERY VILLAGE","20886","2020-11-18T00:00:00.000","2022-01-04T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41051","SILVER SPRING","20906","2020-11-18T00:00:00.000","2020-11-19T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41037","BETHESDA","20816","2020-11-13T00:00:00.000","2021-01-20T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
BETHESDA,  20816
(38.958638, -77.115455)"
"41039","SILVER SPRING","20910","2020-11-13T00:00:00.000","2021-02-22T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41040","SILVER SPRING","20906","2020-11-13T00:00:00.000","2021-03-08T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41042","SILVER SPRING","20910","2020-11-13T00:00:00.000","2021-03-01T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41038","SILVER SPRING","20906","2020-11-13T00:00:00.000","2020-12-04T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41043","SILVER SPRING","20904","2020-11-13T00:00:00.000","2020-12-17T00:00:00.000","OLTA-TSF","Maintenance- General","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41041","ROCKVILLE","20853","2020-11-13T00:00:00.000","2020-12-04T00:00:00.000","OLTA-TSF","Maintenance- General","Referred to a MD State Government agency","
ROCKVILLE,  20853
(39.096485, -77.092945)"
"41034","ROCKVILLE","20850","2020-11-10T00:00:00.000","2022-07-27T00:00:00.000","OLTA-TMF","Security Deposit","Referred to Landlord-Tenant Commission","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41036","SILVER SPRING","20902","2020-11-10T00:00:00.000","2020-12-28T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41035","ROCKVILLE","20852","2020-11-10T00:00:00.000","2021-01-28T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41029","SILVER SPRING","20906","2020-11-05T00:00:00.000","2021-01-08T00:00:00.000","OLTA-TMF","Maintenance - Appliance","Referred to a Montgomery County Agency","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41032","BETHESDA","20817","2020-11-05T00:00:00.000","2021-04-06T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
BETHESDA,  20817
(38.998099, -77.143306)"
"41031","GERMANTOWN","20876","2020-11-05T00:00:00.000","2021-04-29T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20876
(39.198155, -77.240725)"
