Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities
GRAPE EXPECTATIONS,20207 GOSHEN ROAD,GAITHERSBURG,MD,20879,DBW086,On/Off-Premise,"LUVANDY NARA, INC.","20207 GOSHEN ROAD
GAITHERSBURG, MD 20879
(39.188259, -77.186375)",1,28,38,2,1
ROSE'S ONE STOP GIFT SHOP,961 BONIFANT ST,SILVER SPRING,MD,20910,ABW23473,Off Premise,"ROSE'S ONE STOP GIFT SHOP, LLC","961 BONIFANT ST
SILVER SPRING, MD 20910
(38.993578, -77.026008)",1,3065,7,5,1
GROSVENOR MARKET,"10401 GROSVENOR PLACE, SUITE 2",ROCKVILLE,MD,20852,ABW010,Off Premise,GROSVENOR MARKET INC.,"10401 GROSVENOR PLACE, SUITE 2
ROCKVILLE, MD 20852
(39.025726, -77.103762)",1,60,19,1,1
TASTE OF EUROPE,630 QUINCE ORCHARD RD.,GAITHERSBURG,MD,20878,ABW41666,Off Premise,"TASTE OF EUROPE ENTERPRISES, INC.","630 QUINCE ORCHARD RD.
GAITHERSBURG, MD 20878
(39.141949, -77.221189)",1,33,31,3,21
FISH TACO OF BETHESDA,10305 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,BBWLHR24030,On Premise,"FISH TACO OF BETHESDA, INC","10305 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.024851, -77.125197)",1,111,12,1,1
NANDO'S PERI PERI - GAITHERSBURG,224 BOARDWALK PLACE,GAITHERSBURG,MD,20878,BBWLHR666,On Premise,"NANDO'S OF GAITHERSBURG, LLC","224 BOARDWALK PLACE
GAITHERSBURG, MD 20878
(39.116804, -77.198364)",1,33,36,3,21
EL SITIO RESTAURANT,8210 PINEY BRANCH ROAD,SILVER SPRING,MD,20910,BBWLHR437,On Premise,"J.B. MARTINEZ, INC.","8210 PINEY BRANCH ROAD
SILVER SPRING, MD 20910
(38.993165, -77.009355)",1,3065,7,5,1
ASI ES MI TIERRA,2559 ENNALLS AVE,SILVER SPRING,MD,20902,BBWLHR652,On Premise,"ASI ES MI TIERRA, LLC","2559 ENNALLS AVE
SILVER SPRING, MD 20902
(39.039576, -77.053982)",1,17,16,4,1
KIN DA,6923 LAUREL AVENUE,TAKOMA PARK,MD,20912,HBW19789,On Premise,"PRASOBSUK, INC.","6923 LAUREL AVENUE
TAKOMA PARK, MD 20912
(38.97404, -77.01264)",1,3062,4,5,11
"GLENMONT BEER, WINE & DELI",12351 GEORGIA AVE,SILVER SPRING,MD,20906,ABW176,Off Premise,"JYL,INC.","12351 GEORGIA AVE
SILVER SPRING, MD 20906
(39.059317, -77.050221)",1,6,23,4,1
RED BOWL,12051 C-4 CHESTNUT BRANCH WAY,CLARKSBURG,MD,20871,BBWLHR20257,On Premise,"RED BOWL OF CLARKSBURG, INC","12051 C-4 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.229719, -77.249405)",1,36,50,2,1
SEVEN-ELEVEN STORE,14101 GEORGIA AVE.,SILVER SPRING,MD,20906,ABW100,Off Premise,MCMAHON-DENT INC.,"14101 GEORGIA AVE.
SILVER SPRING, MD 20906
(39.085127, -77.078328)",1,58,59,4,1
ZEN ASIAN GRILL SUSHI,15602 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR654,On Premise,ZEN-AN CORPORATION,"15602 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.111148, -76.932951)",1,47,30,5,1
YURAKU JAPANESE RESTAURANT,19773 FREDERICK RD.,GERMANTOWN,MD,20876,BBWLHR41059,On Premise,"LOVEGOD123, INC.","19773 FREDERICK RD.
GERMANTOWN, MD 20876
(39.179702, -77.238362)",1,36,39,2,1
KNIGHTS OF COLUMBUS #2169,9707 ROSENSTEEL AVE,SILVER SPRING,MD,20910,CBWLFV007,On Premise,FATHER ROSENSTEEL KNIGHTS OF COLUMBUS CLUBHOUSE ASSOCIATION,"9707 ROSENSTEEL AVE
SILVER SPRING, MD 20910
(39.015851, -77.050817)",1,3065,10,5,1
SHEGER SPRING CAFE,900 SILVER SPRING AVENUE,SILVER SPRING,MD,20910,BBWLHR21274,On Premise,"SHEGER SPRING CAFE, LLC","900 SILVER SPRING AVENUE
SILVER SPRING, MD 20910
(38.991699, -77.024028)",1,3065,7,5,1
CAVA MEZZE-OLNEY,3124 OLNEY SANDY SPRING RD,OLNEY,MD,20832,BBWLHR22697,On Premise,"DTI 108, LLC","3124 OLNEY SANDY SPRING RD
OLNEY, MD 20832
(39.151557, -77.063751)",1,100,58,4,1
OLD TOWN POUR HOUSE,212 ELLINGTON BOULEVARD,GAITHERSBURG,MD,20878,BBWLHR18725,On Premise,"BOTTLENECK DTC, LLC","212 ELLINGTON BOULEVARD
GAITHERSBURG, MD 20878
(39.114995, -77.204899)",1,71,25,3,21
LA BAMBA,8241 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWLHR34014,On Premise,"LA BAMBA RESTAURANT, INC.","8241 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.992822, -77.026558)",1,3065,7,5,1
PASSAGE TO INDIA,4931 CORDELL AVE,BETHESDA,MD,20814,BBWLHR368,On Premise,PASSAGE TO INDIA INC.,"4931 CORDELL AVE
BETHESDA, MD 20814",,,,,
TARA THAI - ROCKVILLE,12071 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR164,On Premise,"AQUATIC THAI, INC.","12071 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05493, -77.118027)",1,60,19,1,1
ALL SET,8630 FENTON STREET,SILVER SPRING,MD,20910,BBWLHR18690,On Premise,"ALL SET HOSPITALITY, LLC","8630 FENTON STREET
SILVER SPRING, MD 20910
(38.998159, -77.028188)",1,3065,7,5,1
VICINO RISTORANTE ITALIANO,959 SLIGO AVE,SILVER SPRING,MD,20910,HBW032,On Premise,"VICINO RISTORANTE ITALIANO, IN","959 SLIGO AVE
SILVER SPRING, MD 20910
(38.990252, -77.025705)",1,3065,7,5,1
MARYVALE MARKET,500 NORTH HORNERS LANE,ROCKVILLE,MD,20850,ABW072,Off Premise,MARYVALE MARKET INC.,"500 NORTH HORNERS LANE
ROCKVILLE, MD 20850
(39.09096, -77.14347)",1,71,25,3,12
VISARTS,"155 GIBBS STREET, SUITE 300",ROCKVILLE,MD,20850,SBWLCPA01,On Premise,METROPOLITAN CENTER FOR THE VI,"155 GIBBS STREET, SUITE 300
ROCKVILLE, MD 20850
(39.086509, -77.151981)",1,71,25,3,12
INSPIRE NAILS BAR & SPA,8010 GRAMERCY BLVD.,ROCKVILLE,MD,20855,SBSBW32720,On Premise,"INSPIRE NAIL BAR AND SPA, INC.","8010 GRAMERCY BLVD.
ROCKVILLE, MD 20855
(39.124098, -77.164646)",1,51,36,3,1
FOUND. FOR ADV. EDUC. IN SCIENCES,9101 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,CBWLFV003,On Premise,FOUNDATION FOR ADV. EDUC. IN T,"9101 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.004943, -77.110797)",1,111,12,1,1
MEDIUM RARE,4904 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR25766,On Premise,"MEDIUM RARE BETHESDA, LLC","4904 FAIRMONT AVE
BETHESDA, MD 20814
(38.987839, -77.097231)",1,111,12,1,1
THE THAI CUISINE RESTAURANT,757 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,HBW285,On Premise,THE THAI CUISINE RESTAURANT 20,"757 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.093247, -77.15334)",1,71,25,3,12
TED'S MONTANA GRILL,105 ELLINGTON BOULEVARD,GAITHERSBURG,MD,20878,BBWLHR21344,On Premise,"TMG OF GAITHERSBURG, LLC","105 ELLINGTON BOULEVARD
GAITHERSBURG, MD 20878
(39.115662, -77.20406)",1,71,25,3,21
ISLAND PRIDE OASIS,617 S. FREDERICK AVENUE,GAITHERSBURG,MD,20877,BBWLHR28015,On Premise,"ISLAND PRIDE OASIS, LLC","617 S. FREDERICK AVENUE
GAITHERSBURG, MD 20877
(39.128635, -77.185698)",1,35,36,3,21
PERSIMMON,7003 WISCONSIN AVE,CHEVY CHASE,MD,20815,BBWLHR329,On Premise,UNIQUE ASSET LLC,"7003 WISCONSIN AVE
CHEVY CHASE, MD 20815
(38.979385, -77.091719)",1,110,5,1,1
BRADLEY FOOD & BEVERAGE,6904 ARLINGTON ROAD,BETHESDA,MD,20814,DBW130,On/Off-Premise,"BRADLEY FOOD & BEVERAGE, INC.","6904 ARLINGTON ROAD
BETHESDA, MD 20814
(38.978742, -77.09873)",1,111,12,1,1
SHUVAM BEER AND WINE,10313 WESTLAKE DRIVE,BETHESDA,MD,20817,ABWS40709,Off Premise,"NARAYAN PUJJA, LLC","10313 WESTLAKE DRIVE
BETHESDA, MD 20817
(39.026357, -77.147965)",1,103,19,1,1
BEER & WINE INTERNATIONAL,"4011 NORBECK ROAD, UNIT B",ROCKVILLE,MD,20853,ABWS218,Off Premise,"AKSHAT, LLC","4011 NORBECK ROAD, UNIT B
ROCKVILLE, MD 20853
(39.109481, -77.077694)",1,58,60,4,1
FRANKLY...PIZZA!,10417 ARMORY AVENUE,KENSINGTON,MD,20895,BKBWHR005,On Premise,"FRANKLY...FOOD, LLC","10417 ARMORY AVENUE
KENSINGTON, MD 20895
(39.027464, -77.07479)",1,25,15,1,6
KINGSVIEW BEER & WINE,13406 KINGSVIEW VILLAGE AVENUE,GERMANTOWN,MD,20874,ABWS172,Off Premise,3U CORPORATION,"13406 KINGSVIEW VILLAGE AVENUE
GERMANTOWN, MD 20874
(39.160451, -77.279509)",1,39,39,2,1
HOUSE OF MILAE,4932 SAINT ELMO AVENUE,BETHESDA,MD,20814,BBWLHR326,On Premise,"LYON & MILAE, LLC","4932 SAINT ELMO AVENUE
BETHESDA, MD 20814
(38.988003, -77.09826)",1,111,12,1,1
SIRIWAN THAI RESTUARANT,12115 DARNESTOWN RD,GAITHERSBURG,MD,20878,HBW26242,On Premise,"SIRIWAN M.X.B., LLC","12115 DARNESTOWN RD
GAITHERSBURG, MD 20878
(39.117441, -77.251178)",1,33,36,3,1
LA CANELA,141 GIBBS STREET,ROCKVILLE,MD,20850,BBWLHR281,On Premise,MASHA CORP II,"141 GIBBS STREET
ROCKVILLE, MD 20850
(39.086442, -77.15198)",1,71,25,3,12
FIRE STATION 1 RESTAURANT,8131 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWLHR36494,On Premise,"FS1SSMD, LLC","8131 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.99147, -77.026546)",1,3065,7,5,1
LAREDO GRILLE,347 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR258,On Premise,LAREDO GRILLE INC.,"347 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.126943, -77.210602)",1,33,31,3,1
TOKYO FIRE,9811 MAIN ST,DAMASCUS,MD,20872,HBW24576,On Premise,TOKYO FIRE INC,"9811 MAIN ST
DAMASCUS, MD 20872
(39.28805, -77.202898)",1,42,51,2,1
MARK'S KITCHEN,7006 CARROLL AVE,TAKOMA PARK,MD,20912,HBW243,On Premise,"MARK'S KITCHEN, LLC","7006 CARROLL AVE
TAKOMA PARK, MD 20912
(38.974847, -77.01194)",1,3062,4,5,11
PHOTO PRESS ART,914 EAST WEST HIGHWAY,TAKOMA PARK,MD,20912,DBW21340,On/Off-Premise,PHOTOPRESS ART LLC,"914 EAST WEST HIGHWAY
TAKOMA PARK, MD 20912
(38.975449, -76.992684)",,3062,,5,11
LEGENDS CAFE,11317 ELKIN STREET,SILVER SPRING,MD,20902,BBWLHR150,On Premise,"MEGA 112,INC.","11317 ELKIN STREET
SILVER SPRING, MD 20902
(39.040865, -77.050374)",1,17,16,4,1
"TIGER BEER, WINE & DELI",303 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850,ABWS123,Off Premise,"J.E.N., INC.","303 NORTH WASHINGTON STREET
ROCKVILLE, MD 20850
(39.089034, -77.153717)",1,71,25,3,12
GIUSEPPI'S PIZZA PLUS - ROCKVILLE,"199 EAST MONTGOMERY AVE, UNIT L",ROCKVILLE,MD,20850,HBW097,On Premise,"SPENSCO, INC.","199 EAST MONTGOMERY AVE, UNIT L
ROCKVILLE, MD 20850
(39.084083, -77.150357)",1,71,25,3,12
MISSION BBQ,885 ROCKVILLE PIKE,ROCKVILLE,MD,20852,HBW27623,On Premise,"MISSION BBQ ROCKVILLE, LLC","885 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.075143, -77.136801)",1,60,25,3,12
HINODE RESTAURANT,134 CONGRESSIONAL LANE,ROCKVILLE,MD,20852,HBW168,On Premise,"K.K. SUSHI, INC.","134 CONGRESSIONAL LANE
ROCKVILLE, MD 20852
(39.063621, -77.127231)",1,60,25,3,12
ASPEN HILL RACQUET CLUB,14501 HOMECREST ROAD,SILVER SPRING,MD,20906,DBW010,On/Off-Premise,"ASPEN HILL TENNIS, INC.","14501 HOMECREST ROAD
SILVER SPRING, MD 20906
(39.094642, -77.061802)",1,6,59,4,1
COPPER CANYON GRILL- SILVER SPRING,928 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR079,On Premise,"RED ROCK CANYON GRILL, LLC","928 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.995506, -77.026918)",1,3065,7,5,1
MAMMA LUCIA - SILVER SPRING,1302 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910,BBWLHR386,On Premise,"IMOSS, INC.","1302 EAST-WEST HIGHWAY
SILVER SPRING, MD 20910
(38.992798, -77.031553)",1,3065,7,5,1
FONTINA GRILLE,801 PLEASANT DRIVE,ROCKVILLE,MD,20850,BBWLHR520,On Premise,"HIBA, LLC","801 PLEASANT DRIVE
ROCKVILLE, MD 20850
(39.113827, -77.171336)",1,71,25,3,12
GRAND FUSION,350 FORTUNE TERRACE,ROCKVILLE,MD,20854,HBW025,On Premise,"KYS ENTERPRISES, INC.","350 FORTUNE TERRACE
ROCKVILLE, MD 20854
(39.061979, -77.15774)",1,53,20,3,1
PASSION NAIL SPA - GERMANTOWN,19847-H CENTURY BOULEVARD,GERMANTOWN,MD,20874,SBSBW0003,On Premise,"KDC NGUYEN, LLC","19847-H CENTURY BOULEVARD
GERMANTOWN, MD 20874
(39.182012, -77.265319)",1,39,39,2,1
TAIPEI TOKYO,"14921 SHADY GROVE ROAD, UNIT D",ROCKVILLE,MD,20850,BBWLHR021,On Premise,"YUNG LONG, INC.","14921 SHADY GROVE ROAD, UNIT D
ROCKVILLE, MD 20850
(39.098029, -77.193482)",1,71,25,3,1
COASTAL FLATS,135 CROWN PARK AVENUE,GAITHERSBURG,MD,20878,BBWLHR853,On Premise,COASTAL FLATS - CROWN,"135 CROWN PARK AVENUE
GAITHERSBURG, MD 20878
(39.114382, -77.206)",1,71,25,3,21
HOUSE OF FOONG LIN,4613 WILLOW LANE,CHEVY CHASE,MD,20815,BBWLHR775,On Premise,"CFK, LLC","4613 WILLOW LANE
CHEVY CHASE, MD 20815
(38.98146, -77.092079)",1,111,5,1,1
FIVE STAR PREMIER RESIDENCES OF CC,8100 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR693,On Premise,"FVE MANAGERS, INC.","8100 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.992424, -77.077252)",1,110,5,1,1
POTOMAC PIZZA - CHEVY CHASE,19 WISCONSIN CIRCLE,CHEVY CHASE,MD,20815,HBWHR411,On Premise,"PIZZA ZONE OF CHEVY CHASE, INC","19 WISCONSIN CIRCLE
CHEVY CHASE, MD 20815
(38.962056, -77.085638)",1,110,5,1,1
UMBERTO'S-OLNEY,5500 OLNEY LAYTONSVILLE ROAD,OLNEY,MD,20832,BBWLHR26637,On Premise,"ITALIAN RESTAURANT CARRYOUT, INC","5500 OLNEY LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.182965, -77.110181)",1,51,45,4,1
GIANT FOOD STORE 350,11221 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20901,ABWS1061476,Off Premise,GIANT OF MARYLAND LLC,"11221 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20901
(39.040819, -76.991009)",1,12,18,5,1
BOCA BOTANA'S,239 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR21334,On Premise,BOCA BOTANA'S INC,"239 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.128283, -77.208631)",1,33,36,3,21
BB.Q CHICKEN & BEER,9712 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,BBWLHR40879,On Premise,"J&K ENTERTAINMENT, INC.","9712 TRAVILLE GATEWAY DRIVE
ROCKVILLE, MD 20850
(39.091562, -77.204036)",1,71,24,3,1
LESAAC CAFE,8200 FENTON STREET,SILVER SPRING,MD,20910,BBWLHR708,On Premise,LESAAC INC.,"8200 FENTON STREET
SILVER SPRING, MD 20910
(38.991907, -77.024037)",1,3065,7,5,1
GEMELLI'S ITALIAN MARKET,12169 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,DBW151,On/Off-Premise,"M AND M CALCAGNO, LLC","12169 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.117547, -77.251496)",1,33,36,3,1
MANOLI CANOLI,8540 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR376,On Premise,"MANOLI CANOLI, LLC","8540 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.995372, -77.077257)",1,110,5,1,1
GREEN BAMBOO ASIAN BISTRO,"5751 FISHERS LANE, UNIT F",ROCKVILLE,MD,20852,BBWLHR656,On Premise,"YEUNG ENTERPRISE, LLC","5751 FISHERS LANE, UNIT F
ROCKVILLE, MD 20852
(39.062752, -77.117617)",1,60,19,4,12
EL MARIACHI,765 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR151,On Premise,"TIO RESTAURANTER, INC.","765 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.077779, -77.140579)",1,60,25,3,12
ALFIO'S,4515 WILLARD AVENUE,CHEVY CHASE,MD,20815,BBWLHR830,On Premise,"ALFIO'S, LLC","4515 WILLARD AVENUE
CHEVY CHASE, MD 20815
(38.962274, -77.090302)",1,110,5,1,1
THE GREENE TURTLE,15660 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR41479,On Premise,"GT BURTONSVILLE 19, LLC","15660 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.112047, -76.932571)",1,47,30,5,1
WOODSIDE DELI II,13048 MIDDLEBROOK ROAD,GERMANTOWN,MD,20874,HBW250,On Premise,ZKB CORPORATION,"13048 MIDDLEBROOK ROAD
GERMANTOWN, MD 20874
(39.183335, -77.271684)",1,39,39,2,1
LA FONDA PAISA & GROCERY STORE,7914 GEORGIA AVE,SILVER SPRING,MD,20910,DBW064,On/Off-Premise,LA FONDA INC.,"7914 GEORGIA AVE
SILVER SPRING, MD 20910
(38.985545, -77.026635)",1,3065,7,5,1
CANOPY,940 ROSE AVENUE,NORTH BETHESDA,MD,20852,BBWLHM33201,On Premise,"PNR HOTEL XXVI OPERATOR, LLC","940 ROSE AVENUE
NORTH BETHESDA, MD 20852
(39.051118, -77.116107)",1,60,19,1,1
GIL'S RESTAURANT,8200 PINEY BRANCH ROAD,SILVER SPRING,MD,20910,BBWLHR684,On Premise,GILS RESTAURANT PARTNERSHIP,"8200 PINEY BRANCH ROAD
SILVER SPRING, MD 20910
(38.992974, -77.009452)",1,3065,7,5,1
SUSHI HOUSE,"1331 ROCKVILLE PIKE, UNIT D",ROCKVILLE,MD,20852,HBW214,On Premise,"SUSHI HOUSE, INC.","1331 ROCKVILLE PIKE, UNIT D
ROCKVILLE, MD 20852
(39.06857, -77.129875)",1,60,25,3,12
SUSHIJIN,"8555 FENTON STREET, UNIT A",SILVER SPRING,MD,20910,HBW145,On Premise,"SUSHIJIN, LLC","8555 FENTON STREET, UNIT A
SILVER SPRING, MD 20910
(38.997662, -77.027023)",1,3065,7,5,1
SICHUAN JIN RIVER,410 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,HBWHR39699,On Premise,"GOOD FORTUNE ROCKVILLE, INC.","410 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.088149, -77.150765)",1,71,25,3,12
OWENS ORDINARY,11820 TRADE STREET,NORTH BETHESDA,MD,20852,BBWLHR24646,On Premise,"NEIGHBORHOOD REST. GROUP XX, LLC","11820 TRADE STREET
NORTH BETHESDA, MD 20852
(39.050921, -77.116378)",1,60,19,1,1
DON RAMON RESTAURANT,13816 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,BBWLHR22080,On Premise,"RC ARBAIZA ENTERPRISE, INC","13816 OLD COLUMBIA PIKE
SILVER SPRING, MD 20904
(39.083256, -76.952096)",1,12,53,5,1
Q BY PETER CHANG,4500 EAST WEST HIGHWAY SUITE 100,BETHESDA,MD,20814,BBWLHR27709,On Premise,"CHANG'S HOME, LLC","4500 EAST WEST HIGHWAY SUITE 100
BETHESDA, MD 20814
(38.984911, -77.092038)",1,111,12,1,1
"HALPINE BEER, WINE & DELI",1701-B8 ROCKVILLE PIKE,ROCKVILLE,MD,20852,ABWS24778,Off Premise,JAI LAXMI MATA CORPORATION,"1701-B8 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.061034, -77.123421)",1,60,25,3,12
TOMATILLO MEXICAN GRILL,2232 VEIRS MILL ROAD,ROCKVILLE,MD,20851,HBW241,On Premise,"EL PRIMER PASO, INC.","2232 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.074716, -77.114689)",1,68,25,3,12
BEL PRE BEER & WINE,2251 BEL PRE ROAD,SILVER SPRING,MD,20906,DBW103,On/Off-Premise,RETAIL & REAL ESTATE SERVICES INC.,"2251 BEL PRE ROAD
SILVER SPRING, MD 20906
(39.090491, -77.048388)",1,6,59,4,1
RUMBA Y CARBON,11222 GRANDVIEW AVE,SILVER SPRING,MD,20902,BBWLHR669,On Premise,PIRATA CORP.,"11222 GRANDVIEW AVE
SILVER SPRING, MD 20902
(39.038918, -77.05233)",1,17,16,4,1
N-FINGERPRINTING,202 EDISON PARK DR,GAITHERSBURG,MD,20878,34229,On Premise,FINGERPRINTING,"202 EDISON PARK DR
GAITHERSBURG, MD 20878
(39.110925, -77.235379)",1,33,36,3,21
BOB'S SHANGHAI 66 BISTRO,305 N. WASHINGTON STREET,ROCKVILLE,MD,20850,HBW31416,On Premise,BOB'S SHANGHAI 66 BISTRO INC,"305 N. WASHINGTON STREET
ROCKVILLE, MD 20850
(39.089056, -77.153718)",1,71,25,3,12
ROUND HOUSE THEATRE,4545 EAST-WEST HIGHWAY,BETHESDA,MD,20814,SBWLCPA70602,On Premise,"ROUND HOUSE THEATRE, INC.","4545 EAST-WEST HIGHWAY
BETHESDA, MD 20814
(38.984949, -77.091778)",1,111,12,1,1
TIA QUETA RESTAURANT,4839 DEL RAY AVE,BETHESDA,MD,20814,BBWLHR160,On Premise,"TIA QUETA RESTAURANT, INC.","4839 DEL RAY AVE
BETHESDA, MD 20814
(38.990089, -77.098606)",1,111,12,1,1
ALATRI BROS.,4926 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR28339,On Premise,BRIGGS MANAGEMENT LLC,"4926 CORDELL AVENUE
BETHESDA, MD 20814
(38.988635, -77.098835)",1,111,12,1,1
SUSHI OISHII,9706 TRAVILLE GATEWAY DR,ROCKVILLE,MD,20850,BBWLHR685,On Premise,"SUSHI OISHII II, INC","9706 TRAVILLE GATEWAY DR
ROCKVILLE, MD 20850
(39.091443, -77.204146)",1,71,24,3,1
THAI TASTE,11315 FERN STREET,WHEATON,MD,20902,BBWHR139,On/Off-Premise,MAX'S PROJECTS CORP,"11315 FERN STREET
WHEATON, MD 20902
(39.040692, -77.049461)",1,17,16,4,1
FOUR STREAMS,19501 DARNESTOWN ROAD,BEALLSVILLE,MD,20839,CBWLCC023,On Premise,"FOUR STREAMS, LLC.","19501 DARNESTOWN ROAD
BEALLSVILLE, MD 20839
(39.176292, -77.407886)",1,97,37,1,1
ASHTON BEER & WINE,7 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,DBW085,On/Off-Premise,JOCELYN INC.,"7 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.149332, -77.012441)",1,49,35,4,1
STAINED GLASS PUB,12510 LAYHILL ROAD,SILVER SPRING,MD,20906,BBWLHR192,On Premise,"THE PUB OF GLENMONT, INC.","12510 LAYHILL ROAD
SILVER SPRING, MD 20906
(39.061747, -77.050941)",1,6,23,4,1
RESTAURANT POLLOS EL MESON,615 SOUTH FREDERICK AVE,GAITHERSBURG,MD,20877,BBWLHR22816,On Premise,"RESTAURANT POLLOS EL MESON, LLC","615 SOUTH FREDERICK AVE
GAITHERSBURG, MD 20877
(39.128879, -77.185912)",1,35,36,3,21
PRALINE,"4611 SANGAMORE ROAD, UNIT O",BETHESDA,MD,20816,BBWLHR408,On Premise,"PRALINE BAKERY, LLC,","4611 SANGAMORE ROAD, UNIT O
BETHESDA, MD 20816
(38.94866, -77.119725)",1,107,12,1,1
BETHESDA CURRY KITCHEN,4860 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR1071790,On Premise,"BHAIRAVI, LLC","4860 CORDELL AVENUE
BETHESDA, MD 20814
(38.989808, -77.097685)",1,111,12,1,1
LEDO PIZZA - GERMANTOWN,"12619 WISTERIA DRIVE, UNIT B",GERMANTOWN,MD,20874,HBW024,On Premise,"JABELLA, INC.","12619 WISTERIA DRIVE, UNIT B
GERMANTOWN, MD 20874
(39.171006, -77.262726)",1,39,39,2,1
TJ LIQUOR STORE,7669 NEW HAMPSHIRE AVENUE,TAKOMA PARK,MD,20912,ABWLTP002,Off Premise,KKR KIM. INC.,"7669 NEW HAMPSHIRE AVENUE
TAKOMA PARK, MD 20912
(38.987682, -76.98777)",1,3062,4,5,11
BETHESDA CO-OP,6500 SEVEN LOCKS ROAD,CABIN JOHN,MD,20818,ABWS099,Off Premise,"BETHESDA COMMUNITY FOOD STORE,","6500 SEVEN LOCKS ROAD
CABIN JOHN, MD 20818
(38.975145, -77.161517)",1,102,3,1,1
KENAKI SUSHI COUNTER,706 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR36295,On Premise,"KENAKI, LLC","706 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.121966, -77.235283)",1,33,36,3,21
HILTON WASHINGTON DC/ROCKVILLE EMC,1750 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHM23552,On Premise,"MARYLAND SPECIAL SERVICING, LLC","1750 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.060847, -77.123048)",1,60,25,1,12
LANCE'S BEER & WINE,4701 MILLER AVE,BETHESDA,MD,20814,DBW120,On/Off-Premise,"GUTHWORKS, LLC","4701 MILLER AVE
BETHESDA, MD 20814
(38.980608, -77.092503)",1,111,5,1,1
SILVER BRANCH BREWING COMPANY,8401 COLESVILLE ROAD,SILVER SPRING,MD,20910,DBWL36146,On Premise,"PARALLEL WORLD BREWING CO., LLC","8401 COLESVILLE ROAD
SILVER SPRING, MD 20910
(38.994358, -77.031047)",1,3065,6,5,1
LA BRASA ROTISSERIE,12401 PARKLAWN DR.,ROCKVILLE,MD,20852,BBWLHR1051241,On Premise,"LA BRASA ROTISSERIE, INC.","12401 PARKLAWN DR.
ROCKVILLE, MD 20852
(39.061126, -77.111797)",1,60,19,4,1
