"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","6th District Patrol","Social Security- FICA","Personnel Costs","542871.4","0"
"2015","Public Safety","Police","Patrol Services","Social Security","General Fund","Tax Supported Funds","6th District Patrol","Social Security- FICA Medicaid","Personnel Costs","126989.53","0"
"2015","Public Safety","Police","Patrol Services","Group Insurance","General Fund","Tax Supported Funds","6th District Patrol","Group Insurance","Personnel Costs","1221106.25","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","6th District Patrol","RSP","Personnel Costs","10696.54","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","ISB Administration","Full Time Salaries","Personnel Costs","1014213.44","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","ISB Administration","Social Security- FICA","Personnel Costs","59711.49","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","ISB Administration","Social Security- FICA Medicaid","Personnel Costs","14706.09","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","ISB Administration","Group Insurance","Personnel Costs","161025","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","ISB Administration","RSP","Personnel Costs","2304.27","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","ISB Administration","ERS","Personnel Costs","356346.05","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","Major Crimes Division Administartion","Full Time Salaries","Personnel Costs","368467.57","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Major Crimes Division Administartion","Social Security- FICA","Personnel Costs","21539.08","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","SID Repeat Offenders","Social Security- FICA Medicaid","Personnel Costs","11298.86","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","SID Repeat Offenders","Group Insurance","Personnel Costs","96615","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","SID Repeat Offenders","ERS","Personnel Costs","337173.67","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","SID Electronic Tech Sup","Full Time Salaries","Personnel Costs","179128.66","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","SID Electronic Tech Sup","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","SID Electronic Tech Sup","ERS","Personnel Costs","38368.44","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","SID Gang Task Force","Full Time Salaries","Personnel Costs","758864.37","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","SID Gang Task Force","Social Security- FICA","Personnel Costs","47049.59","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","SID Gang Task Force","Social Security- FICA Medicaid","Personnel Costs","11003.53","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","SID Gang Task Force","Group Insurance","Personnel Costs","118085","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","SID Gang Task Force","ERS","Personnel Costs","328360.61","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","SID Firearm Investigation","Full Time Salaries","Personnel Costs","422689.05","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","Family Crimes Div. Pedophile","Full Time Salaries","Personnel Costs","705149.01","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Family Crimes Div. Pedophile","Social Security- FICA","Personnel Costs","43719.24","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Family Crimes Div. Pedophile","Social Security- FICA Medicaid","Personnel Costs","10224.66","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","Family Crimes Div. Pedophile","Group Insurance","Personnel Costs","85880","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","Family Crimes Div. Pedophile","ERS","Personnel Costs","305117.98","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","Family Crimes Investigations","Full Time Salaries","Personnel Costs","2050576.89","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Family Crimes Investigations","Social Security- FICA","Personnel Costs","127135.77","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Family Crimes Investigations","Social Security- FICA Medicaid","Personnel Costs","29733.36","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","Family Crimes Investigations","Group Insurance","Personnel Costs","276426.25","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Major Crimes Division Administartion","Social Security- FICA Medicaid","Personnel Costs","5342.78","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","Major Crimes Division Administartion","Group Insurance","Personnel Costs","42940","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","Major Crimes Division Administartion","RSP","Personnel Costs","1699.05","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","Major Crimes Division Administartion","ERS","Personnel Costs","135337.11","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","Major Crimes Robbery","Full Time Salaries","Personnel Costs","989216.83","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Major Crimes Robbery","Social Security- FICA","Personnel Costs","61331.44","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Major Crimes Robbery","Social Security- FICA Medicaid","Personnel Costs","14343.64","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","Major Crimes Victim Witness Services","Full Time Salaries","Personnel Costs","485821.27","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Major Crimes Victim Witness Services","Social Security- FICA","Personnel Costs","30120.92","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","Major Crimes Victim Witness Services","Social Security- FICA Medicaid","Personnel Costs","7044.41","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","Major Crimes Victim Witness Services","Group Insurance","Personnel Costs","64410","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","Major Crimes Victim Witness Services","RSP","Personnel Costs","25910.13","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","Major Crimes Victim Witness Services","ERS","Personnel Costs","56275.77","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","SID Admin","Full Time Salaries","Personnel Costs","574769.68","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","SID Admin","Social Security- FICA","Personnel Costs","34329.81","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","SID Admin","Social Security- FICA Medicaid","Personnel Costs","8334.16","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","SID Admin","Group Insurance","Personnel Costs","64410","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","SID Admin","ERS","Personnel Costs","172007.94","0"
"2015","Public Safety","Police","Investigative Services","Salaries and Wages","General Fund","Tax Supported Funds","SID Drug Enforcement","Full Time Salaries","Personnel Costs","2035819.34","0"
"2015","Public Safety","Police","Investigative Services","Social Security","General Fund","Tax Supported Funds","SID Drug Enforcement","Social Security- FICA Medicaid","Personnel Costs","29519.38","0"
"2015","Public Safety","Police","Investigative Services","Group Insurance","General Fund","Tax Supported Funds","SID Drug Enforcement","Group Insurance","Personnel Costs","268375","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","SID Drug Enforcement","RSP","Personnel Costs","5425.06","0"
"2015","Public Safety","Police","Investigative Services","Retirement","General Fund","Tax Supported Funds","SID Drug Enforcement","ERS","Personnel Costs","806350.27","0"
"2015","Public Safety","Police","Patrol Services","Salaries and Wages","General Fund","Tax Supported Funds","2nd District Bethesda SAT","Full Time Salaries","Personnel Costs","681475.42","0"
