"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","Retirement- Charges to Others","Personnel Costs","-8209.32","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","ERS","Personnel Costs","29353.17","0"
"2013","Health and Human Services","Health and Human Services","Ombudsman Services","Retirement","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","RSP","Personnel Costs",,"6736"
"2013","Health and Human Services","Health and Human Services","Ombudsman Services","Retirement","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","ERS","Personnel Costs",,"12505"
"2013","General Government","Circuit Court","Grants","Retirement","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","RSP","Personnel Costs",,"89892"
"2013","Public Schools","MCPS","MCPS","Miscellaneous Operating Expenses","Grant Fund","Non-Tax Supported Funds","MCPS","Other Misc Operating Expenses","Operating Expenses",,"73670729"
"2013","College","Montgomery College","Montgomery College","Miscellaneous Operating Expenses","Grant Fund","Non-Tax Supported Funds","Montgomery College","Other Misc Operating Expenses","Operating Expenses",,"20163000"
"2013","Parks and Planning","M-NCPPC","M-NCPPC","Miscellaneous Operating Expenses","Grant Fund","Non-Tax Supported Funds","M-NCPPC","Other Misc Operating Expenses","Operating Expenses",,"550000"
"2013","Community Development and Housing","Economic Development","Workforce Services","Contract and Services","Grant Fund","Non-Tax Supported Funds","Workforce Investment Services","Other Professional Services","Operating Expenses",,"2742854"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs",,"1590"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs",,"6758"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Budget Adjustment (Salary)","Personnel Costs",,"3"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Full Time Salaries","Personnel Costs",,"109648"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","ERS","Personnel Costs",,"9556"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","RSP","Personnel Costs",,"5885"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Life Insurance","Personnel Costs",,"536"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Vision","Personnel Costs",,"57"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Prescription","Personnel Costs",,"2060"
"2013","General Government","Circuit Court","Grants","Group Insurance","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Life Insurance","Personnel Costs",,"8527"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Dental","Personnel Costs",,"789"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Health","Personnel Costs",,"8475"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Miscellaneous Operating Expenses","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Other Misc Operating Expenses","Operating Expenses",,"1668891"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Other Non-Workforce FICA","Personnel Costs",,"-19273"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs",,"19018"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs",,"79291"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Lapse (Planning)","Personnel Costs",,"-251938"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Budget Adjustment (Salary)","Personnel Costs",,"50053"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Full Time Salaries","Personnel Costs",,"1311580"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Other Non-Workforce Retirement","Personnel Costs",,"-30485"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","GRIP","Personnel Costs",,"28035"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","ERS","Personnel Costs",,"169996"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","RSP","Personnel Costs",,"20937"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Life Insurance","Personnel Costs",,"6431"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Vision","Personnel Costs",,"722"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Prescription","Personnel Costs",,"25784"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Dental","Personnel Costs",,"9436"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Health","Personnel Costs",,"132643"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Other Non-Workforce Group Insurance","Personnel Costs",,"-37791"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Miscellaneous Operating Expenses","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Other Misc Operating Expenses","Operating Expenses",,"1388533"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs",,"390"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs",,"1668"
"2013","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Budget Adjustment (Salary)","Personnel Costs",,"2"
