"the_geom","id","address_id","business_name","full_address","city","address_jurisdiction","state","zip","country","phone_number","website","resource_type","sub_resource_type","shelter_location","address_authority","subdivision","business_naics_code","service_type","service_name","st_prefix_dir","st_name","st_suffix_type","st_suffix_dir","st_ext","private_street","ward_number","tax_section","longitude","condominium","frontage_road","street_jurisdiction","abc","street_name_complete","latitude","st_prefix_type","created_date","address_no_complete","modified_date"
"POINT (-91.168954774908 30.470900889931)","135912","62083",,"2618 LOBELIA AVE","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","STANDARD HEIGHTS",,,,,"LOBELIA","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"LOBELIA AVE","30",,,"2618",
"POINT (-91.060828182414 30.481713958979)","184192","73253",,"3452 REDLANDS DR","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","BATON ROUGE","PARK FOREST",,,,,"REDLANDS","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"REDLANDS DR","30",,,"3452",
"POINT (-91.171307955548 30.427999746887)","48580","54335",,"2145 CAROLINA ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTH BATON ROUGE",,,,,"CAROLINA","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"CAROLINA ST","30",,,"2145",
"POINT (-91.168967413165 30.509390810634)","138161","56244",,"2236 SCENIC GARDENS AVE","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","SCENIC GARDENS",,,,,"SCENIC GARDENS","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SCENIC GARDENS AVE","31",,,"2236",
"POINT (-91.123214286162 30.326372959733)","193732","227135",,"2868 CRESTHAVEN AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","LEXINGTON PARK",,,,,"CRESTHAVEN","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"CRESTHAVEN AVE","30",,,"2868",
"POINT (-91.029638045934 30.47128934016)","37371","9410",,"1115 RUSHMORE DR","BATON ROUGE","EBRP","LOUISIANA","70819","UNITED STATES",,,,,"NO","BATON ROUGE","RUSHMORE",,,,,"RUSHMORE","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"RUSHMORE DR","30",,,"1115",
"POINT (-91.164285469692 30.51591606256)","90794","63241",,"2714 74TH AVE","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","WOODAIRE",,,,,"74TH","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"74TH AVE","31",,,"2714",
"POINT (-91.110917447743 30.468424729498)","30384","50802","LOUISIANA INDUSTRIES FOR THE DISABLED","1979 BEAUMONT DR","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES","225-928-1400","http://upliftd.org","COMMUNITY RESOURCE","DISABLED SERVICES","NO","BATON ROUGE","WOODDALE CENTER","624310",,,,"BEAUMONT","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","BEAUMONT DR","30",,,"1979",
"POINT (-91.046715276085 30.429217960257)","71415","15987",,"12218 EXCALIBUR AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","CAMELOT",,,,,"EXCALIBUR","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"EXCALIBUR AVE","30",,,"12218",
"POINT (-91.115583271135 30.50245924849)","156016","111213",,"7441 DAN DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","GREENDALE",,,,,"DAN","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"DAN DR","31",,,"7441",
"POINT (-91.191611163247 30.520810256788)","21760","238134",,"8099 ELTON C HARRISON DR","BATON ROUGE","EBRP","LOUISIANA","70813","UNITED STATES",,,,,"NO","SU","NONE",,,,,"ELTON C HARRISON","DR",,,"NO","1","5","-91","NO","NO","SOUTHERN UNIVERSITY",,"ELTON C HARRISON DR","31",,,"8099",
"POINT (-91.149352489103 30.491624595482)","42770","239661",,"4032 SHELLEY ST, STE A","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","NORTH HIGHLANDS ESTATES",,,,,"SHELLEY","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SHELLEY ST","30",,,"4032 STE A",
"POINT (-91.023952298344 30.432074573708)","164926","229391","TRACY FREDERICK LLC","3075 MILLERVILLE RD, STE C","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","NONE","446000",,,,"MILLERVILLE","RD",,,"NO","1","4","-91","NO","NO",,"NO","MILLERVILLE RD","30",,,"3075 STE C",
"POINT (-91.027888698755 30.442828547282)","142873","26559",,"14140 JANE SEYMOUR DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","FAIRWOOD ESTATES",,,,,"JANE SEYMOUR","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"JANE SEYMOUR DR","30",,,"14140",
"POINT (-91.077353277432 30.355353850679)","69731","23308",,"13446 BRIARBEND AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","QUAIL RIDGE",,,,,"BRIARBEND","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"BRIARBEND AVE","30",,,"13446",
"POINT (-91.110597900243 30.33041717456)","90803","246563",,"13762 HARVESTON MILL DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","LAKES AT HARVESTON",,,,,"HARVESTON MILL","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"HARVESTON MILL DR","30",,,"13762","2021-03-17T15:36:23.000Z"
"POINT (-91.040386817423 30.454966807578)","144944","20352",,"12755 E ROBIN HOOD DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST",,,,"E","ROBIN HOOD","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"E ROBIN HOOD DR","30",,,"12755",
"POINT (-91.002486787306 30.3936777111)","73499","101787",,"6232 ANTIOCH BLVD","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","SHENANDOAH ESTATES",,,,,"ANTIOCH","BLVD",,,"NO","3","0","-91","NO","NO","EBRP",,"ANTIOCH BLVD","30",,,"6232",
"POINT (-91.171995889026 30.532102902185)","8515","125568",,"9440 JONES ST","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","NORTH BATON ROUGE",,,,,"JONES","ST",,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"JONES ST","31",,,"9440",
"POINT (-91.041065485585 30.665415027953)","99821","13294",,"11817 MILLDALE RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"MILLDALE","RD",,,"NO","2","1","-91","NO","NO","EBRP",,"MILLDALE RD","31",,,"11817",
"POINT (-91.07362142271 30.41163886249)","40397","80897",,"4168 JEFFERSON WOODS DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","OLD SAN FRANCISCO TOWNHOMES",,,,,"JEFFERSON WOODS","DR",,,"YES","3","0","-91","NO","NO","EBRP",,"JEFFERSON WOODS DR","30",,,"4168",
"POINT (-90.99290254865 30.390160243687)","555","107162",,"6902 ROSE HILL DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","ROSE HILL",,,,,"ROSE HILL","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"ROSE HILL DR","30",,,"6902",
"POINT (-91.036384582002 30.559496343484)","200526","206233",,"13708 RED RIVER AVE","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","JACKSON PARK",,,,,"RED RIVER","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"RED RIVER AVE","31",,,"13708",
"POINT (-91.20527257912 30.388784515669)","83938","77356",,"3842 SOUTHPASS AVE","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","LAKE BEAU PRE'",,,,,"SOUTHPASS","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"SOUTHPASS AVE","30",,,"3842",
"POINT (-91.178414725699 30.52278711117)","90785","29356",,"1468 SNIPE ST","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","NORTH BATON ROUGE",,,,,"SNIPE","ST",,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"SNIPE ST","31",,,"1468",
"POINT (-91.124260578733 30.504492201482)","104754","105492",,"6654 FERN DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","NORTH MERRYDALE",,,,,"FERN","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"FERN DR","31",,,"6654",
"POINT (-91.143586752862 30.457392902962)","112170","78",,"1001 N 46TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","GREENVILLE EXTENSION",,,,"N","46TH","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"N 46TH ST","30",,,"1001",
"POINT (-91.132627779711 30.490628419565)","124616","140164",,"4418 W BROOKSTOWN DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SUBURBAN ACRES",,,,"W","BROOKSTOWN","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"W BROOKSTOWN DR","30",,,"4418",
"POINT (-91.110946146475 30.337452686071)","155045","182877",,"10726 PRESERVATION WAY","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","PRESERVE AT HARVESTON, THE",,,,,"PRESERVATION","WAY",,,"NO","3","0","-91","NO","NO","EBRP",,"PRESERVATION WAY","30",,,"10726",
"POINT (-90.993442900849 30.552771341623)","197007","210147",,"11118 RONSON DR","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","CEDAR MILL RUN",,,,,"RONSON","DR",,,"NO","3","1","-91","NO","NO","CENTRAL",,"RONSON DR","31",,,"11118",
"POINT (-91.177335480406 30.673180520311)","7586","234693",,"7060 RUE PAPILLON","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","CLAIRMONT",,,,,"PAPILLON",,,,"NO","2","3","-91","NO","NO","ZACHARY",,"RUE PAPILLON","31","RUE",,"7060",
"POINT (-91.032663444474 30.378365528587)","98690","246307",,"14037 SPALDING WAY","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","BATON ROUGE","MATERRA",,,,,"SPALDING","WAY",,,"NO","3","0","-91","NO","NO","EBRP",,"SPALDING WAY","30",,,"14037","2021-03-08T17:26:12.000Z"
"POINT (-90.981327295997 30.658541172427)","153864","53095",,"21042 JON MICHELLE DR","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","SHADOW OAKS ESTATES",,,,,"JON MICHELLE","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"JON MICHELLE DR","31",,,"21042",
"POINT (-91.04881986661 30.487271197102)","135616","77880",,"3904 MONTICELLO BLVD","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","PARISH","MONTICELLO",,,,,"MONTICELLO","BLVD",,,"NO","3","0","-91","NO","NO","EBRP",,"MONTICELLO BLVD","30",,,"3904",
"POINT (-90.988738036506 30.353094431146)","93527","41797",,"17413 LAKE AZALEA DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","AZALEA LAKES",,,,,"LAKE AZALEA","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"LAKE AZALEA DR","30",,,"17413",
"POINT (-91.037051858046 30.458172765742)","146343","73719",,"351 KIRKLEY PL E","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST PLACE",,,,,"KIRKLEY","PL","E",,"NO","1","4","-91","NO","NO","BATON ROUGE",,"KIRKLEY PL E","30",,,"351",
"POINT (-91.154986124981 30.651560689656)","187847","199127",,"4620 COBB ST","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","COBB PLACE",,,,,"COBB","ST",,,"NO","2","3","-91","NO","NO","ZACHARY",,"COBB ST","31",,,"4620",
"POINT (-91.182382929701 30.524982801458)","88941","7584",,"1087 TOWNSLEY ST","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","SCOTLAND HEIGHTS",,,,,"TOWNSLEY","ST",,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"TOWNSLEY ST","31",,,"1087",
"POINT (-91.181918322213 30.409421338295)","171667","232794",,"484 FIELD HOUSE DR","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","LSU","NONE",,,,,"FIELD HOUSE","DR",,,"NO","1","3","-91","NO","NO","LOUISIANA STATE UNIVERSITY",,"FIELD HOUSE DR","30",,,"484",
"POINT (-91.167526447129 30.466354180484)","269","167599",,"2122 PAWNEE ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","SUBURB ISTROUMA",,,,,"PAWNEE","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"PAWNEE ST","30",,,"2122",
"POINT (-91.135537385634 30.516927236481)","17828","172249",,"5500-5600 PEERLESS ST","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","BATON ROUGE","FORTUNE ADDITION",,,,,"PEERLESS","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"PEERLESS ST","31",,,"5500-5600",
"POINT (-91.20372826243 30.392185129948)","89289","95447",,"5613 ARIALO DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","BEAU PRE'",,,,,"ARIALO","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"ARIALO DR","30",,,"5613",
"POINT (-91.048698803584 30.412784296893)","67121","83407",,"4422 LAKE LARTO CIR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","LAKE SHERWOOD ACRES",,,,,"LAKE LARTO","CIR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"LAKE LARTO CIR","30",,,"4422",
"POINT (-91.157205324982 30.427200582155)","109184","67195",,"3018 TYRONE DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","HUNDRED OAKS PARK",,,,,"TYRONE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"TYRONE DR","30",,,"3018",
"POINT (-91.019723871325 30.432616587573)","75005","57506",,"2306 FIREWOOD DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","WEDGEWOOD",,,,,"FIREWOOD","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"FIREWOOD DR","30",,,"2306",
"POINT (-91.0767090567 30.694789341991)","100295","129111",,"9884 PORT HUDSON-PRIDE RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"PORT HUDSON-PRIDE","RD",,,"NO","2","1","-91","NO","NO",,,"PORT HUDSON-PRIDE RD","31",,,"9884",
"POINT (-91.060743234023 30.345765211569)","68106","90229",,"515 JEAN LAFITTE AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","LAFITTE HILL",,,,,"JEAN LAFITTE","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"JEAN LAFITTE AVE","30",,,"515",
"POINT (-91.034548948909 30.403459406136)","96349","20673",,"12849 MURLIN AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","CARRINGTON PLACE",,,,,"MURLIN","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"MURLIN AVE","30",,,"12849",
"POINT (-91.042703660704 30.575920354935)","195607","206696",,"12920 SLOPE OAK AVE","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","RAMBLING OAKS",,,,,"SLOPE OAK","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"SLOPE OAK AVE","31",,,"12920",
"POINT (-91.113004451841 30.421885985488)","155003","69796",,"3176 MC CONNELL DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","BATON ROUGE","JEFFERSON PLACE",,,,,"MC CONNELL","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"MC CONNELL DR","30",,,"3176",
"POINT (-91.002587248725 30.337763103766)","82428","50375",,"19604 FAIRWAY OAKS AVE","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","SANTA MARIA",,,,,"FAIRWAY OAKS","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"FAIRWAY OAKS AVE","30",,,"19604",
"POINT (-91.119121902257 30.486982119048)","172563","251567",,"7100 PRESCOTT RD, UNIT 68","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","VICTORIA FARMS",,,,,"PRESCOTT","RD",,,"NO","1","2","-91","NO","NO",,,"PRESCOTT RD","30",,,"7100 UNIT 68","2022-04-20T18:02:08.000Z"
"POINT (-91.087353734724 30.447337936669)","134006","122931",,"9155 N PARKVIEW DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","BROADMOOR",,,,"N","PARKVIEW","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"N PARKVIEW DR","30",,,"9155",
"POINT (-91.078594798227 30.352527816596)","53917","83065",,"438 PLANTATION RIDGE DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","HIGHLAND PLANTATION",,,,,"PLANTATION RIDGE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"PLANTATION RIDGE DR","30",,,"438",
"POINT (-91.114445876408 30.505436991302)","103197","98441",,"5913 HARTFORD AVE","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","EAST FAIRLANE",,,,,"HARTFORD","AVE",,,"NO","2","1","-91","NO","NO","EBRP",,"HARTFORD AVE","31",,,"5913",
"POINT (-91.065461979906 30.466125398902)","183749","6385",,"10725 WHITE OAK DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","RED OAK",,,,,"WHITE OAK","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"WHITE OAK DR","30",,,"10725",
"POINT (-91.192812144558 30.542230099081)","98405","7413","APARTMENTS","10844 KINGFISHER AVE","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,"APARTMENT",,"NO","BATON ROUGE","BROWN","531110",,,,"KINGFISHER","AVE",,,"NO","1","5","-91","NO","NO","BATON ROUGE","NO","KINGFISHER AVE","31",,,"10844",
"POINT (-91.045339180541 30.592095500893)","172058","249801",,"12658 HUNTWAY LN","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","CENTRAL","NONE",,,,,"HUNTWAY","LN",,,"YES","3","1","-91","NO","NO","CENTRAL",,"HUNTWAY LN","31",,,"12658","2022-01-05T17:16:31.000Z"
"POINT (-91.159236885138 30.39509939003)","40448","27411","IMPRESSION IN THREAD","143 LEE DR, STE 1-7","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,"RETAIL",,"NO","BATON ROUGE","NONE","451130",,,,"LEE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","LEE DR","30",,,"143 STE 1-7",
"POINT (-90.985032259792 30.415999403208)","86111","45920",,"18259 SHADOW CREEK AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","SHADOWS AT WHITE OAK, THE",,,,,"SHADOW CREEK","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"SHADOW CREEK AVE","30",,,"18259",
"POINT (-91.123358010695 30.361901469591)","3928","117907",,"8437 BAYOU FOUNTAIN AVE","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","PARISH","BAYOU FOUNTAIN",,,,,"BAYOU FOUNTAIN","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"BAYOU FOUNTAIN AVE","30",,,"8437",
"POINT (-90.992041028074 30.358396569548)","81618","44867","PARSONS REFRIGERATION & MECHANICAL LLC","18020 JEFFERSON RIDGE DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,"REPAIR",,"NO","PARISH","JEFFERSON PARK","811000",,,,"JEFFERSON RIDGE","DR",,,"NO","3","0","-91","NO","NO","EBRP","NO","JEFFERSON RIDGE DR","30",,,"18020",
"POINT (-91.088177656026 30.394244817454)","26638","100145","H & M","6080 BLUEBONNET BLVD","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","NONE","448000",,,,"BLUEBONNET","BLVD",,,"NO","3","0","-91","NO","NO",,"NO","BLUEBONNET BLVD","30",,,"6080",
"POINT (-91.12246182508 30.46060921956)","140839","11385","COLLEGE CAR WASH","1148 RODIN DR","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,"AUTO","CAR WASH","NO","BATON ROUGE","MELROSE EAST","811000",,,,"RODIN","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","RODIN DR","30",,,"1148",
"POINT (-91.044885498499 30.430176181313)","193676","17989",,"12436 ASTOLAT AVE","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","CAMELOT",,,,,"ASTOLAT","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"ASTOLAT AVE","30",,,"12436",
"POINT (-91.091036037528 30.642874156245)","5464","50687",,"19707 TUCKER RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"TUCKER","RD",,,"NO","2","1","-91","NO","NO",,,"TUCKER RD","31",,,"19707",
"POINT (-91.072530097664 30.410292127346)","40390","82913","APARTMENTS","4363 JEFFERSON WOODS DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,"APARTMENT",,"NO","PARISH","JEFFERSON WOODS TOWNHOME","531110",,,,"JEFFERSON WOODS","DR",,,"YES","3","0","-91","NO","NO","EBRP","NO","JEFFERSON WOODS DR","30",,,"4363",
"POINT (-91.188541618746 30.449432031082)","150043","60629","HOME BOUND MONITORING","251 FLORIDA ST","BATON ROUGE","EBRP","LOUISIANA","70801","UNITED STATES",,,,,"NO","BATON ROUGE","DEVALL TOWN","815000",,,,"FLORIDA","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE","NO","FLORIDA ST","30",,,"251",
"POINT (-91.075874582262 30.394272026974)","77985","97579",,"5820 GLEN COVE DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","BLUEBONNET TERRACE",,,,,"GLEN COVE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"GLEN COVE DR","30",,,"5820",
"POINT (-91.137926075035 30.428230766056)","2524","87950",,"4931 HOLLOWAY AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","COLLEGE DRIVE HEIGHTS",,,,,"HOLLOWAY","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"HOLLOWAY AVE","30",,,"4931",
"POINT (-91.048745206487 30.399690980661)","34241","161730",,"11825 PARKVIEW CT","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","BATON ROUGE","PARKVIEW QUARTERS TOWNHOMES",,,,,"PARKVIEW","CT",,,"YES","1","4","-91","NO","NO","BATON ROUGE",,"PARKVIEW CT","30",,,"11825",
"POINT (-91.129260370189 30.636505263255)","182421","196230",,"7502 LOWER ZACHARY RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","NONE",,,,,"LOWER ZACHARY","RD",,,"NO","2","3","-91","NO","NO","ZACHARY",,"LOWER ZACHARY RD","31",,,"7502",
"POINT (-91.122060999362 30.390140710683)","87981","19832",,"1266 RODNEY DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","GREENBACK FOREST",,,,,"RODNEY","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"RODNEY DR","30",,,"1266",
"POINT (-91.121668623108 30.473168371119)","118060","106535",,"6817 GREENWELL SPRINGS RD","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","NONE",,,,,"GREENWELL SPRINGS","RD",,,"NO","1","2","-91","NO","NO",,,"GREENWELL SPRINGS RD","30",,,"6817",
"POINT (-91.010047511937 30.398222646381)","38769","145705",,"15728 WOODLAND TRAIL","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","GREEN TRAILS AT SHENANDOAH",,,,,"WOODLAND","TRAIL",,,"NO","3","0","-91","NO","NO","EBRP",,"WOODLAND TRAIL","30",,,"15728",
"POINT (-91.050936639933 30.487769491938)","143195","79067","CLASSIC COATING","4012 RALEIGH DR","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,"CONSTRUCTION",,"NO","PARISH","MONTICELLO","238000",,,,"RALEIGH","DR",,,"NO","3","0","-91","NO","NO","EBRP","NO","RALEIGH DR","30",,,"4012",
"POINT (-91.134181394642 30.51429270497)","99862","95893",,"5640 E CROWN AVE","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","BATON ROUGE","FOUNTAIN PLACE",,,,"E","CROWN","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"E CROWN AVE","31",,,"5640",
"POINT (-91.027666955639 30.462117842488)","129214","44091",,"178 PONDEROSA DR","BATON ROUGE","EBRP","LOUISIANA","70819","UNITED STATES",,,,,"NO","PARISH","DONWOOD",,,,,"PONDEROSA","DR",,,"NO","3","0","-91","NO","NO",,,"PONDEROSA DR","30",,,"178",
"POINT (-91.084688139902 30.366679650159)","54804","36130",,"1618 TWISTED OAK LN","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","OAK HILLS THREE",,,,,"TWISTED OAK","LN",,,"NO","3","0","-91","NO","NO","EBRP",,"TWISTED OAK LN","30",,,"1618",
"POINT (-90.975721938948 30.389814604326)","33140","245722",,"18645 SANCTUARY AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","LETEFF",,,,,"SANCTUARY","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"SANCTUARY AVE","30",,,"18645","2021-01-21T14:49:31.000Z"
"POINT (-91.08162790616 30.378359240969)","193775","217881",,"11737 PETIT PIERRE AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","SETTLEMENT AT WILLOW GROVE, THE",,,,,"PETIT PIERRE","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"PETIT PIERRE AVE","30",,,"11737",
