"casenumber","occurredfromdate","occurredthroughdate","reporteddate","disposition","dispositiondate","index_crime_category","statute","statutedescription","crimecode","crimecodedescription","nciccode","nciccodedescription","domestic","streetaddress","city","zip","location_point","patrol_division"
"2020-00033754","2020-09-28T22:30:00.000","2020-09-29T06:30:00.000","2020-09-29T07:56:41.000","Open","2020-09-30T00:00:00.000","Crimes Against Property","18-4-502 F5 (1)","1st Degree Criminal Trespass - Automobile","23F","Theft From Motor Vehicle","2305","Larceny From Auto","No","100 N MURRAY BLVD","COLORADO SPRINGS","80916","POINT (-104.745752 38.834519)","Sand Creek"
"2021-00017653","2021-05-04T02:15:00.000","2021-05-04T08:30:00.000","2021-05-09T23:56:30.000","Open","2021-05-10T00:00:00.000","Crimes Against Property","18-4-502 F5 (1)","1st Degree Criminal Trespass - Automobile","23F","Theft From Motor Vehicle","2305","Larceny From Auto","No","1600 N MURRAY BLVD","COLORADO SPRINGS","80915","POINT (-104.747976 38.856923)","Stetson Hills"
"2022-00007815","2022-02-21T23:00:00.000","2022-02-22T08:00:00.000","2022-02-22T14:25:31.000","Open","2022-02-22T00:00:00.000","Crimes Against Property","18-4-502 F5 (1)","1st Degree Criminal Trespass - Automobile","23F","Theft From Motor Vehicle",,,"No",,,,,"Stetson Hills"
"2021-00021743","2021-06-10T19:00:00.000","2021-06-11T08:30:00.000","2021-06-11T08:53:30.000","Cleared by Arrest","2021-06-11T00:00:00.000","Crimes Against Society","18-9-111(1)(a) M3","Harassment - Strike, Shove, or Kick","90Z","All Other Offenses","5309","Harassing Communication","Yes","4200 SANDERS VW",,"80916","POINT (-104.748376 38.81674)","Sand Creek"
"2022-00025612","2022-07-09T02:30:00.000","2022-07-09T02:43:00.000","2022-07-09T02:44:49.000","Open","2022-07-09T00:00:00.000","Crimes Against Persons","18-3-204(1)(a) M1","3rd Degree Assault - BI to Another - Simple Assault","13B","Simple Assault","1313","Simple Assault","No","3000 E PLATTE AVE","COLORADO SPRINGS","80909","POINT (-104.773252 38.839902)","Sand Creek"
"2019-00047469","2019-12-18T06:00:00.000","2019-12-20T18:00:00.000","2019-12-20T18:41:20.000","Exceptional Clearance","2020-01-31T00:00:00.000","Crimes Against Property","18-4-409 (2)(a) F5","Agg MVT 1st Degree-Possession over 24 hours Less than $20,000","240","Motor Vehicle Theft","2404","Vehicle Theft","No",,"COLORADO SPRINGS",,,
"2020-00016220","2020-05-04T21:15:00.000","2020-05-04T21:23:00.000","2020-05-04T21:23:27.000","Cleared by Arrest","2020-05-04T21:23:27.000","Crimes Against Persons","18-3-203(1)(b) F4 (4)","2nd Degree Assault - Nonfamily - Weapon","13A","Aggravated Assault","1305","Aggravated Assault-Nonfamily-Weapon (Identify Weapon)","No","2200 FRIENDSHIP CIR","COLORADO SPRINGS","80904","POINT (-104.854122 38.856295)","Gold Hill"
"2022-00028739","2022-07-31T18:00:00.000","2022-07-31T18:20:00.000","2022-07-31T18:34:55.000","Cleared by Arrest","2022-07-31T00:00:00.000","Crimes Against Society","18-8-610(1)(a) F6","Tampering with Physical Evidence - Destruction - Felony Crime","90Z","All Other Offenses","5006","Obstructing Justice","Yes",,,,,"Sand Creek"
"2020-00034055","2020-09-30T20:30:00.000","2020-10-01T04:50:00.000","2020-10-01T05:10:03.000","Warrant","2020-10-20T00:00:00.000","Crimes Against Property","18-5-702(1)(b) M3","Unauthorized use of a financial transaction device Unauthorized by Issuer/Account Holder $50-$299","26B","Credit Card/Automatic Teller Machine Fraud","2605","Fraud-Illegal Use Credit Cards","No",,"COLORADO SPRINGS",,,
"2022-00015289","2022-04-18T15:25:00.000","2022-04-21T15:25:00.000","2022-04-21T12:51:03.000","Open","2022-04-21T00:00:00.000","Crimes Against Society","42-4-1007(1)(c) TIA","Driving on roadways laned for traffic - designated lane","99","Not Reportable",,,"No",,"COLORADO SPRINGS",,,
"2021-00048549","2021-12-10T06:00:00.000","2021-12-15T12:00:00.000","2021-12-28T14:42:30.000","Open","2021-12-28T00:00:00.000","Crimes Against Property","18-4-501(1) M3(1)","Criminal Mischief under $300-Business","290","Destruction/Damage/Vandalism of Property","2901","Damage Property-Business","No","2000 KING ST","COLORADO SPRINGS","80904","POINT (-104.850958 38.856675)","Gold Hill"
"2021-00088158","2021-12-19T20:46:00.000","2021-12-19T20:49:00.000","2021-12-20T05:50:54.000","Open","2021-12-20T00:00:00.000","Crimes Against Property","18-4-401(2)(c) M3(01)","Theft - $50 to $299, Not Otherwise Classified","23H","All Other Larceny","2309","Larceny-From Yards",,,,,,
"2022-00024351","2022-06-29T22:20:00.000","2022-06-30T06:26:00.000","2022-06-29T22:30:20.000","Cleared by Arrest","2022-06-30T00:00:00.000","Crimes Against Society","18-9-111(1)(h) M2","Harassment - Insults or Taunts","90Z","All Other Offenses","5309","Harassing Communication",,"1000 S NEVADA AVE","COLORADO SPRINGS","80903","POINT (-104.822656 38.819525)","Gold Hill"
"2021-00040700","2021-10-28T21:23:00.000","2021-10-28T21:23:00.000","2021-10-28T21:23:00.000","Cleared by Arrest","2021-10-28T00:00:00.000","Crimes Against Society","42-4-1301(2)(a) M REP","Driving under the influence - blood alcohol content .08 or more (DEAC)","90D","Driving Under the Influence","5404","Driving Under Influence Liquor",,"7500 ISSAQUAH DR","COLORADO SPRINGS","80923","POINT (-104.685509 38.92418)","Stetson Hills"
"2020-00004353","2020-01-26T15:09:00.000","2020-01-26T15:09:00.000","2020-01-26T15:09:32.000","Cleared by Arrest","2020-01-26T00:00:00.000","Crimes Against Society","18-9-106(1)(a) P1","Disorderly Conduct - Offensive Gesture","90C","Disorderly Conduct/Disturbing The Peace","5311","Disorderly Conduct (specify conduct)","No","9400 S ASPEN HILL WAY","LONE TREE","80124","POINT (-104.877928 39.549752)",
"2022-00022226","2022-06-13T00:00:00.000","2022-06-14T10:31:00.000","2022-06-14T10:28:26.000","Open","2022-06-14T00:00:00.000","Crimes Against Society","18-12-109(2) F4 (1)","Explosive Devices - Possess","520","Weapons Law Violations","5211","Explosives - Possessing (specify type of explosive)","No","400 BONFOY AVE","COLORADO SPRINGS","80909","POINT (-104.792926 38.838892)","Sand Creek"
"2021-00024563","2021-07-02T16:30:00.000","2021-07-03T07:10:00.000","2021-07-03T07:22:27.000","Open","2021-07-03T00:00:00.000","Crimes Against Property","18-4-401(2)(g) F5 (01)","Theft - $5000 to $19999, Not Otherwise Classified","23H","All Other Larceny","2399","Larceny (Describe Offense)","No",,"COLORADO SPRINGS",,,
"2019-00040933","2019-11-02T09:30:00.000","2019-11-02T10:19:00.000","2019-11-02T10:06:46.000","Open","2019-11-02T10:06:46.000","Crimes Against Persons","18-3-204(1)(a) M1","3rd Degree Assault - BI to Another - Simple Assault","13B","Simple Assault","1313","Simple Assault","Yes",,"COLORADO SPRINGS",,,
"2021-00003498","2021-01-19T08:30:00.000","2021-01-19T09:00:00.000","2021-01-19T08:58:54.000","Exceptional Clearance","2021-01-19T08:58:54.000","Crimes Against Society","18-12-108(1) F6","Possession of Weapons by Previous Offenders","520","Weapons Law Violations","5212","Possession of Weapon (specify weapon)","No","2900 N NEVADA AVE","COLORADO SPRINGS","80907","POINT (-104.819741 38.873157)","Falcon"
"2020-00084443","2020-11-07T22:00:00.000","2020-11-08T08:00:00.000","2020-11-08T11:05:04.000","Open","2020-11-08T00:00:00.000","Crimes Against Property","42-5-104(1) M1","Theft of motor vehicle parts - Value less than $1,000","23G","Theft Of Motor Vehicle Parts","2304","Larceny-Parts From Vehicle",,"3700 REBECCA LN","COLORADO SPRINGS","80917","POINT (-104.758704 38.879593)","Stetson Hills"
"2020-00009751","2020-03-07T10:00:00.000","2020-03-07T16:00:00.000","2020-03-08T11:24:01.000","Open","2020-03-08T11:24:01.000","Crimes Against Property","18-4-203(2)(a) F3 (2)","2nd Degree Burglary - No Forced Entry - Residence","220","Burglary/Breaking & Entering","2204","Burglary-No Forced Entry-Residence","No","4100 LACY LN","COLORADO SPRINGS","80916","POINT (-104.751611 38.82332)","Sand Creek"
"2021-00038590","2021-10-13T07:56:00.000","2021-10-13T07:56:00.000","2021-10-13T07:56:10.000","Cleared by Arrest","2021-10-13T00:00:00.000","Crimes Against Property","9.6.401","SHOPLIFTING","23C","Shoplifting","2303","Shoplifting",,,"COLORADO SPRINGS","80924","POINT (-104.724902 38.962359)","Stetson Hills"
"2020-00084033","2020-10-04T17:35:00.000","2020-10-04T21:30:00.000","2020-10-09T17:54:42.000","Open","2020-10-09T00:00:00.000","Crimes Against Property","18-4-401(2)(e) M1 (01) 1","Theft - $750 to $1999, Not Otherwise Classified","23H","All Other Larceny","2309","Larceny-From Yards",,"1100 W KIOWA ST","COLORADO SPRINGS","80904","POINT (-104.84131 38.837494)","Gold Hill"
"2020-00084936","2020-12-08T18:30:00.000","2020-12-09T08:15:00.000","2020-12-09T08:55:13.000","Open","2020-12-09T00:00:00.000","Crimes Against Property","42-5-104(1) M1","Theft of motor vehicle parts - Value less than $1,000","23G","Theft Of Motor Vehicle Parts","2304","Larceny-Parts From Vehicle",,,"COLORADO SPRINGS","80921","POINT (-104.849274 39.041816)",
"2021-00019981","2021-05-28T05:00:00.000","2021-05-28T06:00:00.000","2021-05-28T07:20:28.000","Open","2021-05-28T00:00:00.000","Crimes Against Property","18-4-501(1) M3(1)","Criminal Mischief under $300-Business","290","Destruction/Damage/Vandalism of Property","2901","Damage Property-Business","No","4900 MARK DABLING BLVD","COLORADO SPRINGS","80918","POINT (-104.824577 38.901383)","Falcon"
"2019-00037271","2019-10-05T12:56:00.000","2019-10-05T13:16:00.000","2019-10-05T12:56:20.000","Cleared by Arrest","2019-10-05T00:00:00.000","Crimes Against Society","ZZ_18-18-403.5(2)(a) DF4","Repealed - Possess Schedule I, II, Flunitrazepam,  Ketamine, or Cathinones","35A","Drug/Narcotic Violations","3572","Amphetemine - Possess","No",,"COLORADO SPRINGS",,,
"2020-00016924","2020-05-10T22:00:00.000","2020-05-11T09:45:00.000","2020-05-11T11:15:50.000","Open","2020-05-11T11:15:50.000","Crimes Against Property","18-4-203(2)(a) F3 (2)","2nd Degree Burglary - No Forced Entry - Residence","220","Burglary/Breaking & Entering","2204","Burglary-No Forced Entry-Residence","No","11300 MODERN MEADOW LOOP","COLORADO SPRINGS","80921","POINT (-104.802985 38.995218)","Falcon"
"2022-00007782","2022-02-22T00:50:00.000","2022-02-22T01:00:00.000","2022-02-22T09:58:00.000","Open","2022-02-22T00:00:00.000","Crimes Against Property","18-4-502 F5 (1)","1st Degree Criminal Trespass - Automobile","23F","Theft From Motor Vehicle","2305","Larceny From Auto","No","7200 SILVER BUCKLE DR","COLORADO SPRINGS","80923","POINT (-104.68452 38.935214)","Stetson Hills"
"2022-00082354","2022-05-23T09:30:00.000","2022-05-25T09:30:00.000","2022-05-25T09:31:56.000","Open","2022-05-25T00:00:00.000","Crimes Against Property","18-4-401(2)(b) PO (02)","Theft - < $300 From Building","23D","Theft From Building","2308","Larceny-From Building",,,"Colorado Springs",,,
"2020-00081114","2020-02-13T12:05:00.000","2020-02-13T12:05:00.000","2020-03-24T12:17:30.000","Open","2020-03-24T00:00:00.000","Crimes Against Property","18-4-401(2)(d) M2 (01)","Theft - $300 to $749, Not Otherwise Classified","23H","All Other Larceny","2309","Larceny-From Yards",,"11100 CEDAR GLEN VW","COLORADO SPRINGS","80921",,
"2020-00032293","2020-09-17T00:17:00.000","2020-09-17T00:17:00.000","2020-09-17T00:22:10.000","Open","2020-09-17T00:22:10.000","Crimes Against Property","18-4-401(2)(b) PO1(05)","Theft - Less than $50, Shoplifting","23C","Shoplifting","2303","Shoplifting","No","100 NORTH GATE BLVD","COLORADO SPRINGS","80921","POINT (-104.829917 39.027605)",
"2020-00009276","2020-02-25T12:30:00.000","2020-02-25T12:30:00.000","2020-03-04T14:09:41.000","Open","2020-03-04T14:09:41.000","Crimes Against Society","18-12-108(1) F6","Possession of Weapons by Previous Offenders","520","Weapons Law Violations","5212","Possession of Weapon (specify weapon)","No",,"COLORADO SPRINGS",,,
"2022-00013868","2022-04-10T22:55:00.000","2022-04-10T23:08:00.000","2022-04-10T23:11:32.000","Cleared by Arrest","2022-04-19T00:00:00.000","Crimes Against Property","18-4-202(1) F3 (3)","1st Degree Burglary - Forced Entry - Residence","220","Burglary/Breaking & Entering","2202","Burglary-Forced Entry-Residence","Yes",,,,,
"2022-00017001","2022-05-03T20:00:00.000","2022-05-03T23:00:00.000","2022-05-04T09:03:00.000","Open","2022-05-04T00:00:00.000","Crimes Against Property","18-4-502(1)(b) M1","1st Degree Criminal Trespass - Automobile","23F","Theft From Motor Vehicle","2305","Larceny From Auto","No","6300 BARNES RD","COLORADO SPRINGS","80922","POINT (-104.710155 38.897385)","Stetson Hills"
"2022-00031441","2021-12-17T22:00:00.000","2022-03-31T23:59:00.000","2022-08-21T09:12:30.000","Open","2022-08-21T00:00:00.000","Crimes Against Persons","18-3-203(1)(i) F4","2nd Degree Assault -strangulation causing BI","13A","Aggravated Assault","1305","Aggravated Assault-Nonfamily-Weapon (Identify Weapon)","Yes","9900 PROMINENT PEAK HTS","COLORADO SPRINGS","80924","POINT (-104.74229 38.975417)","Stetson Hills"
"2021-00009677","2021-03-07T02:17:00.000","2021-03-07T02:17:00.000","2021-03-07T02:18:48.000","Cleared by Arrest","2021-03-07T02:18:48.000","Crimes Against Society","18-18-407(1)(d)(II) DF1","Special Offenses-Sentence Enhancer (Must have other drug charges)-Possessed or access to firearm; posed risk or in vehicle","90Z","All Other Offenses","7399","Public Order Crimes","No","300 E CACHE LA POUDRE ST","COLORADO SPRINGS","80903","POINT (-104.819202 38.846396)","Gold Hill"
"2019-00035056","2019-09-19T19:00:00.000","2019-09-20T07:15:00.000","2019-09-20T09:32:00.000","Open","2019-09-20T09:32:00.000","Crimes Against Property","18-4-203(2)(a) F3 (2)","2nd Degree Burglary - No Forced Entry - Residence","220","Burglary/Breaking & Entering","2204","Burglary-No Forced Entry-Residence","No","13100 CANYONS EDGE DR","COLORADO SPRINGS","80921","POINT (-104.80999 39.0228)","Falcon"
"2022-00019755","2022-05-13T15:56:00.000","2022-05-25T14:13:00.000","2022-05-25T14:13:55.000","Cleared by Arrest","2022-05-31T00:00:00.000","Crimes Against Society","18-6.5-103(6) M1 (1)","Crimes Against At Risk Adults/Juveniles -Caretaker Neglect/Physical/Mental Welfare","90Z","All Other Offenses","7099","Crimes Against Person","No",,,,,"Sand Creek"
"2020-00042044","2020-12-04T02:00:00.000","2020-12-04T07:00:00.000","2020-12-04T06:40:58.000","Cleared by Arrest","2020-12-04T06:40:58.000","Crimes Against Society","18-6-803.5(1)(a) M2","Violation of a Protection Order","90Z","All Other Offenses","5005","Contempt of Court","Yes","20 N LOGAN AVE","COLORADO SPRINGS","80909","POINT (-104.799249 38.833555)","Gold Hill"
"2022-00011439","2022-03-13T20:00:00.000","2022-03-13T23:59:00.000","2022-03-22T14:26:00.000","Cleared by Arrest","2022-04-05T00:00:00.000","Crimes Against Property","18-5-102(1)(a) F5 (3)","Forgery - Money/Stamps/Securities/Valuable Instruments - Possess Forged Document","250","Counterfeiting/Forgery","2506","Possess Forged  (Identify Object)","No","2700 JANITELL RD","COLORADO SPRINGS","80906","POINT (-104.790145 38.795746)",
"2021-00084470","2021-05-15T18:25:00.000","2021-05-16T18:25:00.000","2021-05-17T18:31:44.000","Open","2021-05-17T00:00:00.000","Crimes Against Property","18-4-401(2)(e) M1 (01) 1","Theft - $750 to $1999, Not Otherwise Classified","23H","All Other Larceny","2399","Larceny (Describe Offense)",,"6100 VICKIE LN","COLORADO SPRINGS","80923","POINT (-104.71424 38.926886)",
"2022-00012534","2022-03-30T13:00:00.000","2022-03-30T19:00:00.000","2022-03-31T06:50:18.000","Open","2022-03-31T00:00:00.000","Crimes Against Property","18-4-401(2)(c) M2 (01)","Theft - Value $300 or more but < $1K, Not Otherwise Classified","23H","All Other Larceny","2399","Larceny (Describe Offense)","No","2400 BROADWAY AVE","COLORADO SPRINGS","80904","POINT (-104.867554 38.837346)","Gold Hill"
"2022-00026181","2022-07-13T08:00:00.000","2022-07-13T11:37:00.000","2022-07-13T11:37:21.000","Open","2022-07-13T00:00:00.000","Crimes Against Property","18-4-501(1) F6 (2)","Criminal Mischief $2K or more but < $5K - Private","290","Destruction/Damage/Vandalism of Property","2902","Damage Property-Private","No","1100 S CHELTON RD","COLORADO SPRINGS","80910","POINT (-104.76628 38.816179)","Sand Creek"
"2022-00004051","2022-01-24T18:20:00.000","2022-01-24T18:20:00.000","2022-01-24T18:36:40.000","Exceptional Clearance","2022-03-03T00:00:00.000","Crimes Against Persons","18-3-204(1)(a) M1","3rd Degree Assault - BI to Another - Simple Assault","13B","Simple Assault","1313","Simple Assault","No",,"COLORADO SPRINGS",,,
"2019-00040460","2019-10-29T12:00:00.000","2019-10-29T15:13:00.000","2019-10-29T15:14:14.000","Open","2019-10-29T15:14:14.000","Crimes Against Property","18-4-401(2)(c) M3(01)","Theft - $50 to $299, Not Otherwise Classified","23H","All Other Larceny","2399","Larceny (Describe Offense)","Yes","2000 E KIOWA ST","COLORADO SPRINGS","80909","POINT (-104.791239 38.834291)","Sand Creek"
"2022-00014876","2022-04-18T17:00:00.000","2022-04-18T17:10:00.000","2022-04-18T18:20:28.000","Open","2022-04-18T00:00:00.000","Crimes Against Property","18-4-401(2)(f) F6 (02)","Theft -  $2000 to $4999, From Building","23D","Theft From Building","2308","Larceny-From Building","No","1200 INTERQUEST PKWY","COLORADO SPRINGS","80921","POINT (-104.807633 38.99099)","Falcon"
"2020-00010526","2020-03-14T01:28:00.000","2020-03-14T01:30:00.000","2020-03-14T08:51:24.000","Open","2020-03-14T08:51:24.000","Crimes Against Society","18-12-107.5(1) F5","Illegal Discharge - Discharges a Firearm into Dwelling/Conveyance/Cccupied Structure","520","Weapons Law Violations","5213","Firing Weapon (specify weapon)","No","4400 E FOUNTAIN BLVD","COLORADO SPRINGS","80916","POINT (-104.746217 38.810936)","Sand Creek"
"2020-00041598","2020-11-28T15:00:00.000","2020-12-01T09:20:00.000","2020-12-01T09:24:22.000","Open","2020-12-12T00:00:00.000","Crimes Against Property","18-4-203(1) F4 (2)","2nd Degree Burglary - Forced Entry - Non-Residence","220","Burglary/Breaking & Entering","2203","Burglary-Forced Entry-Nonresidence","No","100 E GARDEN OF THE GODS RD","COLORADO SPRINGS","80918","POINT (-104.825425 38.89691)","Falcon"
"2021-00011255","2021-03-20T03:00:00.000","2021-03-20T03:15:00.000","2021-03-20T10:07:07.000","Cleared by Arrest","2021-03-20T10:07:07.000","Crimes Against Society","16-19-103#A","FUGITIVE FROM JUSTICE WARRANT","90Z","All Other Offenses","4902","Flight to Avoid-(Prosecution, confinement, etc.)","Yes","6100 MUSTANG MEADOW PT","COLORADO SPRINGS","80922","POINT (-104.717054 38.897007)","Stetson Hills"
"2019-00085080","2019-12-27T20:20:00.000","2019-12-27T22:52:00.000","2019-12-28T18:23:59.000","Open","2020-01-08T00:00:00.000","Crimes Against Property","18-4-401(2)(c) M3(01)","Theft - $50 to $299, Not Otherwise Classified","23H","All Other Larceny",,,,"2900 GALLEY RD","COLORADO SPRINGS","80909","POINT (-104.775122 38.847083)","Sand Creek"
