"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","expenditure_amount","project_description","project_classification","debt_tracking_name","debt_type","fiscal_year_debt_is_paid_in_full","rebate_paid_to","primary_lat_dec"
"74G686","EMMETSBURG","2013","74002","33198","Payments to Medium Lake Development Corp for Construction of Public Improvements to Serve New Residential Development","Residential property (classified residential)","Rockport Developers Agreement","Rebates","2014","Medium Lake Development Corp","POINT (-94.6830357 43.1127427)"
"74G686","EMMETSBURG","2013","74003","2530","Emmetsburg Community Development Corp Loan Guarantee","Industrial/manufacturing property","ECDC Guaranteed Loan","Other Debt","2047","NO REBATE","POINT (-94.6830357 43.1127427)"
"31G291","EPWORTH","2013","31044","70067","infrastructure improvements","Roads, Bridges & Utilities","2011 Street Improvement","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-90.9320766 42.4450016)"
"73G677","ESSEX","2013","73005","24040","Install concrete street, curb/gutter and storm sewer intakes","Roads, Bridges & Utilities","Sunset Avenue","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-95.3083218 40.8336066)"
"32G305","ESTHERVILLE","2013","32006","60745","Improvement at Waste Water Treatement","Industrial/manufacturing property","2002 GO Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-94.83276400000001 43.4016255)"
"32G305","ESTHERVILLE","2013","32012","28325","Street, Storm Sewer, Curb & Gutter","Roads, Bridges & Utilities","Street Storm Sewer Curb & Gutter","Internal Loans","2024","NO REBATE","POINT (-94.83276400000001 43.4016255)"
"32G305","ESTHERVILLE","2013","32006","22700","Improvement at Waste Water Treatement","Industrial/manufacturing property","Internal Loan","Internal Loans","2038","NO REBATE","POINT (-94.83276400000001 43.4016255)"
"32G305","ESTHERVILLE","2013","32001","4809","Sewer & Water","Industrial/manufacturing property","Internal loan","Internal Loans","2015","NO REBATE","POINT (-94.83276400000001 43.4016255)"
"32G305","ESTHERVILLE","2013","32007","1896","Demolition and Clean up of Property","Commercial - warehouses and distribution facilities","Internal Loan","Internal Loans","2023","NO REBATE","POINT (-94.83276400000001 43.4016255)"
"07G049","EVANSDALE","2013","7003","53505","DORIS DRIVE EXTENSION AND ECONOMIC DEVELOPMENT GRANT","Roads, Bridges & Utilities","2010 GO CORP PURP BONDS","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-92.281017 42.4691543)"
"07G049","EVANSDALE","2013","7018","152060","THE CONSTRUCTION OF THE COMMUNITY RESPONSE CENTER (POLICE AND FIRE DEPT)","Municipal and other publicly-owned or leased buildings","2002A TIF REVENUE BONDS","TIF Revenue Bonds/Notes","2022","NO REBATE","POINT (-92.281017 42.4691543)"
"07G049","EVANSDALE","2013","7003","42630","GRANT TO DEVELOPER TO FUND IMPROVEMENTS","Roads, Bridges & Utilities","2007 GO CORP PURP BONDS","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-92.281017 42.4691543)"
"07G049","EVANSDALE","2013","7004","239136","CONSTRUCTION OF STREET, STORM SEWER, SANITARY SEWER, SIDEWALK IMPROVEMENTS, AND BRIDGE REPAIRS","Roads, Bridges & Utilities","2006 GO CORP PURP BONDS","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-92.281017 42.4691543)"
"07G049","EVANSDALE","2013","7004","24193","2010 DUBUQUE ROAD RECONSTRUCTION","Roads, Bridges & Utilities","2010 GO CORP PURP BONDS","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-92.281017 42.4691543)"
"10G074","FAIRBANK","2013","33001","4918","Bond fees and attorney costs","Administrative expenses","Administrative Expenses","Internal Loans","2013","NO REBATE","POINT (-92.0471199 42.6391512)"
"10G074","FAIRBANK","2013","10001","17990","Purchase property & building  and update","Acquisition of property","Fairbank Historical Society","Internal Loans","2014","NO REBATE","POINT (-92.0471199 42.6391512)"
"10G074","FAIRBANK","2013","10001","18750","Industrial Park Site","Industrial/manufacturing property","Fairbank Development Corp","Other Debt","2016","NO REBATE","POINT (-92.0471199 42.6391512)"
"10G074","FAIRBANK","2013","33001","18750","Industrial Park Site","Industrial/manufacturing property","Fairbank Development Corp","Other Debt","2016","NO REBATE","POINT (-92.0471199 42.6391512)"
"10G074","FAIRBANK","2013","10001","4918","Service fees on bond","Administrative expenses","Administrative Expenses","Internal Loans","2015","NO REBATE","POINT (-92.0471199 42.6391512)"
"10G074","FAIRBANK","2013","33001","49325","5th Street Construction and Water Improvements","Roads, Bridges & Utilities","Aquatic Center & 5th Street improvements","TIF Revenue Bonds/Notes","2016","NO REBATE","POINT (-92.0471199 42.6391512)"
"10G074","FAIRBANK","2013","10001","49325","New Swimming Pool","Recreational facilities (lake development, parks, ball fields, trails)","Aquatic Center & 5th Street","TIF Revenue Bonds/Notes","2016","NO REBATE","POINT (-92.0471199 42.6391512)"
"57G544","FAIRFAX","2013","57050","64185","water main replacement","Roads, Bridges & Utilities","$540,000 GO, Series 2011","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","10140","library building improvements","Municipal and other publicly-owned or leased buildings","$335,000 GO, Series 2010","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","540","loan processing fees","Administrative expenses","$790,000 GO, Series 2009","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","651","loan processing fees","Administrative expenses","$2,260,000 GO, Series 2001B","General Obligation Bonds/Notes","2024","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","94545","waste water treatment facility project","Water treatment plants, waste treatment plants & lagoons","$650,000 GO, Series 2005","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","86929","water main replacment","Roads, Bridges & Utilities","$790,000 GO, Series 2009","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","109285","sanitary sewer system improvements","Roads, Bridges & Utilities","$780,000 GO, Series 2008B","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","226390","new park with athletic fields, trail, playground, and building","Recreational facilities (lake development, parks, ball fields, trails)","$2,260,000 GO, Series 2001B","General Obligation Bonds/Notes","2024","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","6633","remote meter read program","Roads, Bridges & Utilities","$139,000 GO, SRF Series 2010","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","79","loan processing fees","Administrative expenses","$335,000 GO, Series 2010","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","600","loan processing fees","Administrative expenses","$540,000 GO, Series 2011","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","500","loan processing fees","Administrative expenses","$780,000 GO, Series 2008B","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","500","loan processing fees","Administrative expenses","$650,000 GO, Series 2005","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","54623","water main replacement","Roads, Bridges & Utilities","$590,000 GO, Series 2012","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","500","loan processing fees","Administrative expenses","$560,000 GO, Series 2008A","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","76090","sanitary sewer system improvements","Roads, Bridges & Utilities","$560,000 GO, Series 2008A","General Obligation Bonds/Notes","2018","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","400","loan processing fees","Administrative expenses","$590,000 GO, Series 2012","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-91.7810132 41.9194471)"
"57G544","FAIRFAX","2013","57050","212","loan processing fees","Administrative expenses","$139,000 GO, SRF Series 2010","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-91.7810132 41.9194471)"
"51G476","FAIRFIELD","2013","51005","59398","Housing Units","Low and Moderate Income Housing","GO refunding series 2011","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-91.9626727 41.0086312)"
"51G476","FAIRFIELD","2013","51004","103264","Housing Units","Commercial - apartment/condos (residential use, classified commercial)","GO REFUNDING SERIES 2011","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-91.9626727 41.0086312)"
"51G476","FAIRFIELD","2013","51007","73838","HOUSING","Commercial - apartment/condos (residential use, classified commercial)","GO REFUNDING SERIES 2011","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-91.9626727 41.0086312)"
"31G292","FARLEY","2013","31027","65395","Infrastructure & Street","Roads, Bridges & Utilities","1st Street Project","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-91.0062451 42.4427782)"
"31G292","FARLEY","2013","31027","154015","Storm Sewer","Roads, Bridges & Utilities","South Lake Develpment - LMI Requirement","Outstanding LMI Housing Obligation","2017","NO REBATE","POINT (-91.0062451 42.4427782)"
"31G292","FARLEY","2013","31027","19013","5 Year TIF Extension","Residential property (classified residential)","South Lake Develpment","Rebates","2017","Southlake Development","POINT (-91.0062451 42.4427782)"
"31G292","FARLEY","2013","31034","37928","Wasterwater Treatment Facility Construction","Water treatment plants, waste treatment plants & lagoons","WWTP-TIF","TIF Revenue Bonds/Notes","2024","NO REBATE","POINT (-91.0062451 42.4427782)"
"33G313","FAYETTE","2013","33007","5409","Construct a 4,100 sf addition to Blessing Ind.","Industrial/manufacturing property","Decker/Blessing Addition","Internal Loans","2020","NO REBATE","POINT (-91.8021071 42.8419255)"
"34G325","FLOYD","2013","34007","13752","Replaced old water treatment facility","Water treatment plants, waste treatment plants & lagoons","2010 Bond Debt","General Obligation Bonds/Notes","2025","NO REBATE","POINT (-92.7363031 43.1277502)"
"34","FLOYD COUNTY","2013","34010","380428","Old Highway Rd, T64 Shadow N&S, Triumph, Midway, 300th St, Gilbert, & B33","Roads, Bridges & Utilities","2010A GO Taxable UR County Road Improvement Bonds (Build America Bonds)","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-92.78900330000002 43.0599208)"
"76G703","FONDA","2013","76007","5140","New Infrastructure Costs","Industrial/manufacturing property","MidAmerican Energy Building","Internal Loans","2013","NO REBATE","POINT (-94.8460957 42.5813667)"
"95G912","FOREST CITY","2013","41007","2591","Infrastructure Utilities","Industrial/manufacturing property","Internal Loan","Internal Loans","2020","NO REBATE","POINT (-93.63715910000002 43.2624559)"
"95G912","FOREST CITY","2013","95011","42177","New Residential Single-Family Housing","Residential property (classified residential)","Prairie View Rebate","Rebates","2020","Prairie View LLC","POINT (-93.63715910000002 43.2624559)"
"95G912","FOREST CITY","2013","95011","73456","New Residential Single-Family Housing","Residential property (classified residential)","Internal Loan #2/Street Repair","Internal Loans","2020","NO REBATE","POINT (-93.63715910000002 43.2624559)"
"95G912","FOREST CITY","2013","95018","166297","Athletic Field Improvements","Commercial - retail","Internal Loan","Internal Loans","2031","NO REBATE","POINT (-93.63715910000002 43.2624559)"
"94G904","FORT DODGE","2013","94008","42230","2003 Expansion project","Industrial/manufacturing property","2003 Nestle","General Obligation Bonds/Notes","2014","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","18084","Road Project","Roads, Bridges & Utilities","Silgan Road","Internal Loans","2017","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","14408","Carpet World Acquisition","Acquisition of property","Carpet World","Internal Loans","2017","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","78157","Misc. Urban Renewal Projects","Acquisition of property","2010B GO TIF","TIF Revenue Bonds/Notes","2022","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","143830","City match requirement for ACE trail","Recreational facilities (lake development, parks, ball fields, trails)","2012 Army Corps Bank Loan","Other Debt","2019","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","131024","IBP Clean up; Fareway; Facade Program, Trails; Acquisitions","Acquisition of property","2011 GO TIF","TIF Revenue Bonds/Notes","2021","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","150000","Administrative Salaries","Administrative expenses","Personnel Costs","Internal Loans","2013","NO REBATE","POINT (-94.1680158 42.4974694)"
"94G904","FORT DODGE","2013","94008","305001","Hub Warehouse Project","Commercial - warehouses and distribution facilities","Fort Dodge Animal Health","Internal Loans","2016","NO REBATE","POINT (-94.1680158 42.4974694)"
