"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"827","622037","2020-04-30T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","58.29431896","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal","27.44262295","2022-08-15T12:07:15.000"
"828","3141314","2021-04-12T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Black","HS Diploma or Equivelent","HiSET/GED","48.85968515","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","16.06557377","2022-08-15T12:07:15.000"
"829","3252053","2015-12-11T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Special Sentence","Male","White","No HS Diploma","Eighth","53.42915811","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","79.96721311","2022-08-15T12:07:15.000"
"830","18854714","2016-09-08T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Parole","Male","White","HS Diploma or Equivelent","HiSET/GED","59.41136208","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking","71.04918033","2022-08-15T12:07:15.000"
"831","18000251","2019-06-26T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Male","White","No HS Diploma","Eleventh","34.58726899","124.401(1)(d)","D Felony","Proh. Acts. - Mfg., Del., Consp., or Poss.","Drug","Trafficking","37.57377049","2022-08-15T12:07:15.000"
"832","19512446","2022-07-22T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Interstate Compact Probation","Male","Hispanic","No HS Diploma","Unknown","29.83709788","3599","NCIC Virtual Code","NCIC - DRUG LAW VIOLATION","Drug","Other Drug","0.7868852459","2022-08-15T12:07:15.000"
"833","19143149","2022-01-31T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Parole","Female","White","HS Diploma or Equivelent","HiSET/GED","39.43600274","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","6.426229508","2022-08-15T12:07:15.000"
"834","19004006","2022-07-14T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","White","Post-Secondary","Associate's Degree","35.39493498","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","1.049180328","2022-08-15T12:07:15.000"
"835","18924080","2022-07-13T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Pretrial Release With Supervision","Male","Black","HS Diploma or Equivelent","High School Diploma","30.39835729","724.26(1)","D Felony","Dominion/Control of Firearm/Offensive Weapon by Felon","Public Order","Weapons","1.081967213","2022-08-15T12:07:15.000"
"836","19875884","2019-09-22T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Interstate Compact Parole","Male","White","HS Diploma or Equivelent","High School Diploma","54.45859001","1199","NCIC Virtual Code","NCIC - SEXUAL ASSAULT","Violent","Sex","34.68852459","2022-08-15T12:07:15.000"
"837","20581859","2021-06-08T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","41.70294319","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","14.19672131","2022-08-15T12:07:15.000"
"838","20601116","2021-01-29T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","High School Diploma","24.20260096","1399","NCIC Virtual Code","NCIC - ASSAULT","Violent","Assault","18.45901639","2022-08-15T12:07:15.000"
"839","19043735","2019-11-01T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","31.93702943","711.4","D Felony","EXTORTION","Violent","Other Violent","33.37704918","2022-08-15T12:07:15.000"
"840","19949714","2018-02-19T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Female","American Indian or Alaska Native","Post-Secondary","Associate's Degree","34.9431896","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","53.70491803","2022-08-15T12:07:15.000"
"841","18954428","2015-04-27T00:00:00.000","CBC Field","Fifth Judicial District","SOTP Unit","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","36.46543463","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex","87.44262295","2022-08-15T12:07:15.000"
"842","18613292","2022-03-21T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","Post-Secondary","Associate's Degree","35.65229295","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","4.819672131","2022-08-15T12:07:15.000"
"843","18528479","2022-07-07T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Parole","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","29.02121834","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","1.278688525","2022-08-15T12:07:15.000"
"844","18905855","2022-04-25T00:00:00.000","CBC Field","Fifth Judicial District","Creston Probation/Parole Office","Pretrial Release With Supervision","Male","White","No HS Diploma","Unknown","41.77412731","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking","3.672131148","2022-08-15T12:07:15.000"
"845","19081262","2021-05-14T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Probation","Female","White","Post-Secondary","Bachelor's Degree","27.40041068","124.401(5),D","Serious Misdemeanor","Possession of Marijuana","Drug","Drug Possession","15.01639344","2022-08-15T12:07:15.000"
"846","20086571","2021-10-26T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","No HS Diploma","Unknown","23.21697467","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","9.606557377","2022-08-15T12:07:15.000"
"847","19556528","2022-06-09T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Probation","Male","White","No HS Diploma","Eleventh","35.50992471","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","2.196721311","2022-08-15T12:07:15.000"
"848","19304945","2022-06-28T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Pretrial/PSI/Probation","Pretrial Release With Supervision","Male","White","No HS Diploma","Eighth","25.04312115","453B.12","D Felony","FAILURE TO AFFIX TAX STAMP","Drug","Other Drug","1.573770492","2022-08-15T12:07:15.000"
"849","53258","2022-02-15T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","64.01368925","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","5.93442623","2022-08-15T12:07:15.000"
"850","18215819","2022-05-09T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","Hispanic","Post-Secondary","In College","25.15537303","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","3.213114754","2022-08-15T12:07:15.000"
"851","3144773","2019-04-22T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Female","White","No HS Diploma","Eleventh","58.19301848","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","39.70491803","2022-08-15T12:07:15.000"
"852","19970207","2022-07-19T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Parole","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","27.66872005","712.2","B Felony","ARSON 1ST DEGREE","Property","Arson","0.8852459016","2022-08-15T12:07:15.000"
"853","19543181","2022-06-06T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Release With Services","Pretrial Release With Supervision","Female","White","No HS Diploma","Unknown","29.66735113","708.2A(2)(c)","Aggravated Misdemeanor","Domestic Abuse Assault w/Intent to Inflict Ser. Inj.-1st Off.","Violent","Assault","2.295081967","2022-08-15T12:07:15.000"
"854","18510614","2019-10-24T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","Hispanic","No HS Diploma","Eleventh","23.97809719","453B.12","D Felony","FAILURE TO AFFIX TAX STAMP","Drug","Other Drug","33.63934426","2022-08-15T12:07:15.000"
"855","18617492","2022-02-24T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Special Sentence","Male","White","HS Diploma or Equivelent","High School Diploma","40.10403833","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex","5.639344262","2022-08-15T12:07:15.000"
"856","18475799","2022-01-28T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","Asian or Pacific Islander","Post-Secondary","Vocational Program/Technical Certificate","29.58247775","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","6.524590164","2022-08-15T12:07:15.000"
"857","18209201","2020-11-30T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","43.60027379","716.5","Aggravated Misdemeanor","CRIMINAL MISCHIEF 3RD DEGREE","Property","Vandalism","20.42622951","2022-08-15T12:07:15.000"
"858","18505298","2021-08-31T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Probation","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","22.0807666","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","11.44262295","2022-08-15T12:07:15.000"
"859","18686654","2017-09-11T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 4","Parole","Male","Black","HS Diploma or Equivelent","HiSET/GED","33.27857632","124.401(1)(c)(8)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III","Drug","Trafficking","58.98360656","2022-08-15T12:07:15.000"
"860","18602804","2022-07-01T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","23.53730322","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft","1.475409836","2022-08-15T12:07:15.000"
"861","18461990","2021-10-13T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","60.30663929","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","10.03278689","2022-08-15T12:07:15.000"
"862","20460476","2020-09-03T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","Black","HS Diploma or Equivelent","HiSET/GED","26.25051335","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","23.31147541","2022-08-15T12:07:15.000"
"863","20393624","2021-03-22T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Parole","Female","Hispanic","No HS Diploma","Eleventh","36.22724162","707.6A(4)","D Felony","Serious Injury by Vehicle","Violent","Murder/Manslaughter","16.75409836","2022-08-15T12:07:15.000"
"864","20404337","2021-10-18T00:00:00.000","CBC Field","Fifth Judicial District","Newton Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","38.78439425","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","9.868852459","2022-08-15T12:07:15.000"
"865","20860889","2021-01-19T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","White","No HS Diploma","Eleventh","38.90759754","321.279(3)","D Felony","ELUDING","Public Order","Traffic","18.78688525","2022-08-15T12:07:15.000"
"866","18308780","2022-07-06T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","Asian or Pacific Islander","No HS Diploma","Unknown","18.92950034","155A.21","Serious Misdemeanor","UNLAWFUL POSSESSION OF PRESCRIPTION DRUG -","Drug","Drug Possession","1.31147541","2022-08-15T12:07:15.000"
"867","18520088","2021-03-08T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 5","Probation","Male","White","No HS Diploma","Unknown","28.36413415","124.401(5)(a)","Serious Misdemeanor","Possession of a Controlled Substance - 1st Offense","Drug","Drug Possession","17.21311475","2022-08-15T12:07:15.000"
"868","20490947","2022-07-01T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Male","Black","Post-Secondary","Bachelor's Degree","33.908282","321.279(3)(a)","D Felony","ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony","Public Order","Traffic","1.475409836","2022-08-15T12:07:15.000"
"869","3410051","2022-03-23T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","46.59000684","708.7(2)","Aggravated Misdemeanor","HARASSMENT / 1ST DEG.","Violent","Assault","4.754098361","2022-08-15T12:07:15.000"
"870","20721890","2022-04-07T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","40.1724846","716.6,A","Serious Misdemeanor","CRIMINAL MISCHIEF 4TH DEGREE","Property","Vandalism","4.262295082","2022-08-15T12:07:15.000"
"871","3195626","2021-03-22T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Probation","Male","Black","Post-Secondary","Associate's Degree","63.37850787","708.2A(5)","D Felony","Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury","Violent","Assault","16.75409836","2022-08-15T12:07:15.000"
"872","19636589","2022-07-13T00:00:00.000","CBC Field","Third Judicial District","Sioux City Probation/Parole Office","Probation","Male","Black",,,"20.55030801","713.6A(2)","Aggravated Misdemeanor","Burglary 3rd Degree - Motor Vehicle","Property","Burglary","1.081967213","2022-08-15T12:07:15.000"
"873","20595704","2022-01-11T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Female","White",,,"53.9192334","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","7.081967213","2022-08-15T12:07:15.000"
"874","19696859","2021-12-27T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 2","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","29.5797399","708.2(1)","Aggravated Misdemeanor","ASSAULT INTENT OF INJURY","Violent","Assault","7.573770492","2022-08-15T12:07:15.000"
